,Time,Time in Minutes,Pb1,Pb1-Pb2,Pb2,Pb3-Fire,Pb3-Amb,Pb4,Pb4-Pb5,Pb5,FHF,FHF-Extra,FHF-Extra2,FCF,FCF-Extra,AHF,AHF-Extra,ACF,ACF-Extra,ACF-Extra2
529,7617.6051,126.96008499999999,834.3335,965.3246300000001,1041.6742,291.76999,599.63427,82.659847,53.018024,48.229793,853.4690099999999,853.4690099999999,853.4690099999999,655.7366900000001,655.7366900000001,205.80244,205.80244,145.38931000000002,145.38931000000002,145.38931000000002
530,7632.004,127.20006666666667,834.9591,965.7152699999999,1042.4712,295.93054,601.84302,83.431552,53.290839,48.571632,853.9181800000001,853.9181800000001,853.9181800000001,657.15143,657.15143,208.97363,208.97363,147.18556999999998,147.18556999999998,147.18556999999998
531,7646.4006,127.44001,835.5733799999999,966.1071599999999,1042.9908,300.27324,604.02321,84.138568,53.569602,48.871025,854.55784,854.55784,854.55784,658.5504099999999,658.5504099999999,212.3554,212.3554,148.91828999999998,148.91828999999998,148.91828999999998
532,7660.8057,127.680095,836.1683,966.5066800000001,1043.1673,304.44917999999996,606.2176599999999,84.809371,53.854532999999996,49.162346,855.1759699999999,855.1759699999999,855.1759699999999,659.9501700000001,659.9501700000001,215.76341000000002,215.76341000000002,150.69517,150.69517,150.69517
533,7675.2026,127.92004333333333,836.88194,966.9132599999999,1042.965,308.55252,608.43563,85.635497,54.14549399999999,49.433724,855.88996,855.88996,855.88996,661.29293,661.29293,219.15317000000002,219.15317000000002,152.6232,152.6232,152.6232
534,7689.6019,128.16003166666667,837.39013,967.3164800000001,1043.6858,312.6251,610.62801,86.38198100000001,54.442298,49.669455,856.66115,856.66115,856.66115,662.63011,662.63011,222.57181,222.57181,154.54232,154.54232,154.54232
535,7704.0013,128.40002166666667,837.96403,967.71911,1044.1023,316.80102999999997,612.7722200000001,87.096518,54.744917,49.866478,857.1587699999999,857.1587699999999,857.1587699999999,663.93087,663.93087,225.65999,225.65999,156.36578,156.36578,156.36578
536,7718.406,128.6401,838.67427,968.1248699999999,1044.8023,320.77342000000004,614.91407,87.900249,55.05319300000001,50.025248,857.60874,857.60874,857.60874,665.19511,665.19511,229.02711000000002,229.02711000000002,158.22734,158.22734,158.22734
537,7732.8032,128.88005333333334,839.3965099999999,968.53988,1045.1347,324.43512000000004,617.1313200000001,88.703781,55.366777,50.210995000000004,858.36699,858.36699,858.36699,666.4452200000001,666.4452200000001,232.71037,232.71037,159.99778999999998,159.99778999999998,159.99778999999998
538,7747.2027,129.120045,840.05527,968.9594099999999,1045.1814,328.23205,619.27393,89.62668000000001,55.685378,50.403296000000005,859.01323,859.01323,859.01323,667.70252,667.70252,236.05362999999997,236.05362999999997,161.83934,161.83934,161.83934
