,Time,Time in Minutes,Pb1,Pb1-Pb2,Pb2,Pb3,Pb3-Pb4,Pb4,AHF,AHF-Extra,ACF,ACF-Extra,ACF-Extra2,FHF,FHF-Extra,FHF-Extra2,FCF,FCF-Extra
0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,14.419725,0.24032875,20.009172,20.000017,23.08044,20.009383,20.0,20.0,20.006504,20.006504,20.006035,20.006035,20.006035,20.005909,20.005909,20.005909,20.007153,20.007153
2,28.827339000000002,0.48045565,20.039779,20.00125,35.243567,20.042404,20.000006,20.0,20.033261,20.033261,20.032122,20.032122,20.032122,20.028197,20.028197,20.028197,20.037662,20.037662
3,43.220161,0.7203360166666666,20.061460999999998,20.012241,55.432816,20.068125,20.000051000000003,20.0,20.064635,20.064635,20.063754,20.063754,20.063754,20.054036,20.054036,20.054036,20.073674,20.073674
4,57.605688,0.9600948,20.07788,20.054691000000002,84.158034,20.089208,20.000193,20.0,20.094986,20.094986,20.094649,20.094649,20.094649,20.079441,20.079441,20.079441,20.108461,20.108461
5,72.008481,1.20014135,20.090055,20.163384,117.70199,20.104278,20.00048,20.000001,20.122795999999997,20.122795999999997,20.123169,20.123169,20.123169,20.102909,20.102909,20.102909,20.140226000000002,20.140226000000002
6,86.426144,1.4404357333333333,20.090783,20.382357,139.30607,20.10517,20.000945,20.000004999999998,20.139920999999998,20.139920999999998,20.141218,20.141218,20.141218,20.117154,20.117154,20.117154,20.159786999999998,20.159786999999998
7,100.82254,1.6803756666666667,20.091606,20.747957,157.46684,20.102459,20.001591,20.000013,20.150493,20.150493,20.152433,20.152433,20.152433,20.126063000000002,20.126063000000002,20.126063000000002,20.171782999999998,20.171782999999998
8,115.2178,1.9202966666666665,20.097741,21.273455,176.4851,20.100832,20.002395,20.00003,20.158975,20.158975,20.161293,20.161293,20.161293,20.133364,20.133364,20.133364,20.181385000000002,20.181385000000002
9,129.63182,2.1605303333333334,20.111334,21.95384,205.79678,20.100036,20.003326,20.000059,20.166463,20.166463,20.168937,20.168937,20.168937,20.14,20.14,20.14,20.1897,20.1897
10,144.00953,2.4001588333333337,20.134995,22.773135,228.22621,20.099403,20.004348,20.000103,20.173079,20.173079,20.175391,20.175391,20.175391,20.146102,20.146102,20.146102,20.196719,20.196719
11,158.45141999999998,2.6408569999999996,20.17331,23.715417000000002,252.21222000000003,20.09977,20.005437,20.000168,20.179882,20.179882,20.181487,20.181487,20.181487,20.152594,20.152594,20.152594,20.203404000000003,20.203404000000003
