s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Pb1","Pb1-Pb2","Pb2","Pb3","Pb3-Pb4","Pb4","AHF","AHF-Extra","ACF","ACF-Extra","ACF-Extra2","FHF","FHF-Extra","FHF-Extra2","FCF","FCF-Extra"
 1.0886422E+004, 7.6678528E+002, 9.9763062E+002, 1.0973609E+003, 5.6924281E+002, 2.7391957E+002, 9.5926907E+001, 6.1571210E+002, 6.1571210E+002, 5.3677405E+002, 5.3677405E+002, 5.3677405E+002, 8.9841446E+002, 8.9841446E+002, 8.9841446E+002, 7.1778554E+002, 7.1778554E+002
 1.0900810E+004, 7.6701210E+002, 9.9783297E+002, 1.0976415E+003, 5.6970260E+002, 2.7484108E+002, 9.6035464E+001, 6.1597226E+002, 6.1597226E+002, 5.3713261E+002, 5.3713261E+002, 5.3713261E+002, 8.9860143E+002, 8.9860143E+002, 8.9860143E+002, 7.1801836E+002, 7.1801836E+002
 1.0915220E+004, 7.6727500E+002, 9.9803440E+002, 1.0978026E+003, 5.7020364E+002, 2.7575362E+002, 9.6141339E+001, 6.1625770E+002, 6.1625770E+002, 5.3750330E+002, 5.3750330E+002, 5.3750330E+002, 8.9911725E+002, 8.9911725E+002, 8.9911725E+002, 7.1831806E+002, 7.1831806E+002
 1.0929604E+004, 7.6751654E+002, 9.9823636E+002, 1.0978487E+003, 5.7069906E+002, 2.7665771E+002, 9.6247738E+001, 6.1653494E+002, 6.1653494E+002, 5.3787666E+002, 5.3787666E+002, 5.3787666E+002, 8.9907749E+002, 8.9907749E+002, 8.9907749E+002, 7.1857711E+002, 7.1857711E+002
 1.0944008E+004, 7.6774264E+002, 9.9843521E+002, 1.0981776E+003, 5.7118781E+002, 2.7755337E+002, 9.6349464E+001, 6.1680705E+002, 6.1680705E+002, 5.3824674E+002, 5.3824674E+002, 5.3824674E+002, 8.9946256E+002, 8.9946256E+002, 8.9946256E+002, 7.1883276E+002, 7.1883276E+002
 1.0958410E+004, 7.6796801E+002, 9.9863268E+002, 1.0982802E+003, 5.7165877E+002, 2.7844186E+002, 9.6452908E+001, 6.1708018E+002, 6.1708018E+002, 5.3859268E+002, 5.3859268E+002, 5.3859268E+002, 8.9953500E+002, 8.9953500E+002, 8.9953500E+002, 7.1907063E+002, 7.1907063E+002
 1.0972821E+004, 7.6817803E+002, 9.9883017E+002, 1.0985879E+003, 5.7209490E+002, 2.7932293E+002, 9.6551747E+001, 6.1732907E+002, 6.1732907E+002, 5.3894633E+002, 5.3894633E+002, 5.3894633E+002, 8.9971947E+002, 8.9971947E+002, 8.9971947E+002, 7.1931877E+002, 7.1931877E+002
 1.0987223E+004, 7.6841092E+002, 9.9902845E+002, 1.0987724E+003, 5.7256895E+002, 2.8019674E+002, 9.6651171E+001, 6.1758950E+002, 6.1758950E+002, 5.3931708E+002, 5.3931708E+002, 5.3931708E+002, 8.9981445E+002, 8.9981445E+002, 8.9981445E+002, 7.1954793E+002, 7.1954793E+002
 1.1001620E+004, 7.6865061E+002, 9.9922850E+002, 1.0988813E+003, 5.7304415E+002, 2.8106307E+002, 9.6747219E+001, 6.1785996E+002, 6.1785996E+002, 5.3969959E+002, 5.3969959E+002, 5.3969959E+002, 9.0010707E+002, 9.0010707E+002, 9.0010707E+002, 7.1978754E+002, 7.1978754E+002
 1.1016026E+004, 7.6886766E+002, 9.9942730E+002, 1.0992033E+003, 5.7349331E+002, 2.8192269E+002, 9.6842884E+001, 6.1812211E+002, 6.1812211E+002, 5.4007344E+002, 5.4007344E+002, 5.4007344E+002, 9.0038182E+002, 9.0038182E+002, 9.0038182E+002, 7.2006683E+002, 7.2006683E+002
 1.1030416E+004, 7.6912987E+002, 9.9962713E+002, 1.0992973E+003, 5.7394350E+002, 2.8277563E+002, 9.6935898E+001, 6.1839642E+002, 6.1839642E+002, 5.4042522E+002, 5.4042522E+002, 5.4042522E+002, 9.0051488E+002, 9.0051488E+002, 9.0051488E+002, 7.2036107E+002, 7.2036107E+002
 1.1044805E+004, 7.6936304E+002, 9.9982705E+002, 1.0994744E+003, 5.7443020E+002, 2.8362165E+002, 9.7027791E+001, 6.1866497E+002, 6.1866497E+002, 5.4079669E+002, 5.4079669E+002, 5.4079669E+002, 9.0093450E+002, 9.0093450E+002, 9.0093450E+002, 7.2070098E+002, 7.2070098E+002
 1.1059225E+004, 7.6964897E+002, 1.0000255E+003, 1.0995616E+003, 5.7491878E+002, 2.8446259E+002, 9.7118038E+001, 6.1895613E+002, 6.1895613E+002, 5.4116978E+002, 5.4116978E+002, 5.4116978E+002, 9.0100948E+002, 9.0100948E+002, 9.0100948E+002, 7.2114688E+002, 7.2114688E+002
 1.1073614E+004, 7.6989738E+002, 1.0002204E+003, 1.0998512E+003, 5.7538186E+002, 2.8529753E+002, 9.7205903E+001, 6.1923698E+002, 6.1923698E+002, 5.4151296E+002, 5.4151296E+002, 5.4151296E+002, 9.0123295E+002, 9.0123295E+002, 9.0123295E+002, 7.2153025E+002, 7.2153025E+002
 1.1088007E+004, 7.7008258E+002, 1.0004145E+003, 1.1001266E+003, 5.7578780E+002, 2.8612621E+002, 9.7293420E+001, 6.1948102E+002, 6.1948102E+002, 5.4188923E+002, 5.4188923E+002, 5.4188923E+002, 9.0127441E+002, 9.0127441E+002, 9.0127441E+002, 7.2164916E+002, 7.2164916E+002
 1.1102400E+004, 7.7028240E+002, 1.0006117E+003, 1.1002953E+003, 5.7622154E+002, 2.8694944E+002, 9.7377033E+001, 6.1973243E+002, 6.1973243E+002, 5.4226336E+002, 5.4226336E+002, 5.4226336E+002, 9.0162098E+002, 9.0162098E+002, 9.0162098E+002, 7.2182435E+002, 7.2182435E+002
 1.1116816E+004, 7.7056708E+002, 1.0008109E+003, 1.1002633E+003, 5.7670505E+002, 2.8776824E+002, 9.7461209E+001, 6.2002326E+002, 6.2002326E+002, 5.4260680E+002, 5.4260680E+002, 5.4260680E+002, 9.0199181E+002, 9.0199181E+002, 9.0199181E+002, 7.2214361E+002, 7.2214361E+002
 1.1131224E+004, 7.7077355E+002, 1.0010060E+003, 1.1005346E+003, 5.7715966E+002, 2.8858229E+002, 9.7542452E+001, 6.2029740E+002, 6.2029740E+002, 5.4297796E+002, 5.4297796E+002, 5.4297796E+002, 9.0199219E+002, 9.0199219E+002, 9.0199219E+002, 7.2235676E+002, 7.2235676E+002
 1.1145613E+004, 7.7095738E+002, 1.0011968E+003, 1.1006737E+003, 5.7754587E+002, 2.8939083E+002, 9.7621296E+001, 6.2053597E+002, 6.2053597E+002, 5.4333591E+002, 5.4333591E+002, 5.4333591E+002, 9.0182613E+002, 9.0182613E+002, 9.0182613E+002, 7.2258336E+002, 7.2258336E+002
 1.1160012E+004, 7.7116127E+002, 1.0013870E+003, 1.1010283E+003, 5.7793685E+002, 2.9019437E+002, 9.7701834E+001, 6.2076369E+002, 6.2076369E+002, 5.4369848E+002, 5.4369848E+002, 5.4369848E+002, 9.0179499E+002, 9.0179499E+002, 9.0179499E+002, 7.2279900E+002, 7.2279900E+002
 1.1174411E+004, 7.7137348E+002, 1.0015798E+003, 1.1010942E+003, 5.7832934E+002, 2.9099259E+002, 9.7774628E+001, 6.2100220E+002, 6.2100220E+002, 5.4405156E+002, 5.4405156E+002, 5.4405156E+002, 9.0216171E+002, 9.0216171E+002, 9.0216171E+002, 7.2296880E+002, 7.2296880E+002
 1.1188826E+004, 7.7158389E+002, 1.0017734E+003, 1.1013355E+003, 5.7876694E+002, 2.9178068E+002, 9.7852847E+001, 6.2125468E+002, 6.2125468E+002, 5.4441830E+002, 5.4441830E+002, 5.4441830E+002, 9.0262869E+002, 9.0262869E+002, 9.0262869E+002, 7.2315723E+002, 7.2315723E+002
 1.1203231E+004, 7.7180638E+002, 1.0019676E+003, 1.1013444E+003, 5.7920867E+002, 2.9255655E+002, 9.7931212E+001, 6.2151051E+002, 6.2151051E+002, 5.4477266E+002, 5.4477266E+002, 5.4477266E+002, 9.0291914E+002, 9.0291914E+002, 9.0291914E+002, 7.2344153E+002, 7.2344153E+002
 1.1217601E+004, 7.7201086E+002, 1.0021575E+003, 1.1016191E+003, 5.7961614E+002, 2.9331930E+002, 9.8011537E+001, 6.2174993E+002, 6.2174993E+002, 5.4512775E+002, 5.4512775E+002, 5.4512775E+002, 9.0310771E+002, 9.0310771E+002, 9.0310771E+002, 7.2369033E+002, 7.2369033E+002
 1.1232002E+004, 7.7224796E+002, 1.0023446E+003, 1.1018400E+003, 5.8005227E+002, 2.9407047E+002, 9.8099384E+001, 6.2201174E+002, 6.2201174E+002, 5.4548912E+002, 5.4548912E+002, 5.4548912E+002, 9.0336048E+002, 9.0336048E+002, 9.0336048E+002, 7.2397268E+002, 7.2397268E+002
 1.1246403E+004, 7.7249281E+002, 1.0025342E+003, 1.1020314E+003, 5.8047424E+002, 2.9481138E+002, 9.8190390E+001, 6.2227138E+002, 6.2227138E+002, 5.4584539E+002, 5.4584539E+002, 5.4584539E+002, 9.0330298E+002, 9.0330298E+002, 9.0330298E+002, 7.2424670E+002, 7.2424670E+002
 1.1260826E+004, 7.7272164E+002, 1.0027242E+003, 1.1021349E+003, 5.8089205E+002, 2.9554214E+002, 9.8285865E+001, 6.2253728E+002, 6.2253728E+002, 5.4618612E+002, 5.4618612E+002, 5.4618612E+002, 9.0334995E+002, 9.0334995E+002, 9.0334995E+002, 7.2454088E+002, 7.2454088E+002
 1.1275208E+004, 7.7296192E+002, 1.0029126E+003, 1.1024004E+003, 5.8135065E+002, 2.9626213E+002, 9.8385627E+001, 6.2280092E+002, 6.2280092E+002, 5.4649364E+002, 5.4649364E+002, 5.4649364E+002, 9.0401541E+002, 9.0401541E+002, 9.0401541E+002, 7.2497353E+002, 7.2497353E+002
 1.1289613E+004, 7.7322988E+002, 1.0031021E+003, 1.1026440E+003, 5.8179189E+002, 2.9697181E+002, 9.8486384E+001, 6.2308833E+002, 6.2308833E+002, 5.4684912E+002, 5.4684912E+002, 5.4684912E+002, 9.0445312E+002, 9.0445312E+002, 9.0445312E+002, 7.2525465E+002, 7.2525465E+002
 1.1304008E+004, 7.7341524E+002, 1.0032948E+003, 1.1028664E+003, 5.8220392E+002, 2.9767229E+002, 9.8592283E+001, 6.2333703E+002, 6.2333703E+002, 5.4722960E+002, 5.4722960E+002, 5.4722960E+002, 9.0420245E+002, 9.0420245E+002, 9.0420245E+002, 7.2541010E+002, 7.2541010E+002
 1.1318427E+004, 7.7360653E+002, 1.0034895E+003, 1.1030276E+003, 5.8259245E+002, 2.9836398E+002, 9.8698431E+001, 6.2357961E+002, 6.2357961E+002, 5.4760467E+002, 5.4760467E+002, 5.4760467E+002, 9.0435958E+002, 9.0435958E+002, 9.0435958E+002, 7.2559302E+002, 7.2559302E+002
 1.1332826E+004, 7.7382984E+002, 1.0036850E+003, 1.1029994E+003, 5.8298699E+002, 2.9904694E+002, 9.8809971E+001, 6.2383593E+002, 6.2383593E+002, 5.4797254E+002, 5.4797254E+002, 5.4797254E+002, 9.0456923E+002, 9.0456923E+002, 9.0456923E+002, 7.2580028E+002, 7.2580028E+002
 1.1347209E+004, 7.7406003E+002, 1.0038759E+003, 1.1033632E+003, 5.8340510E+002, 2.9972056E+002, 9.8919038E+001, 6.2409621E+002, 6.2409621E+002, 5.4833917E+002, 5.4833917E+002, 5.4833917E+002, 9.0476725E+002, 9.0476725E+002, 9.0476725E+002, 7.2599875E+002, 7.2599875E+002
 1.1361625E+004, 7.7427564E+002, 1.0040661E+003, 1.1034089E+003, 5.8382041E+002, 3.0038637E+002, 9.9035150E+001, 6.2435106E+002, 6.2435106E+002, 5.4870056E+002, 5.4870056E+002, 5.4870056E+002, 9.0488895E+002, 9.0488895E+002, 9.0488895E+002, 7.2619896E+002, 7.2619896E+002
 1.1376000E+004, 7.7446254E+002, 1.0042546E+003, 1.1035246E+003, 5.8422129E+002, 3.0104411E+002, 9.9147160E+001, 6.2459227E+002, 6.2459227E+002, 5.4905632E+002, 5.4905632E+002, 5.4905632E+002, 9.0516056E+002, 9.0516056E+002, 9.0516056E+002, 7.2640426E+002, 7.2640426E+002
 1.1390431E+004, 7.7468341E+002, 1.0044389E+003, 1.1039474E+003, 5.8462279E+002, 3.0169457E+002, 9.9266643E+001, 6.2484055E+002, 6.2484055E+002, 5.4941131E+002, 5.4941131E+002, 5.4941131E+002, 9.0537485E+002, 9.0537485E+002, 9.0537485E+002, 7.2663740E+002, 7.2663740E+002
 1.1404830E+004, 7.7487289E+002, 1.0046271E+003, 1.1039754E+003, 5.8499582E+002, 3.0233823E+002, 9.9382970E+001, 6.2507929E+002, 6.2507929E+002, 5.4975173E+002, 5.4975173E+002, 5.4975173E+002, 9.0552889E+002, 9.0552889E+002, 9.0552889E+002, 7.2684464E+002, 7.2684464E+002
 1.1419230E+004, 7.7507902E+002, 1.0048173E+003, 1.1042201E+003, 5.8535919E+002, 3.0297411E+002, 9.9503253E+001, 6.2531605E+002, 6.2531605E+002, 5.5008123E+002, 5.5008123E+002, 5.5008123E+002, 9.0558007E+002, 9.0558007E+002, 9.0558007E+002, 7.2706002E+002, 7.2706002E+002
 1.1433600E+004, 7.7528638E+002, 1.0050052E+003, 1.1043869E+003, 5.8572683E+002, 3.0360251E+002, 9.9623246E+001, 6.2554775E+002, 6.2554775E+002, 5.5041325E+002, 5.5041325E+002, 5.5041325E+002, 9.0561866E+002, 9.0561866E+002, 9.0561866E+002, 7.2726879E+002, 7.2726879E+002
 1.1448026E+004, 7.7552898E+002, 1.0051932E+003, 1.1045270E+003, 5.8614737E+002, 3.0422483E+002, 9.9745008E+001, 6.2582015E+002, 6.2582015E+002, 5.5077438E+002, 5.5077438E+002, 5.5077438E+002, 9.0605920E+002, 9.0605920E+002, 9.0605920E+002, 7.2749196E+002, 7.2749196E+002
 1.1462419E+004, 7.7574501E+002, 1.0053815E+003, 1.1048341E+003, 5.8656539E+002, 3.0484121E+002, 9.9867552E+001, 6.2608635E+002, 6.2608635E+002, 5.5114074E+002, 5.5114074E+002, 5.5114074E+002, 9.0657226E+002, 9.0657226E+002, 9.0657226E+002, 7.2771306E+002, 7.2771306E+002
 1.1476813E+004, 7.7594985E+002, 1.0055706E+003, 1.1049427E+003, 5.8694766E+002, 3.0545071E+002, 9.9991380E+001, 6.2633250E+002, 6.2633250E+002, 5.5148863E+002, 5.5148863E+002, 5.5148863E+002, 9.0634555E+002, 9.0634555E+002, 9.0634555E+002, 7.2795648E+002, 7.2795648E+002
 1.1491228E+004, 7.7614501E+002, 1.0057607E+003, 1.1050701E+003, 5.8729884E+002, 3.0605471E+002, 1.0011549E+002, 6.2655633E+002, 6.2655633E+002, 5.5182443E+002, 5.5182443E+002, 5.5182443E+002, 9.0625035E+002, 9.0625035E+002, 9.0625035E+002, 7.2819411E+002, 7.2819411E+002
 1.1505611E+004, 7.7637314E+002, 1.0059486E+003, 1.1053208E+003, 5.8766318E+002, 3.0665271E+002, 1.0023868E+002, 6.2679771E+002, 6.2679771E+002, 5.5216273E+002, 5.5216273E+002, 5.5216273E+002, 9.0651586E+002, 9.0651586E+002, 9.0651586E+002, 7.2843733E+002, 7.2843733E+002
 1.1520007E+004, 7.7657578E+002, 1.0061362E+003, 1.1053664E+003, 5.8805478E+002, 3.0724474E+002, 1.0036607E+002, 6.2704390E+002, 6.2704390E+002, 5.5249475E+002, 5.5249475E+002, 5.5249475E+002, 9.0665080E+002, 9.0665080E+002, 9.0665080E+002, 7.2867991E+002, 7.2867991E+002
 1.1534423E+004, 7.7678061E+002, 1.0063227E+003, 1.1056302E+003, 5.8840145E+002, 3.0783204E+002, 1.0048938E+002, 6.2727268E+002, 6.2727268E+002, 5.5282093E+002, 5.5282093E+002, 5.5282093E+002, 9.0679733E+002, 9.0679733E+002, 9.0679733E+002, 7.2889376E+002, 7.2889376E+002
 1.1548819E+004, 7.7698848E+002, 1.0065074E+003, 1.1057257E+003, 5.8877468E+002, 3.0841412E+002, 1.0061777E+002, 6.2750211E+002, 6.2750211E+002, 5.5316037E+002, 5.5316037E+002, 5.5316037E+002, 9.0712101E+002, 9.0712101E+002, 9.0712101E+002, 7.2911618E+002, 7.2911618E+002
 1.1563211E+004, 7.7719072E+002, 1.0066906E+003, 1.1060295E+003, 5.8912420E+002, 3.0899067E+002, 1.0074479E+002, 6.2772878E+002, 6.2772878E+002, 5.5349578E+002, 5.5349578E+002, 5.5349578E+002, 9.0751323E+002, 9.0751323E+002, 9.0751323E+002, 7.2934863E+002, 7.2934863E+002
 1.1577614E+004, 7.7739915E+002, 1.0068760E+003, 1.1062443E+003, 5.8950442E+002, 3.0956238E+002, 1.0087118E+002, 6.2796424E+002, 6.2796424E+002, 5.5383234E+002, 5.5383234E+002, 5.5383234E+002, 9.0769320E+002, 9.0769320E+002, 9.0769320E+002, 7.2955303E+002, 7.2955303E+002
 1.1592010E+004, 7.7762624E+002, 1.0070645E+003, 1.1064169E+003, 5.8987814E+002, 3.1012925E+002, 1.0100098E+002, 6.2821151E+002, 6.2821151E+002, 5.5416681E+002, 5.5416681E+002, 5.5416681E+002, 9.0778958E+002, 9.0778958E+002, 9.0778958E+002, 7.2979775E+002, 7.2979775E+002
 1.1606420E+004, 7.7783810E+002, 1.0072536E+003, 1.1065669E+003, 5.9022603E+002, 3.1069145E+002, 1.0112779E+002, 6.2843537E+002, 6.2843537E+002, 5.5447247E+002, 5.5447247E+002, 5.5447247E+002, 9.0776892E+002, 9.0776892E+002, 9.0776892E+002, 7.3003889E+002, 7.3003889E+002
 1.1620831E+004, 7.7802660E+002, 1.0074430E+003, 1.1066598E+003, 5.9058694E+002, 3.1124918E+002, 1.0125733E+002, 6.2866399E+002, 6.2866399E+002, 5.5480922E+002, 5.5480922E+002, 5.5480922E+002, 9.0793801E+002, 9.0793801E+002, 9.0793801E+002, 7.3027154E+002, 7.3027154E+002
 1.1635208E+004, 7.7825035E+002, 1.0076294E+003, 1.1068490E+003, 5.9098001E+002, 3.1180161E+002, 1.0138511E+002, 6.2891005E+002, 6.2891005E+002, 5.5514211E+002, 5.5514211E+002, 5.5514211E+002, 9.0822243E+002, 9.0822243E+002, 9.0822243E+002, 7.3054270E+002, 7.3054270E+002
 1.1649616E+004, 7.7848203E+002, 1.0078142E+003, 1.1071832E+003, 5.9138850E+002, 3.1234940E+002, 1.0151473E+002, 6.2916342E+002, 6.2916342E+002, 5.5549675E+002, 5.5549675E+002, 5.5549675E+002, 9.0859513E+002, 9.0859513E+002, 9.0859513E+002, 7.3078158E+002, 7.3078158E+002
 1.1664001E+004, 7.7871699E+002, 1.0080020E+003, 1.1073351E+003, 5.9177980E+002, 3.1289284E+002, 1.0164288E+002, 6.2941802E+002, 6.2941802E+002, 5.5585712E+002, 5.5585712E+002, 5.5585712E+002, 9.0914919E+002, 9.0914919E+002, 9.0914919E+002, 7.3099859E+002, 7.3099859E+002
 1.1678412E+004, 7.7889810E+002, 1.0081925E+003, 1.1075166E+003, 5.9215239E+002, 3.1343197E+002, 1.0177036E+002, 6.2965905E+002, 6.2965905E+002, 5.5622595E+002, 5.5622595E+002, 5.5622595E+002, 9.0907878E+002, 9.0907878E+002, 9.0907878E+002, 7.3121064E+002, 7.3121064E+002
 1.1692805E+004, 7.7912008E+002, 1.0083829E+003, 1.1076546E+003, 5.9252958E+002, 3.1396696E+002, 1.0190042E+002, 6.2991317E+002, 6.2991317E+002, 5.5659235E+002, 5.5659235E+002, 5.5659235E+002, 9.0947347E+002, 9.0947347E+002, 9.0947347E+002, 7.3143138E+002, 7.3143138E+002
 1.1707227E+004, 7.7933307E+002, 1.0085730E+003, 1.1078335E+003, 5.9290110E+002, 3.1449798E+002, 1.0202675E+002, 6.3016529E+002, 6.3016529E+002, 5.5695493E+002, 5.5695493E+002, 5.5695493E+002, 9.0973805E+002, 9.0973805E+002, 9.0973805E+002, 7.3165350E+002, 7.3165350E+002
 1.1721606E+004, 7.7953975E+002, 1.0087617E+003, 1.1079751E+003, 5.9325440E+002, 3.1502465E+002, 1.0215511E+002, 6.3040285E+002, 6.3040285E+002, 5.5728573E+002, 5.5728573E+002, 5.5728573E+002, 9.0970583E+002, 9.0970583E+002, 9.0970583E+002, 7.3188925E+002, 7.3188925E+002
 1.1736008E+004, 7.7973144E+002, 1.0089486E+003, 1.1081895E+003, 5.9358245E+002, 3.1554696E+002, 1.0228299E+002, 6.3062460E+002, 6.3062460E+002, 5.5761307E+002, 5.5761307E+002, 5.5761307E+002, 9.0945620E+002, 9.0945620E+002, 9.0945620E+002, 7.3208753E+002, 7.3208753E+002
 1.1750417E+004, 7.7995144E+002, 1.0091355E+003, 1.1083394E+003, 5.9393582E+002, 3.1606587E+002, 1.0240857E+002, 6.3085868E+002, 6.3085868E+002, 5.5794800E+002, 5.5794800E+002, 5.5794800E+002, 9.0971033E+002, 9.0971033E+002, 9.0971033E+002, 7.3228225E+002, 7.3228225E+002
 1.1764823E+004, 7.8013891E+002, 1.0093220E+003, 1.1085624E+003, 5.9429500E+002, 3.1658095E+002, 1.0253578E+002, 6.3109009E+002, 6.3109009E+002, 5.5828626E+002, 5.5828626E+002, 5.5828626E+002, 9.0996639E+002, 9.0996639E+002, 9.0996639E+002, 7.3248025E+002, 7.3248025E+002
 1.1779210E+004, 7.8032081E+002, 1.0095090E+003, 1.1086154E+003, 5.9462844E+002, 3.1709181E+002, 1.0266138E+002, 6.3130175E+002, 6.3130175E+002, 5.5861441E+002, 5.5861441E+002, 5.5861441E+002, 9.1041751E+002, 9.1041751E+002, 9.1041751E+002, 7.3265970E+002, 7.3265970E+002
 1.1793607E+004, 7.8059474E+002, 1.0096941E+003, 1.1088864E+003, 5.9501144E+002, 3.1759871E+002, 1.0278649E+002, 6.3156496E+002, 6.3156496E+002, 5.5894342E+002, 5.5894342E+002, 5.5894342E+002, 9.1085264E+002, 9.1085264E+002, 9.1085264E+002, 7.3293211E+002, 7.3293211E+002
 1.1808002E+004, 7.8082298E+002, 1.0098783E+003, 1.1089852E+003, 5.9544329E+002, 3.1810203E+002, 1.0291121E+002, 6.3182848E+002, 6.3182848E+002, 5.5928802E+002, 5.5928802E+002, 5.5928802E+002, 9.1078675E+002, 9.1078675E+002, 9.1078675E+002, 7.3322572E+002, 7.3322572E+002
 1.1822429E+004, 7.8103082E+002, 1.0100618E+003, 1.1092442E+003, 5.9578133E+002, 3.1860224E+002, 1.0303568E+002, 6.3206264E+002, 6.3206264E+002, 5.5961463E+002, 5.5961463E+002, 5.5961463E+002, 9.1094916E+002, 9.1094916E+002, 9.1094916E+002, 7.3347779E+002, 7.3347779E+002
 1.1836819E+004, 7.8126694E+002, 1.0102462E+003, 1.1093400E+003, 5.9617980E+002, 3.1909881E+002, 1.0315988E+002, 6.3232510E+002, 6.3232510E+002, 5.5993928E+002, 5.5993928E+002, 5.5993928E+002, 9.1141238E+002, 9.1141238E+002, 9.1141238E+002, 7.3376706E+002, 7.3376706E+002
 1.1851225E+004, 7.8144468E+002, 1.0104299E+003, 1.1094180E+003, 5.9652482E+002, 3.1959156E+002, 1.0328119E+002, 6.3255696E+002, 6.3255696E+002, 5.6030840E+002, 5.6030840E+002, 5.6030840E+002, 9.1119121E+002, 9.1119121E+002, 9.1119121E+002, 7.3396732E+002, 7.3396732E+002
 1.1865605E+004, 7.8163765E+002, 1.0106099E+003, 1.1097582E+003, 5.9681092E+002, 3.2008077E+002, 1.0340603E+002, 6.3276904E+002, 6.3276904E+002, 5.6064206E+002, 5.6064206E+002, 5.6064206E+002, 9.1130319E+002, 9.1130319E+002, 9.1130319E+002, 7.3413590E+002, 7.3413590E+002
 1.1880014E+004, 7.8183797E+002, 1.0107924E+003, 1.1099718E+003, 5.9713581E+002, 3.2056671E+002, 1.0352510E+002, 6.3299421E+002, 6.3299421E+002, 5.6095969E+002, 5.6095969E+002, 5.6095969E+002, 9.1142219E+002, 9.1142219E+002, 9.1142219E+002, 7.3429997E+002, 7.3429997E+002
 1.1894410E+004, 7.8202602E+002, 1.0109787E+003, 1.1101547E+003, 5.9748212E+002, 3.2104960E+002, 1.0364812E+002, 6.3320965E+002, 6.3320965E+002, 5.6129074E+002, 5.6129074E+002, 5.6129074E+002, 9.1169542E+002, 9.1169542E+002, 9.1169542E+002, 7.3446554E+002, 7.3446554E+002
 1.1908818E+004, 7.8222679E+002, 1.0111666E+003, 1.1103690E+003, 5.9781338E+002, 3.2152923E+002, 1.0376821E+002, 6.3342891E+002, 6.3342891E+002, 5.6162713E+002, 5.6162713E+002, 5.6162713E+002, 9.1217670E+002, 9.1217670E+002, 9.1217670E+002, 7.3463932E+002, 7.3463932E+002
 1.1923221E+004, 7.8246203E+002, 1.0113562E+003, 1.1105960E+003, 5.9818557E+002, 3.2200574E+002, 1.0388726E+002, 6.3367508E+002, 6.3367508E+002, 5.6196897E+002, 5.6196897E+002, 5.6196897E+002, 9.1278321E+002, 9.1278321E+002, 9.1278321E+002, 7.3483554E+002, 7.3483554E+002
 1.1937604E+004, 7.8268453E+002, 1.0115474E+003, 1.1106699E+003, 5.9853635E+002, 3.2247861E+002, 1.0400771E+002, 6.3391910E+002, 6.3391910E+002, 5.6230552E+002, 5.6230552E+002, 5.6230552E+002, 9.1274611E+002, 9.1274611E+002, 9.1274611E+002, 7.3503050E+002, 7.3503050E+002
 1.1952009E+004, 7.8286833E+002, 1.0117374E+003, 1.1108011E+003, 5.9889304E+002, 3.2294839E+002, 1.0412616E+002, 6.3416253E+002, 6.3416253E+002, 5.6266103E+002, 5.6266103E+002, 5.6266103E+002, 9.1269464E+002, 9.1269464E+002, 9.1269464E+002, 7.3522746E+002, 7.3522746E+002
 1.1966430E+004, 7.8303010E+002, 1.0119253E+003, 1.1109157E+003, 5.9920360E+002, 3.2341571E+002, 1.0424614E+002, 6.3436120E+002, 6.3436120E+002, 5.6297919E+002, 5.6297919E+002, 5.6297919E+002, 9.1260555E+002, 9.1260555E+002, 9.1260555E+002, 7.3541947E+002, 7.3541947E+002
 1.1980815E+004, 7.8320408E+002, 1.0121091E+003, 1.1109410E+003, 5.9951950E+002, 3.2387967E+002, 1.0436441E+002, 6.3456365E+002, 6.3456365E+002, 5.6329588E+002, 5.6329588E+002, 5.6329588E+002, 9.1259748E+002, 9.1259748E+002, 9.1259748E+002, 7.3560260E+002, 7.3560260E+002
 1.1995210E+004, 7.8340743E+002, 1.0122866E+003, 1.1113268E+003, 5.9982804E+002, 3.2434024E+002, 1.0448530E+002, 6.3477707E+002, 6.3477707E+002, 5.6361318E+002, 5.6361318E+002, 5.6361318E+002, 9.1300948E+002, 9.1300948E+002, 9.1300948E+002, 7.3579055E+002, 7.3579055E+002
 1.2009626E+004, 7.8361064E+002, 1.0124652E+003, 1.1114140E+003, 6.0016107E+002, 3.2479835E+002, 1.0460163E+002, 6.3500452E+002, 6.3500452E+002, 5.6392960E+002, 5.6392960E+002, 5.6392960E+002, 9.1326861E+002, 9.1326861E+002, 9.1326861E+002, 7.3598474E+002, 7.3598474E+002
 1.2024006E+004, 7.8381429E+002, 1.0126445E+003, 1.1116369E+003, 6.0046779E+002, 3.2525328E+002, 1.0472305E+002, 6.3522062E+002, 6.3522062E+002, 5.6424023E+002, 5.6424023E+002, 5.6424023E+002, 9.1329998E+002, 9.1329998E+002, 9.1329998E+002, 7.3619847E+002, 7.3619847E+002
 1.2038421E+004, 7.8402103E+002, 1.0128239E+003, 1.1117283E+003, 6.0079464E+002, 3.2570528E+002, 1.0483873E+002, 6.3544526E+002, 6.3544526E+002, 5.6454822E+002, 5.6454822E+002, 5.6454822E+002, 9.1356324E+002, 9.1356324E+002, 9.1356324E+002, 7.3639727E+002, 7.3639727E+002
