TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom
47:15.2,2.87,-42.860844,13.77118918,3.574548,4.224746,5.067075,5.490659,1.27747,2.003217,2.072206,1.256122,1.973712,2.009847
47:16.2,2.89,-41.939133,13.47504343,3.578653,4.22803,5.03752,5.477523,1.287321,2.006501,2.068923,1.251196,1.970428,2.006563
47:17.2,2.91,-40.932446,13.1515949,3.569622,4.22803,5.021101,5.510363,1.310309,2.006501,2.068923,1.241344,1.96386,2.006563
47:18.2,2.93,-39.523396,12.69886713,3.572906,4.200117,4.9702,5.48245,1.310309,2.006501,2.036083,1.241344,1.970428,1.957302
47:19.2,2.94,-37.969776,12.19968903,3.57619,4.160709,4.940644,5.479166,1.320161,2.009785,1.986822,1.244628,1.970428,1.901473
47:20.2,2.96,-36.621422,11.76646289,3.544992,4.126228,4.893028,5.452894,1.316877,2.009785,1.92771,1.244628,1.970428,1.839076
47:21.2,2.98,-35.313236,11.34614273,3.512153,4.083538,4.863472,5.421697,1.313593,2.009785,1.87845,1.251196,1.973712,1.809519
47:22.2,2.99,-34.05648,10.94234702,3.480956,4.045773,4.824065,5.385574,1.320161,2.006501,1.819338,1.236418,1.96386,1.747122
47:23.2,3.01,-32.756683,10.52472225,3.436623,4.00144,4.772344,5.342063,1.313593,2.009785,1.773362,1.251196,1.967144,1.674872
47:24.2,3.03,-31.495733,10.11957901,3.411994,3.952181,4.732116,5.305119,1.326729,2.006501,1.717534,1.251196,1.967144,1.635463
47:25.2,3.04,-29.630903,9.520409134,3.344673,3.884861,4.656585,5.259145,1.316877,2.006501,1.635434,1.247912,1.967144,1.530373
47:26.2,3.06,-27.76144,8.919750672,3.29213,3.804405,4.579413,5.163912,1.316877,2.013069,1.56647,1.23806,1.970428,1.435135
47:27.2,3.08,-26.125713,8.394191587,3.237945,3.748579,4.521945,5.13764,1.316877,2.006501,1.507357,1.221641,1.96386,1.389158
47:28.2,3.09,-24.687969,7.93224444,3.172267,3.679616,4.446414,5.063753,1.310309,2.009785,1.392417,1.215073,1.970428,1.300489
47:29.2,3.11,-23.152889,7.439023236,3.111514,3.609012,4.385662,5.004643,1.313593,1.976946,1.336589,1.234776,1.950723,1.224955
47:30.2,3.13,-21.245461,6.826166619,3.0327,3.528556,4.301922,4.932397,1.257766,1.871859,1.241353,1.155961,1.865338,1.133001
47:31.2,3.14,-19.371803,6.224160304,2.945676,3.443175,4.177133,4.836343,1.159246,1.766772,1.126413,1.024602,1.717556,1.031195
47:32.2,3.16,-17.777571,5.711933562,2.870146,3.361077,4.093393,4.733722,1.136258,1.602574,1.034461,1.001614,1.569774,0.926105
47:33.2,3.18,-16.323494,5.244738622,2.789689,3.285547,3.996518,4.661476,1.014751,1.474499,0.968781,0.89981,1.484388,0.850572
47:34.3,3.19,-15.00913,4.822433469,2.69774,3.203449,3.893075,4.581021,0.972059,1.3924,0.896533,0.853835,1.412139,0.794743
47:35.3,3.21,-13.622813,4.377009817,2.613999,3.119709,3.786347,4.492356,0.899811,1.326721,0.807864,0.781587,1.303766,0.706073
47:36.3,3.23,-12.338245,3.964278119,2.520408,3.044179,3.68783,4.432425,0.804576,1.139535,0.742184,0.702772,1.155984,0.656812
47:37.3,3.24,-11.166244,3.587714197,2.448161,2.976038,3.6123,4.380703,0.761884,1.096843,0.666652,0.656796,1.136279,0.581279
47:38.3,3.26,-11.548524,3.710540761,2.435026,2.973576,3.609016,4.362642,0.756958,1.093559,0.666652,0.656796,1.137921,0.581279
47:39.3,3.28,-11.723993,3.766918951,2.428458,2.970292,3.609016,4.367568,0.755316,1.096843,0.666652,0.646944,1.136279,0.584563
47:40.3,3.29,-11.829716,3.800887751,2.438309,2.971934,3.609016,4.365926,0.7586,1.096843,0.666652,0.653512,1.136279,0.584563
47:41.3,3.31,-11.92661,3.832019793,2.436667,2.971934,3.6123,4.364284,0.755316,1.096843,0.666652,0.653512,1.136279,0.581279
47:42.3,3.33,-12.008496,3.858329765,2.436667,2.970292,3.607374,4.374957,0.752032,1.093559,0.663368,0.653512,1.136279,0.584563
47:43.3,3.34,-12.083981,3.882583095,2.431742,2.970292,3.60409,4.372494,0.761884,1.093559,0.666652,0.640376,1.136279,0.584563
47:44.3,3.36,-12.128566,3.896908256,2.441593,2.971934,3.60409,4.362642,0.7586,1.096843,0.666652,0.66008,1.132995,0.584563
47:45.3,3.38,-12.152624,3.904638091,2.438309,2.971112,3.60409,4.359358,0.755316,1.096843,0.666652,0.650228,1.136279,0.581279
47:46.3,3.39,-12.170722,3.910452979,2.4301,2.970292,3.602448,4.375778,0.752032,1.100127,0.666652,0.656796,1.129711,0.584563
47:47.3,3.41,-12.283067,3.946549427,2.431742,2.967008,3.610658,4.372494,0.748748,1.096843,0.663368,0.650228,1.139563,0.584563
47:48.3,3.43,-12.290571,3.948960462,2.436667,2.971934,3.609016,4.374957,0.7586,1.095201,0.666652,0.64366,1.136279,0.584563
47:49.3,3.44,-12.294544,3.950236987,2.436667,2.971934,3.602448,4.375778,0.755316,1.096843,0.669936,0.653512,1.132995,0.584563
47:50.3,3.46,-12.325444,3.960165157,2.436667,2.969471,3.609016,4.370852,0.755316,1.096843,0.663368,0.653512,1.132995,0.584563
47:51.3,3.48,-12.34575,3.966689475,2.438309,2.971112,3.605732,4.372494,0.755316,1.095201,0.666652,0.673216,1.136279,0.584563
47:52.3,3.49,-11.987308,3.85152206,2.428458,2.963724,3.599164,4.35279,0.755316,1.096843,0.666652,0.650228,1.136279,0.581279
47:53.3,3.51,-10.513366,3.377944496,2.359495,2.907897,3.52035,4.313384,0.70934,1.018028,0.660084,0.597684,1.037758,0.581279
47:54.3,3.53,-9.272059,2.979112557,2.264261,2.819232,3.430042,4.254274,0.633809,0.896521,0.502452,0.545141,0.9261,0.430212
47:55.3,3.54,-8.092112,2.599995586,2.164102,2.722357,3.338093,4.186954,0.548425,0.748743,0.499168,0.502449,0.847283,0.426928
47:56.3,3.56,-7.548708,2.42539988,2.088572,2.65832,3.264205,4.162325,0.486029,0.67978,0.417068,0.436769,0.804591,0.361247
47:57.3,3.58,-7.701003,2.474332264,2.082004,2.65832,3.255995,4.157399,0.489313,0.67978,0.384228,0.440053,0.804591,0.334974
47:58.3,3.59,-9.094604,2.922096265,2.104991,2.669814,3.292118,4.152473,0.489313,0.67978,0.387512,0.446621,0.801307,0.334974
47:59.3,3.61,-10.719515,3.44418017,2.157534,2.707579,3.343019,4.159862,0.489313,0.67978,0.384228,0.436769,0.804591,0.334974
48:00.3,3.63,-11.320524,3.637284361,2.159176,2.722357,3.356154,4.157399,0.489313,0.683064,0.384228,0.443337,0.804591,0.338258
48:01.3,3.64,-11.902773,3.824360965,2.190373,2.748628,3.388994,4.172176,0.495881,0.683064,0.387512,0.440053,0.801307,0.338258
48:02.3,3.66,-11.846711,3.806348244,2.213361,2.758479,3.405413,4.165609,0.489313,0.67978,0.387512,0.426917,0.804591,0.338258
48:03.3,3.68,-13.495239,4.336020291,2.297101,2.853713,3.497363,4.273977,0.489313,0.6962,0.384228,0.410497,0.804591,0.334974
48:04.3,3.69,-13.280041,4.266877173,2.326656,2.875058,3.521992,4.282187,0.489313,0.706052,0.387512,0.390793,0.807875,0.338258
48:05.3,3.71,-14.720213,4.729604437,2.366063,2.916107,3.57946,4.29368,0.495881,0.730681,0.39408,0.403929,0.814443,0.338258
48:06.4,3.73,-14.687105,4.718966837,2.380841,2.912823,3.582744,4.283829,0.492597,0.729039,0.387512,0.410497,0.811159,0.341542
48:07.4,3.75,-14.708515,4.72584587,2.385767,2.922675,3.589312,4.28547,0.492597,0.735607,0.390796,0.402287,0.814443,0.338258
48:08.4,3.76,-15.083291,4.846261398,2.390693,2.925959,3.59588,4.298606,0.489313,0.732323,0.39408,0.403929,0.814443,0.341542
48:09.4,3.78,-15.028995,4.828816094,2.392334,2.925959,3.597522,4.296964,0.492597,0.732323,0.39408,0.410497,0.807875,0.338258
48:10.4,3.80,-15.139794,4.864415812,2.398902,2.930885,3.602448,4.28547,0.489313,0.735607,0.390796,0.410497,0.814443,0.338258
48:11.4,3.81,-15.139794,4.864415812,2.403828,2.937453,3.605732,4.306816,0.495881,0.735607,0.390796,0.397361,0.811159,0.341542
48:12.4,3.83,-17.439434,5.603290144,2.535185,3.062241,3.74694,4.42832,0.541857,0.798003,0.486032,0.400645,0.821011,0.403939
48:13.4,3.85,-17.371674,5.581518856,2.536827,3.063883,3.750224,4.433246,0.545141,0.794719,0.4926,0.417065,0.821011,0.403939
48:14.4,3.86,-17.358873,5.577405895,2.540111,3.068809,3.758434,4.448844,0.545141,0.801287,0.489316,0.400645,0.821011,0.403939
48:15.4,3.88,-18.493353,5.941914319,2.599222,3.114784,3.829038,4.483325,0.538573,0.811138,0.55828,0.400645,0.817727,0.446632
48:16.4,3.90,-20.013866,6.430455146,2.633703,3.154191,3.875013,4.498924,0.541857,0.834126,0.653516,0.410497,0.827579,0.509029
48:17.4,3.91,-20.039469,6.43868139,2.655049,3.167326,3.901284,4.516985,0.541857,0.834126,0.653516,0.410497,0.824295,0.509029
48:18.4,3.93,-20.135038,6.469387709,2.674752,3.185388,3.925093,4.544077,0.558277,0.834126,0.663368,0.420349,0.821011,0.515598
48:19.4,3.95,-21.791292,7.00154212,2.737147,3.241214,3.999802,4.604008,0.673216,0.840694,0.77174,0.528721,0.817727,0.650244
48:20.4,3.96,-22.596685,7.260314891,2.774912,3.280621,4.042493,4.633563,0.6765,0.840694,0.781592,0.541857,0.821011,0.650244
48:21.4,3.98,-23.300549,7.486466394,2.806109,3.316744,4.086825,4.689389,0.689636,0.843978,0.817716,0.558276,0.817727,0.676517
48:22.4,4.00,-25.258078,8.115420461,2.860294,3.375034,4.163998,4.759993,0.729044,0.847262,0.932657,0.574696,0.817727,0.814447
48:23.4,4.01,-26.273813,8.441776117,2.909553,3.410336,4.209972,4.779696,0.748748,0.847262,1.001621,0.607536,0.821011,0.880129
48:24.4,4.03,-27.101719,8.707782315,2.934182,3.431681,4.23296,4.815819,0.748748,0.860398,1.034461,0.633808,0.827579,0.922821
48:25.4,4.05,-27.962292,8.98428442,2.962095,3.482582,4.278935,4.873287,0.788156,0.981904,1.113277,0.679784,0.883408,1.021343
48:26.4,4.06,-28.737667,9.233412407,2.980157,3.487508,4.310132,4.866719,0.778304,0.981904,1.113277,0.6765,0.886692,1.024627
48:27.4,4.08,-29.301155,9.414461102,3.017922,3.525272,4.354465,4.899559,0.804576,0.998324,1.198661,0.738895,0.932669,1.126433
48:28.4,4.10,-31.263981,10.0451171,3.062255,3.571247,4.40044,4.952101,0.834132,1.02788,1.297181,0.824279,1.004918,1.182262
48:29.4,4.11,-31.48514,10.11617548,3.085243,3.584383,4.413575,4.970162,0.8407,1.02788,1.293897,0.837415,1.004918,1.182262
48:30.4,4.13,-31.478077,10.11390614,3.086885,3.592593,4.423427,4.97673,0.843984,1.031164,1.297181,0.824279,1.004918,1.182262
48:31.4,4.15,-32.342178,10.39154179,3.111514,3.61558,4.456266,4.993149,0.847268,1.041016,1.313601,0.840699,1.027906,1.205251
48:32.4,4.16,-33.691856,10.82519333,3.147637,3.659913,4.49239,5.02763,0.873539,1.172374,1.385849,0.876822,1.182256,1.300489
48:33.4,4.18,-34.925659,11.22161424,3.164057,3.69111,4.534259,5.055543,0.939219,1.182226,1.441677,0.947428,1.182256,1.369454
48:34.4,4.20,-34.925659,11.22161424,3.170625,3.689468,4.531796,5.042408,0.932651,1.178942,1.441677,0.945786,1.18554,1.369454
48:35.4,4.21,-34.785507,11.1765834,3.177193,3.694394,4.533438,5.052259,0.935935,1.175658,1.441677,0.945786,1.182256,1.369454
48:36.5,4.23,-34.704063,11.15041544,3.170625,3.696036,4.540006,5.058827,0.935935,1.178942,1.444961,0.955638,1.182256,1.372738
48:37.5,4.25,-38.340137,12.31868602,3.247797,3.78306,4.61061,5.150776,1.021319,1.40882,1.58289,1.008182,1.43677,1.507385
48:38.5,4.26,-37.14209,11.93375352,3.247797,3.781418,4.607327,5.135999,1.024603,1.412104,1.576322,1.011466,1.441696,1.513953
48:39.5,4.28,-37.845291,12.159692,3.249439,3.792911,4.633598,5.13764,1.021319,1.40882,1.576322,1.01475,1.441696,1.510669
48:40.5,4.30,-38.105076,12.24316092,3.272427,3.812615,4.663153,5.149134,1.027887,1.412104,1.592742,1.018034,1.441696,1.523805
48:41.5,4.31,-40.517502,13.01827339,3.318402,3.875009,4.717338,5.186899,1.073862,1.415388,1.707682,1.067293,1.44498,1.661736
48:42.5,4.33,-40.552593,13.02954813,3.362735,3.942329,4.781374,5.241083,1.116554,1.612425,1.770078,1.119837,1.642023,1.750406
48:43.5,4.35,-43.506878,13.9787599,3.413635,3.996514,4.833917,5.268996,1.149394,1.655117,1.842326,1.165813,1.674863,1.812803
48:44.5,4.36,-45.38517,14.58225512,3.435802,4.042489,4.881534,5.310866,1.169098,1.661685,1.898154,1.205221,1.674863,1.855496
48:45.5,4.38,-45.836315,14.72720801,3.443191,4.044131,4.88646,5.305119,1.169098,1.664969,1.901438,1.201937,1.678147,1.85878
48:46.5,4.40,-47.193939,15.1634126,3.466178,4.072044,4.912731,5.324822,1.169098,1.674821,1.940846,1.221641,1.678147,1.911325
48:47.5,4.41,-46.815189,15.04172023,3.464536,4.072044,4.914373,5.318254,1.172382,1.678105,1.94413,1.205221,1.674863,1.911325
48:48.5,4.43,-46.598888,14.97222271,3.471104,4.072044,4.911089,5.324822,1.16253,1.681389,1.940846,1.198653,1.678147,1.914609
48:49.5,4.45,-46.802387,15.03760694,3.471104,4.072044,4.917657,5.32236,1.169098,1.678105,1.94413,1.208505,1.681431,1.911325
48:50.5,4.46,-47.730942,15.33595166,3.480956,4.09339,4.95378,5.329748,1.169098,1.681389,1.940846,1.205221,1.681431,1.914609
48:51.5,4.48,-48.12249,15.46175604,3.482598,4.106525,4.948854,5.344526,1.16253,1.681389,1.94413,1.205221,1.681431,1.917893
48:52.5,4.50,-48.585335,15.61046814,3.497375,4.121303,4.96199,5.360945,1.21179,1.681389,1.970402,1.247912,1.681431,1.977006
48:53.5,4.51,-48.657726,15.63372736,3.508048,4.139364,4.980052,5.397068,1.257766,1.888278,1.99339,1.284036,1.886685,1.996711
48:54.5,4.53,-50.33186,16.17162662,3.558128,4.185339,5.032594,5.479166,1.270902,1.917834,2.085343,1.326728,1.911315,2.026268
48:55.5,4.55,-50.876587,16.3466474,3.65993,4.191907,5.044909,5.478344,1.27747,1.921118,2.082059,1.323444,1.914599,2.029552
48:56.5,4.56,-51.34296,16.49649305,3.673066,4.201758,5.058866,5.502153,1.280753,1.917834,2.082059,1.333296,1.908031,2.029552
48:57.5,4.58,-51.81176,16.64711849,3.682918,4.218178,5.076927,5.528424,1.270902,1.911266,2.085343,1.339864,1.914599,2.029552
48:58.5,4.60,-52.22472,16.77980254,3.689485,4.224746,5.083495,5.537455,1.274186,1.917834,2.085343,1.326728,1.911315,2.029552
48:59.5,4.61,-52.264008,16.79242577,3.687843,4.226388,5.081853,5.532529,1.274186,1.917834,2.082059,1.323444,1.911315,2.029552
49:00.5,4.63,-52.979126,17.02219318,3.716578,4.254301,5.112229,5.553053,1.27747,1.921118,2.137887,1.339864,1.911315,2.121505
49:01.5,4.65,-53.76046,17.2732358,3.715757,4.262511,5.126186,5.551411,1.274186,1.921118,2.151023,1.330012,1.911315,2.124789
49:02.5,4.66,-54.183132,17.40904031,3.738744,4.277288,5.142606,5.559621,1.280753,1.999933,2.160875,1.330012,2.003268,2.128073
49:03.5,4.68,-56.868362,18.27180471,3.788003,4.336399,5.336357,5.608879,1.474509,2.0886,2.259395,1.507347,2.128062,2.200323
49:04.5,4.70,-57.030811,18.32399957,3.807707,4.352818,5.339641,5.633509,1.464657,2.0886,2.262679,1.520483,2.11821,2.200323
49:05.5,4.71,-56.896393,18.28081107,3.811812,4.36267,5.349493,5.622015,1.464657,2.095168,2.262679,1.513915,2.123136,2.200323
49:06.5,4.73,-57.33231,18.4208712,3.825768,4.410287,5.356061,5.636792,1.467941,2.101736,2.292235,1.510631,2.124778,2.206891
49:07.5,4.75,-58.619305,18.8343827,3.863534,4.45462,5.398752,5.679483,1.474509,2.338182,2.334927,1.520483,2.351378,2.305413
49:08.5,4.76,-60.554981,19.4563154,3.893089,4.528508,5.443085,5.727099,1.474509,2.351318,2.371051,1.520483,2.351378,2.325118
49:09.5,4.78,-60.475082,19.43064385,3.917718,4.551496,5.457862,5.759938,1.477793,2.354602,2.384187,1.513915,2.351378,2.328402
49:10.6,4.80,-60.340889,19.38752764,3.925928,4.558064,5.458683,5.76158,1.471225,2.364454,2.387471,1.513915,2.354662,2.331686
49:11.6,4.82,-62.340797,20.03009808,3.986681,4.645087,5.521899,5.827258,1.474509,2.395651,2.469572,1.510631,2.403923,2.387515
49:12.6,4.83,-62.340797,20.03009808,3.994891,4.664791,5.536676,5.84614,1.477793,2.390725,2.472856,1.523767,2.403923,2.384231
49:13.6,4.85,-63.258091,20.32482464,4.015415,4.709124,5.55638,5.851067,1.477793,2.395651,2.472856,1.510631,2.403923,2.387515
49:14.6,4.87,-63.529133,20.41191043,4.013773,4.714049,5.569516,5.840394,1.477793,2.390725,2.469572,1.507347,2.403923,2.384231
49:15.6,4.88,-63.52935,20.41198016,4.050718,4.784654,5.599071,5.863381,1.497497,2.390725,2.482708,1.527051,2.407207,2.387515
49:16.6,4.90,-65.329956,20.99051486,4.098335,4.851974,5.654898,5.906072,1.507349,2.394009,2.502412,1.533619,2.407207,2.400651
49:17.6,4.92,-66.40065,21.33452885,4.122964,4.883992,5.702515,5.906072,1.510633,2.390725,2.512264,1.540187,2.410491,2.410504
49:18.6,4.93,-65.983276,21.20042658,4.131174,4.886455,5.705799,5.89622,1.504065,2.390725,2.50898,1.540187,2.412133,2.410504
49:19.6,4.95,-66.181915,21.26424929,4.135279,4.891381,5.709082,5.920849,1.510633,2.394009,2.515548,1.540187,2.413775,2.410504
49:20.6,4.97,-66.155876,21.25588296,4.141026,4.894665,5.720576,5.922491,1.507349,2.390725,2.515548,1.533619,2.403923,2.410504
49:21.6,4.98,-66.099152,21.23765754,4.142668,4.894665,5.717292,5.909356,1.504065,2.390725,2.512264,1.536903,2.410491,2.410504
49:22.6,5.00,-66.132698,21.24843587,4.15252,4.897949,5.72386,5.919207,1.504065,2.394009,2.515548,1.540187,2.407207,2.410504
49:23.6,5.02,-66.032051,21.21609799,4.147593,4.897949,5.725502,5.96354,1.510633,2.394009,2.515548,1.533619,2.403923,2.410504
49:24.6,5.03,-66.190529,21.26701697,4.155804,4.904516,5.728786,5.979959,1.510633,2.394009,2.512264,1.533619,2.403923,2.410504
49:25.6,5.05,-66.184563,21.26510009,4.178791,4.934072,5.759983,6.00623,1.507349,2.394009,2.512264,1.540187,2.410491,2.410504
49:26.6,5.07,-67.57,21.710241,4.193569,4.955417,5.794465,6.027576,1.507349,2.394009,2.515548,1.536903,2.407207,2.410504
49:27.6,5.08,-67.380844,21.64946518,4.201778,4.965269,5.817452,6.042353,1.497497,2.390725,2.518832,1.536903,2.407207,2.410504
49:28.6,5.10,-67.871719,21.80718331,4.21984,4.980047,5.838798,6.053847,1.510633,2.394009,2.518832,1.543471,2.413775,2.410504
49:29.6,5.12,-68.443375,21.99085639,4.22805,4.99154,5.853575,6.053847,1.504065,2.394009,2.515548,1.540187,2.413775,2.410504
49:30.6,5.13,-68.394157,21.97504264,4.234618,4.996466,5.861785,6.057131,1.510633,2.392367,2.522116,1.543471,2.410491,2.410504
49:31.6,5.15,-68.367004,21.96631839,4.242827,5.00796,5.866711,6.061236,1.504065,2.390725,2.515548,1.546755,2.410491,2.410504
49:32.6,5.17,-68.367004,21.96631839,4.259247,5.032589,5.886414,6.076834,1.538546,2.390725,2.520474,1.573027,2.417059,2.417072
49:33.6,5.18,-70.129868,22.53272659,4.30358,5.099089,5.93321,6.114599,1.622288,2.395651,2.5254,1.704386,2.413775,2.436776
49:34.6,5.20,-70.262512,22.57534511,4.306043,5.109761,5.937315,6.134303,1.622288,2.394009,2.528684,1.701102,2.413775,2.433492
49:35.6,5.22,-70.138916,22.53563371,4.326568,5.113045,5.947167,6.129376,1.625572,2.390725,2.5254,1.701102,2.423627,2.433492
49:36.6,5.23,-70.464912,22.64037623,4.352839,5.129465,5.96687,6.14087,1.622288,2.390725,2.5254,1.710954,2.420343,2.435134
49:37.6,5.25,-71.651482,23.02162117,4.379111,5.198427,6.011203,6.193412,1.619004,2.453121,2.538536,1.70767,2.495876,2.453197
49:38.7,5.27,-71.651482,23.02162117,4.41195,5.223056,6.053073,6.222968,1.61572,2.449837,2.551672,1.704386,2.495876,2.456481
49:39.7,5.28,-72.82061,23.39726199,4.449715,5.267389,6.09166,6.222968,1.619004,2.453121,2.577944,1.701102,2.502444,2.466333
49:40.7,5.30,-73.264915,23.54001719,4.489122,5.311722,6.132709,6.268121,1.619004,2.449837,2.577944,1.704386,2.505728,2.466333
49:41.7,5.32,-74.008064,23.77879096,4.5039,5.344562,6.157338,6.311633,1.61572,2.453121,2.581228,1.697818,2.495876,2.466333
49:42.7,5.33,-74.348854,23.88828679,4.533456,5.365907,6.181968,6.328873,1.61572,2.453121,2.584512,1.70767,2.502444,2.466333
49:43.7,5.35,-74.384384,23.89970258,4.536739,5.3774,6.196745,6.337083,1.612436,2.449837,2.581228,1.701102,2.502444,2.466333
49:44.7,5.37,-74.620995,23.97572569,4.559727,5.413524,6.21727,6.346935,1.619004,2.456405,2.584512,1.729016,2.522148,2.472901
49:45.7,5.38,-75.437866,24.23818635,4.589283,5.459498,6.239436,6.378953,1.61572,2.469541,2.600932,1.743794,2.561557,2.479469
49:46.7,5.40,-75.851265,24.37101144,4.638542,5.507115,6.2928,6.407687,1.622288,2.466257,2.627204,1.74051,2.559915,2.515594
49:47.7,5.42,-77.061012,24.75970316,4.666455,5.551448,6.333028,6.420002,1.61572,2.466257,2.64034,1.753646,2.558273,2.525446
49:48.7,5.43,-77.17865,24.79750025,4.691084,5.613843,6.3593,6.456124,1.622288,2.472825,2.64034,1.758572,2.568125,2.52873
49:49.7,5.45,-77.042686,24.75381501,4.715714,5.651608,6.387213,6.465155,1.619004,2.466257,2.64034,1.760214,2.564841,2.53694
49:50.7,5.47,-78.043198,25.07527952,4.741985,5.682805,6.43483,6.484037,1.619004,2.469541,2.64034,1.763498,2.568125,2.541866
49:51.7,5.48,-78.58152,25.24824238,4.781393,5.727138,6.475879,6.534938,1.61572,2.466257,2.650192,1.786486,2.587829,2.551718
49:52.7,5.50,-78.94416,25.36475861,4.799454,5.784606,6.490657,6.556283,1.622288,2.472825,2.653476,1.802905,2.587829,2.555003
49:53.7,5.52,-79.183632,25.44170096,4.832294,5.828939,6.531706,6.57927,1.622288,2.469541,2.653476,1.809473,2.587829,2.561571
49:54.7,5.53,-79.994102,25.70210497,4.856923,5.861779,6.572755,6.615393,1.619004,2.462973,2.653476,1.799621,2.587829,2.568139
49:55.7,5.55,-79.654419,25.59296482,4.889762,5.937309,6.630224,6.633455,1.619004,2.48596,2.663328,1.812757,2.607534,2.581275
49:56.7,5.57,-80.441498,25.84585331,4.936559,6.040752,6.705754,6.694207,1.617362,2.492528,2.663328,1.842313,2.656795,2.594411
49:57.7,5.58,-81.488792,26.18234887,4.950515,6.078517,6.732025,6.704059,1.622288,2.497454,2.666612,1.839029,2.666647,2.594411
49:58.7,5.60,-81.807945,26.28489273,4.978429,6.154048,6.784568,6.716373,1.622288,2.492528,2.663328,1.843955,2.669931,2.594411
49:59.7,5.62,-81.708183,26.2528392,4.989923,6.190171,6.800988,6.725404,1.61572,2.489244,2.663328,1.842313,2.666647,2.594411
50:00.7,5.63,-81.490997,26.18305734,5.011268,6.219726,6.821512,6.751675,1.622288,2.495812,2.666612,1.850523,2.666647,2.594411
50:01.7,5.65,-82.043015,26.36042072,5.025225,6.260775,6.856815,6.763168,1.61572,2.492528,2.663328,1.835745,2.666647,2.594411
50:02.7,5.67,-82.475838,26.49948675,5.062169,6.30675,6.888833,6.790261,1.619004,2.489244,2.660044,1.855449,2.666647,2.594411
50:03.7,5.68,-82.475838,26.49948675,5.063811,6.333022,6.896222,6.782872,1.612436,2.482677,2.663328,1.847239,2.673215,2.592769
50:04.7,5.70,-82.482681,26.50168541,5.070379,6.367503,6.915926,6.796008,1.61572,2.479393,2.660044,1.839029,2.669931,2.594411
50:05.7,5.72,-83.119667,26.70634901,5.090083,6.428255,6.9619,6.812427,1.61572,2.466257,2.658402,1.848881,2.666647,2.594411
50:06.7,5.73,-82.916382,26.64103354,5.08844,6.45781,6.981604,6.828025,1.619004,2.456405,2.660044,1.878437,2.666647,2.597696
50:07.8,5.75,-83.552048,26.84527302,5.119638,6.521847,7.019369,6.873179,1.619004,2.453121,2.643624,1.871869,2.666647,2.597696
50:08.8,5.77,-83.456696,26.81463642,5.131953,6.548119,7.030863,6.853476,1.619004,2.449837,2.630488,1.873511,2.666647,2.597696
50:09.8,5.79,-84.083969,27.01617924,5.163971,6.625291,7.080122,6.895345,1.61572,2.423565,2.614068,1.863659,2.669931,2.597696
50:10.8,5.80,-84.920044,27.28481014,5.180391,6.700821,7.132665,6.942141,1.61572,2.407145,2.604216,1.885005,2.669931,2.594411
50:11.8,5.82,-84.920044,27.28481014,5.209946,6.75829,7.172072,6.961844,1.622288,2.400577,2.594364,1.904709,2.666647,2.594411
50:12.8,5.84,-85.655472,27.52110315,5.267415,6.861733,7.25417,7.003714,1.619004,2.387441,2.59108,1.907993,2.666647,2.594411
50:13.8,5.85,-85.841316,27.58081483,5.301896,6.910992,7.29604,7.02588,1.61572,2.390725,2.59108,1.906351,2.666647,2.594411
50:14.8,5.87,-85.585503,27.49862211,5.301896,6.919202,7.309997,7.039016,1.619004,2.390725,2.59108,1.904709,2.663363,2.594411
50:15.8,5.89,-85.007889,27.31303474,5.306822,6.92577,7.326416,7.027522,1.61572,2.387441,2.594364,1.901425,2.663363,2.591127
50:16.8,5.90,-84.793793,27.24424569,5.319958,6.950399,7.351046,7.058719,1.61572,2.390725,2.587796,1.904709,2.663363,2.594411
50:17.8,5.92,-87.119255,27.99141663,5.357723,7.002942,7.395379,7.104694,1.609152,2.387441,2.587796,1.901425,2.663363,2.594411
50:18.8,5.94,-87.532661,28.12424398,5.423402,7.080114,7.484046,7.167088,1.61572,2.387441,2.59108,1.927697,2.669931,2.594411
50:19.8,5.95,-87.195625,28.01595431,5.451315,7.114595,7.534946,7.186791,1.612436,2.390725,2.594364,1.924413,2.679783,2.594411
50:20.8,5.97,-88.853867,28.54874747,5.515352,7.186842,7.621971,7.25247,1.612436,2.384157,2.587796,1.934265,2.738896,2.591127
50:21.8,5.99,-89.23394,28.67086492,5.536698,7.227891,7.656452,7.30337,1.61572,2.387441,2.59108,1.930981,2.74218,2.594411
50:22.8,6.00,-88.686119,28.49485003,5.553117,7.232817,7.679439,7.30337,1.61572,2.387441,2.59108,1.921129,2.735612,2.594411
50:23.8,6.02,-88.446869,28.41797901,5.576105,7.252521,7.705711,7.295981,1.609152,2.390725,2.59108,1.934265,2.735612,2.591127
50:24.8,6.04,-89.06752,28.61739418,5.602376,7.282076,7.736908,7.343597,1.609152,2.390725,2.587796,1.934265,2.735612,2.591127
50:25.8,6.05,-89.898956,28.88453456,5.64671,7.331335,7.809155,7.388751,1.61572,2.384157,2.59108,1.957253,2.738896,2.594411
50:26.8,6.07,-90.622467,29.11699865,5.687759,7.388803,7.87155,7.428158,1.612436,2.387441,2.587796,1.953969,2.735612,2.591127
