TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom
53:40.6,9.30,-165.850204,53.28767055,10.511883,12.772823,13.800718,12.89094,3.323394,6.062206,6.223201,3.444899,6.269261,6.197045
53:41.6,9.32,-166.292969,53.42993094,10.541438,12.800736,13.823706,12.910644,3.323394,6.141022,6.341426,3.451467,6.321806,6.344829
53:42.6,9.33,-167.294785,53.75181442,10.549648,12.835218,13.858188,12.928705,3.329962,6.3709,6.36113,3.464602,6.548407,6.344829
53:43.6,9.35,-168.103943,54.01179689,10.564425,12.854922,13.872966,12.954976,3.323394,6.374184,6.433379,3.453109,6.551691,6.423647
53:44.6,9.37,-169.103775,54.33304291,10.590697,12.881193,13.897595,12.973038,3.349666,6.407024,6.459651,3.451467,6.551691,6.436783
53:45.6,9.38,-169.142181,54.34538276,10.608759,12.909107,13.928793,12.989457,3.356234,6.42016,6.499059,3.435047,6.554975,6.436783
53:46.6,9.40,-170.279312,54.71074295,10.623537,12.930452,13.945212,13.014087,3.359518,6.439864,6.574592,3.444899,6.554975,6.568147
53:47.6,9.42,-171.086914,54.97022547,10.641599,12.960009,13.97641,13.053493,3.372654,6.544951,6.607432,3.444899,6.648571,6.584568
53:48.6,9.43,-171.63031,55.1448186,10.644883,12.976428,13.996114,13.066629,3.36937,6.669742,6.614,3.441615,6.8177,6.584568
53:49.6,9.45,-172.124054,55.30345855,10.667871,12.99449,14.014176,13.078123,3.444902,6.679594,6.699385,3.530282,6.8177,6.673238
53:50.6,9.47,-172.616699,55.46174539,10.697426,13.009268,14.040447,13.087975,3.776585,6.702582,6.755213,3.838977,6.8177,6.709363
53:51.6,9.48,-172.908707,55.55556756,10.70071,13.025687,14.045374,13.106036,3.776585,6.699298,6.761781,3.822557,6.8177,6.712647
53:52.6,9.50,-173.35675,55.69952378,10.713846,13.042108,14.062614,13.114246,3.779869,6.719002,6.761781,3.829125,6.8177,6.712647
53:53.6,9.52,-174.060394,55.92560459,10.729445,13.065095,14.091349,13.139697,3.776585,6.745274,6.781486,3.824199,6.820984,6.712647
53:54.6,9.53,-175.14743,56.27486926,10.738476,13.086441,14.109411,13.155295,3.776585,6.748558,6.853734,3.835693,6.820984,6.817738
53:55.6,9.55,-175.519119,56.39429293,10.756537,13.109428,14.127473,13.184851,3.811067,6.968585,6.86687,3.829125,7.004892,6.817738
53:56.6,9.57,-176.429352,56.6867508,10.777884,13.125848,14.161954,13.202091,3.835697,6.991572,6.889858,3.835693,7.018028,6.821022
53:57.6,9.58,-177.402481,56.99941715,10.805798,13.157045,14.185763,13.239036,3.832413,7.001424,7.014651,3.832409,7.018028,6.932681
53:58.6,9.60,-177.819855,57.13351941,10.828785,13.180034,14.209572,13.242319,3.829129,7.017844,7.021219,3.832409,7.021313,6.932681
53:59.6,9.61,-179.035995,57.52426519,10.848489,13.201379,14.245695,13.268591,3.852117,7.03098,7.067195,3.838977,7.021313,6.957311
54:00.6,9.63,-179.938293,57.81417354,10.864908,13.226008,14.273609,13.303893,3.868537,7.076956,7.182137,3.825841,7.021313,7.06076
54:01.6,9.65,-180.109344,57.86913223,10.879686,13.26049,14.308091,13.319491,3.881673,7.099944,7.20184,3.845545,7.037733,7.06076
54:02.6,9.67,-181.364334,58.27236051,10.902674,13.283478,14.332721,13.363824,3.901377,7.359378,7.293793,3.838977,7.313595,7.159283
54:03.6,9.68,-181.377792,58.27668457,10.904316,13.291688,14.350782,13.370392,3.914513,7.362662,7.326633,3.825841,7.310311,7.175704
54:04.6,9.70,-182.220932,58.54758545,10.930588,13.306466,14.370486,13.380244,3.914513,7.365946,7.336486,3.829125,7.310311,7.175704
54:05.6,9.72,-182.83165,58.74380915,10.94044,13.336021,14.40661,13.415546,3.927649,7.398786,7.366042,3.845545,7.310311,7.175704
54:06.6,9.73,-183.825317,59.06307435,10.953575,13.363935,14.432881,13.427861,3.927649,7.398786,7.487551,3.845545,7.316879,7.303783
54:07.6,9.75,-184.702225,59.34482489,10.978206,13.386923,14.462438,13.45249,3.937501,7.431626,7.510539,3.830767,7.313595,7.303783
54:08.6,9.77,-185.065735,59.46162066,10.992983,13.400059,14.482141,13.470551,3.950637,7.441478,7.530243,3.838977,7.310311,7.303783
54:09.6,9.78,-185.608917,59.63614503,11.006119,13.416478,14.498561,13.488613,3.960489,7.628664,7.553231,3.829125,7.536912,7.310351
54:10.6,9.80,-186.184113,59.82095551,11.02418,13.44275,14.529758,13.514885,3.970341,7.727184,7.6419,3.832409,7.599309,7.428578
54:11.6,9.82,-187.511047,60.2472994,11.056199,13.470663,14.559315,13.554292,3.973625,7.769876,7.661604,3.832409,7.599309,7.428578
54:12.6,9.83,-187.975662,60.3965802,11.071798,13.485441,14.569166,13.561681,3.983477,7.779728,7.671456,3.835693,7.599309,7.428578
54:13.6,9.85,-188.195709,60.4672813,11.076724,13.501862,14.595438,13.580564,3.983477,7.83884,7.82909,3.832409,7.596025,7.569794
54:14.7,9.87,-189.039078,60.73825576,11.083292,13.526491,14.620068,13.605192,3.986761,7.845407,7.842226,3.845545,7.596025,7.569794
54:15.7,9.88,-189.867859,61.0045431,11.111206,13.544553,14.644697,13.629822,4.009749,7.858543,7.84551,3.832409,7.599309,7.573078
54:16.7,9.90,-190.723129,61.27934135,11.135836,13.56754,14.67179,13.657735,4.032737,7.868395,7.907907,3.838977,7.599309,7.645329
54:17.7,9.92,-191.50293,61.52989141,11.150614,13.57575,14.702168,13.68729,4.049157,8.088423,7.973587,3.832409,7.835763,7.707726
54:18.7,9.93,-191.582596,61.55548809,11.167033,13.590528,14.718587,13.693858,4.049157,8.101559,7.980155,3.829125,7.835763,7.707726
54:19.7,9.95,-191.563614,61.54938918,11.167033,13.598738,14.72187,13.706994,4.065577,8.104842,7.993291,3.832409,7.829195,7.71101
54:20.7,9.97,-192.071716,61.71264235,11.183454,13.621726,14.743217,13.710278,4.065577,8.14425,8.009711,3.832409,7.835763,7.71101
54:21.7,9.98,-193.192719,62.07282061,11.199873,13.651281,14.766205,13.73737,4.072145,8.17709,8.101665,3.848829,7.837405,7.888351
54:22.7,10.00,-193.566391,62.19288143,11.219577,13.662775,14.784266,13.766105,4.072145,8.196794,8.167345,3.825841,7.835763,7.917908
54:23.7,10.02,-193.846268,62.28280591,11.224503,13.672626,14.798223,13.756253,4.078713,8.196794,8.170629,3.829125,7.835763,7.917908
54:24.7,10.03,-194.867523,62.61093514,11.245849,13.702183,14.82039,13.784166,4.098417,8.329795,8.180481,3.838977,8.029523,7.921192
54:25.7,10.05,-195.463013,62.80226608,11.262268,13.721887,14.849946,13.805511,4.124689,8.367561,8.246161,3.894805,8.065648,7.954033
54:26.7,10.07,-196.052109,62.99154262,11.27212,13.744874,14.868008,13.839993,4.689536,8.426673,8.272433,4.423528,8.068932,7.954033
54:27.7,10.08,-197.032959,63.30668973,11.298392,13.762936,14.881144,13.848203,4.689536,8.433241,8.374239,4.430096,8.065648,7.970454
54:28.7,10.10,-197.439087,63.43717865,11.32138,13.784282,14.905773,13.869548,4.689536,8.620428,8.449771,4.443232,8.311954,7.977022
54:29.7,10.12,-198.3396,63.72651348,11.332873,13.810554,14.935328,13.899103,4.686252,8.669687,8.508883,4.439948,8.34151,7.980306
54:30.7,10.13,-199.421555,64.07414562,11.352577,13.838467,14.973095,13.925375,4.715808,8.702527,8.567996,4.436664,8.344794,7.986874
54:31.7,10.15,-200.409912,64.39170473,11.37064,13.84996,14.982946,13.938511,4.715808,8.702527,8.577848,4.436664,8.34151,7.986874
54:32.7,10.17,-200.183029,64.31880722,11.383776,13.858171,15.004292,13.950005,4.72566,8.705812,8.643529,4.43338,8.344794,7.990158
54:33.7,10.18,-200.506149,64.42262567,11.388701,13.871306,15.017428,13.958214,4.732228,8.945542,8.69279,4.436664,8.577964,7.986874
54:34.7,10.20,-201.306473,64.67976977,11.402658,13.892653,15.032207,13.97956,4.732228,8.963604,8.715777,4.436664,8.581247,7.990158
54:35.7,10.22,-201.596924,64.77309168,11.419899,13.912356,15.050268,14.002547,4.728944,8.978382,8.797878,4.439948,8.581247,7.990158
54:36.7,10.23,-202.38179,65.02526913,11.450275,13.941912,15.088034,14.017324,4.755216,8.998086,8.853707,4.443232,8.584532,7.990158
54:37.7,10.25,-203.41011,65.35566834,11.472443,13.966541,15.122516,14.037028,4.768352,9.201694,8.994921,4.454726,8.781576,7.990158
54:38.7,10.27,-204.441956,65.68720046,11.487221,13.981319,15.132367,14.0633,4.768352,9.244386,9.014625,4.44159,8.811133,7.993442
54:39.7,10.28,-205.11824,65.90449051,11.506924,14.001023,15.152892,14.095318,4.788056,9.257522,9.126282,4.446516,8.814417,7.990158
54:40.7,10.30,-205.224625,65.93867201,11.523344,14.019085,15.176701,14.099422,4.794624,9.280509,9.185394,4.4498,8.814417,7.990158
54:41.7,10.32,-205.959167,66.17468036,11.524986,14.037147,15.203794,14.105169,4.809402,9.280509,9.205098,4.453084,8.814417,7.990158
54:42.7,10.33,-206.82283,66.45217528,11.531554,14.051925,15.211183,14.128978,4.804476,9.457845,9.290483,4.443232,9.00161,7.990158
54:43.7,10.35,-207.568405,66.69172853,11.54469,14.074912,15.237454,14.150324,4.804476,9.549796,9.32004,4.443232,9.060723,7.990158
54:44.7,10.37,-207.871002,66.78895294,11.551258,14.084764,15.248948,14.158533,4.834032,9.572784,9.431697,4.443232,9.067291,7.990158
54:45.7,10.38,-208.006744,66.83256685,11.557826,14.08969,15.261263,14.158533,4.82418,9.579352,9.446475,4.4498,9.070576,7.990158
54:46.7,10.40,-207.73703,66.74590774,11.554542,14.092974,15.260442,14.171669,4.827464,9.579352,9.454685,4.439948,9.067291,7.990158
54:47.7,10.42,-207.526688,66.67832485,11.559467,14.096258,15.26701,14.158533,4.830748,9.579352,9.454685,4.446516,9.064007,7.990158
54:48.7,10.43,-207.380569,66.63137682,11.559467,14.096258,15.268652,14.160175,4.827464,9.582636,9.451401,4.446516,9.070576,7.993442
54:49.7,10.45,-207.531326,66.67981504,11.557826,14.097899,15.258801,14.156892,4.8406,9.582636,9.454685,4.456367,9.067291,7.990158
54:50.7,10.47,-207.427582,66.6464821,11.562752,14.096258,15.26701,14.167564,5.366039,9.582636,9.454685,4.978522,9.064007,7.993442
54:51.7,10.48,-207.350327,66.62166007,11.562752,14.107752,15.278504,14.169207,5.366039,9.579352,9.461253,4.971954,9.064007,7.993442
54:52.7,10.50,-208.030807,66.84029829,11.572603,14.112678,15.28343,14.176595,5.366039,9.582636,9.464538,4.978522,9.064007,7.993442
54:53.7,10.52,-207.832596,66.77661309,11.566035,14.112678,15.29164,14.176595,5.362755,9.784601,9.480957,4.980165,9.257768,7.990158
54:54.7,10.53,-207.709213,66.73697014,11.567677,14.11432,15.28343,14.171669,5.366039,9.796095,9.480957,4.978522,9.264336,7.993442
54:55.7,10.55,-207.578995,66.69513109,11.566035,14.11432,15.29246,14.168386,5.366039,9.796095,9.480957,4.971954,9.264336,7.993442
54:56.7,10.57,-207.780502,66.75987529,11.574245,14.115961,15.301492,14.171669,5.369323,9.792811,9.484241,4.96867,9.261052,7.993442
54:57.7,10.58,-208.28595,66.92227574,11.580813,14.120888,15.303134,14.165101,5.366039,9.796095,9.484241,4.975238,9.264336,7.993442
54:58.7,10.60,-208.608856,67.02602543,11.579171,14.125813,15.307239,14.193015,5.372607,9.792811,9.520366,4.9933,9.264336,7.993442
54:59.7,10.62,-208.796249,67.0862348,11.592307,14.125813,15.314628,14.179879,5.375891,9.796095,9.599183,4.965386,9.264336,7.993442
55:00.7,10.63,-208.796249,67.0862348,11.593949,14.129097,15.319553,14.191373,5.372607,9.792811,9.599183,4.981806,9.264336,7.990158
55:01.7,10.65,-209.576691,67.33699082,11.603801,14.157011,15.332689,14.204509,5.366039,9.802664,9.612319,4.975238,9.261052,7.990158
55:02.8,10.67,-209.465454,67.30125037,11.605443,14.157011,15.334332,14.211077,5.369323,9.828936,9.625455,4.975238,9.264336,7.990158
55:03.8,10.69,-209.315155,67.2529593,11.608727,14.160295,15.345825,14.212718,5.372607,9.832219,9.625455,4.978522,9.264336,7.990158
55:04.8,10.70,-209.211197,67.2195576,11.615295,14.163579,15.339257,14.21436,5.372607,9.832219,9.622171,4.981806,9.264336,7.990158
55:05.8,10.72,-210.026733,67.48158931,11.615295,14.170147,15.34911,14.227496,5.375891,9.832219,9.628739,4.981806,9.264336,7.990158
55:06.8,10.74,-210.226044,67.54562794,11.621863,14.178357,15.360603,14.237348,5.369323,9.832219,9.632023,4.973597,9.264336,7.990158
55:07.8,10.75,-210.107956,67.50768626,11.623505,14.178357,15.358961,14.244737,5.372607,9.832219,9.638591,4.965386,9.264336,7.990158
55:08.8,10.77,-210.408356,67.60420478,11.618579,14.181641,15.368814,14.227496,5.375891,9.832219,9.717408,4.96867,9.26762,7.990158
55:09.8,10.79,-210.480087,67.62725195,11.630073,14.194777,15.380307,14.243916,5.369323,9.835504,9.730544,4.975238,9.261052,7.990158
55:10.8,10.80,-212.230148,68.18954655,11.664555,14.221048,15.408221,14.283322,5.389028,10.099864,9.776521,4.96867,9.53363,7.993442
55:11.8,10.82,-212.956299,68.42285887,11.682616,14.24732,15.434493,14.293995,5.425151,10.206594,9.783089,4.975238,9.596028,7.990158
55:12.8,10.84,-213.99852,68.75772448,11.697394,14.270308,15.461585,14.321088,5.430078,10.239434,9.809361,4.971954,9.602596,7.993442
55:13.8,10.85,-215.019333,69.08571169,11.71053,14.293296,15.488678,14.332582,5.431719,10.259138,9.829065,4.981806,9.612449,7.993442
55:14.8,10.87,-215.692963,69.30214901,11.728592,14.312999,15.501814,14.357211,5.444855,10.28541,9.842201,4.971954,9.628869,7.993442
55:15.8,10.89,-216.461929,69.54921779,11.74337,14.332703,15.526444,14.373631,5.441571,10.515289,9.852054,4.96867,9.865323,7.993442
55:16.8,10.90,-216.894089,69.6880708,11.763074,14.347481,15.54779,14.38102,5.46456,10.541561,9.858622,4.975238,9.863681,7.9918
55:17.8,10.92,-217.367096,69.84004794,11.777852,14.357332,15.559284,14.400723,5.46456,10.554697,9.86519,4.96867,9.862039,7.993442
55:18.8,10.94,-218.193222,70.10548223,11.795914,14.383604,15.576525,14.417964,5.477695,10.626945,9.888178,4.975238,9.917869,7.993442
55:19.8,10.95,-218.968826,70.35468379,11.810691,14.414802,15.618395,14.431099,5.477695,10.778008,9.93087,4.971954,10.065652,7.993442
55:20.8,10.97,-219.493469,70.52325159,11.833679,14.432864,15.639741,14.451624,5.480979,10.883097,9.957143,4.971954,10.12805,7.993442
55:21.8,10.99,-220.357788,70.80095728,11.851741,14.457494,15.662729,14.475432,5.497399,10.971765,9.960426,4.978522,10.262697,7.993442
55:22.8,11.00,-221.180176,71.06519055,11.869802,14.490334,15.69721,14.508271,5.566363,11.086704,9.986699,5.077042,10.357936,7.993442
55:23.8,11.02,-222.170532,71.38339193,11.889506,14.498543,15.708705,14.516481,6.108223,11.119544,9.993267,5.553222,10.37764,7.990158
55:24.8,11.04,-222.143829,71.37481226,11.897717,14.511679,15.728409,14.519765,6.108223,11.126112,9.999835,5.553222,10.37764,7.990158
55:25.8,11.05,-222.656555,71.53955112,11.904284,14.52974,15.751396,14.536185,6.108223,11.126112,10.019539,5.55979,10.374356,7.993442
55:26.8,11.07,-222.916336,71.62301876,11.905927,14.541235,15.764532,14.554247,6.101655,11.355991,10.022823,5.572926,10.597673,7.990158
55:27.8,11.09,-223.351364,71.76279325,11.932199,14.556012,15.77931,14.570666,6.108223,11.454512,10.045812,5.55979,10.656787,7.990158
55:28.8,11.10,-223.958771,71.95795312,11.951902,14.580642,15.805582,14.57395,6.127927,11.470931,10.075368,5.55979,10.663356,7.990158
55:29.8,11.12,-224.643875,72.17807704,11.971606,14.601988,15.835137,14.57395,6.147632,11.530044,10.098356,5.553222,10.732321,7.993442
55:30.8,11.14,-225.770187,72.53996108,11.99131,14.621692,15.856483,14.63306,6.1542,11.707379,10.137765,5.55979,10.811139,7.990158
55:31.8,11.15,-226.653931,72.82390803,12.014297,14.647142,15.88604,14.637166,6.170619,11.766491,10.150901,5.54337,10.962208,7.993442
55:32.8,11.17,-227.081467,72.96127535,12.027433,14.667667,15.913953,14.656048,6.183755,11.861727,10.164037,5.553222,11.004901,7.993442
55:33.8,11.19,-227.684235,73.15494471,12.038106,14.682445,15.917237,14.669184,6.196891,11.943827,10.170605,5.553222,11.027889,7.993442
55:34.8,11.20,-227.309021,73.03438845,12.037286,14.685729,15.91888,14.671647,6.193607,11.956963,10.173889,5.55979,11.027889,7.990158
55:35.8,11.22,-227.217651,73.00503127,12.043854,14.689013,15.923805,14.674109,6.206743,11.986519,10.180457,5.55979,11.034457,7.993442
55:36.8,11.24,-227.00267,72.93595787,12.038927,14.689013,15.923805,14.659332,6.213312,11.986519,10.177173,5.556506,11.037742,7.993442
55:37.8,11.25,-227.86853,73.21415869,12.070126,14.708716,15.950077,14.688888,6.213312,11.986519,10.216581,5.556506,11.032815,7.993442
55:38.8,11.27,-228.566666,73.43846979,12.072588,14.720211,15.96896,14.692992,6.213312,12.039062,10.219866,5.553222,11.073866,7.990158
55:39.8,11.29,-228.384354,73.37989294,12.109532,14.72842,15.977991,14.711875,6.5647,12.19341,10.233002,5.980141,11.23807,7.990158
55:40.8,11.30,-229.518387,73.74425774,12.122668,14.744841,15.999336,14.720905,6.569626,12.19341,10.249422,6.031043,11.23807,7.990158
55:41.8,11.32,-229.785461,73.83006862,12.139089,14.76947,16.030535,14.73322,6.569626,12.357611,10.262558,6.026117,11.412127,7.993442
55:42.8,11.34,-231.566849,74.40242858,12.170286,14.812161,16.089645,14.775911,6.58112,12.475834,10.282262,6.039253,11.481093,7.990158
55:43.8,11.35,-232.895782,74.82941476,12.194916,14.867989,16.124128,14.808751,6.61396,12.722134,10.295399,6.032685,11.733969,7.990158
55:44.9,11.37,-234.485382,75.34015324,12.237608,14.91889,16.168461,14.831738,6.617244,12.797666,10.328238,6.026117,11.789798,7.990158
55:45.9,11.39,-236.022675,75.83408548,12.278657,14.96815,16.21608,14.86622,6.643516,12.984854,10.3775,6.032685,11.940866,7.993442
55:46.9,11.40,-237.315186,76.24936926,12.306571,15.009199,16.259592,14.894133,6.673072,13.214734,10.425117,6.029401,12.293906,7.993442
55:47.9,11.42,-238.796844,76.72542598,12.354189,15.056817,16.311314,14.931077,7.257625,13.439688,10.456316,6.630373,12.338242,7.993442
55:48.9,11.44,-239.990707,77.10901416,12.391954,15.097867,16.372068,14.965558,7.313453,13.641654,10.479304,6.719041,12.367798,7.993442
55:49.9,11.45,-241.591339,77.62329722,12.431362,15.140558,16.421328,15.008249,7.343009,13.855114,10.508861,6.722325,12.374366,7.993442
55:50.9,11.47,-243.226837,78.14878273,12.459276,15.186534,16.477156,15.040268,7.369281,14.009462,10.56469,6.719041,12.37765,7.993442
55:51.9,11.49,-244.031128,78.40720143,12.500326,15.240719,16.541193,15.078032,7.392269,14.199935,10.600814,6.705905,12.37765,7.990158
55:52.9,11.50,-245.616089,78.9164494,12.539733,15.304756,16.590452,15.093632,7.418541,14.288603,10.666494,6.709189,12.37765,7.993442
55:53.9,11.52,-246.745056,79.27918649,12.577499,15.344985,16.631502,15.104304,7.454665,14.350999,10.728891,6.719041,12.380935,7.990158
55:54.9,11.54,-247.835388,79.62951016,12.597203,15.378646,16.67091,15.138785,7.487505,14.377271,10.778152,6.719041,12.380935,7.993442
55:55.9,11.55,-248.471497,79.83389199,12.631684,15.421337,16.705393,15.156026,7.500641,14.456087,10.810992,6.712473,12.384218,7.993442
55:56.9,11.57,-249.875473,80.28498947,12.664524,15.462387,16.754652,15.191328,8.196851,14.505347,10.88981,7.382409,12.380935,7.990158
55:57.9,11.59,-250.973755,80.63786748,12.687512,15.49851,16.777639,15.215958,8.203419,14.528336,10.958775,7.425101,12.380935,7.990158
55:58.9,11.60,-250.887451,80.61013801,12.692438,15.514931,16.797344,15.229094,8.21327,14.548039,10.978478,7.421817,12.380935,7.990158
55:59.9,11.62,-251.106186,80.68041756,12.713784,15.544486,16.823616,15.243051,8.239542,14.590732,11.008035,7.405397,12.37765,7.993442
56:00.9,11.64,-252.299149,81.06371657,12.748266,15.583894,16.866306,15.278353,8.255962,14.659696,11.073715,7.418533,12.380935,7.993442
56:01.9,11.65,-253.844604,81.56027127,12.777822,15.611808,16.907356,15.29313,8.269098,14.705671,11.096704,7.423459,12.380935,7.990158
56:02.9,11.67,-254.199951,81.67444426,12.807378,15.644648,16.925419,15.31776,8.288802,14.731943,11.12626,7.418533,12.380935,7.990158
56:03.9,11.69,-256.092163,82.28241197,12.83365,15.682413,16.968111,15.347315,8.321643,14.787771,11.182089,7.408681,12.37765,7.990158
56:04.9,11.70,-256.987823,82.57018753,12.864026,15.718536,17.007519,15.370302,8.361051,14.837031,11.234633,7.418533,12.37765,7.993442
56:05.9,11.72,-257.249817,82.6543662,12.887835,15.748093,17.042,15.383438,8.377471,14.896144,11.251054,7.418533,12.379292,7.990158
56:06.9,11.74,-257.946381,82.87817222,12.905076,15.77108,17.063347,15.398216,8.400459,14.94212,11.270758,7.421817,12.380935,7.990158
56:07.9,11.75,-258.860168,83.17177198,12.945305,15.810488,17.112606,15.411351,8.407027,14.97496,11.352859,7.411965,12.380935,7.990158
56:08.9,11.77,-260.404938,83.66810658,12.965009,15.83676,17.122458,15.440907,8.416879,15.011084,11.392267,7.425101,12.380935,7.990158
56:09.9,11.79,-259.578156,83.40246152,12.994564,15.838402,17.129026,15.454042,9.037557,15.014368,11.398835,7.983381,12.37765,7.990158
56:10.9,11.80,-260.648407,83.74633317,13.025762,15.863031,17.152014,15.473746,9.103237,15.13916,11.425108,8.121309,12.37765,7.993442
56:11.9,11.82,-260.581085,83.72470261,13.033972,15.876167,17.161865,15.472104,9.099953,15.142445,11.431676,8.118026,12.380935,7.990158
56:12.9,11.84,-260.187317,83.59818495,13.038898,15.881093,17.163507,15.481956,9.106521,15.145728,11.441528,8.121309,12.380935,7.990158
56:13.9,11.85,-260.068573,83.5600325,13.033972,15.879451,17.168434,15.467178,9.099953,15.145728,11.444812,8.121309,12.380935,7.990158
56:14.9,11.87,-259.831757,83.48394352,13.038898,15.881093,17.175001,15.465536,9.103237,15.145728,11.448096,8.124594,12.380935,7.990158
56:15.9,11.89,-260.941956,83.84065046,13.05696,15.902439,17.202915,15.495091,9.099953,15.165432,11.484221,8.114741,12.380935,7.990158
56:16.9,11.90,-262.744324,84.4197513,13.109504,15.966476,17.266953,15.547635,9.136077,15.217977,11.536765,8.108173,12.380935,7.990158
56:17.9,11.92,-265.247467,85.22401115,13.185035,16.115896,17.383535,15.595252,9.21161,15.362473,11.612298,8.108173,12.380935,7.990158
56:18.9,11.94,-268.3302,86.21449326,13.259746,16.196354,17.53624,15.655184,9.287142,15.549662,11.58931,8.144298,12.380935,7.990158
56:20.0,11.96,-250.627884,80.52673913,13.252357,16.247255,18.755421,15.622344,9.585987,16.377232,9.812645,8.21983,12.37765,7.993442
56:21.0,11.97,-231.713623,74.44958707,11.53648,14.887692,31.654316,13.590415,9.526875,12.452847,2.137887,8.272374,12.37765,7.990158
56:22.0,11.99,-119.913246,38.52812594,11.492146,14.805593,31.654316,13.531304,9.572851,12.226251,2.00981,8.331486,12.37765,7.993442
56:23.0,12.01,-118.866829,38.19191216,11.474905,14.790815,31.654316,13.543619,9.572851,12.147434,2.727366,8.338054,12.384218,7.990158
56:24.0,12.02,-118.496689,38.07298618,11.465875,14.782606,31.654316,13.537872,9.572851,12.098174,2.899777,8.329844,12.380935,7.990158
56:25.0,12.04,-118.411713,38.04568339,11.464232,14.780964,31.652674,13.532125,9.576135,12.075187,2.942469,8.35119,12.37765,7.993442
56:26.0,12.06,-118.379707,38.03539986,11.475726,14.782606,31.652674,13.539515,9.579419,12.068619,2.932617,8.35119,12.380935,7.990158
56:27.0,12.07,-118.494041,38.07213537,11.472443,14.782606,31.654316,13.539515,9.576135,12.052198,2.945753,8.347906,12.380935,7.990158
56:28.0,12.09,-119.579964,38.42104243,11.475726,14.782606,31.654316,13.521453,9.576135,12.039062,2.949037,8.354474,12.380935,7.990158
56:29.0,12.11,-119.937523,38.53592614,11.472443,14.782606,31.652674,13.529662,9.576135,12.04563,2.939185,8.341338,12.37765,7.990158
56:30.0,12.12,-120.249619,38.63620258,11.469158,14.78589,31.654316,13.531304,9.579419,12.032495,2.922765,8.35119,12.380935,7.993442
56:31.0,12.14,-120.650658,38.76505642,11.471622,14.782606,31.652674,13.537051,9.579419,12.025927,2.886641,8.347906,12.380935,7.990158
56:32.0,12.16,-120.760353,38.80030142,11.457664,14.779322,31.652674,13.541156,9.576135,12.025927,2.880073,8.344622,12.380935,7.990158
56:33.0,12.17,-120.987473,38.87327507,11.447813,14.779322,31.652674,13.530483,9.576135,12.02921,2.868579,8.338054,12.37765,7.990158
56:34.0,12.19,-121.179489,38.93496982,11.442886,14.779322,31.652674,13.523094,9.576135,12.025927,2.860369,8.341338,12.37765,7.990158
56:35.0,12.21,-121.371292,38.99659612,11.451097,14.779322,31.652674,13.531304,9.579419,12.025927,2.850517,8.35119,12.380935,7.990158
56:36.0,12.22,-121.540581,39.05098868,11.444529,14.779322,31.654316,13.519811,9.572851,12.025927,2.830813,8.354474,12.380935,7.990158
56:37.0,12.24,-121.787346,39.13027427,11.446992,14.776038,31.654316,13.533767,9.576135,12.025927,2.820961,8.344622,12.37765,7.990158
56:38.0,12.26,-121.925735,39.17473866,11.446171,14.776038,31.652674,13.517347,9.576135,12.025927,2.811109,8.341338,12.380935,7.990158
56:39.0,12.27,-122.066551,39.21998284,11.447813,14.77768,31.654316,13.531304,9.576135,12.022642,2.807825,8.347906,12.37765,7.990158
56:40.0,12.29,-122.189491,39.25948346,11.451097,14.77768,31.652674,13.537872,9.576135,12.012791,2.797972,8.338054,12.380935,7.990158
56:41.0,12.31,-122.254379,39.28033197,11.442886,14.776038,31.654316,13.534588,9.577777,12.012791,2.784837,8.344622,12.37765,7.990158
56:42.0,12.32,-122.417709,39.3328099,11.444529,14.77768,31.654316,13.532947,9.576135,12.012791,2.765132,8.347906,12.37765,7.990158
56:43.0,12.34,-122.536674,39.37103336,11.444529,14.779322,31.652674,13.514885,9.576135,12.016074,2.75528,8.344622,12.380935,7.990158
56:44.0,12.36,-122.57177,39.3823097,11.442886,14.77768,31.654316,13.53623,9.579419,12.012791,2.751996,8.354474,12.380935,7.990158
56:45.0,12.37,-122.67617,39.41585342,11.447813,14.77768,31.654316,13.538693,9.577777,12.016074,2.751996,8.338054,12.380935,7.990158
56:46.0,12.39,-122.804626,39.45712633,11.446171,14.77768,31.654316,13.531304,9.579419,12.012791,2.751996,8.35119,12.380935,7.993442
56:47.2,12.41,-122.884521,39.4827966,11.451097,14.776038,31.654316,13.518168,9.576135,12.012791,2.748712,8.338054,12.380935,7.990158
56:48.2,12.43,-122.962654,39.50790073,11.449454,14.776038,31.654316,13.526379,9.576135,12.009506,2.745428,8.341338,12.379292,7.990158
56:49.2,12.44,-123.032402,39.53031076,11.442886,14.772754,31.654316,13.519811,9.579419,12.006223,2.73886,8.357758,12.380935,7.990158
56:50.2,12.46,-123.113182,39.55626538,11.446171,14.772754,31.654316,13.526379,9.576135,12.002938,2.735576,8.354474,12.380935,7.990158
56:51.2,12.48,-123.177635,39.57697413,11.444529,14.774396,31.652674,13.53623,9.576135,12.002938,2.725724,8.341338,12.380935,7.990158
56:52.2,12.49,-123.253342,39.60129878,11.454381,14.774396,31.652674,13.52802,9.576135,12.006223,2.725724,8.347906,12.380935,7.993442
