TimeStamp,,Kyowa PG 500 KUM _Load in bar_(bar),Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom,Load in kN
32:42.9,5.90,-49.813396,3.934141,4.797814,3.696931,3.01629,-1.339855,-2.045889,-1.444946,-1.188777,-2.160861,-1.870209,22.43104413
32:43.9,5.92,-50.375782,4.003104,4.865135,3.563109,3.067191,-1.36941,-2.085296,-1.500774,-1.267591,-2.239677,-1.947381,22.61173876
32:44.9,5.93,-51.777107,4.035944,4.891407,3.929273,3.119734,-1.339855,-2.118135,-1.536897,-1.287295,-2.265949,-2.006492,23.06198448
32:45.9,5.95,-53.465805,4.126252,4.942307,3.838963,3.154215,-1.476139,-2.236356,-1.599293,-1.362824,-2.385814,-2.034406,23.60456315
32:46.9,5.97,-54.355732,4.180437,4.989924,3.989206,3.228104,-1.505695,-2.154258,-1.658404,-1.389096,-2.433432,-2.042616,23.89049669
32:47.9,5.98,-54.477787,4.226411,5.024406,4.008089,3.219894,-1.490917,-2.379207,-1.681392,-1.403873,-2.449852,-2.101727,23.92971296
32:48.9,6.00,-56.290749,4.28388,5.101578,4.103324,3.277363,-1.517188,-2.223221,-1.724083,-1.408799,-2.512247,-2.196961,24.51221765
32:49.9,6.02,-55.901184,4.334781,5.104862,4.060632,3.290498,-1.536892,-2.372639,-1.756923,-1.4597,-2.502395,-2.150986,24.38705042
32:50.9,6.03,-57.944576,4.420164,5.254282,4.226473,3.40051,-1.618991,-2.449812,-1.842306,-1.433429,-2.581211,-2.201887,25.04359227
32:51.9,6.05,-59.765263,4.485022,5.418478,4.254387,3.453053,-1.648547,-2.485935,-1.868578,-1.586131,-2.604199,-2.264282,25.628579
32:52.9,6.07,-59.88467,4.563015,5.54491,4.380821,3.454695,-1.658398,-2.489219,-1.914553,-1.540156,-2.725706,-2.302047,25.66694447
32:53.9,6.08,-60.845886,4.555626,5.489904,3.962113,3.474399,-1.661682,-2.484293,-1.934257,-1.632105,-2.641964,-2.147702,25.97578317
32:54.9,6.10,-61.143631,4.623768,5.55312,5.040903,3.507238,-1.674818,-2.508922,-1.944109,-1.605834,-2.666594,-2.29548,26.07144864
32:55.9,6.12,-62.109264,4.691088,5.574465,4.45389,3.5253,-1.710942,-2.576243,-1.999936,-1.645241,-2.77825,-2.356233,26.38170652
32:57.0,6.13,-63.592918,4.738706,5.605663,4.710862,3.599189,-1.730645,-2.692822,-2.088603,-1.681364,-2.784818,-2.420269,26.85840455
32:58.0,6.15,-63.213287,4.745273,5.607305,4.490835,3.602473,-1.753633,-2.71581,-2.082036,-1.668228,-2.783176,-2.430121,26.73642911
32:59.0,6.17,-63.612343,4.778113,5.627008,4.480162,3.597547,-1.773337,-2.719094,-2.091887,-1.668228,-2.804522,-2.40385,26.86464581
33:00.0,6.18,-64.781471,4.804384,5.651638,4.551588,3.638596,-1.819312,-2.663267,-2.114875,-1.701068,-2.850497,-2.476097,27.24028663
33:01.0,6.20,-64.829147,4.858569,5.677909,4.53681,3.64188,-1.835732,-2.758501,-2.180554,-1.710919,-2.870201,-2.482665,27.25560493
33:02.0,6.22,-65.1408,4.866779,5.68612,4.601669,3.659942,-1.839016,-2.794624,-2.101739,-1.68629,-2.901399,-2.492516,27.35573904
33:03.0,6.23,-65.972679,4.934921,5.707465,4.577039,3.676361,-1.901411,-2.850451,-2.187122,-1.825856,-2.939165,-2.505652,27.62302176
33:04.0,6.25,-66.513435,4.945593,5.720601,4.658318,3.707559,-1.909621,-2.873438,-2.233098,-1.768388,-2.947375,-2.499084,27.79676667
33:05.0,6.27,-66.373276,4.978433,5.738662,4.636972,3.702633,-1.911263,-2.847167,-2.233098,-1.855411,-2.837361,-2.584467,27.75173358
33:06.0,6.28,-66.567284,4.957088,5.74523,4.70922,3.712485,-1.907979,-2.873438,-2.269222,-1.733907,-3.008128,-2.568047,27.81406835
33:07.0,6.30,-67.197876,4.989927,5.740304,3.955545,3.728904,-1.947386,-2.909561,-2.275789,-1.842276,-2.975288,-2.52864,28.01667756
33:08.0,6.32,-67.267395,5.007988,5.799416,4.661602,3.781447,-1.95067,-2.916129,-2.279073,-1.835708,-2.952301,-2.492516,28.03901401
33:09.0,6.33,-67.223915,5.019482,5.755082,4.522853,3.697707,-1.95067,-2.934191,-2.275789,-1.838992,-2.991708,-2.589393,28.02504389
33:10.0,6.35,-68.18116,5.090087,5.815835,4.765048,3.814287,-1.940819,-2.952252,-2.338185,-1.858695,-3.024548,-2.614022,28.33260671
33:11.0,6.37,-69.399513,5.122926,5.833897,4.697726,3.799509,-2.003214,-3.06719,-2.379234,-1.875115,-3.031116,-2.614022,28.72406353
33:12.0,6.38,-70.846085,5.191889,5.891366,4.817591,3.85862,-2.022917,-2.952252,-2.436704,-1.911238,-3.111573,-2.742096,29.18884711
33:13.0,6.40,-70.584984,5.208309,5.911069,4.829085,3.85862,-2.013066,-2.98345,-2.40058,-1.926015,-3.119783,-2.738812,29.10495536
33:14.0,6.42,-70.905899,5.244432,5.991526,4.851252,3.876682,-2.042621,-3.040918,-2.502383,-1.970348,-3.150981,-2.788071,29.20806535
33:15.0,6.44,-72.151627,5.254284,6.117958,4.925142,3.911984,-2.049189,-3.004795,-2.459692,-1.878399,-3.149339,-2.802849,29.60831776
33:16.0,6.45,-72.668098,5.449678,6.160649,4.863567,3.921015,-2.049189,-3.060622,-2.502383,-1.907954,-3.244575,-2.807775,29.77425989
33:17.0,6.47,-73.401314,5.356086,6.154081,4.942383,3.96699,-2.088596,-3.106597,-2.568062,-2.006471,-3.188747,-2.811059,30.00984219
33:18.0,6.49,-74.107826,5.480875,6.273945,5.026946,4.001472,-2.105016,-3.119733,-2.600902,-2.068866,-3.224871,-2.873454,30.23684449
33:19.0,6.50,-74.85186,5.47595,6.347834,5.317579,4.011323,-2.095164,-3.106597,-2.600902,-2.029459,-3.205167,-2.847182,30.47590262
33:20.0,6.52,-74.894463,5.513715,6.406945,4.604132,4.045805,-2.118152,-3.106597,-2.62389,-2.065582,-3.231439,-3.067207,30.48959096
33:21.0,6.54,-76.330658,5.5679,6.421722,5.258467,4.086854,-2.118152,-3.152572,-2.653445,-2.088569,-3.313538,-2.942417,30.95104042
33:22.0,6.55,-76.123627,5.585962,6.423364,4.907901,4.057299,-2.147708,-3.165708,-2.656729,-2.078717,-3.316822,-3.034367,30.88452136
33:23.0,6.57,-77.095222,5.613875,6.456204,5.195251,4.114768,-2.12472,-3.165708,-2.679717,-2.078717,-3.326674,-2.968688,31.19669483
33:24.0,6.59,-77.658043,5.646715,6.475907,5.118076,4.095064,-2.09188,-3.392298,-2.689569,-2.075433,-3.333242,-2.99496,31.37752922
33:25.0,6.60,-77.90834,5.666418,6.490685,5.159126,4.119693,-2.095164,-3.267509,-2.673149,-2.082001,-3.316822,-2.981824,31.45794964
33:26.0,6.62,-78.101578,5.687764,6.492327,5.119719,4.129545,-2.134572,-3.241238,-2.725693,-2.104989,-3.336526,-3.008096,31.52003701
33:27.0,6.64,-78.956299,5.69269,6.535018,5.222343,4.145965,-2.154275,-3.25109,-2.725693,-2.100063,-3.359514,-2.991676,31.79465887
33:28.0,6.65,-79.495506,5.789566,6.556364,5.164052,4.188656,-2.173979,-3.22646,-2.722409,-2.142754,-3.413699,-3.052429,31.96790608
33:29.0,6.67,-79.760811,5.802702,6.564574,5.245331,4.193582,-2.167411,-3.254374,-2.75689,-2.114841,-3.39728,-3.063923,32.05314857
33:30.0,6.69,-80.858429,5.807628,6.572784,5.175547,4.234632,-2.190399,-3.282287,-2.751964,-2.216642,-3.387428,-3.068849,32.40581324
33:31.0,6.70,-80.931488,5.870023,6.620401,5.702628,4.231348,-2.196967,-3.264225,-2.771668,-2.141112,-3.454749,-3.313502,32.42928709
33:32.0,6.72,-80.752487,5.845393,6.600698,4.705936,4.231348,-2.187115,-3.293781,-2.771668,-2.177235,-3.461317,-3.031083,32.37177407
33:33.0,6.74,-81.189285,5.867559,6.649956,5.287202,4.260082,-2.190399,-3.279003,-2.774952,-2.177235,-3.39728,-3.191996,32.51211727
33:34.1,6.75,-81.700462,5.899578,6.664734,5.085237,4.272397,-2.223238,-3.300349,-2.807791,-2.203506,-3.441613,-3.10333,32.67635844
33:35.1,6.77,-83.272621,5.961973,6.750117,5.374228,4.310162,-2.183831,-3.280645,-2.899742,-2.249481,-3.474453,-3.165725,33.18149313
33:36.1,6.79,-83.18235,5.973467,6.764894,5.37587,4.320014,-2.192041,-3.346323,-2.909594,-2.249481,-3.474453,-3.165725,33.15248906
33:37.1,6.80,-83.526886,5.998096,6.791166,5.407068,4.318372,-2.256078,-3.306916,-2.92273,-2.256049,-3.494157,-3.201848,33.26318847
33:38.1,6.82,-84.183739,6.016158,6.817438,5.450581,4.364347,-2.188757,-3.412002,-2.845557,-2.246197,-3.500725,-3.233046,33.47423534
33:39.1,6.84,-84.497818,6.057208,6.824006,5.416099,4.359421,-2.238016,-3.280645,-2.932582,-2.272468,-3.504009,-3.218268,33.57514892
33:40.1,6.85,-84.497818,6.004664,6.840425,5.51544,4.365168,-2.226522,-3.347965,-2.926014,-2.218284,-3.481021,-3.216626,33.57514892
33:41.1,6.87,-84.958893,6.073627,6.879833,5.385722,4.362705,-2.229806,-3.336472,-2.945718,-2.292172,-3.56312,-3.19528,33.72329232
33:42.1,6.89,-84.845222,6.073627,6.869981,5.494094,4.375841,-2.226522,-3.339756,-2.929298,-2.28232,-3.382502,-3.216626,33.68676983
33:43.1,6.90,-85.63649,6.13438,6.82729,5.476032,4.41689,-2.252794,-3.306916,-2.935866,-2.308591,-3.664923,-3.19528,33.94100424
33:44.1,6.92,-86.73764,6.155725,6.948795,5.873395,4.453013,-2.252794,-3.339756,-2.949002,-2.347998,-3.57954,-3.247823,34.29480373
33:45.1,6.94,-86.73764,6.161473,6.979993,5.432519,4.448088,-2.259362,-3.333188,-2.958854,-2.354566,-3.576256,-3.347984,34.29480373
33:46.1,6.95,-87.340195,6.191849,7.083437,5.763381,4.513766,-2.252794,-3.346323,-2.98841,-2.339788,-3.57133,-3.318428,34.48840465
33:47.1,6.97,-88.636238,6.229614,7.158968,5.655009,4.512125,-2.26593,-3.382447,-2.991693,-2.351282,-3.59596,-3.326638,34.90482327
33:48.1,6.99,-89.084732,6.262454,7.209869,5.650084,4.561384,-2.292202,-3.198547,-3.008113,-2.354566,-3.602528,-3.30365,35.04892439
33:49.1,7.00,-88.934868,6.265738,7.211511,5.652546,4.540038,-2.242942,-3.430064,-2.98841,-2.347998,-3.592676,-3.31186,35.00077309
33:50.1,7.02,-89.455536,6.314997,7.249277,5.714942,4.561384,-2.259362,-3.384089,-3.027817,-2.359492,-3.62059,-3.313502,35.16806372
33:51.1,7.04,-90.444786,6.337985,7.270622,5.692775,4.581088,-2.24951,-3.395582,-2.870187,-2.397257,-3.625516,-3.313502,35.48590974
33:52.1,7.05,-90.848038,6.37575,7.305104,5.742035,4.600791,-2.272498,-3.320052,-3.024533,-2.390689,-3.635368,-3.326638,35.61547461
33:53.1,7.07,-91.247528,6.320744,7.313313,5.823314,4.627063,-2.272498,-3.374237,-2.981842,-2.339788,-3.574614,-3.343058,35.74383075
33:54.1,7.09,-91.236275,6.415157,7.369141,5.786369,4.618853,-2.272498,-3.362743,-3.014681,-2.43338,-3.648504,-3.366045,35.74021516
33:55.1,7.10,-91.903061,6.388885,7.370783,5.748603,4.640198,-2.269214,-3.372595,-3.017965,-2.351282,-3.643578,-3.375897,35.9544535
33:56.1,7.12,-92.268341,6.441429,7.364215,5.801147,4.648408,-2.279066,-3.357817,-3.017965,-2.393973,-3.791357,-3.121392,36.07181796
33:57.1,7.14,-92.576019,6.439787,7.392128,5.71248,4.659902,-2.26593,-3.377521,-3.021249,-2.397257,-3.56312,-3.441576,36.1706749
33:58.1,7.15,-92.570061,6.451281,7.385561,5.716584,4.618853,-2.275782,-3.380805,-3.017965,-2.403825,-3.661639,-3.359478,36.1687606
33:59.1,7.17,-92.642677,6.457849,7.413474,5.991619,4.689457,-2.236374,-3.389014,-3.021249,-2.423528,-3.622232,-3.333206,36.19209212
34:00.1,7.19,-92.841324,6.470984,7.4184,5.783085,4.645124,-2.252794,-3.389014,-3.014681,-2.413676,-3.651788,-3.382465,36.2559174
34:01.1,7.20,-93.211243,6.49233,7.449597,5.911161,4.725581,-2.302053,-3.182127,-3.060657,-2.430096,-3.64522,-3.41202,36.37477238
34:02.1,7.22,-94.153481,6.513676,7.464375,5.914445,4.704235,-2.295485,-3.339756,-3.086928,-2.430096,-3.651788,-3.41202,36.67751345
34:03.1,7.24,-94.153481,6.518601,7.485721,5.948927,4.717371,-2.270856,-3.366027,-3.067225,-2.410393,-3.678059,-3.421872,36.67751345
34:04.1,7.25,-94.676353,6.564577,7.493931,5.940717,4.725581,-2.275782,-3.443199,-3.031101,-2.408751,-3.671491,-3.425156,36.84551222
34:05.1,7.27,-94.590279,6.558009,7.505424,5.971915,4.730507,-2.275782,-3.352891,-3.073792,-2.50891,-3.615664,-3.42844,36.81785664
34:06.1,7.29,-94.623161,6.562935,7.516918,5.924297,4.728865,-2.275782,-3.366027,-3.077076,-2.476071,-3.638652,-3.448144,36.82842163
34:07.1,7.30,-95.723213,6.590848,7.588344,5.964526,4.776482,-2.288918,-3.379163,-3.132904,-2.459651,-3.597602,-3.408736,37.18186834
34:08.1,7.32,-95.751244,6.620404,7.550579,5.939896,4.77484,-2.285634,-3.377521,-3.124694,-2.476071,-3.669849,-3.471132,37.1908747
34:09.1,7.34,-95.918762,6.638465,7.630215,6.502281,4.801112,-2.298769,-3.359459,-3.126336,-2.49249,-3.737171,-3.277379,37.24469823
34:10.1,7.35,-96.212982,6.635181,7.585881,6.011323,4.76663,-2.288918,-3.359459,-3.123052,-2.482639,-3.714183,-3.343058,37.33923112
34:11.2,7.37,-96.912209,6.663095,7.625289,6.080287,4.837235,-2.28235,-3.362743,-3.12962,-2.512194,-3.694479,-3.533526,37.56389275
34:12.2,7.39,-97.163605,6.671305,7.666338,6.159103,4.835593,-2.259362,-3.395582,-3.136188,-2.499058,-3.701047,-3.457996,37.64466629
34:13.2,7.40,-97.546104,6.702503,7.725449,6.053194,4.833951,-2.341461,-3.398866,-3.139472,-2.502342,-3.707615,-3.487551,37.76756322
34:14.2,7.42,-97.743423,6.707428,7.782918,6.096707,4.847087,-2.256078,-3.434989,-3.123052,-2.505626,-3.694479,-3.471132,37.83096181
34:15.2,7.44,-98.228996,6.738626,7.810832,6.077003,4.847087,-2.295485,-3.33483,-3.172311,-2.528613,-3.701047,-3.464564,37.98697641
34:16.2,7.45,-98.302277,6.727132,7.832178,6.139399,4.863507,-2.288918,-3.244522,-3.123052,-2.449799,-3.704331,-3.500687,38.0105216
34:17.2,7.47,-98.463181,6.781317,7.838746,6.093423,4.865149,-2.292202,-3.385731,-3.139472,-2.56802,-3.724035,-3.500687,38.06222006
34:18.2,7.49,-98.807716,6.768181,7.828894,6.183733,4.88321,-2.295485,-3.366027,-3.1132,-2.505626,-3.618948,-3.513823,38.17291915
34:19.2,7.50,-99.438301,6.804305,7.899498,6.136115,4.896346,-2.311905,-3.398866,-3.172311,-2.591007,-3.707615,-3.602489,38.37552611
34:20.2,7.52,-99.309624,6.768181,7.892931,6.131189,4.906198,-2.305337,-3.382447,-3.185447,-2.499058,-3.720751,-3.56965,38.33418219
34:21.2,7.54,-99.500984,6.807589,7.876511,5.862722,4.906198,-2.315189,-3.41857,-3.185447,-2.554884,-3.714183,-3.579502,38.39566616
34:22.2,7.55,-99.702278,6.815799,7.914277,6.303599,4.934112,-2.308621,-3.352891,-3.185447,-2.548317,-3.707615,-3.484267,38.46034192
34:23.2,7.57,-99.702278,6.824008,7.904425,6.012965,4.884031,-2.311905,-3.415286,-3.185447,-2.548317,-3.740455,-3.540094,38.46034192
34:24.2,7.59,-100.232658,6.837144,7.930696,6.220678,4.946426,-2.256078,-3.412002,-3.201867,-2.554884,-3.737171,-3.556514,38.63075302
34:25.2,7.60,-100.478539,6.846996,7.94219,6.154998,4.919334,-2.315189,-3.405434,-3.192015,-2.561452,-3.745381,-3.56965,38.70975458
34:26.2,7.62,-100.617371,6.863416,7.956968,6.207542,4.943964,-2.318473,-3.346323,-3.198583,-2.56802,-3.756875,-3.586069,38.7543613
34:27.2,7.64,-100.636566,6.856848,7.956968,6.188659,4.943964,-2.325041,-3.415286,-3.195299,-2.56802,-3.753591,-3.566366,38.76052866
34:28.2,7.65,-100.852432,6.861774,7.979955,6.232993,4.958741,-2.318473,-3.280645,-3.215003,-2.548317,-3.770011,-3.589353,38.8298864
34:29.2,7.67,-101.355438,6.886404,7.989807,6.256802,4.973519,-2.315189,-3.471113,-3.175595,-2.553243,-3.776579,-3.622193,38.99150223
34:30.2,7.69,-101.883171,6.976712,8.024289,6.206721,4.998148,-2.325041,-3.431705,-3.244559,-2.636982,-3.838974,-3.618909,39.16106284
34:31.2,7.71,-101.883171,6.907749,7.976671,6.283895,5.012926,-2.318473,-3.464545,-3.211719,-2.535181,-3.609096,-3.622193,39.16106284
34:32.2,7.72,-102.803558,6.96686,8.114597,6.377489,5.01621,-2.334893,-3.448125,-3.251126,-2.604143,-3.806134,-3.691156,39.45678319
34:33.2,7.74,-103.213867,6.952083,8.06698,6.211647,5.030988,-2.331609,-3.479322,-3.25441,-2.65176,-3.724035,-3.587711,39.58861547
34:34.2,7.76,-103.290901,6.984922,8.12527,6.359427,5.055617,-2.341461,-3.464545,-3.25441,-2.622205,-3.845542,-3.663242,39.61336649
34:35.2,7.77,-103.635658,6.99149,8.11624,6.457126,5.062185,-2.331609,-3.490816,-3.251126,-2.617279,-3.815986,-3.572934,39.72413692
34:36.2,7.79,-104.020149,7.006268,8.127733,6.412792,5.070395,-2.338177,-3.495742,-3.27083,-2.633698,-3.80285,-3.709217,39.84767387
34:37.2,7.81,-104.24572,7.017761,8.140869,6.485861,5.081889,-2.229806,-3.563063,-3.28725,-2.640266,-3.812702,-3.691156,39.92014984
34:38.2,7.82,-104.679207,7.044033,8.155647,6.359427,5.093383,-2.367733,-3.51052,-3.28725,-2.65997,-3.81927,-3.704291,40.05942921
34:39.2,7.84,-104.891975,7.057169,8.180277,6.407045,5.099951,-2.285634,-3.574556,-3.246201,-2.653402,-3.812702,-3.697723,40.12779157
34:40.2,7.86,-105.157494,7.081799,8.178635,6.360248,5.096667,-2.351313,-3.51052,-3.326658,-2.682957,-3.815986,-3.687872,40.21310282
34:41.2,7.87,-105.565376,7.065379,8.213116,6.447274,5.13279,-2.43998,-3.535149,-3.297102,-2.686241,-3.83569,-3.701007,40.34415531
34:42.2,7.89,-106.212738,7.157329,8.236104,6.388983,5.134432,-2.449831,-3.444841,-3.293818,-2.788042,-3.87674,-3.702649,40.55215272
34:43.2,7.91,-106.410278,7.135983,8.24924,6.451379,5.144284,-2.449831,-3.482606,-3.323374,-2.743709,-3.878382,-3.719069,40.61562232
34:44.2,7.92,-106.524834,7.142551,8.242672,6.463694,5.145926,-2.449831,-3.490816,-3.310238,-2.755203,-3.903012,-3.76176,40.65242916
34:45.2,7.94,-106.898949,7.14994,8.321486,6.60819,5.183692,-2.449831,-3.507236,-3.341435,-2.748635,-3.850468,-3.751909,40.77263231
34:46.2,7.96,-107.425133,7.165539,8.288647,5.975199,5.190259,-2.449831,-3.546643,-3.349645,-2.77819,-3.88495,-3.766686,40.94169523
34:47.3,7.97,-108.033424,7.195095,8.34119,6.584381,5.216531,-2.446547,-3.513804,-3.362781,-2.781474,-3.907938,-3.797884,41.13713913
34:48.3,7.99,-108.592941,7.222187,8.352684,6.415255,5.247728,-2.461325,-3.507236,-3.359497,-2.784758,-3.896444,-3.743699,41.31691194
34:49.3,8.01,-108.70153,7.242712,8.370746,6.510491,5.237876,-2.446547,-3.497384,-3.369349,-2.79461,-3.921074,-3.792958,41.35180159
34:50.3,8.02,-109.427689,7.252564,8.39045,6.563856,5.256759,-2.366091,-3.549927,-3.372633,-2.807746,-3.93421,-3.820871,41.58511648
34:51.3,8.04,-109.650169,7.278835,8.413437,6.569603,5.260864,-2.462967,-3.457977,-3.400547,-2.81103,-3.940778,-3.829081,41.6565993
34:52.3,8.06,-109.734039,7.282119,8.429857,6.615579,5.270716,-2.436696,-3.607396,-3.336509,-2.792968,-3.957197,-3.858637,41.68354673
34:53.3,8.07,-110.257584,7.305107,8.447919,6.590949,5.287136,-2.482671,-3.700987,-3.451448,-2.873424,-3.957197,-3.884908,41.85176174
34:54.3,8.09,-110.734108,7.285403,8.470906,6.655808,5.303555,-2.482671,-3.558137,-3.389053,-2.745351,-3.960481,-3.884908,42.0048689
34:55.3,8.11,-110.905602,7.375712,8.49882,6.620505,5.305198,-2.489239,-3.553211,-3.41204,-2.902979,-3.970333,-3.904612,42.05996992
34:56.3,8.12,-111.477478,7.344514,8.479116,6.638567,5.326543,-2.482671,-3.58605,-3.435028,-2.722364,-4.077063,-3.871772,42.24371368
34:57.3,8.14,-111.785599,7.395416,8.538227,6.735445,5.324901,-2.485955,-3.58605,-3.44488,-2.883276,-3.973617,-3.904612,42.34271296
34:58.3,8.16,-112.096809,7.385564,8.574351,6.901287,5.344605,-2.485955,-3.566346,-3.471152,-2.857004,-3.960481,-3.855353,42.44270473
34:59.3,8.17,-112.310905,7.405267,8.554647,6.483398,5.336395,-2.492523,-3.582766,-3.481004,-2.858646,-3.993321,-4.063883,42.51149378
35:00.3,8.19,-112.735336,7.421687,8.590771,6.929201,5.387296,-2.502375,-3.618889,-3.490855,-2.909547,-4.003173,-3.904612,42.64786346
35:01.3,8.21,-113.072372,7.428255,8.602264,6.679617,5.395506,-2.558202,-3.655012,-3.507275,-2.896411,-4.045865,-3.983426,42.75615312
35:02.3,8.22,-113.505638,7.446317,8.62361,6.778137,5.439839,-2.485955,-3.563063,-3.536831,-2.899695,-4.081988,-3.957155,42.89536149
35:03.3,8.24,-113.835831,7.462737,8.63182,6.756791,5.407,-2.512226,-3.632025,-3.523695,-2.912831,-4.072136,-3.950587,43.0014525
35:04.3,8.26,-113.95237,7.485724,8.649882,6.776495,5.411926,-2.518794,-3.691136,-3.533547,-2.909547,-4.072136,-3.957155,43.03889648
35:05.3,8.27,-114.341713,7.508712,8.661376,6.778137,5.426703,-2.502375,-3.786369,-3.464584,-2.968657,-4.059,-3.976858,43.16399239
35:06.3,8.29,-114.833908,7.507891,8.704067,6.825755,5.451333,-2.617313,-3.628741,-3.58609,-3.031052,-4.131248,-4.01955,43.32213464
35:07.3,8.31,-115.194778,7.5317,8.704067,6.832323,5.454617,-2.614029,-3.668148,-3.533547,-2.988361,-4.134532,-4.009698,43.43808217
35:08.3,8.32,-115.621422,7.597379,8.768105,6.818366,5.471037,-2.620597,-3.697703,-3.579523,-3.02941,-4.155878,-4.042537,43.57516289
35:09.3,8.34,-116.214928,7.566181,8.659734,6.746939,5.502234,-2.617313,-3.687852,-3.609078,-3.001496,-4.282311,-3.944019,43.76585637
35:10.3,8.36,-116.819023,7.620366,8.800943,7.153335,5.510444,-2.623881,-3.69442,-3.65177,-3.001496,-4.206779,-4.145981,43.95995209
35:11.3,8.37,-117.261559,7.612156,8.80587,6.620505,5.52358,-2.617313,-3.743678,-3.66819,-3.0212,-4.134532,-4.068809,44.10213891
35:12.3,8.39,-117.710274,7.638428,8.832141,6.775674,5.511265,-2.614029,-3.746962,-3.681325,-3.024484,-4.211705,-4.065525,44.24631104
35:13.3,8.41,-118.172234,7.65649,8.855129,6.871731,5.605679,-2.653436,-3.763382,-3.691177,-3.083594,-4.223199,-4.114784,44.39473878
35:14.3,8.42,-118.268913,7.677835,8.869906,6.893077,5.554778,-2.669856,-3.743678,-3.701029,-3.119717,-4.229767,-4.12792,44.42580175
35:15.3,8.44,-118.968582,7.695897,8.89782,6.983387,5.590901,-2.627165,-3.779802,-3.720733,-3.123001,-4.269175,-4.134488,44.6506054
35:16.3,8.46,-119.427887,7.723811,8.92245,6.966968,5.595827,-2.686276,-3.825777,-3.753572,-3.142704,-4.315151,-4.173895,44.79818009
35:17.4,8.47,-120.239243,7.750082,8.970068,7.044141,5.635234,-2.686276,-3.888171,-3.681325,-3.139421,-4.361126,-4.239573,45.05886878
35:18.4,8.49,-120.843338,7.799342,8.986487,7.009659,5.645086,-2.728967,-3.898023,-3.773276,-3.228086,-4.361126,-4.239573,45.2529645
35:19.4,8.51,-121.27462,7.78128,9.025895,7.086833,5.677926,-2.755239,-3.927578,-3.802832,-3.123001,-4.36441,-4.310178,45.39153541
35:20.4,8.52,-121.783813,7.819866,9.04724,7.086012,5.68942,-2.788078,-3.94564,-3.799548,-3.274061,-4.367694,-4.323314,45.55513912
35:21.4,8.54,-122.072289,7.855169,9.137549,7.115569,5.707481,-2.791362,-3.952208,-3.852091,-3.262567,-4.38904,-4.306894,45.64782646
35:22.4,8.56,-122.634453,7.869946,9.077617,6.926738,5.732111,-2.801214,-3.963701,-3.871795,-3.313468,-4.453077,-4.255993,45.82844975
35:23.4,8.57,-123.105461,7.90607,9.126056,8.016208,5.743605,-2.817634,-3.993257,-3.891499,-3.333171,-4.548313,-4.298685,45.97978462
35:24.4,8.59,-123.460815,7.90607,9.14576,7.027721,5.738679,-2.817634,-3.996541,-3.893141,-3.336455,-4.472781,-4.366005,46.09395986
35:25.4,8.61,-124.126709,7.9307,9.162179,7.400456,5.778086,-2.784795,-3.989973,-3.93419,-3.343023,-4.522041,-4.507215,46.3079116
35:26.4,8.62,-124.037987,7.940552,9.176957,7.172218,5.804358,-2.896449,-4.035948,-3.947326,-3.356159,-4.502337,-4.43661,46.27940522
35:27.4,8.64,-125.230957,7.984885,9.282043,7.246108,5.845407,-2.853757,-3.966985,-4.013005,-3.392282,-4.548313,-4.512141,46.66270648
35:28.4,8.66,-126.316879,8.016083,9.390414,7.259244,5.851975,-2.876745,-4.216563,-4.026141,-3.408701,-4.571301,-4.521993,47.01161322
35:29.4,8.67,-127.080559,8.070268,9.444599,7.275664,5.871679,-2.916152,-4.091774,-4.10824,-3.454676,-4.640264,-4.587671,47.25698361
35:30.4,8.69,-127.472992,8.088329,9.456094,7.303578,5.886456,-2.909585,-4.137749,-3.944042,-3.467812,-4.643548,-4.584387,47.38307233
35:31.4,8.71,-128.210403,8.131021,9.488933,7.32164,5.907802,-2.975264,-4.229699,-4.157499,-3.500651,-4.68624,-4.574535,47.62000248
35:32.4,8.72,-128.100922,8.075193,9.494679,7.40374,5.912728,-2.968696,-4.223131,-4.10824,-3.454676,-4.63698,-4.605733,47.58482624
35:33.4,8.74,-127.818405,8.127737,9.592378,7.28059,5.902876,-2.978548,-4.219847,-4.144363,-3.599168,-4.761771,-4.577819,47.49405353
35:34.4,8.76,-128.683167,8.152367,9.525057,7.334776,5.920938,-2.985116,-4.269106,-4.170635,-3.454676,-4.610708,-4.581103,47.77190156
35:35.4,8.77,-129.901306,8.195058,9.572674,7.364332,5.945568,-2.998251,-4.27239,-4.203475,-3.503935,-4.817598,-4.34466,48.16328962
35:36.4,8.79,-130.775116,8.219687,9.589094,7.39553,5.94721,-2.994967,-4.311797,-4.239598,-3.530206,-4.617276,-4.617227,48.44404477
35:37.4,8.81,-131.393341,8.255811,9.646563,7.311788,5.976765,-3.008103,-4.321649,-4.285574,-3.540058,-4.699376,-4.620511,48.64268046
35:38.4,8.82,-131.808517,8.285367,9.684329,7.408666,6.021099,-3.031091,-4.374192,-4.315129,-3.586032,-4.742067,-4.699325,48.77607651
35:39.4,8.84,-131.788422,8.300144,9.690896,7.39553,5.996469,-3.146029,-4.331501,-4.308561,-3.60902,-4.751919,-4.656634,48.76961999
