TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom,Stud1_Mid,Stud4_Mid
44:38.2,5.96,-62.542973,20.09505722,8.316607,7.456151,7.785408,16.367189,4.659963,-10.403561,6.131236,-13.055195,4.566415,25.145752,-0.499264,0.727965
44:39.2,5.98,-62.549595,20.09718487,8.316607,7.452867,7.78705,16.370474,4.659963,-10.403561,6.13452,-13.10117,4.559847,25.145752,-0.544337,0.748764
44:40.2,5.99,-62.556435,20.09938257,8.316607,7.454509,7.785408,16.370474,4.659963,-10.410129,6.13452,-13.134008,4.569699,25.145752,-0.551271,0.582373
44:41.2,6.01,-62.569237,20.10349585,8.316607,7.454509,7.783766,16.372116,4.663247,-10.406845,6.131236,-13.097886,4.569699,25.149036,-0.572074,0.620504
44:42.2,6.03,-62.569237,20.10349585,8.316607,7.451225,7.788692,16.377043,4.663247,-10.410129,6.13452,-13.086392,4.566415,25.153963,-0.551271,0.596239
44:43.2,6.04,-62.582039,20.10760913,8.316607,7.454509,7.785408,16.380325,4.659963,-10.413413,6.137804,-13.120873,4.556563,25.162172,-0.520067,0.578906
44:44.2,6.06,-62.593956,20.11143806,8.314965,7.454509,7.78705,16.381968,4.663247,-10.406845,6.13452,-13.089676,4.566415,25.165457,-0.513133,0.568507
44:45.2,6.08,-62.606758,20.11555135,8.314965,7.449583,7.790334,16.38361,4.663247,-10.410129,6.13452,-13.081467,4.563131,25.165457,-0.530468,0.526909
44:46.2,6.09,-62.606537,20.11548034,8.314965,7.456151,7.785408,16.38361,4.663247,-10.410129,6.131236,-13.074899,4.559847,25.165457,-0.689957,0.617038
44:47.2,6.11,-62.61647,20.11867181,8.313323,7.454509,7.785408,16.386894,4.663247,-10.406845,6.13452,-13.135651,4.559847,25.165457,-0.731562,0.679434
44:48.2,6.13,-62.62199,20.12044539,8.313323,7.449583,7.785408,16.388536,4.663247,-10.410129,6.131236,-13.10117,4.559847,25.165457,-0.755832,0.686367
44:49.2,6.14,-62.627728,20.12228901,8.311681,7.452867,7.77063,16.388536,4.663247,-10.406845,6.127952,-13.143861,4.566415,25.168741,-0.683022,0.679434
44:50.2,6.16,-62.641853,20.12682737,8.311681,7.452867,7.772273,16.391821,4.663247,-10.408486,6.137804,-13.083108,4.549995,25.165457,-0.655285,0.658635
44:51.3,6.18,-62.637218,20.12533814,8.311681,7.451225,7.773914,16.393463,4.663247,-10.410129,6.137804,-13.094602,4.546711,25.165457,-0.669154,0.620504
44:52.3,6.19,-62.646709,20.1283876,8.311681,7.452867,7.773914,16.393463,4.663247,-10.410129,6.13452,-13.117589,4.549995,25.165457,-0.683022,0.63437
44:53.3,6.21,-62.663925,20.1339191,8.311681,7.449583,7.777198,16.396746,4.663247,-10.410129,6.137804,-13.094602,4.543427,25.162172,-0.728095,0.682901
44:54.3,6.23,-62.652889,20.13037324,8.311681,7.452867,7.77063,16.398388,4.663247,-10.406845,6.13452,-13.09296,4.543427,25.165457,-0.807839,0.700233
44:55.3,6.24,-62.666573,20.1347699,8.310039,7.451225,7.77063,16.398388,4.663247,-10.413413,6.13452,-13.096244,4.540143,25.165457,-0.887584,0.748764
44:56.3,6.26,-62.676949,20.13810371,8.311681,7.452867,7.768989,16.401672,4.663247,-10.413413,6.13452,-13.089676,4.536859,25.165457,-0.832109,0.7037
44:57.3,6.28,-62.669884,20.13583373,8.310039,7.451225,7.772273,16.398388,4.663247,-10.403561,6.13452,-13.124157,4.536859,25.165457,-0.818241,0.724499
44:58.3,6.29,-62.68092,20.1393796,8.310039,7.449583,7.772273,16.401672,4.663247,-10.410129,6.13452,-13.104454,4.540143,25.165457,-0.835576,0.686367
44:59.3,6.31,-62.68401,20.14037241,8.310039,7.449583,7.772273,16.401672,4.663247,-10.403561,6.13452,-13.114305,4.536859,25.165457,-0.884116,0.700233
45:00.3,6.33,-62.691513,20.14278313,8.310039,7.452867,7.767346,16.40003,4.663247,-10.400277,6.13452,-13.091318,4.536859,25.165457,-0.915321,0.76263
45:01.3,6.34,-62.691074,20.14264208,8.310039,7.44712,7.772273,16.403315,4.663247,-10.410129,6.13452,-13.09296,4.527007,25.165457,-0.842511,0.727965
45:02.3,6.36,-62.698357,20.1449821,8.311681,7.447941,7.775557,16.403315,4.663247,-10.410129,6.13452,-13.114305,4.533575,25.165457,-0.884116,0.741831
45:03.3,6.38,-62.698357,20.1449821,8.310039,7.451225,7.773914,16.403315,4.663247,-10.410129,6.13452,-13.022356,4.530291,25.165457,-0.804372,0.721032
45:04.3,6.39,-62.697254,20.14462771,8.310039,7.449583,7.773914,16.404957,4.663247,-10.406845,6.13452,-13.104454,4.530291,25.165457,-0.877182,0.717566
45:05.3,6.41,-62.703434,20.14661334,8.310039,7.447941,7.775557,16.404957,4.663247,-10.410129,6.137804,-13.094602,4.523723,25.165457,-0.884116,0.76263
45:06.3,6.43,-62.700783,20.14576158,8.308397,7.451225,7.773914,16.406599,4.663247,-10.416697,6.13452,-13.088034,4.530291,25.165457,-0.863314,0.776496
45:07.3,6.44,-62.704758,20.14703875,8.310039,7.449583,7.772273,16.408239,4.663247,-10.410129,6.131236,-13.078182,4.527007,25.165457,-0.849445,0.793828
45:08.3,6.46,-62.714909,20.15030026,8.310039,7.449583,7.775557,16.406599,4.663247,-10.410129,6.13452,-13.107738,4.527007,25.165457,-0.807839,0.734898
45:09.3,6.48,-62.706963,20.14774721,8.309217,7.449583,7.772273,16.409882,4.663247,-10.413413,6.13452,-13.066689,4.523723,25.165457,-0.814774,0.776496
45:10.3,6.49,-62.71447,20.15015921,8.310039,7.449583,7.775557,16.409882,4.663247,-10.410129,6.13452,-13.061763,4.527007,25.165457,-0.800905,0.714099
45:11.3,6.51,-62.718884,20.15157743,8.311681,7.449583,7.77063,16.409882,4.663247,-10.413413,6.13452,-13.055195,4.527007,25.165457,-0.849445,0.755697
45:12.3,6.53,-62.72131,20.1523569,8.310039,7.447941,7.772273,16.413166,4.663247,-10.406845,6.13452,-13.140576,4.520439,25.162172,-0.859846,0.783429
45:13.3,6.54,-62.716675,20.15086768,8.311681,7.447941,7.772273,16.413166,4.659963,-10.410129,6.131236,-13.138934,4.522081,25.165457,-0.859846,0.804227
45:14.3,6.56,-62.716675,20.15086768,8.310039,7.449583,7.768989,16.413166,4.663247,-10.406845,6.13452,-13.055195,4.520439,25.165457,-0.856379,0.838892
45:15.3,6.58,-62.725285,20.15363407,8.310039,7.449583,7.773914,16.416451,4.663247,-10.410129,6.13452,-13.053553,4.520439,25.165457,-0.832109,0.818093
45:16.3,6.59,-62.729919,20.15512297,8.311681,7.451225,7.772273,16.418093,4.663247,-10.410129,6.131236,-13.117589,4.520439,25.165457,-0.821708,0.807694
45:17.3,6.61,-62.731686,20.15569071,8.310039,7.449583,7.77063,16.418093,4.663247,-10.406845,6.13452,-13.120873,4.523723,25.165457,-0.811306,0.776496
45:18.3,6.63,-62.731464,20.15561938,8.310039,7.451225,7.772273,16.419735,4.659963,-10.416697,6.13452,-13.074899,4.513871,25.162172,-0.863314,0.845825
45:19.3,6.64,-62.731464,20.15561938,8.310039,7.447941,7.772273,16.421375,4.663247,-10.406845,6.131236,-13.111021,4.517155,25.165457,-0.873715,0.883956
45:20.3,6.66,-62.733669,20.15632785,8.310039,7.449583,7.772273,16.423018,4.659963,-10.406845,6.13452,-13.117589,4.513871,25.165457,-0.866781,0.922087
45:21.3,6.68,-62.734554,20.1566122,8.311681,7.449583,7.772273,16.42466,4.663247,-10.405203,6.131236,-13.132367,4.517155,25.168741,-0.849445,0.887423
45:22.3,6.69,-62.735435,20.15689527,8.310039,7.451225,7.77063,16.42466,4.663247,-10.408486,6.131236,-13.143861,4.520439,25.165457,-0.814774,0.859691
45:23.3,6.71,-62.733891,20.15639918,8.308397,7.447941,7.775557,16.42466,4.659963,-10.416697,6.13452,-13.143861,4.510587,25.165457,-0.929189,0.890889
45:24.3,6.73,-62.736759,20.15732067,8.310039,7.447941,7.775557,16.42466,4.663247,-10.410129,6.13452,-13.104454,4.517155,25.165457,-0.901452,0.873557
45:25.3,6.74,-62.734997,20.15675454,8.308397,7.449583,7.768989,16.42466,4.663247,-10.410129,6.13452,-13.111021,4.513871,25.168741,-0.988131,0.956752
45:26.4,6.76,-62.734997,20.15675454,8.310039,7.449583,7.77063,16.426302,4.663247,-10.410129,6.13452,-13.10117,4.510587,25.165457,-0.946525,0.942886
45:27.4,6.78,-62.73698,20.15739167,8.310039,7.447941,7.772273,16.426302,4.663247,-10.410129,6.13452,-13.147144,4.513871,25.165457,-0.936124,0.942886
45:28.4,6.79,-62.73698,20.15739167,8.310039,7.446299,7.773914,16.426302,4.663247,-10.413413,6.13452,-13.12744,4.510587,25.165457,-0.911854,0.922087
45:29.4,6.81,-62.728153,20.15455556,8.308397,7.449583,7.773914,16.427944,4.663247,-10.413413,6.13452,-13.150428,4.513871,25.165457,-0.880649,0.901289
45:30.4,6.83,-62.727051,20.15420149,8.311681,7.446299,7.772273,16.42466,4.663247,-10.410129,6.13452,-13.137293,4.513871,25.165457,-0.939591,0.970618
45:31.4,6.84,-62.729034,20.15483862,8.310039,7.446299,7.775557,16.427944,4.663247,-10.416697,6.13452,-13.10117,4.513871,25.165457,-0.956927,1.019148
45:32.4,6.86,-62.719105,20.15164844,8.311681,7.446299,7.775557,16.429586,4.663247,-10.416697,6.127952,-13.068331,4.510587,25.162172,-0.970795,1.053813
45:33.4,6.88,-62.7244,20.15334972,8.311681,7.444657,7.772273,16.426302,4.663247,-10.419981,6.13452,-13.094602,4.520439,25.165457,-0.963861,1.043414
45:34.4,6.9,-62.727051,20.15420149,8.309217,7.446299,7.772273,16.429586,4.663247,-10.416697,6.13452,-13.086392,4.510587,25.165457,-0.918788,1.033014
45:35.4,6.91,-62.727051,20.15420149,8.310039,7.446299,7.773914,16.429586,4.669815,-10.416697,6.127952,-13.117589,4.517155,25.165457,-0.901452,1.026081
45:36.4,6.93,-62.731464,20.15561938,8.309217,7.447941,7.768989,16.427944,4.666531,-10.416697,6.132877,-13.073256,4.513871,25.165457,-0.870248,1.036481
45:37.4,6.95,-62.734112,20.15647019,8.308397,7.447941,7.773914,16.429586,4.666531,-10.416697,6.13452,-13.156996,4.510587,25.165457,-0.981197,1.088477
45:38.4,6.96,-62.731243,20.15554838,8.310039,7.446299,7.772273,16.429586,4.666531,-10.423265,6.131236,-13.1767,4.513871,25.165457,-0.932657,1.088477
45:39.4,6.98,-62.727051,20.15420149,8.308397,7.447941,7.772273,16.429586,4.666531,-10.419981,6.131236,-13.15207,4.513871,25.165457,-0.960394,1.123142
45:40.4,7,-62.7244,20.15334972,8.301829,7.446299,7.772273,16.429586,4.669815,-10.423265,6.13452,-13.132367,4.510587,25.165457,-0.911854,1.102343
45:41.4,7.01,-62.726166,20.15391714,8.300187,7.447941,7.772273,16.429586,4.669815,-10.419981,6.127952,-13.09296,4.513871,25.165457,-0.908387,1.060746
45:42.4,7.03,-62.727268,20.15427121,8.298545,7.447941,7.773914,16.432871,4.669815,-10.419981,6.13452,-13.114305,4.507303,25.165457,-0.932657,1.102343
45:43.4,7.05,-62.716015,20.15065562,8.298545,7.444657,7.775557,16.431229,4.669815,-10.419981,6.13452,-13.140576,4.507303,25.165457,-0.963861,1.21327
45:44.4,7.06,-62.727711,20.15441354,8.298545,7.446299,7.773914,16.429586,4.669815,-10.413413,6.131236,-13.122515,4.510587,25.165457,-0.995065,1.227135
45:45.4,7.08,-62.727268,20.15427121,8.296903,7.446299,7.774735,16.432871,4.669815,-10.416697,6.13452,-13.161922,4.510587,25.165457,-0.911854,1.237535
45:46.4,7.1,-62.71756,20.15115203,8.298545,7.447941,7.773914,16.431229,4.669815,-10.423265,6.13452,-13.10938,4.507303,25.165457,-0.939591,1.227135
45:47.4,7.11,-62.719543,20.15178917,8.298545,7.444657,7.773914,16.429586,4.669815,-10.416697,6.13452,-13.183268,4.510587,25.165457,-0.887584,1.185538
45:48.4,7.13,-62.716675,20.15086768,8.296903,7.446299,7.775557,16.431229,4.669815,-10.419981,6.13452,-13.142219,4.510587,25.165457,-0.943058,1.20287
45:49.4,7.15,-62.726608,20.15405915,8.300187,7.446299,7.773914,16.432871,4.669815,-10.416697,6.13452,-13.068331,4.510587,25.165457,-0.904919,1.265266
45:50.4,7.16,-62.710495,20.14888204,8.298545,7.447941,7.772273,16.432871,4.669815,-10.419981,6.13452,-13.10938,4.513871,25.165457,-0.894518,1.282598
45:51.4,7.18,-62.723076,20.15292432,8.298545,7.444657,7.77063,16.432871,4.669815,-10.419981,6.13452,-13.104454,4.513871,25.165457,-0.911854,1.317263
45:52.4,7.2,-62.714691,20.15023022,8.298545,7.446299,7.772273,16.432871,4.669815,-10.429832,6.13452,-13.112663,4.500735,25.165457,-0.818241,1.313796
45:53.4,7.21,-62.714691,20.15023022,8.298545,7.446299,7.775557,16.432871,4.669815,-10.426548,6.13452,-13.117589,4.500735,25.165457,-0.821708,1.313796
45:54.4,7.23,-62.70895,20.14838564,8.298545,7.444657,7.773914,16.436153,4.669815,-10.426548,6.13452,-13.061763,4.507303,25.165457,-0.800905,1.317263
45:55.4,7.25,-62.707184,20.14781822,8.298545,7.446299,7.772273,16.432871,4.669815,-10.423265,6.13452,-13.107738,4.504019,25.165457,-0.856379,1.351927
45:56.4,7.26,-62.717117,20.15100969,8.296903,7.443015,7.773914,16.436153,4.669815,-10.426548,6.13452,-13.143861,4.500735,25.165457,-0.845978,1.338061
45:57.4,7.28,-62.71822,20.15136409,8.298545,7.444657,7.773914,16.44108,4.669815,-10.433116,6.131236,-13.120873,4.504019,25.165457,-0.828642,1.386592
45:58.4,7.3,-62.706963,20.14774721,8.298545,7.444657,7.772273,16.439438,4.669815,-10.429832,6.127952,-13.120873,4.494167,25.17531,-0.845978,1.400457
45:59.5,7.31,-62.71204,20.14937845,8.298545,7.447941,7.773914,16.442722,4.669815,-10.4364,6.13452,-13.074899,4.494167,25.181877,-0.766234,1.348461
46:00.5,7.33,-62.705639,20.14732181,8.298545,7.444657,7.77063,16.442722,4.669815,-10.433116,6.127952,-13.111021,4.490883,25.185162,-0.800905,1.365793
46:01.5,7.35,-62.703213,20.14654234,8.298545,7.444657,7.773914,16.443542,4.669815,-10.433116,6.13452,-13.107738,4.487599,25.185162,-0.748898,1.327662
46:02.5,7.36,-62.703873,20.14675439,8.298545,7.44712,7.773914,16.444365,4.669815,-10.4364,6.131236,-13.156996,4.494167,25.183519,-0.773168,1.365793
46:03.5,7.38,-62.703873,20.14675439,8.298545,7.444657,7.77063,16.442722,4.669815,-10.4364,6.127952,-13.08475,4.490883,25.185162,-0.773168,1.365793
46:04.5,7.4,-62.689968,20.14228672,8.296903,7.443015,7.773914,16.444365,4.669815,-10.4364,6.131236,-13.140576,4.492525,25.185162,-0.745431,1.445521
46:05.5,7.41,-62.702549,20.14632899,8.298545,7.446299,7.772273,16.446007,4.669815,-10.433116,6.13452,-13.094602,4.487599,25.185162,-0.780102,1.428189
46:06.5,7.43,-62.706081,20.14746383,8.298545,7.444657,7.773914,16.444365,4.669815,-10.431475,6.131236,-13.112663,4.494167,25.185162,-0.696891,1.421256
46:07.5,7.45,-62.707848,20.14803156,8.296903,7.444657,7.773914,16.446007,4.669815,-10.4364,6.13452,-13.074899,4.487599,25.185162,-0.683022,1.386592
46:08.5,7.46,-62.695709,20.1441313,8.298545,7.444657,7.772273,16.446007,4.669815,-10.429832,6.127952,-13.134008,4.490883,25.185162,-0.672621,1.372726
46:09.5,7.48,-62.68644,20.14115317,8.298545,7.446299,7.768989,16.446007,4.669815,-10.426548,6.13452,-13.088034,4.494167,25.185162,-0.717694,1.383125
46:10.5,7.5,-62.693058,20.14327954,8.298545,7.444657,7.773914,16.447649,4.669815,-10.433116,6.13452,-13.143861,4.494167,25.185162,-0.717694,1.442054
46:11.5,7.51,-62.696148,20.14427235,8.298545,7.444657,7.772273,16.447649,4.673099,-10.433116,6.131236,-13.117589,4.490883,25.185162,-0.662219,1.462853
46:12.5,7.53,-62.689747,20.14221571,8.298545,7.444657,7.772273,16.447649,4.669815,-10.433116,6.13452,-13.097886,4.490883,25.181877,-0.669154,1.400457
46:13.5,7.55,-62.691734,20.14285413,8.298545,7.444657,7.772273,16.447649,4.673099,-10.433116,6.13452,-13.130725,4.494167,25.181877,-0.56514,1.376192
46:14.5,7.56,-62.682022,20.13973367,8.296903,7.443015,7.769809,16.449289,4.669815,-10.429832,6.131236,-13.117589,4.490883,25.185162,-0.599811,1.365793
46:15.5,7.58,-62.685776,20.14093983,8.296903,7.447941,7.773914,16.449289,4.669815,-10.433116,6.131236,-13.145502,4.484314,25.181877,-0.527001,1.254867
46:16.5,7.6,-62.679375,20.13888319,8.298545,7.441373,7.772273,16.449289,4.669815,-10.429832,6.127952,-13.091318,4.490883,25.185162,-0.585943,1.2618
46:17.5,7.61,-62.689747,20.14221571,8.298545,7.444657,7.772273,16.450932,4.673099,-10.429832,6.127952,-13.117589,4.490883,25.185162,-0.547804,1.254867
46:18.5,7.63,-62.675621,20.13767703,8.296903,7.443015,7.773914,16.450932,4.669815,-10.4364,6.13452,-13.143861,4.487599,25.185162,-0.509666,1.234068
46:19.5,7.65,-62.675621,20.13767703,8.298545,7.443015,7.77063,16.450932,4.673099,-10.433116,6.127952,-13.119231,4.487599,25.185162,-0.457659,1.15434
46:20.5,7.66,-62.674076,20.13718062,8.295261,7.444657,7.772273,16.452574,4.673099,-10.433116,6.13452,-13.10117,4.490883,25.185162,-0.426455,1.126608
46:21.5,7.68,-62.679375,20.13888319,8.298545,7.444657,7.764062,16.452574,4.673099,-10.4364,6.131236,-13.16028,4.490883,25.185162,-0.464593,1.164739
46:22.5,7.7,-62.661278,20.13306862,8.298545,7.444657,7.759137,16.452574,4.669815,-10.433116,6.127952,-13.150428,4.494167,25.185162,-0.433389,1.171672
46:23.5,7.71,-62.677608,20.13831545,8.295261,7.443015,7.762421,16.452574,4.673099,-10.433116,6.13452,-13.055195,4.494167,25.181877,-0.46806,1.150874
46:24.5,7.73,-62.669662,20.1357624,8.298545,7.441373,7.760778,16.454216,4.673099,-10.442968,6.131236,-13.117589,4.477746,25.185162,-0.422988,1.098877
46:25.5,7.75,-62.658188,20.1320758,8.298545,7.444657,7.760778,16.454216,4.673099,-10.433116,6.127952,-13.166847,4.48103,25.185162,-0.398718,1.085011
46:26.5,7.76,-62.660835,20.13292629,8.298545,7.444657,7.760778,16.455858,4.673099,-10.4364,6.13452,-13.120873,4.48103,25.185162,-0.391783,1.074612
46:27.5,7.78,-62.659733,20.13257221,8.298545,7.441373,7.762421,16.455858,4.673099,-10.442968,6.127952,-13.079824,4.48103,25.185162,-0.384849,1.04688
46:28.5,7.8,-62.655979,20.13136605,8.298545,7.443015,7.760778,16.454216,4.673099,-10.4364,6.13452,-13.189835,4.474463,25.185162,-0.398718,1.088477
46:29.5,7.81,-62.65686,20.13164912,8.296903,7.444657,7.759137,16.455858,4.673099,-10.439684,6.13452,-13.12744,4.48103,25.185162,-0.353645,1.039947
46:30.5,7.83,-62.653111,20.13044456,8.298545,7.443015,7.757494,16.455858,4.673099,-10.4364,6.127952,-13.143861,4.48103,25.181877,-0.370981,1.102343
46:31.5,7.85,-62.648476,20.12895534,8.298545,7.443015,7.760778,16.455858,4.669815,-10.439684,6.13452,-13.165206,4.497451,25.185162,-0.294704,1.078078
46:32.5,7.86,-62.652447,20.13023122,8.296903,7.443015,7.764062,16.455858,4.669815,-10.4364,6.13452,-13.140576,4.517155,25.181877,-0.2635,1.067679
46:33.5,7.88,-62.647369,20.12859966,8.298545,7.439731,7.760778,16.4575,4.669815,-10.439684,6.127952,-13.071614,4.517155,25.181877,-0.260033,1.043414
46:34.6,7.9,-62.642735,20.12711076,8.298545,7.443015,7.757494,16.455858,4.669815,-10.439684,6.137804,-13.171774,4.513871,25.185162,-0.266967,1.033014
46:35.6,7.91,-62.632141,20.1237069,8.296903,7.443015,7.762421,16.459143,4.669815,-10.439684,6.13452,-13.107738,4.517155,25.185162,-0.315507,1.001816
46:36.6,7.93,-62.644501,20.12767817,8.298545,7.446299,7.760778,16.4575,4.669815,-10.4364,6.13452,-13.117589,4.513871,25.181877,-0.270434,1.033014
46:37.6,7.95,-62.637218,20.12533814,8.298545,7.443836,7.759137,16.459143,4.669815,-10.4364,6.127952,-13.15207,4.520439,25.185162,-0.273901,1.060746
46:38.6,7.97,-62.640968,20.12654302,8.296903,7.441373,7.764062,16.459963,4.669815,-10.433116,6.13452,-13.10938,4.513871,25.185162,-0.228829,1.019148
46:39.6,7.98,-62.633907,20.12427432,8.298545,7.444657,7.762421,16.460785,4.669815,-10.4364,6.13452,-13.08475,4.513871,25.183519,-0.221895,0.991417
46:40.6,8,-62.618237,20.11923955,8.298545,7.446299,7.759137,16.459143,4.669815,-10.4364,6.131236,-13.130725,4.517155,25.185162,-0.218428,0.967151
46:41.6,8.02,-62.629715,20.12292743,8.298545,7.444657,7.760778,16.459143,4.669815,-10.433116,6.131236,-13.148787,4.510587,25.185162,-0.201092,0.963685
46:42.6,8.03,-62.633026,20.12399125,8.298545,7.441373,7.760778,16.460785,4.669815,-10.439684,6.127952,-13.10117,4.510587,25.185162,-0.23923,0.991417
46:43.6,8.05,-62.625961,20.12172127,8.298545,7.443015,7.760778,16.460785,4.669815,-10.4364,6.13452,-13.156996,4.513871,25.185162,-0.211493,0.98795
46:44.6,8.07,-62.626625,20.12193461,8.298545,7.444657,7.760778,16.462425,4.669815,-10.439684,6.13452,-13.096244,4.510587,25.185162,-0.208026,0.984484
46:45.6,8.08,-62.622429,20.12058644,8.298545,7.444657,7.759137,16.460785,4.669815,-10.429832,6.131236,-13.120873,4.513871,25.185162,-0.121349,0.908221
46:46.6,8.1,-62.621105,20.12016104,8.298545,7.441373,7.762421,16.460785,4.669815,-10.4364,6.131236,-13.125799,4.513871,25.185162,-0.10748,0.935953
46:47.6,8.12,-62.606979,20.11562235,8.298545,7.441373,7.759137,16.464067,4.669815,-10.4364,6.13452,-13.150428,4.513871,25.185162,-0.138684,0.890889
46:48.6,8.13,-62.618015,20.11916822,8.298545,7.443015,7.760778,16.464067,4.669815,-10.439684,6.132877,-13.168489,4.513871,25.185162,-0.13175,0.883956
46:49.6,8.15,-62.613159,20.11760799,8.298545,7.443015,7.760778,16.462425,4.669815,-10.439684,6.127952,-13.106095,4.513871,25.185162,-0.201092,0.92902
46:50.6,8.17,-62.606979,20.11562235,8.298545,7.443015,7.760778,16.464067,4.669815,-10.4364,6.127952,-13.097886,4.517155,25.185162,-0.135217,0.942886
46:51.6,8.18,-62.608746,20.11619009,8.298545,7.441373,7.760778,16.462425,4.669815,-10.4364,6.13452,-13.111021,4.513871,25.185162,-0.104013,0.967151
46:52.6,8.2,-62.608524,20.11611876,8.296903,7.443015,7.760778,16.462425,4.669815,-10.442968,6.13452,-13.155354,4.510587,25.181877,-0.038138,0.92902
46:53.6,8.22,-62.598373,20.11285724,8.298545,7.443015,7.760778,16.464067,4.673099,-10.4364,6.13452,-13.104454,4.513871,25.185162,-0.055474,0.922087
46:54.6,8.23,-62.598373,20.11285724,8.298545,7.443015,7.760778,16.464067,4.669815,-10.439684,6.131236,-13.158638,4.513871,25.185162,-0.052007,0.894356
46:55.7,8.25,-62.586674,20.10909836,8.296903,7.446299,7.759137,16.464067,4.669815,-10.4364,6.13452,-13.147144,4.513871,25.185162,-0.069342,0.963685
46:56.7,8.27,-62.590649,20.11037552,8.298545,7.444657,7.759137,16.46571,4.669815,-10.4364,6.127952,-13.117589,4.517155,25.185162,-0.072809,0.93942
46:57.7,8.28,-62.58535,20.10867296,8.298545,7.439731,7.762421,16.464067,4.669815,-10.433116,6.131236,-13.114305,4.510587,25.185162,-0.034671,0.970618
46:58.7,8.3,-62.584248,20.10831888,8.296903,7.441373,7.762421,16.46571,4.669815,-10.4364,6.127952,-13.163564,4.513871,25.185162,-0.031204,0.977551
46:59.7,8.32,-62.581375,20.10739579,8.298545,7.443015,7.759137,16.464067,4.669815,-10.433116,6.127952,-13.124157,4.510587,25.185162,0.055474,0.956752
47:00.7,8.33,-62.57674,20.10590656,8.296903,7.441373,7.762421,16.46571,4.669815,-10.439684,6.131236,-13.12744,4.513871,25.185162,0.041605,0.974084
47:01.7,8.35,-62.577625,20.10619091,8.298545,7.441373,7.762421,16.467352,4.669815,-10.439684,6.13452,-13.209538,4.513871,25.185162,0.069342,0.99835
47:02.7,8.37,-62.573433,20.10484402,8.296903,7.444657,7.760778,16.46571,4.669815,-10.439684,6.131236,-13.120873,4.517155,25.185162,0.079743,1.053813
47:03.7,8.38,-62.569458,20.10356686,8.296903,7.443015,7.762421,16.46571,4.669815,-10.439684,6.13452,-13.12744,4.513871,25.185162,0.072809,1.04688
47:04.7,8.4,-62.566368,20.10257404,8.298545,7.443015,7.760778,16.46571,4.669815,-10.4364,6.131236,-13.10117,4.517155,25.185162,0.110947,1.043414
47:05.7,8.42,-62.567692,20.10299944,8.298545,7.444657,7.757494,16.46571,4.669815,-10.4364,6.13452,-13.114305,4.507303,25.185162,0.183756,1.116209
47:06.7,8.43,-62.556213,20.09931124,8.296903,7.439731,7.759137,16.467352,4.669815,-10.4364,6.131236,-13.156996,4.507303,25.185162,0.232295,1.04688
47:07.7,8.45,-62.562836,20.10143921,8.298545,7.443015,7.759137,16.467352,4.669815,-10.4364,6.13452,-13.12744,4.513871,25.185162,0.176822,1.085011
47:08.7,8.47,-62.559746,20.10044639,8.298545,7.443015,7.759137,16.467352,4.673099,-10.4364,6.131236,-13.147144,4.513871,25.185162,0.225361,1.04688
47:09.7,8.48,-62.556877,20.09952458,8.297724,7.443015,7.759137,16.468994,4.669815,-10.4364,6.13452,-13.114305,4.513871,25.185162,0.194157,1.189004
47:10.7,8.5,-62.552242,20.09803535,8.298545,7.439731,7.762421,16.468994,4.669815,-10.442968,6.13452,-13.147144,4.517155,25.185162,0.204559,1.227135
47:11.7,8.52,-62.549595,20.09718487,8.298545,7.444657,7.762421,16.468994,4.673099,-10.439684,6.131236,-13.114305,4.510587,25.185162,0.197624,1.227135
47:12.7,8.53,-62.549595,20.09718487,8.296903,7.445478,7.762421,16.468994,4.673099,-10.4364,6.13452,-13.12744,4.517155,25.185162,0.235762,1.227135
47:13.7,8.55,-62.542973,20.09505722,8.298545,7.444657,7.759137,16.468994,4.673099,-10.438043,6.127952,-13.12744,4.513871,25.185162,0.249631,1.171672
47:14.7,8.57,-62.540543,20.09427647,8.295261,7.444657,7.759137,16.470636,4.669815,-10.433116,6.13452,-13.153712,4.507303,25.185162,0.225361,1.206337
47:15.7,8.58,-62.541428,20.09456082,8.298545,7.443015,7.760778,16.470636,4.669815,-10.4364,6.13452,-13.134008,4.507303,25.185162,0.253098,1.234068
47:16.7,8.6,-62.546505,20.09619206,8.298545,7.443015,7.762421,16.470636,4.669815,-10.4364,6.131236,-13.1767,4.517155,25.185162,0.235762,1.272199
47:17.7,8.62,-62.531055,20.09122797,8.296903,7.443015,7.759137,16.468994,4.669815,-10.4364,6.13452,-13.122515,4.507303,25.185162,0.232295,1.237535
47:18.7,8.63,-62.531055,20.09122797,8.298545,7.443015,7.764062,16.470636,4.669815,-10.4364,6.131236,-13.12744,4.510587,25.185162,0.294703,1.237535
47:19.7,8.65,-62.537014,20.0931426,8.296903,7.444657,7.760778,16.468994,4.673099,-10.4364,6.13452,-13.137293,4.517155,25.185162,0.318972,1.199404
47:20.7,8.67,-62.521782,20.08824856,8.298545,7.443015,7.759137,16.470636,4.669815,-10.4364,6.129593,-13.129083,4.513871,25.185162,0.364044,1.237535
