TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial,Stud2_Axial,Stud3_Axial,Stud4_Axial,Stud2_Top,Stud2_Mid,Stud2_Bottom,Stud3_Top,Stud3_Mid,Stud3_Bottom,Stud1_Mid,Stud4_Mid
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.111197,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.04531,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.118134,25.440893
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.069584,25.420107
,-61959758.68,,0,,,,,,,,,,,-15.13894,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.454752
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.427036
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.145876,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.177086,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.440893
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.059181,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.055714,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.04531,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.166682,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.132005,25.433966
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.433966
,-61959758.68,,0,,,,,,,,,,,-15.097326,25.454752
,-61959758.68,,0,,,,,,,,,,,-15.055714,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.173617,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.118134,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.052245,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.052245,25.420107
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.427036
,-61959758.68,,0,,,,,,,,,,,-15.177086,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.187489,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.392391
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.190957,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.427036
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.454752
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.427036
,-61959758.68,,0,,,,,,,,,,,-15.197892,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.097326,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.104262,25.420107
,-61959758.68,,0,,,,,,,,,,,-15.13894,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.413177
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.034906,25.433966
,-61959758.68,,0,,,,,,,,,,,-15.07652,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.177086,25.427036
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.062649,25.427036
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.177086,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.132005,25.433966
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.433966
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.07652,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.04531,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.104262,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.118134,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.472075
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.13894,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.132005,25.433966
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.413177
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.433966
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.465145
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.052245,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.04531,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.375069
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.062649,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.059181,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.166682,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.052245,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.097326,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.166682,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.104262,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.433966
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.159747,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.187489,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.378532
,-61959758.68,,0,,,,,,,,,,,-15.152811,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.118134,25.454752
,-61959758.68,,0,,,,,,,,,,,-15.190957,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.413177
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.177086,25.381996
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.132005,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.152811,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.454752
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.190957,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.104262,25.427036
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.132005,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.059181,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.177086,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.472075
,-61959758.68,,0,,,,,,,,,,,-15.132005,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.468611
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.048778,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.104262,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.104262,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.132005,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.059181,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.190957,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.204828,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.184021,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.190957,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.052245,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.052245,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.184021,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.066116,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.388926
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.413177
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.472075
,-61959758.68,,0,,,,,,,,,,,-15.073052,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.17015,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.079988,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.100795,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.395855
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.437429
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.451288
,-61959758.68,,0,,,,,,,,,,,-15.086924,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.059181,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.149343,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.142407,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.093859,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.423571
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.10773,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.163215,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.458218
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.4305
,-61959758.68,,0,,,,,,,,,,,-15.038374,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.135472,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.121601,25.409714
,-61959758.68,,0,,,,,,,,,,,-15.128536,25.402784
,-61959758.68,,0,,,,,,,,,,,-15.156279,25.416643
,-61959758.68,,0,,,,,,,,,,,-15.184021,25.444359
,-61959758.68,,0,,,,,,,,,,,-15.114665,25.423571
