Displacement in m,Displacement in mm,Load in N,Load in kN
0.004618,4.617942,26973.625000,26.973625
0.004618,4.617957,26973.476562,26.973477
0.004618,4.617979,26973.255859,26.973256
0.004618,4.618012,26972.923828,26.972924
0.004618,4.618062,26972.427734,26.972428
0.004618,4.618112,26971.933594,26.971934
0.004618,4.618161,26971.439453,26.971439
0.004618,4.618211,26970.947266,26.970947
0.004618,4.618261,26970.457031,26.970457
0.004618,4.618309,26969.966797,26.969967
0.004618,4.618383,26969.234375,26.969234
0.004618,4.618457,26968.505859,26.968506
0.004619,4.618530,26967.777344,26.967777
0.004619,4.618585,26967.234375,26.967234
0.004619,4.618640,26966.691406,26.966691
0.004619,4.618722,26965.880859,26.965881
0.004619,4.618844,26964.669922,26.964670
0.004619,4.618890,26964.216797,26.964217
0.004619,4.618958,26963.537109,26.963537
0.004619,4.619061,26962.523438,26.962523
0.004619,4.619099,26962.142578,26.962143
0.004619,4.619157,26961.574219,26.961574
0.004619,4.619243,26960.724609,26.960725
0.004619,4.619329,26959.876953,26.959877
0.004619,4.619414,26959.033203,26.959033
0.004620,4.619500,26958.191406,26.958191
0.004620,4.619628,26956.933594,26.956934
0.004620,4.619676,26956.462891,26.956463
0.004620,4.619747,26955.755859,26.955756
0.004620,4.619855,26954.701172,26.954701
0.004620,4.619895,26954.306641,26.954307
0.004620,4.619956,26953.716797,26.953717
0.004620,4.620016,26953.126953,26.953127
0.004620,4.620076,26952.539062,26.952539
0.004620,4.620166,26951.660156,26.951660
0.004620,4.620300,26950.343750,26.950344
0.004620,4.620350,26949.851562,26.949852
0.004620,4.620425,26949.117188,26.949117
0.004621,4.620539,26948.015625,26.948016
0.004621,4.620580,26947.603516,26.947604
0.004621,4.620644,26946.988281,26.946988
0.004621,4.620738,26946.066406,26.946066
0.004621,4.620774,26945.720703,26.945721
0.004621,4.620827,26945.205078,26.945205
0.004621,4.620880,26944.691406,26.944691
0.004621,4.620906,26944.433594,26.944434
0.004621,4.620946,26944.050781,26.944051
0.004621,4.620985,26943.667969,26.943668
0.004621,4.621025,26943.287109,26.943287
0.004621,4.621083,26942.716797,26.942717
0.004621,4.621142,26942.148438,26.942148
0.004621,4.621200,26941.582031,26.941582
0.004621,4.621288,26940.734375,26.940734
0.004621,4.621420,26939.466797,26.939467
0.004621,4.621468,26938.992188,26.938992
0.004622,4.621542,26938.283203,26.938283
0.004622,4.621652,26937.224609,26.937225
0.004622,4.621693,26936.828125,26.936828
0.004622,4.621755,26936.234375,26.936234
0.004622,4.621847,26935.347656,26.935348
0.004622,4.621882,26935.015625,26.935016
0.004622,4.621916,26934.685547,26.934686
0.004622,4.621951,26934.355469,26.934355
0.004622,4.622002,26933.861328,26.933861
0.004622,4.622054,26933.369141,26.933369
0.004622,4.622105,26932.878906,26.932879
0.004622,4.622182,26932.142578,26.932143
0.004622,4.622297,26931.044922,26.931045
0.004622,4.622340,26930.634766,26.930635
0.004622,4.622404,26930.019531,26.930020
0.004623,4.622501,26929.099609,26.929100
0.004623,4.622537,26928.755859,26.928756
0.004623,4.622591,26928.242188,26.928242
0.004623,4.622672,26927.472656,26.927473
0.004623,4.622793,26926.322266,26.926322
0.004623,4.622805,26926.214844,26.926215
0.004623,4.622816,26926.107422,26.926107
0.004623,4.622827,26926.001953,26.926002
0.004623,4.622844,26925.841797,26.925842
0.004623,4.622857,26925.722656,26.925723
0.004623,4.622860,26925.691406,26.925691
0.004623,4.622860,26925.662109,26.925662
0.004623,4.622863,26925.691406,26.925691
0.004623,4.622863,26925.662109,26.925662
0.004623,4.622868,26925.617188,26.925617
0.004623,4.622875,26925.550781,26.925551
0.004623,4.622885,26925.451172,26.925451
0.004623,4.622901,26925.302734,26.925303
0.004623,4.622917,26925.152344,26.925152
0.004623,4.622933,26925.003906,26.925004
0.004623,4.622948,26924.855469,26.924855
0.004623,4.622952,26924.820312,26.924820
0.004623,4.622952,26924.763672,26.924764
0.004623,4.622958,26924.820312,26.924820
0.004623,4.622958,26924.763672,26.924764
0.004623,4.622967,26924.681641,26.924682
0.004623,4.622980,26924.556641,26.924557
0.004623,4.623000,26924.371094,26.924371
0.004623,4.623029,26924.093750,26.924094
0.004623,4.623073,26923.679688,26.923680
0.004623,4.623139,26923.058594,26.923059
0.004623,4.623238,26922.128906,26.922129
0.004623,4.623274,26921.783203,26.921783
0.004623,4.623330,26921.263672,26.921264
0.004623,4.623412,26920.486328,26.920486
0.004623,4.623420,26920.414062,26.920414
0.004623,4.623431,26920.306641,26.920307
0.004623,4.623449,26920.144531,26.920145
0.004623,4.623466,26919.982422,26.919982
0.004623,4.623483,26919.820312,26.919820
0.004624,4.623509,26919.578125,26.919578
0.004624,4.623519,26919.488281,26.919488
0.004624,4.623528,26919.396484,26.919396
0.004624,4.623538,26919.306641,26.919307
0.004624,4.623552,26919.171875,26.919172
0.004624,4.623552,26919.138672,26.919139
0.004624,4.623556,26919.171875,26.919172
0.004624,4.623556,26919.138672,26.919139
0.004624,4.623559,26919.105469,26.919105
0.004624,4.623565,26919.054688,26.919055
0.004624,4.623573,26918.980469,26.918980
0.004624,4.623585,26918.867188,26.918867
0.004624,4.623597,26918.755859,26.918756
0.004624,4.623609,26918.644531,26.918645
0.004624,4.623627,26918.476562,26.918477
0.004624,4.623633,26918.414062,26.918414
0.004624,4.623643,26918.320312,26.918320
0.004624,4.623658,26918.179688,26.918180
0.004624,4.623681,26917.968750,26.917969
0.004624,4.623714,26917.656250,26.917656
0.004624,4.623765,26917.185547,26.917186
0.004624,4.623815,26916.716797,26.916717
0.004624,4.623865,26916.250000,26.916250
0.004624,4.623940,26915.550781,26.915551
0.004624,4.623958,26915.376953,26.915377
0.004624,4.623977,26915.203125,26.915203
0.004624,4.624005,26914.943359,26.914943
0.004624,4.624047,26914.556641,26.914557
0.004624,4.624109,26913.974609,26.913975
0.004624,4.624203,26913.107422,26.913107
0.004624,4.624296,26912.242188,26.912242
0.004624,4.624389,26911.380859,26.911381
0.004624,4.624424,26911.058594,26.911059
0.004624,4.624476,26910.576172,26.910576
0.004625,4.624554,26909.853516,26.909854
0.004625,4.624562,26909.787109,26.909787
0.004625,4.624569,26909.718750,26.909719
0.004625,4.624569,26909.703125,26.909703
0.004625,4.624569,26909.677734,26.909678
0.004625,4.624571,26909.718750,26.909719
0.004625,4.624571,26909.703125,26.909703
0.004625,4.624571,26909.677734,26.909678
0.004625,4.624574,26909.718750,26.909719
0.004625,4.624574,26909.703125,26.909703
0.004625,4.624574,26909.677734,26.909678
0.004625,4.624578,26909.640625,26.909641
0.004625,4.624584,26909.583984,26.909584
0.004625,4.624593,26909.500000,26.909500
0.004625,4.624607,26909.373047,26.909373
0.004625,4.624612,26909.326172,26.909326
0.004625,4.624619,26909.255859,26.909256
0.004625,4.624631,26909.148438,26.909148
0.004625,4.624635,26909.109375,26.909109
0.004625,4.624642,26909.050781,26.909051
0.004625,4.624651,26908.960938,26.908961
0.004625,4.624666,26908.828125,26.908828
0.004625,4.624687,26908.628906,26.908629
0.004625,4.624703,26908.480469,26.908480
0.004625,4.624720,26908.332031,26.908332
0.004625,4.624736,26908.183594,26.908184
0.004625,4.624751,26908.037109,26.908037
0.004625,4.624776,26907.816406,26.907816
0.004625,4.624799,26907.595703,26.907596
0.004625,4.624805,26907.541016,26.907541
0.004625,4.624814,26907.458984,26.907459
0.004625,4.624823,26907.376953,26.907377
0.004625,4.624832,26907.294922,26.907295
0.004625,4.624836,26907.265625,26.907266
0.004625,4.624840,26907.218750,26.907219
0.004625,4.624848,26907.150391,26.907150
0.004625,4.624859,26907.048828,26.907049
0.004625,4.624859,26907.009766,26.907010
0.004625,4.624863,26907.048828,26.907049
0.004625,4.624863,26907.009766,26.907010
0.004625,4.624870,26906.953125,26.906953
0.004625,4.624879,26906.867188,26.906867
0.004625,4.624893,26906.738281,26.906738
0.004625,4.624914,26906.544922,26.906545
0.004625,4.624945,26906.255859,26.906256
0.004625,4.624992,26905.826172,26.905826
0.004625,4.625010,26905.664062,26.905664
0.004625,4.625036,26905.423828,26.905424
0.004625,4.625062,26905.181641,26.905182
0.004625,4.625069,26905.123047,26.905123
0.004625,4.625079,26905.033203,26.905033
0.004625,4.625094,26904.898438,26.904898
0.004625,4.625116,26904.697266,26.904697
0.004625,4.625123,26904.621094,26.904621
0.004625,4.625127,26904.593750,26.904594
0.004625,4.625131,26904.550781,26.904551
0.004625,4.625138,26904.488281,26.904488
0.004625,4.625149,26904.394531,26.904395
0.004625,4.625149,26904.359375,26.904359
0.004625,4.625152,26904.394531,26.904395
0.004625,4.625152,26904.359375,26.904359
0.004625,4.625158,26904.304688,26.904305
0.004625,4.625164,26904.251953,26.904252
0.004625,4.625170,26904.199219,26.904199
0.004625,4.625176,26904.148438,26.904148
0.004625,4.625181,26904.095703,26.904096
0.004625,4.625187,26904.042969,26.904043
0.004625,4.625193,26903.990234,26.903990
0.004625,4.625195,26903.970703,26.903971
0.004625,4.625195,26903.941406,26.903941
0.004625,4.625198,26903.970703,26.903971
0.004625,4.625198,26903.941406,26.903941
0.004625,4.625200,26903.919922,26.903920
0.004625,4.625200,26903.888672,26.903889
0.004625,4.625200,26903.875000,26.903875
0.004625,4.625204,26903.919922,26.903920
0.004625,4.625204,26903.888672,26.903889
0.004625,4.625204,26903.875000,26.903875
0.004625,4.625205,26903.919922,26.903920
0.004625,4.625205,26903.888672,26.903889
0.004625,4.625205,26903.875000,26.903875
0.004625,4.625207,26903.857422,26.903857
0.004625,4.625207,26903.849609,26.903850
0.004625,4.625207,26903.839844,26.903840
0.004625,4.625207,26903.824219,26.903824
0.004625,4.625208,26903.857422,26.903857
0.004625,4.625208,26903.849609,26.903850
0.004625,4.625208,26903.839844,26.903840
0.004625,4.625208,26903.824219,26.903824
0.004625,4.625209,26903.857422,26.903857
0.004625,4.625209,26903.849609,26.903850
0.004625,4.625209,26903.839844,26.903840
0.004625,4.625209,26903.824219,26.903824
0.004625,4.625211,26903.857422,26.903857
0.004625,4.625211,26903.849609,26.903850
0.004625,4.625211,26903.839844,26.903840
0.004625,4.625211,26903.824219,26.903824
0.004625,4.625212,26903.808594,26.903809
0.004625,4.625212,26903.794922,26.903795
0.004625,4.625212,26903.771484,26.903771
0.004625,4.625214,26903.808594,26.903809
0.004625,4.625214,26903.794922,26.903795
0.004625,4.625214,26903.771484,26.903771
0.004625,4.625217,26903.808594,26.903809
0.004625,4.625217,26903.794922,26.903795
0.004625,4.625217,26903.771484,26.903771
0.004625,4.625220,26903.736328,26.903736
0.004625,4.625226,26903.685547,26.903686
0.004625,4.625234,26903.609375,26.903609
0.004625,4.625243,26903.531250,26.903531
0.004625,4.625251,26903.455078,26.903455
0.004625,4.625251,26903.437500,26.903437
0.004625,4.625251,26903.417969,26.903418
0.004625,4.625253,26903.455078,26.903455
0.004625,4.625253,26903.437500,26.903437
0.004625,4.625253,26903.417969,26.903418
0.004625,4.625255,26903.455078,26.903455
0.004625,4.625255,26903.437500,26.903437
0.004625,4.625255,26903.417969,26.903418
0.004625,4.625259,26903.388672,26.903389
0.004625,4.625263,26903.345703,26.903346
0.004625,4.625270,26903.283203,26.903283
0.004625,4.625277,26903.218750,26.903219
0.004625,4.625284,26903.156250,26.903156
0.004625,4.625294,26903.060547,26.903061
0.004625,4.625310,26902.917969,26.902918
0.004625,4.625333,26902.705078,26.902705
0.004625,4.625368,26902.386719,26.902387
0.004625,4.625421,26901.912109,26.901912
0.004625,4.625440,26901.734375,26.901734
0.004625,4.625460,26901.556641,26.901557
0.004625,4.625464,26901.511719,26.901512
0.004625,4.625472,26901.445312,26.901445
0.004625,4.625482,26901.345703,26.901346
0.004625,4.625491,26901.273438,26.901273
0.004626,4.625503,26901.162109,26.901162
0.004626,4.625515,26901.050781,26.901051
0.004626,4.625527,26900.941406,26.900941
0.004626,4.625539,26900.830078,26.900830
0.004626,4.625539,26900.802734,26.900803
0.004626,4.625542,26900.830078,26.900830
0.004626,4.625542,26900.802734,26.900803
0.004626,4.625547,26900.761719,26.900762
0.004626,4.625554,26900.701172,26.900701
0.004626,4.625564,26900.609375,26.900609
0.004626,4.625579,26900.470703,26.900471
0.004626,4.625602,26900.265625,26.900266
0.004626,4.625636,26899.957031,26.899957
0.004626,4.625686,26899.496094,26.899496
0.004626,4.625691,26899.453125,26.899453
0.004626,4.625698,26899.386719,26.899387
0.004626,4.625709,26899.291016,26.899291
0.004626,4.625720,26899.195312,26.899195
0.004626,4.625730,26899.097656,26.899098
0.004626,4.625734,26899.062500,26.899062
0.004626,4.625740,26899.007812,26.899008
0.004626,4.625749,26898.927734,26.898928
0.004626,4.625758,26898.847656,26.898848
0.004626,4.625767,26898.767578,26.898768
0.004626,4.625775,26898.687500,26.898688
0.004626,4.625784,26898.609375,26.898609
0.004626,4.625784,26898.587891,26.898588
0.004626,4.625786,26898.609375,26.898609
0.004626,4.625786,26898.587891,26.898588
0.004626,4.625789,26898.558594,26.898559
0.004626,4.625789,26898.529297,26.898529
0.004626,4.625793,26898.558594,26.898559
0.004626,4.625793,26898.529297,26.898529
0.004626,4.625796,26898.500000,26.898500
0.004626,4.625799,26898.470703,26.898471
0.004626,4.625799,26898.458984,26.898459
0.004626,4.625799,26898.443359,26.898443
0.004626,4.625801,26898.470703,26.898471
0.004626,4.625801,26898.458984,26.898459
0.004626,4.625801,26898.443359,26.898443
0.004626,4.625802,26898.470703,26.898471
0.004626,4.625802,26898.458984,26.898459
0.004626,4.625802,26898.443359,26.898443
0.004626,4.625805,26898.417969,26.898418
0.004626,4.625805,26898.392578,26.898393
0.004626,4.625808,26898.417969,26.898418
0.004626,4.625808,26898.392578,26.898393
0.004626,4.625808,26898.386719,26.898387
0.004626,4.625808,26898.378906,26.898379
0.004626,4.625808,26898.363281,26.898363
0.004626,4.625808,26898.343750,26.898344
0.004626,4.625809,26898.386719,26.898387
0.004626,4.625809,26898.378906,26.898379
0.004626,4.625809,26898.363281,26.898363
0.004626,4.625809,26898.343750,26.898344
0.004626,4.625811,26898.386719,26.898387
0.004626,4.625811,26898.378906,26.898379
0.004626,4.625811,26898.363281,26.898363
0.004626,4.625811,26898.343750,26.898344
0.004626,4.625813,26898.386719,26.898387
0.004626,4.625813,26898.378906,26.898379
0.004626,4.625813,26898.363281,26.898363
0.004626,4.625813,26898.343750,26.898344
0.004626,4.625815,26898.322266,26.898322
0.004626,4.625815,26898.318359,26.898318
0.004626,4.625815,26898.312500,26.898312
0.004626,4.625815,26898.308594,26.898309
0.004626,4.625815,26898.302734,26.898303
0.004626,4.625816,26898.322266,26.898322
0.004626,4.625816,26898.318359,26.898318
0.004626,4.625816,26898.312500,26.898312
0.004626,4.625816,26898.308594,26.898309
0.004626,4.625816,26898.302734,26.898303
0.004626,4.625817,26898.322266,26.898322
0.004626,4.625817,26898.318359,26.898318
0.004626,4.625817,26898.312500,26.898312
0.004626,4.625817,26898.308594,26.898309
0.004626,4.625817,26898.302734,26.898303
0.004626,4.625817,26898.322266,26.898322
0.004626,4.625817,26898.318359,26.898318
0.004626,4.625817,26898.312500,26.898312
0.004626,4.625817,26898.308594,26.898309
0.004626,4.625817,26898.302734,26.898303
0.004626,4.625818,26898.322266,26.898322
0.004626,4.625818,26898.318359,26.898318
0.004626,4.625818,26898.312500,26.898312
0.004626,4.625818,26898.308594,26.898309
0.004626,4.625818,26898.302734,26.898303
0.004626,4.625819,26898.294922,26.898295
0.004626,4.625819,26898.287109,26.898287
0.004626,4.625819,26898.279297,26.898279
0.004626,4.625819,26898.271484,26.898271
0.004626,4.625819,26898.261719,26.898262
0.004626,4.625820,26898.294922,26.898295
0.004626,4.625820,26898.287109,26.898287
0.004626,4.625820,26898.279297,26.898279
0.004626,4.625820,26898.271484,26.898271
0.004626,4.625820,26898.261719,26.898262
0.004626,4.625821,26898.294922,26.898295
0.004626,4.625821,26898.287109,26.898287
0.004626,4.625821,26898.279297,26.898279
0.004626,4.625821,26898.271484,26.898271
0.004626,4.625821,26898.261719,26.898262
0.004626,4.625821,26898.294922,26.898295
0.004626,4.625821,26898.287109,26.898287
0.004626,4.625821,26898.279297,26.898279
0.004626,4.625821,26898.271484,26.898271
0.004626,4.625821,26898.261719,26.898262
0.004626,4.625822,26898.294922,26.898295
0.004626,4.625822,26898.287109,26.898287
0.004626,4.625822,26898.279297,26.898279
0.004626,4.625822,26898.271484,26.898271
0.004626,4.625822,26898.261719,26.898262
0.004626,4.625824,26898.244141,26.898244
0.004626,4.625824,26898.226562,26.898227
0.004626,4.625826,26898.244141,26.898244
0.004626,4.625826,26898.226562,26.898227
0.004626,4.625828,26898.210938,26.898211
0.004626,4.625828,26898.193359,26.898193
0.004626,4.625828,26898.177734,26.898178
0.004626,4.625830,26898.210938,26.898211
0.004626,4.625830,26898.193359,26.898193
0.004626,4.625830,26898.177734,26.898178
0.004626,4.625832,26898.210938,26.898211
0.004626,4.625832,26898.193359,26.898193
0.004626,4.625832,26898.177734,26.898178
0.004626,4.625835,26898.152344,26.898152
0.004626,4.625839,26898.113281,26.898113
0.004626,4.625845,26898.058594,26.898059
0.004626,4.625845,26898.044922,26.898045
0.004626,4.625847,26898.058594,26.898059
0.004626,4.625847,26898.044922,26.898045
0.004626,4.625848,26898.029297,26.898029
0.004626,4.625848,26898.009766,26.898010
0.004626,4.625850,26898.029297,26.898029
0.004626,4.625850,26898.009766,26.898010
0.004626,4.625854,26897.978516,26.897979
0.004626,4.625859,26897.931641,26.897932
0.004626,4.625864,26897.884766,26.897885
0.004626,4.625869,26897.837891,26.897838
0.004626,4.625874,26897.791016,26.897791
0.004626,4.625879,26897.746094,26.897746
0.004626,4.625887,26897.675781,26.897676
0.004626,4.625898,26897.572266,26.897572
0.004626,4.625910,26897.468750,26.897469
0.004626,4.625913,26897.443359,26.897443
0.004626,4.625917,26897.406250,26.897406
0.004626,4.625923,26897.347656,26.897348
0.004626,4.625933,26897.261719,26.897262
0.004626,4.625940,26897.197266,26.897197
0.004626,4.625951,26897.099609,26.897100
0.004626,4.625967,26896.955078,26.896955
0.004626,4.625971,26896.919922,26.896920
0.004626,4.625975,26896.884766,26.896885
0.004626,4.625975,26896.847656,26.896848
0.004626,4.625979,26896.884766,26.896885
0.004626,4.625979,26896.847656,26.896848
0.004626,4.625984,26896.794922,26.896795
0.004626,4.625994,26896.714844,26.896715
0.004626,4.625997,26896.683594,26.896684
0.004626,4.626002,26896.638672,26.896639
0.004626,4.626009,26896.572266,26.896572
0.004626,4.626020,26896.472656,26.896473
0.004626,4.626037,26896.322266,26.896322
0.004626,4.626062,26896.095703,26.896096
0.004626,4.626099,26895.759766,26.895760
0.004626,4.626155,26895.255859,26.895256
0.004626,4.626176,26895.068359,26.895068
0.004626,4.626197,26894.880859,26.894881
0.004626,4.626208,26894.789062,26.894789
0.004626,4.626218,26894.695312,26.894695
0.004626,4.626233,26894.556641,26.894557
0.004626,4.626248,26894.416016,26.894416
0.004626,4.626253,26894.382812,26.894383
0.004626,4.626258,26894.330078,26.894330
0.004626,4.626267,26894.251953,26.894252
0.004626,4.626276,26894.175781,26.894176
0.004626,4.626284,26894.097656,26.894098
0.004626,4.626293,26894.021484,26.894021
0.004626,4.626301,26893.945312,26.893945
0.004626,4.626314,26893.830078,26.893830
0.004626,4.626327,26893.714844,26.893715
0.004626,4.626330,26893.687500,26.893687
0.004626,4.626335,26893.644531,26.893645
0.004626,4.626342,26893.580078,26.893580
0.004626,4.626352,26893.484375,26.893484
0.004626,4.626369,26893.341797,26.893342
0.004626,4.626384,26893.199219,26.893199
0.004626,4.626396,26893.091797,26.893092
0.004626,4.626408,26892.986328,26.892986
0.004626,4.626420,26892.880859,26.892881
0.004626,4.626432,26892.773438,26.892773
0.004626,4.626449,26892.617188,26.892617
0.004626,4.626476,26892.378906,26.892379
0.004627,4.626515,26892.025391,26.892025
0.004627,4.626530,26891.894531,26.891895
0.004627,4.626545,26891.761719,26.891762
0.004627,4.626560,26891.630859,26.891631
0.004627,4.626565,26891.582031,26.891582
0.004627,4.626573,26891.507812,26.891508
0.004627,4.626586,26891.398438,26.891398
0.004627,4.626604,26891.232422,26.891232
0.004627,4.626622,26891.068359,26.891068
0.004627,4.626641,26890.904297,26.890904
0.004627,4.626669,26890.658203,26.890658
0.004627,4.626710,26890.291016,26.890291
0.004627,4.626725,26890.154297,26.890154
0.004627,4.626740,26890.017578,26.890018
0.004627,4.626744,26889.984375,26.889984
0.004627,4.626750,26889.931641,26.889932
0.004627,4.626756,26889.880859,26.889881
0.004627,4.626761,26889.830078,26.889830
0.004627,4.626767,26889.779297,26.889779
0.004627,4.626772,26889.730469,26.889730
0.004627,4.626778,26889.679688,26.889680
0.004627,4.626780,26889.660156,26.889660
0.004627,4.626780,26889.642578,26.889643
0.004627,4.626783,26889.660156,26.889660
0.004627,4.626783,26889.642578,26.889643
0.004627,4.626784,26889.623047,26.889623
0.004627,4.626784,26889.595703,26.889596
0.004627,4.626788,26889.623047,26.889623
0.004627,4.626788,26889.595703,26.889596
0.004627,4.626791,26889.566406,26.889566
0.004627,4.626791,26889.560547,26.889561
0.004627,4.626791,26889.548828,26.889549
0.004627,4.626791,26889.533203,26.889533
0.004627,4.626793,26889.560547,26.889561
0.004627,4.626793,26889.548828,26.889549
0.004627,4.626793,26889.533203,26.889533
0.004627,4.626795,26889.560547,26.889561
0.004627,4.626795,26889.548828,26.889549
0.004627,4.626795,26889.533203,26.889533
0.004627,4.626797,26889.509766,26.889510
0.004627,4.626800,26889.488281,26.889488
0.004627,4.626800,26889.464844,26.889465
0.004627,4.626802,26889.488281,26.889488
0.004627,4.626802,26889.464844,26.889465
0.004627,4.626806,26889.429688,26.889430
0.004627,4.626812,26889.376953,26.889377
0.004627,4.626821,26889.298828,26.889299
0.004627,4.626830,26889.222656,26.889223
0.004627,4.626838,26889.144531,26.889145
0.004627,4.626847,26889.066406,26.889066
0.004627,4.626856,26888.990234,26.888990
0.004627,4.626856,26888.970703,26.888971
0.004627,4.626858,26888.990234,26.888990
0.004627,4.626858,26888.970703,26.888971
0.004627,4.626861,26888.941406,26.888941
0.004627,4.626866,26888.898438,26.888898
0.004627,4.626873,26888.835938,26.888836
0.004627,4.626880,26888.771484,26.888771
0.004627,4.626887,26888.707031,26.888707
0.004627,4.626898,26888.611328,26.888611
0.004627,4.626914,26888.468750,26.888469
0.004627,4.626939,26888.253906,26.888254
0.004627,4.626974,26887.933594,26.887934
0.004627,4.626974,26887.904297,26.887904
0.004627,4.626978,26887.933594,26.887934
0.004627,4.626978,26887.904297,26.887904
0.004627,4.626983,26887.859375,26.887859
0.004627,4.626991,26887.791016,26.887791
0.004627,4.626998,26887.724609,26.887725
0.004627,4.627006,26887.658203,26.887658
0.004627,4.627017,26887.558594,26.887559
0.004627,4.627021,26887.521484,26.887521
0.004627,4.627028,26887.464844,26.887465
0.004627,4.627037,26887.380859,26.887381
0.004627,4.627046,26887.296875,26.887297
0.004627,4.627056,26887.214844,26.887215
0.004627,4.627070,26887.089844,26.887090
0.004627,4.627091,26886.904297,26.886904
0.004627,4.627123,26886.625000,26.886625
0.004627,4.627134,26886.521484,26.886521
0.004627,4.627152,26886.365234,26.886365
0.004627,4.627169,26886.208984,26.886209
0.004627,4.627174,26886.169922,26.886170
0.004627,4.627180,26886.111328,26.886111
0.004627,4.627187,26886.054688,26.886055
0.004627,4.627193,26885.996094,26.885996
0.004627,4.627203,26885.910156,26.885910
0.004627,4.627213,26885.824219,26.885824
0.004627,4.627223,26885.738281,26.885738
0.004627,4.627232,26885.652344,26.885652
0.004627,4.627242,26885.566406,26.885566
0.004627,4.627256,26885.439453,26.885439
0.004627,4.627278,26885.248047,26.885248
0.004627,4.627282,26885.210938,26.885211
0.004627,4.627288,26885.158203,26.885158
0.004627,4.627297,26885.078125,26.885078
0.004627,4.627306,26884.998047,26.884998
0.004627,4.627315,26884.917969,26.884918
0.004627,4.627324,26884.839844,26.884840
0.004627,4.627338,26884.720703,26.884721
0.004627,4.627358,26884.542969,26.884543
0.004627,4.627366,26884.476562,26.884477
0.004627,4.627377,26884.376953,26.884377
0.004627,4.627394,26884.228516,26.884229
0.004627,4.627419,26884.005859,26.884006
0.004627,4.627423,26883.964844,26.883965
0.004627,4.627428,26883.923828,26.883924
0.004627,4.627433,26883.882812,26.883883
0.004627,4.627438,26883.841797,26.883842
0.004627,4.627445,26883.779297,26.883779
0.004627,4.627455,26883.687500,26.883688
0.004627,4.627471,26883.548828,26.883549
0.004627,4.627494,26883.343750,26.883344
0.004628,4.627529,26883.035156,26.883035
0.004628,4.627564,26882.728516,26.882729
0.004628,4.627573,26882.650391,26.882650
0.004628,4.627586,26882.537109,26.882537
0.004628,4.627599,26882.421875,26.882422
0.004628,4.627612,26882.308594,26.882309
0.004628,4.627632,26882.136719,26.882137
0.004628,4.627660,26881.882812,26.881883
0.004628,4.627672,26881.787109,26.881787
0.004628,4.627688,26881.644531,26.881645
0.004628,4.627712,26881.431641,26.881432
0.004628,4.627748,26881.111328,26.881111
0.004628,4.627762,26880.992188,26.880992
0.004628,4.627783,26880.812500,26.880813
0.004628,4.627813,26880.546875,26.880547
0.004628,4.627825,26880.447266,26.880447
0.004628,4.627829,26880.408203,26.880408
0.004628,4.627835,26880.353516,26.880354
0.004628,4.627842,26880.296875,26.880297
0.004628,4.627848,26880.242188,26.880242
0.004628,4.627855,26880.185547,26.880186
0.004628,4.627861,26880.130859,26.880131
0.004628,4.627870,26880.048828,26.880049
0.004628,4.627873,26880.027344,26.880027
0.004628,4.627875,26880.005859,26.880006
0.004628,4.627875,26879.986328,26.879986
0.004628,4.627877,26880.005859,26.880006
0.004628,4.627877,26879.986328,26.879986
0.004628,4.627881,26879.955078,26.879955
0.004628,4.627886,26879.910156,26.879910
0.004628,4.627894,26879.839844,26.879840
0.004628,4.627897,26879.814453,26.879814
0.004628,4.627901,26879.777344,26.879777
0.004628,4.627908,26879.718750,26.879719
0.004628,4.627918,26879.632812,26.879633
0.004628,4.627925,26879.568359,26.879568
0.004628,4.627936,26879.472656,26.879473
0.004628,4.627953,26879.328125,26.879328
0.004628,4.627969,26879.183594,26.879184
0.004628,4.627986,26879.041016,26.879041
0.004628,4.628010,26878.826172,26.878826
0.004628,4.628019,26878.746094,26.878746
0.004628,4.628033,26878.626953,26.878627
0.004628,4.628044,26878.537109,26.878537
0.004628,4.628059,26878.402344,26.878402
0.004628,4.628074,26878.267578,26.878268
0.004628,4.628090,26878.134766,26.878135
0.004628,4.628105,26878.001953,26.878002
0.004628,4.628120,26877.869141,26.877869
0.004628,4.628136,26877.736328,26.877736
0.004628,4.628140,26877.703125,26.877703
0.004628,4.628143,26877.669922,26.877670
0.004628,4.628147,26877.638672,26.877639
0.004628,4.628153,26877.589844,26.877590
0.004628,4.628161,26877.515625,26.877516
0.004628,4.628169,26877.443359,26.877443
0.004628,4.628178,26877.369141,26.877369
0.004628,4.628190,26877.259766,26.877260
0.004628,4.628209,26877.097656,26.877098
0.004628,4.628228,26876.935547,26.876936
0.004628,4.628247,26876.773438,26.876773
0.004628,4.628275,26876.531250,26.876531
0.004628,4.628303,26876.289062,26.876289
0.004628,4.628303,26876.273438,26.876273
0.004628,4.628304,26876.289062,26.876289
0.004628,4.628304,26876.273438,26.876273
0.004628,4.628306,26876.259766,26.876260
0.004628,4.628309,26876.236328,26.876236
0.004628,4.628311,26876.214844,26.876215
0.004628,4.628314,26876.191406,26.876191
0.004628,4.628318,26876.158203,26.876158
0.004628,4.628322,26876.125000,26.876125
0.004628,4.628325,26876.091797,26.876092
0.004628,4.628331,26876.042969,26.876043
0.004628,4.628340,26875.966797,26.875967
0.004628,4.628348,26875.892578,26.875893
0.004628,4.628348,26875.875000,26.875875
0.004628,4.628350,26875.892578,26.875893
0.004628,4.628350,26875.875000,26.875875
