Displacement in m,Displacement in mm,Load in N,Load in kN
0.003719,3.719215,59515.773438,59.515773
0.003738,3.737887,59398.000000,59.398000
0.003770,3.770303,59200.195312,59.200195
0.003779,3.778615,59147.765625,59.147766
0.003788,3.787838,59078.871094,59.078871
0.003792,3.791529,59049.347656,59.049348
0.003797,3.797332,58995.718750,58.995719
0.003807,3.806702,58895.222656,58.895223
0.003817,3.816602,58785.593750,58.785594
0.003827,3.826817,58679.492188,58.679492
0.003837,3.837174,58584.953125,58.584953
0.003855,3.855166,58463.718750,58.463719
0.003875,3.875480,58364.265625,58.364266
0.003898,3.898154,58286.285156,58.286285
0.003908,3.907565,58259.011719,58.259012
0.003921,3.921331,58226.609375,58.226609
0.003945,3.945455,58170.687500,58.170687
0.003951,3.951475,58155.847656,58.155848
0.003958,3.957525,58139.562500,58.139562
0.003967,3.966750,58110.199219,58.110199
0.003981,3.981074,58052.320312,58.052320
0.004016,4.015536,57870.937500,57.870937
0.004024,4.024423,57819.371094,57.819371
0.004034,4.033641,57761.105469,57.761105
0.004048,4.048280,57658.734375,57.658734
0.004072,4.072172,57474.476562,57.474477
0.004081,4.081385,57401.429688,57.401430
0.004096,4.095793,57283.750000,57.283750
0.004119,4.118748,57091.269531,57.091270
0.004156,4.156212,56772.710938,56.772711
0.004171,4.170648,56649.628906,56.649629
0.004193,4.193202,56457.664062,56.457664
0.004229,4.229002,56156.648438,56.156648
0.004243,4.242667,56042.351562,56.042352
0.004264,4.263731,55868.007812,55.868008
0.004297,4.296587,55601.378906,55.601379
0.004309,4.309053,55500.953125,55.500953
0.004328,4.328119,55349.191406,55.349191
0.004358,4.357549,55119.242188,55.119242
0.004404,4.403608,54768.824219,54.768824
0.004421,4.421112,54636.828125,54.636828
0.004448,4.447958,54437.035156,54.437035
0.004490,4.489589,54133.007812,54.133008
0.004505,4.505358,54018.574219,54.018574
0.004529,4.529431,53845.585938,53.845586
0.004567,4.566512,53582.867188,53.582867
0.004581,4.580523,53484.066406,53.484066
0.004602,4.601832,53334.925781,53.334926
0.004634,4.634496,53108.917969,53.108918
0.004685,4.685070,52764.960938,52.764961
0.004704,4.704219,52635.464844,52.635465
0.004733,4.733435,52439.539062,52.439539
0.004778,4.778422,52141.167969,52.141168
0.004795,4.795421,52028.800781,52.028801
0.004821,4.821280,51858.710938,51.858711
0.004861,4.861036,51598.050781,51.598051
0.004876,4.876052,51499.593750,51.499594
0.004899,4.898904,51349.410156,51.349410
0.004934,4.934034,51116.300781,51.116301
0.004989,4.988914,50744.523438,50.744523
0.005010,5.009764,50602.125000,50.602125
0.005042,5.041715,50381.742188,50.381742
0.005091,5.091088,50039.117188,50.039117
0.005110,5.109762,49909.378906,49.909379
0.005138,5.138164,49712.457031,49.712457
0.005182,5.181597,49414.484375,49.414484
0.005198,5.197964,49302.730469,49.302730
0.005223,5.222737,49135.179688,49.135180
0.005260,5.260370,48885.238281,48.885238
0.005318,5.317827,48516.156250,48.516156
0.005339,5.339467,48378.906250,48.378906
0.005372,5.372190,48175.535156,48.175535
0.005422,5.421867,47876.671875,47.876672
0.005441,5.440543,47765.683594,47.765684
0.005469,5.468737,47601.328125,47.601328
0.005511,5.511416,47359.777344,47.359777
0.005527,5.527448,47270.062500,47.270063
0.005552,5.551623,47137.125000,47.137125
0.005588,5.588152,46941.402344,46.941402
0.005644,5.643590,46655.648438,46.655648
0.005664,5.664435,46549.742188,46.549742
0.005696,5.695883,46393.343750,46.393344
0.005743,5.743461,46164.027344,46.164027
0.005761,5.761326,46078.910156,46.078910
0.005788,5.788241,45952.851562,45.952852
0.005829,5.828857,45767.281250,45.767281
0.005844,5.844092,45698.308594,45.698309
0.005867,5.867017,45595.933594,45.595934
0.005902,5.901558,45444.765625,45.444766
0.005954,5.953752,45223.000000,45.223000
0.005973,5.973336,45140.660156,45.140660
0.006003,6.002820,45018.695312,45.018695
0.006047,6.047281,44839.093750,44.839094
0.006064,6.063956,44772.328125,44.772328
0.006089,6.089032,44673.250000,44.673250
0.006127,6.126803,44526.929688,44.526930
0.006184,6.183865,44312.187500,44.312188
0.006205,6.205283,44232.445312,44.232445
0.006238,6.237517,44114.332031,44.114332
0.006286,6.286140,43940.386719,43.940387
0.006304,6.304380,43875.714844,43.875715
0.006332,6.331824,43779.714844,43.779715
0.006373,6.373180,43637.945312,43.637945
0.006389,6.388683,43585.191406,43.585191
0.006412,6.412000,43506.765625,43.506766
0.006447,6.447108,43390.679688,43.390680
0.006500,6.500157,43219.750000,43.219750
0.006520,6.520072,43156.195312,43.156195
0.006550,6.550053,43061.859375,43.061859
0.006595,6.595283,42922.425781,42.922426
0.006612,6.612246,42870.519531,42.870520
0.006638,6.637763,42793.289062,42.793289
0.006676,6.676204,42678.808594,42.678809
0.006691,6.690613,42636.148438,42.636148
0.006712,6.712283,42572.585938,42.572586
0.006745,6.744905,42478.167969,42.478168
0.006794,6.794192,42338.335938,42.338336
0.006813,6.812692,42286.238281,42.286238
0.006841,6.840533,42208.652344,42.208652
0.006883,6.882528,42093.378906,42.093379
0.006898,6.898278,42050.382812,42.050383
0.006922,6.921971,41986.218750,41.986219
0.006958,6.957656,41890.636719,41.890637
0.007012,7.011575,41748.398438,41.748398
0.007032,7.031808,41695.300781,41.695301
0.007062,7.062269,41615.960938,41.615961
0.007108,7.108204,41497.511719,41.497512
0.007125,7.125433,41453.253906,41.453254
0.007151,7.151355,41387.011719,41.387012
0.007190,7.190412,41287.910156,41.287910
0.007205,7.205053,41250.851562,41.250852
0.007227,7.227072,41195.328125,41.195328
0.007260,7.260223,41112.132812,41.112133
0.007310,7.310294,40987.175781,40.987176
0.007329,7.329082,40940.371094,40.940371
0.007357,7.357368,40870.062500,40.870063
0.007400,7.400032,40764.242188,40.764242
0.007416,7.416030,40724.582031,40.724582
0.007440,7.440093,40664.957031,40.664957
0.007476,7.476339,40575.132812,40.575133
0.007490,7.489925,40541.464844,40.541465
0.007495,7.495014,40528.851562,40.528852
0.007503,7.502641,40509.949219,40.509949
0.007514,7.514079,40481.589844,40.481590
0.007531,7.531249,40438.992188,40.438992
0.007557,7.557067,40374.875000,40.374875
0.007596,7.595994,40278.011719,40.278012
0.007611,7.610588,40241.664062,40.241664
0.007633,7.632540,40186.917969,40.186918
0.007666,7.665602,40104.242188,40.104242
0.007716,7.715567,39978.726562,39.978727
0.007734,7.734321,39931.531250,39.931531
0.007763,7.762575,39860.246094,39.860246
0.007805,7.805242,39752.167969,39.752168
0.007821,7.821249,39711.558594,39.711559
0.007845,7.845344,39650.292969,39.650293
0.007882,7.881678,39557.582031,39.557582
0.007895,7.895300,39522.773438,39.522773
0.007916,7.915791,39470.328125,39.470328
0.007947,7.946659,39391.113281,39.391113
0.007993,7.993326,39270.960938,39.270961
0.008011,8.010840,39225.808594,39.225809
0.008037,8.037229,39157.691406,39.157691
0.008077,8.077074,39054.636719,39.054637
0.008092,8.092021,39015.953125,39.015953
0.008115,8.114518,38957.679688,38.957680
0.008148,8.148440,38869.718750,38.869719
0.008161,8.161158,38836.734375,38.836734
0.008180,8.180288,38787.101562,38.787102
0.008209,8.209096,38712.324219,38.712324
0.008253,8.252615,38599.355469,38.599355
0.008269,8.268945,38556.976562,38.556977
0.008294,8.293525,38493.183594,38.493184
0.008331,8.330586,38397.042969,38.397043
0.008344,8.344482,38361.003906,38.361004
0.008365,8.365377,38306.828125,38.306828
0.008397,8.396847,38225.320312,38.225320
0.008444,8.444387,38102.441406,38.102441
0.008462,8.462225,38056.375000,38.056375
0.008489,8.489082,37987.117188,37.987117
0.008530,8.529577,37882.914062,37.882914
0.008545,8.544760,37843.882812,37.843883
0.008568,8.567593,37785.257812,37.785258
0.008602,8.601974,37697.183594,37.697184
0.008615,8.614859,37664.210938,37.664211
0.008634,8.634222,37614.726562,37.614727
0.008663,8.663343,37540.460938,37.540461
0.008707,8.707241,37428.894531,37.428895
0.008724,8.723697,37387.125000,37.387125
0.008748,8.748437,37324.445312,37.324445
0.008786,8.785680,37230.398438,37.230398
0.008800,8.799633,37195.207031,37.195207
0.008821,8.820598,37142.429688,37.142430
0.008852,8.852120,37063.296875,37.063297
0.008900,8.899611,36944.582031,36.944582
0.008900,8.899611,36931.613281,36.931613
0.008900,8.899611,36944.582031,36.944582
0.008900,8.899611,36931.613281,36.931613
