Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud3-Mid,Stud3-Bottom,Stud4-Top,Stud4-Mid,Stud4-Bottom,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Top-Left,Pb2-Top-Right,Pb2-Mid-Mid,Pb2-Bottom-Left,Pb2-Bottom-Right,Pb3-Top-Left,Pb3-Top-Right,Pb3-Mid-Mid,Pb3-Bottom-Left,Pb3-Bottom-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Top of stud,Pb4-Inbetween stud 3-4,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Average-Furnace
20,-88.182892,28,6.415213,6.828976,8.401975,7.058812,-0.075531,1.193742,-1.990048,0.147779,1.576326,-2.082012,639.282715,621.046448,675.445923,682.525574,696.909424,91.037254,86.891708,92.318802,76.548691,75.481628,74.045822,65.483505,68.319283,25.72957,28.149828,34.223484,30.089962,24.31362,22.803392,24.456244,22.651308,21.447327,21.371428,21.52322,21.512114,20.976583,22.623108,21.681238,73.518204,58.281158,53.713112,45.710278,21.303856,62.703678,61.488125,53.433662,73.92186,59.955772,55.670044,48.477345,70.719612,54.495602,46.987659,2293.716309,76.012138,62.961525,61.266037,54.579098,73.303619,57.555725,55.208458,42.680191,69.654198,53.403934,47.68026,42.290237,72.920319,58.440186,56.640312,49.525951,705.483398,719.006958,757.160217,745.677856,663.0420168,90.082588,71.9757858,28.5012928,23.303648,21.59071686,731.8321073
21,-89.019402,29,6.413571,6.817482,8.369135,7.062917,-0.06568,1.18389,-1.996616,0.147779,1.573041,-2.095148,645.922974,632.565613,685.80603,691.913147,706.324402,91.482704,87.27047,92.772308,76.808022,75.896233,74.518387,66.491539,69.172699,26.272488,28.901812,34.961575,30.475544,24.683296,23.171726,24.995647,23.048576,21.525072,21.468384,21.637745,21.63011,21.034452,22.93096,21.79274,74.753326,60.156433,53.754093,46.664413,21.315659,62.69516,61.189758,54.111607,75.516083,60.261242,55.346584,49.003212,72.187469,56.819695,47.408504,2293.71167,76.637749,63.167339,61.353752,55.230278,74.751534,57.664703,55.107216,43.593987,71.114182,54.755756,47.56496,42.926178,74.376083,58.983444,56.150406,50.090481,711.680969,724.958191,765.816162,752.372742,672.5064332,90.508494,72.577376,29.058943,23.73864967,21.71706614,738.707016
22,-89.520866,29,6.397151,6.817482,8.352715,7.035003,-0.075531,1.174038,-2.017961,0.151063,1.566473,-2.098432,657.064453,643.97229,699.339539,703.142029,716.608032,91.809258,87.628197,93.189964,77.041626,76.120209,74.843941,67.191635,69.958176,26.724171,29.508572,35.503902,30.68067,24.942364,23.538553,25.418816,23.488895,21.603735,21.563248,21.736759,21.778629,21.048573,23.282619,21.864447,75.599319,61.868324,53.657047,46.984264,21.333477,63.071831,60.804752,54.354935,76.643791,60.575874,55.330612,49.289558,73.268265,58.657822,47.436092,2293.693848,77.057961,63.342873,61.25639,55.529015,75.785477,57.452358,54.780285,44.336906,72.181198,56.367607,47.289345,43.241982,75.603348,60.041965,56.066753,50.381126,720.762207,732.681763,772.840637,759.651367,684.0252686,90.87580633,73.0311174,29.4719358,24.14875467,21.83971571,746.4839935
23,-89.903374,29,6.403719,6.814198,8.344505,7.033361,-0.019704,1.180606,-1.993332,0.147779,1.57961,-2.091864,668.658569,657.174316,711.491516,713.530518,727.887573,92.186134,88.046265,93.619812,77.086823,76.306366,75.148468,67.815948,70.437828,27.196609,30.023621,35.955563,30.865341,25.182692,23.890715,25.795031,23.891176,21.699051,21.678463,21.900068,21.92713,21.1113,23.652182,21.981251,76.45002,63.57085,53.346958,47.247734,21.379065,63.590355,60.487907,54.607456,77.552246,61.8755,55.247826,49.500668,74.076027,60.237228,47.312408,2293.701416,77.643768,63.536331,61.489918,55.802288,76.474182,58.080559,54.534313,44.778549,72.623604,58.650635,47.056866,43.442944,76.875374,60.298271,56.132641,50.686153,727.508606,743.040161,778.214417,768.227539,695.7484984,91.28407033,73.3590866,29.8447652,24.52564067,21.99277786,754.2476808
24,-90.153442,29,6.393867,6.804346,8.334654,7.036645,-0.039408,1.174038,-1.993332,0.141211,1.57961,-2.105,680.432312,669.039673,720.949524,725.736816,738.36554,92.758392,88.917976,94.285385,77.124191,76.45002,75.310905,68.016129,70.795708,27.630644,30.48564,36.34108,30.842632,25.346645,24.228451,26.110287,24.287077,21.836691,21.819572,22.062891,22.093649,21.173328,24.083258,22.101974,77.122849,64.773476,53.11993,47.437901,21.438534,65.30719,60.072041,54.729877,78.356026,63.222935,55.345459,49.654633,74.647263,61.539043,46.93541,2293.723389,78.543549,64.708939,61.327057,55.907089,76.859039,60.065308,54.302715,45.008488,73.453987,60.46883,46.771416,43.487396,77.83374,60.916714,56.196049,50.850372,735.90448,751.270325,789.689392,775.997864,706.904773,91.987251,73.5393906,30.1293282,24.87527167,22.16733757,763.2155153
25,-90.414551,29,6.392225,6.804346,8.328086,7.018583,0,1.187174,-2.013035,0.147779,1.592746,-2.105,689.920715,682.785095,730.40802,737.078918,749.118164,94.227867,90.742653,96.027534,77.145897,76.494995,75.427254,68.268906,71.071213,28.030924,30.860754,36.668743,30.767618,25.479221,24.504704,26.377306,24.635305,21.978706,21.973387,22.283497,22.268698,21.239752,24.523396,22.26708,77.642197,65.835449,52.802532,47.566319,21.472317,67.555534,59.818176,54.79221,79.052208,64.633865,55.19091,49.693233,75.163902,62.630806,46.613964,2293.700195,78.77919,66.405304,61.113255,55.963535,77.462967,63.287052,54.14222,45.119026,74.078491,61.894115,46.972729,43.537064,78.580246,64.104309,56.419544,50.966984,746.159119,758.813721,800.101257,786.125488,717.8621824,93.666018,73.681653,30.361452,25.17243833,22.36207371,772.7998963
26,-90.590683,29,6.382373,6.805988,8.32316,7.031719,-0.01642,1.18389,-1.996616,0.154347,1.625586,-2.150975,701.241516,691.542664,742.202148,745.886597,756.675964,96.817001,96.932373,99.516418,77.140526,76.536835,75.535774,68.288612,71.414513,28.37311,31.242842,36.919674,30.476461,25.558989,24.803957,26.586451,25.016636,22.121862,22.123713,22.431005,22.453663,21.298302,24.948362,22.391703,78.153061,66.752464,52.723232,47.593449,21.533863,66.377083,59.657001,54.832939,79.668533,65.841278,55.138264,49.689621,75.64183,63.376274,46.236767,2293.713135,78.948143,67.725044,60.94162,56.032799,78.039612,65.30159,54.173061,45.25288,74.743034,63.001434,47.205902,43.534569,79.282707,66.294655,56.685722,50.962246,750.746338,764.080078,805.46936,790.517029,727.5097778,97.755264,73.783252,30.5142152,25.46901467,22.53837286,777.7032013
27,-90.738342,29,6.388941,6.814198,8.316592,7.023509,0.009852,1.180606,-1.990048,0.154347,1.605882,-2.111567,708.90741,700.012512,750.700256,753.772705,763.473877,104.272629,105.736343,109.668953,77.235176,76.570175,75.821281,68.327797,71.792267,28.727139,31.554647,37.104866,29.982527,25.641748,25.055155,26.810062,25.336962,22.268005,22.252512,22.630505,22.63328,21.397345,25.389763,22.560696,78.514679,67.82827,52.597736,47.636402,21.569494,67.034874,59.536674,54.749905,80.169418,67.230156,54.938919,49.554173,76.165627,63.962212,45.892288,2293.705566,79.367752,68.916153,60.725769,56.008064,78.562119,66.356697,53.907642,45.290249,75.194107,64.048721,47.288891,43.494202,79.833931,68.076134,56.678303,50.938789,756.49353,769.209778,810.313416,796.097778,735.373352,106.5593083,73.9493392,30.6021854,25.73405967,22.733158,783.0286255
28,-90.839867,29,6.387299,6.810914,8.313308,7.013658,0.042692,1.20031,-2.006468,0.206891,1.619018,-2.121419,718.370483,710.530945,757.745972,761.845459,770.941772,112.861244,123.234772,119.666756,77.375923,76.664818,76.312637,68.356003,72.15905,29.00775,31.870487,37.19677,29.44426,25.70606,25.325663,27.003469,25.692921,22.450426,22.445108,22.79669,22.803854,21.439692,25.825914,22.726891,78.424049,68.645042,52.538254,47.694725,21.598646,66.963432,59.789219,54.758232,81.486008,68.036278,54.608582,49.273075,76.980766,64.070915,45.407555,2293.709961,79.705467,69.761421,60.570934,55.975006,78.607323,67.279198,53.127136,45.20079,75.756165,64.784225,47.372555,43.403255,80.635635,69.302986,56.598724,50.945557,764.416321,774.638855,812.714172,801.160889,743.8869262,118.5875907,74.1736862,30.6450654,26.007351,22.92693929,788.2325593
29,-90.697731,29,6.384015,6.804346,8.311666,7.015299,0.078815,1.170754,-2.019603,0.220027,1.655142,-2.157542,726.001892,717.893188,760.4552,771.606323,775.08844,134.303619,143.406097,142.726105,77.732597,76.994637,77.066689,68.479813,72.687149,29.304367,32.114979,37.205662,29.081968,25.760458,25.541008,27.19845,25.951288,22.625883,22.600456,22.979717,22.938585,21.541498,26.233322,22.923565,78.593452,68.96048,52.636265,47.670765,21.605587,69.57048,60.201767,54.92857,82.530151,68.919731,54.37339,49.115681,78.356247,64.472519,45.331692,2293.719482,79.954109,69.725159,60.481174,55.975906,79.408707,68.192787,52.853897,45.085503,76.455391,65.473206,47.448524,43.300957,81.365128,70.423058,56.549938,50.923679,765.358276,777.652649,816.913818,806.482483,750.2090086,140.1452737,74.592177,30.6934868,26.23024867,23.12043229,791.6018065
30,-91.095016,29,6.370879,6.794494,8.310024,7.041571,0.082099,1.174038,-2.006468,0.249583,1.724106,-2.187098,732.775818,724.972046,767.583374,776.474182,781.848145,151.412415,158.61673,162.882812,78.465225,77.470573,78.915474,68.98555,73.464058,29.557953,32.378658,37.26107,28.84045,25.774286,25.776592,27.343916,26.263502,22.778431,22.798538,23.150702,23.080233,21.595869,26.670513,23.056202,79.544998,69.009949,52.813797,47.714844,21.644686,70.708199,60.590012,55.039719,84.14151,70.150887,54.64864,49.208717,80.159126,64.923828,45.774345,2293.713135,80.647949,69.544296,60.839081,56.063831,80.923935,69.463036,53.377136,45.117893,77.863953,65.932671,47.485832,43.111767,82.264839,70.96669,56.900616,51.037804,769.746826,780.971191,820.066223,809.939026,756.730713,157.637319,75.460176,30.7624834,26.46133667,23.30435543,795.1808165
31,-91.473541,29,6.377447,6.786284,8.30674,7.020225,0.121507,1.174038,-2.003184,0.262719,1.71097,-2.210085,738.928528,731.993774,774.285583,784.606262,786.599121,159.794266,165.342041,174.549423,79.668983,78.69236,80.825447,69.628014,74.333565,29.831913,32.685322,37.505028,28.693121,25.836287,25.98332,27.502937,26.510675,22.964699,23.000284,23.371094,23.239882,21.746706,27.106834,23.269451,80.916992,69.769699,53.318581,48.063152,21.658567,72.090797,61.231262,55.542736,85.466202,71.274422,55.440838,49.61964,81.854256,65.753685,46.282707,2293.716797,81.560776,70.121346,61.717594,56.460461,82.28141,70.288986,53.945015,45.578735,79.114418,65.982849,47.371197,42.676788,82.810692,71.824493,57.47438,51.34766,773.661499,785.226929,826.467041,814.097412,763.2826536,166.56191,76.6296738,30.9103342,26.665644,23.52842143,799.8632203
32,-91.883194,30,6.364311,6.755086,8.303456,6.998879,0.098519,1.190458,-2.029455,0.275855,1.720822,-2.200234,749.879028,740.201294,784.22998,789.889771,796.44281,165.368317,173.89624,180.620865,80.669434,79.906219,82.465446,70.969826,75.235725,30.150564,33.074993,37.794739,28.538645,25.872931,26.190239,27.62075,26.767233,23.133373,23.195755,23.549871,23.348688,21.815409,27.519506,23.439236,82.116188,70.52243,53.918674,48.496998,21.68841,73.679314,62.076233,56.029877,86.656853,72.509254,56.22393,50.198124,83.361748,66.597031,46.863029,2293.726562,82.544922,71.044128,62.572952,57.028507,83.455566,71.398399,53.959648,46.119312,80.078102,66.898491,47.375267,42.557636,84.16436,72.706619,58.286774,51.796547,782.234619,793.45575,834.171875,820.002563,772.1285766,173.2951407,77.84933,31.0863744,26.85940733,23.71454829,807.4662018
33,-92.267242,30,6.377447,6.760833,8.303456,6.989849,0.101803,1.16747,-2.003184,0.279139,1.724106,-2.219937,757.587952,749.985779,790.240417,801.412231,802.859863,175.552948,183.989105,188.87941,81.72979,80.467766,84.158981,72.344109,75.953964,30.540251,33.4604,38.101921,28.472895,25.841127,26.365788,27.767538,26.995411,23.308031,23.383337,23.735546,23.460718,21.88434,27.927187,23.647793,82.74173,71.354317,54.324547,49.017666,21.701597,74.946419,62.730587,56.649754,87.487206,73.76255,56.694038,50.664948,84.625069,67.481636,47.302006,2293.708984,83.332184,71.538498,63.156578,57.656612,84.507256,72.767929,53.827942,46.512604,80.882973,67.793114,47.629395,42.723991,83.943985,73.679314,58.946392,52.354378,788.497253,801.202454,840.051636,827.868469,780.4172484,182.8071543,78.930922,31.2833188,27.04291233,23.90670743,814.404953
34,-88.998657,29,6.209964,6.630296,8.167171,6.823188,0.124791,1.190458,-2.009751,0.275855,1.720822,-2.19695,764.334961,757.390625,797.653259,806.409485,809.162537,187.766846,197.913589,198.989609,84.048798,81.090919,86.891487,72.897713,76.680931,30.890343,33.871288,38.422001,28.426453,25.833752,26.588755,27.898664,27.264051,23.462103,23.563498,23.919575,23.554028,21.93453,28.334023,23.828604,83.680176,71.943321,54.855892,49.38168,21.693037,76.035851,63.457424,57.295055,88.523567,74.043808,57.438877,51.045471,86.131844,68.263763,47.968906,2293.713135,84.441177,71.658669,63.714088,58.1329,85.66761,74.377197,54.335354,46.839958,82.055069,68.671906,48.026539,42.935253,86.704361,74.56179,59.721428,52.881832,794.220642,804.811951,846.049866,834.700745,786.9901734,194.8900147,80.3219696,31.4887674,27.25049,24.08519443,819.945801
35,-89.124687,29,6.209964,6.618802,8.167171,6.834682,0.062396,1.16747,-2.013035,0.275855,1.717538,-2.239641,766.509949,762.178162,797.783386,815.290222,810.237366,199.712753,209.264328,208.592926,86.953789,82.911224,89.471436,73.244102,77.681358,31.222433,34.230801,38.786846,28.37748,25.8916,26.780357,28.032534,27.499487,23.635784,23.747555,24.087412,23.654491,22.030745,28.6945,24.01123,84.767075,72.93956,55.715927,49.889614,21.717791,77.169838,64.329323,57.7211,88.247803,75.339996,58.025295,51.503239,87.13868,69.217697,48.59708,2293.738281,85.495102,73.306305,64.341194,58.637157,86.746712,75.863564,55.216331,47.356503,83.036835,69.683525,48.445263,43.145344,85.663353,75.544502,60.559265,53.406414,800.903381,807.534851,853.021973,837.760498,790.399817,205.856669,82.0523818,31.701832,27.43745933,24.26595957,824.8051758
36,-89.344521,29,6.229668,6.618802,8.165529,6.837966,0.055828,1.177322,-1.9999,0.272571,1.74381,-2.223221,773.444702,766.940369,804.778931,819.08136,817.627869,209.763229,217.737503,217.733795,89.641434,85.928169,91.941238,73.539017,79.32814,31.570465,34.589966,39.170013,28.331263,25.934004,26.962257,28.168455,27.699669,23.804359,23.880093,24.255457,23.675968,22.032364,29.008669,24.162205,85.804497,74.448349,56.553761,50.42783,21.699978,77.019249,65.242889,58.330574,89.196709,76.76506,58.967278,52.019703,87.629089,70.160065,49.309654,2293.70874,86.528,75.048897,65.115402,59.171387,87.475777,77.292458,56.291611,47.839848,83.922035,70.63076,48.874249,43.415276,85.220459,76.494095,61.403778,53.969555,803.387817,811.418396,856.134094,842.441467,796.3746462,215.0781757,84.0755996,31.9191422,27.610127,24.40273071,828.3454435
37,-89.735626,29,6.221458,6.619623,8.168814,6.836324,0.026272,1.154334,-1.98348,0.272571,1.74381,-2.219937,776.24231,771.944946,806.911438,825.472229,820.32605,218.010849,226.937241,225.408249,92.082649,88.724915,94.167213,74.800308,81.828514,31.941526,34.994705,39.601067,28.315397,26.00429,27.163462,28.309189,27.961231,23.934813,24.050014,24.363932,23.755405,22.133886,29.309191,24.321236,86.592094,75.987526,57.382023,51.109524,21.710619,78.598152,66.16832,59.041603,89.5672,78.107857,59.951508,52.702053,88.19355,71.1661,50.078068,2293.718506,87.456055,76.66169,66.111877,59.943203,88.238609,78.364754,57.013226,48.457008,84.782532,71.59198,49.427967,43.73526,88.239952,77.499886,62.390644,54.650215,806.82843,813.150818,861.26123,844.670593,800.1793946,223.452113,86.3207198,32.171397,27.811294,24.55263957,831.4777678
38,-90.226944,29,6.218174,6.61798,8.165529,6.84125,-0.006568,1.165828,-2.022887,0.266003,1.740526,-2.239641,780.956055,778.622986,812.718262,831.384277,824.770386,227.416138,236.060547,233.847778,94.318634,91.464752,96.364555,77.09063,84.737282,32.348881,35.403408,40.220272,28.277456,26.056368,27.368542,28.465998,28.175814,24.134043,24.241377,24.526394,23.808516,22.221527,29.701944,24.559622,86.281738,77.490936,58.289921,51.898212,21.727737,80.14592,67.159393,60.008072,89.828499,79.497551,61.089249,53.557968,88.582085,71.869247,50.836163,2293.701904,88.315285,78.277031,67.054581,60.721054,88.909676,79.633179,57.879494,48.968884,85.637138,72.113846,50.036316,44.145382,87.56028,78.498344,63.554935,55.445114,812.12262,817.733704,866.675903,848.958191,805.6903932,232.4414877,88.7951706,32.461277,28.00345133,24.74191757,836.3726045
39,-90.97892,29,6.21489,6.635221,8.165529,6.826472,-0.006568,1.128062,-1.990048,0.259435,1.720822,-2.226505,775.338745,776.236023,801.949341,826.200928,813.618286,236.751251,247.406738,242.02803,96.459,93.794327,98.150322,79.80394,87.334343,32.745544,35.853054,40.893925,28.330572,26.128029,27.579563,28.624851,28.424843,24.308771,24.457628,24.69091,23.846613,22.303844,30.028212,24.767044,87.814468,79.06205,59.271751,52.708813,21.772615,81.783737,68.36541,60.698391,89.83007,80.808212,62.30117,54.511131,89.041756,72.837296,51.720802,2293.696533,89.185272,79.999992,68.363167,61.569328,89.632469,81.422661,58.795712,49.616707,86.417305,73.408562,50.799843,44.59457,89.007446,79.859215,64.731117,56.262383,815.612244,814.557434,865.529297,840.442932,798.6686646,242.0620063,91.1083864,32.7902248,28.20975233,24.91471743,834.0354768
40,-91.767319,29,6.219816,6.60895,8.165529,6.824831,-0.04926,1.095222,-1.976912,0.249583,1.724106,-2.229789,788.566833,785.628418,820.296326,832.233093,831.648437,246.87616,255.849838,251.336899,98.501839,95.880058,99.740692,82.615677,89.738106,33.155106,36.368008,41.569229,28.48255,26.226871,27.829653,28.822983,28.686455,24.478859,24.580158,24.79196,23.897409,22.364883,30.36195,24.948362,89.062836,80.538277,60.214336,53.446049,21.811478,83.444824,69.599136,61.423519,90.438873,82.181786,63.49329,55.439941,89.543427,74.043358,52.726158,2293.717285,89.940651,81.490936,70.042107,62.446259,90.308983,82.960037,59.969017,50.280266,87.269348,74.646591,51.636486,44.802567,89.32476,81.230148,66.013313,57.08807,816.294556,823.877136,864.403992,850.509949,811.6746214,251.354299,93.2952744,33.1603528,28.44636367,25.06051157,838.7714083
41,-92.532982,30,6.209964,6.599098,8.162246,6.817441,-0.169125,1.049245,-1.973629,0.223311,1.717538,-2.201876,793.063965,791.79364,823.578064,845.365479,835.340576,257.818298,266.70462,261.505524,100.285492,97.846786,101.131012,85.000481,92.00296,33.581215,36.898232,42.227123,28.872854,26.433052,28.083132,29.042677,28.955585,24.652147,24.785271,24.972813,23.946587,22.362803,30.655891,25.135183,89.896683,81.929031,61.129185,54.218979,21.854269,84.978302,70.97184,62.289059,90.787521,83.768631,64.751961,56.406277,89.942215,75.374229,53.315655,2293.713623,90.718422,83.61837,71.481873,63.306107,90.865158,84.267159,61.271194,51.127563,87.939102,75.862671,52.476288,44.810722,89.752457,82.603806,67.232841,57.917011,822.224915,829.66272,877.155334,857.795166,817.8283448,262.0094807,95.2533462,33.6024952,28.693798,25.21581357,846.7095338
42,-91.222809,29,6.186976,6.53506,8.09985,6.734522,-0.229878,1.016405,-1.937505,0.160915,1.714254,-2.190382,794.085144,795.395691,824.908875,847.865234,836.35144,267.527344,280.011902,272.036224,101.994911,99.539162,102.396446,87.073242,94.308525,34.054493,37.523266,42.850391,29.526947,26.687784,28.385756,29.27611,29.272894,24.822643,24.927832,25.131956,23.974754,22.447651,31.03599,25.347338,90.524353,83.295464,62.114357,54.987297,21.882027,86.605759,72.341202,63.096718,91.293076,84.917603,66.002342,57.232128,90.300682,77.084366,54.625008,2293.700195,91.363312,85.316109,72.804855,63.987312,91.438713,86.102043,62.910854,51.922329,88.606079,77.076309,53.41925,45.071232,90.159134,83.870979,68.477348,58.679157,828.568604,831.227966,881.182556,859.515869,819.7212768,273.1918233,97.0624572,34.1285762,28.97825333,25.38402343,850.1237488
43,-91.985382,30,6.192724,6.539987,8.088356,6.736985,-0.328398,1.006553,-1.878395,0.078816,1.71097,-2.19695,803.064941,800.922058,836.138367,850.485352,845.489685,278.427704,290.916992,283.85318,103.212837,100.996262,103.4021,89.103867,96.246063,34.523674,38.084602,43.516655,30.08629,26.948904,28.684156,29.542564,29.586432,24.965662,25.125036,25.225815,24.019079,22.502672,31.38179,25.526253,90.924614,84.556755,63.068245,55.763832,21.919727,88.096474,73.510155,63.773708,91.527809,86.189423,67.345261,58.112011,90.549255,78.832001,55.88168,2293.727539,91.879509,87.119186,74.11496,64.732468,91.844048,87.574844,64.419861,52.877777,89.195816,78.417114,54.341881,45.633755,90.385704,85.156609,69.610779,59.546104,830.384644,837.270935,881.152466,864.609802,827.2200806,284.399292,98.5922258,34.632025,29.27105067,25.53518671,853.3544618
44,-90.853554,29,6.150853,6.499758,8.045665,6.727954,-0.417065,0.894896,-1.871827,-0.029556,1.582893,-2.236357,805.295776,805.66156,837.442139,859.204102,848.714783,288.342163,301.3349,294.243408,104.203117,102.041122,104.120293,90.772713,97.838913,35.055256,38.683918,44.173264,30.541628,27.251162,28.98592,29.847527,29.934313,25.15617,25.319206,25.380541,24.04863,22.578728,31.677969,25.730955,91.423454,85.78344,64.074272,56.512619,21.967142,89.35392,74.168884,64.51577,91.918114,87.161545,68.392273,58.869595,90.685661,80.385628,57.314606,2293.702393,92.401863,77.193108,71.917809,65.483284,92.32666,88.962372,65.694771,53.741032,89.629105,79.682411,55.306091,46.235638,90.06649,86.347618,70.723862,60.357521,836.810913,841.269409,889.016418,870.263794,831.263672,294.640157,99.7952316,35.1410456,29.58925333,25.69888557,859.3401335
45,-91.673294,29,6.155779,6.480875,8.030887,6.691831,-0.495881,0.806227,-1.83242,-0.105087,1.484373,-2.127987,809.561707,810.483582,841.947449,863.547058,852.83374,297.72348,311.437683,304.804047,105.029518,102.959312,104.733772,92.253479,99.214943,35.544785,39.251732,44.845837,30.908005,27.531012,29.308502,30.142759,30.281624,25.322435,25.540316,25.559219,24.08926,22.619873,32.031811,25.925707,92.059753,86.998833,64.87632,57.17662,21.985876,90.675568,75.00415,65.263275,92.117439,88.323357,69.48027,59.614124,90.813553,81.752846,58.644569,2293.722656,93.038162,89.325882,75.182701,66.121506,92.866386,89.752235,66.886841,54.595528,90.155769,80.902893,56.227306,46.845387,90.77047,87.482498,71.902817,61.119091,841.99469,844.255249,894.110291,873.305237,835.6747072,304.65507,100.8382048,35.6162742,29.91096167,25.869803,863.4163668
46,-89.016533,29,6.040019,6.374146,7.922516,6.571967,-0.637092,0.633816,-1.710916,-0.246299,1.316888,-2.060667,814.417236,816.635071,845.629089,869.016907,856.997131,307.95697,321.040955,315.094666,105.740631,103.743225,105.257347,94.054893,100.448578,36.117409,39.838142,45.531414,31.218077,27.868299,29.635347,30.510193,30.647861,25.499048,25.674021,25.738791,24.10865,22.698,32.425385,26.125263,92.875816,88.251389,65.804985,57.879944,22.036526,91.927765,75.746773,65.984863,92.986969,89.692802,70.615761,60.280319,90.98632,83.11924,59.827381,2293.705566,94.266739,91.754044,76.316887,66.845406,93.559616,91.12455,67.922981,55.460636,90.781914,82.164993,57.164257,47.481312,91.03434,88.570648,73.085007,61.873707,846.864624,850.076782,898.532837,877.362915,840.5390868,314.6975303,101.8489348,36.1146682,30.264467,26.03845114,868.2092895
47,-89.19973,29,6.04084,6.370862,7.91759,6.552263,-0.646943,0.609186,-1.681361,-0.252867,1.257776,-2.003198,819.77063,820.351379,851.637634,875.107361,861.243286,317.472015,330.601654,323.593262,106.264488,104.306709,105.878189,94.86821,101.429604,36.65163,40.428799,46.17046,31.493898,28.182024,29.96439,30.862589,31.031862,25.671022,25.851498,25.895517,24.188519,22.713022,32.616852,26.289536,93.872719,89.549255,66.520432,58.474552,22.072142,93.014359,76.780952,66.521324,93.654175,90.71595,71.503136,60.105709,91.248863,84.200417,60.877224,2293.720215,95.926369,92.712807,77.168495,67.545677,94.539482,92.448334,68.845406,56.187283,91.539482,83.398018,58.074268,48.089367,91.237198,87.174767,74.116753,62.484829,848.741028,853.922546,903.297729,881.948242,845.622058,323.888977,102.54944,36.5853622,30.61961367,26.175138,871.9773863
48,-89.488647,29,6.02442,6.357726,7.914306,6.555547,-0.660079,0.640384,-1.707632,-0.259435,1.274196,-2.026186,822.472046,824.022034,853.574402,878.43689,862.797485,326.807526,340.147827,331.954681,106.70916,104.754089,106.39621,96.050468,102.314377,37.187191,41.017109,46.772999,31.636482,28.533358,30.30159,31.228395,31.423288,25.846197,26.006824,26.056368,24.241377,22.791836,32.932373,26.521502,95.09877,90.833748,67.245605,59.05328,22.114923,93.965492,77.533226,67.001282,94.383331,91.835068,72.360893,60.668774,91.553398,85.167137,61.867424,2293.707275,97.95546,93.533119,78.119049,67.960152,96.40818,93.424416,69.568695,56.811378,92.391991,84.459991,58.985016,48.518688,91.764595,90.034409,75.03614,63.116447,854.448608,855.56543,905.831665,883.002991,848.2605714,332.9700113,103.2448608,37.0294278,30.98442433,26.34235386,874.7121735
49,-90.047279,29,6.041661,6.364294,7.914306,6.576071,-0.679783,0.582914,-1.661657,-0.308694,1.254492,-2.032753,824.520142,826.436646,855.305298,879.462524,864.357666,336.336548,349.57605,340.736938,107.148071,105.168602,106.944199,96.632141,103.010742,37.703571,41.599442,47.295223,31.760941,28.762766,30.643961,31.581469,31.823736,26.030098,26.417849,26.245302,24.327467,22.9268,33.219879,26.776674,96.783714,92.091629,67.926117,59.498283,22.146837,94.934273,78.338791,67.629204,95.464439,92.82238,73.124611,61.107422,92.846405,86.18158,62.83709,2293.700684,100.08886,94.275269,78.806938,68.394516,99.022011,94.577904,70.240417,57.380451,93.633286,85.524452,59.85252,49.55011,92.750084,90.965675,75.883484,63.670826,856.397949,857.406372,908.511597,883.330261,850.0164552,342.216512,103.780751,37.4243886,31.349722,26.56343843,876.4115448
