Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud3-Mid,Stud3-Bottom,Stud4-Top,Stud4-Mid,Stud4-Bottom,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Top-Left,Pb2-Top-Right,Pb2-Mid-Mid,Pb2-Bottom-Left,Pb2-Bottom-Right,Pb3-Top-Left,Pb3-Top-Right,Pb3-Mid-Mid,Pb3-Bottom-Left,Pb3-Bottom-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Top of stud,Pb4-Inbetween stud 3-4,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Average-Furnace
50,-90.570816,29,6.029346,6.354442,7.911022,6.560472,-0.771735,0.550074,-1.668225,-0.446622,1.142836,-1.993346,830.246399,830.448914,862.399719,883.489258,871.218262,345.71283,359.729919,349.512268,107.677742,105.480682,107.468842,97.417763,103.765114,38.178017,42.181717,47.717556,31.762085,28.821604,31.020164,31.947714,32.277409,26.229635,26.537624,26.451248,24.373856,22.930498,33.633377,26.94545,99.705338,93.059494,68.513847,59.797974,22.20118,95.858932,78.901596,68.092255,96.756729,93.870026,73.862343,61.429352,95.097427,86.995468,63.633617,2293.720215,101.89753,95.194962,79.743286,68.733467,101.392197,95.571877,70.902016,57.879944,94.931801,86.411476,60.645885,50.753376,93.813873,91.832375,76.871124,64.112602,857.694275,860.561646,910.419983,889.549805,855.5605104,351.6516723,104.3620286,37.7321958,31.748429,26.72881257,879.5564273
51,-91.100975,29,6.035914,6.346232,7.897886,6.535843,-0.783228,0.517233,-1.651806,-0.48603,1.132984,-1.960507,834.377075,834.881897,864.783752,887.729187,872.715942,355.342377,369.264587,358.523926,108.20327,105.819687,107.988655,97.865906,104.414589,38.64452,42.683598,48.088238,31.718767,28.910543,31.368034,32.322536,32.720356,26.369013,26.677422,26.610865,24.429474,23.00791,33.870148,27.139523,102.188568,94.033554,69.105316,60.182465,22.255056,96.800583,79.614151,68.428993,98.00856,94.704849,74.395096,61.690903,97.496269,87.469276,64.075172,2293.720703,103.269684,95.969536,80.597809,69.074867,103.103668,96.517914,71.409813,58.329002,96.155457,87.199417,61.370579,51.389599,95.11158,92.747833,77.602814,64.512634,862.709656,864.517029,915.465637,893.916687,858.8975706,361.04363,104.8584214,38.0091332,32.13697533,26.87205071,884.1522523
52,-91.566025,29,6.03263,6.339664,7.889676,6.537485,-0.830846,0.510665,-1.687929,-0.538573,1.126416,-1.960507,836.851501,837.829041,867.655396,891.104126,875.017822,364.204132,377.855255,367.283264,108.694344,106.093018,108.544815,98.295914,105.134056,39.085789,43.115623,48.359631,31.61952,29.008438,31.716934,32.656239,33.151672,26.541309,26.927492,26.774372,24.49778,23.090399,34.200619,27.360947,104.149406,94.642387,69.549889,60.382431,22.277254,97.033577,80.448746,68.491005,100.588692,95.579071,74.873474,61.826157,100.55986,87.866478,64.423218,2293.696533,104.484337,96.748184,81.245819,69.234482,104.458153,97.332733,71.804581,58.662762,97.542168,87.829712,62.044834,51.787079,91.914978,93.557823,78.149483,64.81694,864.944336,866.357117,917.814941,895.531982,861.6915772,369.7808837,105.3524294,38.2378002,32.50828167,27.05613114,886.162094
53,-91.908356,30,6.026062,6.338023,7.888034,6.507929,-0.853834,0.510665,-1.661657,-0.548425,1.126416,-1.963791,840.291992,840.345215,870.19519,894.242249,878.959839,373.271118,386.513733,376.144104,109.136887,106.493362,109.278542,98.823471,105.759605,39.538033,43.503727,48.536762,31.623646,29.158482,32.05518,32.981136,33.580528,26.778517,27.052505,26.968014,24.560776,23.169416,34.517502,27.624432,105.209473,94.890007,69.910492,60.502045,22.323498,98.029259,81.180901,68.680862,106.558441,96.8125,75.292114,61.974186,103.637856,88.389496,64.795654,2293.69751,105.622284,97.442284,81.808815,69.409088,105.65097,98.097214,72.010681,58.855446,98.914413,88.43927,62.645378,52.11459,98.861061,94.417038,78.58651,64.991272,868.609985,870.666504,921.677185,899.836487,864.806897,378.642985,105.8983734,38.47213,32.87228133,27.23873743,890.1975403
54,-92.210739,30,6.039198,6.344591,7.886392,6.522707,-0.853834,0.507381,-1.645238,-0.548425,1.1297,-1.983494,843.305786,844.109253,873.902466,896.488708,881.660034,383.04776,394.964783,385.561646,109.782127,106.967026,110.373253,99.309052,106.534264,39.983955,43.853619,48.616283,31.627085,29.288055,32.375679,33.284878,33.945396,26.990807,27.233208,27.180727,24.616846,23.224632,34.832005,27.829653,105.869835,95.388695,70.29615,60.650597,22.381531,99.099449,81.661285,68.850105,111.786087,98.068192,75.409805,62.184555,106.040604,87.473984,65.109123,2293.713623,106.52861,97.93071,82.331116,69.436401,106.595276,98.827522,72.178513,59.048115,99.904861,88.901604,63.131916,52.348293,103.659294,95.345093,78.890633,65.133102,870.460388,873.606262,922.333069,900.240295,867.8932494,387.858063,106.5931444,38.6737994,33.20198433,27.41541114,891.6600035
55,-90.51387,29,6.003074,6.290405,7.835491,6.476732,-0.935933,0.399009,-1.599263,-0.604253,1.070587,-1.937519,848.576233,847.546509,879.013123,900.754395,884.701355,392.077942,403.877289,393.672668,110.600151,107.494843,111.580559,99.692726,107.528297,40.370586,44.171448,48.725395,31.663988,29.394415,32.68372,33.537971,34.318146,27.159088,27.462206,27.374065,24.642689,23.336214,35.220894,28.11165,106.082848,95.587837,70.467819,60.763466,22.422451,100.117012,82.224098,68.882347,115.188606,99.208862,75.733124,62.252281,107.772026,89.278343,65.394119,2293.710937,106.562958,98.444672,83.134468,69.395432,107.474495,99.533302,72.353729,59.091003,101.162781,89.373878,63.563007,52.53307,107.881241,96.009552,78.897568,65.224068,873.847412,877.635803,926.299988,904.24646,872.118323,396.542633,107.3793152,38.8651664,33.513279,27.615258,895.5074158
56,-90.841194,29,6.012926,6.293689,7.833849,6.478374,-0.886674,0.405577,-1.569708,-0.607537,1.073871,-1.927667,851.865112,851.526794,882.116882,905.268616,888.9375,400.994293,412.599243,401.587677,111.753227,108.149223,113.21978,100.067917,108.652039,40.708897,44.468124,48.814617,31.655277,29.490198,32.958244,33.783222,34.634537,27.313076,27.674591,27.521347,24.735437,23.401123,35.538845,28.392424,106.372711,95.753273,70.568314,60.732948,22.433781,101.126953,82.65374,68.778473,117.97525,100.278732,75.865356,62.30386,108.683937,90.123238,65.683563,2293.718018,107.563568,99.002426,83.417946,69.382896,108.405472,100.218597,72.286819,59.208435,102.001221,89.603981,63.905727,52.602467,111.548157,97.024132,79.077492,65.299126,876.79895,879.777893,929.825867,907.749512,875.9429808,405.0604043,108.3684372,39.0274226,33.792001,27.79669186,898.5380555
57,-91.09568,29,6.011284,6.290405,7.835491,6.479195,-0.939217,0.366168,-1.546721,-0.604253,1.073871,-1.919458,855.585937,856.383423,885.162537,909.88501,892.854187,410.014008,421.737213,409.645416,113.155823,108.87442,115.104599,100.704941,110.030914,41.006882,44.726894,48.875828,31.674303,29.547157,33.221939,33.99823,34.930267,27.536995,27.855417,27.700359,24.763353,23.474808,35.855335,28.544622,106.849503,96.270798,70.697227,60.634441,22.452507,102.088013,83.004372,68.596458,120.299515,101.263062,76.252892,62.283901,108.661537,90.804573,65.942757,2293.706055,108.424248,99.52002,83.985191,69.29425,109.052032,100.877747,72.386177,59.273998,102.543915,89.948944,64.198662,52.669384,114.284019,97.977959,79.237053,65.338333,881.323853,885.171326,934.365112,912.025635,879.9742188,413.798879,109.5741394,39.1662128,34.05014533,27.96155557,903.2214815
58,-91.35701,29,6.014568,6.293689,7.833849,6.465238,-0.950711,0.362884,-1.543437,-0.604253,1.077155,-1.919458,859.289368,859.643494,888.236206,912.415222,895.404846,418.756531,431.657227,417.694489,114.882332,109.809746,117.730331,101.544548,112.083656,41.294109,45.002148,48.911514,31.698599,29.615368,33.505249,34.211365,35.217239,27.712553,28.076233,27.870369,24.859322,23.566961,36.171276,28.825741,107.425438,96.75515,70.843376,60.588215,22.479555,103.080208,83.562607,68.27137,122.999138,102.153618,76.540863,62.233891,109.013573,91.481354,66.19162,2293.700195,109.17807,100.141563,84.499413,69.230904,110.012573,101.46386,72.57415,59.262321,103.62252,90.589859,64.461761,52.617336,117.377228,98.945702,79.695396,65.323318,884.423157,888.336914,936.166016,915.387573,882.9978272,422.702749,111.2101226,39.3043476,34.31128433,28.15463643,906.078415
59,-91.547485,29,6.009642,6.293689,7.833849,6.473448,-0.972057,0.338254,-1.513882,-0.607537,1.073871,-1.90468,863.399231,863.65387,892.447449,915.927979,899.238708,427.575348,440.572449,425.982574,117.019653,110.943054,120.824287,102.685982,114.34507,41.531521,45.210979,48.902481,31.736876,29.657166,33.715054,34.422859,35.427849,27.995502,28.308729,28.029774,24.923681,23.645021,36.433502,29.137573,107.960617,97.319237,71.102989,60.491272,22.534805,104.083054,83.907028,67.897011,125.459045,103.155769,76.91095,62.171322,110.267738,92.179398,66.406876,2293.702393,109.844604,101.01902,84.986145,69.039726,103.418121,102.114166,72.834389,59.104473,104.372612,91.153267,64.714088,52.600441,120.266716,99.756454,80.137192,65.298897,888.099304,890.842651,940.591125,918.381592,886.9334474,431.3767903,113.1636092,39.4078046,34.52192067,28.35339743,909.478668
60,-91.735092,29,6.02442,6.296152,7.835491,6.4833,-0.965489,0.279142,-1.494178,-0.646945,1.050883,-1.924384,867.364929,867.071045,897.620544,919.033691,903.775696,436.279236,449.774902,434.265503,119.59346,112.293999,124.743332,104.135864,116.965103,41.743446,45.391701,48.870182,31.688972,29.669796,33.932133,34.594078,35.621975,28.122,28.374491,28.219278,24.982269,23.725616,36.718704,29.345026,108.588921,97.928009,71.372444,60.356174,22.618948,105.181252,84.386307,67.614197,129.355865,104.158432,77.229805,62.082287,111.901436,92.823502,66.605095,2293.70874,110.757324,102.078545,85.593002,68.944809,110.862419,102.793777,72.917633,58.980076,105.240181,91.849655,64.904556,52.512115,123.20192,100.668671,80.624222,65.278961,890.15564,892.845581,942.618835,921.334167,890.973181,440.106547,115.5463516,39.4728194,34.716062,28.49819771,911.7385558
61,-91.951614,30,6.001432,6.285479,7.835491,6.488226,-1.07386,0.218387,-1.490894,-0.673216,0.985203,-1.907964,868.744385,869.862976,898.820374,922.177246,904.680298,444.991486,458.878143,442.523743,122.843582,114.016258,129.820877,105.707428,119.568871,41.949886,45.555416,48.797226,31.655737,29.689774,34.138878,34.768013,35.773598,28.243883,28.642092,28.396103,25.085136,23.789118,36.972816,29.547388,109.495354,98.53965,71.63517,60.237003,22.659861,106.281204,84.987488,67.394081,132.752716,105.231827,77.596329,61.993027,113.65892,93.443954,66.828384,2293.724854,111.788574,103.250961,86.465034,68.785408,112.558784,103.519188,73.098656,58.850056,106.140678,92.549591,65.095238,52.391785,126.016014,101.554237,81.073456,65.214211,894.134216,894.807495,946.179749,922.452698,892.8570558,448.7977907,118.3914032,39.5296078,34.89349633,28.66807657,914.3935395
62,-90.362457,29,5.982549,6.231294,7.786232,6.435683,-1.178947,0.106731,-1.385809,-0.788156,0.845633,-1.801236,872.614441,873.695496,902.685669,925.621826,908.934204,454.587494,468.155853,451.411407,127.042015,116.272232,136.549561,107.469971,122.533432,42.138577,45.666809,48.708904,31.665592,29.727434,34.315861,34.927299,35.911499,28.508759,28.893538,28.547152,25.123423,23.863932,37.229607,29.806885,110.566635,99.386948,72.00106,60.043312,22.717876,107.690857,85.591888,66.963211,136.203232,106.543304,78.125763,61.751915,115.443382,94.158905,67.057045,2293.71167,113.055359,104.684784,87.031776,68.587051,113.913475,104.398338,73.618896,58.594711,107.231934,93.308311,65.321526,52.235165,128.932175,102.489571,81.548691,65.106659,895.398071,898.82782,947.891479,926.114441,896.7103272,458.0515847,121.9734422,39.5814632,35.051553,28.853328,917.0579528
63,-90.816254,29,5.969413,6.231294,7.779664,6.419263,-1.201935,0.004926,-1.339835,-0.847268,0.775026,-1.770039,874.745178,877.21228,904.608093,928.595764,910.195068,463.527924,477.681854,459.80542,132.909149,119.157585,143.855392,109.704941,125.815407,42.276844,45.748314,48.597309,31.652985,29.756828,34.495785,35.079018,36.020622,28.657263,29.121489,28.661171,25.143486,23.865547,37.419537,30.024078,111.985519,100.419067,72.381256,59.799099,22.783516,109.244377,86.264938,66.466225,139.291779,107.998833,78.909882,61.442364,117.690086,94.928207,67.29644,2293.705078,114.620834,105.709015,87.960625,68.456978,115.620522,105.613701,74.228401,58.302273,108.048813,93.469559,65.488213,52.017673,132.241074,103.407516,82.096489,64.994858,898.232971,899.9729,949.756714,927.746399,899.0712766,467.005066,126.2884948,39.606456,35.198475,28.984653,918.927246
64,-91.258125,29,5.95874,6.241146,7.768169,6.397917,-1.339862,-0.113299,-1.300428,-0.912947,0.623962,-1.701076,880.348022,880.631531,910.189026,932.484314,915.930542,472.938019,487.625793,468.416656,141.138718,123.494621,151.540863,112.545181,130.111481,42.366287,45.788837,48.407528,31.660549,29.79196,34.642307,35.206501,36.107822,28.846195,29.286676,28.84137,25.198835,23.993454,37.665733,30.204964,113.985168,101.816826,72.869522,59.49604,22.837366,111.195625,87.200539,65.929085,144.437454,109.901878,80.055275,60.955532,121.146202,95.864326,67.643089,2293.717285,116.806007,107.518127,88.904968,67.925667,118.007095,107.281433,74.997437,57.97385,109.872902,94.479721,65.814842,51.75597,136.064224,104.485916,82.796585,64.887749,901.153381,905.867126,953.101746,931.194275,903.916687,476.3268227,131.7661728,39.6030322,35.31887667,29.14817529,922.829132
65,-91.92778,30,5.96695,6.239503,7.756676,6.389708,-1.559888,-0.415429,-1.129664,-1.09685,0.410501,-1.563151,880.124756,882.869263,910.381042,933.971436,914.586365,482.773895,497.716705,476.893768,151.766052,130.317398,160.243439,116.825325,135.241135,42.416679,45.759632,48.203262,31.684845,29.830994,34.775101,35.331913,36.176525,28.994192,29.495251,28.928469,25.226507,24.07033,37.763058,30.442728,116.884186,104.040176,73.607933,59.133217,22.92449,113.780975,88.47805,65.156853,150.391098,112.413239,81.567268,60.416092,124.923027,97.267723,68.178009,2293.718018,120.1269,110.223587,90.540955,67.569862,121.372017,109.638618,75.973877,57.585835,112.276093,96.14444,66.268448,51.326687,140.508286,105.872314,83.810066,64.879013,903.683411,906.316711,955.491821,930.144287,904.3865724,485.7947893,138.8786698,39.5790824,35.42784633,29.27436214,923.9090575
66,-92.962715,30,5.981728,6.216516,7.74354,6.404485,-1.845594,-0.783239,-0.870236,-1.323445,0.134644,-1.375967,886.981689,887.480957,917.180298,937.632019,922.071228,492.470306,509.3237,485.034668,162.474869,139.312714,173.33136,122.269394,142.991943,42.426212,45.643944,47.975235,31.760481,29.870256,34.893936,35.424423,36.216927,29.191795,29.734095,29.05991,25.233656,24.155048,38.032196,30.690994,121.718422,107.291153,74.781067,58.811657,23.030554,117.447029,90.97757,64.182747,159.74437,115.975311,84.023933,60.004707,131.099091,99.181175,69.095245,2293.722656,125.377724,114.153313,93.130905,67.691002,126.94165,113.029053,77.865967,57.133018,115.726364,98.078316,67.054581,50.90834,146.32843,107.786278,85.435066,64.838905,906.904846,911.235107,957.731995,936.804199,910.2692382,495.609558,148.076056,39.5352256,35.511762,29.44252771,928.1690368
67,-88.761826,29,5.812603,6.101577,7.597404,6.24193,-2.357893,-1.41377,-0.456463,-1.74051,-0.459761,-1.014735,886.888672,890.181885,915.663513,940.597656,921.987183,502.681488,521.114746,494.107941,169.560364,151.908173,186.615585,128.624817,150.607162,42.442329,45.494732,47.785145,31.899591,29.937986,34.988537,35.525143,36.234272,29.282084,29.830305,29.105865,25.26963,24.173285,38.140427,30.870157,127.424545,112.041725,76.526321,58.49881,23.056433,122.322067,94.008842,63.826385,168.593887,120.356903,86.975746,60.778275,137.515091,101.761604,70.332634,2293.713135,132.140884,119.535408,96.757629,68.251442,134.059158,117.23674,80.015434,56.770916,119.927895,100.399696,68.081734,50.687958,149.935181,110.202751,87.354744,64.764954,910.843262,910.541077,961.893738,936.989258,911.0637818,505.9680583,157.4632202,39.5119566,35.58265067,29.52453614,930.0668338
69,-90.76107,29,5.792079,6.04657,7.5777,6.196775,-2.822575,-1.97862,-0.08374,-2.167427,-0.972066,-0.648577,891.275757,891.636597,921.467041,941.777466,925.848816,513.588379,534.455994,503.246429,181.880112,160.790421,203.861923,136.967896,158.240173,42.560585,45.405289,47.536251,32.021267,30.021095,35.076504,35.607586,36.231762,29.339973,30.004335,29.203053,25.322666,24.247608,38.254112,30.982092,135.983795,116.68351,78.661255,58.388977,23.136608,128.283661,97.278297,63.847675,178.023239,125.545158,90.068504,62.700092,145.155609,104.851837,71.96212,2293.71167,141.532913,125.45356,100.943993,70.006966,143.906143,122.196213,83.366447,56.267776,125.408562,103.166374,69.521461,51.206947,156.325607,113.149246,89.795975,64.66143,910.798462,913.444153,961.553284,939.218933,914.4011354,517.096934,168.348105,39.5088974,35.63861733,29.621977,931.253708
70,-90.995255,29,5.733788,5.97186,7.477539,6.161473,-3.533555,-2.802907,0.479451,-2.719135,-1.687979,-0.223307,893.400879,895.440857,923.887085,945.246521,928.209717,525.534302,547.402161,512.990662,202.542648,166.663849,220.976486,143.895523,166.291092,42.653412,45.302704,47.277584,32.22953,30.131052,35.136593,35.67244,36.214417,29.615139,30.176271,29.394644,25.37224,24.320774,38.365734,31.231148,146.706024,123.298195,81.551598,58.102127,23.257669,135.714767,101.16436,64.465347,186.564545,132.613037,94.381088,65.535034,151.723007,109.034615,74.148972,2293.702881,149.990219,131.991852,105.039001,72.110489,152.629547,128.917297,88.351379,56.053936,132.178024,106.736732,71.405342,52.123383,161.969437,116.948967,93.063988,65.010094,913.346741,915.583618,963.568054,941.131714,917.2370118,528.642375,180.0739196,39.5188564,35.67448333,29.78227857,933.4075318
71,-92.536736,30,5.663183,5.891403,7.298563,6.099078,-4.433361,-3.899766,1.221615,-3.415338,-2.531967,0.348097,894.781189,897.834045,922.495728,947.734619,927.054382,539.903198,560.613708,525.673584,221.819473,188.613266,237.994476,156.43898,176.571259,42.732162,45.103622,47.056866,32.536007,30.304344,35.193481,35.732498,36.214188,29.726517,30.326147,29.498236,25.414434,24.393934,38.515842,31.451715,156.354828,132.7229,85.421844,57.302246,23.36994,146.035858,106.907356,67.204849,195.015503,142.320618,99.970398,69.053383,158.598862,114.739998,77.087273,2293.703369,159.24675,141.651581,111.304367,74.574768,162.116455,138.375504,94.62014,57.169201,139.228485,111.468628,73.825645,53.373081,166.508743,122.255035,96.932594,67.963287,918.090576,917.216553,967.862915,942.979248,917.9799926,542.0634967,196.2874908,39.5466002,35.713389,29.90383214,936.537323
72,-90.864365,29,5.500626,5.746909,7.136007,5.997276,-5.494081,-5.190381,2.075432,-4.357838,-3.799591,0.965477,898.562134,900.473267,927.711914,950.087158,932.055847,553.141907,574.594604,537.347534,239.040817,211.936569,254.117447,168.951935,187.84259,42.893955,44.846745,46.995575,32.889103,30.502621,35.21838,35.790035,36.196613,29.822039,30.49,29.523043,25.42481,24.408243,38.596241,31.514301,166.771515,142.597,90.433937,57.772549,23.509684,157.347794,112.351578,70.53653,212.228012,152.698547,106.319839,72.715347,166.630585,120.489449,80.674133,2293.728027,172.337692,153.223282,120.755951,77.831505,176.493469,148.376785,101.926155,59.585838,147.829742,116.362434,76.723892,54.786358,174.023376,128.31752,101.860786,68.951523,917.786194,919.807312,968.336304,946.448425,921.778064,555.028015,212.3778716,39.6255998,35.73500933,29.96838243,938.0945588
73,-91.134743,29,5.367625,5.567933,6.994796,5.793672,-6.650035,-6.658329,3.034335,-5.346313,-5.011384,1.947374,900.376221,901.807373,927.349609,950.633545,931.602417,567.177551,588.152222,549.520325,256.549652,232.670334,270.715515,181.030502,198.610764,43.158047,44.689056,47.141449,33.343468,30.781612,35.260185,35.873146,36.192959,29.957272,30.556084,29.564154,25.426424,24.429705,38.70578,31.731604,185.470367,152.863647,96.317345,60.570713,23.643406,170.339462,119.141197,73.839523,225.661942,163.863342,113.254707,75.157417,173.17746,126.542313,84.748039,2293.723877,189.685257,166.110199,130.997345,81.608681,193.261032,159.189194,110.899338,62.569366,159.232605,121.867264,80.064896,56.360863,182.146454,135.370667,107.215652,70.683128,922.228455,921.387939,969.819946,946.65918,922.353833,568.283366,227.9153534,39.8227264,35.77543,30.05300329,940.02388
74,-91.384819,29,5.211637,5.367611,6.805969,5.601561,-7.868383,-8.05731,4.075336,-6.331502,-6.318412,2.857025,901.276062,904.496216,928.461426,952.880493,932.905701,581.723633,600.92981,562.118774,275.43985,252.120209,290.052368,190.906311,209.009628,43.530716,44.630371,47.491257,33.844757,31.151575,35.32803,35.959671,36.189308,30.050709,30.596466,29.621109,25.440489,24.524088,38.700542,31.791651,200.989594,164.293976,103.383606,64.184769,23.760254,185.772644,128.248886,77.45446,239.778763,175.985687,121.335785,78.191551,181.564346,132.713486,89.168228,2293.701904,206.11557,180.050919,141.974655,86.356354,208.556671,171.197784,120.241669,66.485489,169.400757,127.925194,83.690033,58.000362,192.306473,143.249512,113.831116,73.517982,923.68811,922.45874,971.788391,947.22113,924.0039796,581.590739,243.5056732,40.1297352,35.82566967,30.10357914,941.2890928
75,-90.147705,29,4.994895,5.111462,6.431598,5.360191,-9.305113,-9.738713,5.241127,-7.635236,-7.773218,3.91117,902.464417,905.967102,928.519104,954.123047,933.196228,595.939148,612.702454,575.148682,301.279449,273.750977,324.280792,199.722992,220.55307,44.06287,44.730518,48.079876,34.474525,31.623417,35.395412,36.066734,36.205742,30.093176,30.812351,29.680359,25.528559,24.538393,38.736523,31.929382,218.221817,177.452255,112.920433,69.472435,23.93412,203.960571,141.321167,81.833214,257.981476,189.941116,132.194305,82.724937,192.660156,139.405472,94.662384,2293.694824,225.121002,195.913467,155.776871,91.738785,225.442474,184.187668,130.58403,70.308235,180.134338,134.525162,88.259682,59.724346,205.059708,153.195953,122.487602,77.296936,925.40448,923.346558,972.947998,949.044983,924.8539796,594.5967613,263.917456,40.5942412,35.889296,30.18839186,942.6860048
76,-91.606857,29,4.781437,4.884869,6.198437,5.185322,-11.139198,-11.893007,6.681127,-9.204968,-9.773162,5.172204,910.362854,910.152344,940.860535,985.355469,937.320496,606.343079,621.323853,588.403137,347.448212,301.12027,374.786377,208.760498,230.910553,44.844933,45.018909,49.091969,35.14185,32.195168,35.524914,36.243401,36.27467,30.29241,30.837355,29.704012,25.58112,24.609924,38.911167,31.976128,238.952927,198.199554,125.131752,74.442986,24.151356,228.755539,157.763672,86.226616,280.217468,209.707703,147.136597,88.769089,206.450424,147.085312,100.491379,2293.704102,245.361954,215.658295,173.145325,98.846207,241.174469,199.740921,142.913544,74.022774,190.329575,141.965439,93.158974,61.836922,220.188202,165.000793,132.127579,81.581146,927.677734,930.933899,966.977356,948.258789,936.8103396,605.3566897,292.605182,41.2585658,36.01432833,30.27315943,943.4619445
77,-95.286194,31,4.541708,4.589313,5.902881,4.885662,-14.222821,-15.429849,8.932257,-11.694205,-12.62365,7.15571,912.890991,910.877075,941.860474,986.29657,939.389587,612.950439,633.504211,599.30835,425.93689,349.290466,430.654236,218.53035,240.893555,46.408295,45.625603,52.174992,35.874058,32.917721,35.709206,36.514278,36.419353,30.4067,30.930485,29.752005,25.645666,24.683527,39.00201,32.072136,268.627655,239.537491,144.773193,81.964851,24.466858,262.830444,180.640198,94.366936,317.862518,247.115784,172.55513,97.61573,220.648499,155.935898,106.887474,2293.719482,272.901367,246.908722,199.985138,108.087257,262.889893,225.318756,162.880249,78.576668,200.531967,150.085754,98.902252,64.211433,236.450256,179.172516,143.256424,86.971718,928.437988,931.061279,967.753052,949.247437,938.2629394,615.2543333,333.0610994,42.6001338,36.214279,30.35607557,944.124939
78,-90.452957,29,4.076205,4.040893,5.251016,4.338887,-18.181604,-19.968287,11.684191,-15.13578,-16.524998,9.457762,916.342712,914.719727,945.836731,989.634827,942.619812,625.863037,645.93573,607.377747,479.217896,410.5979,494.468079,226.623093,251.70993,50.569069,46.716446,60.919182,36.733078,33.721687,36.094357,36.980114,36.686768,30.500555,31.093555,29.84523,25.658575,24.723902,39.123806,32.229073,310.032898,286.393799,173.807526,87.45829,24.888618,317.651947,213.000504,103.936378,352.74762,304.574371,209.853149,111.253395,237.623184,167.088486,114.740906,2293.70874,312.142578,295.000854,242.134201,121.731415,297.135498,269.454681,195.620682,85.116516,211.284882,159.668701,106.046249,66.48571,254.535294,196.910095,162.495316,93.797028,931.017639,935.601685,970.321777,952.020874,941.8307618,626.3921713,372.5233796,45.7318924,36.58707967,30.453528,947.2404938
79,-92.411369,30,3.934174,3.825794,4.696029,3.954666,-21.289841,-23.028931,12.91895,-17.789202,-19.421446,10.925691,919.457703,918.877502,948.800903,993.102966,946.589478,648.467102,669.680786,618.48761,533.300598,458.865875,512.235291,238.373062,261.523285,59.681023,48.7141,73.624718,37.817532,34.759789,37.030975,38.321316,37.23827,30.582012,31.106627,29.918472,25.721273,24.771196,39.312958,32.322994,337.185211,299.256317,199.998871,102.253723,25.359789,391.398163,254.034927,121.158508,388.728851,350.706055,245.692123,128.046661,270.896423,187.487198,126.735222,2293.700928,357.292633,345.208923,287.550476,141.86795,338.333862,318.34082,229.286087,97.110725,223.850906,173.47641,116.160683,70.469391,275.321594,225.614532,192.045273,105.718048,933.889038,937.867432,973.486328,956.707336,945.3657104,645.545166,400.8596222,50.9194324,37.530187,30.53364743,950.4875335
80,-87.78891,28,3.753556,3.746979,4.126264,3.356991,-23.250341,-24.230856,13.053592,-19.700451,-20.964901,11.316483,919.602417,919.637268,948.811035,992.557251,945.937256,684.269165,706.06842,632.231323,501.43924,501.788391,455.507416,251.04277,275.286469,67.763329,52.571373,79.782898,39.451557,35.901455,39.118797,40.728901,38.799828,30.625835,31.183451,29.978394,25.773365,24.843174,39.513912,32.393318,354.379456,295.811218,212.286301,111.070808,25.633911,425.207489,295.669556,137.679276,405.99942,361.947662,260.590424,140.223206,298.771301,208.88089,142.24408,2293.715332,401.904724,396.395203,333.992096,163.436249,376.575592,357.621185,258.686584,111.130608,239.232452,190.898392,129.326111,75.115349,302.216827,254.863724,222.414505,119.656967,933.680664,937.394043,973.887146,955.471313,945.3090454,674.189636,397.0128572,55.0941224,39.54917533,30.61592129,950.1082915
