Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load-in-kN,Stud3-Axial,Stud4-Axial,Stud3-Top,Stud4-Top,Stud3-Mid,Stud4-Mid,Stud3-Bottom,Stud4-Bottom,Stud2-Mid,Stud5-Mid,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Mid-Left,Pb2-Mid-Mid,Pb2-Mid-Right,Pb3-Fire-Mid-Left,Pb3-Fire-Mid-Mid,Pb3-Fire-Mid-Right,Pb3-Amb-Mid-Left,Pb3-Amb-Mid-Mid,Pb3-Amb-Mid-Right,Pb4-Mid-Left,Pb4-Mid-Mid,Pb4-Mid-Right,Pb4-Pb5-Mid-Left,Pb4-Pb5-Mid-Mid,Pb4-Pb5-Mid-Right,Pb5-Top-Left,Pb5-Top-Right,Pb5-Mid-Mid,Pb5-Bottom-Left,Pb5-Bottom-Right,Stud2-Mid-Fire-HF,Stud3-Top-Fire-HF,Stud3-Mid-Fire-HF,Stud3-Bottom-Fire-HF,Stud4-Top-Fire-HF,Stud4-Mid-Fire-HF,Stud4-Bottom-Fire-HF,Stud5-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud3-Top-Fire-CF,Stud3-Mid-Fire-CF,Stud3-Bottom-Fire-CF,Stud4-Top-Fire-CF,Stud4-Mid-Fire-CF,Stud4-Bottom-Fire-CF,Stud5-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud3-Top-Amb-HF,Stud3-Mid-Amb-HF,Stud3-Bottom-Amb-HF,Stud4-Top-Amb-HF,Stud4-Mid-Amb-HF,Stud4-Bottom-Amb-HF,Stud5-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Amb-CF,Stud3-Mid-Amb-CF,Stud3-Bottom-Amb-CF,Stud4-Top-Amb-CF,Stud4-Mid-Amb-CF,Stud4-Bottom-Amb-CF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Right,Furnace-Bottom-Left,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3-Fire,Average-Pb3-Amb,Average-Pb4,Average-Pb4-Pb5,Average-Pb5
1,-0.206149,0.066235674,0.001642,-0.00821,0.001642,0.019704,0.003284,0,-0.024629,0.006568,-0.003284,0.003284,20.199463,20.180237,19.926794,19.829943,20.610781,20.605223,19.74073,19.711069,20.521164,19.572021,19.59149,19.565996,19.567619,19.5653,23.594213,19.515471,19.587549,19.472824,19.245197,19.752087,18.767782,18.145636,19.628338,20.151976,21.110605,20.284933,20.528343,20.763597,19.482559,19.583147,19.658928,19.497393,20.148964,20.067421,19.842688,19.916599,19.815346,19.955755,19.782673,19.659855,19.922159,19.786381,19.628107,19.660318,19.662405,19.894356,19.816273,19.661015,19.833651,19.881613,19.619068,19.709215,19.535635,19.730766,19.94417,19.785454,19.702496,20.048193,19.802832,19.925404,20.286787,20.36762,19.652439,19.976143,20.07074725,20.03410925,19.711069,19.5817555,19.566305,19.55151,19.490036,18.847252,20.515838
2,-0.23131,0.074319903,0,-0.005747,0.006568,0.00821,0,0,-0.013136,0.006568,0,0,20.206181,20.17491,19.923782,19.835272,20.610781,20.602213,19.724974,19.701569,20.542933,19.552786,19.582914,19.55603,19.56391,19.547918,23.575739,19.50226,19.598211,19.464481,19.23801,19.734938,18.777754,18.124058,19.616287,20.177689,21.113613,20.246021,20.475775,20.667973,19.477692,19.581987,19.641315,19.482328,20.13854,20.047266,19.83087,19.887405,19.792868,19.934208,19.76066,19.648731,19.921232,19.755793,19.626253,19.635754,19.65522,19.87443,19.80793,19.65522,19.830406,19.841064,19.623936,19.686506,19.524279,19.718021,19.936756,19.774099,19.701801,20.032207,19.786612,19.908258,20.276363,20.337742,19.70319,20.006262,20.08088925,20.03503625,19.701569,19.56785,19.55595267,19.5502355,19.479143,18.83936633,20.512441
3,-0.250733,0.080560513,0,-0.001642,0.011494,0.009852,0,0,-0.021345,-0.006568,-0.006568,0,20.373642,20.389391,20.19066,20.039854,20.597813,20.592951,19.705276,19.708752,20.551731,19.530304,19.575035,19.552322,19.548845,19.543514,23.529778,19.489977,19.597748,19.458223,19.2139,19.730536,18.772188,18.109903,19.594967,20.167728,21.106901,20.242779,20.4459,20.673298,19.446171,19.553017,19.593111,19.451502,20.118618,20.01298,19.803295,19.878138,19.769928,19.910112,19.722889,19.639925,19.906404,19.730072,19.604467,19.623472,19.631119,19.861454,19.781052,19.64456,19.8311,19.827858,19.609798,19.66704,19.493221,19.707361,19.890186,19.769001,19.695312,20.00186,19.759037,19.901772,20.515606,20.655933,19.946718,20.486197,20.4011135,20.24838675,19.708752,19.5526695,19.548227,19.5438625,19.467553,18.825686,20.50580267
3,-0.299732,0.096303892,0,-0.001642,0.018062,0.019704,0,0,-0.044333,0,0.003284,-0.006568,20.58716,20.650145,20.530426,20.249033,20.590866,20.587393,19.681408,19.705507,20.544552,19.51524,19.5653,19.537722,19.530073,19.534941,23.551256,19.494379,19.597748,19.421833,19.204859,19.706898,18.77961,18.104567,19.581524,20.154987,21.102272,20.208265,20.430151,20.686728,19.443157,19.55603,19.57712,19.448488,20.107731,19.983093,19.784294,19.859138,19.75811,19.902466,19.695312,19.634132,19.893198,19.70574,19.58894,19.606785,19.626947,19.844309,19.757647,19.651281,19.826931,19.797272,19.586159,19.65383,19.48789,19.695776,19.870955,19.762281,19.683725,19.991898,19.764135,19.874662,20.998343,21.203415,20.56632,21.072182,20.960065,20.504191,19.705507,19.54027,19.53424533,19.5460635,19.44453,18.82190033,20.488508
4,-0.346083,0.111196468,-0.001642,-0.011494,0.014778,-0.006568,-0.003284,-0.006568,-0.027913,-0.009852,0,0,20.600822,20.542006,20.427372,20.131359,20.573036,20.568172,19.673759,19.699947,20.563311,19.481865,19.551859,19.518253,19.521034,19.511995,23.545021,19.481632,19.597284,19.405838,19.182604,19.696239,18.770332,18.07765,19.569241,20.181627,21.108059,20.172592,20.435247,20.650145,19.433189,19.542356,19.549541,19.435509,20.112827,19.948805,19.782673,19.841528,19.747219,19.864004,19.673759,19.634596,19.902697,19.68697,19.59543,19.585695,19.609335,19.816734,19.734938,19.63784,19.849174,19.778965,19.586159,19.627411,19.481401,19.679554,19.851028,19.76877,19.701105,19.965254,19.75116,19.866089,21.249008,21.465607,20.776564,21.354998,21.21154425,20.42538975,19.699947,19.516862,19.517094,19.539458,19.428227,18.805741,20.487426
5,-0.362636,0.116514947,-0.001642,-0.001642,-0.146136,-0.262716,0,-0.001642,-0.024629,-0.003284,0,-0.042691,87.146973,74.439178,69.781792,73.824974,20.633009,20.552658,19.652672,19.699947,20.564236,19.461931,19.535868,19.511068,19.497625,19.500637,23.505987,19.483023,19.607248,19.387295,19.157564,19.686737,18.766623,18.060711,19.550236,20.19066,21.110142,20.156609,20.422741,20.69599,19.427395,19.533548,19.536795,19.438057,20.109816,19.922392,19.765757,19.814419,19.752781,19.846394,19.656147,19.632973,19.900148,19.64572,19.582684,19.568083,19.610493,19.805613,19.706898,19.633669,19.839211,19.753475,19.572948,19.604004,19.484413,19.672832,19.819979,19.76066,19.712692,19.941158,19.76066,19.86215,90.027458,88.931427,66.220291,62.946278,77.0313635,76.29822925,19.699947,19.4988995,19.50311,19.5451355,19.410532,18.79252333,20.48580367
6,-0.408104,0.131123815,0,-0.012315,-0.399,-0.554987,-0.183903,-0.203605,-0.057468,-0.01642,0.111653,-0.213457,172.892014,235.241302,221.914398,153.120468,20.835369,20.548952,19.993055,19.923086,20.570488,19.437826,19.541893,19.485804,19.489513,19.485804,23.503447,19.470739,19.61397,19.37756,19.166607,19.681871,18.781927,18.043076,19.541197,20.217531,21.139305,20.157072,20.453079,20.692286,19.561825,19.559044,19.534477,19.464712,20.11051,19.893198,19.751854,19.804918,19.742817,19.846394,19.628571,19.628571,19.888796,19.651049,19.567156,19.598442,19.591026,19.798199,19.68581,19.634596,19.84848,19.734243,19.561825,19.604931,19.460077,19.666113,19.784063,19.761354,19.708057,19.950426,19.748842,19.870724,250.348618,372.773224,241.973343,259.229309,281.0811235,195.7920455,19.923086,19.4898595,19.48704033,19.5423545,19.40867933,18.78873333,20.504636
7,2.018669,-0.64859835,0,-0.00821,-0.536925,-0.722468,-0.269286,-0.302124,-0.129715,-0.128076,0.174047,-0.338248,222.301529,280.219055,264.371338,192.112854,20.915701,20.559141,23.935736,22.2502,20.578362,19.448025,19.532158,19.474447,19.468189,19.470739,23.48012,19.466335,19.594967,19.348352,19.1469,19.670052,18.760361,18.030544,19.517094,20.239536,21.191149,20.117924,20.42135,20.68256,19.667503,19.645023,19.518948,19.467726,20.16958,19.876516,19.765526,19.833418,19.760197,19.822992,19.611883,19.627874,19.915442,19.599833,19.575035,19.621618,19.57712,19.773869,19.66843,19.633205,19.854736,19.707361,19.564837,19.589172,19.464018,19.655684,19.779892,19.750463,19.715473,19.918453,19.758806,19.84593,358.621368,503.653778,377.328674,368.930145,402.1334913,239.751194,22.2502,19.4900915,19.471125,19.530651,19.38843467,18.769333,20.516203
8,1.59975,-0.513999675,0,-0.004926,-0.64858,-0.889949,-0.341534,-0.407211,-0.203603,-0.244659,0.259428,-0.433483,257.228699,316.039337,315.628296,226.73082,21.005981,20.622358,37.540588,29.550833,20.575119,19.591721,19.620922,19.464945,19.575962,19.493685,23.46834,19.460772,19.609566,19.339544,19.118151,19.65661,18.752707,18.013605,19.499247,20.261772,21.776085,20.105413,20.423204,20.659637,19.792406,19.814419,19.566692,19.557653,20.394718,19.95228,19.902002,19.929806,19.806309,19.849405,19.592417,19.635754,19.996761,19.619764,19.579206,19.67515,19.556494,19.763441,19.642706,19.638535,19.850101,19.697397,19.537722,19.590099,19.445705,19.648268,19.744671,19.758343,19.708984,19.903856,19.744671,19.849405,426.494507,560.915833,476.486786,434.682556,474.6449205,278.906788,29.550833,19.6063215,19.51153067,19.535169,19.371435,18.75518633,20.71442333
8,0.928773,-0.298414765,0.001642,-0.009852,-0.835765,-1.067282,-0.492597,-0.545137,-0.267639,-0.292277,0.344809,-0.571409,399.510498,466.871338,513.025696,386.03714,21.324221,20.73975,53.099884,42.297501,20.59457,20.107731,20.099623,19.464481,19.89065,19.61142,23.458639,19.4566,19.691141,19.312191,19.120007,19.651281,18.756418,17.994808,19.494379,20.266172,22.30477,20.10611,20.441036,20.639725,20.167032,20.220078,19.738878,19.828785,21.006676,20.232819,20.282387,20.22888,19.980545,19.900845,19.64711,19.661245,20.237452,19.675846,19.673065,19.936293,19.555103,19.747219,19.604237,19.618605,19.843382,19.657307,19.524973,19.597748,19.43458,19.637144,19.72312,19.745134,19.714314,19.887636,19.746756,19.838516,571.37854,684.477966,624.345703,584.807678,616.2524718,441.361168,42.297501,20.103677,19.655517,19.5738705,19.36115967,18.748535,20.89235067
9,0.999623,-0.32117887,0.001642,0.000821,-1.042653,-1.27417,-0.582907,-0.640372,-0.31854,-0.402291,0.417055,-0.702767,380.139038,417.658875,437.236359,378.962952,21.201332,20.926813,66.183777,58.204559,20.588087,21.76984,21.589392,19.551395,20.315971,19.848711,23.430691,19.495075,19.904783,19.313814,19.097284,19.660318,18.750156,17.987846,19.470276,20.284239,21.569263,20.095917,20.442657,20.674225,20.630463,21.383692,20.22888,20.516533,22.421295,21.246,21.055748,21.094402,20.243704,20.330563,19.777344,19.747219,20.531122,20.12742,19.814419,20.43293,19.551395,19.742121,19.593807,19.638535,19.870955,19.642939,19.507359,19.631582,19.43852,19.619995,19.696703,19.749769,19.717327,19.864931,19.740963,19.859138,546.443542,612.595276,585.601807,558.585205,575.8064575,403.499306,58.204559,21.679616,19.905359,19.699929,19.35713867,18.73609267,20.64980633
10,7.468368,-2.399586638,-0.298834,-0.180615,-1.279097,-1.550021,-0.972058,-0.972052,-0.484377,-0.472897,0.820974,-0.955632,426.086029,473.460876,499.111176,423.464325,21.308716,21.010611,73.068222,65.477905,20.615179,25.152712,24.767506,19.807003,22.370663,20.551731,23.392807,19.568777,20.554741,19.283215,19.082214,19.630192,18.749228,17.949326,19.449183,20.283545,21.413311,20.050974,20.445206,20.642735,21.571344,23.398121,21.418402,21.966681,24.952053,23.4002,22.662634,22.666101,21.511883,21.36171,20.378736,19.997921,21.720335,21.466532,20.216372,21.532244,19.565765,19.71246,19.610262,19.609798,19.906404,19.624166,19.502956,19.675383,19.441303,19.594038,19.693226,19.739573,19.725668,19.841297,19.748842,19.850565,561.425537,631.621399,595.600098,569.038696,589.4214325,455.5306015,65.477905,24.960109,20.909799,20.061759,19.33187367,18.71591233,20.58261
11,6.872435,-2.208113366,-0.298834,-0.17651,-1.485986,-1.773329,-1.126405,-1.146101,-0.586178,-0.592763,0.962182,-1.093558,485.272675,515.676636,544.369202,488.015228,21.408453,21.075191,77.609306,70.964005,20.646671,30.062876,29.498926,20.493374,26.379839,21.707148,23.303179,19.78499,21.812864,19.263046,19.088938,19.632509,18.747374,17.940273,19.434116,20.28586,21.375593,20.052826,20.467901,20.647135,23.408285,26.32939,23.742935,24.233297,28.736794,26.976072,25.197681,25.28923,24.954128,23.092247,22.528564,20.735813,24.347546,23.459332,21.213137,23.965288,19.603077,19.746988,19.611189,19.641315,19.946951,19.628571,19.501101,19.783136,19.428322,19.596588,19.684652,19.746292,19.723583,19.829248,19.71385,19.87443,586.20874,649.701843,621.50885,599.340759,614.190048,508.3334353,70.964005,29.780901,22.86012033,20.798927,19.32816433,18.70725433,20.57142633
12,6.346689,-2.039191176,-0.298834,-0.183078,-1.630479,-1.976934,-1.293888,-1.330003,-0.733955,-0.788162,1.106674,-1.284028,522.441895,540.488281,567.359619,527.091431,21.508644,21.133057,80.311317,75.127434,20.685802,35.874058,35.988663,21.720797,26.548679,24.953667,23.050888,20.271036,23.839457,19.264206,19.1367,19.638071,18.741343,17.915674,19.417196,20.294662,21.352684,20.025721,20.488976,20.649912,26.571711,29.972425,27.880032,27.315607,34.371189,31.734583,29.00683,29.043596,29.535215,25.287617,26.565033,22.54174,28.966846,26.530945,23.220013,27.692537,19.73123,19.808626,19.687664,19.696703,20.067884,19.669125,19.540966,19.962242,19.426237,19.599602,19.690445,19.754402,19.734938,19.822065,19.716631,19.892965,603.753357,657.967468,633.463074,615.828247,627.7530365,539.3453065,75.127434,35.9313605,24.40771433,22.0552465,19.34632567,18.69140433,20.557689
13,5.739499,-1.844101029,-0.300476,-0.178973,-1.880059,-2.272488,-1.566458,-1.582867,-0.876805,-0.962214,1.329979,-1.507337,543.586609,559.132263,567.143066,551.178162,21.558157,21.169624,81.328194,78.097565,20.702473,42.364925,42.131084,23.864393,27.496265,28.134418,22.553299,21.077505,26.054523,19.276957,19.185385,19.654293,18.734617,17.913122,19.381964,20.312033,21.319824,20.031282,20.46628,20.645744,30.315361,34.299168,32.346359,31.096306,40.122704,37.224815,33.169296,33.765381,33.828285,28.368511,30.021553,25.586884,33.639786,30.040379,25.731184,31.705475,19.959461,19.947182,19.848248,19.804222,20.245327,19.725668,19.614897,20.258991,19.456367,19.642939,19.713156,19.75927,19.790089,19.810015,19.725901,19.920074,613.370361,667.65332,642.390625,629.610596,638.2562255,555.260025,78.097565,42.2480045,26.49835867,23.566014,19.37221167,18.67656767,20.55437967
13,5.081324,-1.632629401,-0.298834,-0.180615,-2.06396,-2.492512,-1.819324,-1.901411,-1.121457,-1.162538,1.546716,-1.760201,569.359009,579.830811,579.477966,554.07074,21.625715,21.208275,81.712776,80.203659,20.752947,49.241009,48.351044,26.86095,29.561398,30.333033,21.820036,21.981714,28.439098,19.298515,19.288548,19.721962,18.742502,17.901054,19.381269,20.307865,21.321444,20.028965,20.466047,20.642504,34.944206,39.557831,37.356838,35.878624,46.19875,42.810226,38.126526,39.125397,36.806763,32.428593,33.134964,28.88986,38.018524,33.778419,29.201674,35.230259,20.287251,20.266403,20.107498,19.978691,20.535753,19.855661,19.738182,20.77309,19.484877,19.702726,19.755329,19.789392,19.835272,19.828552,19.73123,19.987263,625.02179,677.874695,656.177856,645.440918,651.1288148,570.6846315,80.203659,48.7960265,28.91846033,25.210406,19.43634167,18.67494167,20.552758
14,4.386069,-1.40924397,-0.298834,-0.185541,-2.306972,-2.666561,-2.049202,-2.144423,-1.279084,-1.346442,1.770021,-1.993362,589.453003,596.726929,596.03479,566.232117,21.686096,21.213831,82.730759,81.744568,20.785824,54.285606,53.666054,29.781397,31.623646,32.543797,20.977739,22.799925,30.539564,19.355539,19.409548,19.788465,18.737864,17.878775,19.355307,20.310644,21.327923,19.983788,20.440573,20.613558,39.636562,44.445915,41.672356,40.208672,51.819313,47.786503,43.419128,43.675171,38.734245,36.824326,36.105083,31.873695,41.742992,37.082745,33.142746,37.569313,20.74415,20.731878,20.424129,20.238377,20.958527,20.037769,19.941158,21.364717,19.552786,19.772015,19.83898,19.835041,19.914515,19.858906,19.752548,20.095453,636.141052,689.64447,671.87616,658.262939,663.9811553,587.1117098,81.744568,53.97583,31.31628,26.6697445,19.51785067,18.65731533,20.540785
15,3.661458,-1.176426455,-0.300476,-0.178973,-2.526996,-2.929276,-2.302068,-2.436695,-1.472835,-1.586175,1.957203,-2.239659,600.762268,609.776367,612.251953,572.633667,21.781174,21.230957,84.253494,82.916153,20.821247,58.325634,58.848259,32.812862,34.350613,35.305645,19.957144,23.728849,32.403625,19.442694,19.631815,19.89204,18.750853,17.881329,19.351599,20.307402,21.360552,19.974058,20.438488,20.615873,44.928978,49.260204,46.504684,44.458153,57.311012,52.521126,49.280975,48.25885,41.929222,41.056652,39.740997,34.905819,45.713448,40.784821,37.488613,40.63615,21.365643,21.414005,20.864538,20.547331,21.599571,20.331953,20.272427,22.099199,19.660782,19.923319,19.999775,19.895746,20.051668,19.923086,19.834114,20.234671,645.862427,700.839233,694.041138,663.619141,676.0904848,598.8560638,82.916153,58.5869465,34.15637333,28.066237,19.65551633,18.66126033,20.54733733
16,9.588124,-3.080664241,-0.738875,-0.50408,-2.697761,-3.14109,-2.485971,-2.607461,-1.490897,-1.661707,2.036017,-2.367733,603.517029,612.162231,620.338501,575.65448,21.817492,21.253405,86.141251,83.899643,20.858982,61.615986,62.521828,36.05806,37.092552,37.914612,19.103544,24.768429,33.79855,19.59543,19.873039,20.098928,18.76268,17.902447,19.359247,20.335657,21.941469,19.983093,20.437794,20.611475,49.234234,53.593098,50.572903,48.589626,61.545773,56.868698,54.106655,52.687408,44.750912,45.422047,43.039169,38.027637,48.507393,43.847721,40.807095,43.171886,21.985876,22.446495,21.410767,20.945564,22.424995,20.78513,20.727478,22.867178,19.807003,20.152903,20.202011,19.997458,20.286556,20.023405,19.956682,20.449837,649.570068,708.650146,701.738403,665.290161,681.3121945,602.9180603,83.899643,62.068907,37.02174133,29.2834895,19.855799,18.67479133,20.75340633
17,8.922666,-2.866852586,-0.747085,-0.503259,-2.965402,-3.397237,-2.715849,-2.847189,-1.559859,-1.733955,2.28231,-2.610745,606.28717,617.687744,631.779236,582.91272,21.81032,21.274696,87.943138,84.621483,20.88468,64.303101,65.298447,38.673672,39.411732,40.784592,18.171391,25.931929,35.144588,19.803064,20.176067,20.359978,18.787029,17.925886,19.368055,20.350018,21.881102,19.991201,20.441267,20.608002,53.232323,57.356407,54.149651,52.202713,65.133324,60.545353,58.165924,56.530155,46.976349,48.751598,45.918999,40.2089,51.339317,46.226585,43.523457,45.802647,22.685287,23.83276,22.067286,21.412386,23.420065,21.394569,21.348057,23.803665,20.023636,20.492449,20.512827,20.150124,20.610548,20.161936,20.151512,20.713587,654.050903,716.353333,711.287842,670.553711,688.0614473,609.6667175,84.621483,64.800774,39.623332,30.5382585,20.11303633,18.69365667,20.74077367
18,8.335561,-2.678215749,-0.756937,-0.520499,-3.147661,-3.625471,-3.011407,-3.129609,-1.748684,-1.940847,2.528602,-2.83077,613.17981,628.794861,641.614319,595.38623,21.821192,21.273771,89.366699,85.335823,20.897875,66.400604,67.512093,41.398624,41.482681,43.773354,17.088076,27.474173,36.428253,20.130201,20.530426,20.748085,18.818802,17.983206,19.390078,20.377115,22.125793,19.974058,20.435942,20.589245,56.406052,60.929054,57.023338,55.767429,68.069641,64.043121,61.3717,60.306129,48.38855,52.237419,48.567486,42.316116,53.831097,48.908352,45.613377,48.75024,23.448938,25.820152,22.887745,22.070292,24.607847,22.339682,22.078386,25.057461,20.256445,21.082134,20.833981,20.406992,21.055054,20.421814,20.374567,21.12241,659.552368,724.08606,717.502258,679.186707,695.0818483,619.743805,85.335823,66.9563485,42.21821967,31.951213,20.46957067,18.73069533,20.82565533
18,7.85131,-2.522625903,-0.771714,-0.543487,-3.370969,-3.825791,-3.224865,-3.352917,-1.976917,-2.131319,2.72892,-3.00482,619.712646,638.53302,652.51239,605.921753,21.842241,21.280714,90.409485,85.931534,20.905977,67.638832,69.27903,43.664284,43.647278,45.84407,15.857673,28.896296,37.776279,20.496616,20.95575,21.136065,18.875383,18.032866,19.45405,20.404907,22.41251,19.973825,20.444742,20.572803,59.173634,63.674862,59.700329,58.243645,70.455063,66.471382,63.864937,62.913994,51.245281,54.876141,50.686153,43.676983,56.077774,50.788792,47.320324,50.548763,24.263996,27.848286,23.845228,22.623571,25.985163,23.301331,22.924026,26.285389,20.536911,21.777704,21.245537,20.66589,21.664351,20.688812,20.655237,21.580137,667.025269,730.525269,721.345215,685.620178,701.1289828,629.1699523,85.931534,68.458931,44.38521067,33.3362875,20.86281033,18.787433,20.930414
19,7.375667,-2.369801807,-0.78485,-0.561548,-3.581141,-4.042531,-3.418619,-3.592646,-2.132903,-2.305371,2.906251,-3.218277,624.955261,647.953796,661.32843,617.430603,21.862829,21.303856,91.262329,86.486992,20.912228,68.738617,70.455734,45.566284,45.964272,47.724339,14.315106,30.372047,39.291561,20.931673,21.548672,21.62849,18.966747,18.116169,19.526829,20.424362,22.70817,19.977764,20.428993,20.606844,61.689335,65.924835,62.187916,60.399712,72.584213,68.458542,66.043556,65.369919,53.422626,56.984905,52.704308,44.92762,58.218937,52.596836,48.484573,52.507832,25.302605,30.109474,25.074989,23.231794,27.729809,24.447474,23.929041,27.692997,20.980055,22.608084,21.781637,20.968945,22.477936,21.047646,21.052507,22.124638,674.664062,736.734375,726.918823,693.303894,707.9052885,637.9170225,86.486992,69.5971755,46.41829833,34.831804,21.36961167,18.869915,21.03676533
20,6.912163,-2.220877972,-0.807837,-0.569758,-3.735486,-4.246135,-3.625509,-3.819238,-2.218284,-2.440015,3.054026,-3.382474,634.018616,655.498901,670.030151,628.315735,21.872774,21.295294,92.249214,86.852936,20.942554,69.655319,71.401314,47.621029,47.523136,49.264946,12.858054,31.891342,40.615917,21.404982,22.09226,22.089949,19.055782,18.208513,19.648964,20.443121,22.895372,19.979618,20.411392,20.594803,63.643929,67.7696,64.154961,62.032497,74.128609,69.843346,67.682045,67.401245,54.583374,58.606167,54.168556,46.034664,59.747467,53.691498,49.54356,53.578911,26.306814,31.864529,26.281473,23.94982,29.430248,25.648203,24.890232,29.224419,21.440847,23.664421,22.344307,21.304781,23.401123,21.493605,21.497074,22.817028,682.296448,741.474365,735.473328,701.663879,715.227005,646.9658508,86.852936,70.5283165,48.13637033,36.2536295,21.862397,18.97108633,21.106037
21,6.43034,-2.066068242,-0.82754,-0.586177,-3.922671,-4.393912,-3.770004,-4.009707,-2.287247,-2.551671,3.175531,-3.523684,640.319275,662.716553,678.074829,639.715515,21.912327,21.305475,93.313248,87.240211,20.946259,70.658958,71.929893,49.118164,49.004341,50.949841,11.330009,33.62743,41.868359,22.012011,22.731514,22.697536,19.177038,18.357227,19.774563,20.478554,23.303642,19.986568,20.399813,20.601749,65.016365,69.513847,65.761528,63.579819,75.339325,71.300606,68.96048,69.358276,56.061584,60.346523,55.43544,47.278488,61.249435,54.766331,50.641483,54.667316,27.38143,34.152142,27.521578,24.860937,31.202942,27.138601,25.845966,31.008926,21.967836,24.735437,22.981104,21.708075,24.453012,22.12348,21.978476,23.715225,688.791382,747.790222,738.009888,708.581116,720.793152,655.206543,87.240211,71.2944255,49.690782,37.7478945,22.48035367,19.10294267,21.25625467
22,5.982949,-1.922321514,-0.853811,-0.587819,-4.021189,-4.518701,-3.914499,-4.124646,-2.412035,-2.663327,3.264196,-3.648474,648.810974,673.490967,686.851379,647.378174,21.924355,21.344585,94.514771,87.49617,20.977278,71.159607,72.434517,50.601555,50.752701,52.208572,9.771072,35.210613,43.077282,22.653158,23.422375,23.328821,19.332359,18.522394,19.919611,20.496849,23.370863,19.990971,20.433626,20.594803,66.264191,70.895073,67.061302,64.878113,76.343956,72.402962,70.031143,70.968033,55.887749,61.620247,56.418194,48.435547,62.515324,56.296558,51.797222,55.858738,28.555428,36.215786,28.791265,25.820614,33.078655,28.588301,26.785654,32.601276,22.620565,25.939764,23.66419,22.171118,25.676786,22.836441,22.50013,24.644766,696.041809,753.722107,742.888977,715.503479,727.039093,664.1328735,87.49617,71.797062,51.18760933,39.1439475,23.13478467,19.25812133,21.28622767
23,5.526067,-1.775525327,-0.878441,-0.602597,-4.122991,-4.656626,-4.055709,-4.311831,-2.513837,-2.788119,3.362713,-3.714153,656.147644,680.423218,696.134644,655.7724,21.945864,21.355692,95.288902,87.876785,20.983065,71.243759,72.921432,51.464909,51.601315,53.46384,8.278009,36.679924,44.229477,23.271761,24.096647,23.978447,19.511995,18.714209,20.120472,20.535753,24.166821,19.993286,20.469984,20.604528,67.281212,72.042679,68.375259,65.890556,77.172974,73.234032,70.770638,72.220139,56.255859,62.728344,57.495056,49.716713,63.733139,56.791599,53.274441,56.937477,29.73616,38.358219,30.077566,26.743744,34.954262,30.007092,27.686554,34.318832,23.290936,27.165764,24.381702,22.614788,26.923809,23.640635,23.044188,25.591724,701.26886,758.964294,747.701965,721.463318,732.3496093,672.1194765,87.876785,72.0825955,52.176688,40.4547005,23.782285,19.448892,21.56528667
24,5.099202,-1.638373603,-0.88665,-0.615733,-4.237929,-4.745293,-4.141093,-4.439905,-2.582799,-2.830811,3.431675,-3.832375,664.195374,687.51825,703.990173,663.697998,21.966911,21.36171,96.59639,88.424019,20.981907,71.730057,73.316597,52.982075,52.671864,54.487724,6.608701,38.057487,45.532772,23.944048,24.946747,24.67522,19.764135,18.929646,20.378969,20.602444,24.014694,20.004639,20.50148,20.645281,68.176666,73.151016,69.484749,66.645859,78.01992,73.998611,71.52037,73.530289,57.163586,63.577576,58.361347,51.562088,64.798347,57.652119,55.181911,58.138519,31.16671,40.119064,31.468452,27.655724,37.120373,31.426039,28.702314,35.847801,24.102417,28.376329,25.288078,23.096869,28.357244,24.500549,23.718227,26.635738,708.647705,762.751953,753.130127,727.418701,737.9871215,679.8504488,88.424019,72.523327,53.38055433,41.7951295,24.522005,19.69091667,21.54059233
24,4.687125,-1.505973263,-0.896502,-0.637078,-4.329879,-4.866798,-4.216624,-4.515435,-2.622206,-2.942467,3.480934,-3.917758,672.749878,695.632568,711.249084,672.091125,21.974775,21.36171,98.417213,89.060814,20.988157,71.984276,73.646416,53.394253,53.666504,55.419243,5.119934,39.419697,46.589527,24.656301,25.734873,25.493284,19.998384,19.174721,20.624674,20.663342,24.350084,20.024332,20.504953,20.643429,68.83287,74.10154,70.54213,67.422073,78.624107,74.69783,71.969727,74.560448,58.039673,64.255142,59.098412,53.267681,65.729713,58.212646,56.501827,59.395683,32.428364,41.81749,32.702724,28.546921,39.003605,32.867813,29.557953,37.26244,24.956203,29.816988,26.154987,23.592829,29.704012,25.432419,24.295847,27.704041,714.320007,768.531433,758.339661,733.193054,743.5960388,687.9306638,89.060814,72.815346,54.16,43.004612,25.29481933,19.932593,21.67925267
