Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load-in-kN,Stud3-Axial,Stud4-Axial,Stud3-Top,Stud4-Top,Stud3-Mid,Stud4-Mid,Stud3-Bottom,Stud4-Bottom,Stud2-Mid,Stud5-Mid,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Mid-Left,Pb2-Mid-Mid,Pb2-Mid-Right,Pb3-Fire-Mid-Left,Pb3-Fire-Mid-Mid,Pb3-Fire-Mid-Right,Pb3-Amb-Mid-Left,Pb3-Amb-Mid-Mid,Pb3-Amb-Mid-Right,Pb4-Mid-Left,Pb4-Mid-Mid,Pb4-Mid-Right,Pb4-Pb5-Mid-Left,Pb4-Pb5-Mid-Mid,Pb4-Pb5-Mid-Right,Pb5-Top-Left,Pb5-Top-Right,Pb5-Mid-Mid,Pb5-Bottom-Left,Pb5-Bottom-Right,Stud2-Mid-Fire-HF,Stud3-Top-Fire-HF,Stud3-Mid-Fire-HF,Stud3-Bottom-Fire-HF,Stud4-Top-Fire-HF,Stud4-Mid-Fire-HF,Stud4-Bottom-Fire-HF,Stud5-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud3-Top-Fire-CF,Stud3-Mid-Fire-CF,Stud3-Bottom-Fire-CF,Stud4-Top-Fire-CF,Stud4-Mid-Fire-CF,Stud4-Bottom-Fire-CF,Stud5-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud3-Top-Amb-HF,Stud3-Mid-Amb-HF,Stud3-Bottom-Amb-HF,Stud4-Top-Amb-HF,Stud4-Mid-Amb-HF,Stud4-Bottom-Amb-HF,Stud5-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Amb-CF,Stud3-Mid-Amb-CF,Stud3-Bottom-Amb-CF,Stud4-Top-Amb-CF,Stud4-Mid-Amb-CF,Stud4-Bottom-Amb-CF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Right,Furnace-Bottom-Left,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3-Fire,Average-Pb3-Amb,Average-Pb4,Average-Pb4-Pb5,Average-Pb5
208,4.74098,-1.523276874,-12.536211,-13.664264,-29.914837,-27.315615,-27.049854,-27.000448,-18.813652,-18.675985,19.020428,-23.00066,990.106995,1008.221802,999.139221,1000.598938,54.194672,51.493546,1004.196228,1003.964478,33.726032,1007.455261,850.845886,951.371704,986.270874,823.979736,-12942898,575.681396,501.376984,568.188843,518.828308,437.582001,220.460403,193.027115,160.720306,58.71262,67.44648,59.493122,58.050007,56.74799,861.425842,828.247253,972.837952,877.762146,825.193176,978.738403,832.610107,830.725159,825.147705,819.048706,940.119263,749.766724,823.355347,962.358826,829.254395,755.281921,546.11322,595.908081,617.610962,415.851654,486.237946,532.714661,386.322327,524.393372,467.666901,493.810608,548.873657,287.384949,424.690186,451.747467,325.88028,396.31488,988.063538,1017.376587,1027.090088,1012.511108,1011.26033,999.516739,1003.964478,929.1505735,920.5407713,538.52919,508.1997173,191.402608,61.884074
208,10.967379,-3.523818873,-13.398227,-14.788991,-30.11187,-27.407564,-27.788734,-27.64081,-19.665838,-19.355762,19.375092,-23.358606,990.728577,1008.214172,999.188171,999.044861,67.189621,50.151863,1003.709106,1002.579651,34.476124,1007.554565,857.651184,951.455872,987.079163,832.484924,-13669987,582.739746,507.539124,573.436646,526.119385,444.298248,225.42305,198.911835,164.566833,59.168018,67.728401,59.836807,58.178055,56.855213,862.651978,830.269104,973.640686,883.001831,828.284485,982.358154,840.839294,835.755493,826.102173,819.942078,940.177551,757.80603,826.229309,964.945435,837.204468,762.568787,549.471619,600.971008,621.338135,430.395264,490.653992,541.760132,394.983551,533.270447,473.949341,496.894196,554.632385,296.994781,429.299042,461.9216,334.378387,403.208069,988.088562,1017.514099,1026.835083,1011.986633,1011.106094,999.2939453,1002.579651,932.6028745,923.6733197,545.139435,514.618093,196.3005727,62.24440867
209,10.235705,-3.288732017,-13.463904,-14.840712,-30.315472,-27.813126,-27.975918,-27.998755,-19.944975,-19.595491,19.422709,-23.644306,990.920593,1008.375061,1000.728455,991.752808,52.917648,49.457771,1004.476257,1001.091614,35.770855,1009.990906,865.561157,952.578369,988.295898,841.216431,-14513026,590.0177,511.394897,578.358154,534.548462,452.499939,230.752899,204.607742,169.184601,59.834114,67.506714,60.155533,58.264984,57.244938,863.721436,831.977844,973.834961,886.986145,830.545959,986.932068,848.760986,841.396301,827.448181,820.902039,941.101807,764.488892,828.617737,967.253906,844.490845,769.684998,553.329529,605.081116,624.76886,445.581665,495.662994,550.445496,405.252014,540.838318,481.053802,502.057312,560.481079,305.202332,434.566925,473.007629,344.89978,410.66745,988.365723,1017.306702,1026.903687,1011.854065,1011.107544,997.9442293,1001.091614,937.7760315,927.363566,550.7062985,521.802185,201.5150807,62.498787
210,9.698261,-3.116051259,-13.478682,-14.899001,-30.607737,-28.22197,-28.120409,-28.36655,-20.069765,-19.700577,19.444056,-23.864326,991.722778,1008.35376,1001.567383,942.935486,49.911282,48.914677,1005.589111,1001.388855,35.910587,1009.74823,872.652832,953.355835,989.692749,848.073853,-15438321,595.981384,517.426392,582.220642,543.131531,458.235352,235.928085,209.718384,173.759323,60.223312,68.461906,60.112888,58.296432,57.291683,865.227905,833.433044,974.749878,888.96814,833.767395,987.336731,856.930115,846.017212,828.561462,821.803284,939.367004,769.684509,831.779785,968.097351,853.146423,775.358154,556.686768,608.104126,628.649414,460.960663,500.158875,556.887573,414.828522,546.962402,487.329926,507.010437,565.534851,313.557373,439.833374,482.559235,354.753021,417.165161,988.828125,1017.561157,1027.515137,1013.23822,1011.78566,986.1448518,1001.388855,941.200531,930.3741457,556.703888,527.8625083,206.4685973,62.932702
211,9.270955,-2.978757842,-13.478682,-14.89818,-30.896719,-28.609468,-28.271469,-28.688374,-20.127235,-19.808949,19.43092,-24.041658,992.358459,1008.119812,1001.726318,941.062561,56.621655,50.470924,1006.270325,1001.284668,35.17292,1013.17804,879.88324,953.668884,990.516052,856.713867,-16245550,602.610657,524.675659,586.382629,550.474548,466.190765,241.324326,215.830429,177.431747,60.448185,68.715111,59.873844,58.478817,57.535278,866.060974,834.868164,974.771973,893.875366,836.249939,991.639832,863.390198,851.119263,829.363281,822.811646,937.528198,775.03418,834.083923,971.428101,860.17218,781.998596,559.397705,609.993774,631.655701,481.145935,504.04425,563.997559,423.016113,553.157837,492.230499,513.173401,569.689453,325.685913,444.84967,493.043365,362.842316,424.324432,988.973633,1017.283447,1027.308594,1013.370789,1011.734116,985.8167875,1001.284668,946.53064,933.6329343,563.643158,534.349314,211.528834,63.01238
212,8.965043,-2.880468316,-13.481966,-14.894075,-31.106888,-28.886957,-28.350283,-28.967505,-20.17321,-19.822084,19.411215,-24.163162,992.679077,1008.268982,1003.207886,936.017822,49.150455,51.558929,1007.465332,999.349121,35.534279,1015.411377,887.353333,955.001343,991.043579,864.207947,-16982456,607.480042,527.728271,590.144592,557.471741,471.70639,248.162949,221.432053,181.724442,60.94162,68.675041,60.208275,58.746529,57.557297,867.314636,835.983887,974.977661,896.288513,838.735779,990.799072,871.566528,856.693848,830.570923,823.515015,937.757263,779.622925,836.217407,972.553406,868.22406,787.597717,562.517517,610.947998,634.772949,497.331116,509.461426,570.216125,432.262909,557.701538,497.176758,515.856689,574.90387,336.990356,452.67453,501.616333,372.126831,430.236115,989.202026,1017.080383,1027.384399,1014.959412,1012.156555,985.0434418,999.349121,951.382355,936.7509563,567.6041565,539.774241,217.1064813,63.27497867
213,8.757349,-2.813736234,-13.481966,-14.894075,-31.325268,-29.15131,-28.412678,-29.14155,-20.160074,-19.8188,19.338968,-24.24526,992.655701,1008.419556,1003.069702,978.726501,50.812252,52.26852,1008.115295,997.255371,35.394043,1014.783813,895.641968,955.413696,991.236572,873.302917,-17582796,612.378235,534.274414,593.570557,563.157471,478.117065,255.065048,228.096207,186.149475,60.955978,68.973907,60.874756,58.938759,57.866688,868.122925,836.909241,975.106262,900.984375,840.794128,992.516296,879.065918,863.956482,831.325012,823.786682,939.369385,784.594482,837.959045,974.697205,875.711121,795.206604,564.964355,611.585022,638.092163,512.466003,515.238953,576.84082,441.026276,563.575623,501.658875,511.357239,579.195496,350.988495,459.75592,510.901855,379.688324,437.397125,989.340454,1018.170288,1027.506226,1016.202209,1012.804794,995.717865,997.255371,955.2128905,939.984395,573.3263245,544.9483643,223.1035767,63.601547
214,8.540165,-2.743955015,-13.481966,-14.897359,-31.458265,-29.320431,-28.412678,-29.2335,-20.138729,-19.825367,19.25687,-24.297802,991.868896,1007.918945,1002.274353,983.784546,48.813938,51.996037,1006.927734,997.987793,35.738205,1014.575378,918.159058,954.53009,989.837769,898.737549,-17799056,616.533203,540.322021,597.138062,567.528076,484.14624,260.963562,234.729019,190.436066,61.186619,68.692276,61.278824,59.05777,58.208828,868.180664,837.730286,974.258362,902.065308,842.690247,993.877014,885.844299,877.110901,832.043762,824.087158,938.376648,789.440063,839.880981,978.649109,882.626221,809.402771,567.190247,612.188782,640.4328,525.548523,519.584106,582.928284,449.085419,571.12738,505.42868,508.120148,582.26239,362.926361,465.970917,519.683838,387.677643,444.666229,989.09491,1017.807495,1027.244629,1015.296265,1012.360825,996.461685,997.987793,966.367218,947.7018027,578.427612,549.604126,228.709549,63.71923967
214,8.276629,-2.659280898,-13.483608,-14.895717,-31.592905,-29.466564,-28.356852,-29.305746,-20.112457,-19.822084,19.122229,-24.370049,990.67804,1005.432861,1003.326233,984.773071,44.206581,55.806564,1006.972717,802.671387,36.394936,1016.901062,766.177795,954.584351,991.488037,954.270081,-18385120,620.733704,547.943054,598.948364,573.521851,491.916382,267.656677,240.614212,195.409164,61.415894,68.642799,61.94458,59.390968,58.457706,869.28363,838.424683,974.386902,905.692993,846.553345,1005.603943,895.826782,903.27887,832.914673,824.528381,940.234192,793.719177,844.681396,993.051025,894.930664,844.834778,570.034485,612.304993,643.547607,537.346436,525.138794,587.951233,457.13501,582.3302,509.29303,510.065521,585.373474,372.174011,473.691406,527.238159,396.502686,452.019989,988.540955,1016.055603,1020.560303,1013.923035,1009.769974,996.0525513,,,966.780823,584.338379,554.7955323,234.5600177,64.001091
215,8.351453,-2.683321849,-13.46883,-14.902285,-31.515734,-29.456713,-28.174593,-29.248278,-20.079617,-19.80238,18.951466,-24.399603,990.976379,1004.795593,1004.263916,985.63147,46.650612,59.117722,1007.327454,795.924988,37.66938,1018.317932,778.067505,956.016113,991.205872,962.376343,-18767660,625.19043,555.503845,600.957214,578.561707,504.365021,273.409546,246.940369,199.908783,62.276951,69.525269,62.20541,59.318226,58.432323,869.922363,839.753235,974.927368,907.161011,849.860901,1005.449585,901.679565,914.837708,833.734192,825.23407,940.269958,798.658203,847.662537,994.471802,901.816223,856.359741,572.4151,613.163818,645.715088,546.913025,529.818115,593.249756,462.890228,590.79657,512.520935,512.080261,588.200378,381.400787,480.138275,535.632141,401.905609,461.807526,988.36377,1016.252869,1018.157776,1015.80127,1009.643921,996.4168395,,,969.8661093,590.3471375,561.2946473,240.0862327,64.66921
216,8.509264,-2.734026523,-13.408079,-14.894075,-31.422142,-29.338491,-27.910238,-29.059454,-19.987667,-19.805664,18.698603,-24.399603,990.268494,1003.708374,1002.487122,986.092407,47.322132,73.726303,1005.899658,810.804077,35.876114,1017.799561,804.500061,955.201294,990.580383,970.170105,-19343736,628.980713,568.815796,603.831116,583.848511,515.211182,279.640533,253.045975,205.242294,62.848972,69.684647,63.142227,59.267933,58.917648,869.981689,840.491516,974.34137,907.152649,852.872437,1006.237732,912.889832,920.031128,834.151245,825.467407,941.197266,801.822998,850.665833,995.159973,915.852295,860.468323,575.090088,614.044434,648.252686,553.004456,533.80542,598.606201,470.522919,596.282166,516.489929,514.555298,591.299622,388.434937,485.488129,544.249023,409.716095,472.451935,987.954956,1015.109375,1017.631531,1015.96637,1009.165558,995.6390993,,,971.9839273,598.8982545,567.6302697,245.9762673,65.225282
217,8.673919,-2.786930175,-13.350611,-14.897359,-31.134802,-29.159521,-27.447206,-28.708076,-19.754505,-19.648035,18.294678,-24.215706,990.862244,1005.08075,1006.305969,986.648315,45.377434,71.912216,1010.023682,827.544922,36.713001,1021.366943,824.037292,956.258301,993.008362,976.512268,-19749606,631.584473,578.966125,606.678101,586.459839,525.559692,285.535675,258.170685,211.001495,63.455631,70.574356,64.007034,59.482571,59.312164,870.858032,841.397217,975.181458,910.68811,855.328308,1009.405273,919.740173,926.14679,835.270447,825.824463,940.389587,806.604248,853.528381,999.056091,923.4245,867.07959,577.643738,616.068665,650.317078,557.944702,537.986267,603.232727,477.324585,604.408325,520.39801,517.599915,594.583618,392.668457,491.222748,550.269836,417.340881,481.419952,988.472107,1015.336548,1009.920959,1014.9021,1007.157929,997.2243195,,,975.2596437,605.275299,572.8992107,251.569285,66.01234033
218,8.844312,-2.841677446,-13.291501,-14.882582,-30.906572,-28.954277,-26.852819,-28.291021,-19.37685,-19.299936,17.831644,-24.031807,991.178223,1005.208679,1007.53595,988.082336,46.218437,64.230263,1011.11499,837.772888,36.53915,1021.650574,840.410767,957.18811,994.254028,979.15332,-20410700,634.994324,586.426147,607.973755,590.098877,533.92627,290.745361,263.649292,216.136169,64.283379,70.586441,64.732468,59.458099,59.399727,871.61969,842.580078,975.936523,914.291626,857.666382,1010.960449,924.136658,932.257385,836.053101,826.630737,942.77533,811.166931,855.520325,1000.506714,927.000244,872.145447,579.923706,618.288635,654.309326,563.398682,541.514771,608.446655,482.983948,613.465759,523.851074,514.874146,595.232788,399.723999,496.530243,556.793823,423.4505,491.855652,988.757446,1016.160217,1010.903442,1015.597778,1007.854721,998.001297,,,976.8651527,610.7102355,577.3329673,256.8436073,66.534096
219,9.031479,-2.901814203,-13.234034,-14.859594,-30.558479,-28.757244,-26.261715,-27.791868,-19.005764,-18.974825,17.340696,-23.818352,992.011902,1005.334045,1007.463135,988.630249,45.965855,63.591473,1010.799438,850.262512,36.277409,1021.611145,853.311829,958.019409,994.407166,979.5177,-21184008,637.904114,594.448181,610.133179,594.269348,544.994873,296.976349,267.960297,222.207062,65.247589,70.714462,65.19001,59.85297,59.313961,871.865601,843.191956,976.37085,915.2229,859.858948,1009.082153,928.500122,933.92804,837.303223,826.82074,943.533813,814.998596,857.515991,999.899414,931.399231,874.632324,582.746338,618.648254,656.603333,567.493347,545.490601,612.862976,489.234467,623.301819,527.576782,518.91449,598.331421,405.478546,501.98587,562.474915,430.392395,501.694824,989.356628,1016.163086,1011.134399,1017.84491,1008.624756,998.3598328,,,977.3147583,616.1761475,583.1324667,262.381236,67.050687
220,9.250871,-2.972304852,-13.184775,-14.788991,-30.218596,-28.530655,-25.693596,-27.302568,-18.656021,-18.610306,16.830046,-23.496529,992.403259,1006.066406,1005.498901,989.368774,45.658661,65.76265,1009.945129,866.34906,36.097095,1020.047363,866.93512,958.433228,994.246155,981.978516,-21997700,641.743103,603.104553,613.665283,600.429687,551.491699,303.258484,272.599243,228.540253,66.212448,70.613747,66.116356,59.946571,59.694939,871.772461,844.466492,976.699585,920.311584,861.68866,1010.63269,935.082092,938.458679,837.736694,827.705872,944.216248,818.32489,859.603149,1001.140381,938.329407,876.863281,585.482605,620.520386,660.186279,572.377502,548.612,617.929504,494.388428,636.937195,531.212463,524.371094,601.335144,411.940491,506.276001,569.328857,436.288239,514.314819,989.644592,1016.32196,1011.328552,1017.638,1008.733276,998.334335,,,978.2192997,622.423828,588.5288897,268.13266,67.647517
221,9.46629,-3.041518977,-13.125666,-14.731524,-29.888565,-28.259735,-25.118912,-26.726242,-18.266872,-18.222799,16.311186,-23.210829,992.550354,1005.933167,1005.542419,989.659851,70.509895,71.771233,1009.421753,883.087097,38.099869,1018.586609,883.851074,962.58252,994.701721,983.16156,-22753544,645.48053,609.655396,616.950867,607.414307,560.026245,308.609436,277.378632,234.2798,66.979561,71.578331,67.426552,60.200645,60.000889,872.262451,845.815369,977.517151,921.513367,863.492615,1011.75293,941.322632,941.682922,838.229309,828.55896,944.778809,822.728271,860.974731,1002.027954,944.90918,879.510925,587.559021,621.968506,663.509399,577.124512,551.117676,622.530212,497.890625,645.483398,534.119446,530.566345,604.784485,419.813995,509.937653,575.588013,440.194458,527.493042,989.572693,1016.499084,1011.308899,1016.656738,1008.509354,998.4214478,,,980.1486003,627.567963,594.7971397,273.4226227,68.66148133
221,9.656767,-3.102719237,-13.081333,-14.667488,-29.553608,-27.906715,-24.521238,-26.146635,-17.954897,-17.854998,15.841584,-22.800341,992.293884,1006.661804,1007.174255,990.419312,51.292637,72.242737,1011.38147,889.084412,20.435015,1023.442749,893.266357,967.632996,995.276855,984.4422,-23469664,648.38269,617.708374,619.481995,610.281799,563.75415,314.180023,282.992645,239.99472,68.144424,71.955627,68.14711,60.228474,60.181118,879.940674,847.040161,978.636719,927.09845,864.272949,1012.415222,945.697571,943.937622,844.197632,829.245667,948.50354,827.428528,861.785034,1002.780212,949.46637,882.787231,590.972473,622.132202,666.967163,581.039001,553.617676,626.319153,503.010406,647.831482,537.405212,535.780518,609.178467,426.88385,513.389038,580.889465,446.426453,531.959717,989.470215,1016.990845,1012.197815,1017.102234,1008.940277,999.1373138,,,982.4506837,633.045532,597.8393147,279.055796,69.41572033
222,9.886533,-3.176543053,-13.023866,-14.61823,-29.198948,-27.486378,-23.844751,-25.381485,-17.550972,-17.421515,15.306304,-22.258495,992.808044,1007.570374,1006.654846,992.955139,49.184555,70.701485,1011.395874,897.600037,20.713356,1023.035156,902.406006,968.024902,995.724915,984.698608,-24119024,651.840942,623.008301,621.961487,614.125549,568.313416,318.91806,290.593536,244.672546,69.102852,72.050064,69.080246,60.430233,60.426865,881.747803,848.481995,979.676636,932.082642,865.849609,1012.103821,947.529419,945.945251,846.047546,830.026306,950.32782,831.880981,862.961487,1002.664246,948.9505,883.043091,593.520691,623.01178,671.195435,585.540588,555.853821,630.45166,506.640686,651.803223,540.21582,540.112915,613.324097,435.012268,516.46106,586.470337,450.474426,531.864624,990.156738,1017.789001,1012.362488,1019.677429,1009.996414,999.9971008,,,982.8161417,637.4246215,601.4668173,284.7280473,70.07772067
223,10.07701,-3.237743313,-12.97625,-14.582107,-28.729351,-27.02335,-23.132139,-24.583496,-17.110922,-16.958477,14.790728,-21.670677,992.607117,1007.304687,1007.28479,991.37146,48.198517,64.990822,1010.944153,904.882507,21.031212,1022.610352,912.833069,969.167236,996.263977,984.461731,-24852430,654.723694,628.10437,625.059326,617.007019,576.28949,323.502411,298.303925,249.646484,69.573837,72.798813,69.933548,60.455814,60.627934,885.202881,850.235657,980.179077,932.709778,867.24469,1012.786743,950.890991,945.945496,849.229431,830.759033,950.04541,835.631958,864.438599,1003.226318,952.831909,882.50177,596.166138,623.746582,674.249634,589.732849,558.341431,634.504028,511.371887,656.331177,542.955444,544.807617,617.526245,442.355377,519.766052,591.691467,456.560303,532.341553,989.981201,1017.713379,1010.681091,1014.301514,1008.169296,999.6420135,,967.7217105,983.297648,641.414032,606.1186117,290.4842733,70.76873267
224,10.226876,-3.285895259,-12.922066,-14.537775,-28.233484,-26.488073,-22.422813,-23.657434,-16.628181,-16.462601,14.262016,-21.010611,991.958496,1006.636902,1008.369995,989.355896,47.66647,66.317505,1012.026672,943.989197,21.112225,1023.068604,960.68103,968.860474,995.895325,984.158203,-25895036,656.840271,633.211182,627.736023,620.033691,583.571838,327.364563,304.457306,254.485245,70.256531,72.890327,70.553322,60.749104,60.959568,885.401794,851.534363,979.284912,931.196594,867.958984,1010.709839,984.654358,946.88623,850.737122,831.076904,950.570374,837.285339,865.128235,1001.892883,975.560364,883.186096,598.781982,624.723389,676.072693,592.980774,560.88855,638.060486,516.708984,659.176941,545.753845,547.634583,621.672852,448.08609,523.220215,596.188477,462.210693,534.243835,989.662964,1017.771729,1010.245544,1011.572937,1007.313294,999.0803223,943.989197,991.874817,982.971334,645.0257265,610.447184,295.4357047,71.23339333
225,10.382702,-3.335962153,-12.861314,-14.504936,-27.745825,-25.913393,-21.690498,-22.803619,-16.1947,-15.950302,13.726737,-20.334124,991.61145,1006.88269,1007.070618,988.5755,71.142151,57.813667,1011.567444,957.481873,21.148563,1019.306824,965.619141,969.893127,995.169312,984.594177,-26658762,658.745728,637.351318,631.353088,622.878967,588.634155,330.327667,310.944458,258.390411,71.005188,73.315704,71.58213,60.98941,61.443035,885.424316,852.87677,979.059753,933.844727,868.731873,1009.558044,989.003906,947.529236,851.413635,831.818237,950.823547,840.527527,865.526306,1001.37738,980.037231,884.487122,601.242737,625.7677,678.280945,596.748413,562.694702,641.629944,521.554138,663.193787,548.240356,550.099915,624.766846,453.538696,525.89856,601.54541,467.179016,537.826111,990.202515,1017.3125,1010.336548,1010.865112,1007.179169,998.5350645,957.481873,992.4629825,983.218872,648.048523,614.2887367,299.887512,71.967674
226,10.499681,-3.373547505,-12.802204,-14.472097,-27.27787,-25.384686,-20.961466,-21.959656,-15.725095,-15.441289,13.191458,-19.697044,991.820007,1006.469421,1007.585205,987.62854,67.383331,57.400902,1011.153809,963.519775,21.392254,1020.76886,966.712463,969.504578,995.557678,985.552734,-27532918,661.338989,641.698425,634.40094,627.877258,590.61084,333.013489,315.925293,264.055176,71.181541,73.794548,72.409454,60.968994,61.725895,885.744812,854.328491,979.452148,935.28894,869.862732,1010.991394,990.036682,947.693176,851.822998,832.395813,951.96991,842.753601,866.644043,1001.953369,982.558594,885.131897,603.81189,626.849121,681.83844,599.846558,564.463379,644.323669,527.372375,666.003296,551.085144,551.73877,628.960022,457.628662,528.46936,606.004578,473.412476,541.116882,989.888794,1017.813721,1011.252319,1012.319336,1007.818543,998.3757933,963.519775,993.7406615,983.53833,651.518707,617.6296793,304.3313193,72.46184767
227,10.648003,-3.421203364,-12.751305,-14.434333,-26.786928,-24.934792,-20.216015,-21.156738,-15.278479,-14.935559,12.646327,-19.138781,991.778564,1006.659668,1008.525879,986.993469,69.469078,57.991375,1011.655151,975.169373,21.532707,1022.973145,971.316223,970.165405,995.83252,986.068848,-28484588,664.277527,645.556946,637.999084,633.80188,593.673401,335.525818,320.990906,269.94339,72.071327,74.193054,73.029289,61.323017,61.901966,885.546509,855.873474,979.750244,934.337158,870.453918,1011.263123,993.226501,948.919434,852.434631,832.795105,953.580627,845.309448,867.225769,1002.776123,985.381165,887.100464,606.317627,628.065735,685.172974,603.533875,566.385681,647.436096,533.77002,669.407776,553.773682,553.56897,632.881226,462.000244,530.820312,610.746521,480.425232,546.017761,990.114136,1016.896973,1012.759705,1011.774536,1007.886338,998.489395,975.169373,997.144684,984.0222577,654.9172365,621.8247883,308.820038,73.09789
228,10.784846,-3.46517102,-12.711898,-14.401494,-26.259863,-24.346975,-19.480415,-20.403082,-14.848282,-14.493866,12.094629,-18.495132,991.504456,1007.090698,1010.11499,986.364868,68.322868,58.31575,1014.004578,974.962708,21.640059,1022.170898,970.269897,970.918701,997.398376,985.784973,-29285942,667.531555,648.4422,642.40094,637.613525,597.378235,337.588226,325.501373,275.484039,72.559822,74.505188,74.009125,61.638416,62.490433,886.663025,857.975525,980.66925,939.706909,871.816101,1010.971985,992.348938,949.164734,853.433105,833.763489,954.244324,848.355591,868.642761,1003.095764,984.751221,888.508606,608.387939,629.983643,687.356384,607.403992,567.969666,650.469116,539.07312,672.744324,556.138245,555.070435,635.946899,466.182648,532.807068,614.695923,486.110229,552.837158,989.992126,1017.381592,1011.75293,1011.578003,1007.676163,998.768753,974.962708,996.2203975,984.7006833,657.9868775,625.7975667,312.8578793,73.69137833
228,10.88461,-3.497225193,-12.659356,-14.378507,-25.780415,-23.867525,-18.718544,-19.605091,-14.450924,-14.006198,11.556067,-17.900743,991.806885,1007.354736,1009.678772,988.03186,68.583694,57.284042,1013.136108,978.102417,20.889311,1022.682251,971.73291,974.285156,997.23175,986.294922,-30074792,670.404236,651.455627,645.213196,640.10321,600.547668,339.712036,329.147491,283.655334,72.908005,75.124527,74.468269,61.884022,62.927895,892.611206,859.91748,981.87207,939.446716,872.841248,1012.178406,994.172485,950.584717,855.449158,835.090149,956.815247,849.954712,869.38092,1003.884583,985.78186,889.180237,610.957397,630.595825,690.000854,610.37561,569.444885,652.846375,545.97406,675.61322,558.922302,556.05127,639.12677,470.361969,534.767639,617.568176,493.921722,559.321655,990.181274,1018.427673,1012.591125,1012.672913,1008.468246,999.2180633,978.102417,997.2075805,985.937276,660.9299315,628.621358,317.5049537,74.16693367
229,10.977531,-3.52708071,-12.628159,-14.340742,-25.356792,-23.460321,-18.02235,-18.95816,-14.040431,-13.556294,11.04706,-17.355614,992.245483,1007.289124,1010.35553,989.393066,67.116394,56.932083,1013.506775,977.859741,20.615873,1021.287903,970.443604,975.739075,997.909485,987.229126,-30871892,672.590149,653.683533,648.702393,641.401978,603.931702,341.628357,333.217377,291.181213,73.420425,75.907425,74.796059,62.05246,63.362598,893.170166,862.363281,981.848022,938.924683,873.24884,1013.142334,994.655945,951.764526,857.254578,835.732544,957.112549,851.651245,870.340271,1004.459778,985.886047,891.596436,613.152832,632.292419,691.698914,613.975769,570.643127,655.438049,551.24176,679.329285,561.374451,557.089844,641.967163,475.46286,536.252319,620.718811,499.225067,566.444031,990.80365,1018.514099,1013.650879,1013.234863,1009.050873,999.8208008,977.859741,995.8657535,986.9592287,663.136841,631.3453577,322.0089823,74.70796967
230,11.094069,-3.56452437,-12.601888,-14.325965,-24.903614,-23.010427,-17.303167,-18.179873,-13.587247,-13.085045,10.501929,-16.731668,991.795471,1007.058411,1010.82605,990.647827,69.624878,63.233471,1012.822998,982.289917,20.802261,1022.479309,972.762573,975.399719,997.185181,987.375977,-31856848,674.736206,656.087402,649.780518,642.648132,607.5,343.637115,336.765228,300.440369,73.609726,75.65123,75.668457,62.278744,64.004349,893.533752,864.724243,981.877747,940.435425,874.401733,1011.661865,994.901855,953.368591,858.473083,836.861816,958.553223,853.01001,871.262634,1003.983337,986.086182,894.241333,615.524048,632.995117,694.021606,617.531311,572.249878,657.879211,557.216797,682.52533,564.137146,559.481384,645.214111,480.750031,538.252625,623.726135,506.307312,572.889587,991.172974,1018.015137,1013.823059,1012.402466,1008.853409,1000.08194,982.289917,997.620941,986.6536257,665.411804,633.30955,326.9475707,74.976471
231,11.179708,-3.59204018,-12.565765,-14.306261,-24.342068,-22.553967,-16.475616,-17.437706,-13.104507,-12.5514,9.94038,-16.061749,991.924622,1007.360229,1010.238098,991.030212,63.196705,66.476982,1012.792053,976.41925,21.114771,1019.553284,969.071533,975.630127,997.110962,986.907776,-32761406,676.582458,658.487549,649.506836,645.965027,610.184509,345.777985,339.550659,308.717865,74.264206,75.994911,76.296974,62.633049,64.532806,894.171631,866.910156,982.705994,942.337036,875.340027,1011.741943,994.513794,953.142578,859.046509,837.913635,960.182373,854.456238,871.842468,1004.108887,985.495361,896.684692,617.884766,635.850159,696.714355,620.85022,573.625488,660.032837,563.431641,684.851501,567.027649,561.120544,648.524353,485.767029,539.940552,626.383301,513.623657,577.955872,990.77478,1018.062439,1012.667847,1013.060303,1008.641342,1000.13829,976.41925,994.3124085,986.5496217,667.5350035,635.2187907,331.3488363,75.518697
