,Time in Minutes,Pressure,Load in kN,O-Stud3-Top,Stud3-Top,O-Stud3-Mid,Stud3-Mid,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Top,Stud4-Top,O-Stud4-Mid,Stud4-Mid,O-Stud4-Bottom,Stud4-Bottom,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Top-Left,Pb2-Top-Right,Pb2-Mid-Mid,Pb2-Bottom-Left,Pb2-Bottom-Right,Pb3-Top-Left,Pb3-Top-Right,Pb3-Mid-Mid,Pb3-Bottom-Left,Pb3-Bottom-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Top of Pb Joint (between Studs 3 & 4),Pb4-Top of Stud 4,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-CF,Stud4-Top-Amb-HF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
42696.46415,40,-88.488136,28.4312381,2.367709,0.433478,4.686156,2.788051,4.840489,3.497369,1.858697,-0.003284,4.147658,2.394018,4.33805,3.218236,8.025969,0.241372,8.15233,0.338245,7.859369,0.556637,7.704167,0.607535,833.427307,845.452026,878.492187,867.383423,877.719788,298.718048,350.820282,387.499725,87.15863,71.351402,86.311768,-35.760994,64.09938,55.529015,55.144115,53.164528,-5.05235,44.583466,37.119461,36.21236,35.063026,28.604853,29.100351,27.886702,26.690779,24.277615,29.644304,28.427832,87.725029,66.400375,54.853416,48.906548,89.960388,71.617943,59.774181,52.873722,85.090981,65.958435,55.50967,49.763889,85.199402,22.242569,-4.439214,42.514511,21.13051,71.123802,54.251167,60.099422,85.727203,63.34108,52.711514,48.656719,83.000114,51.137035,20.597349,39.445869,29.923523,44.000076,49.650345,43.343826,880.827209,844.193726,893.837708,876.936646,873.9488223,860.4949462,345.6793517,81.60726667,52.105281,36.13161567,27.80463371
42696.46416,40,-88.492554,28.4326576,2.354574,0.420343,4.679588,2.781483,4.843773,3.500653,1.871833,0.009852,4.147658,2.394018,4.331482,3.211668,8.034179,0.249582,8.150688,0.336603,7.859369,0.556637,7.704167,0.607535,833.427307,845.452026,878.492187,867.383423,877.719788,298.718048,350.820282,387.499725,87.15863,71.351402,86.311768,-35.760994,64.09938,55.529015,55.144115,53.164528,-5.05235,44.583466,37.119461,36.21236,35.063026,28.604853,29.100351,27.886702,26.690779,24.277615,29.644304,28.427832,87.725029,66.400375,54.853416,48.906548,89.960388,71.617943,59.774181,52.873722,85.090981,65.958435,55.50967,49.763889,85.199402,22.242569,-4.439214,42.514511,21.13051,71.123802,54.251167,60.099422,85.727203,63.34108,52.711514,48.656719,83.000114,51.137035,20.597349,39.445869,29.923523,44.000076,49.650345,43.343826,880.827209,844.193726,893.837708,876.936646,873.9488223,860.4949462,345.6793517,81.60726667,52.105281,36.13161567,27.80463371
42696.46486,41,-88.613724,28.47158952,2.341438,0.407207,4.679588,2.781483,4.840489,3.497369,1.842277,-0.019704,4.131238,2.377598,4.331482,3.211668,8.034179,0.249582,8.149047,0.334962,7.861012,0.55828,7.704167,0.607535,840.654175,849.977234,883.237793,871.449829,884.755127,307.529419,359.6698,396.935211,88.380974,72.231552,87.347343,-38.880066,64.138824,56.221458,55.69096,53.7658,-5.527022,45.286171,37.474934,36.561054,35.418255,28.88986,29.404982,28.167305,26.883514,24.58062,30.005484,28.841139,87.880821,67.158051,55.833775,49.362488,90.139839,72.622261,60.598087,53.403934,85.28273,66.774864,56.426964,50.52169,85.758347,22.295521,-5.01668,43.099518,21.143009,71.950256,54.763405,61.199631,85.740425,63.915367,53.508427,49.062836,83.864037,51.724861,20.617495,39.916851,29.998367,44.34552,50.445881,43.779022,882.86676,851.170105,900.343384,881.523071,878.97583,866.0148316,354.7114767,82.65328967,52.74109725,36.48474767,28.11041486
42696.46487,41,-88.617035,28.47265335,2.325018,0.390787,4.682872,2.784767,4.837205,3.494085,1.848845,-0.013136,4.136165,2.382525,4.324914,3.2051,8.032537,0.24794,8.15233,0.338245,7.856085,0.553353,7.707451,0.610819,840.654175,849.977234,883.237793,871.449829,884.755127,307.529419,359.6698,396.935211,88.380974,72.231552,87.347343,-38.880066,64.138824,56.221458,55.69096,53.7658,-5.527022,45.286171,37.474934,36.561054,35.418255,28.88986,29.404982,28.167305,26.883514,24.58062,30.005484,28.841139,87.880821,67.158051,55.833775,49.362488,90.139839,72.622261,60.598087,53.403934,85.28273,66.774864,56.426964,50.52169,85.758347,22.295521,-5.01668,43.099518,21.143009,71.950256,54.763405,61.199631,85.740425,63.915367,53.508427,49.062836,83.864037,51.724861,20.617495,39.916851,29.998367,44.34552,50.445881,43.779022,882.86676,851.170105,900.343384,881.523071,878.97583,866.0148316,354.7114767,82.65328967,52.74109725,36.48474767,28.11041486
42696.46556,42,-88.706429,28.50137564,2.31845,0.384219,4.676305,2.7782,4.840489,3.497369,1.80287,-0.059111,4.164078,2.410438,4.334766,3.214952,8.045672,0.261075,8.151509,0.337424,7.859369,0.556637,7.70581,0.609178,850.434753,854.890076,889.364563,877.327515,892.368713,315.253265,367.868256,405.952484,89.82132,73.185921,88.860573,-41.770737,66.17392,56.896572,56.335007,54.658539,-6.116549,45.983963,37.831432,36.962551,35.778393,29.086334,29.580688,28.435879,27.056879,24.696447,30.366079,29.077374,87.926102,67.777435,56.831833,49.755989,90.31369,73.639259,61.493282,53.834698,85.380402,67.447601,57.326069,51.391178,86.26516,22.356329,-5.570349,43.664513,21.12727,72.696548,55.293945,62.110992,85.902634,64.759583,54.237438,49.526855,84.209824,52.674114,20.634167,40.43721,30.094553,44.776737,51.165901,44.202503,886.163879,859.278503,908.083923,886.39624,884.9806363,872.877124,363.0246683,83.955938,53.46852025,36.85745867,28.32852571
42696.46557,42,-88.703781,28.50052484,2.308599,0.374368,4.676305,2.7782,4.843773,3.500653,1.793019,-0.068962,4.164078,2.410438,4.341334,3.22152,8.042388,0.257791,8.151509,0.337424,7.861832,0.5591,7.700883,0.604251,850.434753,854.890076,889.364563,877.327515,892.368713,315.253265,367.868256,405.952484,89.82132,73.185921,88.860573,-41.770737,66.17392,56.896572,56.335007,54.658539,-6.116549,45.983963,37.831432,36.962551,35.778393,29.086334,29.580688,28.435879,27.056879,24.696447,30.366079,29.077374,87.926102,67.777435,56.831833,49.755989,90.31369,73.639259,61.493282,53.834698,85.380402,67.447601,57.326069,51.391178,86.26516,22.356329,-5.570349,43.664513,21.12727,72.696548,55.293945,62.110992,85.902634,64.759583,54.237438,49.526855,84.209824,52.674114,20.634167,40.43721,30.094553,44.776737,51.165901,44.202503,886.163879,859.278503,908.083923,886.39624,884.9806363,872.877124,363.0246683,83.955938,53.46852025,36.85745867,28.32852571
42696.46627,43,-88.618362,28.47307971,2.283969,0.349738,4.656601,2.758496,4.837205,3.494085,1.747044,-0.114937,4.162436,2.408796,4.328198,3.208384,8.048135,0.263538,8.153973,0.339888,7.859369,0.556637,7.704167,0.607535,852.15332,857.098206,889.213928,877.533936,890.583801,322.955414,376.645538,415.705811,90.690819,74.014946,89.421646,-44.279495,66.370811,57.508762,56.818123,55.095741,-6.73707,46.542923,38.198067,37.304623,36.121975,29.321596,29.80941,28.747597,27.218246,24.919298,30.652908,29.464243,88.015549,68.357574,57.724018,50.075813,90.42923,74.446335,62.265064,54.156853,84.80896,68.149574,58.185467,52.106705,86.664917,22.397945,-6.106539,44.258263,21.118011,73.345016,55.717499,62.298702,85.936241,65.248039,54.912144,49.848083,84.412064,52.864037,20.627684,41.010971,30.13266,45.191277,51.966282,44.867134,885.888123,862.84729,903.835999,889.428833,885.5000613,873.3166382,371.768921,84.709137,53.99138725,37.20822167,28.59047114
42696.46628,43,-88.631828,28.47740634,2.295463,0.361232,4.656601,2.758496,4.847057,3.503937,1.747044,-0.114937,4.167362,2.413722,4.331482,3.211668,8.05224,0.267643,8.149047,0.334962,7.859369,0.556637,7.707451,0.610819,852.160461,856.995483,889.657471,877.533936,890.583801,322.955414,376.645538,415.705811,90.690819,74.014946,89.404602,-44.644741,66.245377,57.507637,56.818123,55.095741,-6.781932,46.542923,38.198067,37.334492,36.146397,29.331474,29.80941,28.761387,27.218246,24.934982,30.652908,29.486063,88.015549,68.450264,57.808048,50.075813,90.42923,74.490417,62.320904,54.156853,84.806053,68.149574,58.185467,52.200008,86.664917,22.394939,-6.162312,44.258263,21.118011,73.3703,55.773727,62.298702,85.936241,65.317268,54.912144,49.88871,84.412064,52.885437,20.62722,41.010971,30.139774,45.191277,52.115044,44.867134,885.888123,863.137695,903.835999,889.371521,885.5583345,873.3862304,371.768921,84.70345567,53.991106,37.22631867,28.59921
42696.46697,44,-88.869316,28.55371123,2.121415,0.187184,4.515392,2.617287,4.833922,3.490802,1.717488,-0.144493,4.121387,2.367747,4.342976,3.223162,8.083438,0.298841,8.160541,0.346456,7.859369,0.556637,7.704167,0.607535,855.917664,859.254089,890.854492,879.339111,890.750977,330.931152,385.801514,424.968262,91.415825,74.892494,91.125671,-46.924873,68.067627,58.076965,57.381126,56.056862,-7.539669,47.269669,38.53315,37.69035,36.479366,29.582527,30.30641,28.904799,27.406975,24.956896,30.927732,29.694138,88.088409,69.027863,58.594936,50.424446,90.549706,75.242661,63.126312,54.537689,88.264389,68.829514,59.030376,52.975094,87.086464,22.412048,-6.793149,44.770393,21.105976,74.172691,56.223484,63.185944,85.960663,66.004578,55.679264,50.65863,84.558098,53.779762,20.62282,41.495403,30.263491,45.542057,52.759052,45.413895,887.203247,865.25885,904.360413,889.332275,886.5386963,875.2232666,380.566976,85.81133,54.6961555,37.567622,28.82563957
42696.46698,44,-88.883659,28.55831964,2.124699,0.190468,4.515392,2.617287,4.827354,3.484234,1.71913,-0.142851,4.124671,2.371031,4.341334,3.22152,8.083438,0.298841,8.160541,0.346456,7.859369,0.556637,7.704167,0.607535,856.368713,859.288635,890.985962,879.339111,890.750977,330.931152,385.801514,424.968262,91.415825,74.892494,91.124992,-46.903179,68.007393,58.068203,57.381126,56.056862,-7.531544,47.269669,38.53315,37.692631,36.489178,29.58,30.30641,28.905029,27.406975,24.966124,30.927732,29.687937,88.088409,69.053383,58.600998,50.424446,90.549706,75.271973,63.139538,54.537689,88.271568,68.829514,59.030376,52.980949,87.086464,22.42222,-6.804126,44.770393,21.105976,74.189468,56.219437,63.185944,85.960663,65.998528,55.679264,50.673519,84.558098,53.826817,20.623747,41.495403,30.261885,45.542057,52.777977,45.413895,887.203247,865.16333,904.360413,889.365051,886.5230103,875.3466796,380.566976,85.81110367,54.693965,37.571653,28.82574386
42696.46768,45,-88.95871,28.58243352,2.065588,0.131357,4.482553,2.584448,4.827354,3.484234,1.678081,-0.1839,4.088547,2.334907,4.351186,3.231372,8.105605,0.321008,8.160541,0.346456,7.859369,0.556637,7.70581,0.609178,860.258789,862.564819,894.512329,882.033508,894.783081,338.884186,394.822418,434.563873,92.053017,75.431061,91.661797,-49.154076,69.293358,58.602123,57.969135,56.753159,-8.251775,47.753273,38.876331,38.01989,36.80106,29.898497,30.421387,29.142168,27.608326,25.189148,31.117176,29.864746,88.112839,69.666962,59.356621,50.849922,90.643929,76.033844,63.890713,54.999222,88.182785,69.437073,59.838829,53.665154,87.284142,22.458748,-7.462247,45.326027,21.107595,75.006157,56.582985,64.299736,85.975449,66.470032,56.392338,51.28091,84.754311,54.051723,20.621662,42.016872,30.236408,45.967667,53.445374,45.983055,890.633911,870.009888,905.428711,892.242126,889.578659,878.8305052,389.4234923,86.38195833,55.2694225,37.89909367,29.03449257
42696.46769,45,-88.896683,28.56250425,2.103353,0.169122,4.475985,2.57788,4.833922,3.490802,1.674797,-0.187184,4.085263,2.331623,4.347902,3.228088,8.099857,0.31526,8.160541,0.346456,7.864295,0.561563,7.704167,0.607535,860.258789,862.564819,894.512329,882.033508,894.783081,338.884186,394.822418,434.563873,92.053017,75.431061,91.661797,-49.154076,69.293358,58.602123,57.969135,56.753159,-8.251775,47.753273,38.876331,38.01989,36.80106,29.898497,30.421387,29.142168,27.608326,25.189148,31.117176,29.864746,88.112839,69.666962,59.356621,50.849922,90.643929,76.033844,63.890713,54.999222,88.182785,69.437073,59.838829,53.665154,87.284142,22.458748,-7.462247,45.326027,21.107595,75.006157,56.582985,64.299736,85.975449,66.470032,56.392338,51.28091,84.754311,54.051723,20.621662,42.016872,30.236408,45.967667,53.445374,45.983055,890.633911,870.009888,905.428711,892.242126,889.578659,878.8305052,389.4234923,86.38195833,55.2694225,37.89909367,29.03449257
42696.46838,47,-88.848572,28.54704618,1.9917,0.057469,4.380751,2.482646,4.778095,3.434975,1.622255,-0.239726,4.029435,2.275795,4.331482,3.211668,8.126129,0.341532,8.159719,0.345634,7.857728,0.554996,7.704167,0.607535,862.134766,865.026733,897.997803,886.769226,895.945801,346.636932,404.006226,444.85495,92.951485,76.24752,92.429253,-50.315269,71.213768,59.256035,58.52486,57.230556,-8.823668,48.303368,39.195965,38.359814,37.112164,30.151022,30.589584,29.370525,27.790314,25.170469,31.371244,30.053463,88.189964,70.248474,60.093365,51.427029,90.69194,76.767746,64.678017,55.396301,88.480522,70.0242,60.564877,54.42786,87.475777,22.507759,-8.088376,45.916737,21.080515,75.679642,56.897243,65.157974,86.020927,66.829285,57.144032,52.195274,85.015266,54.654716,20.633703,42.591,30.27795,46.144432,53.971581,46.491108,893.156433,871.589844,909.574951,896.200378,892.6304015,881.5748658,398.4993693,87.20941933,55.82870475,38.22264767,29.213803
42696.46839,47,-88.854973,28.54910282,2.009761,0.07553,4.372541,2.474436,4.778095,3.434975,1.622255,-0.239726,4.024509,2.270869,4.334766,3.214952,8.137624,0.353027,8.160541,0.346456,7.861012,0.55828,7.702526,0.605894,862.134766,865.026733,897.997803,886.769226,895.945801,346.636932,404.006226,444.85495,92.951485,76.24752,92.429253,-50.315269,71.213768,59.256035,58.52486,57.230556,-8.823668,48.303368,39.195965,38.359814,37.112164,30.151022,30.589584,29.370525,27.790314,25.170469,31.371244,30.053463,88.189964,70.248474,60.093365,51.427029,90.69194,76.767746,64.678017,55.396301,88.480522,70.0242,60.564877,54.42786,87.475777,22.507759,-8.088376,45.916737,21.080515,75.679642,56.897243,65.157974,86.020927,66.829285,57.144032,52.195274,85.015266,54.654716,20.633703,42.591,30.27795,46.144432,53.971581,46.491108,893.156433,871.589844,909.574951,896.200378,892.6304015,881.5748658,398.4993693,87.20941933,55.82870475,38.22264767,29.213803
42696.46909,48,-88.809723,28.534564,1.90796,-0.026271,4.219839,2.321734,4.676293,3.333173,1.563144,-0.298837,3.973608,2.219968,4.295359,3.175545,8.158969,0.374372,8.167109,0.353024,7.864295,0.561563,7.70581,0.609178,867.806396,868.794739,900.42157,888.708923,899.854431,354.585999,413.24295,455.062805,93.584099,76.555855,93.274399,-51.8564,72.994606,59.879456,58.921467,57.731209,-9.500875,48.787739,39.542358,38.699177,37.3997,30.327524,30.799965,29.585741,27.94743,25.420198,31.688742,30.224243,88.368416,70.722519,60.782761,52.044495,90.933144,77.174088,65.34124,55.85289,87.689163,70.557571,61.269627,55.140739,87.600624,22.50614,-8.72596,46.443367,21.100653,76.34597,57.273705,65.861435,85.977013,67.342575,57.845795,53.044697,85.179687,55.181686,20.613791,43.125607,30.347721,46.353764,54.361912,47.054153,895.902771,876.803162,912.470276,898.663818,895.9600068,885.1172118,407.6305847,87.80478433,56.32996775,38.54707833,29.42769186
42696.4691,48,-88.813919,28.53591217,1.896466,-0.037765,4.216555,2.31845,4.682861,3.339741,1.55986,-0.302121,3.970324,2.216684,4.301927,3.182113,8.154043,0.369446,8.167929,0.353844,7.861012,0.55828,7.704167,0.607535,867.806396,868.794739,900.42157,891.429443,899.52002,355.34082,414.093414,456.032013,93.67955,76.699501,93.274399,-51.8564,72.994606,59.879456,58.953354,57.734802,-9.500875,48.884865,39.583542,38.699177,37.3997,30.327524,30.905024,29.585741,27.95134,25.420198,31.726789,30.224243,88.38501,70.722519,60.782761,52.100842,90.979813,77.174088,65.34124,55.890675,87.689163,70.637024,61.336479,55.140739,87.638054,22.50614,-8.72596,46.491787,21.108059,76.34597,57.273705,65.927521,85.985756,67.342575,57.919033,53.044697,85.202538,55.181686,20.613791,43.175289,30.347721,46.381367,54.361912,47.089432,896.910767,876.803162,912.406311,898.663818,896.1960145,885.5944336,408.488749,87.88448333,56.36311925,38.56080633,29.44869414
42696.4698,49,-88.643745,28.48123527,1.858701,-0.07553,4.206703,2.308598,4.682861,3.339741,1.553293,-0.308688,3.973608,2.219968,4.305211,3.185397,8.166358,0.381761,8.170392,0.356307,7.859369,0.556637,7.70581,0.609178,870.619141,871.903259,903.746338,891.777588,904.516724,363.07431,422.914154,466.21048,94.079155,76.962189,94.254601,-52.870209,75.123405,60.65329,59.425545,58.159409,-10.212904,49.495701,39.910938,39.029102,37.704937,30.399815,31.050898,29.855103,28.090261,25.65604,32.058159,30.650614,88.591057,71.353867,61.508087,52.769867,91.746185,77.785629,66.032578,56.328934,87.59816,71.263451,62.05201,55.764282,87.691628,22.526714,-9.276973,46.987659,21.082829,76.970474,57.691666,66.461975,86.264709,67.808113,58.607964,53.913948,85.389137,55.704681,20.624905,43.757027,30.511799,46.728661,55.275497,47.664661,899.709229,878.588257,917.463623,901.311218,899.2680818,888.51261,417.399648,88.43198167,56.93348625,38.881659,29.68012714
42696.4698,49,-88.647278,28.48237042,1.875121,-0.05911,4.205061,2.306956,4.679577,3.336457,1.566428,-0.295553,3.970324,2.216684,4.305211,3.185397,8.158969,0.374372,8.16875,0.354665,7.861012,0.55828,7.704167,0.607535,870.619141,871.903259,903.746338,892.360107,904.156067,363.183014,423.036102,466.376007,94.085892,76.979424,94.254601,-52.870209,75.123405,60.65329,59.432953,58.201641,-10.212904,49.491409,39.935734,39.029102,37.704937,30.399815,31.079565,29.855103,28.1082,25.65604,32.084278,30.650614,88.587914,71.353867,61.508087,52.793072,91.766388,77.785629,66.032578,56.370079,87.59816,71.269493,62.080719,55.764282,87.690506,22.526714,-9.276973,47.000324,21.107365,76.970474,57.691666,66.478996,86.275688,67.808113,58.606388,53.913948,85.402138,55.704681,20.624905,43.744556,30.511799,46.741329,55.275497,47.681614,899.781128,878.588257,917.628601,901.311218,899.327301,888.5569824,417.5317077,88.43997233,56.94482325,38.88992433,29.69051643
42696.4705,50,-88.49366,28.43301296,1.861985,-0.072246,4.209987,2.311882,4.67301,3.32989,1.536873,-0.325108,3.986743,2.233103,4.301927,3.182113,8.162253,0.377656,8.163824,0.349739,7.859369,0.556637,7.714019,0.617387,872.52478,874.394531,905.957764,896.419434,908.306824,370.828369,429.183105,474.942688,94.994728,77.148582,95.137199,-53.972702,76.606201,61.127392,59.955101,58.643223,-10.962737,50.149155,40.278717,39.370083,37.994144,30.509045,31.157537,30.097998,28.30275,25.880999,32.329411,30.880251,88.963715,71.939964,62.235462,53.578461,92.70697,78.444191,66.661087,56.943771,88.233452,71.803909,62.753456,56.398857,87.808868,22.562315,-9.765153,47.554562,21.099726,77.295364,58.207481,66.827042,86.392212,68.461906,59.275791,54.524635,85.893219,56.079571,20.634861,44.27594,30.462234,47.002586,55.68961,48.219757,902.235107,881.479309,920.706421,904.739258,902.2900238,891.5206666,424.9847207,89.093503,57.46871775,39.21431467,29.879713
42696.47051,50,-88.473572,28.42655868,1.852133,-0.082098,4.208345,2.31024,4.67301,3.32989,1.545083,-0.316898,3.990027,2.236387,4.292075,3.172261,8.168821,0.384224,8.170392,0.356307,7.857728,0.554996,7.710735,0.614103,872.52478,874.394531,905.957764,896.419434,908.306824,370.828369,429.183105,474.942688,94.994728,77.148582,95.137199,-53.972702,76.606201,61.127392,59.955101,58.643223,-10.962737,50.149155,40.278717,39.370083,37.994144,30.509045,31.157537,30.097998,28.30275,25.880999,32.329411,30.880251,88.963715,71.939964,62.235462,53.578461,92.70697,78.444191,66.661087,56.943771,88.233452,71.803909,62.753456,56.398857,87.808868,22.562315,-9.765153,47.554562,21.099726,77.295364,58.207481,66.827042,86.392212,68.461906,59.275791,54.524635,85.893219,56.079571,20.634861,44.27594,30.462234,47.002586,55.68961,48.219757,902.235107,881.479309,920.706421,904.739258,902.2900238,891.5206666,424.9847207,89.093503,57.46871775,39.21431467,29.879713
42696.47121,51,-92.382011,29.68234013,1.82422,-0.110011,4.213271,2.315166,4.679577,3.336457,1.550009,-0.311972,4.019583,2.265943,4.305211,3.185397,8.165537,0.38094,8.16875,0.354665,7.857728,0.554996,7.717303,0.620671,875.636597,877.982056,908.533997,898.121765,909.944275,377.738159,432.564423,482.902557,95.424881,77.511971,95.552544,-55.107937,77.884087,61.613293,60.414749,59.150055,-11.508962,50.431217,40.633194,39.713921,38.302864,31.118322,31.450569,30.266933,28.469215,25.919947,32.362854,30.830015,89.588509,72.457787,62.915115,54.316219,94.002777,79.003868,67.282562,57.546062,90.091385,72.311882,63.41304,57.001087,87.945381,22.569017,-10.326692,48.088688,21.110142,77.85746,58.734852,67.378181,86.531136,68.904282,59.782711,55.167061,85.827797,56.692692,20.648291,44.777191,30.344967,47.263111,56.098236,48.72607,905.040039,884.235168,921.016174,906.445862,904.1843108,894.043738,431.0683797,89.49646533,57.9023285,39.549993,30.05969357
42696.47122,51,-92.394371,29.6863114,1.81601,-0.118221,4.213271,2.315166,4.67301,3.32989,1.543441,-0.31854,4.026151,2.272511,4.318347,3.198533,8.175389,0.390792,8.167109,0.353024,7.859369,0.556637,7.715662,0.61903,875.636597,877.982056,908.533997,898.121765,909.944275,377.738159,432.564423,482.902557,95.424881,77.511971,95.552544,-55.107937,77.884087,61.613293,60.414749,59.150055,-11.508962,50.431217,40.633194,39.713921,38.302864,31.118322,31.450569,30.266933,28.469215,25.919947,32.362854,30.830015,89.588509,72.457787,62.915115,54.316219,94.002777,79.003868,67.282562,57.546062,90.091385,72.311882,63.41304,57.001087,87.945381,22.569017,-10.326692,48.088688,21.110142,77.85746,58.734852,67.378181,86.531136,68.904282,59.782711,55.167061,85.827797,56.692692,20.648291,44.777191,30.344967,47.263111,56.098236,48.72607,905.040039,884.235168,921.016174,906.445862,904.1843108,894.043738,431.0683797,89.49646533,57.9023285,39.549993,30.05969357
42696.47191,52,-92.731407,29.79460107,1.776603,-0.157628,4.213271,2.315166,4.676293,3.333173,1.543441,-0.31854,4.032719,2.279079,4.32163,3.201816,8.173747,0.38915,8.167109,0.353024,7.862653,0.559921,7.714019,0.617387,878.274414,880.840454,911.759521,902.671936,912.87439,384.871399,437.640137,491.400391,95.891304,78.049232,96.508919,-55.690304,79.046837,62.193974,61.05986,59.662388,-12.251847,51.234909,41.005745,40.059475,38.59214,31.192852,31.888363,30.347033,28.599794,26.097153,32.686237,30.930714,90.729416,72.972229,63.532967,55.014969,96.810028,79.636307,67.892532,58.241402,92.16481,72.829468,63.962437,57.531906,88.057022,22.598145,-10.938705,48.594143,21.12426,78.595909,59.212254,68.186066,86.782349,69.69561,60.529644,55.92778,85.574638,57.150547,20.651997,45.287529,30.339918,47.552303,57.002663,49.248009,908.840881,887.71759,925.919067,910.969543,908.3617703,897.284143,437.9706423,90.14981833,58.53778275,39.88578667,30.248878
42696.47192,52,-92.735817,29.796018,1.750331,-0.1839,4.219839,2.321734,4.676293,3.333173,1.563144,-0.298837,4.029435,2.275795,4.32163,3.201816,8.177031,0.392434,8.173676,0.359591,7.856085,0.553353,7.717303,0.620671,878.761658,880.831665,912.426147,902.671936,912.87439,384.871399,437.640137,491.400391,95.891304,78.049232,96.443481,-55.893524,79.146645,62.298252,61.05986,59.662388,-12.298801,51.234909,41.005745,40.09837,38.639736,31.209362,31.888363,30.38398,28.599794,26.107521,32.686237,31.009615,90.729416,73.074486,63.610977,55.014969,96.810028,79.587746,67.954773,58.241402,92.105324,72.829468,63.962437,57.588081,88.057022,22.615019,-10.981722,48.594143,21.12426,78.65432,59.262997,68.186066,86.782349,69.774406,60.529644,56.078899,85.574638,57.16246,20.657322,45.287529,30.340836,47.552303,57.01255,49.248009,908.840881,888.309509,925.919067,910.862854,908.4830778,897.5131592,437.9706423,90.12800567,58.56385225,39.914617,30.26926743
42696.47262,53,-79.980423,25.69770991,1.484333,-0.449898,3.513795,1.61569,4.236248,2.893128,1.300431,-0.56155,3.418615,1.664975,3.920993,2.801179,7.842066,0.057469,7.879764,0.065679,7.545748,0.243016,7.475931,0.379299,881.991333,884.654541,914.81012,904.947754,914.485474,392.315125,444.690338,501.164154,96.634842,78.720558,97.657349,-56.737713,79.995964,62.925877,61.746754,60.246655,-12.917702,51.717419,41.351822,40.428116,38.941448,31.131165,31.835882,30.737795,28.78529,26.392048,32.927338,31.441858,94.000984,73.604576,64.249985,55.68354,100.173775,80.388985,68.590858,58.584827,97.431038,73.402748,64.594208,58.247242,87.992012,22.670031,-11.422381,49.057415,21.129122,79.453468,59.862175,68.823242,87.091171,70.319206,61.159698,56.729332,85.864769,57.614372,20.668205,45.781364,30.657955,47.508442,57.608753,49.805195,910.017273,890.885376,928.241821,913.273682,910.604538,900.1778444,446.056539,91.00424967,59.15917625,40.240462,30.46448229
42696.47263,53,-78.562096,25.24200144,1.481049,-0.453182,3.513795,1.61569,4.236248,2.893128,1.300431,-0.56155,3.415331,1.661691,3.924276,2.804462,7.848634,0.064037,7.881406,0.067321,7.560525,0.257793,7.480857,0.384225,882.220947,884.867615,915.166138,904.947754,914.485474,392.315125,444.690338,501.164154,96.634842,78.720558,97.706169,-56.746456,80.073624,62.921391,61.746754,60.246655,-12.923486,51.717419,41.351822,40.437439,38.947144,31.117865,31.835882,30.742153,28.78529,26.389053,32.927338,31.442316,94.000984,73.62561,64.268135,55.68354,100.173775,80.406219,68.59713,58.584827,97.417091,73.402748,64.594208,58.254879,87.992012,22.678583,-11.428875,49.057415,21.129122,79.459511,59.881927,68.823242,87.091171,70.346733,61.159698,56.736526,85.864769,57.588757,20.667973,45.781364,30.659332,47.508442,57.624031,49.805195,910.017273,890.961548,928.241821,913.390869,910.6528778,900.3375856,446.056539,91.020523,59.15805475,40.24546833,30.46284243
