TimeStamp,,Kyowa PG 500 KUM _Load in bar_(bar),Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom,Load in kN
0.024366898,8.27,-114.341713,7.508712,7.484083,8.661376,8.653166,6.778137,6.466161,5.426703,5.357741,-2.502375,2.623882,-3.786369,4.21328,-3.464584,3.500708,-2.968657,3.168976,-4.059,3.99332,-3.976858,4.666488,43.16399239
0.024378472,8.29,-114.833908,7.507891,7.483262,8.704067,8.695857,6.825755,6.513779,5.451333,5.382371,-2.617313,2.73882,-3.628741,4.055652,-3.58609,3.622214,-3.031052,3.231371,-4.131248,4.065568,-4.01955,4.70918,43.32213464
0.024390046,8.31,-115.194778,7.5317,7.507071,8.704067,8.695857,6.832323,6.520347,5.454617,5.385655,-2.614029,2.735536,-3.668148,4.095059,-3.533547,3.569671,-2.988361,3.18868,-4.134532,4.068852,-4.009698,4.699328,43.43808217
0.02440162,8.32,-115.621422,7.597379,7.57275,8.768105,8.759895,6.818366,6.50639,5.471037,5.402075,-2.620597,2.742104,-3.697703,4.124614,-3.579523,3.615647,-3.02941,3.229729,-4.155878,4.090198,-4.042537,4.732167,43.57516289
0.024413194,8.34,-116.214928,7.566181,7.541552,8.659734,8.651524,6.746939,6.434963,5.502234,5.433272,-2.617313,2.73882,-3.687852,4.114763,-3.609078,3.645202,-3.001496,3.201815,-4.282311,4.216631,-3.944019,4.633649,43.76585637
0.024424769,8.36,-116.819023,7.620366,7.595737,8.800943,8.792733,7.153335,6.841359,5.510444,5.441482,-2.623881,2.745388,-3.69442,4.121331,-3.65177,3.687894,-3.001496,3.201815,-4.206779,4.141099,-4.145981,4.835611,43.95995209
0.024436343,8.37,-117.261559,7.612156,7.587527,8.80587,8.79766,6.620505,6.308529,5.52358,5.454618,-2.617313,2.73882,-3.743678,4.170589,-3.66819,3.704314,-3.0212,3.221519,-4.134532,4.068852,-4.068809,4.758439,44.10213891
0.024447917,8.39,-117.710274,7.638428,7.613799,8.832141,8.823931,6.775674,6.463698,5.511265,5.442303,-2.614029,2.735536,-3.746962,4.173873,-3.681325,3.717449,-3.024484,3.224803,-4.211705,4.146025,-4.065525,4.755155,44.24631104
0.024459491,8.41,-118.172234,7.65649,7.631861,8.855129,8.846919,6.871731,6.559755,5.605679,5.536717,-2.653436,2.774943,-3.763382,4.190293,-3.691177,3.727301,-3.083594,3.283913,-4.223199,4.157519,-4.114784,4.804414,44.39473878
0.024471065,8.42,-118.268913,7.677835,7.653206,8.869906,8.861696,6.893077,6.581101,5.554778,5.485816,-2.669856,2.791363,-3.743678,4.170589,-3.701029,3.737153,-3.119717,3.320036,-4.229767,4.164087,-4.12792,4.81755,44.42580175
0.024482639,8.44,-118.968582,7.695897,7.671268,8.89782,8.88961,6.983387,6.671411,5.590901,5.521939,-2.627165,2.748672,-3.779802,4.206713,-3.720733,3.756857,-3.123001,3.32332,-4.269175,4.203495,-4.134488,4.824118,44.6506054
0.024494213,8.46,-119.427887,7.723811,7.699182,8.92245,8.91424,6.966968,6.654992,5.595827,5.526865,-2.686276,2.807783,-3.825777,4.252688,-3.753572,3.789696,-3.142704,3.343023,-4.315151,4.249471,-4.173895,4.863525,44.79818009
0.024506944,8.47,-120.239243,7.750082,7.725453,8.970068,8.961858,7.044141,6.732165,5.635234,5.566272,-2.686276,2.807783,-3.888171,4.315082,-3.681325,3.717449,-3.139421,3.33974,-4.361126,4.295446,-4.239573,4.929203,45.05886878
0.024518519,8.49,-120.843338,7.799342,7.774713,8.986487,8.978277,7.009659,6.697683,5.645086,5.576124,-2.728967,2.850474,-3.898023,4.324934,-3.773276,3.8094,-3.228086,3.428405,-4.361126,4.295446,-4.239573,4.929203,45.2529645
0.024530093,8.51,-121.27462,7.78128,7.756651,9.025895,9.017685,7.086833,6.774857,5.677926,5.608964,-2.755239,2.876746,-3.927578,4.354489,-3.802832,3.838956,-3.123001,3.32332,-4.36441,4.29873,-4.310178,4.999808,45.39153541
0.024541667,8.52,-121.783813,7.819866,7.795237,9.04724,9.03903,7.086012,6.774036,5.68942,5.620458,-2.788078,2.909585,-3.94564,4.372551,-3.799548,3.835672,-3.274061,3.47438,-4.367694,4.302014,-4.323314,5.012944,45.55513912
0.024553241,8.54,-122.072289,7.855169,7.83054,9.137549,9.129339,7.115569,6.803593,5.707481,5.638519,-2.791362,2.912869,-3.952208,4.379119,-3.852091,3.888215,-3.262567,3.462886,-4.38904,4.32336,-4.306894,4.996524,45.64782646
0.024564815,8.56,-122.634453,7.869946,7.845317,9.077617,9.069407,6.926738,6.614762,5.732111,5.663149,-2.801214,2.922721,-3.963701,4.390612,-3.871795,3.907919,-3.313468,3.513787,-4.453077,4.387397,-4.255993,4.945623,45.82844975
0.024576389,8.57,-123.105461,7.90607,7.881441,9.126056,9.117846,8.016208,7.704232,5.743605,5.674643,-2.817634,2.939141,-3.993257,4.420168,-3.891499,3.927623,-3.333171,3.53349,-4.548313,4.482633,-4.298685,4.988315,45.97978462
0.024587963,8.59,-123.460815,7.90607,7.881441,9.14576,9.13755,7.027721,6.715745,5.738679,5.669717,-2.817634,2.939141,-3.996541,4.423452,-3.893141,3.929265,-3.336455,3.536774,-4.472781,4.407101,-4.366005,5.055635,46.09395986
0.024599537,8.61,-124.126709,7.9307,7.906071,9.162179,9.153969,7.400456,7.08848,5.778086,5.709124,-2.784795,2.906302,-3.989973,4.416884,-3.93419,3.970314,-3.343023,3.543342,-4.522041,4.456361,-4.507215,5.196845,46.3079116
0.024611111,8.62,-124.037987,7.940552,7.915923,9.176957,9.168747,7.172218,6.860242,5.804358,5.735396,-2.896449,3.017956,-4.035948,4.462859,-3.947326,3.98345,-3.356159,3.556478,-4.502337,4.436657,-4.43661,5.12624,46.27940522
0.024622685,8.64,-125.230957,7.984885,7.960256,9.282043,9.273833,7.246108,6.934132,5.845407,5.776445,-2.853757,2.975264,-3.966985,4.393896,-4.013005,4.049129,-3.392282,3.592601,-4.548313,4.482633,-4.512141,5.201771,46.66270648
0.024634259,8.66,-126.316879,8.016083,7.991454,9.390414,9.382204,7.259244,6.947268,5.851975,5.783013,-2.876745,2.998252,-4.216563,4.643474,-4.026141,4.062265,-3.408701,3.60902,-4.571301,4.505621,-4.521993,5.211623,47.01161322
0.024645833,8.67,-127.080559,8.070268,8.045639,9.444599,9.436389,7.275664,6.963688,5.871679,5.802717,-2.916152,3.037659,-4.091774,4.518685,-4.10824,4.144364,-3.454676,3.654995,-4.640264,4.574584,-4.587671,5.277301,47.25698361
0.024657407,8.69,-127.472992,8.088329,8.0637,9.456094,9.447884,7.303578,6.991602,5.886456,5.817494,-2.909585,3.031092,-4.137749,4.56466,-3.944042,3.980166,-3.467812,3.668131,-4.643548,4.577868,-4.584387,5.274017,47.38307233
0.024668981,8.71,-128.210403,8.131021,8.106392,9.488933,9.480723,7.32164,7.009664,5.907802,5.83884,-2.975264,3.096771,-4.229699,4.65661,-4.157499,4.193623,-3.500651,3.70097,-4.68624,4.62056,-4.574535,5.264165,47.62000248
0.024680556,8.72,-128.100922,8.075193,8.050564,9.494679,9.486469,7.40374,7.091764,5.912728,5.843766,-2.968696,3.090203,-4.223131,4.650042,-4.10824,4.144364,-3.454676,3.654995,-4.63698,4.5713,-4.605733,5.295363,47.58482624
0.02469213,8.74,-127.818405,8.127737,8.103108,9.592378,9.584168,7.28059,6.968614,5.902876,5.833914,-2.978548,3.100055,-4.219847,4.646758,-4.144363,4.180487,-3.599168,3.799487,-4.761771,4.696091,-4.577819,5.267449,47.49405353
0.024703704,8.76,-128.683167,8.152367,8.127738,9.525057,9.516847,7.334776,7.0228,5.920938,5.851976,-2.985116,3.106623,-4.269106,4.696017,-4.170635,4.206759,-3.454676,3.654995,-4.610708,4.545028,-4.581103,5.270733,47.77190156
0.024715278,8.77,-129.901306,8.195058,8.170429,9.572674,9.564464,7.364332,7.052356,5.945568,5.876606,-2.998251,3.119758,-4.27239,4.699301,-4.203475,4.239599,-3.503935,3.704254,-4.817598,4.751918,-4.34466,5.03429,48.16328962
0.024726852,8.79,-130.775116,8.219687,8.195058,9.589094,9.580884,7.39553,7.083554,5.94721,5.878248,-2.994967,3.116474,-4.311797,4.738708,-4.239598,4.275722,-3.530206,3.730525,-4.617276,4.551596,-4.617227,5.306857,48.44404477
0.024738426,8.81,-131.393341,8.255811,8.231182,9.646563,9.638353,7.311788,6.999812,5.976765,5.907803,-3.008103,3.12961,-4.321649,4.74856,-4.285574,4.321698,-3.540058,3.740377,-4.699376,4.633696,-4.620511,5.310141,48.64268046
0.02475,8.82,-131.808517,8.285367,8.260738,9.684329,9.676119,7.408666,7.09669,6.021099,5.952137,-3.031091,3.152598,-4.374192,4.801103,-4.315129,4.351253,-3.586032,3.786351,-4.742067,4.676387,-4.699325,5.388955,48.77607651
0.024761574,8.84,-131.788422,8.300144,8.275515,9.690896,9.682686,7.39553,7.083554,5.996469,5.927507,-3.146029,3.267536,-4.331501,4.758412,-4.308561,4.344685,-3.60902,3.809339,-4.751919,4.686239,-4.656634,5.346264,48.76961999
0.024773148,8.86,-132.727798,8.328058,8.303429,9.730304,9.722094,7.531816,7.21984,6.027667,5.958705,-3.06393,3.185437,-4.43987,4.866781,-4.341401,4.377525,-3.648427,3.848746,-4.814314,4.748634,-4.699325,5.388955,49.0714415
0.024784722,8.87,-133.580414,8.352688,8.328059,9.763144,9.754934,7.533458,7.221482,6.042444,5.973482,-3.152597,3.274104,-4.536746,4.963657,-4.40708,4.443204,-3.681266,3.881585,-4.84387,4.77819,-4.773214,5.462844,49.34538702
0.024796296,8.89,-133.784149,8.374034,8.349405,9.792699,9.784489,7.564656,7.25268,6.068716,5.999754,-3.165733,3.28724,-4.338068,4.764979,-4.380809,4.416933,-3.66813,3.868449,-4.899698,4.834018,-4.810979,5.500609,49.41084707
0.02480787,8.91,-134.287155,8.401947,8.377318,9.802551,9.794341,7.566298,7.254322,6.083494,6.014532,-3.178869,3.300376,-4.561375,4.988286,-4.466191,4.502315,-3.664846,3.865165,-4.935822,4.870142,-4.824115,5.513745,49.5724629
0.024819444,8.92,-134.38559,8.414262,8.389633,9.818971,9.810761,7.652503,7.340527,6.08842,6.019458,-3.206782,3.328289,-4.508832,4.935743,-4.45634,4.492464,-3.758437,3.958756,-4.829093,4.763413,-4.850387,5.540017,49.60409007
0.024831019,8.94,-134.803406,8.426577,8.401948,9.828002,9.819792,7.57615,7.264174,6.094987,6.026025,-3.224844,3.346351,-4.54824,4.975151,-4.505599,4.541723,-3.725598,3.925917,-4.916118,4.850438,-4.850387,5.540017,49.73833435
0.024842593,8.96,-135.07666,8.452848,8.428219,9.924058,9.915848,7.671387,7.359411,6.106482,6.03752,-3.247832,3.369339,-4.581079,5.00799,-4.559784,4.595908,-3.766647,3.966966,-5.034341,4.968661,-4.914423,5.604053,49.82613086
0.024854167,8.97,-135.561127,8.431502,8.406873,9.875619,9.867409,7.32164,7.009664,6.124543,6.055581,-3.251116,3.372623,-4.587647,5.014558,-4.584414,4.620538,-3.806054,4.006373,-4.975229,4.909549,-4.640214,5.329844,49.98179011
0.024865741,8.99,-136.1586,8.47091,8.446281,9.922416,9.914206,7.923435,7.611459,6.151636,6.082674,-3.267535,3.389042,-4.592573,5.019484,-4.620538,4.656662,-3.769931,3.97025,-5.008069,4.942389,-5.145941,5.835571,50.17375818
0.024877315,9.01,-136.54155,8.491435,8.466806,9.919132,9.910922,7.778117,7.466141,6.144247,6.075285,-3.264251,3.385758,-4.612276,5.039187,-4.633673,4.669797,-3.779783,3.980102,-5.034341,4.968661,-4.847103,5.536733,50.29680002
0.024888889,9.03,-137.306763,8.526737,8.502108,9.945403,9.937193,8.052332,7.740356,6.134395,6.065433,-3.234696,3.356203,-4.659893,5.086804,-4.689501,4.725625,-3.806054,4.006373,-5.077032,5.011352,-4.981744,5.671374,50.54266295
0.024900463,9.04,-137.878418,8.538231,8.513602,9.968391,9.960181,7.679597,7.367621,6.209926,6.140964,-3.303659,3.425166,-4.725572,5.152483,-4.719056,4.75518,-3.825758,4.026077,-5.080316,5.014636,-5.060558,5.750188,50.7263357
0.024912037,9.06,-137.910202,8.559577,8.534948,9.978243,9.970033,7.712437,7.400461,6.208284,6.139322,-3.372622,3.494129,-4.663177,5.090088,-4.73876,4.774884,-3.838893,4.039212,-5.086884,5.021204,-5.027719,5.717349,50.7365479
0.024923611,9.08,-138.253204,8.548083,8.523454,9.986453,9.978243,7.745277,7.433301,6.226346,6.157384,-3.303659,3.425166,-4.656609,5.08352,-4.742044,4.778168,-3.829041,4.02936,-5.11644,5.05076,-5.044139,5.733769,50.84675445
0.024935185,9.09,-139.198303,8.597342,8.572713,10.020935,10.012725,7.751845,7.439869,6.239481,6.170519,-3.389041,3.510548,-4.738707,5.165618,-4.811007,4.847131,-3.934127,4.134446,-5.142712,5.077032,-5.09504,5.78467,51.15041475
0.024946759,9.11,-139.494949,8.62033,8.595701,10.048848,10.040638,7.783043,7.471067,6.260827,6.191865,-3.385757,3.507264,-4.751843,5.178754,-4.765032,4.801156,-3.939053,4.139372,-5.172267,5.106587,-5.122953,5.812583,51.24572711
0.024958333,9.13,-140.266129,8.699145,8.674516,10.157219,10.149009,7.793716,7.48174,6.292025,6.223063,-3.428449,3.549956,-4.853644,5.280555,-4.87997,4.916094,-4.109816,4.310135,-5.241231,5.175551,-5.159077,5.848707,51.49350725
0.024969907,9.14,-141.071747,8.641676,8.617047,10.267232,10.259022,7.845439,7.533463,6.315012,6.24605,-3.444869,3.566376,-4.906187,5.333098,-4.909526,4.94565,-3.960398,4.160717,-5.311836,5.246156,-5.221471,5.911101,51.75235231
0.024981481,9.16,-141.429306,8.72049,8.695861,10.300893,10.292683,7.8791,7.567124,6.333074,6.264112,-3.494128,3.615635,-4.952162,5.379073,-4.945649,4.981773,-4.095038,4.295357,-5.290491,5.224811,-5.310138,5.999768,51.86723602
0.024994213,9.18,-142.501984,8.722133,8.697504,10.360825,10.352615,7.884847,7.572871,6.359346,6.290384,-3.510548,3.632055,-5.011273,5.438184,-5.011328,5.047452,-4.098322,4.298641,-5.310194,5.244514,-5.362681,6.052311,52.21188746
0.025005787,9.19,-142.687164,8.736911,8.712282,10.360825,10.352615,7.268275,6.956299,6.37084,6.301878,-3.540103,3.66161,-5.055605,5.482516,-5.040884,5.077008,-4.183703,4.384022,-5.336466,5.270786,-5.20341,5.89304,52.27138579
0.025017361,9.21,-143.018677,8.754972,8.730343,10.375603,10.367393,7.974337,7.662361,6.385617,6.316655,-3.540103,3.66161,-5.076951,5.503862,-5.07044,5.106564,-4.144297,4.344616,-5.357812,5.292132,-5.282224,5.971854,52.37790092
0.025028935,9.23,-143.377121,8.771392,8.746763,10.370677,10.362467,7.801105,7.489129,6.352778,6.283816,-3.538461,3.659968,-5.121284,5.548195,-5.083575,5.119699,-4.160716,4.361035,-5.425133,5.359453,-5.341335,6.030965,52.49306898
0.025040509,9.24,-143.659424,8.792738,8.768109,10.4068,10.39859,7.988294,7.676318,6.420099,6.351137,-3.494128,3.615635,-5.149198,5.576109,-5.103279,5.139403,-4.157433,4.357752,-5.433343,5.367663,-5.384027,6.073657,52.58377293
0.025052083,9.26,-144.376968,8.817368,8.792739,10.437998,10.429788,7.906193,7.594217,6.431593,6.362631,-3.59593,3.717437,-5.139346,5.566257,-5.126267,5.162391,-4.224752,4.425071,-5.497381,5.431701,-5.408656,6.098286,52.81431982
0.025063657,9.28,-145.196487,8.843639,8.81901,10.467554,10.459344,8.02606,7.714084,6.452939,6.383977,-3.625486,3.746993,-5.129494,5.556405,-5.182094,5.218218,-4.265801,4.46612,-5.540072,5.474392,-5.464483,6.154113,53.07763127
0.025075231,9.29,-145.405502,8.855133,8.830504,10.488899,10.480689,8.003072,7.691096,6.469358,6.400396,-3.671461,3.792968,-5.316678,5.743589,-5.224786,5.26091,-4.272369,4.472688,-5.574554,5.508874,-5.500606,6.190236,53.14478779
0.025086806,9.31,-145.859955,8.881405,8.856776,10.528307,10.520097,8.046585,7.734609,6.498914,6.429952,-3.697733,3.81924,-5.288764,5.715675,-5.213292,5.249416,-4.308492,4.508811,-5.613962,5.548282,-5.551507,6.241137,53.29080354
0.02509838,9.33,-146.982071,8.955294,8.930665,10.554579,10.546369,8.044122,7.732146,6.533395,6.464433,-3.730572,3.852079,-5.296974,5.723885,-5.264193,5.300317,-4.262517,4.462836,-5.641875,5.576195,-5.635248,6.324878,53.65133941
0.025109954,9.34,-148.266418,8.991417,8.966788,10.621901,10.613691,8.16563,7.853654,6.582654,6.513692,-3.76998,3.891487,-5.408627,5.835538,-5.425107,5.461231,-4.452984,4.653303,-5.756814,5.691134,-5.710778,6.400408,54.0640001
0.025121528,9.36,-149.191879,8.993059,8.96843,10.627647,10.619437,8.19765,7.885674,6.608926,6.539964,-3.786399,3.907906,-5.503861,5.930772,-5.451378,5.487502,-4.423429,4.623748,-5.735468,5.669788,-5.710778,6.400408,54.36135072
0.025133102,9.38,-149.390305,9.066949,9.04232,10.800877,10.792667,8.276465,7.964489,6.618778,6.549816,-3.86193,3.983437,-5.54491,5.971821,-5.492428,5.528552,-4.551501,4.75182,-5.707555,5.641875,-5.907815,6.597445,54.425105
0.025144676,9.39,-150.075851,9.050529,9.0259,10.706462,10.698252,8.063826,7.75185,6.65326,6.584298,-3.865214,3.986721,-5.559688,5.986599,-5.536761,5.572885,-4.518662,4.718981,-5.852049,5.786369,-5.784667,6.474297,54.64537093
0.02515625,9.41,-150.620361,9.096504,9.071875,10.774605,10.766395,8.548218,8.236242,6.681173,6.612211,-3.917757,4.039264,-5.61223,6.039141,-5.58602,5.622144,-4.581057,4.781376,-5.927581,5.861901,-5.947222,6.636852,54.82032199
0.025167824,9.43,-151.334381,9.114566,9.089937,10.769678,10.761468,8.390585,8.078609,6.687741,6.618779,-3.921041,4.042548,-5.658205,6.085116,-5.638564,5.674688,-4.604044,4.804363,-6.012964,5.947284,-5.822432,6.512062,55.04973662
0.025179398,9.44,-152.255646,9.15972,9.135091,10.810728,10.802518,8.413573,8.101597,6.72797,6.659008,-3.996572,4.118079,-5.717316,6.144227,-5.704243,5.740367,-4.654944,4.855263,-6.039236,5.973556,-6.039172,6.728802,55.34573906
0.025190972,9.46,-153.059937,9.191739,9.16711,10.843568,10.835358,8.388944,8.076968,6.792828,6.723866,-4.026128,4.147635,-5.832253,6.259164,-5.779774,5.815898,-4.663154,4.863473,-6.075359,6.009679,-6.022752,6.712382,55.60415776
0.025202546,9.48,-154.275421,9.224579,9.19995,10.887901,10.879691,8.356103,8.044127,6.793649,6.724687,-4.052399,4.173906,-5.914351,6.341262,-5.842169,5.878293,-4.720623,4.920942,-6.131187,6.065507,-6.090073,6.779703,55.99469277
0.02521412,9.49,-154.570297,9.255776,9.231147,10.919099,10.910889,8.398795,8.086819,6.835519,6.766557,-4.062251,4.183758,-6.0063,6.433211,-5.848737,5.884861,-4.774807,4.975126,-6.193582,6.127902,-6.144258,6.833888,56.08943643
0.025225694,9.51,-155.41806,9.293542,9.268913,10.955223,10.947013,8.434919,8.122943,6.855223,6.786261,-4.131214,4.252721,-5.874944,6.301855,-5.947256,5.98338,-4.804362,5.004681,-6.255978,6.190298,-6.216504,6.906134,56.36182268
0.025237269,9.53,-156.364929,9.316529,9.2919,11.004482,10.996272,8.480075,8.168099,6.896273,6.827311,-4.193609,4.315116,-6.05556,6.482471,-5.948898,5.985022,-4.840485,5.040804,-6.318373,6.252693,-6.264122,6.953752,56.66605169
0.025248843,9.54,-156.902817,9.458561,9.433932,11.038964,11.030754,8.45134,8.139364,6.925828,6.856866,-4.229733,4.35124,-6.037498,6.464409,-6.009651,6.045775,-4.847053,5.047372,-6.40704,6.34136,-6.344578,7.034208,56.8388751
0.025260417,9.56,-158.277878,9.389598,9.364969,11.073445,11.065235,8.602405,8.290429,6.966877,6.897915,-4.25272,4.374227,-6.157361,6.584272,-6.085182,6.121306,-4.955422,5.155741,-6.43988,6.3742,-6.410256,7.099886,57.2806822
0.025271991,9.58,-159.356522,9.474159,9.44953,11.135841,11.127631,8.587626,8.27565,7.004643,6.935681,-4.321683,4.44319,-6.214829,6.64174,-6.173849,6.209973,-5.109766,5.310085,-6.495707,6.430027,-6.4628,7.15243,57.62725052
0.025283565,9.59,-160.124619,9.503716,9.479087,11.20152,11.19331,8.705851,8.393875,7.058828,6.989866,-4.370942,4.492449,-6.318273,6.745184,-6.252663,6.288787,-5.099914,5.300233,-6.653337,6.587657,-6.604009,7.293639,57.87404008
0.025295139,9.61,-161.534988,9.552975,9.528346,11.244212,11.236002,7.953812,7.641836,7.108088,7.039126,-4.403782,4.525289,-6.360964,6.787875,-6.328194,6.364318,-5.142604,5.342923,-6.58109,6.51541,-6.72223,7.41186,58.32719164
0.025306713,9.63,-162.376358,9.592382,9.567753,11.295114,11.286904,8.80273,8.490754,7.163915,7.094953,-4.505584,4.627091,-6.413507,6.840418,-6.393873,6.429997,-5.21485,5.415169,-6.794548,6.728868,-6.709095,7.398725,58.59752383
0.025319444,9.64,-162.948669,9.641642,9.617013,11.332879,11.324669,8.439845,8.127869,7.163915,7.094953,-4.571263,4.69277,-6.52516,6.952071,-6.443133,6.479257,-5.264109,5.464428,-6.817536,6.751856,-6.75507,7.4447,58.78140735
0.025331019,9.66,-164.35463,9.690901,9.666272,11.38378,11.37557,8.864305,8.552329,7.246014,7.177052,-4.538424,4.659931,-6.528444,6.955355,-6.508811,6.544935,-5.329787,5.530106,-6.902919,6.837239,-6.797761,7.487391,59.23314262
0.025342593,9.68,-165.54187,9.73934,9.714711,11.42483,11.41662,8.873336,8.56136,7.282137,7.213175,-4.622164,4.743671,-6.705775,7.132686,-6.584342,6.620466,-5.418453,5.618772,-6.991586,6.925906,-6.879859,7.569489,59.61460283
0.025354167,9.69,-165.547379,9.759864,9.735235,11.451102,11.442892,8.933269,8.621293,7.371625,7.302663,-4.646794,4.768301,-6.640097,7.067008,-6.620466,6.65659,-5.434872,5.635191,-7.030994,6.965314,-6.945538,7.635168,59.61637287
0.025365741,9.71,-165.708511,9.769716,9.745087,11.479016,11.470806,8.946405,8.634429,7.429916,7.360954,-4.669782,4.791289,-6.746824,7.173735,-6.646738,6.682862,-5.454576,5.654895,-7.086821,7.021141,-7.009574,7.699204,59.66814458
0.025377315,9.73,-166.367569,9.792704,9.768075,11.513497,11.505287,8.997307,8.685331,7.462755,7.393793,-4.732176,4.853683,-6.715627,7.142538,-6.725553,6.761677,-5.480847,5.681166,-7.122945,7.057265,-7.090031,7.779661,59.87989992
0.025388889,9.74,-166.69577,9.81405,9.789421,11.529918,11.521708,9.022758,8.710782,7.498879,7.429917,-4.738744,4.860251,-6.833848,7.260759,-6.699281,6.735405,-5.45786,5.658179,-7.168921,7.103241,-7.142574,7.832204,59.9853509
0.025400463,9.76,-167.069214,9.901074,9.876445,11.572609,11.564399,9.035894,8.723918,7.530077,7.461115,-4.755164,4.876671,-6.799367,7.226278,-6.778096,6.81422,-5.556376,5.756695,-7.22639,7.16071,-7.195117,7.884747,60.10533846
0.025412037,9.78,-167.903305,9.868235,9.843606,11.570967,11.562757,9.10568,8.793704,7.584262,7.5153,-4.837263,4.95877,-6.879823,7.306734,-6.804368,6.840492,-5.625339,5.825658,-7.157426,7.091746,-7.204968,7.894598,60.3733319
0.025423611,9.79,-168.955017,9.943767,9.919138,11.690832,11.682622,9.190244,8.878268,7.612175,7.543213,-4.866818,4.988325,-6.940576,7.367487,-6.873331,6.909455,-5.681165,5.881484,-7.377452,7.311772,-7.372449,8.062079,60.71124696
0.025435185,9.81,-169.629303,9.948692,9.924063,11.685906,11.677696,9.056419,8.744443,7.666361,7.597399,-4.906226,5.027733,-7.037451,7.464362,-6.958713,6.994837,-5.740275,5.940594,-7.336402,7.270722,-7.254228,7.943858,60.92789505
0.025446759,9.83,-170.091049,9.991384,9.966755,11.732702,11.724492,9.287943,8.975967,7.710694,7.641732,-4.948917,5.070424,-7.055512,7.482423,-6.984985,7.021109,-5.763263,5.963582,-7.546576,7.480896,-7.429918,8.119548,61.07625404
0.025458333,9.84,-170.389679,10.009445,9.984816,11.743376,11.735166,9.328172,9.016196,7.743534,7.674572,-4.962053,5.08356,-7.093277,7.520188,-7.007972,7.044096,-5.78625,5.986569,-7.510453,7.444773,-7.434844,8.124474,61.17220386
0.025469907,9.86,-171.405624,10.039001,10.014372,11.761437,11.753227,9.316678,9.004702,7.772269,7.703307,-5.01788,5.139387,-7.160598,7.587509,-7.044096,7.08022,-5.856854,6.057173,-7.533441,7.467761,-7.500523,8.190153,61.49862699
0.025481481,9.88,-172.131348,10.066915,10.042286,11.797561,11.789351,9.402062,9.090086,7.833843,7.764881,-4.919362,5.040869,-7.267325,7.694236,-7.113059,7.149183,-5.888051,6.08837,-7.579416,7.513736,-7.602324,8.291954,61.73180211
0.025493056,9.89,-172.893692,10.11289,10.088261,11.832043,11.823833,9.31832,9.006344,7.88146,7.812498,-5.103262,5.224769,-7.270609,7.69752,-7.145898,7.182022,-5.92089,6.121209,-7.668083,7.602403,-7.622028,8.311658,61.97674324
0.02550463,9.91,-173.791565,10.15394,10.129311,11.88705,11.87884,9.397958,9.085982,7.917584,7.848622,-5.040867,5.162374,-7.395398,7.822309,-7.13933,7.175454,-5.947161,6.14748,-7.743614,7.677934,-7.686065,8.375695,62.26522983
0.025516204,9.93,-174.16391,10.190063,10.165434,11.914143,11.905933,9.402062,9.090086,7.953708,7.884746,-5.155806,5.277313,-7.382262,7.809173,-7.221429,7.257553,-6.065382,6.265701,-7.783022,7.717342,-7.736966,8.426596,62.38486428
0.025527778,9.94,-175.008377,10.208946,10.184317,11.965044,11.956834,9.485806,9.17383,8.006251,7.937289,-5.15909,5.280597,-7.278819,7.70573,-7.244417,7.280541,-6.070308,6.270627,-7.848701,7.783021,-7.825632,8.515262,62.65619153
0.025539352,9.96,-175.215851,10.279552,10.254923,11.993778,11.985568,9.452965,9.140989,8.035807,7.966845,-5.165658,5.287165,-7.382262,7.809173,-7.237849,7.273973,-5.978358,6.178677,-7.920949,7.855269,-7.876533,8.566163,62.72285293
0.025550926,9.98,-175.905807,10.290224,10.265595,12.037292,12.029082,9.537529,9.225553,8.081782,8.01282,-5.228052,5.349559,-7.372411,7.799322,-7.218145,7.254269,-6.108073,6.308392,-7.970208,7.904528,-7.897878,8.587508,62.94453579
0.0255625,9.99,-176.084152,10.318138,10.293509,11.996242,11.988032,9.502225,9.190249,8.117906,8.048944,-5.224769,5.346276,-7.375695,7.802606,-7.218145,7.254269,-6.12285,6.323169,-7.942294,7.876614,-7.993112,8.682742,63.00183804
0.025574074,10.01,-176.524689,10.372324,10.347695,12.106255,12.098045,9.778083,9.466107,8.160597,8.091635,-5.231336,5.352843,-7.365843,7.792754,-7.224713,7.260837,-6.134344,6.334663,-8.032603,7.966923,-8.12447,8.8141,63.14338258
0.025585648,10.03,-177.408447,10.388743,10.364114,12.10215,12.09394,8.908639,8.596663,8.186869,8.117907,-5.214917,5.336424,-7.392114,7.819025,-7.175454,7.211578,-6.177035,6.377354,-8.026035,7.960355,-8.140889,8.830519,63.42733402
0.025597222,10.04,-177.460754,10.442929,10.4183,12.153872,12.145662,9.672174,9.360198,8.239412,8.17045,-5.224769,5.346276,-7.362559,7.78947,-7.13933,7.175454,-6.242713,6.443032,-8.13769,8.07201,-8.191791,8.881421,63.44414026
