TimeStamp,Time in Sec,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom,Stud1_Mid-O,Stud1_Mid,Stud4_Mid-O,Stud4_Mid
40:16.8,1.6,-45.028496,14.46765576,3.42679,3.431716,2.857006,2.822525,2.79052,2.722379,3.012992,3.024486,-0.105087,0.098519,0.095235,0.009852,0.469611,0.141212,-0.234801,0.712612,0.648591,0.735617,0.909662,0.93265,-0.048539,0.065874,0.034665,0.06933
40:17.8,1.62,-46.70108,15.005057,3.513814,3.51874,2.898055,2.863574,2.851273,2.783132,3.070461,3.081955,-0.105087,0.098519,0.088667,0.003284,0.499167,0.170768,-0.274208,0.752019,0.658443,0.745469,0.939218,0.962206,-0.045072,0.062407,0.020799,0.055464
40:18.8,1.64,-46.594254,14.97073381,3.531876,3.536802,2.924326,2.889845,2.884113,2.815972,3.090164,3.101658,-0.105087,0.098519,0.088667,0.003284,0.505735,0.177336,-0.157628,0.635439,0.655159,0.742185,0.939218,0.962206,-0.079743,0.097078,0.114395,0.14906
40:19.8,1.65,-49.008888,15.74655571,3.67637,3.681296,3.050757,3.016276,2.989198,2.921057,3.177188,3.188682,-0.108371,0.101803,0.068963,0.01642,0.504093,0.175694,-0.200319,0.67813,0.658443,0.745469,0.972058,0.995046,0.020803,0.003468,0.062397,0.097062
40:20.8,1.67,-49.789558,15.99738499,3.733839,3.738765,3.109868,3.075387,3.043384,2.975243,3.229731,3.241225,-0.108371,0.101803,0.059111,0.026272,0.502451,0.174052,-0.26764,0.745451,0.651875,0.738901,0.995046,1.018034,0.003467,0.013868,0.031199,0.065864
40:21.8,1.69,-51.397697,16.51408005,3.850419,3.855345,3.247793,3.213312,3.279827,3.211686,3.324965,3.336459,-0.134643,0.128075,0.013136,0.072247,0.495883,0.167484,-0.256146,0.733957,0.678147,0.765173,1.06401,1.086998,-0.010401,0.027736,-0.006933,0.027732
40:22.9,1.7,-51.397697,16.51408005,3.855345,3.860271,3.264212,3.229731,3.289679,3.221538,3.32989,3.341384,-0.131359,0.124791,0.01642,0.068963,0.499167,0.170768,-0.224949,0.70276,0.678147,0.765173,1.070578,1.093566,-0.031204,0.048539,0.003467,0.038132
40:23.9,1.72,-53.701309,17.25423058,3.953864,3.95879,3.390643,3.356162,3.378345,3.310204,3.431692,3.443186,-0.131359,0.124791,0.009852,0.075531,0.505735,0.177336,-0.315257,0.793068,0.681431,0.768457,1.106701,1.129689,-0.100546,0.117881,0.034665,0.06933
40:24.7,1.73,-54.072113,17.37336991,3.991629,3.996555,3.425124,3.390643,3.404617,3.336476,3.480951,3.492445,-0.131359,0.124791,0.009852,0.075531,0.505735,0.177336,-0.198677,0.676488,0.691283,0.778309,1.132973,1.155961,-0.062408,0.079743,0.031199,0.065864
40:25.7,1.75,-56.440617,18.13437024,4.085222,4.090148,3.510506,3.476025,3.471938,3.403797,3.557302,3.568796,-0.134643,0.128075,0.009852,0.075531,0.522155,0.193756,-0.293911,0.771722,0.727407,0.814433,1.185517,1.208505,-0.065875,0.08321,0.055464,0.090129
40:26.7,1.77,-55.337257,17.77986067,4.134481,4.139407,3.566333,3.531852,3.524481,3.45634,3.587678,3.599172,-0.134643,0.128075,0.013136,0.072247,0.541859,0.21346,-0.261072,0.738883,0.727407,0.814433,1.221641,1.244629,-0.003467,0.020802,0.031199,0.065864
40:27.7,1.78,-57.279999,18.40406368,4.223147,4.228073,3.668135,3.633654,3.614789,3.546648,3.661567,3.673061,-0.134643,0.128075,0.01642,0.068963,0.597687,0.269288,-0.24301,0.720821,0.737259,0.824285,1.264332,1.28732,0.003467,0.013868,0.038132,0.072797
40:28.7,1.8,-58.610256,18.83147525,4.344654,4.34958,3.77322,3.738739,3.710023,3.641882,3.743665,3.755159,-0.134643,0.128075,0.055827,0.029556,0.686355,0.357956,-0.208529,0.68634,0.770099,0.857125,1.346432,1.36942,-0.031204,0.048539,0.034665,0.06933
40:29.7,1.82,-59.448975,19.10095567,4.367641,4.372567,3.815911,3.78143,3.746147,3.678006,3.7568,3.768294,-0.147779,0.141211,0.059111,0.026272,0.692923,0.364524,-0.333318,0.811129,0.809507,0.896533,1.379272,1.40226,-0.017336,0.034671,-0.006933,0.027732
40:30.7,1.83,-61.339848,19.70849316,4.508852,4.513778,3.978466,3.943985,3.872578,3.804437,3.866812,3.878306,-0.137927,0.131359,0.065679,0.019704,0.696207,0.367808,-0.265998,0.743809,0.812791,0.899817,1.379272,1.40226,-0.076276,0.093611,0.0104,0.045065
40:31.7,1.85,-63.147293,20.28922524,4.625432,4.630358,4.095045,4.060564,3.995726,3.927585,3.94891,3.960404,-0.134643,0.128075,0.085383,0,0.699491,0.371092,-0.274208,0.752019,0.809507,0.896533,1.379272,1.40226,-0.058941,0.076276,0.006933,0.041598
40:32.7,1.87,-63.482338,20.3968752,4.659913,4.664839,4.134452,4.099971,4.064689,3.996548,3.96533,3.976824,-0.121507,0.114939,0.111655,0.026272,0.735615,0.407216,-0.241369,0.71918,0.793087,0.880113,1.379272,1.40226,-0.041605,0.05894,0.055464,0.090129
40:33.7,1.88,-64.965553,20.87343218,4.769926,4.774852,4.252674,4.218193,4.22396,4.155819,4.076983,4.088477,-0.108371,0.101803,0.128075,0.042692,0.768455,0.440056,-0.279134,0.756945,0.773383,0.860409,1.379272,1.40226,-0.017336,0.034671,0.034665,0.06933
40:34.7,1.9,-65.534554,21.0562522,4.842173,4.847099,4.31671,4.282229,4.296207,4.228066,4.1246,4.136094,-0.072247,0.065679,0.183902,0.098519,0.794727,0.466328,-0.287343,0.765154,0.773383,0.860409,1.379272,1.40226,-0.003467,0.020802,0.013866,0.048531
40:35.7,1.92,-67.4272,21.66435936,4.909494,4.91442,4.40866,4.374179,4.396368,4.328227,4.23297,4.244464,-0.026272,0.019704,0.262717,0.177334,0.834135,0.505736,-0.254504,0.732315,0.763531,0.850557,1.375988,1.398976,-0.031204,0.048539,0,0.034665
40:36.7,1.93,-68.086693,21.87625446,5.040852,5.045778,4.530165,4.495684,4.509664,4.441523,4.346265,4.357759,0.01642,0.022988,0.279137,0.193754,0.853839,0.52544,-0.215097,0.692908,0.773383,0.860409,1.379272,1.40226,-0.017336,0.034671,-0.013866,0.020799
40:37.7,1.95,-69.493317,22.32820275,5.058914,5.06384,4.561363,4.526882,4.553997,4.485856,4.361043,4.372537,0.03284,0.039408,0.318545,0.233162,0.886679,0.55828,-0.256146,0.733957,0.770099,0.857125,1.375988,1.398976,-0.062408,0.079743,0.034665,0.06933
40:38.7,1.97,-71.155975,22.86241477,5.17221,5.177136,4.66809,4.633609,4.654157,4.586016,4.461203,4.472697,0.068963,0.075531,0.38094,0.295557,0.935939,0.60754,-0.336602,0.814413,0.773383,0.860409,1.421964,1.444952,-0.058941,0.076276,0.055464,0.090129
40:39.7,1.98,-70.750298,22.73207075,5.226396,5.231322,4.715707,4.681226,4.703416,4.635275,4.505536,4.51703,0.075531,0.082099,0.39736,0.311977,0.958927,0.630528,-0.185542,0.663353,0.776667,0.863693,1.425248,1.448236,-0.045072,0.062407,0.083196,0.117861
40:40.7,2,-71.780602,23.06310742,5.237889,5.242815,4.730485,4.696004,4.714911,4.64677,4.523597,4.535091,0.091951,0.098519,0.407212,0.321829,0.962211,0.633812,-0.257788,0.735599,0.770099,0.857125,1.428532,1.45152,-0.041605,0.05894,0.013866,0.048531
40:41.7,2.02,-73.258293,23.53788954,5.303568,5.308494,4.799448,4.764967,4.778947,4.710806,4.590918,4.602412,0.108371,0.114939,0.440052,0.354669,1.011471,0.683072,-0.195394,0.673205,0.812791,0.899817,1.461371,1.484359,-0.017336,0.034671,0,0.034665
40:42.7,2.03,-74.698906,24.0007585,5.407013,5.411939,4.907817,4.873336,4.88075,4.812609,4.705855,4.717349,0.137927,0.144495,0.495879,0.410496,1.07715,0.748751,-0.234801,0.712612,0.822643,0.909669,1.497495,1.520483,-0.038138,0.055473,0,0.034665
40:43.7,2.05,-75.325302,24.20201953,5.48747,5.492396,4.975959,4.941478,4.954638,4.886497,4.769892,4.781386,0.160915,0.167483,0.513941,0.428558,1.129694,0.801295,-0.277492,0.755303,0.832495,0.919521,1.546755,1.569743,0.003467,0.013868,0.0104,0.045065
40:44.7,2.07,-76.224274,24.49085924,5.561359,5.566285,5.0441,5.009619,5.01375,4.945609,4.837212,4.848706,0.177334,0.183902,0.558274,0.472891,1.17567,0.847271,-0.270924,0.748735,0.848915,0.935941,1.599299,1.622287,-0.069342,0.086677,0.076263,0.110928
40:45.7,2.08,-77.560051,24.92004439,5.63689,5.641816,5.106495,5.072014,5.076145,5.008004,4.922595,4.934089,0.193754,0.200322,0.610818,0.525435,1.228214,0.899815,-0.353022,0.830833,0.888323,0.975349,1.638707,1.661695,-0.031204,0.048539,0.027732,0.062397
40:46.7,2.1,-78.865585,25.33951246,5.728841,5.733767,5.180383,5.145902,5.150033,5.081892,5.026038,5.037532,0.275853,0.282421,0.742177,0.656794,1.362858,1.034459,-0.34317,0.820981,0.963855,1.050881,1.766782,1.78977,-0.048539,0.065874,0.051998,0.086663
40:47.7,2.12,-79.932526,25.6823206,5.814224,5.81915,5.259198,5.224717,5.20504,5.136899,5.104853,5.116347,0.328397,0.334965,0.804572,0.719189,1.418686,1.090287,-0.425268,0.903079,1.039387,1.126413,1.819326,1.842314,-0.010401,0.027736,-0.013866,0.020799
40:48.7,2.13,-81.310677,26.12512052,5.906175,5.911101,5.331444,5.296963,5.253478,5.185337,5.208296,5.21979,0.420348,0.426916,0.84398,0.758597,1.513922,1.185523,-0.481095,0.958906,1.078795,1.165821,1.980241,2.003229,0.017335,0,-0.041598,0.006933
40:49.7,2.15,-81.695602,26.24879692,5.9932,5.998126,5.402049,5.367568,5.315873,5.247732,5.278901,5.290395,0.512299,0.518867,0.896523,0.81114,1.573034,1.244635,-0.596032,1.073843,1.137907,1.224933,2.039353,2.062341,-0.041605,0.05894,0,0.034665
40:50.7,2.17,-82.923447,26.64330352,6.019472,6.024398,5.433246,5.398765,5.337219,5.269078,5.301888,5.313382,0.541855,0.548423,0.929363,0.84398,1.589454,1.261055,-0.51065,0.988461,1.170747,1.257773,2.06234,2.085328,-0.052007,0.069342,0.041598,0.076263
40:51.7,2.18,-83.227592,26.74102531,6.050669,6.055595,5.471011,5.43653,5.36349,5.295349,5.334728,5.346222,0.581263,0.587831,0.962203,0.87682,1.615726,1.287327,-0.596032,1.073843,1.216723,1.303749,2.101748,2.124736,-0.097079,0.114414,0.083196,0.117861
40:52.7,2.2,-82.977303,26.66060745,6.052311,6.057237,5.474295,5.439814,5.36349,5.295349,5.334728,5.346222,0.594399,0.600967,0.998326,0.912943,1.615726,1.287327,-0.546773,1.024584,1.220007,1.307033,2.105032,2.12802,-0.045072,0.062407,0.041598,0.076263
40:53.7,2.22,-82.646667,26.55437411,6.052311,6.057237,5.475937,5.441456,5.36349,5.295349,5.334728,5.346222,0.604251,0.610819,0.995042,0.909659,1.61901,1.290611,-0.582897,1.060708,1.220007,1.307033,2.101748,2.124736,-0.006934,0.024269,0.038132,0.072797
40:54.7,2.23,-83.51342,26.83286185,6.099108,6.104034,5.510418,5.475937,5.38812,5.319979,5.375777,5.387271,0.623954,0.630522,1.01803,0.932647,1.61901,1.290611,-0.591106,1.068917,1.233143,1.320169,2.101748,2.124736,0.010401,0.006934,-0.013866,0.020799
40:55.7,2.25,-84.986923,27.30629836,6.149188,6.154114,5.554751,5.52027,5.429169,5.361028,5.418468,5.429962,0.643658,0.650226,1.024598,0.939215,1.671554,1.343155,-0.668279,1.14609,1.242995,1.330021,2.170712,2.1937,-0.017336,0.034671,-0.020799,0.013866
40:56.7,2.27,-85.63031,27.5130186,6.201731,6.206657,5.610579,5.576098,5.480071,5.41193,5.471011,5.482505,0.689634,0.696202,1.024598,0.939215,1.707678,1.379279,-0.582897,1.060708,1.249563,1.336589,2.196984,2.219972,-0.055474,0.072809,0.024266,0.058931
40:57.7,2.28,-86.261337,27.71576758,6.219793,6.224719,5.638492,5.604011,5.508805,5.440664,5.497283,5.508777,0.715906,0.722474,1.096845,1.011462,1.710962,1.382563,-0.632156,1.109967,1.272551,1.359577,2.200268,2.223256,-0.086678,0.104013,0.020799,0.055464
40:58.7,2.3,-86.13707,27.67584059,6.278904,6.28383,5.692677,5.658196,5.547391,5.47925,5.569529,5.581023,0.745461,0.752029,1.126401,1.041018,1.776642,1.448243,-0.727389,1.2052,1.292256,1.379282,2.246244,2.269232,-0.079743,0.097078,0.083196,0.117861
40:59.8,2.32,-87.116829,27.99063716,6.310923,6.315849,5.732084,5.697603,5.575305,5.507164,5.607294,5.618788,0.781585,0.788153,1.149389,1.064006,1.796346,1.467947,-0.779932,1.257743,1.331664,1.41869,2.2758,2.298788,-0.02427,0.041605,0.034665,0.06933
41:00.8,2.33,-88.518379,28.44095517,6.344584,6.34951,5.764923,5.730442,5.599935,5.531794,5.635208,5.646702,0.811141,0.817709,1.221636,1.136253,1.829186,1.500787,-0.7865,1.264311,1.397344,1.48437,2.351331,2.374319,0.031204,0.013869,0.006933,0.041598
41:01.8,2.35,-87.664429,28.16658104,6.352794,6.35772,5.784627,5.750146,5.61307,5.544929,5.658195,5.669689,0.817709,0.824277,1.25776,1.172377,1.855458,1.527059,-0.807845,1.285656,1.420332,1.507358,2.374319,2.397307,-0.010401,0.027736,-0.003467,0.031198
41:02.8,2.37,-87.822678,28.21742644,6.367571,6.372497,5.809256,5.774775,5.631132,5.562991,5.676257,5.687751,0.830845,0.837413,1.287316,1.201933,1.904718,1.576319,-0.86203,1.339841,1.453172,1.540198,2.394023,2.417011,-0.041605,0.05894,-0.017333,0.017332
41:03.8,2.38,-89.262192,28.67994229,6.433251,6.438177,5.891355,5.856874,5.680391,5.61225,5.73701,5.748504,0.906376,0.912944,1.375983,1.2906,2.022942,1.694543,-0.873524,1.351335,1.528704,1.61573,2.476123,2.499111,-0.076276,0.093611,0.058931,0.093596
41:04.8,2.4,-89.217163,28.66547447,6.461986,6.466912,5.915984,5.881503,5.698453,5.630312,5.771491,5.782985,0.939216,0.945784,1.408823,1.32344,2.042646,1.714247,-0.893228,1.371039,1.55826,1.645286,2.492543,2.515531,-0.052007,0.069342,0,0.034665
41:05.8,2.42,-90.032707,28.92750876,6.479226,6.484152,5.932404,5.897923,5.711589,5.643448,5.78791,5.799404,0.95892,0.965488,1.435094,1.349711,2.07877,1.750371,-0.921141,1.398952,1.584532,1.671558,2.522099,2.545087,-0.045072,0.062407,0.062397,0.097062
41:06.8,2.43,-90.092079,28.94658498,6.497288,6.502214,5.948002,5.913521,5.72965,5.661509,5.80433,5.815824,0.991759,0.998327,1.438378,1.352995,2.075486,1.747087,-0.930993,1.408804,1.58289,1.669916,2.522099,2.545087,-0.017336,0.034671,-0.006933,0.027732
41:07.8,2.45,-90.092079,28.94658498,6.51535,6.520276,5.958675,5.924194,5.742786,5.674645,5.815824,5.827318,1.018031,1.024599,1.454798,1.369415,2.082054,1.753655,-0.888302,1.366113,1.594384,1.68141,2.525383,2.548371,-0.003467,0.020802,0.013866,0.048531
41:08.8,2.47,-90.574348,29.10153801,6.546547,6.551473,5.983305,5.948824,5.761669,5.693528,5.828959,5.840453,1.021315,1.027883,1.536897,1.451514,2.09519,1.766791,-1.003239,1.48105,1.676484,1.76351,2.577926,2.600914,-0.038138,0.055473,0.031199,0.065864
41:09.8,2.49,-90.968765,29.22826419,6.561326,6.566252,5.999724,5.965243,5.788762,5.720621,5.858515,5.870009,1.034451,1.041019,1.536897,1.451514,2.098474,1.770075,-0.911289,1.3891,1.676484,1.76351,2.58121,2.604198,-0.02427,0.041605,0.013866,0.048531
41:10.8,2.5,-91.153503,29.28762051,6.587597,6.592523,6.016144,5.981663,5.801898,5.733757,5.876576,5.88807,1.044303,1.050871,1.535255,1.449872,2.131314,1.802915,-0.983535,1.461346,1.683052,1.770078,2.59763,2.620618,-0.104013,0.121348,0.051998,0.086663
41:11.8,2.52,-91.908577,29.53022579,6.604017,6.608943,6.03749,6.003009,5.816676,5.748535,5.892996,5.90449,1.060723,1.067291,1.546749,1.461366,2.157586,1.829187,-1.047572,1.525383,1.679768,1.766794,2.61405,2.637038,-0.013868,0.031203,0.048531,0.083196
41:12.8,2.54,-92.232147,29.63418883,6.622079,6.627005,6.053909,6.019428,5.834737,5.766596,5.911058,5.922552,1.070575,1.077143,1.550033,1.46465,2.157586,1.829187,-0.950696,1.428507,1.676484,1.76351,2.61405,2.637038,-0.02427,0.041605,0.041598,0.076263
41:13.8,2.55,-92.898926,29.84842492,6.659844,6.66477,6.077718,6.043237,5.856083,5.787942,5.943897,5.955391,1.096846,1.103414,1.622281,1.536898,2.174006,1.845607,-1.082053,1.559864,1.73888,1.825906,2.653458,2.676446,-0.020803,0.038138,0.006933,0.041598
41:14.8,2.57,-93.266197,29.9664291,6.677906,6.682832,6.101526,6.067045,5.880713,5.812572,5.968527,5.980021,1.136254,1.142822,1.6387,1.553317,2.187142,1.858743,-1.105041,1.582852,1.7553,1.842326,2.66331,2.686298,-0.031204,0.048539,0.0104,0.045065
41:15.8,2.59,-93.483383,30.03621096,6.687758,6.692684,6.119588,6.085107,5.89549,5.827349,5.984946,5.99644,1.152674,1.159242,1.6387,1.553317,2.183858,1.855459,-1.078769,1.55658,1.761868,1.848894,2.669878,2.692866,-0.052007,0.069342,0,0.034665
41:16.8,2.6,-93.722641,30.11308455,6.715672,6.720598,6.134366,6.099885,5.908626,5.840485,5.999724,6.011218,1.16581,1.172378,1.648552,1.563169,2.236402,1.908003,-1.155941,1.633752,1.768436,1.855462,2.748693,2.771681,-0.038138,0.055473,0.006933,0.041598
41:17.8,2.62,-93.647156,30.08883122,6.740302,6.745228,6.158995,6.124514,5.975947,5.907806,6.044057,6.055551,1.221637,1.228205,1.799615,1.714232,2.351342,2.022943,-1.183855,1.661666,1.939205,2.026231,2.880053,2.903041,-0.072809,0.090144,0.062397,0.097062
41:18.8,2.64,-94.286125,30.29413196,6.748511,6.753437,6.172131,6.13765,6.012071,5.94393,6.057193,6.068687,1.228205,1.234773,1.802899,1.717516,2.35791,2.029511,-1.154299,1.63211,1.942489,2.029515,2.899757,2.922745,0.013868,0.003467,0.06933,0.103995
41:19.8,2.65,-94.410393,30.33405927,6.776425,6.781351,6.190193,6.155712,6.021923,5.953782,6.07197,6.083464,1.234773,1.241341,1.812751,1.727368,2.35791,2.029511,-1.290582,1.768393,1.972045,2.059071,2.919461,2.942449,-0.010401,0.027736,0.058931,0.093596
41:20.8,2.67,-94.707253,30.42944039,6.794487,6.799413,6.196761,6.16228,6.0367,5.968559,6.098242,6.109736,1.320157,1.326725,1.934258,1.848875,2.453146,2.124747,-1.38089,1.858701,2.182221,2.269247,3.008129,3.031117,-0.006934,0.024269,0.006933,0.041598
41:21.8,2.69,-95.326805,30.62850245,6.819117,6.824043,6.218106,6.183625,6.056404,5.988263,6.131082,6.142576,1.330009,1.336577,1.937542,1.852159,2.449862,2.121463,-1.295508,1.773319,2.195358,2.282384,3.008129,3.031117,-0.003467,0.020802,-0.006933,0.027732
41:22.8,2.7,-95.284866,30.61502745,6.827326,6.832252,6.231242,6.196761,6.064614,5.996473,6.139291,6.150785,1.349712,1.35628,1.934258,1.848875,2.449862,2.121463,-1.315212,1.793023,2.18879,2.275816,3.008129,3.031117,-0.090145,0.10748,0.020799,0.055464
41:23.8,2.72,-95.414207,30.65658471,6.837178,6.842104,6.241094,6.206613,6.074466,6.006325,6.154069,6.165563,1.35628,1.362848,1.930974,1.845591,2.453146,2.124747,-1.328347,1.806158,2.192074,2.2791,3.008129,3.031117,-0.055474,0.072809,0.020799,0.055464
41:24.8,2.74,-95.991821,30.84217209,6.866734,6.87166,6.262439,6.227958,6.104022,6.035881,6.18855,6.200044,1.362848,1.369416,1.940826,1.855443,2.449862,2.121463,-1.328347,1.806158,2.195358,2.282384,3.0344,3.057388,-0.072809,0.090144,0.083196,0.117861
41:25.8,2.75,-96.448921,30.98903832,6.89629,6.901216,6.285427,6.250946,6.120441,6.0523,6.20497,6.216464,1.3727,1.379268,1.937542,1.852159,2.449862,2.121463,-1.384174,1.861985,2.192074,2.2791,3.044252,3.06724,-0.010401,0.027736,0.034665,0.06933
41:26.9,2.77,-96.917061,31.1394517,6.924203,6.929129,6.30513,6.270649,6.128651,6.06051,6.224674,6.236168,1.375984,1.382552,1.930974,1.845591,2.45643,2.128031,-1.374322,1.852133,2.198642,2.285668,3.044252,3.06724,-0.017336,0.034671,0.031199,0.065864
41:27.9,2.79,-97.149254,31.21405531,6.945549,6.950475,6.32155,6.287069,6.143429,6.075288,6.232883,6.244377,1.385836,1.392404,1.930974,1.845591,2.449862,2.121463,-1.338199,1.81601,2.195358,2.282384,3.060672,3.08366,-0.031204,0.048539,-0.003467,0.031198
41:28.9,2.8,-97.499092,31.32645826,6.966895,6.971821,6.33797,6.303489,6.169701,6.10156,6.244377,6.255871,1.402256,1.408824,1.940826,1.855443,2.45643,2.128031,-1.410445,1.888256,2.198642,2.285668,3.063956,3.086944,-0.010401,0.027736,0.013866,0.048531
41:29.9,2.82,-98.05574,31.50530926,6.988241,6.993167,6.347822,6.313341,6.177089,6.108948,6.257513,6.269007,1.412108,1.418676,1.950678,1.865295,2.446578,2.118179,-1.338199,1.81601,2.198642,2.285668,3.070524,3.093512,-0.065875,0.08321,0.034665,0.06933
41:30.9,2.84,-97.956635,31.47346683,6.993167,6.998093,6.357674,6.323193,6.179553,6.111412,6.262439,6.273933,1.418676,1.425244,1.96053,1.875147,2.45643,2.128031,-1.459704,1.937515,2.198642,2.285668,3.070524,3.093512,-0.048539,0.065874,0.06933,0.103995
41:31.9,2.85,-98.006958,31.48963561,7.007945,7.012871,6.367525,6.333044,6.191046,6.122905,6.275575,6.287069,1.428528,1.435096,1.963814,1.878431,2.453146,2.124747,-1.384174,1.861985,2.208493,2.295519,3.070524,3.093512,-0.069342,0.086677,0.051998,0.086663
41:32.9,2.87,-98.366066,31.60501701,7.032574,7.0375,6.387229,6.352748,6.204182,6.136041,6.291994,6.303488,1.444948,1.451516,1.970382,1.884999,2.462998,2.134599,-1.421939,1.89975,2.218346,2.305372,3.080376,3.103364,-0.010401,0.027736,0.020799,0.055464
41:33.9,2.89,-98.728256,31.72138865,7.047352,7.052278,6.403648,6.369167,6.212392,6.144251,6.303488,6.314982,1.464651,1.471219,1.980234,1.894851,2.502406,2.174007,-1.403877,1.881688,2.231482,2.318508,3.106648,3.129636,-0.010401,0.027736,0,0.034665
41:34.7,2.9,-99.31382,31.90953037,7.076908,7.081834,6.424994,6.390513,6.228812,6.160671,6.328117,6.339611,1.467935,1.474503,1.990085,1.904702,2.502406,2.174007,-1.466272,1.944083,2.241334,2.32836,3.109932,3.13292,-0.003467,0.020802,0.006933,0.041598
41:35.7,2.92,-99.699852,32.03356245,7.106463,7.111389,6.443056,6.408575,6.248516,6.180375,6.344537,6.356031,1.474503,1.481071,1.996653,1.91127,2.50569,2.177291,-1.443285,1.921096,2.261038,2.348064,3.113216,3.136204,-0.055474,0.072809,0.020799,0.055464
41:36.7,2.93,-100.187851,32.19035653,7.131094,7.13602,6.469327,6.434846,6.264935,6.196794,6.362599,6.374093,1.481071,1.487639,2.006505,1.921122,2.548382,2.219983,-1.466272,1.944083,2.267606,2.354632,3.155908,3.178896,-0.104013,0.121348,0.055464,0.090129
41:37.7,2.95,-100.621338,32.3296359,7.141766,7.146692,6.484105,6.449624,6.27725,6.209109,6.377377,6.388871,1.487639,1.494207,2.042629,1.957246,2.564802,2.236403,-1.492543,1.970354,2.30373,2.390756,3.169044,3.192032,-0.031204,0.048539,0.048531,0.083196
41:38.7,2.97,-100.915337,32.42409778,7.155723,7.160649,6.502167,6.467686,6.291207,6.223066,6.390512,6.402006,1.523763,1.530331,2.151,2.065617,2.564802,2.236403,-1.453136,1.930947,2.40225,2.489276,3.169044,3.192032,-0.045072,0.062407,0.020799,0.055464
41:39.7,2.98,-101.129425,32.49288425,7.181995,7.186921,6.518586,6.484105,6.305984,6.237843,6.403648,6.415142,1.553319,1.559887,2.154284,2.068901,2.564802,2.236403,-1.492543,1.970354,2.398966,2.485992,3.175612,3.1986,0.02427,0.006935,0.006933,0.041598
41:40.7,3,-101.060783,32.47082958,7.195131,7.200057,6.535006,6.500525,6.312552,6.244411,6.423352,6.434846,1.566455,1.573023,2.151,2.065617,2.568086,2.239687,-1.505679,1.98349,2.405534,2.49256,3.175612,3.1986,-0.010401,0.027736,-0.020799,0.013866
41:41.7,3.02,-101.966385,32.7617995,7.213192,7.218118,6.553068,6.518587,6.328972,6.260831,6.443055,6.454549,1.586159,1.592727,2.160852,2.075469,2.594358,2.265959,-1.536876,2.014687,2.41867,2.505696,3.218304,3.241292,-0.038138,0.055473,0.013866,0.048531
41:42.7,3.03,-102.125298,32.81285825,7.242748,7.247674,6.577697,6.543216,6.348676,6.280535,6.462759,6.474253,1.59601,1.602578,2.18384,2.098457,2.630482,2.302083,-1.522099,1.99991,2.43509,2.522116,3.251144,3.274132,-0.069342,0.086677,0.058931,0.093596
41:43.7,3.05,-102.807976,33.03220269,7.270662,7.275588,6.600685,6.566204,6.36838,6.300239,6.487389,6.498883,1.59601,1.602578,2.20026,2.114877,2.686311,2.357912,-1.573,2.050811,2.441658,2.528684,3.303688,3.326676,-0.065875,0.08321,0.103996,0.138661
41:44.7,3.07,-103.730125,33.32848916,7.29365,7.298576,6.62203,6.587549,6.389726,6.321585,6.507092,6.518586,1.615714,1.622282,2.219964,2.134581,2.689595,2.361196,-1.646888,2.124699,2.458078,2.545104,3.320107,3.343095,-0.020803,0.038138,0.006933,0.041598
41:45.7,3.08,-103.788612,33.34728104,7.314996,7.319922,6.643376,6.608895,6.409429,6.341288,6.533363,6.544857,1.651838,1.658406,2.21668,2.131297,2.692878,2.364479,-1.607481,2.085292,2.497486,2.584512,3.320107,3.343095,-0.031204,0.048539,0.027732,0.062397
41:46.7,3.1,-103.809586,33.35401998,7.328132,7.333058,6.661438,6.626957,6.415997,6.347856,6.53829,6.549784,1.664974,1.671542,2.223248,2.137865,2.689595,2.361196,-1.660023,2.137834,2.507339,2.594365,3.323391,3.346379,0.038138,0.020803,-0.013866,0.020799
41:47.7,3.12,-104.128296,33.4564215,7.360971,7.365897,6.681141,6.64666,6.438985,6.370844,6.559635,6.571129,1.674826,1.681394,2.226532,2.141149,2.729002,2.400603,-1.633752,2.111563,2.520474,2.6075,3.382503,3.405491,-0.034671,0.052006,0.013866,0.048531
41:48.7,3.13,-105.24556,33.81539843,7.392169,7.397095,6.711518,6.677037,6.471824,6.403683,6.592474,6.603968,1.691246,1.697814,2.221606,2.136223,2.778263,2.449864,-1.725702,2.203513,2.523758,2.610784,3.435047,3.458035,-0.08321,0.100545,0.027732,0.062397
41:49.7,3.15,-105.323914,33.84057357,7.405305,7.410231,6.728758,6.694277,6.475108,6.406967,6.603968,6.615462,1.714234,1.720802,2.279075,2.193692,2.778263,2.449864,-1.761825,2.239636,2.569735,2.656761,3.448183,3.471171,-0.052007,0.069342,0.055464,0.090129
41:50.7,3.17,-105.946556,34.04062844,7.431576,7.436502,6.753388,6.718907,6.498096,6.429955,6.630239,6.641733,1.733937,1.740505,2.394014,2.308631,2.794683,2.466284,-1.770035,2.247846,2.678107,2.765133,3.467887,3.490875,-0.072809,0.090144,0.06933,0.103995
