TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,O-Stud3-Top,Stud3-Top,O-Stud3-Mid,Stud3-Mid,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Top,Stud4-Top,O-Stud4-Mid,Stud4-Mid,O-Stud4-Bottom,Stud4-Bottom,Pb1-Top-Right,Pb1-Top-Left,Pb1-Mid-Mid,Pb1-Bottom-Right,Pb1-Bottom-Left,Pb1-Pb2-Mid-Right,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Left,Pb2-Mid-Right,Pb2-Mid-Mid,Pb2-Mid-Left,Pb3-Mid-Right,Pb3-Mid-Mid,Pb3-Mid-Left,Pb3-Pb4-Mid-Right,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Left,Pb4-Top-Right,Pb4-Top-Left,Pb4-Mid-Mid,Pb4-Bottom-Right,Pb4-Bottom-Left,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Left-Side-Top,Left-Side-Bottom,Right-Side-Top,Right-Side-Bottom,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
11:11.4,21,-62.269283,20.00712063,7.815662,0.334958,6.515247,-0.211812,6.306739,-0.185541,7.25249,-0.331675,0.193753,-1.474498,0.1642,-1.550046,0.361239,-0.354672,-0.170765,-1.773332,0.433484,-1.596012,0.778306,-0.022988,705.063904,714.43866,754.157654,731.949463,750.263245,96.416725,90.254242,96.695335,21.370272,72.641502,72.795456,48.90406,48.215466,48.70303,34.148937,34.107777,33.898968,26.634125,25.047312,24.630459,25.547232,23.320967,20.821709,61.57785,54.645039,50.84586,21.25572,64.90052,21.826975,55.296421,78.551605,63.233696,55.969608,52.386154,76.382889,57.894321,47.068851,21.140694,76.069862,64.261635,59.620636,54.868717,76.444199,61.911835,54.94162,51.277081,71.845085,56.973217,46.123837,41.72414,75.584778,62.441326,54.534088,52.160568,743.732666,776.968262,815.504578,808.174255,41.225491,28.151897,36.302284,27.06724,786.0949403,731.1745852,96.55603,72.718479,48.60751867,34.051894,25.036019
12:12.0,22,-62.415176,20.05399605,7.815662,0.334958,6.520173,-0.206886,6.300171,-0.192109,7.25249,-0.331675,0.272568,-1.395683,0.285708,-1.428538,0.397363,-0.318548,-0.203605,-1.740492,0.525435,-1.504061,0.784874,-0.01642,715.438599,724.742065,763.222656,742.396362,760.105957,97.874458,91.400566,98.545502,21.367495,72.685806,73.097534,49.948071,49.223171,49.563202,35.323463,35.157154,35.083817,27.419863,25.700298,25.229275,25.94714,23.687744,20.837452,63.210831,55.426216,51.543823,21.26544,66.246719,21.861902,56.212914,79.237053,64.659187,56.647057,53.118805,76.866203,59.10762,47.788761,21.125881,77.091522,65.665199,60.356846,55.918785,77.466545,63.265083,55.641705,52.00325,72.813354,58.095161,46.581158,42.28093,76.255798,63.802849,55.272797,52.955269,752.732666,783.758484,824.018372,814.50592,41.57877,28.34115,37.246479,27.806648,793.7538605,741.1811278,98.20998,72.89167,49.578148,35.18814467,25.596864
13:12.5,23,-62.592411,20.11094165,7.817304,0.3366,6.521815,-0.205244,6.300171,-0.192109,7.257416,-0.326749,0.328396,-1.339855,0.443339,-1.270907,0.482747,-0.233164,-0.244654,-1.699443,0.655152,-1.374344,0.784874,-0.01642,726.157471,733.731445,773.03302,752.421753,773.141174,100.235489,101.138901,101.331573,21.327923,72.974243,73.320183,50.633362,50.13065,50.331261,36.43647,36.09481,36.196842,28.141088,26.313725,25.741556,26.408175,24.022774,20.828886,64.478798,55.993446,52.160343,21.267523,67.265762,21.873699,56.96917,79.796555,65.755257,57.1483,53.669205,77.267845,60.020191,48.445488,21.112919,78.145226,66.777321,61.10989,56.699883,78.476418,64.335815,56.178963,52.589626,73.618225,59.020271,46.881126,42.716732,76.890144,64.919121,55.898319,53.520138,759.887085,790.682983,832.158447,821.021423,41.92627,28.858147,37.569996,28.048634,800.9374845,751.6969726,100.783531,73.147213,50.365091,36.24270733,26.1254636
14:13.1,24,-62.761261,20.16519316,7.817304,0.3366,6.520173,-0.206886,6.290319,-0.201961,7.259058,-0.325107,0.449902,-1.218349,0.535291,-1.178955,0.505735,-0.210176,-0.298839,-1.645258,0.738894,-1.290602,0.791442,-0.009852,735.60321,743.603882,780.425171,762.151367,779.67157,107.061729,110.407898,108.453651,21.334866,73.345238,73.508583,51.45499,50.732395,51.069828,37.475391,37.063362,37.22208,28.998329,26.94545,26.268801,26.707821,24.356777,20.833748,65.689163,56.607941,52.693268,21.272614,68.290627,21.883415,57.70245,80.290054,66.792107,57.6483,54.242165,77.650925,60.908638,49.017891,21.08746,79.323441,67.877754,61.868324,57.507862,79.651077,65.461998,56.659195,53.192005,74.491089,59.920532,47.071114,43.124245,77.4925,65.934242,56.635365,54.108006,768.141174,797.151184,841.102173,827.671387,42.290691,29.193174,37.902992,28.084282,808.5164795,760.29104,107.75769,73.4269105,51.08573767,37.253611,26.6554356
15:13.8,25,-62.884418,20.2047635,7.817304,0.3366,6.516889,-0.21017,6.283751,-0.208529,7.255774,-0.328391,0.492594,-1.175657,0.637095,-1.077151,0.538575,-0.177336,-0.302123,-1.641974,0.758597,-1.270899,0.791442,-0.009852,747.282959,753.121338,784.786743,771.463867,790.84259,115.530815,128.07045,118.174484,21.324221,73.938423,73.903069,52.010914,51.59906,51.818638,38.443638,37.970901,38.193737,29.854643,27.546888,26.900093,27.084505,24.704292,20.837221,66.720215,56.976139,53.216106,21.276316,69.17292,21.905157,58.468037,80.822983,67.707802,57.99699,54.639412,78.059975,61.660622,49.577427,21.071487,80.747551,68.85302,62.407017,58.223656,80.806198,66.421204,57.088516,53.663353,75.793983,60.725319,47.464127,43.595348,78.139412,66.836227,57.145378,54.563797,774.731445,800.69043,843.760559,832.856018,42.581013,29.529932,38.383503,28.149597,813.009613,769.4994994,116.8526495,73.920746,51.80953733,38.20275867,27.2180842
16:14.3,26,-63.081299,20.26802137,7.817304,0.3366,6.516889,-0.21017,6.287035,-0.205245,7.255774,-0.328391,0.505729,-1.162522,0.715911,-0.998335,0.558279,-0.157632,-0.308691,-1.635406,0.791437,-1.238059,0.794726,-0.006568,754.462158,759.869568,791.846008,777.267029,796.72821,133.94899,148.071472,137.2155,21.323063,74.631157,74.367798,52.622295,52.140961,52.394264,39.239666,38.820091,39.015213,30.656809,28.148678,27.395239,27.402603,25.044083,20.841156,67.626518,57.417305,53.688572,21.279556,70.050613,21.926205,59.123787,81.559433,68.505112,58.403126,55.117115,78.876083,62.347366,50.09116,21.078894,82.083725,69.705681,62.793591,58.894295,81.955444,67.319511,57.489212,54.18544,77.08638,61.430698,47.918957,44.050175,78.628357,67.634804,57.477753,54.970646,779.170837,810.211609,847.055298,836.706421,42.852661,29.669796,38.64566,28.62669,818.2860413,776.0345946,135.582245,74.4994775,52.38584,39.02499,27.7294824
17:15.0,27,-57.220406,18.38491645,7.818946,0.338242,6.493902,-0.233157,6.231209,-0.261071,7.162182,-0.421983,0.577977,-1.090274,0.801295,-0.912951,0.627243,-0.088668,-0.311975,-1.632122,0.830845,-1.198651,0.801294,0,761.743652,767.069641,797.55835,785.294861,802.973511,152.406357,164.078766,155.765503,21.339262,75.905411,75.317841,53.322636,52.994915,53.198311,40.103146,39.635197,39.874767,31.3568,28.797012,27.877041,27.64399,25.390917,20.859215,68.490334,58.063938,54.290787,21.305939,70.94767,21.945633,59.880356,82.92466,69.318207,58.814575,55.855591,80.535591,63.085506,50.785858,21.04973,83.565742,70.565628,63.376049,59.581348,83.788116,68.185623,58.148178,54.820114,78.190651,62.194645,48.605442,44.558769,79.532463,68.412201,58.026196,55.597618,785.110535,810.402283,849.885498,842.625305,43.158955,30.151482,39.088749,28.767132,822.0059053,782.928003,154.08593,75.611626,53.171954,39.87103667,28.213152
18:15.6,28,-62.120079,19.95918138,7.815662,0.334958,6.498827,-0.228232,6.229567,-0.262713,7.167108,-0.417057,0.604248,-1.064003,0.847271,-0.866975,0.633811,-0.0821,-0.311975,-1.632122,0.814425,-1.215071,0.804578,0.003284,769.14978,773.495728,804.899719,791.06958,809.963379,162.607285,170.64595,164.534988,21.327923,77.7006,77.247032,54.44429,53.938713,54.26445,40.924606,40.399467,40.700939,32.210518,29.485603,28.396563,27.910166,25.655348,20.873104,69.433716,59.105148,55.330162,21.305244,71.841728,21.961823,60.968094,84.213402,70.18782,59.559574,57.025139,81.890747,63.913799,51.502338,21.056673,85.443581,71.536034,64.325958,60.534134,85.584267,69.204041,59.137257,55.90012,81.107254,63.079231,49.61129,45.321499,80.9011,69.320442,59.013535,56.613335,790.894958,814.501343,856.692444,846.700623,43.515068,30.538645,39.659771,29.20558,827.197342,789.7156372,163.5711365,77.473816,54.21581767,40.675004,28.7316396
19:16.1,29,-62.276791,20.00953295,7.815662,0.334958,6.493902,-0.233157,6.224641,-0.267639,7.163825,-0.42034,0.637088,-1.031163,0.866975,-0.847271,0.643663,-0.072248,-0.305407,-1.63869,0.834129,-1.195367,0.807862,0.006568,775.859558,780.211426,817.388977,796.871033,813.079712,167.752045,178.558136,171.610474,21.376518,78.684532,78.49678,55.383926,55.220829,55.369305,41.783421,41.114826,41.538109,32.889103,30.101212,28.716797,28.152126,26.020651,20.871252,70.299507,60.300518,56.400883,21.308022,72.726761,21.998365,62.081165,85.070145,71.087769,60.742596,58.04192,82.989594,64.711853,51.813904,21.052738,87.423996,72.514626,65.512405,61.669819,87.226311,70.162529,60.26865,56.981983,84.084404,63.912453,50.642162,46.171818,82.272682,70.200577,60.158226,57.619987,797.94873,819.912415,863.941711,850.483948,44.743435,30.966724,39.892284,29.047503,833.071701,796.6821412,169.6812595,78.590656,55.32468667,41.47878533,29.1759778
20:16.9,30,-62.561291,20.1009428,7.817304,0.3366,6.495543,-0.231516,6.222999,-0.269281,7.167108,-0.417057,0.637088,-1.031163,0.876827,-0.837419,0.666651,-0.04926,-0.298839,-1.645258,0.830845,-1.198651,0.804578,0.003284,782.876404,788.019592,821.132446,804.082275,821.812012,175.126038,190.761139,183.208176,21.363329,78.788361,79.094505,56.479347,56.216961,56.38739,42.679966,41.920364,42.419403,33.545063,30.798359,29.164454,28.427832,26.312344,20.874495,71.354317,61.365643,57.550331,21.309874,73.738831,22.014324,63.352737,85.992699,72.123688,61.938526,59.27018,84.180931,65.721199,52.895573,21.067322,89.00296,73.551323,66.72245,63.011074,88.51236,71.300606,61.228348,58.081234,85.184837,64.996422,51.531876,47.139187,83.16671,71.260323,61.073994,58.751469,804.51532,825.174866,869.977295,856.13501,45.746956,31.314152,41.454056,29.524191,838.9506228,803.5845458,179.167107,78.941433,56.36123267,42.339911,29.6496104
21:17.4,31,-62.894131,20.20788429,7.817304,0.3366,6.493902,-0.233157,6.219715,-0.272565,7.160541,-0.423624,0.637088,-1.031163,0.893247,-0.820999,0.699491,-0.01642,-0.28242,-1.661677,0.820993,-1.208503,0.807862,0.006568,789.648132,794.412781,828.213379,810.398376,828.542725,183.928513,204.084335,198.819626,21.341576,79.79924,79.782227,57.35955,57.091663,57.42989,43.554752,42.778912,43.313206,34.215481,31.367575,29.589645,28.695419,26.55559,20.884216,72.443016,62.083408,58.326756,21.29645,74.759811,22.021955,64.297943,87.006226,73.127747,63.06802,60.354153,85.148994,66.648766,53.944115,21.05135,89.672386,74.56694,67.712952,64.157425,89.216896,72.364021,62.086998,59.100658,87.471291,66.116135,52.630405,48.039646,84.091125,72.301369,61.931572,59.751957,809.788269,828.850403,874.84552,860.967773,46.635231,31.48152,42.178085,30.400274,843.6129913,810.2430786,191.3740695,79.7907335,57.293701,43.21562333,30.084742
22:18.2,32,-63.282593,20.33269713,7.817304,0.3366,6.487334,-0.239725,6.213147,-0.279133,7.134269,-0.449896,0.637088,-1.031163,0.899815,-0.814431,0.725763,0.009852,-0.246296,-1.697801,0.820993,-1.208503,0.811146,0.009852,796.090942,799.323792,830.881653,818.235229,835.348572,193.433685,214.175079,212.511063,21.357775,80.822983,80.391891,58.232864,57.847816,58.411884,44.375435,43.633671,44.141529,34.849144,31.900509,29.971277,28.872395,26.88858,20.878893,73.332932,62.802334,59.240318,21.311029,75.819267,22.06266,65.31279,87.779503,74.194168,63.830643,61.229244,85.954384,67.732208,54.898418,21.061998,90.145668,75.530403,68.608322,65.201439,89.568321,73.422661,62.786194,59.929962,88.380302,67.189178,53.53883,48.951492,85.126595,73.338753,62.67408,60.666306,814.33313,834.302429,880.658875,866.908997,47.514999,32.433174,42.56263,30.508356,849.0508578,815.9760376,202.972374,80.607437,58.164188,44.05021167,30.496381
23:19.0,33,-63.590931,20.43176613,7.815662,0.334958,6.480766,-0.246293,6.208221,-0.284059,7.12606,-0.458105,0.637088,-1.031163,0.906383,-0.807863,0.768455,0.052544,-0.229876,-1.714221,0.820993,-1.208503,0.834134,0.03284,802.933716,804.864258,837.887268,824.287964,839.997498,201.822617,224.44577,219.979675,21.389015,81.704269,80.989296,59.011513,58.710148,59.190022,45.283455,44.471298,45.067154,35.493626,32.501198,30.212767,29.142397,27.216175,20.877041,74.393311,63.467514,60.121868,21.320055,76.81675,22.082779,66.181313,88.443977,75.227448,64.413582,62.053802,86.731476,68.773994,55.859413,21.050425,90.30719,76.457405,69.479156,66.026756,89.812126,74.428886,63.543953,60.83437,89.307266,68.27227,54.504604,49.797974,86.007484,74.363106,63.419765,61.407143,819.277405,838.0271,883.905518,871.34259,48.373413,33.019138,42.220768,30.260508,853.1381533,821.9941408,210.901146,81.3467825,58.970561,44.94063567,30.9132326
24:19.6,34,-63.674362,20.45857251,7.815662,0.334958,6.480766,-0.246293,6.204937,-0.287343,7.11785,-0.466315,0.637088,-1.031163,0.919519,-0.794727,0.775023,0.059112,-0.210173,-1.733924,0.830845,-1.198651,0.850554,0.04926,807.968445,808.74884,839.944519,829.464844,847.07782,207.878403,233.778397,226.410416,21.37837,83.195595,81.806572,59.590103,59.408932,59.903252,46.143528,45.297947,45.955441,36.009895,32.989376,30.478296,29.365931,27.516285,20.842083,75.314934,64.120224,60.782539,21.300154,77.860596,22.05341,66.836899,89.034355,76.239914,65.063644,62.715115,87.38253,69.78022,56.811378,21.071024,90.617233,77.375694,70.226318,66.780685,90.346222,75.420319,64.171989,61.133896,89.809433,69.271645,55.321613,50.535679,86.722061,75.411591,63.953468,61.998184,822.770996,843.64325,889.745239,876.264465,48.569748,33.206604,42.610065,30.345425,858.1059875,826.6408936,217.1444095,82.5010835,59.63409567,45.798972,31.2719566
25:20.4,35,-63.50993,20.40574051,7.817304,0.3366,6.475019,-0.25204,6.203296,-0.288984,7.107998,-0.476167,0.637088,-1.031163,0.929371,-0.784875,0.791443,0.075532,-0.203605,-1.740492,0.827561,-1.201935,0.866974,0.06568,812.977844,814.217346,844.964966,834.277222,852.082703,214.94252,242.599899,233.689163,21.365875,85.405495,83.642776,60.246429,60.04129,60.507877,46.944458,46.049374,46.810326,36.52272,33.588078,30.775417,29.598833,27.788473,20.826803,76.130501,64.789154,61.359585,21.287888,78.825287,22.042309,67.373924,89.526833,77.228241,65.606728,63.214867,87.97654,70.736847,57.628078,21.050425,90.95356,78.269424,70.780487,67.319511,90.702934,75.926888,64.794983,61.869446,90.332092,70.224525,56.158051,51.135231,87.417496,76.385803,64.496277,62.570263,827.119385,845.910889,891.646118,879.139282,49.054028,33.388321,42.85107,30.694893,860.9539185,831.7040162,224.3158415,84.5241355,60.26519867,46.601386,31.6547042
26:21.0,36,-63.807453,20.50133465,7.817304,0.3366,6.474198,-0.252861,6.193444,-0.298836,7.081727,-0.502438,0.637088,-1.031163,0.929371,-0.784875,0.804578,0.088667,-0.187185,-1.756912,0.761881,-1.267615,0.86369,0.062396,817.205811,819.090027,846.710449,839.872253,859.828552,223.772003,251.922974,242.027802,21.35708,88.216415,86.037064,60.791065,60.686275,61.116398,47.692013,46.817337,47.584404,37.169632,34.190098,31.240318,29.846378,28.047712,20.793465,77.053261,65.230118,61.810455,21.252249,79.827438,22.040689,67.955223,89.942665,78.284195,66.128448,64.0541,88.562584,71.718864,58.46624,21.050655,91.232933,79.287636,71.365501,67.886932,90.80323,76.840469,65.383812,62.332565,90.548355,71.201683,56.911854,51.794067,88.031242,77.461845,65.033173,63.066227,831.43988,852.804565,895.918579,883.262329,49.267654,33.854134,43.859737,31.00732,865.8563383,836.5414184,232.8999025,87.1267395,60.86457933,47.36458467,32.0988276
27:21.8,37,-60.290123,19.37121652,7.736848,0.256144,6.314929,-0.41213,6.044026,-0.448254,6.855958,-0.728207,0.63052,-1.037731,0.863691,-0.850555,0.804578,0.088667,-0.167481,-1.776616,0.643658,-1.385838,0.85548,0.054186,821.817932,821.989685,849.200256,843.06665,864.67395,234.888733,261.596649,250.118484,21.364717,90.647072,88.256096,61.469055,61.426659,61.807762,48.416794,47.56044,48.356014,37.826645,34.719334,31.498255,30.146431,28.386677,20.801336,78.054825,65.415398,62.241516,21.279093,80.802841,22.060116,68.645264,90.300903,79.378944,66.715958,65.002251,89.03772,72.766144,59.336189,21.04973,91.181541,80.351608,72.020752,68.472198,91.307213,77.886101,65.859871,62.835072,91.016167,72.178741,57.652119,52.494312,88.708992,78.487152,65.52137,63.769676,834.90094,857.23938,899.311096,885.646729,49.97448,34.020645,44.592529,31.30842,869.2745363,840.1496946,242.5036085,89.451584,61.56782533,48.11108267,32.5154684
28:22.6,38,-60.406662,19.4086605,7.736848,0.256144,6.323139,-0.40392,6.040742,-0.451538,6.859242,-0.724923,0.633804,-1.034447,0.870259,-0.843987,0.827566,0.111655,-0.164197,-1.7799,0.643658,-1.385838,0.857122,0.055828,826.502747,826.709656,855.24707,847.458069,869.871277,244.643173,273.90921,258.843994,21.365412,92.780167,91.215874,62.248917,62.132523,62.507702,49.095127,48.32822,48.995758,38.428379,35.336025,31.991711,30.369982,28.668066,20.782351,79.093834,65.746742,62.955696,21.275621,81.832092,22.074686,69.208519,90.698898,80.477844,67.416695,66.044899,89.468292,73.812225,60.267303,21.033295,91.356583,81.371841,72.367378,69.159714,91.475075,78.770462,66.313469,63.559418,90.833069,73.152809,58.35461,53.1875,89.280136,79.600952,66.067078,64.550957,838.77887,860.29248,903.280701,889.338562,50.640133,34.458523,45.303608,31.864758,872.9226533,845.1577638,251.7435835,91.9980205,62.29638067,48.80636833,32.9588326
29:23.5,39,-60.597801,19.47007346,7.736848,0.256144,6.314929,-0.41213,6.042384,-0.449896,6.858421,-0.725744,0.633804,-1.034447,0.863691,-0.850555,0.860406,0.144495,-0.147778,-1.796319,0.646942,-1.382554,0.857122,0.055828,831.917847,831.907288,860.035034,852.331604,875.011597,253.489395,285.752991,266.480438,21.379759,94.823044,93.493591,62.915562,62.967354,63.258358,49.846504,49.080448,49.728222,38.894775,35.931591,32.35873,30.723341,28.964779,20.786518,80.121521,66.290627,63.662754,21.274466,82.748894,22.062428,69.858566,91.046455,81.402962,68.038071,66.994568,89.890625,74.813736,61.452232,21.039082,91.225525,82.354172,73.014519,69.64122,91.534096,79.934868,66.880348,64.177818,90.889839,74.022102,59.408707,53.7318,89.853844,80.610123,67.245834,65.336311,844.134033,864.48822,906.98291,893.471252,51.335934,34.663795,46.201237,32.25267,877.2691038,850.240674,259.9849165,94.1583175,63.04709133,49.55172467,33.3746432
30:24.3,40,-60.923801,19.57481726,7.738491,0.257787,6.321496,-0.405563,6.045668,-0.446612,6.861705,-0.72246,0.623952,-1.044299,0.857123,-0.857123,0.86369,0.147779,-0.15763,-1.786467,0.660078,-1.369418,0.86369,0.062396,835.521301,836.840271,864.08728,856.623169,878.347778,264.711121,297.326324,276.968872,21.387396,96.692184,95.324638,63.636978,63.687637,64.000534,50.519886,49.937462,50.372101,39.342999,36.453812,32.727226,31.015348,29.321365,20.764061,81.21582,66.741936,64.2957,21.276085,83.818352,22.084629,70.361061,91.355011,82.467911,68.501755,67.805649,90.273087,75.981262,62.734844,21.034916,91.280731,83.440346,73.546402,70.282501,91.517265,81.120239,67.492607,64.991943,90.934715,75.094315,60.529423,54.542866,90.088692,81.76561,67.916939,66.048706,848.533691,870.136719,911.306274,897.533081,51.825851,34.75956,46.38974,32.227242,881.8774413,854.2839598,270.8399965,96.008411,63.77504967,50.276483,33.77215
31:25.2,41,-61.320206,19.70218219,7.736848,0.256144,6.313287,-0.413772,6.037458,-0.454822,6.860063,-0.724102,0.482742,-1.185509,0.755319,-0.958927,0.870258,0.154347,-0.013136,-1.930961,0.522151,-1.507345,0.84727,0.045976,840.266968,840.736084,867.951172,861.609131,884.868774,274.640442,309.391449,286.621674,21.375593,98.143799,97.047302,64.166168,64.486412,64.670845,51.230625,50.693146,51.075241,39.800602,37.003605,33.098339,31.248344,29.611464,20.755957,82.254097,67.228142,64.883942,21.277704,84.77536,22.069366,71.058006,91.699059,83.478638,69.080246,68.69989,90.641235,77.021713,64.111702,21.039082,91.506943,84.326057,74.125481,70.886345,91.595139,82.073425,68.051506,65.687599,90.956253,76.015717,61.891426,55.289219,90.42205,82.741951,68.597801,66.73925,852.503418,872.529175,915.864197,900.483521,52.215107,35.316837,47.508217,32.525475,885.3450778,859.0864258,280.631058,97.5955505,64.44114167,50.99967067,34.1524708
32:26.1,42,-61.805782,19.85819776,7.736848,0.256144,6.314929,-0.41213,6.024322,-0.467958,6.860063,-0.724102,0.229877,-1.438374,0.568131,-1.146115,0.876826,0.160915,0.167481,-2.111578,0.361237,-1.668259,0.84727,0.045976,844.276367,845.266235,872.595764,865.017944,888.146179,285.549683,319.110687,296.937012,21.37999,99.593651,98.572731,64.862206,65.132874,65.322197,51.890774,51.523308,51.707726,40.161823,37.573418,33.592197,31.548458,29.865435,20.737204,83.239258,68.313461,65.623077,21.249933,85.802261,22.075378,71.742592,92.073219,84.481499,69.574287,69.584358,91.019531,78.157982,65.233925,21.036999,91.800949,85.372116,74.727371,71.52932,91.568207,83.148575,68.920181,66.647873,90.973984,77.080109,63.070488,56.024929,90.774956,83.770424,69.134193,67.379074,855.986267,876.054199,918.366882,903.970886,52.734947,35.523087,48.42086,32.884068,888.5945585,863.0604978,291.2433475,99.083191,65.105759,51.70726933,34.5482662
33:26.9,43,-61.930706,19.89833584,7.736848,0.256144,6.313287,-0.413772,6.016112,-0.476168,6.81573,-0.768435,0.006568,-1.661683,0.325115,-1.389131,0.84727,0.131359,0.357951,-2.302048,0.200322,-1.829174,0.853838,0.052544,849.356079,849.425964,876.555786,870.117798,893.912537,295.123016,329.105347,306.270447,21.388552,100.73941,99.864998,65.284111,65.862335,65.930435,52.584667,52.27528,52.373985,40.661385,38.255249,34.064781,31.813652,30.147808,20.731184,84.111053,70.16745,66.215141,21.263819,86.677696,22.092493,72.464943,92.575851,85.332466,70.235268,70.352554,91.332123,79.067421,66.47541,21.016861,91.967499,86.202866,75.383179,72.09124,91.633293,84.085075,70.121117,67.381989,90.958946,78.029762,64.403725,56.677177,91.155289,84.68084,69.413116,68.055984,860.674133,880.293396,923.514893,907.632446,53.834473,35.803509,49.258171,33.588078,893.028717,867.8736328,300.6967315,100.302204,65.69229367,52.41131067,34.988575
34:27.8,44,-62.10463,19.95421762,7.736848,0.256144,6.313287,-0.413772,6.021039,-0.471241,6.805878,-0.778287,-0.19047,-1.858721,0.137928,-1.576318,0.794726,0.078815,0.522148,-2.466245,-0.009852,-2.039348,0.843986,0.042692,853.021729,853.297607,880.30957,874.901733,897.055603,304.889496,338.357697,316.472229,21.38809,101.778732,100.820518,65.957092,66.34729,66.554695,53.186825,53.105965,52.986355,41.193905,38.798458,34.649166,32.152554,30.535204,20.724237,85.000031,71.390793,66.917969,21.275391,87.605782,22.107525,73.116333,93.182327,86.300789,70.947891,71.058899,91.623192,80.059753,67.55777,21.016167,92.576752,87.113579,75.982376,72.651123,91.668983,84.951645,71.88044,68.135017,90.963661,79.029381,65.531227,57.284042,91.517487,85.580009,70.30085,68.712646,863.350769,882.8255,926.106506,911.133545,54.192642,36.20985,49.902252,34.284763,895.85408,871.7172484,310.6808625,101.299625,66.286359,53.09304833,35.4658574
35:28.6,45,-62.406792,20.05130227,7.736848,0.256144,6.313287,-0.413772,6.016112,-0.476168,6.797668,-0.786497,-0.318544,-1.986795,-0.019704,-1.73395,0.791443,0.075532,0.669926,-2.614023,-0.154347,-2.183843,0.843986,0.042692,858.825745,858.140625,885.166443,878.828796,902.524536,313.293335,347.855011,325.412994,21.375824,102.610886,101.741989,66.354683,66.875198,67.175735,53.855186,53.756344,53.64579,41.647144,39.364395,35.104149,32.607002,30.826803,20.744844,85.695389,72.566765,67.507614,21.293673,88.422226,22.133886,73.609947,94.066353,87.007347,72.563179,71.68821,91.882874,80.938927,68.589066,21.002047,94.018501,87.788689,76.612686,73.199348,91.72419,85.709282,73.92746,68.719589,90.982506,79.804832,66.648994,57.764912,91.996681,86.352768,71.15625,69.207848,868.763977,888.76532,931.174988,915.168213,54.646614,36.496254,50.773678,35.022583,900.9681245,876.697229,319.3531645,102.1764375,66.801872,53.75244,35.9098986
36:29.5,46,-62.669441,20.13569139,7.736848,0.256144,6.316571,-0.410488,6.019396,-0.472884,6.774681,-0.809484,-0.479458,-2.147709,-0.14778,-1.862026,0.794726,0.078815,0.81442,-2.758517,-0.246298,-2.275794,0.843986,0.042692,862.065369,862.072754,888.546448,882.758057,905.996216,322.953857,356.44989,335.320007,21.386932,103.393082,102.365784,66.827271,67.380646,67.680702,54.420879,54.417278,54.208176,42.183533,39.876816,35.661938,33.096279,31.089886,20.783278,86.365097,73.635231,68.118675,21.332552,89.364235,22.178749,74.116302,94.994278,87.8862,74.331108,72.233566,92.298599,81.87709,69.290672,21.01825,95.109787,88.520432,77.179459,73.690498,91.859085,86.352547,75.22834,69.253288,90.886925,80.576103,67.464615,58.098755,92.636475,87.230347,71.96167,69.72583,872.521545,891.085571,933.053101,917.202759,54.564922,37.089588,50.685249,35.031723,903.465744,880.2877688,329.136932,102.879433,67.29620633,54.34877767,36.3816904
