TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,O-Stud3-Top,Stud3-Top,O-Stud3-Mid,Stud3-Mid,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Top,Stud4-Top,O-Stud4-Mid,Stud4-Mid,O-Stud4-Bottom,Stud4-Bottom,Pb1-Top-Right,Pb1-Top-Left,Pb1-Mid-Mid,Pb1-Bottom-Right,Pb1-Bottom-Left,Pb1-Pb2-Mid-Right,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Left,Pb2-Mid-Right,Pb2-Mid-Mid,Pb2-Mid-Left,Pb3-Mid-Right,Pb3-Mid-Mid,Pb3-Mid-Left,Pb3-Pb4-Mid-Right,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Left,Pb4-Top-Right,Pb4-Top-Left,Pb4-Mid-Mid,Pb4-Bottom-Right,Pb4-Bottom-Left,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Left-Side-Top,Left-Side-Bottom,Right-Side-Top,Right-Side-Bottom,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
03:58.6,74,-60.587208,19.46666993,6.127738,-1.352966,4.697608,-2.029451,4.684486,-1.807794,5.392157,-2.192008,-7.615473,-9.283724,-9.869998,-11.584244,-5.421857,-6.137768,8.001369,-9.945466,-9.628563,-11.658059,-4.682962,-5.484256,942.891296,941.236328,962.568604,960.090637,979.532898,584.244568,627.000427,598.019897,21.959511,251.944489,240.729401,115.717728,128.322327,122.590897,64.502777,64.807755,63.43882,45.709148,45.515339,40.345119,38.111034,36.8022,21.924816,169.125732,142.347351,112.912041,22.523016,179.892471,24.370625,126.106499,223.146912,171.67659,148.921875,131.171265,202.760925,145.672913,124.737389,21.214293,263.64267,183.77681,154.324966,113.158089,256.546906,175.654266,149.086731,120.86689,251.83374,148.658569,120.508812,98.028809,192.895477,151.651489,134.381439,108.678276,944.856445,958.604004,1002.322205,983.592651,40.151134,29.763027,38.219028,31.66605,972.3438263,957.2639526,591.1322325,246.336945,122.2103173,64.249784,41.296568
04:59.8,75,-63.471523,20.39340034,6.126096,-1.354608,4.697608,-2.029451,4.684486,-1.807794,5.392157,-2.192008,-8.223001,-9.891252,-10.610531,-12.324777,-5.944009,-6.65992,8.640102,-10.584199,-10.403573,-12.433069,-5.152571,-5.953865,944.540588,943.667969,964.704041,961.562012,982.491089,597.530151,639.455872,611.515991,22.002991,263.372894,251.836472,122.360138,132.382111,129.588928,67.194328,67.667496,65.857849,45.923977,45.500847,40.353306,38.330654,37.144318,21.950258,177.551956,150.325165,118.832176,22.584738,189.73465,24.545317,133.245911,234.145859,180.589172,156.628189,136.795731,211.502975,151.74939,130.403976,21.216145,274.440979,193.700439,162.889786,119.509003,267.067719,184.137787,156.777298,127.006119,265.198273,155.421066,126.426888,102.716873,203.286789,160.129929,142.044952,115.094604,947.43335,960.563782,1004.134033,984.614197,38.773411,30.797211,37.315796,30.508587,974.1863405,959.3931398,604.523071,257.604683,128.1103923,66.90655767,41.4506204
06:01.0,76,-67.418365,21.66152067,6.127738,-1.352966,4.635213,-2.091846,4.648363,-1.843917,5.393799,-2.190366,-8.896209,-10.56446,-11.290311,-13.004557,-6.531841,-7.247752,9.25749,-11.201587,-11.145744,-13.17524,-5.700995,-6.502289,947.089478,946.82312,966.10199,962.999207,985.236511,612.274048,651.400513,624.607666,22.041845,274.277802,261.672302,126.318565,134.086472,134.334152,70.425522,70.764153,68.798393,46.278408,45.548397,40.950062,38.563442,37.43504,21.984489,186.277191,158.316971,124.618896,22.666332,199.504852,24.784348,140.052811,244.483871,189.37088,164.224716,142.815094,220.184494,158.001907,136.247589,21.229105,285.155151,203.750015,171.400528,126.193108,278.893585,193.011276,164.553116,133.414307,275.573059,162.707413,132.62175,107.584366,213.344559,168.679504,149.764267,122.192795,949.334351,961.667236,1005.860413,986.832764,38.790489,31.801964,38.124249,30.706823,975.923691,961.6500612,618.440857,267.975052,131.5797297,69.99602267,41.7550698
07:02.2,77,-63.723804,20.47445823,5.835471,-1.645233,4.300256,-2.426803,4.379083,-2.113197,5.163925,-2.42024,-9.421638,-11.089889,-12.042337,-13.756583,-7.168931,-7.884842,9.832186,-11.776283,-11.973297,-14.002793,-6.347938,-7.149232,949.736633,948.546448,970.200439,963.184631,986.015503,624.425232,666.171692,636.575867,22.032595,284.454224,272.155792,127.608871,136.539902,136.487045,73.822289,73.498512,72.182541,46.484322,45.88776,41.85178,39.180939,37.99118,22.055027,195.114029,166.741516,130.409927,22.76803,209.321732,25.014561,146.353134,255.542801,198.115021,172.47551,148.362,229.429031,164.197052,142.560349,21.234196,297.74234,213.589462,181.397736,132.780014,292.115295,201.892426,172.775604,139.480972,281.391724,170.260101,139.356918,112.421402,223.915009,177.21138,158.167328,128.513153,951.265381,964.265869,1006.664917,988.876465,40.597046,32.872162,39.764656,32.179131,977.768158,963.5367308,630.5005495,278.305008,133.5452727,73.16778067,42.2791962
08:03.6,78,-60.302044,19.37504674,5.28706,-2.193644,3.794536,-2.932523,3.894706,-2.597574,4.582675,-3.00149,-9.910944,-11.579195,-12.682709,-14.396955,-7.71407,-8.429981,10.255818,-12.199915,-12.639936,-14.669432,-6.96204,-7.763334,951.737854,950.183044,970.788391,959.189697,987.623779,636.67218,677.917603,648.266602,22.076073,296.658234,282.485931,128.814758,141.989182,139.265076,76.369019,75.809196,74.837898,47.078804,46.326382,42.73148,39.805607,38.547272,22.137587,204.670319,174.439514,136.132919,22.87619,219.857803,25.212671,152.28273,265.902771,207.276764,180.393677,154.037689,237.373398,170.333405,148.066849,21.239058,312.718903,224.696075,190.281815,139.110886,305.528809,211.630707,180.972015,145.694839,290.677094,178.560699,145.340485,117.356316,233.043274,186.096115,165.908844,131.831146,953.074646,964.756104,1009.314453,990.281128,42.170818,32.455162,41.407711,33.55925,979.3565828,963.904553,642.469391,289.5720825,136.689672,75.67203767,42.897909
09:04.9,79,-64.25573,20.64536605,5.285418,-2.195286,3.776474,-2.950585,3.896348,-2.595932,4.584317,-2.999848,-10.479064,-12.147315,-13.3395,-15.053746,-8.163974,-8.879885,10.886343,-12.83044,-13.364044,-15.39354,-7.428364,-8.229658,955.009888,953.086182,973.528992,956.949402,990.248962,649.88562,671.09082,659.414001,22.111687,313.229797,294.303467,132.312851,151.006058,144.260941,78.437256,77.598564,76.844719,47.945629,46.934959,43.481049,40.466541,39.376911,22.212509,215.122818,182.099152,141.998856,22.973478,230.867157,25.413282,159.529663,276.073669,217.607666,189.071899,160.822693,245.218765,176.51886,153.601974,21.266596,324.959534,236.182388,199.938583,146.211578,319.443848,222.236465,189.865616,152.072067,301.333771,185.330078,151.112961,122.066948,242.41243,194.869675,173.178391,137.605453,955.351624,967.743103,1011.404724,993.03479,44.629238,33.525158,43.21476,34.7799,981.8835603,965.7646852,654.6498105,303.766632,142.5266167,77.62684633,43.6410178
10:06.2,80,-62.909142,20.21270732,5.030916,-2.449788,3.482566,-3.244493,3.69603,-2.79625,4.39385,-3.190315,-11.175258,-12.843509,-14.183476,-15.897722,-8.814199,-9.53011,11.621955,-13.566052,-14.265484,-16.29498,-8.12785,-8.929144,956.545837,955.136597,975.924438,956.529358,992.021423,664.405884,657.6698,669.474976,22.147762,331.395905,308.945007,138.02449,163.035919,151.886658,80.179268,79.326576,78.553169,48.773056,47.630978,44.518658,41.31456,40.317604,22.305462,225.238037,191.237671,148.115616,23.078152,242.997986,25.722656,167.235474,287.2034,229.209412,199.108109,168.299606,253.627502,182.72113,159.249771,21.270994,337.835388,247.896851,211.431442,153.355301,332.947083,232.403,199.602402,158.441315,312.945587,192.138245,156.961655,126.526764,252.212189,203.995239,180.859467,142.724487,957.285156,970.43219,1013.871521,995.181458,46.503555,34.49464,44.479229,35.805336,984.1925813,967.2315306,666.94043,320.170456,150.9823557,79.35300433,44.5109712
11:07.4,81,-64.623001,20.76337022,4.883141,-2.597563,3.313445,-3.413614,3.723943,-2.768337,4.264136,-3.320029,-11.973252,-13.641503,-15.079995,-16.794241,-9.382325,-10.098236,12.449519,-14.393616,-15.161998,-17.191494,-8.774791,-9.576085,959.518311,958.21051,977.254089,962.889465,997.395752,679.443359,657.831116,679.267273,22.15863,345.191132,324.345978,147.608154,175.554581,162.996185,81.898361,81.280739,80.286476,49.64312,48.324154,45.3489,42.065239,41.2164,22.382454,237.078003,201.572647,155.683685,23.177271,257.488708,25.981014,175.986389,298.704102,242.742569,210.328979,177.027817,262.445984,189.864914,165.156311,21.272614,352.293091,261.495483,224.241714,162.259766,348.335388,243.582031,209.998138,166.232727,324.263611,199.909943,163.319839,131.443985,261.630829,214.922791,188.853546,148.654404,960.344971,972.307312,1017.192017,997.031006,48.009361,36.266682,46.614868,36.772087,986.7188265,971.0536254,679.355316,334.768555,162.0529733,81.155192,45.3195626
12:08.6,82,-60.09214,19.30760458,4.310102,-3.170602,2.768319,-3.95874,4.367589,-2.124691,3.681244,-3.902921,-12.744975,-14.413226,-15.996217,-17.710463,-10.219735,-10.935646,13.188416,-15.132513,-16.084782,-18.114278,-9.648325,-10.449619,961.558716,960.201233,980.591064,969.651978,998.880066,687.513611,659.583679,688.777161,22.230545,345.364594,336.984589,157.82074,183.434235,174.066925,83.567314,82.976379,81.95813,50.615089,49.121098,46.327965,42.774597,42.265038,22.447882,247.800797,211.990921,162.753876,23.270607,268.868683,26.629519,182.499512,308.840851,253.558228,220.526886,182.909424,270.669891,196.01152,170.479324,21.289045,364.849487,272.327301,234.710587,169.75676,361.374603,253.136993,219.469452,172.614273,337.325928,206.335098,169.452179,135.89856,272.748047,225.520645,197.190735,151.634827,962.03064,974.319763,1018.454773,998.763306,48.759277,36.476631,47.850471,38.052246,988.3921205,974.1766114,688.145386,341.1745915,171.7739667,82.833941,46.2207574
13:09.9,83,-62.337486,20.02903425,4.30846,-3.172244,2.768319,-3.95874,6.479145,-0.013135,3.682886,-3.901279,-13.086503,-14.754754,-16.319685,-18.033931,-10.367514,-11.083425,13.621902,-15.565999,-16.511692,-18.541188,-9.888054,-10.689348,963.556213,962.562683,982.293762,972.953186,1000.776428,697.493835,661.31958,703.5625,22.284191,341.614349,343.488525,166.691284,187.456665,182.235947,85.206116,84.311951,83.50573,51.679996,50.155251,47.261528,43.805779,43.245609,22.52949,256.899933,221.491333,168.866791,23.345453,275.748169,26.744896,188.173523,317.812012,261.278534,228.820679,187.762421,278.628418,201.013336,175.17868,21.295525,376.592865,279.883453,241.397186,176.710556,373.184082,261.143616,227.405045,178.568619,340.734467,211.151321,175.054077,139.895569,280.887177,235.833405,206.205338,157.643524,964.654358,976.953064,1019.392334,1002.190735,50.101765,36.08865,47.988342,38.416759,990.7976228,976.4284544,700.5281675,342.551437,178.794632,84.34126567,47.2296326
14:11.2,84,-64.248222,20.64295373,4.196807,-3.283897,2.651741,-4.075318,8.804161,2.311881,3.590937,-3.993228,-13.431315,-15.099566,-16.590611,-18.304857,-10.551415,-11.267326,13.997919,-15.942016,-16.915615,-18.945111,-10.149129,-10.950423,965.562561,964.770081,984.548035,974.748962,1002.74054,702.115356,662.951294,717.012512,22.290434,337.869904,343.875336,172.768616,190.349625,186.611862,86.557358,85.41938,84.848831,52.659245,51.017731,48.246651,44.473789,44.12838,22.615711,263.223297,228.850937,174.140045,23.40274,281.125214,26.976301,192.060883,325.351868,266.67804,235.021469,191.197357,285.122192,204.582626,178.546967,21.300848,387.487793,284.940277,246.018585,182.724625,381.794312,266.76535,233.306396,183.260376,340.064575,214.391617,179.409012,143.182861,290.265045,244.825409,214.823257,163.933517,966.316895,978.534851,1023.586548,1003.218201,49.842667,35.725876,48.689251,35.740261,992.9141238,978.4740358,709.563934,340.87262,183.2433677,85.608523,48.1051592
15:12.5,85,-61.30056,19.69586993,3.925886,-3.554818,2.402165,-4.324894,10.482249,3.989969,3.334793,-4.249372,-13.588943,-15.257194,-16.790932,-18.505178,-10.774725,-11.490636,14.216305,-16.160402,-17.273563,-19.303059,-10.462748,-11.264042,968.233093,966.58252,987.514771,978.902039,1005.65271,696.968506,664.174377,711.801086,22.314941,334.730164,340.719574,176.346024,193.359818,189.643066,87.73243,86.342461,85.961555,53.584541,52.305477,49.212784,45.31176,45.204639,22.685749,267.210266,234.237381,178.052124,23.440622,284.574554,27.546888,196.993011,332.418243,269.850281,239.696884,194.790466,290.998993,206.537628,180.535568,21.308485,397.503174,288.38205,249.580978,187.386749,389.885468,270.140228,237.653107,187.182602,338.694092,215.726044,182.200287,145.749786,299.650513,251.568283,222.079956,169.385391,968.33136,981.663574,1023.861877,1005.958496,50.404591,35.793919,48.570648,33.28648,994.9538268,981.3770266,704.384796,337.724869,186.449636,86.67881533,49.1238402
16:13.8,86,-63.868591,20.52097829,3.888122,-3.592582,2.367684,-4.359375,10.689137,4.196857,3.282251,-4.301914,-13.62835,-15.296601,-16.754808,-18.469054,-10.771441,-11.487352,14.298405,-16.242502,-17.316256,-19.345752,-10.567834,-11.369128,969.490356,969.302246,990.501953,980.45752,1006.18103,693.973206,664.838135,705.562012,22.349625,332.001282,337.362244,179.517807,196.076279,192.320679,88.57962,87.155045,86.849579,54.494701,53.244484,49.567268,45.597755,45.946388,22.761791,269.912048,237.62709,181.848877,23.48243,286.964325,27.551722,200.478195,338.236572,271.861084,242.592316,198.124329,294.842285,207.402084,181.697647,21.326303,405.2388,291.117462,251.967133,191.434326,395.96994,272.592896,240.451187,190.759979,336.589294,216.812042,183.904282,147.830673,305.484863,256.404846,226.661011,174.560608,970.673706,982.790161,1026.703979,1006.796814,50.514919,36.663494,48.851437,32.151409,996.741165,983.186621,699.767609,334.681763,189.3049217,87.52808133,49.7701192
17:15.2,87,-65.516899,21.05057965,3.856925,-3.623779,2.333203,-4.393856,10.695704,4.203424,3.241202,-4.342963,-13.657906,-15.326157,-16.718685,-18.432931,-10.738602,-11.454513,14.36901,-16.313107,-17.395069,-19.424565,-10.61381,-11.415104,971.80542,970.183899,992.756592,983.937012,1008.437805,692.349365,665.24884,701.062744,22.366039,330.694397,335.021759,182.458023,198.944199,195.314835,89.337318,87.85527,87.608467,54.860165,54.073338,49.997952,46.290627,46.595409,22.82165,272.429138,239.884796,184.984222,23.530008,288.856598,27.495113,203.888214,342.857178,273.212494,244.770554,201.30452,297.703705,207.972092,182.533066,21.345047,412.388397,293.711243,254.556793,194.906479,401.534546,274.419922,242.760712,194.002838,334.079407,217.551086,185.059967,149.613235,311.519379,259.720337,230.10144,178.575378,972.482788,984.271179,1027.120605,1009.193298,50.679836,37.318989,48.921001,32.050598,998.2669675,985.4241456,696.7060545,332.858078,192.239019,88.26701833,50.3634982
18:16.5,88,-64.024422,20.57104679,3.735421,-3.745283,2.223193,-4.503866,10.707198,4.214918,3.088501,-4.495664,-13.657906,-15.326157,-16.708832,-18.423078,-10.715613,-11.431524,14.403492,-16.347589,-17.411489,-19.440985,-10.603958,-11.405252,973.832825,972.709656,994.424072,986.042664,1010.981323,691.1922,665.470642,698.238342,22.356329,328.759674,332.579834,185.459183,201.537506,197.834656,90.055267,88.44622,88.299591,55.374706,54.717499,50.578545,46.879993,47.246605,22.85932,273.622437,241.495102,187.650558,23.550564,290.472992,27.518816,206.90152,346.720764,273.934601,246.370453,203.368683,299.125336,207.864227,182.697128,21.341808,418.408905,295.47522,256.115936,197.428284,405.136322,275.521851,244.470093,196.892166,328.555847,216.608887,185.272736,150.862366,316.315918,261.580261,232.101944,181.509827,974.724976,987.877136,1028.130981,1011.278442,50.840446,37.980015,50.210312,32.051743,1000.502884,987.598108,694.715271,330.669754,194.9437817,88.93369267,50.9594696
19:17.8,89,-65.306114,20.98285443,3.70094,-3.779764,2.191996,-4.535063,10.698989,4.206709,3.049094,-4.535071,-13.657906,-15.326157,-16.607031,-18.321277,-10.64665,-11.362561,14.42648,-16.370577,-17.391785,-19.421281,-10.61381,-11.415104,976.03479,974.74585,996.748413,988.123779,1012.320496,690.084961,665.664612,695.952942,22.34523,327.488586,331.237854,188.315445,204.334183,200.715622,90.704285,89.027405,88.896896,55.859863,55.283821,50.878342,47.445587,47.612892,22.877808,274.557709,242.794479,190.366165,23.569502,292.164612,27.570129,209.579895,350.23053,274.366638,247.571793,205.730698,299.298981,207.772644,182.681274,21.363792,424.196136,297.808441,258.794037,200.687698,409.557098,276.665894,245.881409,199.412186,322.316376,215.504486,185.154114,151.945679,320.084198,262.90744,233.5672,184.185104,976.237183,989.297302,1030.391113,1013.150452,50.715252,40.951199,55.258175,32.952747,1002.269013,989.5946656,693.0189515,329.36322,197.7884167,89.542862,51.416101
20:19.2,90,-66.296249,21.3009848,3.682878,-3.797826,2.17886,-4.548199,10.702272,4.209992,3.047452,-4.536713,-13.654622,-15.322873,-16.5315,-18.245746,-10.610527,-11.326438,14.446184,-16.390281,-17.316256,-19.345752,-10.617094,-11.418388,977.981079,976.081055,998.736328,990.309692,1013.614197,689.103333,665.847778,694.386902,22.346388,326.841675,330.098907,191.327148,206.877808,203.421738,91.288811,89.505302,89.41716,55.950043,55.582325,51.103207,47.850697,48.028572,22.887976,275.43576,243.803848,192.580948,23.591906,293.581848,27.600273,212.21199,353.653656,274.865021,248.648315,207.888168,298.510895,207.549698,182.852783,21.367031,429.447876,300.143738,260.349457,203.431747,413.402039,277.722046,247.138016,201.713928,315.309174,213.845261,184.884247,152.783066,324.873383,263.67865,234.68869,186.447556,978.241089,990.909912,1031.985962,1015.100464,50.689987,42.989708,58.960766,33.504333,1004.059357,991.3444702,691.7451175,328.470291,200.5422313,90.07042433,51.7029688
21:20.6,91,-64.578194,20.74897373,3.558091,-3.922613,2.062282,-4.664777,10.910803,4.418523,2.879152,-4.705013,-13.657906,-15.326157,-16.488808,-18.203054,-10.610527,-11.326438,14.45932,-16.403417,-17.299835,-19.329331,-10.620378,-11.421672,979.326721,977.183105,1000.766907,992.804993,1014.937378,688.153809,666.06958,693.138,22.388466,326.146027,328.991821,194.185715,209.413284,205.93605,91.814194,89.942444,89.888382,56.238548,56.048317,51.485653,48.269245,48.524338,22.881968,276.240601,244.630081,194.014709,23.604376,294.986023,27.686325,214.440109,356.829987,275.306854,249.769928,210.008591,296.909576,207.260956,182.690598,21.361477,434.791351,302.132416,262.594055,205.884659,416.369019,278.569794,248.163406,203.502014,308.838837,212.062897,184.540726,153.493332,328.40152,264.17218,235.716614,188.33432,979.57019,992.93634,1033.895264,1017.253174,51.271217,45.32399,60.494415,33.974216,1005.913742,993.0038208,690.6459045,327.568924,203.1783497,90.54834,52.1132202
22:22.3,92,-65.646461,21.09220792,3.541671,-3.939033,2.042579,-4.68448,10.910803,4.418523,2.883257,-4.700908,-13.657906,-15.326157,-16.387007,-18.101253,-10.567836,-11.283747,14.482307,-16.426404,-17.25386,-19.283356,-10.623662,-11.424956,980.272217,979.551636,1003.068542,994.500916,1015.848328,687.453735,666.402344,692.070312,22.354017,325.924225,328.590424,197.060547,211.967697,208.477875,92.304436,90.354744,90.361031,56.204369,56.192001,51.447773,48.525692,48.730137,22.915476,276.841614,245.580856,195.80748,23.630011,296.557739,28.090033,216.956528,359.710846,275.832428,250.643295,211.564514,295.115601,207.164474,182.905228,21.358238,439.907684,304.001526,264.585266,207.973953,419.06543,279.597107,249.140015,205.540924,302.858643,210.77478,184.210495,154.196838,332.041595,264.629639,236.701508,190.417435,981.473206,994.042053,1034.371582,1018.94873,51.374268,47.316704,61.346127,34.878853,1007.208893,994.6483278,689.7620235,327.2573245,205.835373,91.006737,52.2199944
23:23.7,93,-63.468212,20.39233652,3.387328,-4.093376,1.909581,-4.817478,11.508479,5.016199,2.727272,-4.856893,-13.657906,-15.326157,-16.350883,-18.065129,-10.567836,-11.283747,14.475739,-16.419836,-17.23744,-19.266936,-10.620378,-11.421672,982.998413,981.299011,1004.705627,997.570251,1019.952515,687.216858,666.834778,691.126282,22.31633,326.07016,328.198792,199.898071,214.85318,211.139252,92.806664,90.733673,90.792686,56.492386,56.254963,51.491966,48.635487,48.891865,22.946211,277.664764,246.565643,197.070801,23.627932,297.996094,27.830803,219.490082,363.283264,276.436951,251.740372,213.393997,292.932526,207.137268,183.155502,21.347363,446.523529,305.898743,267.523041,209.791107,420.87677,280.486328,250.363281,207.250504,296.601807,209.591751,184.082321,154.860443,335.96817,265.185303,237.776031,192.076736,982.783936,995.422913,1038.939331,1020.867859,51.465134,48.541958,62.053356,35.414371,1009.50351,997.3051634,689.17157,327.134476,208.6301677,91.444341,52.3533334
24:25.0,94,-62.714909,20.15030026,3.172234,-4.30847,1.686277,-5.040782,11.582368,5.090088,2.488369,-5.095796,-13.657906,-15.326157,-16.304907,-18.019153,-10.495588,-11.211499,14.488875,-16.432972,-17.178329,-19.207825,-10.623662,-11.424956,983.286621,982.068359,1007.47345,996.486145,1020.171326,687.600769,667.326477,690.424927,22.304075,326.589783,328.149933,202.656433,217.434464,213.69809,93.20546,91.109962,91.187157,56.545219,56.270477,51.502563,48.991241,49.160618,22.925877,278.363892,247.416824,198.321335,23.586363,299.305511,27.716925,221.777557,365.809174,277.111511,252.776993,214.825806,291.239319,206.955688,183.545853,21.347824,453.580536,308.006958,268.643555,212.29837,422.501282,281.656616,251.373749,208.807907,292.63559,208.917603,184.104706,155.573578,339.353882,265.826599,238.722153,193.688782,984.133484,996.914795,1037.094604,1020.710022,52.101067,49.28933,62.78978,36.613987,1009.713226,997.8971802,689.012848,327.369858,211.2629957,91.834193,52.4940236
25:26.4,95,-59.708096,19.18421124,3.137753,-4.342951,1.635376,-5.091683,11.589757,5.097477,2.449783,-5.134382,-13.654622,-15.322873,-16.281919,-17.996165,-10.492304,-11.208215,14.502012,-16.446109,-17.168478,-19.197974,-10.623662,-11.424956,986.411072,984.141541,1009.219666,999.597534,1023.38501,688.530029,667.945068,690.020813,22.267542,326.504578,328.268585,205.471619,220.107574,216.235458,93.562988,91.447472,91.549583,56.365135,56.482269,51.832615,48.950138,49.106419,22.873186,279.01532,248.46225,199.510437,23.587055,300.659088,27.675051,223.933746,367.102173,277.83432,253.899124,216.688202,289.596069,207.248642,183.766785,21.325146,459.905518,310.201752,270.513702,214.184128,424.280273,282.636169,252.427231,210.166122,289.661194,208.73912,184.219589,156.288513,341.068054,266.351257,239.633408,195.469498,986.270142,999.688049,1039.491821,1021.663757,53.549412,49.971092,63.576454,39.516644,1011.778442,1000.550965,689.275421,327.3865815,213.938217,92.186681,52.5473152
26:27.8,96,-60.93903,19.57971034,3.122975,-4.357729,1.620599,-5.10646,11.593862,5.101582,2.453067,-5.131098,-13.654622,-15.322873,-16.226093,-17.940339,-10.482452,-11.198363,14.511864,-16.455961,-17.138924,-19.16842,-10.620378,-11.421672,986.462463,984.917236,1010.798523,1000.437439,1024.388794,689.911621,668.482605,689.535095,22.271704,327.328888,328.15976,208.217545,222.58049,218.784622,93.914276,91.766838,91.913628,56.309597,56.575569,52.067486,49.306717,49.18388,22.86348,280.106445,249.54982,200.960739,23.559572,302.136017,27.605564,225.804855,366.806,278.811676,254.917191,218.337723,288.457123,207.274902,184.218658,21.320286,466.246399,312.187134,272.332947,216.1828,425.494781,283.568848,253.598694,211.931458,287.006927,208.50647,184.463821,157.074585,341.267212,267.278687,240.788025,197.217056,986.950623,999.479309,1041.918091,1022.880066,54.108456,50.482658,64.87162,42.066376,1012.807022,1001.400891,689.723358,327.744324,216.5275523,92.53158067,52.6886498
27:29.2,97,-62.064682,19.94138233,3.096704,-4.384,1.600895,-5.126164,11.629985,5.137705,2.435005,-5.14916,-13.654622,-15.322873,-16.160414,-17.87466,-10.466033,-11.181944,14.526642,-16.470739,-17.08638,-19.115876,-10.610526,-11.41182,988.420715,987.399292,1013.271301,1003.127319,1025.697754,691.941101,669.259888,689.527344,22.236095,328.136108,328.579285,211.289062,225.139969,221.69072,94.268082,92.141235,92.268517,56.839703,56.978836,52.623871,50.111919,49.540176,22.851694,281.237122,250.545303,202.708099,23.561649,303.791107,28.062433,228.192551,365.516937,279.764709,256.231293,220.423111,287.638885,207.614334,185.007538,21.315426,470.623199,314.833435,274.601227,218.743134,426.63504,284.960815,254.901428,213.871262,285.441132,208.739807,184.926895,157.951813,340.738037,268.263672,242.014023,198.941635,989.235657,1001.529663,1041.872192,1024.585815,54.777359,50.952549,66.38044,43.608047,1014.305832,1003.583276,690.7342225,328.3576965,219.3732503,92.89261133,53.218901
28:30.7,98,-63.076664,20.26653214,3.070433,-4.410271,1.572982,-5.154077,11.631627,5.139347,2.43008,-5.154085,-13.654622,-15.322873,-16.084883,-17.799129,-10.466033,-11.181944,14.538136,-16.482233,-17.046972,-19.076468,-10.607242,-11.408536,989.436646,988.973389,1015.302002,1004.939819,1027.770142,694.287415,670.071045,689.778259,22.206728,328.977783,329.167786,214.003784,227.641464,224.252579,94.616776,92.48381,92.619858,56.999516,57.100655,52.675243,50.276878,49.641541,22.816334,282.381104,251.915192,204.238342,23.518459,305.331696,27.916145,230.393951,363.490875,280.620178,257.565186,222.280457,287.056335,207.903519,185.71344,21.28187,466.282959,317.328705,276.93399,221.106888,427.270355,286.20224,256.08374,215.578949,285.003235,209.179749,185.626053,158.874069,339.114136,268.968872,243.160385,200.582718,990.997559,1002.571716,1044.900269,1026.349976,55.11554,51.221153,67.822441,44.464725,1016.20488,1005.2844,692.032837,329.0727845,221.9659423,93.240148,53.3387666
29:32.1,99,-60.992001,19.59672992,2.957139,-4.523565,1.444911,-5.282148,11.61767,5.12539,2.283946,-5.300219,-13.654622,-15.322873,-16.091452,-17.805698,-10.469316,-11.185227,14.54142,-16.485517,-17.033836,-19.063332,-10.620378,-11.421672,991.135803,989.726562,1016.235352,1006.604126,1029.256714,696.802307,671.043762,689.885925,22.21991,330.096924,330.003052,216.923599,230.333466,226.821899,94.925064,92.843483,92.95755,56.955009,57.152573,52.935223,50.872478,49.623707,22.808708,283.230743,253.389694,205.739761,23.529778,306.63092,28.242044,232.455353,361.319794,281.592651,258.804077,223.864792,286.929352,208.766769,186.526321,21.270994,461.492157,319.370575,278.299835,223.339005,427.076233,287.571899,257.418854,217.370926,284.897827,209.81691,186.218002,159.74646,337.083435,269.796234,244.344986,202.183563,991.478455,1004.304565,1047.016724,1027.908325,55.230503,51.585308,69.314178,45.448086,1017.677017,1006.591711,693.344116,330.049988,224.692988,93.57536567,53.507798
