TimeStamp,Time in Minutes,Load-in-bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud2-Mid,Stud3-Mid,Stud4-Mid,Stud3-Bottom,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Mid-Left,Pb2-Mid-Mid,Pb2-Mid-Right,Pb3-Mid-Left,Pb3-Mid-Mid,Pb3-Mid-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Top-of-Stud,Pb4-Inbetween-Stud,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud1-Mid-Amb-HF,Stud1-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Mid-Fire-HF,Stud3-Bottom-Fire-HF,Stud3-Top-Fire-CF,Stud3-Mid-Fire-CF,Stud3-Bottom-Fire-CF,Stud2-Top-Amb-HF,Stud2-Mid-Amb-HF,Stud2-Bottom-Amb-HF,Stud2-Top-Amb-CF,Stud2-Mid-Amb-CF,Stud2-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Mid-Fire-HF,Stud4-Bottom-Fire-HF,Stud4-Top-Fire-CF,Stud4-Mid-Fire-CF,Stud4-Bottom-Fire-CF,Stud3-Top-Amb-HF,Stud3-Mid-Amb-HF,Stud3-Bottom-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Amb-CF,Stud3-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Average-Furnace
38:48.5,50,-3.505191,-1,-1.48433,-1.527844,-2.072152,-1.832423,-4.405454,-3.38411,-3.645202,-3.285614,-2.298741,846.945007,855.917419,880.911316,885.843323,881.175171,357.920624,384.083801,376.898773,102.803925,103.093063,100.60041,76.450691,69.811783,68.896675,61.146011,58.096287,54.514957,41.826797,41.248894,35.70327,32.163322,33.722603,39.286781,42.53857,100.971031,88.771774,74.543892,71.289192,99.618416,99.130066,90.96209,91.94101,23.304796,81.604652,89.991341,83.254707,69.399239,74.706787,71.952942,63.360359,99.034615,93.379951,92.596062,90.905548,85.422073,80.968033,85.165123,83.544243,69.531761,75.741173,70.861061,61.917889,93.727173,87.045227,79.003197,71.424583,76.509758,68.671684,84.332329,73.172501,860.717224,871.886353,905.858948,905.124146,870.1584472,372.9677327,102.1657993,71.71971633,57.919085,38.07003386,885.8966678
39:49.3,51,-3.239007,-1,-1.486793,-1.562325,-2.095139,-1.853768,-4.408738,-3.377542,-3.622214,-3.33159,-2.254408,852.016907,858.812195,885.022034,888.526489,884.912109,367.409424,393.826324,385.230469,103.453987,103.534752,101.077156,76.04055,69.917656,69.048454,60.968094,58.520596,55.039268,41.965328,41.492905,36.138638,32.631737,34.126072,39.721886,42.926857,101.042007,89.098267,75.279808,71.45681,102.438614,102.620354,91.904198,92.449684,23.28031,82.492088,90.480827,83.242172,70.239746,75.028091,72.548416,63.782227,100.139313,93.817917,93.626549,91.641373,86.010399,81.663078,85.532066,83.787895,70.364861,76.020195,71.30172,62.225143,95.775978,87.606903,79.735008,71.658218,77.570374,68.887268,84.851967,73.321526,864.70575,874.551819,908.967773,907.443604,873.8579468,382.1554057,102.6886317,71.66888667,58.175986,38.42906043,888.9172365
40:50.2,52,-2.957153,-1,-1.495824,-1.598448,-2.12141,-1.879219,-4.392318,-3.362765,-3.61893,-3.313528,-2.193655,856.722656,863.177124,890.606079,894.80304,890.097656,377.021881,401.748199,392.617889,103.920357,104.243965,101.45034,75.897354,70.130745,69.235153,60.787922,58.985241,55.452763,42.193295,41.820667,36.53299,33.040428,34.614193,40.127708,43.336117,101.211235,89.616318,75.642052,71.693802,104.76786,107.265388,93.206802,93.098793,23.353769,83.436981,91.209145,83.359726,70.901787,76.032944,73.097092,64.184319,100.968323,94.684853,94.483086,92.425659,86.536293,82.423126,86.087029,83.968842,71.136559,76.325836,71.661354,62.748299,98.182953,88.296455,80.247978,71.940193,78.39608,69.134644,85.295723,73.503212,870.43634,880.500671,914.776733,913.680237,879.081311,390.4626563,103.2048873,71.75441733,58.408642,38.80934257,894.8484953
41:51.0,53,-2.64175,-1,-1.530305,-1.646886,-2.154249,-1.888249,-4.413664,-3.293802,-3.612362,-3.346368,-2.131261,859.176697,866.512939,891.230896,897.552368,892.084167,385.018219,410.836761,399.465057,104.553406,104.967659,101.848839,75.915474,70.46312,69.501312,60.65329,59.366947,55.861664,42.384674,42.092941,36.917618,33.445984,35.037891,40.604778,43.67857,101.519753,89.947601,76.330307,71.882004,107.143547,110.698441,94.688446,93.75412,23.384724,84.320908,91.573151,83.524315,71.693802,76.38446,73.538345,64.543114,101.834412,95.474998,95.421959,93.091156,87.235725,83.104683,86.562508,84.196831,71.815094,76.603737,72.05365,63.093803,101.294609,88.94017,80.903786,72.174263,79.264809,69.459229,85.785675,73.637245,871.580139,882.456116,915.796692,915.347168,881.3114134,398.4400123,103.789968,71.95996867,58.62730033,39.16606514,896.2950288
42:51.9,54,-2.309352,-1,-1.597625,-1.663306,-2.190372,-1.916163,-4.37754,-3.251111,-3.60251,-3.329948,-2.078718,862.751831,869.209045,894.171387,900.390625,894.61969,394.179565,419.206818,407.526093,105.151443,105.957474,102.507835,75.949265,70.684921,69.769028,60.583725,59.805832,56.19043,42.790031,42.382175,37.343842,33.867172,35.45594,40.929607,43.93161,101.888733,90.415092,76.831741,72.088783,109.348244,113.331596,96.06665,94.568237,23.415215,85.263016,92.228561,83.823723,72.240723,77.517784,73.891434,65.04818,102.450562,95.675049,96.219986,93.726944,87.803932,83.896057,87.106407,84.470299,72.448837,76.963982,72.444809,63.504276,103.788353,89.716576,81.323044,72.511269,79.839523,69.730751,86.177994,73.725182,874.247253,885.375366,917.390198,918.232666,884.2285156,406.9708253,104.5389173,72.13440467,58.85999567,39.52862529,898.8113708
43:52.8,55,-1.952895,-1,-1.671514,-1.715848,-2.22157,-1.93094,-4.420232,-3.224839,-3.579522,-3.30696,-2.009756,868.028992,873.998413,899.344604,905.255127,899.646606,402.873657,428.589478,415.037292,106.238953,107.092918,103.230659,76.150414,70.968262,70.175507,60.578342,60.203114,56.551964,42.992203,42.781181,37.718388,34.29414,35.925884,41.370678,44.213608,102.470406,90.813553,77.560974,72.418404,111.707001,116.11161,100.485069,95.296318,23.440392,86.396019,92.644104,84.12561,73.077171,78.310822,74.26622,65.522263,103.131638,95.620201,97.145813,94.319084,88.274483,84.536819,87.560951,84.75341,73.24276,77.330276,72.858109,63.972969,106.508278,90.443138,81.878212,72.787849,80.357651,70.092697,86.668282,73.88427,877.966064,890.572144,922.828796,922.772827,889.2547484,415.5001423,105.5208433,72.43139433,59.11114,39.89944029,903.5349578
44:53.6,56,-1.598646,-1,-1.756895,-1.760181,-2.262619,-1.949002,-4.41859,-3.223197,-3.566387,-3.295466,-1.950646,870.320129,876.895691,902.253967,907.582336,903.243225,412.711487,437.462708,423.479492,107.271942,108.418594,103.870483,76.420708,71.13768,70.429321,60.606167,60.605717,56.834084,43.132183,42.700165,38.046322,34.600937,36.346558,41.564232,44.407616,103.090813,91.271751,78.739357,72.731682,113.895096,119.570007,103.865524,96.167152,23.463951,87.486084,93.017052,84.462456,73.725182,78.80336,74.638313,65.942307,103.789253,96.751778,98.024086,95.010681,88.750023,85.120773,87.989319,85.103294,73.895683,77.703285,73.224861,64.390724,109.050674,91.224182,82.391335,73.102234,80.887001,70.427536,87.153702,74.062378,882.137756,891.866333,927.116272,925.249939,892.0590696,424.551229,106.5203397,72.66256967,59.348656,40.11400186,906.592575
45:54.5,57,-1.237996,0,-1.788092,-1.798767,-2.30531,-1.967063,-4.374256,-3.17558,-3.530263,-3.29875,-1.888251,871.42511,879.205017,904.018433,907.994812,904.10437,422.044647,447.839813,431.564178,108.735962,110.232185,104.67643,76.69503,71.440918,70.628075,60.697044,61.000404,57.155941,43.361973,43.248787,38.469151,35.037891,36.733536,41.978043,44.934868,103.695396,91.79332,80.068031,72.998413,117.091934,123.030838,106.301086,97.071815,23.524696,88.634102,93.636208,84.85936,74.343414,79.41497,75.077087,66.372604,104.044693,97.948936,98.974739,94.850456,89.409088,85.845726,88.648903,85.485695,74.667183,78.166039,73.666557,64.814705,112.079124,92.143478,82.895554,73.410576,81.384605,70.748482,87.707321,74.268005,882.316589,894.546021,925.959167,925.270508,893.3495484,433.8162127,107.8815257,72.921341,59.61779633,40.53774986,907.0230713
46:55.4,59,-0.862779,0,-1.81929,-1.855415,-2.354568,-1.988409,-4.400528,-3.169012,-3.520411,-3.277405,-1.852128,877.19281,883.24054,909.153931,913.831543,909.022827,431.161469,457.435059,439.638672,110.649071,112.420494,105.753281,77.111435,71.781754,70.893959,60.821579,61.367661,57.438652,43.706009,43.312752,38.577793,35.378738,36.943851,42.303177,44.987873,104.619316,92.233719,80.959297,73.459358,120.287666,127.220123,108.293968,98.002037,23.559803,89.854965,94.305603,85.287437,75.055161,80.015663,75.52906,66.780685,103.874321,99.225746,99.873558,94.994049,90.006821,86.681282,89.35302,85.969398,75.374229,78.603073,74.083633,65.256554,114.727516,93.110466,83.429146,73.738831,82.073204,71.068527,88.248474,74.59021,886.810303,898.497009,930.937195,930.186462,898.4883302,442.7450667,109.6076153,73.26238267,59.875964,40.74431329,911.6077423
47:56.4,60,-0.523759,0,-1.858697,-1.883328,-2.405469,-2.031099,-4.413664,-3.165728,-3.520411,-3.29054,-1.812721,879.830017,885.825256,911.512085,917.220032,912.557129,439.87085,466.353241,447.720825,112.514572,114.770645,106.862389,77.460724,72.109146,71.169456,60.966301,61.733521,57.699753,43.764057,43.550446,38.911167,35.810356,37.322636,42.385128,45.110416,105.465553,92.79184,81.692406,74.126152,123.611443,131.672745,110.269096,98.945702,23.646177,91.000237,94.734512,85.830933,75.741402,80.470009,75.970741,67.195221,105.598572,100.287743,100.058456,95.508263,90.675789,87.360344,89.992012,86.395569,76.145943,79.194313,74.522858,65.685806,117.672348,93.981888,83.879486,74.102211,82.575378,71.332832,88.877838,75.038605,890.668274,900.241882,933.429993,932.689392,901.3889038,451.314972,111.3825353,73.57977533,60.13319167,40.97917229,914.2573853
48:57.3,61,-0.293994,0,-1.876758,-1.942439,-2.454727,-2.039309,-4.397244,-3.132888,-3.510559,-3.280688,-1.776598,882.696655,889.845764,914.127197,919.781128,914.579834,448.781311,475.046021,455.969788,115.193832,117.642334,108.340782,77.796822,72.351494,71.459045,61.13345,62.078476,57.932514,43.849083,43.972645,39.310455,36.128822,37.632229,42.72036,45.415707,106.62397,93.467087,82.39492,74.660469,127.349541,136.847214,112.663757,99.975349,23.717535,92.25415,95.3806,86.344032,76.497231,80.899986,76.478882,67.573448,107.306526,101.417664,100.983871,96.96386,91.449043,88.014206,90.787971,87.069656,76.876495,79.848923,75.001015,66.087013,120.81472,94.974724,84.472984,74.456406,83.136925,71.581688,89.536026,75.890862,892.721069,903.213379,936.024414,934.107361,904.2061156,459.9323733,113.7256493,73.86912033,60.38148,41.28990014,916.5165558
49:58.2,62,-0.12316,0,-1.916165,-1.951469,-2.494134,-2.042593,-4.39396,-3.126321,-3.515485,-3.249491,-1.779882,886.351257,893.745422,918.045166,923.010681,920.048462,458.484375,483.634705,464.879059,117.888603,121.635689,109.866791,78.307014,72.729668,71.66449,61.320549,62.448051,58.179176,44.042919,44.119995,39.528702,36.431675,38.033791,43.14489,45.683563,107.780396,94.177101,83.048256,75.07798,131.658539,143.048203,115.726135,101.174049,23.720076,93.645866,96.040573,87.176109,77.439468,81.526299,76.995529,68.145988,109.240074,102.307838,102.400505,98.414963,92.361008,89.195137,91.64856,87.799896,77.783173,80.733902,75.522575,66.631973,124.169189,96.094757,85.126816,74.931427,83.700554,71.876633,90.453011,77.082794,896.499146,907.582825,940.186218,938.673889,908.2401976,468.9993797,116.4636943,74.233724,60.64925867,41.56936214,920.7355195
50:59.4,63,-0.069305,0,-1.934227,-1.971994,-2.525331,-2.045877,-4.420232,-3.113185,-3.520411,-3.280688,-1.77003,888.139404,896.306396,920.025085,925.169373,920.610046,467.763031,492.075409,473.442688,121.26355,126.9748,112.157318,78.882355,73.154152,71.946457,61.522446,62.766685,58.419075,44.167595,44.317188,39.822445,36.789196,38.429062,43.352901,45.758499,109.193459,94.892929,83.622398,75.356331,136.094788,149.362564,119.398605,102.444023,23.804129,94.881691,96.707031,87.937538,78.49118,81.89254,77.571938,68.731903,111.66893,103.590477,103.837769,99.832123,93.426437,90.29216,92.729202,88.801147,78.53952,81.601738,76.126923,67.211571,128.23082,97.121071,86.01712,75.483414,84.34935,72.130852,91.313721,77.898407,897.955933,909.797974,940.313904,939.646729,910.0500608,477.760376,120.1318893,74.660988,60.90273533,41.80526943,921.928635
52:00.3,64,-0.126912,0,-1.950646,-2.008117,-2.541751,-2.045877,-4.597566,-3.15916,-3.553251,-3.283972,-1.802869,894.085388,900.381287,924.509888,930.638855,926.075562,476.693024,500.515106,481.584961,125.335014,133.526749,114.960205,79.677711,73.645523,72.567657,61.754379,63.020042,58.641426,44.324215,44.533161,40.09473,37.081379,38.692345,43.568813,45.949783,111.223488,95.82431,84.421692,75.786369,141.238693,155.837143,123.853325,104.000916,23.907799,96.119713,97.794586,89.063728,79.452347,82.537987,78.237648,69.43998,115.06282,106.884537,106.46241,101.01609,93.827347,91.538139,93.924606,90.228897,79.574989,82.564178,76.877388,67.888496,133.01329,98.381432,86.900452,76.152649,85.048637,72.38327,92.614693,78.654991,902.509155,914.011841,946.131287,945.131165,915.138196,486.2643637,124.6073227,75.29696367,61.13861567,42.034918,926.945862
53:01.2,65,-0.239698,0,-1.955572,-1.989234,-2.548319,-2.052445,-4.751913,-3.218271,-3.632066,-3.316812,-1.878399,896.224792,902.818665,927.33136,933.416382,930.050232,485.209686,509.183777,490.071594,130.423447,142.740402,119.54998,80.492836,74.285912,73.005119,62.023525,63.264858,58.851852,44.350052,44.75499,40.337162,37.432076,39.034565,43.814846,46.264378,114.00219,96.936646,85.531624,76.268555,147.219772,162.924866,129.165634,106.0214,23.968983,97.667023,98.931969,90.536911,80.825897,83.135811,79.161415,70.275108,120.815636,111.195625,109.995598,103.370972,95.923676,93.126411,95.901642,91.963234,80.592438,84.200859,77.841347,68.617279,137.971359,99.80014,88.437698,77.041847,85.915627,72.614647,94.236633,79.53672,904.363464,915.603699,948.373962,948.542664,917.9682862,494.8216857,130.9046097,75.92795567,61.38007833,42.28400986,929.2209473
54:02.2,66,-0.397289,0,-1.955572,-1.999907,-2.546677,-2.054087,-4.916111,-3.382468,-3.819252,-3.510566,-1.990053,897.08606,904.452209,926.523254,933.292419,929.38623,493.935028,518.899841,498.396637,138.537933,154.114365,125.954552,81.796051,75.43956,73.911797,62.335255,63.545074,59.06361,44.5173,45.14077,40.626827,37.779697,39.435173,44.01141,46.365078,118.274796,98.498909,87.131287,76.942505,154.690353,169.526627,135.900864,108.441895,23.98699,99.51619,100.440918,92.434639,82.755165,83.793266,80.422554,71.092026,127.485603,116.514442,116.24202,106.690857,99.428154,95.131805,98.63868,94.373451,82.376564,85.802933,79.335075,69.390289,142.828003,101.79586,91.222382,78.652077,87.137558,72.913826,96.875244,80.612358,906.472412,915.83197,948.793823,947.602722,918.1480344,503.7438353,139.5356167,77.049136,61.64797967,42.55375071,929.6752318
55:03.2,67,-0.649788,0,-1.95393,-1.975278,-2.548319,-2.057371,-5.168977,-3.638616,-4.114808,-3.72074,-2.190372,900.453674,906.529968,929.451904,934.290894,932.370972,502.630432,528.352661,506.80957,147.308716,162.189621,136.00885,83.50573,77.245468,74.865646,62.68103,63.758244,59.325859,44.73505,45.358864,40.873013,38.079819,39.76807,44.314922,46.42979,123.106346,100.50106,89.421196,77.763252,163.103058,177.612762,143.461441,111.803078,23.994839,102.020607,102.797607,94.762146,85.027809,84.822853,81.843292,71.892303,133.708939,122.08268,122.447472,111.24501,103.257957,98.011711,102.338272,97.952759,85.076195,87.913551,81.294388,70.227661,148.994476,104.043114,95.067307,80.784485,88.682983,73.81826,100.108231,82.079475,907.858887,919.039124,950.956482,946.856812,920.6194824,512.5975543,148.5023957,78.538948,61.921711,42.79421829,931.1778263
56:04.2,68,-1.035379,0,-1.952288,-1.973636,-2.546677,-2.062297,-5.638584,-3.957159,-4.472759,-4.081976,-2.472789,903.876343,910.360046,933.302307,940.074585,935.533142,511.778412,537.907837,515.747925,157.61731,172.776535,147.881287,86.303925,79.325005,76.181961,63.043583,63.940693,59.645103,45.077122,45.461445,40.854828,38.44569,39.970993,44.289764,46.408524,128.413162,103.470909,92.429031,79.349625,171.500839,186.016647,151.9216,116.409241,24.175823,105.760284,106.559341,98.649483,88.220901,86.424255,84.208252,72.32621,142.435867,129.879959,129.953003,116.285408,107.76683,101.499474,107.41481,102.800766,87.874771,91.261429,83.831787,70.547722,154.842377,107.009514,99.742943,83.645691,90.960739,75.12587,104.604195,84.154724,910.922852,921.864563,954.965271,952.218262,924.6292846,521.8113913,159.425044,80.60363033,62.209793,42.92976657,934.992737
57:05.2,69,-1.518968,0,-1.952288,-1.921093,-2.546677,-2.062297,-6.072067,-4.351232,-4.91281,-4.51546,-2.80118,907.014648,912.513,936.852783,942.062988,939.55835,521.165955,548.745239,524.580566,165.917679,192.597488,155.236115,89.270042,83.11834,77.62072,63.431644,64.041107,59.917839,44.937359,45.761894,41.308197,38.854019,40.404015,44.567604,46.647221,135.504578,107.218819,95.57637,81.677856,180.450989,194.352753,161.105972,122.203735,24.258457,110.421707,111.647629,103.341415,92.64119,88.689041,86.974182,72.862808,154.35022,139.689529,141.876251,123.304123,113.511017,107.045227,113.491959,108.708595,91.893425,95.067986,86.895294,70.117538,161.684692,110.461792,105.48542,87.080856,93.879456,76.773788,110.391136,86.670074,913.875427,923.394287,955.991516,955.022583,927.6003538,531.4972533,171.2504273,83.33636733,62.46353,43.21147271,937.0709533
58:06.2,70,-2.047803,-1,-1.949004,-1.871834,-2.528615,-2.060655,-6.528538,-4.794564,-5.359428,-4.939091,-3.168979,907.772827,914.352112,937.078796,942.565002,939.863953,532.045166,559.6651,534.991882,176.678421,210.233963,164.626556,93.460571,89.203888,80.084145,63.865158,64.015106,60.307251,45.141903,45.923298,41.593082,39.201199,40.768227,44.837681,46.731377,143.860931,112.327774,100.050346,84.330315,189.836716,203.38591,169.824005,129.389282,24.336237,116.651474,117.346313,109.723503,98.406189,91.725761,90.343758,75.183372,166.617111,151.889206,153.885727,131.778412,120.720413,114.845787,120.779182,117.97525,98.126472,99.939545,91.19725,71.924522,168.557602,115.416359,112.551079,92.420944,98.013733,78.915245,116.983742,90.204895,915.776794,923.686707,956.126587,954.715332,928.326538,542.2340493,183.8463133,87.582868,62.72917167,43.456681,937.576355
59:07.2,71,-2.671105,-1,-1.938331,-1.834069,-2.471147,-2.057371,-7.152491,-5.471056,-6.052342,-5.572896,-3.618876,910.163818,917.598022,938.902832,945.73877,942.505249,543.213013,571.390076,545.237366,194.469696,224.715042,185.358032,99.373215,96.656204,83.689804,64.331116,63.831764,60.674606,45.596172,45.751934,41.731182,39.505718,41.017563,44.840172,46.318687,153.149872,117.629829,106.288437,87.825455,199.290649,213.364761,178.741028,137.721588,24.640842,124.458862,125.027161,118.391945,105.393509,95.568054,95.099899,82.117081,179.205368,163.930496,165.753067,140.932312,129.044098,122.975189,130.508896,127.782234,105.782196,106.584656,96.468666,74.593567,176.437561,121.066002,120.958015,97.634628,103.002617,81.192093,125.281342,94.145874,916.957336,926.594971,958.832214,956.791199,930.9817382,553.2801517,201.5142567,93.239741,62.94582867,43.53734686,939.79393
00:08.3,72,-3.368788,-1,-1.911239,-1.797946,-2.418604,-2.060655,-7.980049,-6.305177,-6.916022,-6.219836,-4.209982,912.019531,918.848755,939.910706,947.321472,943.873169,554.350159,583.949524,555.71991,209.512741,236.658905,200.628799,106.130287,105.351959,88.552269,64.982979,63.775501,61.089474,45.679035,46.083778,41.940121,39.810158,41.442696,45.029556,46.422096,162.904419,124.350197,114.808784,92.356743,209.306625,224.212097,187.160233,147.639114,24.846634,133.194748,135.526627,128.087601,112.248215,100.70269,101.053719,84.715782,191.658493,176.219772,177.034576,150.848251,137.464035,131.563171,140.672729,137.967453,113.912338,113.767136,102.180901,85.720482,185.301407,127.944862,129.434845,103.128479,108.487358,83.748482,134.447098,99.06163,918.458313,927.593323,958.38385,957.039368,932.3947266,564.6731977,215.6001483,100.011505,63.28265133,43.77249143,940.3687135
01:09.3,73,-4.133128,-1,-1.88661,-1.76757,-2.398901,-2.059013,-9.014496,-7.402011,-8.07854,-7.165616,-4.99484,915.885681,922.835083,943.38916,951.106934,948.189758,565.431702,596.931213,566.513733,222.38974,248.137054,212.602325,113.277618,114.184174,94.698112,65.852028,63.818539,61.538147,45.681751,46.153484,42.327694,40.317375,41.930355,45.047222,46.298096,173.354874,131.98291,124.429871,97.262329,220.06633,234.204193,195.263351,158.334824,24.98665,141.47438,146.196106,137.860504,119.83773,106.804077,107.565376,90.893425,204.432816,188.856339,188.549881,161.327972,146.882034,139.88475,151.551041,147.987808,122.712906,121.398674,108.617424,93.539177,195.024124,135.656876,138.134201,109.218575,115.632103,86.833893,144.460983,104.757469,921.696594,932.253174,963.090515,962.004395,936.2813232,576.292216,227.7097063,107.3866347,63.736238,43.96513957,944.7611695
02:10.4,74,-4.880914,-2,-1.8784,-1.738015,-2.398901,-2.054087,-10.03909,-8.733646,-9.31002,-8.239469,-5.901203,917.282471,923.667725,945.733582,950.866943,949.127014,577.220276,611.093506,577.421387,234.354248,259.379364,224.258591,120.570305,122.955116,103.267426,67.069366,63.896763,62.063671,45.788837,46.298546,42.653866,40.836189,42.335865,45.268959,46.348785,184.96582,140.523026,134.786209,102.844742,231.984741,244.86879,204.036179,169.420761,25.16378,148.733932,158.464066,148.161835,128.504456,113.592903,115.107552,97.056068,218.042847,202.311096,200.22934,171.796463,157.087112,146.981598,163.640717,158.339462,132.411911,129.331833,115.618935,99.809372,206.20488,144.308243,148.498596,115.920113,125.722427,90.772713,155.386993,111.120644,923.390808,934.050049,963.457825,961.485229,937.335547,588.5783897,239.3307343,115.5976157,64.34326667,44.218721,945.5959778
03:11.7,75,-5.699329,-2,-1.858697,-1.722416,-2.397259,-2.052445,-11.060399,-10.061996,-10.590758,-9.401988,-6.800999,920.924927,926.699463,948.725708,953.995667,953.131226,589.207764,624.618652,588.790161,245.133865,270.093933,235.732742,126.823692,130.10141,112.07119,68.635414,64.417839,62.566002,46.04417,46.497219,42.935707,41.330009,42.780273,45.49292,46.401958,195.963074,149.336441,144.838501,108.64344,243.433685,256.224213,215.267136,180.031586,25.411438,155.349213,169.323273,158.168015,136.999847,120.621101,122.520897,102.589241,231.048798,216.237549,213.526779,182.571045,166.946854,153.393738,174.892914,168.222382,141.426926,137.412766,122.373825,105.991814,217.149246,153.416214,158.544571,123.069389,135.647232,95.058769,166.538971,117.93045,926.569885,935.335632,966.75531,964.944946,940.6953982,600.8721923,250.32018,122.998764,65.20641833,44.49746514,948.4014433
04:12.8,76,-6.570716,-2,-1.848845,-1.705176,-2.39808,-2.049161,-11.979905,-11.286902,-11.658039,-10.561222,-7.648252,922.885681,929.469482,951.686951,957.039368,955.846375,601.069336,636.568787,599.805603,255.627335,282.235809,246.269302,131.571198,135.885925,120.850487,70.576591,65.914528,63.083714,46.403996,46.808064,43.336117,41.744129,43.241528,45.554283,46.652649,207.19725,158.527176,154.383118,114.766335,254.215744,267.622589,246.316788,190.516464,25.680935,162.267212,179.908554,168.408722,145.420364,127.916725,129.944992,108.649323,243.550568,230.913086,227.7771,192.493332,176.754822,160.512512,185.468735,178.625,150.582184,145.507156,128.903336,112.259094,228.444839,162.94577,168.382889,130.613815,145.347641,100.237518,176.147797,125.015053,927.956604,937.992004,969.035278,966.717407,943.3855714,612.481242,261.377482,129.43587,66.52494433,44.82010943,950.4253233
05:13.9,77,-7.526857,-2,-1.842277,-1.702713,-2.400543,-2.049161,-12.814028,-12.324622,-12.672775,-11.605516,-8.364149,924.036499,930.370789,951.246704,956.060486,955.204834,611.795898,647.007874,610.302185,265.657806,295.549011,257.030975,135.231262,140.660751,127.847191,72.739738,67.878647,64.083687,46.434769,47.274418,44.059471,42.325649,43.751133,45.797211,46.741104,218.648788,167.782516,163.844055,120.971909,264.932281,277.9151,254.596329,200.508453,25.890448,169.316055,190.216797,178.421387,154.325195,134.940292,137.375977,114.905266,255.994202,244.552963,238.756668,202.835846,186.706711,167.891144,196.134048,188.824875,160.357422,153.39444,135.173157,118.975754,239.361053,172.613571,178.468674,137.894073,155.109573,105.772255,186.016403,131.968933,929.306519,938.708008,967.680115,965.490417,943.3838624,623.035319,272.7459307,134.5797347,68.234024,45.19767929,950.2962648
06:15.1,78,-8.630879,-3,-1.834067,-1.696145,-2.418604,-2.064759,-13.749952,-13.186652,-13.815585,-12.685934,-9.149009,926.821289,933.682068,954.632751,959.703613,958.937622,622.817993,656.491089,621.77179,275.002563,314.683777,267.466217,139.339874,146.472305,132.839417,74.70723,70.022186,65.719414,47.118835,47.713715,44.751362,42.621639,44.410789,45.892063,46.864159,229.935669,177.980377,173.587708,128.296021,276.494019,290.724854,262.676941,211.244934,26.10084,178.330521,200.291504,189.498596,163.960007,141.817261,144.74826,122.034119,268.049835,257.854126,246.210815,215.30751,197.076843,176.706131,207.669418,202.570343,170.856354,162.854935,141.795593,127.340851,251.428207,183.019409,188.830475,146.011841,164.291885,112.259094,196.131012,139.42688,931.550293,942.381958,970.60498,970.665649,946.7554686,633.693624,285.717519,139.550532,70.14961,45.62465171,953.80072
07:16.2,79,-10.074803,-3,-1.820932,-1.671516,-2.42353,-2.055729,-14.748271,-14.117644,-14.981381,-13.802474,-9.999547,929.322449,936.198181,956.713013,960.939636,961.490417,631.917419,668.392212,631.222778,285.138214,333.052917,277.877319,144.261642,155.802368,135.352066,76.425179,72.025223,67.641518,47.687492,48.536083,45.512394,43.119026,44.995575,46.264153,47.147102,240.914017,187.321503,182.818298,128.660065,288.958252,302.865143,271.624451,222.480484,26.203602,187.489059,211.438171,200.379257,174.766464,148.147278,151.677414,129.387451,280.262238,269.753784,252.790039,228.624802,208.531799,184.964188,220.783783,217.110275,181.858902,172.275772,149.759171,136.129242,262.113617,193.277115,199.949982,153.35762,173.884125,118.795769,207.197723,146.035858,934.292786,944.201904,972.477112,971.637634,948.9327392,643.8441363,298.6894833,145.138692,72.03064,46.18026071,955.652359
