TimeStamp,Time in Minutes,Load-in-bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud2-Mid,Stud3-Mid,Stud4-Mid,Stud3-Bottom,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Mid-Left,Pb2-Mid-Mid,Pb2-Mid-Right,Pb3-Mid-Left,Pb3-Mid-Mid,Pb3-Mid-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Top-of-Stud,Pb4-Inbetween-Stud,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud1-Mid-Amb-HF,Stud1-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Mid-Fire-HF,Stud3-Bottom-Fire-HF,Stud3-Top-Fire-CF,Stud3-Mid-Fire-CF,Stud3-Bottom-Fire-CF,Stud2-Top-Amb-HF,Stud2-Mid-Amb-HF,Stud2-Bottom-Amb-HF,Stud2-Top-Amb-CF,Stud2-Mid-Amb-CF,Stud2-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Mid-Fire-HF,Stud4-Bottom-Fire-HF,Stud4-Top-Fire-CF,Stud4-Mid-Fire-CF,Stud4-Bottom-Fire-CF,Stud3-Top-Amb-HF,Stud3-Mid-Amb-HF,Stud3-Bottom-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Amb-CF,Stud3-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Average-Furnace
09:31.1,21,-4.027626,-1,-0.747091,-0.750376,-1.0722,-1.009803,-3.609091,-3.011382,-3.165743,-3.031107,-2.472789,660.427551,688.913818,722.543335,703.077942,703.559631,87.435204,86.160744,94.525551,70.184013,69.863716,68.465706,54.982121,47.452145,48.899094,40.914608,35.802364,30.266016,25.970415,25.623537,22.951988,22.354479,22.535961,23.627932,24.912378,75.798233,56.373226,54.676544,50.966759,74.192604,72.975586,67.183578,59.884621,22.219215,50.077168,59.989666,55.311943,44.982666,54.635811,51.650013,41.983265,73.556244,68.672356,67.919846,60.662266,56.626373,52.272575,59.538918,53.732479,45.052887,55.937,48.663723,41.242531,70.521988,54.833614,53.857212,50.933826,54.071987,48.802647,60.269997,55.023746,715.713806,746.633179,755.521667,777.542786,695.7044554,89.373833,69.50447833,50.44445333,35.660996,23.99667,748.8528595
10:31.5,22,-4.001581,-1,-0.770079,-0.775006,-1.14773,-1.06563,-3.605807,-2.988395,-3.162459,-3.08365,-2.439949,670.819702,697.381836,733.553467,711.267761,714.808838,87.665405,88.369095,94.211922,70.767059,70.337112,69.055618,55.364807,48.635487,49.730934,41.81953,36.713688,31.465242,26.729006,26.483496,23.2579,22.590054,22.814716,24.080025,25.567749,75.986404,57.584038,55.501797,52.04427,75.642723,74.029488,68.558395,60.569366,22.223608,51.796322,60.676628,55.781822,45.940277,55.401024,52.401024,42.774597,74.753998,69.30455,66.717751,61.837147,58.397736,53.489738,60.433372,54.608356,45.898399,56.870049,49.799328,42.105656,71.938179,56.844872,54.710751,51.700287,54.767681,49.701813,61.04707,56.058659,724.097473,753.22229,764.228821,785.046692,705.5663208,90.08214067,70.053263,51.24374267,36.66615333,24.503278,756.648819
11:32.0,23,-3.956776,-1,-0.801276,-0.800456,-1.20684,-1.114889,-3.645215,-2.952271,-3.152607,-3.063946,-2.416962,682.971436,709.979065,743.251465,724.48291,724.04718,87.981697,89.638298,94.187431,71.018616,70.851662,69.54631,58.000584,49.538143,50.615768,42.570118,37.717018,32.590057,27.609476,27.12479,23.675274,22.877346,23.147699,24.604156,26.286541,76.375732,59.209332,56.255859,52.836552,77.12867,75.016006,70.112167,61.467934,22.279797,53.408665,61.59243,56.753609,46.607853,56.486542,53.461811,43.561558,75.573143,70.041664,66.106949,63.622631,59.842197,54.499878,61.417912,55.584797,46.665997,57.5,50.571098,42.91188,73.189278,58.833214,55.375153,52.430771,55.252102,50.535,61.614639,57.004684,732.121155,762.507751,773.140747,794.033203,716.9464112,90.60247533,70.472196,52.718165,37.625731,25.04646886,765.450714
12:32.6,24,-3.941546,-1,-0.89651,-0.865313,-1.259383,-1.180567,-3.599239,-2.912864,-3.109916,-3.073798,-2.357852,693.350708,718.058289,753.546509,734.909424,736.571716,88.347794,92.469437,94.979897,71.357445,71.097618,69.797455,59.065182,50.579445,51.547432,43.328403,38.653629,33.703613,28.466686,28.139019,24.096416,23.160868,23.546406,25.255333,27.139982,76.62365,60.924118,56.905785,53.707935,78.131805,75.853722,70.881874,62.529675,22.328815,54.846664,62.242187,57.369213,47.112049,57.48764,54.182964,44.238541,76.152428,70.58197,65.838814,65.746742,61.066143,55.271,62.137009,56.53083,47.168812,58.294636,51.302784,43.572895,74.385925,61.066364,56.132641,53.207996,55.949593,51.245056,62.163025,57.889828,741.48291,769.47583,782.510498,802.589966,727.2873292,91.932376,70.75083933,53.73068633,38.56188167,25.68638714,774.014801
13:33.1,25,-3.918813,-1,-1.004879,-0.871881,-1.307,-1.203554,-3.637005,-2.880025,-3.086928,-2.981847,-2.305309,702.802307,730.217407,762.370789,746.806946,744.995544,89.342926,96.241798,96.801254,71.574074,71.192062,70.031364,61.146908,51.228371,52.096786,44.255089,39.598335,34.688023,29.359728,28.841599,24.59585,23.49444,23.932735,25.860716,27.917067,77.408592,62.176929,57.395958,54.340981,79.10659,76.630363,71.507835,63.404522,22.440716,56.058884,62.967354,57.823101,47.625324,58.573376,54.569199,44.797581,76.767975,70.897087,65.818649,67.364967,62.060982,55.92823,62.64336,57.541794,47.669407,59.00388,51.828556,44.162384,75.510269,62.870945,56.67448,53.825916,56.466755,51.926613,62.497833,58.73822,747.426636,776.967102,790.044128,808.461548,737.4385986,94.12865933,70.9325,54.82402167,39.51381567,26.28601929,780.7248535
14:33.6,26,-3.902038,-1,-1.03115,-0.916214,-1.364468,-1.242961,-3.655067,-2.81763,-3.060657,-2.991699,-2.246198,713.600769,737.420593,771.751221,757.555786,756.999084,92.72583,105.436867,102.30468,71.673218,71.381615,70.231689,62.298702,51.876122,52.584442,45.338711,40.456993,35.690254,30.190962,29.717102,25.181768,23.869473,24.38378,26.486721,28.707142,77.169388,63.316868,57.877922,54.976044,80.181282,77.463188,72.272499,64.431061,22.545902,57.06739,63.640339,58.114483,48.022243,59.275345,55.005295,45.278923,77.252853,71.424133,66.337883,68.654663,62.980583,56.45911,63.113083,58.393017,48.111286,59.736694,52.503777,44.658016,76.663254,64.282707,57.230782,54.329498,56.90736,52.569798,63.188858,59.436096,755.121521,783.651184,797.175049,816.858582,747.4654906,100.1557923,71.09550733,55.586422,40.49531933,26.93384971,788.201584
15:33.9,27,-3.891444,-1,-1.050854,-0.980251,-1.394023,-1.282368,-3.589387,-2.807778,-3.057373,-2.919452,-2.175594,724.219238,747.779175,781.392212,767.708069,767.797607,99.335388,118.19928,110.369629,71.850227,71.631813,70.357704,61.704361,52.375336,53.073753,46.397209,41.215267,36.631783,30.942411,30.647173,25.62907,24.23122,24.73982,27.174973,29.479631,77.267845,64.15406,58.317772,55.427116,81.099869,78.28598,73.235153,65.724113,22.62126,57.862419,64.339401,58.323612,48.387196,59.711777,55.276173,45.660019,77.730141,71.634048,66.601959,69.608315,63.769001,56.804634,63.414608,59.062935,48.494061,60.160248,52.907063,45.037254,77.72924,65.337212,57.593025,54.717274,57.20179,52.989735,63.543728,60.0065,761.792297,790.195129,806.367126,823.147888,757.7792602,109.3014323,71.27991467,55.71781667,41.414753,27.54918543,795.37561
16:34.5,28,-3.839134,-1,-1.080409,-0.951516,-1.448208,-1.321775,-3.618943,-2.756876,-3.062299,-2.912884,-2.131261,734.757141,757.730408,792.974182,779.947449,778.915588,109.755646,135.313019,130.271805,72.003075,72.187469,70.829948,59.165997,53.003925,53.64624,47.255199,42.039127,37.520073,31.786839,31.412971,26.108904,24.571852,25.185459,27.800436,30.341753,76.503944,64.922256,58.692856,55.895847,82.139915,79.555962,74.967003,67.819756,22.638596,58.627724,65.407112,58.652657,48.832687,60.031193,55.481552,46.124744,78.374596,71.925644,66.858849,70.598526,64.457954,57.396629,63.734261,59.924797,48.823654,60.617161,53.468567,45.447632,79.147095,66.345276,57.961494,55.264923,57.464493,53.45911,63.816971,60.551414,771.152161,797.107605,815.584412,829.91626,768.8649536,125.11349,71.67349733,55.272054,42.27146633,28.172602,803.4401095
17:34.8,29,-3.840017,-1,-1.105038,-0.965473,-1.477763,-1.361182,-3.609091,-2.742099,-3.083644,-2.814365,-2.111558,748.179138,768.509949,803.693176,794.979004,791.887024,125.833458,153.805573,152.827988,72.530289,72.895027,71.70723,57.538422,53.512932,54.109131,47.705124,42.775734,38.370747,32.646622,31.969711,26.526798,24.986191,25.587345,28.537037,31.128872,75.737595,65.639435,58.889355,56.252712,83.558128,81.02533,77.241669,69.345963,22.753702,59.39838,66.074913,58.563717,49.3083,60.112217,55.730095,46.69812,79.251381,72.51104,67.214478,71.481651,65.069023,57.982838,63.997177,60.927708,49.246204,60.962936,54.177563,45.911755,80.793663,67.278526,58.387852,55.811737,57.919258,54.022011,64.255142,60.934887,781.251526,806.977234,828.036133,839.658508,781.4496582,144.155673,72.37751533,55.053495,42.950535,28.76893943,813.9808503
18:35.4,30,-3.973109,-1,-1.103396,-1.039361,-1.510602,-1.389095,-3.648499,-2.755234,-3.09678,-2.922736,-2.108274,762.45282,773.812378,809.184387,808.640259,801.63385,145.268936,170.320145,173.951889,73.211876,74.513466,72.442795,57.193924,54.127365,54.419304,47.74649,43.461769,39.064617,33.099255,32.816525,27.169447,25.304449,26.043003,29.004763,31.903717,76.017281,66.321754,59.221458,56.693813,84.486649,82.685532,78.950157,70.529373,22.812637,60.098972,66.958954,59.248177,49.782398,60.150822,56.556458,47.274872,80.342209,73.639481,68.031128,72.240051,65.571777,58.521717,63.899452,61.953552,49.645828,61.427555,54.885593,46.392002,82.271111,68.133453,58.734852,56.355015,58.478371,54.594177,64.763161,61.46188,793.133423,808.026245,843.821838,845.190247,791.1447388,163.1803233,73.389379,55.24686433,43.424292,29.33445129,822.5429383
19:36.0,31,-4.00136,-1,-1.124742,-1.034435,-1.554935,-1.421934,-3.628795,-2.653432,-2.962138,-2.791377,-2.101706,737.414551,749.258606,774.488403,792.579468,787.327209,157.238785,183.926651,184.401367,74.506752,75.950378,74.168663,57.324043,54.935993,55.154465,47.699245,44.121807,39.847923,34.142536,33.482368,27.630415,25.654196,26.426832,29.79701,32.609982,76.820107,66.993446,59.285896,56.804188,85.552681,84.171074,80.887222,71.596901,22.837133,60.723747,66.943504,59.618614,50.095898,60.560165,56.830486,47.61515,81.272232,74.588646,68.969208,72.417953,66.165184,59.069672,64.035278,62.729015,49.918053,61.434288,55.674767,46.789288,84.536369,68.902939,59.008595,56.567924,58.854549,54.944546,64.975807,61.330421,767.833252,777.652222,802.674988,806.533264,768.2136474,175.1889343,74.87526433,55.80483367,43.88965833,29.96333414,788.6734315
20:36.4,32,-4.016369,-1,-1.152655,-1.067275,-1.591058,-1.489254,-3.628795,-2.719111,-2.965422,-2.784809,-2.08857,762.243713,771.190063,806.371033,805.711853,798.848999,162.39357,191.612122,189.61441,76.17749,76.931313,75.737373,58.278687,55.769455,56.397736,47.683422,44.723721,40.57613,34.859886,34.111893,28.072323,26.003828,26.813057,30.363556,33.28854,78.432556,67.723473,60.856583,58.278461,86.044006,85.482559,82.603363,72.736382,22.845686,61.708401,68.389809,61.086334,51.196346,61.059635,58.13335,48.660561,82.051712,75.302406,70.168571,73.383057,67.009796,59.981136,65.460884,63.512344,50.96608,62.957264,56.411449,47.781754,85.914726,69.758064,60.233189,57.673241,60.435169,56.323765,66.279648,62.430786,789.812012,800.139648,835.612976,835.600586,788.8731322,181.2067007,76.28205867,56.81529267,44.32775767,30.501869,815.2913055
21:37.0,33,-4.059409,-1,-1.177284,-1.078768,-1.618972,-1.50239,-3.651783,-2.722395,-2.932582,-2.771673,-2.091854,757.263489,765.440125,801.11792,798.482849,795.40094,168.974731,201.336639,197.793427,77.142319,77.510849,76.604187,58.638283,56.800591,56.999962,47.755985,45.284359,41.310925,35.423279,34.523445,28.543472,26.373159,27.204895,30.981863,33.889816,78.666405,68.538696,61.469055,58.810085,86.554443,86.475563,84.140167,73.68737,22.959614,62.66758,69.213219,61.796326,52.033226,61.949516,58.808289,49.395679,82.81517,75.858871,71.287399,73.917831,67.814835,60.755836,65.994949,64.114166,51.757549,63.457199,57.264942,48.528629,86.884315,70.539886,61.045502,58.430527,61.062775,56.916126,67.211342,63.045151,782.574036,791.575012,825.959351,819.061951,783.5410646,189.3682657,77.085785,57.479612,44.78375633,30.99141843,804.7925875
22:37.4,34,-4.197577,-1,-1.196988,-1.137879,-1.648527,-1.515526,-3.656709,-2.761802,-2.968706,-2.811081,-2.085286,774.850525,782.804443,817.494385,817.199158,810.312744,180.586609,214.517624,210.263702,77.86171,78.270988,77.271873,59.571022,57.881741,57.984184,48.016369,45.987358,42.081135,35.989349,35.243053,29.149521,26.719795,27.617069,31.682783,34.616024,79.782677,69.493256,62.668701,60.075855,87.372894,87.18866,85.441788,74.70723,22.98642,63.698174,70.619789,62.917355,53.11993,62.785294,59.97171,50.401207,83.583885,76.122223,72.443016,75.088722,68.724068,61.671391,67.216049,64.907471,52.857502,64.562828,58.117176,49.534306,87.48407,71.475609,62.10651,59.504345,62.265511,57.545612,68.375031,64.016228,799.667297,809.473816,847.703918,843.804382,800.532251,201.7893117,77.80152367,58.47898233,45.36162067,31.573942,825.1623533
23:38.1,35,-4.261806,-1,-1.224901,-1.096009,-1.673156,-1.536871,-3.671487,-2.761802,-2.93094,-2.733908,-2.101706,773.667358,783.325684,816.341064,815.375732,808.895447,195.663773,227.710098,221.831039,78.493645,79.031845,77.768852,60.240593,58.86982,58.696899,48.37138,46.705135,42.844719,36.525917,35.605534,29.522812,27.055498,27.965601,32.147057,35.225006,81.295288,70.469391,63.296467,60.717464,87.883514,87.663162,86.103836,75.690605,22.997511,64.678238,71.474266,63.527363,53.917549,63.335476,60.662716,51.265354,84.326958,76.63372,73.399391,75.915474,69.64032,62.592014,67.772064,65.625992,53.656372,65.127274,58.700714,50.348633,87.757759,72.387299,62.735519,60.130619,62.803234,58.385159,69.163521,64.713646,798.034302,808.161499,843.882202,836.999329,799.521057,215.0683033,78.43144733,59.269104,45.97374467,32.006775,821.769333
24:38.8,36,-4.380109,-1,-1.239679,-1.176465,-1.702711,-1.548365,-3.623869,-2.791358,-3.004829,-2.781525,-2.08857,786.984863,793.508179,826.777771,827.484985,821.240662,207.291183,236.852112,229.791351,79.171486,81.108154,78.309479,60.642296,59.772385,59.730183,48.729458,47.432247,43.544777,36.933357,35.998707,29.906992,27.386032,28.30068,32.520435,35.843235,82.111488,71.532227,64.298172,61.777931,88.271118,88.247131,86.729904,76.708008,23.064289,65.769142,72.669472,64.402153,54.712101,64.297493,61.237545,51.995586,84.877281,77.567688,74.808365,77.151047,70.607704,63.584972,68.452049,66.569481,54.45892,65.741585,59.415218,51.157784,88.041328,73.21389,63.585648,61.164185,63.604477,59.427341,70.075233,65.378883,807.769714,818.700256,855.507874,855.104614,811.199292,224.644882,79.52970633,60.048288,46.56882733,32.41277686,834.2706145
25:39.2,37,-4.455153,-1,-1.254456,-1.195347,-1.735551,-1.568068,-3.651783,-2.804494,-3.044237,-2.840637,-2.090212,785.557983,794.780212,824.330261,825.831543,819.505188,216.807877,245.421616,238.325424,80.947662,84.040283,79.963509,65.39994,61.002197,60.650822,49.165588,48.166653,44.328297,37.417709,36.394253,30.318344,27.703119,28.652206,33.194016,36.438293,83.376526,72.616219,65.494713,62.861305,88.548233,88.805412,87.207939,77.825462,23.137302,66.847649,73.645973,65.345276,55.183487,65.34729,61.691353,52.380295,85.375473,78.118599,76.589417,78.497452,71.630699,64.647537,69.416031,67.828712,55.266949,66.452118,60.211643,51.993782,88.453613,74.11541,64.57,62.072418,64.874977,60.594723,71.265244,66.053413,807.588318,819.238159,853.755005,850.253357,810.0010374,233.5183057,81.65048467,62.35098633,47.22017933,32.87399143,832.7087098
26:39.9,38,-4.56838,-1,-1.256098,-1.211767,-1.748686,-1.595981,-3.77329,-2.883308,-3.103348,-2.912884,-2.098422,794.867371,802.46106,833.072388,836.59552,828.632629,226.126724,253.501053,247.565842,84.046104,87.081306,82.447311,69.373947,61.794979,61.880436,50.018715,49.004566,45.11359,37.884533,36.703194,30.744448,28.024023,29.006371,33.742733,36.959587,84.155624,74.056786,66.783592,64.183868,88.688362,89.39563,87.719872,79.120018,23.198526,67.983215,75.27108,67.105644,55.616962,66.269119,63.278534,52.579712,86.146179,79.034531,77.979637,79.802818,72.723846,65.804985,71.37513,69.295151,56.206169,67.525528,61.16082,52.934769,88.837029,75.17218,65.813499,63.378292,66.10247,61.902637,72.470314,66.72245,815.850037,826.453125,862.401794,860.473145,819.1257936,242.397873,84.524907,64.34978733,48.04562367,33.29498414,841.2945253
27:40.6,39,-4.695071,-2,-1.254456,-1.195347,-1.773316,-1.614043,-3.750302,-2.94242,-3.132904,-2.92602,-2.114841,797.962769,803.402344,836.358765,837.962708,830.985352,236.013779,264.417999,258.515686,87.008018,89.249184,85.369202,71.47583,62.59874,62.700989,51.366825,49.82822,45.943897,38.305141,37.06131,31.138044,28.334711,29.351,34.209309,37.450085,85.054237,75.521904,67.956345,65.125259,88.987709,89.808311,88.203186,80.413155,23.161793,69.184341,76.635284,69.234482,56.580063,66.826149,64.307808,53.481628,86.53495,79.820724,79.853844,81.07122,73.991226,67.03891,72.543045,70.70887,57.203362,68.227043,62.065243,53.714916,89.111267,76.185989,66.833984,64.210541,67.171257,62.810631,73.660065,67.402367,814.617615,826.530823,859.568848,856.871826,821.3343876,252.982488,87.20880133,65.591853,49.046314,33.6928,839.397278
28:41.1,40,-4.801235,-2,-1.261024,-1.269236,-1.793019,-1.623895,-3.835685,-3.040938,-3.234707,-3.011403,-2.1641,807.763794,813.549011,844.180664,848.448669,840.876221,247.751526,276.854279,268.640808,89.53109,91.480232,88.047607,73.510826,63.343769,63.81271,52.669159,50.74345,46.83136,38.670025,37.505711,31.593616,28.655653,29.712049,34.762074,38.043133,85.758118,77.08123,68.989578,66.304062,89.223618,90.176178,88.234352,81.957687,23.148161,70.427979,78.571747,73.005119,57.921955,67.741608,65.365891,55.011372,87.575745,80.375778,81.893211,82.415741,75.426361,68.508698,74.078041,72.296669,58.262291,69.207619,63.061741,54.661915,89.326553,77.466095,68.135918,65.239304,68.373245,63.926796,74.923599,68.297569,825.57373,837.514771,873.609253,871.611816,830.9636718,264.4155377,89.68630967,66.88910167,50.081323,34.13460871,852.0773925
29:41.9,41,-3.118055,-1,-1.315209,-1.303717,-1.837352,-1.697783,-3.875093,-3.03437,-3.280682,-3.070514,-2.177236,812.091431,817.934265,847.568542,852.903687,846.372803,259.721252,289.043213,278.515961,91.775818,93.560295,90.167656,75.93718,64.292343,64.492462,53.913723,51.622959,47.696083,39.0933,37.599857,31.833132,28.992584,30.000662,35.258587,38.517662,87.759102,79.039673,69.724037,66.991203,89.497894,90.445831,88.546883,83.321663,23.106804,71.730728,80.23925,75.919731,59.414318,68.467728,66.233055,56.121845,88.790833,81.559654,83.104233,83.758781,76.776474,70.002937,75.357445,73.895462,59.364029,69.999359,63.927021,55.542961,89.57505,78.635071,69.1633,66.133377,69.164864,64.705574,76.127365,69.01532,830.874329,839.414062,877.560547,875.725647,835.3741456,275.760142,91.83458967,68.24066167,51.07758833,34.47082629,855.8936463
30:42.4,42,-3.461048,-1,-1.356258,-1.342303,-1.860339,-1.710918,-4.029439,-3.152592,-3.336509,-3.088576,-2.215001,815.618591,822.24292,851.654236,857.052612,848.510254,272.029419,299.946777,289.997162,93.830269,95.32621,92.204765,78.624557,64.993065,65.490898,55.050968,52.535324,48.511234,39.287464,38.281219,32.290924,29.332392,30.446629,35.63636,39.183445,89.671494,80.567146,70.443428,67.904175,89.902962,90.628227,88.807877,84.730789,23.124825,73.035332,81.677406,78.290009,60.616489,69.349098,67.527763,57.314606,89.204109,83.295914,83.856194,84.826431,77.77668,71.417419,77.001129,75.471336,60.502491,70.849869,64.69706,56.505875,89.79216,79.838852,70.362175,66.965446,70.158501,65.494041,77.240768,69.713295,833.632263,843.536255,881.176086,877.71167,839.0157226,287.3244527,93.78708133,69.70284,52.03250867,34.92263329,859.0140685
31:43.2,43,-3.688827,-1,-1.36611,-1.349692,-1.893178,-1.727338,-4.009736,-3.208419,-3.405473,-3.119774,-2.262618,817.588379,825.965759,854.183533,859.107788,851.683655,284.993988,312.274414,301.857025,95.698875,97.003441,94.098473,81.392441,65.849564,66.394333,56.259682,53.426231,49.355717,39.550777,38.682095,32.819729,29.610546,30.863506,36.216469,39.688438,92.037758,82.180885,70.688278,68.647278,90.80233,90.689476,89.008789,86.044678,23.167799,74.299561,83.041313,79.649963,61.909367,69.827904,68.374809,58.373928,89.642555,85.210152,84.99958,85.815475,79.049965,72.837296,78.378403,76.86866,61.6106,71.598473,65.474548,57.443371,89.889061,81.053085,71.758255,67.788635,70.969376,66.243362,78.431656,70.315849,834.851196,846.533142,881.008606,879.933716,841.7058228,299.7084757,95.600263,71.21211267,53.01387667,35.34736571,860.581665
32:44.0,44,-3.834058,-1,-1.379245,-1.354617,-1.91945,-1.740474,-4.20349,-3.274098,-3.510559,-3.175601,-2.298741,824.865234,831.435303,860.866577,865.818237,859.408447,295.21637,323.910492,312.223602,97.429687,98.237183,95.75058,83.290985,66.800171,66.901398,57.468315,54.20615,50.232201,39.895016,38.903881,33.169525,29.977016,31.138273,36.765015,39.919353,94.560829,83.642555,71.189156,69.281044,91.52198,90.637428,89.103645,87.195831,23.21932,75.378929,84.101425,80.769714,63.078556,70.310921,69.559738,59.285671,90.236076,86.661331,84.836739,86.749626,80.488586,74.025009,79.939568,78.129562,62.830811,72.432274,66.376411,58.289021,90.089371,82.064697,73.065987,68.46862,71.813309,66.825478,79.617737,70.836441,841.412354,852.267883,888.017639,887.785583,848.4787596,310.4501547,97.13915,72.33085133,53.96888867,35.68115414,867.3708648
33:44.6,45,-3.952803,-1,-1.394023,-1.384994,-1.952289,-1.751967,-4.259317,-3.323357,-3.556535,-3.287256,-2.316803,824.694946,833.075623,859.488647,865.136536,857.563416,306.215088,334.133545,323.380524,98.741539,99.40519,97.08036,84.310379,67.779228,67.170586,58.595833,55.016319,51.077724,40.067661,39.385334,33.616219,30.385817,31.534018,37.119236,40.420612,96.718048,84.76976,71.689774,69.912285,92.267616,90.34465,89.214874,88.340393,23.284237,76.594559,85.344788,81.946938,64.33358,71.179077,70.144844,60.104362,90.967926,88.455856,86.913895,87.707993,81.675163,75.356331,81.279396,79.421463,63.96109,72.504333,67.303162,59.161282,90.276451,83.131775,74.106232,69.093903,72.649559,65.796471,80.674362,71.420334,841.952454,852.141113,887.919495,884.466736,847.9918336,321.2430523,98.40902967,73.086731,54.89662533,36.07555671,866.6199495
34:45.3,46,-4.030716,-1,-1.412084,-1.402234,-1.983486,-1.763461,-4.37754,-3.382468,-3.589374,-3.274121,-2.321728,830.110962,837.183105,865.236938,870.141602,864.447144,317.043701,344.365784,334.530334,100.052147,100.330093,98.107567,84.121803,68.308311,67.933952,59.593697,55.772377,51.881981,40.51429,39.780354,34.04763,30.729307,32.017372,37.627666,40.984383,98.290741,85.720482,72.539459,70.430893,92.993477,90.234505,89.21936,89.440933,23.328129,77.678223,86.532036,82.583656,65.408676,71.814423,70.617554,60.859276,92.643433,89.867523,88.445541,88.601372,82.853012,76.621857,82.43589,80.638992,65.153488,73.756729,68.26622,59.915596,90.542526,84.05439,75.212677,69.717102,73.323532,66.735222,81.507271,72.009117,846.521179,856.907532,891.816833,889.486877,853.4239502,331.9799397,99.49660233,73.45468867,55.74935167,36.52871457,871.1831053
35:45.9,47,-4.002464,-1,-1.428504,-1.484332,-2.00319,-1.778238,-4.39396,-3.379184,-3.615646,-3.297108,-2.321728,834.921082,843.717163,872.204407,876.565063,870.185669,327.508911,353.841553,346.003448,100.857697,101.14476,98.81604,83.381004,68.774216,68.27227,60.311737,56.450794,52.590076,40.802776,40.035362,34.51247,31.035301,32.454704,38.065235,41.351822,99.412842,86.693825,73.069344,70.75676,93.844643,90.980042,89.21286,90.282288,23.320505,78.772247,87.617439,82.828156,66.476753,72.785835,71.091354,61.642006,94.407372,91.107719,88.962822,89.425461,83.753632,77.868202,83.21463,81.544884,66.311905,74.484825,68.978165,60.627708,90.966354,84.897438,76.279297,70.228111,74.495338,67.522163,82.241562,72.428696,850.694092,860.707764,896.977722,896.592651,859.5186768,342.451304,100.2728323,73.47583,56.450869,36.89395286,876.2430573
36:46.8,48,-3.924772,-1,-1.446566,-1.448209,-2.027819,-1.797942,-4.403812,-3.395604,-3.648486,-3.300392,-2.338148,841.326355,848.520386,875.579956,880.19104,875.68219,337.730286,364.364929,357.20163,101.769043,101.791809,99.524071,80.255363,69.26403,68.486977,60.912003,57.049862,53.300114,41.121418,40.633648,34.960205,31.440941,32.87056,38.433388,41.795685,100.379196,87.605331,73.884941,71.04055,95.134727,93.048042,89.603531,90.844292,23.324432,79.770592,88.569084,83.036163,67.609497,73.893448,71.449875,62.327408,96.079247,91.553169,90.531303,90.310776,84.583405,79.077492,83.998405,82.383278,67.565384,75.035248,69.73098,61.25684,91.63913,85.659767,77.347054,70.569435,75.401749,68.05262,82.977722,72.730782,855.914917,867.114014,900.245605,901.395264,864.2599854,353.0989483,101.0283077,72.66879,57.08732633,37.32226357,881.16745
37:47.6,49,-3.707146,-1,-1.459701,-1.479406,-2.055732,-1.801226,-4.375898,-3.395604,-3.648486,-3.30696,-2.329938,844.646729,852.755554,877.734131,882.945068,878.243835,347.222992,374.980804,366.842773,102.311218,102.433426,100.147194,77.660103,69.645699,68.760109,61.207481,57.588757,54.010529,41.46405,40.855511,35.300392,31.821674,33.284191,38.923008,42.130405,100.76622,88.223145,74.053429,71.181992,97.219368,95.493202,90.362152,91.393829,23.278923,80.71241,89.476364,83.197159,68.618401,73.877113,71.669189,62.832603,97.912483,92.568672,91.649231,90.883553,85.212616,80.043411,84.621033,82.989815,68.588394,75.410919,70.406044,61.704136,92.585281,86.351654,78.281731,71.125595,75.965149,68.423615,83.790131,72.858109,857.32782,868.391296,904.085999,902.667969,867.2650634,363.015523,101.6306127,72.02197033,57.60225567,37.68274729,883.118271
