TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud5_Axial-O,Stud5_Axial,Stud3_Top-O,Stud3_Top,Stud4_Top-O,Stud4_Top,Stud3_Mid-O,Stud3_Mid,Stud4_Mid-O,Stud4_Mid,Stud3_Bottom-O,Stud3_Bottom,Stud4_Bottom-O,Stud4_Bottom,Stud1_Axial-O,Stud1_Axial,Stud6_Axial-O,Stud6_Axial,Stud1_Mid-O,Stud1_Mid,Stud2_Mid-O,Stud2_Mid,Stud5_Mid-O,Stud5_Mid,Stud6_Mid-O,Stud6_Mid
23:35.2,-13.929387,10.90151204,6.620433,6.548187,5.929139,5.907794,5.69021,5.929114,6.305128,6.288708,1.546745,1.50077,1.497499,1.68797,1.963811,2.006503,-2.014693,-1.320141,3.293858,3.247882,-3.968614,-4.206698,2.304163,2.254458,1.622487,1.608286,-0.058946,-0.031207,0.020804,-0.020803,0.513064,0.499197,1.234015,1.206284
23:36.2,-13.944838,10.90647645,6.622075,6.549829,5.927497,5.906152,5.677074,5.915978,6.301844,6.285424,1.546745,1.50077,1.490931,1.681402,1.957243,1.999935,-2.017977,-1.323425,3.293858,3.247882,-3.962046,-4.20013,2.26511,2.215405,1.618936,1.604735,-0.069348,-0.041609,0.020804,-0.020803,0.554664,0.540797,1.22015,1.192419
23:37.2,-13.960508,10.91151122,6.622075,6.549829,5.927497,5.906152,5.700883,5.939787,6.301844,6.285424,1.546745,1.50077,1.497499,1.68797,1.953959,1.996651,-2.044248,-1.349696,3.290574,3.244598,-3.95712,-4.195204,2.19943,2.149725,1.686391,1.67219,-0.083218,-0.055479,-0.003467,-0.045074,0.544264,0.530397,1.261745,1.234014
23:38.2,-13.982359,10.91853195,6.620433,6.548187,5.924213,5.902868,5.688568,5.927472,6.300201,6.283781,1.546745,1.50077,1.490931,1.681402,1.950675,1.993367,-2.031112,-1.33656,3.297142,3.251166,-3.958762,-4.196846,2.487002,2.437297,1.727219,1.713018,-0.076283,-0.048544,0.03814,-0.003467,0.554664,0.540797,1.310274,1.282543
23:39.2,-13.987877,10.92030488,6.622075,6.549829,5.925855,5.90451,5.682,5.920904,6.29856,6.28214,1.546745,1.50077,1.494215,1.684686,1.950675,1.993367,-1.985137,-1.290585,3.290574,3.244598,-3.955478,-4.193562,2.297063,2.247358,1.732545,1.718344,-0.097088,-0.069349,-0.010402,-0.052009,0.565063,0.551196,1.296408,1.268677
23:40.2,-13.99472,10.92250354,6.622075,6.549829,5.924213,5.902868,5.675432,5.914336,6.296918,6.280498,1.546745,1.50077,1.487647,1.678118,1.950675,1.993367,-2.083655,-1.389103,3.293858,3.247882,-3.962046,-4.20013,2.382269,2.332564,1.721894,1.707693,-0.104022,-0.076283,0.013869,-0.027738,0.56853,0.554663,1.317206,1.289475
23:41.2,-14.015688,10.92924055,6.621253,6.549007,5.925855,5.90451,5.679537,5.918441,6.296918,6.280498,1.543461,1.497486,1.494215,1.684686,1.950675,1.993367,-2.019619,-1.325067,3.290574,3.244598,-3.962046,-4.20013,2.549132,2.499427,1.746745,1.732544,-0.090153,-0.062414,0.041607,0,0.61013,0.596263,1.317206,1.289475
23:42.2,-14.024958,10.93221901,6.622075,6.549829,5.922571,5.901226,5.67379,5.912694,6.295276,6.278856,1.546745,1.50077,1.497499,1.68797,1.950675,1.993367,-2.0541,-1.359548,3.293858,3.247882,-3.94891,-4.186994,2.405346,2.355641,1.771597,1.757396,-0.10749,-0.079751,0.017336,-0.024271,0.540797,0.52693,1.296408,1.268677
23:43.3,-14.027606,10.93306981,6.622075,6.549829,5.924213,5.902868,5.695136,5.93404,6.296918,6.280498,1.543461,1.497486,1.502425,1.692896,1.950675,1.993367,-2.008125,-1.313573,3.293858,3.247882,-3.94891,-4.186994,2.517179,2.467474,1.752071,1.73787,-0.07975,-0.052011,0.013869,-0.027738,0.571997,0.55813,1.254813,1.227082
23:44.3,-14.031137,10.93420432,6.622075,6.549829,5.922571,5.901226,5.683642,5.922546,6.296918,6.280498,1.543461,1.497486,1.490931,1.681402,1.950675,1.993367,-2.080371,-1.385819,3.293858,3.247882,-3.962046,-4.20013,2.442624,2.392919,1.768047,1.753846,-0.097088,-0.069349,0.013869,-0.027738,0.554664,0.540797,1.282543,1.254812
23:45.3,-14.039083,10.93675737,6.622075,6.549829,5.924213,5.902868,5.683642,5.922546,6.296918,6.280498,1.546745,1.50077,1.494215,1.684686,1.950675,1.993367,-2.047532,-1.35298,3.293858,3.247882,-3.955478,-4.193562,2.410671,2.360966,1.768047,1.753846,-0.110957,-0.083218,0.048542,0.006935,0.526931,0.513064,1.24788,1.220149
23:46.3,-14.046146,10.93902671,6.622075,6.549829,5.920929,5.899584,5.685284,5.924188,6.296918,6.280498,1.543461,1.497486,1.490931,1.681402,1.950675,1.993367,-2.001557,-1.307005,3.293858,3.247882,-3.94891,-4.186994,2.45505,2.405345,1.821301,1.8071,-0.069348,-0.041609,0.027738,-0.013869,0.561597,0.54773,1.268678,1.240947
23:47.3,-14.042173,10.93775018,6.622075,6.549829,5.920929,5.899584,5.682,5.920904,6.295276,6.278856,1.546745,1.50077,1.497499,1.68797,1.950675,1.993367,-2.100075,-1.405523,3.28729,3.241314,-3.939059,-4.177143,2.442624,2.392919,1.871004,1.856803,-0.110957,-0.083218,0.048542,0.006935,0.540797,0.52693,1.310274,1.282543
23:48.3,-14.048353,10.93973582,6.622075,6.549829,5.920929,5.899584,5.689389,5.928293,6.293634,6.277214,1.546745,1.50077,1.497499,1.68797,1.950675,1.993367,-2.013051,-1.318499,3.290574,3.244598,-3.955478,-4.193562,2.467476,2.417771,1.871004,1.856803,-0.097088,-0.069349,0.020804,-0.020803,0.55813,0.544263,1.261745,1.234014
23:49.3,-14.053651,10.94143807,6.622075,6.549829,5.919288,5.897943,5.685284,5.924188,6.288708,6.272288,1.543461,1.497486,1.490931,1.681402,1.950675,1.993367,-2.063951,-1.369399,3.290574,3.244598,-3.955478,-4.193562,2.297063,2.247358,1.878105,1.863904,-0.097088,-0.069349,0,-0.041607,0.56853,0.554663,1.268678,1.240947
23:50.3,-14.055416,10.94200516,6.622075,6.549829,5.919288,5.897943,5.685284,5.924188,6.287066,6.270646,1.546745,1.50077,1.494215,1.684686,1.950675,1.993367,-2.049174,-1.354622,3.290574,3.244598,-3.94891,-4.186994,2.488777,2.439072,1.878105,1.863904,-0.104022,-0.076283,0.048542,0.006935,0.575463,0.561596,1.296408,1.268677
23:51.3,-14.055416,10.94200516,6.620433,6.548187,5.919288,5.897943,5.676253,5.915157,6.283782,6.267362,1.546745,1.50077,1.487647,1.678118,1.950675,1.993367,-2.096791,-1.402239,3.290574,3.244598,-3.962046,-4.20013,2.284637,2.234932,1.906507,1.892306,-0.097088,-0.069349,-0.013869,-0.055476,0.540797,0.52693,1.268678,1.240947
23:52.3,-14.057844,10.94278528,6.620433,6.548187,5.917645,5.8963,5.695136,5.93404,6.285424,6.269004,1.546745,1.50077,1.490931,1.681402,1.950675,1.993367,-2.052458,-1.357906,3.290574,3.244598,-3.962046,-4.20013,2.440849,2.391144,1.938459,1.924258,-0.110957,-0.083218,0.020804,-0.020803,0.554664,0.540797,1.331071,1.30334
23:53.3,-14.049458,10.94009086,6.620433,6.548187,5.917645,5.8963,5.685284,5.924188,6.283782,6.267362,1.550029,1.504054,1.500783,1.691254,1.950675,1.993367,-2.047532,-1.35298,3.290574,3.244598,-3.942343,-4.180427,2.504754,2.455049,1.929583,1.915382,-0.110957,-0.083218,0.020804,-0.020803,0.55813,0.544263,1.358801,1.33107
23:54.3,-14.057844,10.94278528,6.622075,6.549829,5.917645,5.8963,5.680358,5.919262,6.283782,6.267362,1.546745,1.50077,1.497499,1.68797,1.950675,1.993367,-2.067235,-1.372683,3.290574,3.244598,-3.952194,-4.190278,2.298838,2.249133,1.947334,1.933133,-0.117892,-0.090153,0,-0.041607,0.54773,0.533863,1.317206,1.289475
23:55.3,-14.062479,10.9442745,6.622075,6.549829,5.917645,5.8963,5.670506,5.90941,6.283782,6.267362,1.546745,1.50077,1.497499,1.68797,1.950675,1.993367,-1.998273,-1.303721,3.290574,3.244598,-3.942343,-4.180427,2.630788,2.581083,1.943784,1.929583,-0.097088,-0.069349,0.017336,-0.024271,0.55813,0.544263,1.372667,1.344936
23:56.3,-14.050781,10.94051594,6.622075,6.549829,5.917645,5.8963,5.668864,5.907768,6.283782,6.267362,1.546745,1.50077,1.490931,1.681402,1.950675,1.993367,-2.014693,-1.320141,3.290574,3.244598,-3.952194,-4.190278,2.449724,2.400019,2.004138,1.989937,-0.104022,-0.076283,0.017336,-0.024271,0.561597,0.54773,1.386532,1.358801
23:57.3,-14.053871,10.94150875,6.623717,6.551471,5.917645,5.8963,5.685284,5.924188,6.283782,6.267362,1.546745,1.50077,1.500783,1.691254,1.950675,1.993367,-2.02126,-1.326708,3.290574,3.244598,-3.942343,-4.180427,2.424873,2.375168,2.014789,2.000588,-0.083218,-0.055479,0.006935,-0.034672,0.57893,0.565063,1.383065,1.355334
23:58.3,-14.042173,10.93775018,6.620433,6.548187,5.917645,5.8963,5.685284,5.924188,6.283782,6.267362,1.546745,1.50077,1.494215,1.684686,1.950675,1.993367,-1.988421,-1.293869,3.293858,3.247882,-3.958762,-4.196846,2.595285,2.54558,1.997038,1.982837,-0.097088,-0.069349,-0.006935,-0.048542,0.54773,0.533863,1.372667,1.344936
23:59.3,-14.045485,10.93881433,6.622075,6.549829,5.917645,5.8963,5.678716,5.91762,6.285424,6.269004,1.546745,1.50077,1.497499,1.68797,1.953959,1.996651,-2.044248,-1.349696,3.28729,3.241314,-3.952194,-4.190278,2.487002,2.437297,2.013014,1.998813,-0.128294,-0.100555,-0.006935,-0.048542,0.54773,0.533863,1.372667,1.344936
24:00.3,-14.038863,10.93668668,6.620433,6.548187,5.919288,5.897943,5.696778,5.935682,6.283782,6.267362,1.546745,1.50077,1.494215,1.684686,1.950675,1.993367,-2.044248,-1.349696,3.28729,3.241314,-3.952194,-4.190278,2.607711,2.558006,2.094669,2.080468,-0.156034,-0.128295,0,-0.041607,0.582397,0.56853,1.393464,1.365733
24:01.3,-14.022309,10.93136788,6.620433,6.548187,5.917645,5.8963,5.672148,5.911052,6.283782,6.267362,1.546745,1.50077,1.497499,1.68797,1.950675,1.993367,-1.988421,-1.293869,3.290574,3.244598,-3.958762,-4.196846,2.703568,2.653863,2.144372,2.130171,-0.162968,-0.135229,-0.024271,-0.065878,0.592797,0.57893,1.386532,1.358801
24:02.3,-14.020323,10.93072978,6.622075,6.549829,5.917645,5.8963,5.675432,5.914336,6.283782,6.267362,1.546745,1.50077,1.499141,1.689612,1.950675,1.993367,-2.078729,-1.384177,3.290574,3.244598,-3.942343,-4.180427,2.694692,2.644987,2.155023,2.140822,-0.18724,-0.159501,0.013869,-0.027738,0.55813,0.544263,1.407329,1.379598
24:03.3,-14.018778,10.93023337,6.622075,6.549829,5.917645,5.8963,5.685284,5.924188,6.283782,6.267362,1.546745,1.50077,1.497499,1.68797,1.950675,1.993367,-2.006483,-1.311931,3.28729,3.241314,-3.955478,-4.193562,2.673391,2.623686,2.176324,2.162123,-0.166436,-0.138697,-0.027738,-0.069345,0.571997,0.55813,1.355335,1.327604
24:04.3,-14.009066,10.92711291,6.620433,6.548187,5.916004,5.894659,5.672148,5.911052,6.285424,6.269004,1.546745,1.50077,1.487647,1.678118,1.950675,1.993367,-2.055742,-1.36119,3.288932,3.242956,-3.942343,-4.180427,2.751496,2.701791,2.224252,2.210051,-0.176838,-0.149099,0,-0.041607,0.575463,0.561596,1.355335,1.327604
24:05.3,-14.001562,10.92470187,6.620433,6.548187,5.916004,5.894659,5.693494,5.932398,6.283782,6.267362,1.546745,1.50077,1.490931,1.681402,1.947392,1.990084,-1.994989,-1.300437,3.290574,3.244598,-3.952194,-4.190278,2.87043,2.820725,2.284606,2.270405,-0.173371,-0.145632,0.013869,-0.027738,0.551197,0.53733,1.331071,1.30334
24:06.3,-13.99472,10.92250354,6.622075,6.549829,5.916004,5.894659,5.683642,5.922546,6.283782,6.267362,1.546745,1.50077,1.500783,1.691254,1.950675,1.993367,-2.034396,-1.339844,3.28729,3.241314,-3.945626,-4.18371,2.755047,2.705342,2.289932,2.275731,-0.18724,-0.159501,-0.072813,-0.11442,0.544264,0.530397,1.251347,1.223616
24:07.3,-14.002444,10.92498526,6.621253,6.549007,5.914361,5.893016,5.679537,5.918441,6.283782,6.267362,1.543461,1.497486,1.499141,1.689612,1.950675,1.993367,-2.032754,-1.338202,3.293858,3.247882,-3.955478,-4.193562,2.929008,2.879303,2.288157,2.273956,-0.180306,-0.152567,0.024271,-0.017336,0.565063,0.551196,1.344936,1.317205
24:08.3,-13.981256,10.91817755,6.620433,6.548187,5.914361,5.893016,5.691852,5.930756,6.283782,6.267362,1.546745,1.50077,1.487647,1.678118,1.950675,1.993367,-2.0541,-1.359548,3.290574,3.244598,-3.955478,-4.193562,2.882855,2.83315,2.399988,2.385787,-0.159501,-0.131762,-0.017336,-0.058943,0.551197,0.53733,1.275611,1.24788
24:09.3,-13.966026,10.91328415,6.622075,6.549829,5.916004,5.894659,5.685284,5.924188,6.283782,6.267362,1.545103,1.499128,1.497499,1.68797,1.950675,1.993367,-2.016335,-1.321783,3.290574,3.244598,-3.942343,-4.180427,2.73197,2.682265,2.42129,2.407089,-0.183773,-0.156034,-0.020804,-0.062411,0.533864,0.519997,1.227082,1.199351
24:10.3,-13.967793,10.91385189,6.620433,6.548187,5.916004,5.894659,5.677074,5.915978,6.285424,6.269004,1.546745,1.50077,1.490931,1.681402,1.950675,1.993367,-2.034396,-1.339844,3.293858,3.247882,-3.942343,-4.180427,3.001788,2.952083,2.42839,2.414189,-0.152566,-0.124827,-0.017336,-0.058943,0.533864,0.519997,1.265212,1.237481
24:11.3,-13.957198,10.91044772,6.622075,6.549829,5.916004,5.894659,5.666401,5.905305,6.285424,6.269004,1.543461,1.497486,1.497499,1.68797,1.950675,1.993367,-2.014693,-1.320141,3.290574,3.244598,-3.943985,-4.182069,2.724869,2.675164,2.42839,2.414189,-0.152566,-0.124827,0.006935,-0.034672,0.554664,0.540797,1.22015,1.192419
24:12.3,-13.946383,10.90697286,6.622075,6.549829,5.916004,5.894659,5.677074,5.915978,6.283782,6.267362,1.543461,1.497486,1.494215,1.684686,1.950675,1.993367,-1.996631,-1.302079,3.290574,3.244598,-3.958762,-4.196846,2.778123,2.728418,2.42839,2.414189,-0.159501,-0.131762,0.010402,-0.031205,0.54773,0.533863,1.227082,1.199351
24:13.3,-13.942851,10.90583803,6.620433,6.548187,5.916004,5.894659,5.675432,5.914336,6.28214,6.26572,1.543461,1.497486,1.490931,1.681402,1.950675,1.993367,-2.017977,-1.323425,3.290574,3.244598,-3.952194,-4.190278,2.998238,2.948533,2.481643,2.467442,-0.10749,-0.079751,-0.006935,-0.048542,0.530397,0.51653,1.237481,1.20975
24:14.3,-13.92409,10.89981012,6.622075,6.549829,5.916004,5.894659,5.682821,5.921725,6.283782,6.267362,1.543461,1.497486,1.490931,1.681402,1.950675,1.993367,-1.973643,-1.279091,3.290574,3.244598,-3.962046,-4.20013,2.747946,2.698241,2.502944,2.488743,-0.159501,-0.131762,0.006935,-0.034672,0.516531,0.502664,1.22015,1.192419
24:15.3,-13.920339,10.89860492,6.620433,6.548187,5.916004,5.894659,5.685284,5.924188,6.283782,6.267362,1.543461,1.497486,1.490931,1.681402,1.950675,1.993367,-2.016335,-1.321783,3.290574,3.244598,-3.958762,-4.196846,2.94676,2.897055,2.497619,2.483418,-0.142164,-0.114425,-0.027738,-0.069345,0.544264,0.530397,1.216684,1.188953
24:16.3,-13.906433,10.89413692,6.622075,6.549829,5.916004,5.894659,5.682,5.920904,6.283782,6.267362,1.541819,1.495844,1.487647,1.678118,1.950675,1.993367,-2.057384,-1.362832,3.290574,3.244598,-3.962046,-4.20013,2.822501,2.772796,2.499394,2.485193,-0.145631,-0.117892,-0.020804,-0.062411,0.526931,0.513064,1.22015,1.192419
24:17.3,-13.903343,10.89314411,6.622075,6.549829,5.916004,5.894659,5.686926,5.92583,6.283782,6.267362,1.543461,1.497486,1.497499,1.68797,1.950675,1.993367,-1.92931,-1.234758,3.290574,3.244598,-3.942343,-4.180427,2.863329,2.813624,2.502944,2.488743,-0.152566,-0.124827,-0.017336,-0.058943,0.526931,0.513064,1.213217,1.185486
24:18.4,-13.888114,10.88825103,6.622075,6.549829,5.916004,5.894659,5.680358,5.919262,6.283782,6.267362,1.543461,1.497486,1.494215,1.684686,1.950675,1.993367,-2.0541,-1.359548,3.290574,3.244598,-3.942343,-4.180427,2.95386,2.904155,2.545547,2.531346,-0.110957,-0.083218,-0.041607,-0.083214,0.519997,0.50613,1.199352,1.171621
