TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud5_Axial-O,Stud5_Axial,Stud3_Top-O,Stud3_Top,Stud4_Top-O,Stud4_Top,Stud3_Mid-O,Stud3_Mid,Stud4_Mid-O,Stud4_Mid,Stud3_Bottom-O,Stud3_Bottom,Stud4_Bottom-O,Stud4_Bottom,Stud1_Axial-O,Stud1_Axial,Stud6_Axial-O,Stud6_Axial,Stud1_Mid-O,Stud1_Mid,Stud2_Mid-O,Stud2_Mid,Stud5_Mid-O,Stud5_Mid,Stud6_Mid-O,Stud6_Mid
0.01475463,-49.099159,22.20155979,4.96696,4.894714,4.167305,4.14596,3.765829,4.004733,5.081863,5.065443,-0.364519,0.410494,-0.505734,0.315263,-0.108371,0.065679,0.297196,0.991748,1.527061,1.481085,-1.262667,1.500751,0.207697,0.157992,-0.00355,0.017751,-0.038142,0.010403,0.058944,0.017337,0.003467,0.0104,0.027731,0
0.014766204,-51.131073,22.85441375,5.09175,5.019504,4.28881,4.267465,3.865989,4.104893,5.186949,5.170529,-0.364519,0.410494,-0.505734,0.315263,-0.111655,0.068963,0.303764,0.998316,1.563185,1.517209,-1.33163,1.569714,0.248526,0.198821,0,0.014201,-0.01387,0.013869,0.048542,0.006935,-0.006933,0.0208,0.020798,0.006933
0.014777778,-54.048054,23.79163975,5.185343,5.113097,4.390612,4.369267,3.954655,4.193559,5.303528,5.287108,-0.361235,0.40721,-0.509018,0.318547,-0.111655,0.068963,0.265999,0.960551,1.640359,1.594383,-1.420295,1.658379,0.202371,0.152666,0.014201,0,0.006935,0.034674,0.013869,0.027738,0.027733,0.013866,0.020798,0.006933
0.014789352,-54.805992,24.03516523,5.301923,5.229677,4.500624,4.479279,4.104073,4.342977,5.402046,5.385626,-0.33989,0.385865,-0.50245,0.311979,-0.108371,0.065679,0.330035,1.024587,1.697829,1.651853,-1.485974,1.724058,0.323084,0.273379,0.012426,0.001775,-0.01387,0.013869,0.045075,0.003468,-0.006933,0.0208,0.017332,0.010399
0.014800926,-54.983891,24.09232418,5.454627,5.382381,4.620488,4.599143,4.272374,4.511278,5.507132,5.490712,-0.302124,0.348099,-0.505734,0.315263,-0.065679,0.022987,0.30048,0.995032,1.793066,1.74709,-1.582849,1.820933,0.138465,0.08876,0.014201,0,0,0.027739,0.013869,0.027738,0,0.013867,-0.003466,0.031197
0.0148125,-57.892487,25.02685607,5.49896,5.426714,4.682883,4.661538,4.296183,4.535087,5.546539,5.530119,-0.292272,0.338247,-0.509018,0.318547,-0.055827,0.013135,0.257789,0.952341,1.809486,1.76351,-1.607479,1.845563,0.230774,0.181069,0.007101,0.0071,-0.027739,0,0.062411,0.020804,0.006933,0.006934,0.006933,0.020798
0.014824074,-58.039482,25.07408557,5.590911,5.518665,4.837228,4.815883,4.370071,4.608975,5.648341,5.631921,-0.239729,0.285704,-0.443338,0.252867,0.039408,0.0821,0.136283,0.830835,1.898154,1.852178,-1.747045,1.985129,0.301782,0.252077,0.010651,0.00355,-0.020804,0.006935,0.041607,0,-0.003467,0.017334,0.03813,0.010399
0.014835648,-60.21508,25.7731052,5.651665,5.579419,4.901265,4.87992,4.443959,4.682863,5.718946,5.702526,-0.239729,0.285704,-0.45319,0.262719,0.045975,0.088667,0.093592,0.788144,1.967118,1.921142,-1.811082,2.049166,0.104736,0.055031,0.024852,0.010651,0,0.027739,0.034673,0.006934,0.0312,0.017333,0.024265,0.003466
0.014847222,-60.7757,25.95323241,5.679578,5.607332,4.932462,4.911117,4.475157,4.714061,5.746038,5.729618,-0.239729,0.285704,-0.449906,0.259435,0.062395,0.105087,0.147777,0.842329,2.003242,1.957266,-1.850489,2.088573,0.360363,0.310658,0.010651,0.00355,-0.003467,0.024272,0.027738,0.013869,0.003467,0.0104,0.051996,0.024265
0.014858796,-60.937927,26.00535595,5.702566,5.63032,4.953808,4.932463,4.51128,4.750184,5.768205,5.751785,-0.236445,0.28242,-0.449906,0.259435,0.078815,0.121507,0.165839,0.860391,2.029514,1.983538,-1.896463,2.134547,0.163317,0.113612,0.017752,0.003551,-0.006935,0.020804,0.006935,0.034672,-0.013867,0.027734,0.020798,0.006933
0.01487037,-63.300468,26.76444037,5.764961,5.692715,5.032623,5.011278,4.576958,4.815862,5.842093,5.825673,-0.220025,0.266,-0.446622,0.256151,0.137926,0.180618,0.044333,0.738885,2.105046,2.05907,-1.991697,2.229781,-0.024853,0.074558,0.00355,0.010651,-0.027739,0,0.010402,0.031205,0.0208,0.006933,0.003466,0.024265
0.014881944,-63.323204,26.77174545,5.865122,5.792876,5.085166,5.063821,4.6451,4.884004,5.886426,5.870006,-0.19047,0.236445,-0.430202,0.239731,0.256149,0.298841,-0.026271,0.668281,2.193715,2.147739,-2.096782,2.334866,0.255627,0.205922,0.00355,0.010651,0.01387,0.041609,0,0.041607,0.006933,0.006934,0.027731,0
0.014893519,-63.323204,26.77174545,5.952147,5.879901,5.132783,5.111438,4.677118,4.916022,5.91434,5.89792,-0.170766,0.216741,-0.42035,0.229879,0.266001,0.308693,-0.080456,0.614096,2.239691,2.193715,-2.131263,2.369347,0.033729,0.015976,0.021302,0.007101,-0.020804,0.006935,0.027738,0.013869,0.003467,0.0104,0.017332,0.010399
0.014905093,-64.619247,27.18816406,5.989913,5.917667,5.165622,5.144277,4.719809,4.958713,5.940611,5.924191,-0.14121,0.187185,-0.410498,0.220027,0.272569,0.315261,-0.146135,0.548417,2.275815,2.229839,-2.165745,2.403829,0.102961,0.053256,0.007101,0.0071,-0.006935,0.020804,0.013869,0.027738,-0.013867,0.027734,0.034664,0.006933
0.014916667,-67.312866,28.05362385,6.072011,5.999765,5.260857,5.239512,4.79534,5.034244,6.022709,6.006289,-0.068963,0.114938,-0.374374,0.183903,0.3481,0.390792,-0.119864,0.574688,2.321791,2.275815,-2.241275,2.479359,0.225449,0.175744,0,0.014201,0.024272,0.052011,-0.010402,0.052009,-0.003467,0.017334,0.013866,0.013865
0.014928241,-68.704262,28.50067938,6.149184,6.076938,5.336387,5.315042,4.874154,5.113058,6.078536,6.062116,-0.003284,0.049259,-0.302127,0.111656,0.453187,0.495879,-0.205246,0.489306,2.446583,2.400607,-2.297101,2.535185,0.134914,0.085209,-0.015977,0.030178,-0.024272,0.003467,0.013869,0.027738,-0.027733,0.0416,0.020798,0.006933
0.014939815,-68.180939,28.3325357,6.185308,6.113062,5.379078,5.357733,4.90453,5.143434,6.108091,6.091671,0.009852,0.036123,-0.292275,0.101804,0.479459,0.522151,-0.226591,0.467961,2.459719,2.413743,-2.313521,2.551605,0.076333,0.026628,0.005326,0.008875,0.017337,0.045076,0.020804,0.020803,0.003467,0.0104,0.03813,0.010399
0.014951389,-71.551056,29.41535429,6.288753,6.216507,5.520288,5.498943,5.006332,5.245236,6.213177,6.196757,0.029556,0.016419,-0.285707,0.095236,0.564842,0.607534,-0.280776,0.413776,2.492559,2.446583,-2.36278,2.600864,0.152666,0.102961,-0.001775,0.015976,0.006935,0.034674,0.006935,0.034672,-0.013867,0.027734,0.034664,0.006933
0.014962963,-71.191948,29.29997289,6.323234,6.250988,5.569547,5.548202,5.058053,5.296957,6.244375,6.227955,0.062395,0.01642,-0.275855,0.085384,0.587829,0.630521,-0.313616,0.380936,2.551672,2.505696,-2.398903,2.636987,0.213023,0.163318,0.001775,0.012426,0,0.027739,0.055477,0.01387,-0.0208,0.034667,0.041596,0.013865
0.014974537,-73.525139,30.04962716,6.364284,6.292038,5.633584,5.612239,5.109776,5.34868,6.285424,6.269004,0.118222,0.072247,-0.266003,0.075532,0.617385,0.660077,-0.344813,0.349739,2.604216,2.55824,-2.418606,2.65669,0.181069,0.131364,0.007101,0.0071,0.01387,0.041609,0.020804,0.020803,-0.0104,0.024267,0.024265,0.003466
0.014986111,-74.901741,30.49192938,6.420111,6.347865,5.700905,5.67956,5.156571,5.395475,6.341251,6.324831,0.177334,0.131359,-0.226595,0.036124,0.656793,0.699485,-0.280776,0.413776,2.637056,2.59108,-2.461297,2.699381,0.269829,0.220124,-0.012426,0.026627,-0.003467,0.024272,0.034673,0.006934,-0.0208,0.034667,0.006933,0.020798
0.014997685,-74.732231,30.43746582,6.449667,6.377421,5.745238,5.723893,5.202547,5.441451,6.369164,6.352744,0.220025,0.17405,-0.213459,0.022988,0.689632,0.732324,-0.431837,0.262715,2.65676,2.610784,-2.484284,2.722368,0.227224,0.177519,-0.00355,0.017751,0.006935,0.034674,0.041607,0,0,0.013867,0.034664,0.006933
0.015009259,-76.500168,31.00550398,6.51042,6.438174,5.842115,5.82077,5.283823,5.522727,6.436485,6.420065,0.262717,0.216742,-0.190471,0,0.755312,0.798004,-0.431837,0.262715,2.748712,2.702736,-2.530259,2.768343,0.106511,0.056806,0.015977,0.001776,-0.003467,0.024272,0.027738,0.013869,-0.0208,0.034667,0.020798,0.006933
0.015020833,-79.189377,31.86954683,6.576099,6.503853,5.943917,5.922572,5.353607,5.592511,6.498879,6.482459,0.305408,0.259433,-0.164199,0.026272,0.866966,0.909658,-0.530355,0.164197,2.814392,2.768416,-2.58937,2.827454,0.417169,0.367464,-0.015977,0.030178,0,0.027739,0.055477,0.01387,0.034667,0.0208,0.072794,0.045063
0.015032407,-79.891029,32.09498762,6.631927,6.559681,6.02109,5.999745,5.438989,5.677893,6.554707,6.538287,0.413779,0.367804,-0.072248,0.118223,0.955634,0.998326,-0.550059,0.144493,2.942469,2.896493,-2.655048,2.893132,0.181069,0.131364,0.001775,0.012426,-0.01387,0.013869,0.027738,0.013869,0,0.013867,0.020798,0.006933
0.015043981,-81.321053,32.55445433,6.796124,6.723878,6.091695,6.07035,5.509594,5.748498,6.600682,6.584262,0.433483,0.387508,-0.06568,0.124791,1.004893,1.047585,-0.5008,0.193752,2.991729,2.945753,-2.651764,2.889848,0.28048,0.230775,0.00355,0.010651,-0.006935,0.020804,0.041607,0,0.006933,0.006934,0.034664,0.006933
0.015055556,-82.508057,32.93583871,6.893002,6.820756,6.154089,6.132744,5.565421,5.804325,6.64994,6.63352,0.449902,0.403927,-0.06568,0.124791,1.054152,1.096844,-0.50901,0.185542,3.031137,2.985161,-2.668184,2.906268,0.440246,0.390541,0.007101,0.0071,-0.020804,0.006935,0.024271,0.017336,-0.027733,0.0416,0.041596,0.013865
0.01506713,-83.552269,33.27134403,6.940619,6.868373,6.226336,6.204991,5.624531,5.863435,6.700842,6.684422,0.479458,0.433483,-0.055828,0.134643,1.073856,1.116548,-0.599318,0.095234,3.054125,3.008149,-2.678035,2.916119,0.14024,0.090535,0.010651,0.00355,-0.048544,0.020805,0.041607,0,-0.0208,0.034667,0.020798,0.006933
0.015078704,-83.832573,33.3614057,6.966891,6.894645,6.255892,6.234547,5.644235,5.883139,6.727113,6.710693,0.522149,0.476174,-0.03284,0.157631,1.116548,1.15924,-0.586182,0.10837,3.073829,3.027853,-2.704307,2.942391,0.342611,0.292906,0.017752,0.003551,0.003467,0.031206,0.017336,0.024271,-0.006933,0.0208,0.003466,0.024265
0.015090278,-84.932182,33.71471008,6.998088,6.925842,6.310077,6.288732,5.670506,5.90941,6.755027,6.738607,0.535285,0.48931,-0.019704,0.170767,1.152671,1.195363,-0.60917,0.085382,3.100101,3.054125,-2.714159,2.952243,0.237875,0.18817,0.010651,0.00355,-0.01387,0.013869,0.048542,0.006935,0,0.013867,0.020798,0.006933
0.015101852,-84.932182,33.71471008,7.027644,6.955398,6.349484,6.328139,5.723049,5.961953,6.789508,6.773088,0.564841,0.518866,0.042692,0.233163,1.198647,1.241339,-0.658429,0.036123,3.136225,3.090249,-2.737146,2.97523,0.221899,0.172194,0.014201,0,-0.041609,0.01387,0.031206,0.010401,0.013867,0,0.027731,0
0.015113426,-86.16996,34.11240815,7.053916,6.98167,6.383966,6.362621,5.749321,5.988225,6.822347,6.805927,0.584545,0.53857,0.0821,0.272571,1.215067,1.257759,-0.605886,0.088666,3.162497,3.116521,-2.750282,2.988366,0.193496,0.143791,0.026628,0.012427,0,0.027739,0.010402,0.031205,0.017333,0.003466,-0.013866,0.041597
0.015126157,-87.152809,34.42819753,7.085114,7.012868,6.423373,6.402028,5.795296,6.0342,6.848619,6.832199,0.594397,0.548422,0.085384,0.275855,1.238055,1.280747,-0.674848,0.019704,3.188769,3.142793,-2.763417,3.001501,0.170418,0.120713,0.012426,0.001775,-0.006935,0.020804,0.062411,0.020804,0.006933,0.006934,0.020798,0.006933
0.015137731,-88.03479,34.71157803,7.124521,7.052275,6.475916,6.454571,5.833882,6.072786,6.8831,6.86668,0.640372,0.594397,0.124792,0.315263,1.297166,1.339858,-0.70933,0.014778,3.238029,3.192053,-2.792973,3.031057,0.159767,0.110062,0.007101,0.0071,0,0.027739,0.020804,0.020803,0.006933,0.006934,0.020798,0.006933
0.015149306,-88.014702,34.70512375,7.139299,7.067053,6.49562,6.474275,5.842913,6.081817,6.897878,6.881458,0.660076,0.614101,0.160915,0.351386,1.326722,1.369414,-0.720823,0.026271,3.251166,3.20519,-2.819244,3.057328,0.063907,0.014202,0.010651,0.00355,-0.01387,0.013869,0.003467,0.03814,0.017333,0.003466,-0.013866,0.041597
0.01516088,-89.025803,35.0299905,7.172139,7.099893,6.533386,6.512041,5.880678,6.119582,6.929075,6.912655,0.66336,0.617385,0.144495,0.334966,1.343142,1.385834,-0.727391,0.032839,3.290574,3.244598,-2.825812,3.063896,0.257402,0.207697,0.008876,0.005325,0,0.027739,0.024271,0.017336,-0.0104,0.024267,0.041596,0.013865
0.015172454,-89.495926,35.18104102,7.196768,7.124522,6.572793,6.551448,5.933221,6.172125,6.950421,6.934001,0.666644,0.620669,0.151063,0.341534,1.366129,1.408821,-0.829193,0.134641,3.310278,3.264302,-2.848799,3.086883,0.014202,0.035503,0.007101,0.0071,0.006935,0.034674,0.003467,0.03814,0.024267,0.0104,0,0.027731
0.015184028,-89.943321,35.32478904,7.21483,7.142584,6.594139,6.572794,5.939789,6.178693,6.965199,6.948779,0.666644,0.620669,0.151063,0.341534,1.392401,1.435093,-0.779934,0.085382,3.333266,3.28729,-2.878354,3.116438,0.145566,0.095861,0.00355,0.010651,-0.006935,0.020804,0.034673,0.006934,0,0.013867,0.020798,0.006933
0.015195602,-90.880257,35.62582657,7.250133,7.177887,6.626978,6.605633,5.99069,6.229594,6.996396,6.979976,0.77173,0.725755,0.193755,0.384226,1.441661,1.484353,-0.825909,0.131357,3.359538,3.313562,-2.904626,3.14271,0.248526,0.198821,-0.00355,0.017751,0,0.027739,0.031206,0.010401,0,0.013867,0.034664,0.006933
0.015207176,-91.491646,35.82226586,7.275583,7.203337,6.656534,6.635189,6.021887,6.260791,7.021026,7.004606,0.78815,0.742175,0.220027,0.410498,1.45808,1.500772,-0.852181,0.157629,3.372674,3.326698,-2.917761,3.155845,-0.00355,0.053255,0,0.014201,-0.003467,0.024272,-0.006935,0.048542,-0.0208,0.034667,0.020798,0.006933
0.01521875,-91.680359,35.88289935,7.292003,7.219757,6.691015,6.66967,6.030097,6.269001,7.040729,7.024309,0.794718,0.748743,0.249583,0.440054,1.4745,1.517192,-0.88502,0.190468,3.375958,3.329982,-2.947317,3.185401,0.440246,0.390541,0.10296,0.088759,0.020804,0.048543,-0.013869,0.055476,0,0.013867,0.131722,0.103991
0.015230324,-91.953163,35.97055127,7.311707,7.239461,6.710719,6.689374,6.061294,6.300198,7.060433,7.044013,0.794718,0.748743,0.246299,0.43677,1.494204,1.536896,-0.970402,0.27585,3.405514,3.359538,-2.970304,3.208388,0.362138,0.312433,0.152664,0.138463,0.034674,0.062413,0.027738,0.013869,-0.027733,0.0416,0.124789,0.097058
0.015241898,-92.320869,36.08869521,7.336337,7.264091,6.740274,6.718929,6.086745,6.325649,7.078495,7.062075,0.814422,0.768447,0.259435,0.449906,1.504056,1.546748,-0.880094,0.185542,3.415366,3.36939,-2.996575,3.234659,0.289356,0.239651,0.149114,0.134913,0.031207,0.058946,0.027738,0.013869,-0.013867,0.027734,0.131722,0.103991
0.015253472,-93.371483,36.42625749,7.367535,7.295289,6.779682,6.758337,6.126973,6.365877,7.101482,7.085062,0.853829,0.807854,0.292275,0.482746,1.52376,1.566452,-0.906366,0.211814,3.454774,3.408798,-3.019563,3.257647,0.491726,0.442021,0.143789,0.129588,0.069348,0.097087,0.041607,0,-0.0208,0.034667,0.162919,0.135188
0.015265046,-93.559975,36.48681997,7.390522,7.318276,6.812521,6.791176,6.156528,6.395432,7.11626,7.09984,0.870249,0.824274,0.308695,0.499166,1.550031,1.592723,-1.00981,0.315258,3.500751,3.454775,-3.04255,3.280634,0.406518,0.356813,0.143789,0.129588,0.027739,0.055478,0.03814,0.003467,-0.0416,0.055467,0.135188,0.107457
0.01527662,-89.746666,35.26160379,7.420078,7.347832,6.833867,6.812522,6.187726,6.42663,7.117902,7.101482,0.975336,0.929361,0.367807,0.558278,1.770057,1.812749,-1.128031,0.433479,3.612407,3.566431,-3.101661,3.339745,0.443796,0.394091,0.156215,0.142014,0.041609,0.069348,0.041607,0,0.006933,0.006934,0.15252,0.124789
0.015288194,-91.334053,35.77163123,7.44635,7.374104,6.835509,6.814164,6.187726,6.42663,7.114618,7.098198,0.972052,0.926077,0.377659,0.56813,1.773341,1.816033,-1.118179,0.423627,3.612407,3.566431,-3.098377,3.336461,0.539656,0.489951,0.193493,0.179292,0.055479,0.083218,0.010402,0.031205,-0.0208,0.034667,0.149054,0.121323
0.015299769,-92.4842,36.14117346,7.479189,7.406943,6.850287,6.828942,6.19101,6.429914,7.122828,7.106408,0.975336,0.929361,0.364523,0.554994,1.776625,1.819317,-1.114895,0.420343,3.612407,3.566431,-3.124648,3.362732,0.576935,0.52723,0.236097,0.221896,0.027739,0.055478,0.062411,0.020804,-0.034667,0.048534,0.180251,0.15252
0.015311343,-93.211685,36.37491439,7.508745,7.436499,6.883126,6.861781,6.235343,6.474247,7.145815,7.129395,0.97862,0.932645,0.371091,0.561562,1.779909,1.822601,-1.128031,0.433479,3.612407,3.566431,-3.111512,3.349596,0.495277,0.445572,0.237872,0.223671,0.048544,0.076283,0.020804,0.020803,-0.0312,0.045067,0.138655,0.110924
0.015322917,-94.624046,36.82870598,7.536659,7.464413,6.91104,6.889695,6.26654,6.505444,7.167161,7.150741,0.981904,0.935929,0.367807,0.558278,1.793045,1.835737,-1.167438,0.472886,3.632111,3.586135,-3.160771,3.398855,0.560958,0.511253,0.243198,0.228997,0.041609,0.069348,0.045075,0.003468,-0.013867,0.027734,0.166386,0.138655
0.015334491,-95.018463,36.95543216,7.57114,7.498894,6.945521,6.924176,6.328935,6.567839,7.196716,7.180296,0.988472,0.942497,0.387511,0.577982,1.812749,1.855441,-1.137883,0.443331,3.678087,3.632111,-3.200178,3.438262,0.702973,0.653268,0.227221,0.21302,0.048544,0.076283,0.041607,0,-0.006933,0.0208,0.169852,0.142121
0.015346065,-96.011246,37.27441334,7.590844,7.518598,6.966867,6.945522,6.353564,6.592468,7.211494,7.195074,1.018027,0.972052,0.423634,0.614105,1.85544,1.898132,-1.16087,0.466318,3.707643,3.661667,-3.272424,3.510508,0.647942,0.598237,0.339057,0.324856,0.034674,0.062413,0.024271,0.017336,-0.013867,0.027734,0.180251,0.15252
0.015357639,-96.560829,37.45099436,7.6204,7.548154,6.996423,6.975078,6.414317,6.653221,7.242692,7.226272,1.060719,1.014744,0.443338,0.633809,1.891564,1.934256,-1.239685,0.545133,3.733915,3.687939,-3.30198,3.540064,0.834335,0.78463,0.351483,0.337282,0.027739,0.055478,0.024271,0.017336,-0.027733,0.0416,0.232247,0.204516
0.015369213,-96.560829,37.45099436,7.640104,7.567858,7.017768,6.996423,6.429095,6.667999,7.262395,7.245975,1.083707,1.037732,0.463042,0.653513,1.917836,1.960528,-1.272524,0.577972,3.763471,3.717495,-3.34467,3.582754,0.734926,0.685221,0.369234,0.355033,0.041609,0.069348,0.041607,0,-0.006933,0.0208,0.235713,0.207982
0.015380787,-97.24659,37.67132937,7.66966,7.597414,7.045682,7.024337,6.499699,6.738603,7.277173,7.260753,1.100126,1.054151,0.50245,0.692921,1.963811,2.006503,-1.295512,0.60096,3.789744,3.743768,-3.374226,3.61231,0.557408,0.507703,0.385211,0.37101,0.034674,0.062413,0.031206,0.010401,0.006933,0.006934,0.221848,0.194117
0.015392361,-97.39624,37.71941191,7.692647,7.620401,7.067028,7.045683,6.535822,6.774726,7.29195,7.27553,1.11983,1.073855,0.512302,0.702773,1.973663,2.016355,-1.311931,0.617379,3.80288,3.756904,-3.390645,3.628729,0.816584,0.766879,0.367459,0.353258,0.052011,0.07975,0.045075,0.003468,0.0104,0.003467,0.249578,0.221847
0.015403935,-98.357018,38.02810988,7.718919,7.646673,7.099867,7.078522,6.571946,6.81085,7.31658,7.30016,1.142818,1.096843,0.558278,0.748749,1.999935,2.042627,-1.351339,0.656787,3.8193,3.773324,-3.423484,3.661568,0.617764,0.568059,0.376335,0.362134,0.048544,0.076283,0.013869,0.027738,0,0.013867,0.221848,0.194117
0.015415509,-98.991356,38.23192268,7.745191,7.672945,7.132707,7.111362,6.585082,6.823986,7.341209,7.324789,1.155954,1.109979,0.58455,0.775021,2.049195,2.091887,-1.451498,0.756946,3.85214,3.806164,-3.457965,3.696049,0.699422,0.649717,0.411838,0.397637,0.055479,0.083218,0.034673,0.006934,0.006933,0.006934,0.235713,0.207982
0.015427083,-99.190437,38.29588741,7.776389,7.704143,7.158978,7.137633,6.640908,6.879812,7.362555,7.346135,1.192077,1.146102,0.646946,0.837417,2.085318,2.12801,-1.420301,0.725749,3.888264,3.842288,-3.489162,3.727246,0.731375,0.68167,0.424264,0.410063,0.072816,0.100555,0.006935,0.034672,-0.013867,0.027734,0.242646,0.214915
0.015438657,-100.234642,38.63139047,7.793629,7.721383,7.178682,7.157337,6.674569,6.913473,7.382259,7.365839,1.188793,1.142818,0.640378,0.830849,2.124726,2.167418,-1.518819,0.824267,3.927672,3.881696,-3.518718,3.756802,0.628415,0.57871,0.422489,0.408288,0.048544,0.076283,0.027738,0.013869,-0.013867,0.027734,0.259978,0.232247
0.015450231,-100.032913,38.56657495,7.805944,7.733698,7.191818,7.170473,6.683599,6.922503,7.397037,7.380617,1.218349,1.172374,0.676502,0.866973,2.150998,2.19369,-1.499115,0.804563,3.940808,3.894832,-3.538421,3.776505,0.697647,0.647942,0.420714,0.406513,0.058946,0.086685,-0.013869,0.055476,0,0.013867,0.242646,0.214915
0.015461806,-100.664818,38.76960602,7.828932,7.756686,7.216447,7.195102,6.703303,6.942207,7.418382,7.401962,1.224917,1.178942,0.68307,0.873541,2.173985,2.216677,-1.56151,0.866958,3.947376,3.9014,-3.567976,3.80606,0.692321,0.642616,0.426039,0.411838,0.048544,0.076283,0.006935,0.034672,-0.0208,0.034667,0.235713,0.207982
0.01547338,-100.924828,38.85314724,7.85192,7.779674,7.246003,7.224658,6.741068,6.979972,7.434802,7.418382,1.287312,1.241337,0.738897,0.929368,2.203541,2.246233,-1.56151,0.866958,3.96708,3.921104,-3.590964,3.829048,0.766879,0.717174,0.456217,0.442016,0.055479,0.083218,0,0.041607,-0.0208,0.034667,0.291175,0.263444
0.015484954,-101.411728,39.00958821,7.879834,7.807588,7.273917,7.252572,6.778834,7.017738,7.464357,7.447937,1.316868,1.270893,0.784873,0.975344,2.233097,2.275789,-1.594349,0.899797,3.990068,3.944092,-3.627087,3.865171,0.690546,0.640841,0.493495,0.479294,0.114424,0.142163,-0.010402,0.052009,0.013867,0,0.270377,0.242646
0.015496528,-102.724541,39.43139502,7.899537,7.827291,7.30183,7.280485,6.780476,7.01938,7.493913,7.477493,1.333288,1.287313,0.814429,1.0049,2.259369,2.302061,-1.666596,0.972044,4.013056,3.96708,-3.673062,3.911146,0.800607,0.750902,0.470418,0.456217,0.090153,0.117892,0.020804,0.020803,-0.017333,0.0312,0.273843,0.246112
0.015508102,-102.239853,39.27566477,7.915957,7.843711,7.314966,7.293621,6.834661,7.073565,7.520184,7.503764,1.352991,1.307016,0.850553,1.041024,2.298776,2.341468,-1.725707,1.031155,4.029477,3.983501,-3.735456,3.97354,0.759778,0.710073,0.489945,0.475744,0.083218,0.110957,0.027738,0.013869,-0.0208,0.034667,0.270377,0.242646
0.015519676,-102.992935,39.51763002,7.938945,7.866699,7.351089,7.329744,6.849438,7.088342,7.546456,7.530036,1.356275,1.3103,0.857121,1.047592,2.331616,2.374308,-1.768398,1.073846,4.068885,4.022909,-3.781431,4.019515,0.731375,0.68167,0.493495,0.479294,0.065881,0.09362,-0.006935,0.048542,-0.034667,0.048534,0.249578,0.221847
0.01553125,-103.199966,39.58414908,7.955365,7.883119,7.362584,7.341239,6.874068,7.112972,7.566159,7.549739,1.408819,1.362844,0.903097,1.093568,2.36774,2.410432,-1.766756,1.072204,4.111577,4.065601,-3.807702,4.045786,1.013628,0.963923,0.511247,0.497046,0.097087,0.124826,0.024271,0.017336,-0.027733,0.0416,0.277309,0.249578
0.015542824,-103.938919,39.82157467,7.973427,7.901181,7.378182,7.356837,6.888845,7.127749,7.584221,7.567801,1.46793,1.421955,0.949073,1.139544,2.413715,2.456407,-1.812731,1.118179,4.131281,4.085305,-3.853677,4.091761,0.775755,0.72605,0.53965,0.525449,0.104022,0.131761,0.03814,0.003467,-0.006933,0.0208,0.284242,0.256511
0.015554398,-104.015068,39.84604135,8.00134,7.929094,7.405275,7.38393,6.913475,7.152379,7.612134,7.595714,1.490918,1.444943,0.962209,1.15268,2.469543,2.512235,-1.8702,1.175648,4.183825,4.137849,-3.916071,4.154155,0.93197,0.882265,0.580478,0.566277,0.104022,0.131761,0.020804,0.020803,-0.0104,0.024267,0.30504,0.277309
0.015565972,-104.588051,40.03014079,8.027612,7.955366,7.436472,7.415127,6.943851,7.182755,7.62527,7.60885,1.490918,1.444943,0.973703,1.164174,2.472827,2.515519,-1.9211,1.226548,4.183825,4.137849,-3.932491,4.170575,1.113037,1.063332,0.575153,0.560952,0.097087,0.124826,0.013869,0.027738,-0.027733,0.0416,0.322372,0.294641
0.015578704,-105.484375,40.31812969,8.076872,8.004626,7.470954,7.449609,6.985722,7.224626,7.663035,7.646615,1.510622,1.464647,1.02132,1.211791,2.505666,2.548358,-1.955582,1.26103,4.213381,4.167405,-3.971898,4.209982,0.894691,0.844986,0.592904,0.578703,0.07975,0.107489,0.027738,0.013869,-0.0208,0.034667,0.256511,0.22878
0.015590278,-105.705315,40.38911771,8.103144,8.030898,7.512003,7.490658,7.023487,7.262391,7.692591,7.676171,1.523757,1.477782,1.05416,1.244631,2.551642,2.594334,-2.011409,1.316857,4.256073,4.210097,-4.019515,4.257599,1.137889,1.088184,0.635508,0.621307,0.128294,0.156033,0.010402,0.031205,-0.0208,0.034667,0.308507,0.280776
0.015601852,-106.828094,40.7498666,8.139267,8.067021,7.544843,7.523498,7.06782,7.306724,7.727072,7.710652,1.546745,1.50077,1.083716,1.274187,2.600901,2.643593,-2.077087,1.382535,4.295482,4.249506,-4.080267,4.318351,1.136114,1.086409,0.685212,0.671011,0.110957,0.138696,0.020804,0.020803,-0.0208,0.034667,0.311973,0.284242
0.015613426,-108.542618,41.30074316,8.181959,8.109713,7.58425,7.562905,7.099839,7.338743,7.769763,7.753343,1.623918,1.577943,1.178952,1.369423,2.663297,2.705989,-2.132914,1.438362,4.336532,4.290556,-4.152513,4.390597,1.077534,1.027829,0.690538,0.676337,0.114424,0.142163,0.027738,0.013869,-0.024267,0.038134,0.318906,0.291175
