Time in Minutes,Load in bar,Load in kN,Stud1-Axial-O,Stud1-Axial,Stud2-Axial-O,Stud2-Axial,Stud3-Axial-O,Stud3-Axial,Stud4-Axial-O,Stud4-Axial,Stud1-Bottom-O,Stud1-Bottom,Stud2-Bottom-O,Stud2-Bottom,Stud3-Bottom-O,Stud3-Bottom,Stud4-Bottom-O,Stud4-Bottom,Stud1-Mid-O,Stud1-Mid,Stud2-Mid-O,Stud2-Mid,Stud3-Mid-O,Stud3-Mid,Stud4-Mid-O,Stud4-Mid,Stud1-Top-O,Stud1-Top,Stud2-Top-O,Stud2-Top,Stud3-Top-O,Stud3-Top,Stud4-Top-O,Stud4-Top,Pb1-Mid-Left,Pb1-Pb2-Mid-Left,Pb1-Mid-Mid,Pb1-Pb2-Mid-Mid,Pb2-Mid-Mid,Pb3-Mid-Mid,Pb2-Mid-L,Pb3-Pb4-Mid-Mid,Pb1-Mid-Right,Pb1-Pb2-Mid-Right,Pb2-Mid-Right,Pb3-Mid-Right,Pb3-Pb4-Mid-Right,Pb3-Mid-Left,Pb3-Pb4-Mid-Left,Pb4-Top-Left,Pb4-Top-Right,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Mid-Mid,Stud4-Mid-HF,Stud1-Mid-HF,Stud3-Mid-CF,Stud2-Mid-HF,Stud2-Mid-CF,Stud3-Mid-HF,Stud1-Mid-CF,Stud4-Mid-CF,Stud1-Mid-HF,Stud2-Mid-HF,Stud3-Mid-HF,Stud4-Mid-HF,Stud1-Mid-CF,Stud2-Mid-CF,Stud3-Mid-CF,Stud4-Mid-CF,Stud2-T-HF,Stud3-T-HF,Stud2-Mid-HF,Stud3-Mid-HF,Stud2-L-HF,Stud3-L-HF,Stud2-T-CF,Stud3-T-CF,Stud2-Mid-CF,Stud3-Mid-CF,Stud2-L-CF,Stud3-L-CF,Stud2-Mid-HF,Stud3-Mid-HF,Stud2-Mid-CF,Stud3-Mid-CF,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
64,-3.902255639,14.82175325,1.859652728,-6.007397514,1.002612631,-5.894826167,1.332122588,-6.813951089,0.055337398,-6.131766043,-9.451153255,-10.74167094,13.81855608,-14.54654082,11.8068583,-11.95108422,-5.796559252,-5.685197506,-14.34863209,-16.01384238,-19.29847901,-20.20237274,-16.82565562,-16.97729213,-9.077457936,-9.032819785,-0.004648167,0.00702676,19.27306306,-19.50429429,-18.32693473,-18.06223479,-10.87853499,-10.92874923,1033.633682,675.2917286,979.5270773,595.4759096,387.8529122,70.36934196,522.8356664,59.5145872,934.4098257,554.5878852,227.0976041,70.24670584,57.18977097,68.89788714,56.96958121,42.99591569,43.26424659,44.43532967,39.77718408,44.24012834,122.3175925,179.4714208,93.49366082,150.0387321,88.76878155,147.1221707,92.16447703,84.44045123,273.7813656,295.3681847,229.703166,195.025062,94.62611523,113.9751538,107.6360351,87.36669019,130.3191374,192.7301508,295.3681847,229.703166,232.7008162,200.7480268,76.23443044,82.08073586,113.9751538,107.6360351,90.51564052,95.7094903,295.3681847,229.703166,113.9751538,107.6360351,982.5235282,608.4518412,379.2620609,69.83797832,57.89131313,45.72406552
65,-3.969924812,15.07045455,1.91102435,-6.058769136,1.067105534,-5.95931907,1.449447941,-6.931276442,0.137945644,-6.214374289,-9.969861609,-11.26037929,14.74332764,-15.47131238,12.38709027,-12.53131619,-6.108097713,-5.996735967,-15.02564312,-16.69085341,-20.20377205,-21.10766578,-17.54531409,-17.6969506,-9.480660855,-9.436022704,0.006025768,-0.003647175,19.89499499,-20.12622622,-18.87047888,-18.60577894,-11.2076515,-11.25786574,1036.872033,688.5127176,978.6339584,611.1423455,411.6846626,70.14859889,546.6545782,58.82926651,935.9745815,567.6044318,252.8127404,69.31475966,56.84725778,69.09405852,56.40691839,43.45940626,44.0937328,44.45973042,40.55727173,44.58173612,125.0337149,190.237354,94.2814372,163.608301,88.10459747,151.9913916,91.99219299,84.85840667,281.1418407,311.3425055,242.1762719,203.8302592,95.73411424,119.6760475,112.420852,87.36669019,141.2647848,201.685123,311.3425055,242.1762719,246.0507272,210.7309301,76.57817531,84.61254731,119.6760475,112.420852,92.68135343,96.89152688,311.3425055,242.1762719,119.6760475,112.420852,983.8268575,622.4198317,403.717327,69.51913902,57.36114756,45.70941934
66,-4.240601504,14.98084416,1.970615432,-6.118360218,1.145330179,-6.037543715,1.566257352,-7.048085853,0.196300506,-6.272729151,-10.42501281,-11.71553049,15.368049,-16.09603374,12.98446798,-13.1286939,-6.404043659,-6.292681913,-15.63303389,-17.29824418,-21.07600892,-21.97990265,-18.2820492,-18.43368571,-9.919947294,-9.875309143,-0.004380575,0.006759168,20.46027027,-20.6915015,-19.38169327,-19.11699333,-11.54452153,-11.59473577,1039.309243,701.3392323,981.6203318,627.4507257,433.5725098,69.95239016,568.705129,58.24192289,939.4848594,581.4506675,280.0701312,68.89788714,56.3090705,70.00144169,56.13784137,44.24012834,44.41092905,44.97217614,41.11804334,45.28943307,126.8364993,208.1930607,95.14316152,179.6937246,88.22758972,157.7258281,91.81991302,85.07968793,286.8860926,326.5372477,254.5020114,213.0710426,96.8422718,125.3053542,117.4052395,87.44047734,153.7216119,211.371444,326.5372477,254.5020114,257.9768901,221.2193725,77.21661112,86.85020249,125.3053542,117.4052395,96.62062774,98.76344546,326.5372477,254.5020114,125.3053542,117.4052395,986.8048115,636.7468752,427.4492567,69.61723966,56.89627825,45.59711968
67,-4.097744361,14.78084416,2.087742731,-6.235487517,1.277916067,-6.170129603,1.715880714,-7.197709215,0.250087837,-6.326516482,-10.91091748,-12.20143516,15.86083944,-16.58882418,13.52667675,-13.67090267,-6.751444906,-6.64008316,-16.32270314,-17.98791343,-21.8730075,-22.77690123,-19.02874568,-19.18038219,-10.46038922,-10.41575107,-0.004241824,0.006620417,21.06608609,-21.29731732,-19.89492827,-19.63022833,-11.97831055,-12.02852479,1036.975709,713.9131362,984.0468588,643.7494083,454.679062,69.82976322,589.1647589,57.55677555,941.481267,595.3116312,307.4207482,68.48104619,55.94215819,72.25827633,55.81986015,44.72814724,44.97217614,45.1185997,41.67888468,45.63111881,129.6027946,217.8231811,95.7094903,196.8261355,88.44898127,163.7071613,91.40153579,85.5714505,293.7895773,341.3197776,266.4590537,219.8167758,97.77817068,130.9366962,122.3175925,87.98160742,169.6630467,220.5058023,341.3197776,266.4590537,269.4624556,232.0620826,78.14983151,88.8425837,130.9366962,122.3175925,100.1676674,101.3010715,341.3197776,266.4590537,130.9366962,122.3175925,987.5012783,650.9913919,450.421523,70.18969525,56.43959796,45.33839646
68,-4.203007519,15.04058442,2.190485976,-6.338230762,1.390238634,-6.28245217,1.854566092,-7.336394593,0.282659915,-6.35908856,-11.32301384,-12.61353152,16.36539813,-17.09338287,14.16238023,-14.30660615,-7.168388773,-7.057027027,-16.84373214,-18.50894243,-22.61768404,-23.52157777,-19.7221793,-19.87381581,-11.02373809,-10.97909994,-0.001952428,0.004331021,21.60730731,-21.83853854,-20.33340069,-20.06870075,-12.41740461,-12.46761885,1040.606325,725.5134653,984.8901143,659.4749707,475.6105936,70.27123285,608.1102744,56.79832925,943.7821496,609.6614313,329.6953109,68.11327166,55.64864799,78.93581262,55.55081514,45.19181323,45.53349173,44.99657975,42.26418459,46.0704662,133.4318287,226.7042289,96.15273306,211.3960783,89.43302898,170.3055278,90.93396634,86.11243125,301.4347788,354.9032449,278.9738241,226.9992623,100.783629,135.4824999,127.9232053,88.25218843,182.8797754,231.1284413,354.9032449,278.9738241,280.1919281,242.6668446,79.35340614,94.67535622,135.4824999,127.9232053,105.2444998,104.0859364,354.9032449,278.9738241,135.4824999,127.9232053,989.7595298,664.8832891,471.1387263,72.44010571,55.99926413,45.23099071
69,-4.233082707,15.24383117,2.288092058,-6.435836844,1.509555647,-6.401769183,1.999133216,-7.480961717,0.331177018,-6.407605663,-11.66232701,-12.95284469,17.15111959,-17.87910433,14.71013616,-14.85436208,-7.590010395,-7.478648649,-17.36986525,-19.03507554,-23.37452849,-24.27842222,-20.44000813,-20.59164464,-11.62925198,-11.58461383,-0.003964321,0.006342914,22.13323323,-22.36446446,-20.77995555,-20.51525561,-12.87629055,-12.92650479,1042.812477,736.5424219,986.2448199,675.0067577,495.7495772,72.20920512,625.3071998,56.38245623,945.1481291,623.4468522,350.1321447,67.67197491,55.11059143,84.93216627,55.64864799,45.63111881,45.89960392,44.77695199,42.77638399,46.31456611,137.9287073,236.1391065,96.89152688,224.023795,91.0323995,178.5327759,91.20466075,86.21079608,308.4862521,369.0669165,290.9953601,232.7745124,103.7408611,140.4245544,133.0365402,89.26081063,195.4445148,242.1026827,369.0669165,290.9953601,292.1861416,252.9596534,81.07320565,99.18222344,140.4245544,133.0365402,109.6828715,106.7730402,369.0669165,290.9953601,140.4245544,133.0365402,991.4018087,678.3320106,490.3963072,74.9377821,55.71389855,45.04547412
70,-4.255639098,15.24188312,2.383643275,-6.531388061,1.649444559,-6.541658095,2.156702095,-7.638530596,0.380810168,-6.457238813,-12.0498206,-13.34033828,17.76654283,-18.49452757,15.32143217,-15.46565809,-8.118492723,-8.007130977,-17.90641078,-19.57162107,-24.1382681,-25.04216183,-21.18060581,-21.33224232,-12.29983783,-12.25519968,-0.003419227,0.00579782,22.71991992,-22.95115115,-21.29521115,-21.03051121,-13.40944705,-13.45966129,1038.894279,747.3097543,987.2675549,690.3702371,514.574811,74.93329135,640.9868623,55.84431951,949.6034298,636.1965528,369.3057904,67.32876884,54.74376852,88.69498018,55.84431951,45.67993312,46.5098553,44.3621282,43.2886411,46.41220968,146.5042702,244.2854574,96.96541008,235.5989217,94.10910407,187.6453404,91.15544283,86.70264179,315.9377659,382.7108534,303.6410456,236.5564915,106.7483844,145.2437737,138.6206044,89.90050003,207.3551633,253.3269194,382.7108534,303.6410456,302.5259221,264.2114848,82.35107605,103.7655089,145.2437737,138.6206044,115.0361511,109.7075348,382.7108534,303.6410456,145.2437737,138.6206044,991.9217545,691.2921814,508.2891545,76.98568012,55.47746918,44.80629056
71,-4.368421053,15.11850649,2.485359088,-6.633103874,1.814019749,-6.706233285,2.324177072,-7.806005573,0.455265061,-6.531693706,-12.44654024,-13.73705792,18.35043679,-19.07842153,15.89662128,-16.0408472,-8.646663202,-8.535301456,-18.42478563,-20.08999592,-24.82555263,-25.72944636,-21.88826997,-22.03990648,-12.93575917,-12.89112102,0.003587711,-0.001209118,23.22142142,-23.45265265,-21.72762174,-21.4629218,-13.86955723,-13.91977147,1035.032284,757.74136,988.648679,705.8772416,531.937465,78.73930786,655.0249941,55.52635723,949.3501553,648.6399978,386.7583028,67.69649046,54.25471411,92.48444385,56.18676337,46.11928515,46.60750298,44.45973042,43.5813853,46.8028045,157.701111,252.1760739,97.1378069,249.4572083,98.09837179,197.2208538,91.81991302,86.77642174,323.1597367,396.5535162,315.8410719,240.6797867,109.6582084,151.0521344,143.7361623,90.66328214,218.8815715,264.1381785,396.5535162,315.8410719,312.9150956,274.9031958,83.82585926,107.9319369,151.0521344,143.7361623,121.8978736,112.5688712,396.5535162,315.8410719,151.0521344,143.7361623,991.0103727,704.0861998,524.5735873,79.64008072,55.32261157,44.65009085
72,-4.571428571,14.81396104,2.613788143,-6.761532929,1.989086608,-6.881300144,2.498668868,-7.980497369,0.540332748,-6.616761393,-12.85761148,-14.14812916,18.87820062,-19.60618536,16.47332325,-16.61754917,-9.118596674,-9.007234928,-18.98930176,-20.65451205,-25.50290002,-26.40679375,-22.61484041,-22.76647692,-13.55140888,-13.50677073,-0.002200198,0.004578791,23.74734735,-23.97857858,-22.19236209,-21.92766215,-14.33660477,-14.38681901,1039.516744,768.0046937,990.1582537,720.0211796,548.8074069,85.27638858,668.3617824,54.98831407,952.1877424,660.7064285,403.531633,68.62816291,54.18136018,96.07885751,56.23568586,46.14369482,47.07135748,44.1425308,44.04493533,46.70515271,169.0205518,258.9064191,100.2662182,264.8467639,103.8394527,207.4537434,92.65673944,87.12073878,330.2495483,410.287208,327.9598594,246.8596366,115.3569372,158.3190381,148.0119577,91.49997532,230.4158403,274.5130222,410.287208,327.9598594,322.7252994,285.5479973,85.27638858,111.9274694,158.3190381,148.0119577,128.3677869,118.6886895,410.287208,327.9598594,158.3190381,148.0119577,993.9542467,716.2441006,540.2336074,83.327803,55.13512004,44.41095862
73,-4.22556391,14.89058442,2.72988801,-6.877632796,2.138335733,-7.030549269,2.639933959,-8.12176246,0.607915676,-6.684344321,-13.23587904,-14.52639672,19.45476453,-20.18274927,17.0720121,-17.21623802,-9.620571726,-9.50920998,-19.44948959,-21.11469988,-26.19038735,-27.09428108,-23.33043301,-23.48206952,-14.11475775,-14.0701196,0.005540139,-0.003161546,24.17637638,-24.40760761,-22.62275207,-22.35805213,-14.70550908,-14.75572332,1040.8658,777.4914227,993.4865403,733.6804202,564.1154179,90.66328214,681.5412701,54.91494912,956.2449293,672.751282,418.8794737,71.59585075,53.86350592,98.81271235,56.7494012,46.2657451,47.31551001,43.94734194,44.55733472,46.63191522,182.780992,266.3125023,103.6915657,280.3380804,108.2525074,218.3154731,93.71521458,87.24371337,337.5686217,423.9623778,340.7669218,252.4454414,124.7620804,165.5113239,151.7689355,92.06602851,241.9064405,284.550267,423.9623778,340.7669218,332.0322774,295.6110003,87.07154956,115.6777322,165.5113239,151.7689355,134.7906868,122.6138721,423.9623778,340.7669218,165.5113239,151.7689355,996.8657565,727.974375,554.8453872,87.02394841,55.17595208,44.32311404
74,-4.345864662,15.05032468,2.848042741,-6.995787527,2.273698827,-7.165912363,2.770261067,-8.252089568,0.68122352,-6.757652165,-13.58236802,-14.8728857,19.97610202,-20.70408676,18.21284922,-18.35707514,-10.06215177,-9.950790024,-19.91355655,-21.57876684,-26.85962279,-27.76351652,-24.06432202,-24.21595853,-14.64830732,-14.60366917,0.001585728,0.000792865,24.68528529,-24.91651652,-23.07738937,-22.81268943,-15.0831871,-15.13340134,1037.15715,786.9997079,991.7452284,746.8274227,578.4507138,94.01062977,695.1124738,54.76822252,957.1076125,683.990885,433.3601633,75.86615444,53.8146071,101.6214087,57.26316973,46.24133478,47.38875826,43.65457428,44.70374506,46.63191522,195.025062,273.7813656,107.6360351,295.3681847,113.9751538,229.703166,94.62611523,87.36669019,344.4913587,438.1951884,352.5063426,257.830108,130.3685414,173.4435858,154.8586161,93.32134578,252.5923638,294.7368054,438.1951884,352.5063426,341.3438133,305.8947062,88.96558902,119.4785698,173.4435858,154.8586161,140.0785833,126.6883176,438.1951884,352.5063426,173.4435858,154.8586161,995.3366638,739.2726719,568.9744503,90.49939765,55.28199978,44.30360637
75,-4.586466165,14.81331169,2.962087743,-7.109832529,2.432102448,-7.324315984,2.911938912,-8.393767413,0.783197272,-6.859625917,-13.99138903,-15.28190671,20.51521237,-21.24319711,18.47520928,-18.6194352,-10.55154886,-10.44018711,-20.44336464,-22.10857493,-27.50249442,-28.40638815,-24.80227689,-24.9539134,-15.20030407,-15.15566592,0.002933598,-0.000555005,25.15375375,-25.38498498,-23.51990301,-23.25520307,-15.45964089,-15.50985513,1041.696249,795.7245966,990.6189205,759.5308136,591.2289671,98.54174818,707.9327269,54.84158527,960.4332275,694.4211075,446.8893375,81.09777764,53.79015788,104.4063753,57.87486801,46.2169246,47.38875826,43.50819749,44.94777267,46.4854437,203.8302592,281.1418407,112.420852,311.3425055,119.6760475,242.1762719,95.73411424,87.36669019,351.9069166,453.6205147,364.9324294,263.7471945,135.4083761,180.8792992,158.8875281,94.13372285,263.0384631,304.9982215,453.6205147,364.9324294,351.1635168,315.8168981,91.54919559,123.1076852,180.8792992,158.8875281,145.2190584,130.5414563,453.6205147,364.9324294,180.8792992,158.8875281,997.5827989,749.8921725,582.0170105,94.68196705,55.50220372,44.27923516
76,-4.383458647,14.97045455,3.066885852,-7.214630638,2.564482617,-7.456696153,3.029883397,-8.511711898,0.857135476,-6.933564121,-14.29892363,-15.58944131,20.98554072,-21.71352546,18.66817953,-18.81240545,-10.9412578,-10.82989605,-20.89191507,-22.55712536,-28.1230582,-29.02695193,-25.48127668,-25.63291319,-15.67628218,-15.63164403,0.002021804,0.000356789,25.61981982,-25.85105105,-23.96039604,-23.6956961,-15.7897776,-15.83999184,1043.279842,804.3945455,991.0284486,771.6173144,602.5894399,102.1881886,720.0451489,54.98831407,961.525448,704.013742,459.5465292,91.57380585,53.83905645,107.2415135,58.63347768,46.04605691,47.21784746,43.53259329,44.97217614,46.2169246,213.0710426,286.8860926,117.4052395,326.5372477,125.3053542,254.5020114,96.8422718,87.44047734,359.1186907,467.1359084,376.4662866,269.6089187,139.4607872,188.4353386,163.4847254,95.46325528,273.5374566,314.5596801,467.1359084,376.4662866,361.0095712,325.741351,94.7984601,126.7377113,188.4353386,163.4847254,149.4702421,134.3953742,467.1359084,376.4662866,188.4353386,163.4847254,998.6112463,760.008534,594.0603727,100.3345027,55.82028273,44.28904052
77,-4.503759398,15.02564935,3.184013151,-7.331757937,2.695422753,-7.587636289,3.153812816,-8.635641317,0.948413765,-7.02484241,-14.62798565,-15.91850333,21.46832011,-22.19630485,18.88348966,-19.02771558,-11.38980249,-11.27844074,-21.36823193,-23.03344222,-28.75376191,-29.65765564,-26.14198008,-26.29361659,-16.15590918,-16.11127103,0.007542121,-0.005163528,26.03703704,-26.26826827,-24.3685593,-24.10385936,-16.12725974,-16.17747398,1047.021047,813.1562175,991.1564351,783.5440637,612.6000099,105.3677599,731.1566675,55.33069835,962.9737385,713.0036154,471.4094065,99.37930282,53.88795551,110.1514835,59.5145872,45.58230501,46.97370006,43.36182539,44.94777267,45.82637916,219.8167758,293.7895773,122.3175925,341.3197776,130.9366962,266.4590537,97.77817068,87.98160742,366.2472663,480.1149699,387.2580464,275.9272579,143.0194469,196.011986,168.6992994,96.71913544,284.0878346,323.5941317,480.1149699,387.2580464,370.0462209,335.0901569,100.3401321,132.2706897,196.011986,168.6992994,153.8451993,137.8792868,480.1149699,387.2580464,196.011986,168.6992994,1000.38374,769.9012988,605.0553613,104.9661821,56.24441369,44.40622844
78,-4.263157895,15.12435065,3.293948423,-7.441693209,2.824408558,-7.716622094,3.273408317,-8.755236818,1.04323654,-7.119665185,-14.99702717,-16.28754485,22.00552264,-22.73350738,19.8415532,-19.98577912,-11.77275468,-11.66139293,-21.79902001,-23.4642303,-29.30537416,-30.20926789,-26.7498272,-26.90146371,-16.62904926,-16.58441111,0.008969277,-0.006590684,26.4001001,-26.63133133,-24.72216609,-24.45746615,-16.42862681,-16.47884105,1044.864162,821.8628806,991.3100246,795.2366885,621.5634352,108.2771671,741.4048949,55.57527317,964.6513677,722.0350397,482.5540592,103.8887489,54.18136018,113.3336692,60.34688686,45.33824377,46.82721776,43.43501085,44.97217614,45.58230501,226.9992623,301.4347788,127.9232053,354.9032449,135.4824999,278.9738241,100.783629,88.25218843,373.2931608,492.3288982,397.9071628,282.0428701,146.1829645,202.8193893,174.2589231,97.87669274,293.9110275,332.851129,492.3288982,397.9071628,375.3690582,344.0830245,107.2415135,141.8826142,202.8193893,174.2589231,158.0965847,141.6601944,492.3288982,397.9071628,202.8193893,174.2589231,1000.275185,779.7115363,615.1741298,108.4998617,56.7011734,44.52341715
79,-4.345864662,15.08603896,3.400801397,-7.548546183,2.966868957,-7.859082493,3.403219482,-8.885047983,1.146161,-7.222589645,-15.31481292,-16.6053306,22.3969274,-23.12491214,20.28381241,-20.42803833,-12.10965696,-11.99829521,-22.25900367,-23.92421396,-29.82453863,-30.72843236,-27.31904859,-27.4706851,-17.08009325,-17.0354551,0.008860258,-0.006481665,26.79009009,-27.02132132,-25.11618509,-24.85148515,-16.74203224,-16.79224648,1045.929442,829.8007315,988.3672986,806.2530116,628.935084,111.3601077,750.5669056,56.21122455,967.1945868,730.4358597,492.7975321,108.3264866,54.30361735,116.3440267,61.52212908,45.16740859,46.36338764,43.65457428,44.63053931,45.41146078,232.7745124,308.4862521,133.0365402,369.0669165,140.4245544,290.9953601,103.7408611,89.26081063,380.3045715,504.0873307,408.0126073,288.0779005,148.4568553,209.3758454,179.8913257,98.86197953,303.3016888,341.4880244,504.0873307,408.0126073,384.0445071,353.1296605,114.7400488,147.0727385,209.3758454,179.8913257,162.5208252,145.4662121,504.0873307,408.0126073,209.3758454,179.8913257,1000.497109,788.8298676,624.0998406,112.010207,57.345657,44.77244582
80,-4.345864662,15.07305195,3.496352615,-7.644097401,3.110872249,-8.003085785,3.54819936,-9.030027861,1.255492405,-7.33192105,-15.64900051,-16.93951819,22.78602269,-23.51400743,20.72748361,-20.87170953,-12.46246362,-12.35110187,-22.71286239,-24.37807268,-30.31936727,-31.223261,-27.84354544,-27.99518195,-17.51390635,-17.4692682,0.001655104,0.000723489,27.14434434,-27.37557557,-25.46979188,-25.20509194,-17.06625179,-17.11646603,1048.321031,836.5464012,989.0835802,817.0045024,635.488923,114.0491736,759.5550005,56.45584305,968.3141223,738.9970534,502.8931201,112.0014753,54.91494912,119.9228988,62.30577301,44.85016007,45.94842107,43.77655853,44.43532967,45.02098348,236.5564915,315.9377659,138.6206044,382.7108534,145.2437737,303.6410456,106.7483844,89.90050003,387.4960015,515.745022,418.0042856,293.7167057,150.4589223,215.3612725,185.7195394,99.69956688,312.3828957,350.1801208,515.745022,418.0042856,392.2288989,362.5408455,121.0090992,151.8430875,215.3612725,185.7195394,167.0682775,148.7781718,515.745022,418.0042856,215.3612725,185.7195394,1001.906245,797.5159857,632.6456812,115.3245159,57.8921884,45.0018659
81,-4.578947368,15.05357143,3.578547211,-7.726291997,3.252612631,-8.144826167,3.69379837,-9.175626871,1.354180014,-7.430608659,-15.98523834,-17.27575602,23.1821468,-23.91013154,21.16369138,-21.3079173,-12.81797297,-12.70661122,-23.15304206,-24.81825235,-30.75132833,-31.65522206,-28.33348242,-28.48511893,-17.9385972,-17.89395905,-0.000426165,0.002804758,27.50810811,-27.73933934,-25.80925439,-25.54455445,-17.35945725,-17.40967149,1049.7776,843.0810249,989.3650132,826.0142137,640.5147527,117.0350384,767.3019264,56.94511628,970.019481,747.0685818,512.3044671,115.5296718,55.30624154,123.4039812,63.28549437,44.70374506,45.46027277,44.11813173,44.04493533,44.92336933,240.6797867,323.1597367,143.7361623,396.5535162,151.0521344,315.8410719,109.6582084,90.66328214,394.5104826,527.3515933,427.5059726,299.0333552,152.2385654,221.2685818,191.4467906,100.6357941,322.2184024,358.8313991,527.3515933,427.5059726,400.5184433,371.4550993,127.0093796,157.0831809,221.2685818,191.4467906,169.9348673,153.0542403,527.3515933,427.5059726,221.2685818,191.4467906,1003.054031,805.3879401,640.0403821,118.6562305,58.51228407,45.28504998
82,-4.593984962,15.09058442,3.658686941,-7.806431727,3.385095659,-8.277309195,3.844969559,-9.32679806,1.456277772,-7.532706417,-16.2968734,-17.58739108,23.46912341,-24.19710815,21.4927887,-21.63701462,-13.10591476,-12.99455301,-23.57974684,-25.24495713,-31.15489759,-32.05879132,-28.73600325,-28.88763976,-18.30368944,-18.25905129,-0.003448959,0.005827552,27.7035035,-27.93473473,-25.99919176,-25.73449182,-17.57329117,-17.62350541,1046.189317,849.8237793,989.6976425,835.2899832,643.8911101,120.2438124,773.4854566,57.82592939,970.910634,755.0827502,520.9636704,118.8614716,55.52635723,126.7377113,64.60840913,44.16692999,45.43586671,44.11813173,44.02053679,44.31332787,246.8596366,330.2495483,148.0119577,410.287208,158.3190381,327.9598594,115.3569372,91.49997532,401.3015674,538.6055813,436.5681961,304.1257974,154.4137015,227.0730188,196.8014651,101.5721253,332.8029654,367.203274,538.6055813,436.5681961,409.1263347,379.5419309,132.7153737,162.3231,227.0730188,196.8014651,174.9259961,161.5074762,538.6055813,436.5681961,227.0730188,196.8014651,1002.265864,813.3988376,646.1134123,121.9476651,59.32023192,45.66107158
83,-4.766917293,15.10357143,3.742936402,-7.890681188,3.527041761,-8.419255297,3.996553503,-9.478382004,1.559512246,-7.635940891,-16.60543311,-17.89595079,23.75800783,-24.48599257,21.77771054,-21.92193646,-13.38658004,-13.27521829,-23.98807677,-25.65328706,-31.49559927,-32.399493,-29.09583249,-29.247469,-18.67101155,-18.6263734,-0.001387512,0.003766105,27.94094094,-28.17217217,-26.18306729,-25.91836735,-17.79712304,-17.84733728,1044.890141,856.2804845,988.5719368,844.2410792,646.2060297,123.2311411,778.7304063,58.46216871,971.36902,762.0953987,529.5275642,121.6016091,56.01553847,130.5167541,65.61306558,44.02053679,45.04538734,44.67934302,43.65457428,44.21572876,252.4454414,337.5686217,151.7689355,423.9623778,165.5113239,340.7669218,124.7620804,92.06602851,408.2258923,550.0944766,445.4999559,309.3336336,156.9348773,232.8727727,201.9810306,102.5332032,342.8337692,375.607608,550.0944766,445.4999559,417.5311544,387.7101511,138.2499432,167.9085107,232.8727727,201.9810306,179.7184248,169.8113128,550.0944766,445.4999559,232.8727727,201.9810306,1001.610366,820.8723208,651.4880001,125.1165014,60.03025759,45.96865745
84,-4.616541353,15.14512987,3.823076133,-7.970820919,3.662199136,-8.554412672,4.152471365,-9.634299866,1.657889842,-7.734318487,-16.88323936,-18.17375704,23.96184356,-24.6898283,22.06495209,-22.20917801,-13.68387734,-13.57251559,-24.32290731,-25.9881176,-31.67811803,-32.58201176,-29.43939825,-29.59103476,-19.0324549,-18.98781675,0.009108028,-0.006729435,28.1986987,-28.42992993,-26.42756112,-26.16286118,-18.04543971,-18.09565395,1049.595495,862.5241591,989.2626715,853.6817428,647.2456642,126.0462125,783.1062289,58.95163838,972.5406941,768.2712913,537.9504624,124.1447473,56.70047363,134.6177367,66.39731917,43.87414827,44.89896611,45.09419545,43.55698923,44.0937328,257.830108,344.4913587,154.8586161,438.1951884,173.4435858,352.5063426,130.3685414,93.32134578,416.0405302,561.6102594,454.3497519,314.5596801,160.1975134,238.5939274,206.886894,103.3957992,352.1227192,384.0206952,561.6102594,454.3497519,425.002052,395.8409245,143.4890177,174.2589231,238.5939274,206.886894,184.3614549,176.5318309,561.6102594,454.3497519,238.5939274,206.886894,1003.79962,828.1590644,656.1007852,128.2695655,60.68314373,46.32018007
85,-4.383458647,15.1762987,3.902188431,-8.049933217,3.8037338,-8.695947336,4.299411825,-9.781240326,1.752030588,-7.828459233,-17.09133778,-18.38185546,24.00622552,-24.73421026,22.22602118,-22.3702471,-13.92192308,-13.81056133,-24.61077991,-26.2759902,-31.67406206,-32.57795579,-29.68538321,-29.83701972,-19.35254409,-19.30790594,0.009762141,-0.007383548,28.21841842,-28.44964965,-26.55081835,-26.28611841,-18.21254846,-18.2627627,1048.763138,869.348503,991.7964321,870.168184,646.1587777,129.2569838,785.8312819,59.80832446,976.0323227,774.4319758,545.7185964,127.0093796,57.1163733,138.6206044,67.45133995,43.72776444,44.72814724,45.5578983,43.33743049,44.04493533,263.7471945,351.9069166,158.8875281,453.6205147,180.8792992,364.9324294,135.4083761,94.13372285,425.8761817,572.4995624,462.789879,319.8279689,163.608301,244.4816238,211.5192483,104.5542741,362.0145282,391.6821136,572.4995624,462.789879,433.5017284,403.8162532,149.2477903,180.4594171,244.4816238,211.5192483,188.9784366,182.9291669,572.4995624,462.789879,244.4816238,211.5192483,1005.530631,837.9828876,659.2362187,131.6289893,61.45867924,46.79877747
