Time in Minutes,Load in bar,Load in kN,Stud1-Axial-O,Stud1-Axial,Stud2-Axial-O,Stud2-Axial,Stud3-Axial-O,Stud3-Axial,Stud4-Axial-O,Stud4-Axial,Stud1-Bottom-O,Stud1-Bottom,Stud2-Bottom-O,Stud2-Bottom,Stud3-Bottom-O,Stud3-Bottom,Stud4-Bottom-O,Stud4-Bottom,Stud1-Mid-O,Stud1-Mid,Stud2-Mid-O,Stud2-Mid,Stud3-Mid-O,Stud3-Mid,Stud4-Mid-O,Stud4-Mid,Stud1-Top-O,Stud1-Top,Stud2-Top-O,Stud2-Top,Stud3-Top-O,Stud3-Top,Stud4-Top-O,Stud4-Top,Pb1-Mid-Left,Pb1-Pb2-Mid-Left,Pb1-Mid-Mid,Pb1-Pb2-Mid-Mid,Pb2-Mid-Mid,Pb3-Mid-Mid,Pb2-Mid-L,Pb3-Pb4-Mid-Mid,Pb1-Mid-Right,Pb1-Pb2-Mid-Right,Pb2-Mid-Right,Pb3-Mid-Right,Pb3-Pb4-Mid-Right,Pb3-Mid-Left,Pb3-Pb4-Mid-Left,Pb4-Top-Left,Pb4-Top-Right,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Mid-Mid,Stud4-Mid-HF,Stud1-Mid-HF,Stud3-Mid-CF,Stud2-Mid-HF,Stud2-Mid-CF,Stud3-Mid-HF,Stud1-Mid-CF,Stud4-Mid-CF,Stud1-Mid-HF,Stud2-Mid-HF,Stud3-Mid-HF,Stud4-Mid-HF,Stud1-Mid-CF,Stud2-Mid-CF,Stud3-Mid-CF,Stud4-Mid-CF,Stud2-T-HF,Stud3-T-HF,Stud2-Mid-HF,Stud3-Mid-HF,Stud2-L-HF,Stud3-L-HF,Stud2-T-CF,Stud3-T-CF,Stud2-Mid-CF,Stud3-Mid-CF,Stud2-L-CF,Stud3-L-CF,Stud2-Mid-HF,Stud3-Mid-HF,Stud2-Mid-CF,Stud3-Mid-CF,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
20,-4.556390977,15.09253247,-2.428850303,-1.718894483,-3.17600288,-1.716210656,-3.677680322,-1.804148179,-4.21831146,-1.858117185,-2.062019477,-3.35253716,4.260467918,-4.988452655,4.460917801,-4.605143721,-3.413399168,-3.302037422,-3.802899143,-5.468109433,-6.485662137,-7.389555871,-6.727668225,-6.879304736,-5.253010339,-5.208372188,-0.001298315,0.003676908,7.564564565,-7.795795796,-7.365124268,-7.100424329,-5.466782289,-5.516996531,879.6186979,132.0730555,773.4126562,98.6895457,88.62117959,61.05689684,87.66184358,26.92562206,739.9841076,103.9873421,86.35834602,53.69236223,25.95356912,61.22829329,28.18962037,18.59745992,18.59745992,18.06384919,18.23362713,18.23362713,55.84431951,53.88795551,30.45115872,73.58335822,35.0508241,58.51111353,27.7277317,26.9499262,84.41586644,92.01680475,88.27678723,84.09627261,47.63292742,60.10207871,57.85039864,47.73059865,79.86929602,80.60635601,92.01680475,88.27678723,80.82749098,81.51551623,46.68074008,59.75936707,60.10207871,57.85039864,49.66002254,50.51508293,92.01680475,88.27678723,60.10207871,57.85039864,797.6718206,111.5833144,87.54712306,58.65918412,27.02293718,19.34465284
21,-4.390977444,14.83214286,-2.318915031,-1.828829755,-3.05401152,-1.838202016,-3.540749149,-1.941079352,-4.101333058,-1.975095587,-2.208098411,-3.498616094,4.372226127,-5.100210864,4.56580938,-4.7100353,-3.498430353,-3.387068607,-4.001959984,-5.667170274,-6.695153113,-7.599046847,-6.898841228,-7.050477739,-5.387614028,-5.342975877,-0.005659068,0.008037661,7.836836837,-8.068068068,-7.603556274,-7.338856335,-5.630422363,-5.680636605,870.2675504,162.8668427,769.2408793,103.0507506,88.57197963,61.62007807,87.39128582,28.35980239,748.0333528,108.1538692,86.25997903,54.45033,27.19297528,61.57110334,29.55126489,18.59745992,18.59745992,18.06384919,18.18511845,18.20937272,62.69763943,58.68242417,32.20283958,79.05863129,39.14346281,63.97140864,28.70018663,28.87038884,87.41588154,93.39519459,89.58064807,85.5222726,49.46460185,61.30175067,59.41667856,49.26918924,80.11497298,81.36807592,93.39519459,89.58064807,81.83498201,82.12988777,48.17014447,61.44866856,61.30175067,59.41667856,51.39473413,52.51896838,93.39519459,89.58064807,61.30175067,59.41667856,795.8472608,124.6904875,87.40774816,59.21383714,28.36801419,19.69403216
22,-4.503759398,14.91720779,-2.215144354,-1.932600432,-2.934283069,-1.957930467,-3.407429574,-2.074398927,-3.985491371,-2.090937274,-2.360840595,-3.651358278,4.491414801,-5.219399538,4.657589511,-4.801815431,-3.579199584,-3.467837838,-4.210208248,-5.875418538,-6.879091462,-7.782985196,-7.066151657,-7.217788168,-5.51248733,-5.467849179,-0.005619425,0.007998018,8.10950951,-8.340740741,-7.862194383,-7.597494444,-5.781615997,-5.831830239,887.4691349,200.1561337,767.9562233,113.2103111,87.98160742,62.23230135,87.24371337,30.01334913,755.8318271,120.1697547,85.96488671,55.40406952,28.38411466,61.93842513,31.05930107,18.62171655,18.52469086,18.06384919,18.08810277,18.28213636,67.94165202,63.84891738,35.0995237,82.42480718,42.45930136,69.60904154,30.71873083,30.67008013,90.46642732,94.87232338,91.52458541,87.0223607,51.32142367,62.74662481,60.83653837,50.7349805,80.13954121,82.375653,94.87232338,91.52458541,82.94094885,82.57227199,49.41574794,62.89358372,62.74662481,60.83653837,53.42343433,54.03465563,94.87232338,91.52458541,62.74662481,60.83653837,803.7523951,144.5120665,87.0634025,59.85826533,29.81892162,20.08711548
23,-4.556390977,15.04058442,-2.099044488,-2.048700298,-2.814554618,-2.077658918,-3.277308843,-2.204519658,-3.868512969,-2.207915676,-2.508252178,-3.798769861,4.621949995,-5.349934732,4.759455371,-4.903681291,-3.662359667,-3.550997921,-4.435402205,-6.100612495,-7.080470493,-7.984364227,-7.260093515,-7.411730026,-5.645672005,-5.601033854,0.0035778,-0.001199207,8.374474474,-8.605705705,-8.114770661,-7.850070722,-5.94872475,-5.998938992,887.1697965,214.9180508,821.224585,137.385086,87.46507324,62.45271946,87.63724698,31.32691075,764.8068362,139.3866525,85.59603958,56.16230231,29.57558388,62.575178,32.25150747,18.64597332,18.52469086,18.11235648,18.11235648,18.33064615,72.8226256,68.1377892,37.90065536,85.15344999,46.09487561,73.97603368,32.54352623,33.20064,93.14903471,96.57137435,94.01062977,88.32598509,53.79015788,64.26539931,62.72213207,51.8101813,80.92577569,83.85044183,96.57137435,94.01062977,86.40753006,83.82585926,51.05262826,63.28549437,64.26539931,62.72213207,55.18395931,55.91769834,96.57137435,94.01062977,64.26539931,62.72213207,824.4004059,163.8965964,86.89945327,60.39673326,31.05133403,20.51907236
24,-4.270676692,14.94967532,-1.96547827,-2.182266516,-2.685774532,-2.206439004,-3.140687236,-2.341141265,-3.758768213,-2.317660432,-2.650948232,-3.941465915,4.769153529,-5.497138266,4.887544125,-5.031770045,-3.755706861,-3.644345115,-4.654267048,-6.319477338,-7.30436017,-8.208253904,-7.482496442,-7.634132953,-5.777843098,-5.733204947,0.003379584,-0.001000991,8.666266266,-8.897497497,-8.37744999,-8.112750051,-6.128892063,-6.179106305,898.6350183,229.4819764,834.2801995,160.9142886,87.63724698,62.72213207,88.25218843,32.73821628,774.62616,170.4290803,85.49768379,57.16530496,30.71873083,63.89791354,33.4683814,18.67023023,18.59745992,18.16086432,18.11235648,18.40341187,76.35719419,71.57131795,40.87422102,87.14533352,49.41574794,76.92193998,34.5395109,35.87879061,95.14316152,98.24616122,95.90648396,90.31878977,55.99107826,67.05912216,64.33889954,53.44788171,82.30192244,85.15344999,98.24616122,95.90648396,88.17839256,85.74357599,52.71451422,63.70193163,67.05912216,64.33889954,57.55677555,57.50784004,98.24616122,95.90648396,67.05912216,64.33889954,835.8471259,186.9417818,87.12903973,61.26178352,32.30844284,20.9898951
25,-4.45112782,14.7275974,-1.829857187,-2.317887599,-2.540434067,-2.351779469,-2.993953152,-2.487875349,-3.633626124,-2.442802521,-2.775602255,-4.066119938,4.873983332,-5.601968069,4.998487141,-5.142713061,-3.851548857,-3.740187111,-4.836382197,-6.501592487,-7.457675928,-8.361569662,-7.668103273,-7.819739784,-5.953800932,-5.909162781,0.00258672,-0.000208127,8.923023023,-9.154254254,-8.617902607,-8.353202668,-6.306814936,-6.357029178,896.7594325,248.2075755,835.3638795,168.0073603,88.47358077,63.57944665,88.67037989,34.12563435,778.3902566,186.7071611,85.59603958,58.14403896,31.91084368,65.44152544,34.70994202,18.69448728,18.67023023,18.16086432,18.18511845,18.42766739,78.91124918,74.54055124,44.21572876,88.44898127,51.85905981,79.6236288,36.92614742,38.29051842,97.1378069,98.98514878,97.45798236,91.54919559,58.53558612,70.14859889,66.32379053,54.93940398,84.76006183,86.579677,98.98514878,97.45798236,88.69498018,87.68644027,54.32806915,64.95144119,70.14859889,66.32379053,60.24896219,58.90268928,98.98514878,97.45798236,70.14859889,66.32379053,836.8378562,200.9740323,87.58000008,62.38833701,33.58214002,21.50932415
26,-4.255639098,14.56525974,-1.677797185,-2.469947601,-2.38336762,-2.508845916,-2.829057889,-2.652770612,-3.508484034,-2.567944611,-2.879343926,-4.169861609,4.988452656,-5.716437393,5.097327282,-5.241553202,-3.905914761,-3.794553015,-5.005839118,-6.671049408,-7.590306226,-8.49419996,-7.811221793,-7.962858304,-6.050902088,-6.006263937,-0.003240833,0.005619426,9.155355355,-9.386586586,-8.836128511,-8.571428572,-6.45127525,-6.501489492,904.9182064,264.0648712,843.1797402,175.0742319,88.71958055,65.02495095,88.89178557,35.41608424,783.9819444,195.025062,86.48130678,59.46563264,32.95725299,66.74046614,35.97620867,18.81577461,18.76725926,18.25788167,18.16086432,18.57320343,80.63092617,76.84827445,47.48642439,89.23620836,53.93685506,82.20361635,39.28969822,40.55727173,98.66491259,99.62565869,98.911247,92.80442458,61.20380773,72.9453176,68.38297057,56.57815683,86.43212221,88.17839256,99.62565869,98.911247,89.08859651,89.58064807,55.96661816,66.74046614,72.9453176,68.38297057,61.81598163,60.689638,99.62565869,98.911247,72.9453176,68.38297057,844.0266303,211.388055,88.03089097,63.74368324,34.78318197,22.0628166
27,-4.631578947,14.48993506,-1.530874345,-2.616870441,-2.245227319,-2.646986217,-2.67571974,-2.806108761,-3.381275189,-2.695153456,-2.944951307,-4.23546899,5.079626469,-5.807611206,5.201210287,-5.345436207,-3.958409563,-3.847047817,-5.110575745,-6.775786035,-7.760048672,-8.663942406,-7.970400488,-8.122036999,-6.15043584,-6.105797689,-0.00506442,0.007443013,9.395195195,-9.626426426,-9.050313195,-8.785613256,-6.607365844,-6.657580086,909.6808007,274.4398613,846.5621682,191.2246575,88.79338218,66.51986915,88.99019035,36.80434899,788.2902262,208.883037,86.92398405,61.39969546,33.83350973,67.91713537,37.3646495,18.91280697,18.91280697,18.40341187,18.20937272,18.69448728,82.12988777,78.37087846,50.221902,90.24497214,56.03999881,83.58003869,41.2887268,42.89834474,99.65029468,100.0444805,99.79811216,93.9613931,63.82441947,74.85965057,70.27123285,58.31533709,87.24371337,89.65445877,100.0444805,99.79811216,89.43302898,91.64763712,57.99721664,68.77528358,74.85965057,70.27123285,63.21200889,62.50170253,100.0444805,99.79811216,74.85965057,70.27123285,848.1777317,224.8491853,88.23585219,65.27889999,36.00083607,22.54838599
28,-4.466165414,14.95357143,-1.376759478,-2.770985308,-2.118298704,-2.773914832,-2.525890001,-2.9559385,-3.258819882,-2.817608763,-2.989646335,-4.280164018,5.171503163,-5.8994879,5.317196167,-5.461422087,-4.010904366,-3.89954262,-5.189383422,-6.854593712,-7.920867978,-8.824761712,-8.135068103,-8.286704614,-6.253618488,-6.208980337,-0.003072349,0.005450942,9.626126126,-9.857357357,-9.28066276,-9.015962821,-6.745296878,-6.79551112,919.5494337,282.5054966,856.8251905,211.075828,89.33461798,67.50036917,89.482235,37.85192488,796.2613618,223.6794484,87.34209465,62.86909028,34.90472854,69.21666917,38.50983139,19.10687837,19.08261896,18.62171655,18.25788167,18.93706541,82.94094885,79.94299809,52.98340271,90.93396634,57.6791164,84.88299311,43.36182539,44.80135455,100.2169426,100.3647702,100.315494,94.72459753,66.47084883,76.97105083,71.98838991,60.10207871,87.78482791,90.44182085,100.3647702,100.315494,89.75287424,93.93677488,60.22448132,70.59009376,76.97105083,71.98838991,64.73091803,64.70641602,100.3647702,100.315494,76.97105083,71.98838991,857.5453286,239.0869243,88.71964921,66.52870954,37.08882827,23.08258527
29,-4.45112782,15.03474026,-1.255522449,-2.892222337,-1.995484468,-2.896729068,-2.410318853,-3.071509648,-3.160958975,-2.91546967,-3.011686315,-4.302203998,5.264886033,-5.99287077,5.39183056,-5.53605648,-4.05549896,-3.944137214,-5.242874643,-6.908084933,-8.032001622,-8.935895356,-8.249522261,-8.401158772,-6.310581796,-6.265943645,-0.005302279,0.007680872,9.830730731,-10.06196196,-9.472620731,-9.207920792,-6.874658233,-6.924872475,921.8127774,289.9258322,860.6401497,224.7124402,89.72827025,68.72624292,89.70366634,39.26532532,801.6328437,235.5007016,87.29290383,64.36339984,35.70831419,70.17312546,39.92344019,19.39800214,19.32521932,18.93706541,18.33064615,19.30095866,83.45713189,81.93328241,55.74648278,91.40153579,59.00058797,86.53049171,45.58230501,46.31456611,100.660433,100.5126003,100.7097112,95.21702813,69.06953671,79.77102796,73.80423489,61.9139362,87.90781444,90.90935827,100.5126003,100.7097112,89.70366634,95.53712497,62.06087153,72.38095621,79.77102796,73.80423489,67.27974118,66.66693281,100.5126003,100.7097112,79.77102796,73.80423489,861.3619236,250.0463247,88.90828014,67.75425608,38.29902657,23.72856567
30,-4.466165414,14.78149351,-1.089078393,-3.058666393,-1.850658301,-3.041555235,-2.263378392,-3.218450109,-3.028789914,-3.047638731,-3.060379293,-4.350896976,5.342403856,-6.070388593,5.478567827,-5.622793747,-4.094480249,-3.983118503,-5.311269906,-6.976480196,-8.182680998,-9.086574732,-8.34893271,-8.500569221,-6.379099939,-6.334461788,0.004023786,-0.001645193,10.03613614,-10.26736737,-9.666599313,-9.401899374,-6.990552948,-7.04076719,921.5109258,299.3730262,863.8385177,236.433734,90.76171157,69.51094584,90.63867499,40.28910132,806.3753084,244.0402405,87.63724698,65.24548632,36.85306796,71.52225268,40.99613053,19.66488318,19.6163581,19.27669814,18.47617885,19.68914592,84.09627261,84.41586644,57.85039864,92.01680475,60.10207871,88.27678723,47.63292742,47.73059865,100.783629,100.5865163,100.8329079,95.88185948,71.52225268,81.68753426,75.52245085,63.65293729,88.20299109,90.88475027,100.5865163,100.8329079,89.85129109,96.2266093,63.89791354,73.6324412,81.68753426,75.52245085,68.94692933,68.57912357,100.5865163,100.8329079,81.68753426,75.52245085,863.9082506,259.9490002,89.67921118,68.75956162,39.37943327,24.43779973
31,-4.293233083,14.83344156,-0.94934758,-3.198397206,-1.724449702,-3.167763834,-2.129336498,-3.352492003,-2.916668389,-3.159760256,-3.103126602,-4.393644285,5.406366101,-6.134350838,5.530005043,-5.674230963,-4.128367983,-4.017006237,-5.37803185,-7.04324214,-8.302534983,-9.206428717,-8.450579386,-8.602215897,-6.435455098,-6.390816947,-0.004995045,0.007373638,10.29049049,-10.52172172,-9.894928268,-9.630228329,-7.122158743,-7.172372985,935.6969195,314.1244074,872.4045064,250.3391419,91.96758132,70.56556536,91.79530193,41.55695672,814.0628148,254.1103411,87.73563391,66.32379053,37.75446553,72.47910201,42.36174192,20.05310379,19.98030971,19.66488318,18.67023023,20.10163386,85.5222726,87.41588154,59.41667856,93.39519459,61.30175067,89.58064807,49.46460185,49.26918924,100.882187,100.6850721,101.1039468,96.20198381,74.02511999,82.99010736,77.26572438,65.19647767,88.12919575,91.130834,100.6850721,101.1039468,89.67906251,96.99003797,65.22098194,75.03148049,82.99010736,77.26572438,70.56556536,70.51650886,100.6850721,101.1039468,82.99010736,77.26572438,874.0547469,272.8579634,90.49950572,69.78948596,40.55772139,25.14716535
32,-4.473684211,15.07564935,-0.835302579,-3.312442207,-1.605132689,-3.287080847,-2.004065628,-3.477762873,-2.81746409,-3.258964555,-3.149666838,-4.440184521,5.489105332,-6.217090069,5.597579425,-5.741805345,-4.16485447,-4.053492724,-5.428052266,-7.093262556,-8.405151085,-9.309044819,-8.551006302,-8.702642813,-6.487958646,-6.443320495,-0.005748266,0.008126859,10.48028028,-10.71151151,-10.04445342,-9.779753481,-7.234380739,-7.284594981,937.438932,327.5741114,871.7086316,272.1957482,93.61674543,71.47318784,93.86292072,42.70320911,818.525197,264.0404352,87.93241202,67.27974118,38.75352514,73.3870305,43.6057815,20.41709291,20.46562715,20.05310379,18.96132399,20.53842956,87.0223607,90.46642732,60.83653837,94.87232338,62.74662481,91.52458541,51.32142367,50.7349805,100.9561063,100.7343504,101.2025086,96.57137435,76.23443044,84.1208562,78.76387061,66.74046614,88.03080318,91.45075539,100.7343504,101.2025086,89.45763195,97.70427993,66.49535893,76.30808839,84.1208562,78.76387061,71.98838991,72.62632388,100.7343504,101.2025086,84.1208562,78.76387061,875.8909202,287.9367649,91.80402606,70.71331984,41.68750525,25.86635258
33,-4.172932331,14.94577922,-0.691462036,-3.45628275,-1.475838305,-3.416375231,-1.860943143,-3.620885358,-2.683951638,-3.392477007,-3.190671451,-4.481189134,5.578572146,-6.306556883,5.657085224,-5.801311144,-4.203004158,-4.091642412,-5.475418538,-7.140628828,-8.561508822,-9.465402556,-8.665663753,-8.817300264,-6.552219745,-6.507581594,0.004509415,-0.002130822,10.66736737,-10.8985986,-10.22832896,-9.963629021,-7.326402775,-7.376617017,942.4924825,342.9539052,878.3241894,283.5523316,95.46325528,72.50363872,96.76838975,44.16692999,823.6801093,273.4398897,87.80942504,68.35845194,39.46031223,73.75515046,45.19181323,20.8539211,20.8539211,20.5626973,19.17965744,21.14516488,88.32598509,93.14903471,62.72213207,96.57137435,64.26539931,94.01062977,53.79015788,51.8101813,101.2025086,100.4633233,101.5228422,96.49749485,78.56737137,84.31752822,80.50807631,67.79455376,88.17839256,91.54919559,100.4633233,101.5228422,89.43302898,97.70427993,67.99068565,77.06927374,84.31752822,80.50807631,74.58964231,74.19692533,100.4633233,101.5228422,84.31752822,80.50807631,881.4989271,299.9820422,93.34702336,71.53908037,42.93968515,26.65858998
34,-4.105263158,14.8724026,-0.556868386,-3.5908764,-1.354566962,-3.537646574,-1.727004437,-3.754824064,-2.574723571,-3.501705074,-3.222347514,-4.512865197,5.632995281,-6.360980018,5.742813918,-5.887039838,-4.236891892,-4.125530146,-5.534013883,-7.199224173,-8.688663557,-9.592557291,-8.77889815,-8.930534661,-6.621954186,-6.577316035,0.004529237,-0.002150644,10.84834835,-11.07957958,-10.41220449,-10.14750455,-7.44025709,-7.490471332,934.0061157,357.7059978,878.2246287,292.8178631,98.24616122,72.92077899,101.596767,45.16740859,819.0158634,282.2133165,88.20299109,68.84884539,40.58165165,74.49146058,46.2657451,21.29079427,21.36361084,21.02381088,19.59209577,21.67916374,90.31878977,95.14316152,64.33889954,98.24616122,67.05912216,95.90648396,55.99107826,53.44788171,101.1285871,100.3647702,101.5721253,96.8668993,80.38522885,84.88299311,81.88413202,69.04501502,87.90781444,91.91835822,100.3647702,101.5721253,89.06399484,98.07374048,69.2657142,78.10071106,84.88299311,81.88413202,75.52245085,75.84160352,100.3647702,101.5721253,84.88299311,81.88413202,877.0822026,310.9123925,96.01530643,72.08702832,44.00493511,27.42666093
35,-4.383458647,14.69577922,-0.435631357,-3.712113429,-1.234118494,-3.658095042,-1.603900526,-3.877927975,-2.4723158,-3.604112845,-3.271040492,-4.561558175,5.697359173,-6.42534391,5.820474029,-5.964699949,-4.284189189,-4.172827443,-5.590159249,-7.255369539,-8.793104847,-9.696998581,-8.896808294,-9.048444805,-6.695540239,-6.650902088,0.003171457,-0.000792864,11.03863864,-11.26986987,-10.62638917,-10.36168923,-7.565945725,-7.616159967,943.8580252,369.9745715,880.0917928,302.2834682,100.9314665,73.65698284,105.5403268,46.58309086,819.1630747,291.0925779,88.42438186,69.60904154,41.2887268,74.7614643,47.77943504,21.77626166,21.89763718,21.55779447,19.98030971,22.33461776,91.54919559,97.1378069,66.32379053,98.98514878,70.14859889,97.45798236,58.53558612,54.93940398,101.0546663,100.5126003,101.5474837,97.18706382,82.00700871,85.35015284,83.33422743,70.32028719,87.61265046,92.33676512,100.5126003,101.5474837,89.03939326,98.19689778,70.54103705,79.00950353,85.35015284,83.33422743,77.2411677,77.36395211,100.5126003,101.5474837,85.35015284,83.33422743,881.0376309,321.1168725,98.29872503,72.67582956,45.21708424,28.24837833
36,-4.30075188,15.02045455,-0.305147437,-3.842597349,-1.11912158,-3.773091956,-1.479455165,-4.002373336,-2.35761083,-3.718817815,-3.32578165,-4.616299333,5.769454765,-6.497439502,5.888048411,-6.032274331,-4.332110187,-4.220748441,-5.681012658,-7.346222948,-8.936280673,-9.840174407,-9.018377719,-9.17001423,-6.755544294,-6.710906143,-0.005530228,0.007908821,11.21911912,-11.45035035,-10.82238836,-10.55768842,-7.685309121,-7.735523363,948.3118972,380.4713828,885.9477235,313.1569839,104.258479,74.19692533,108.4991071,47.80385342,833.1229471,302.186483,89.8020825,70.19765215,42.0934643,75.27696055,49.02493487,22.33461776,22.40745222,22.18895257,20.29575973,23.08730074,92.80442458,98.66491259,68.38297057,99.62565869,72.9453176,98.911247,61.20380773,56.57815683,101.3503533,100.660433,101.8678302,97.1378069,83.70294781,85.62062876,84.19460751,71.30146425,87.48966922,92.90288299,100.660433,101.8678302,89.482235,98.39395335,71.76758328,79.32884103,85.62062876,84.19460751,78.12527124,78.96037616,100.660433,101.8678302,85.62062876,84.19460751,889.1275226,331.9382832,100.8532229,73.22384601,46.30741753,29.0945416
37,-4.007518797,15.21071429,-0.192129867,-3.955614919,-1.018247274,-3.873966262,-1.366701063,-4.115127438,-2.260266612,-3.816162033,-3.351512045,-4.642029728,5.810723968,-6.538708705,5.940494201,-6.084720121,-4.380446985,-4.269085239,-5.740628828,-7.405839118,-9.050659096,-9.95455283,-9.139947144,-9.291583655,-6.848185688,-6.803547537,-0.005024777,0.00740337,11.39139139,-11.62262262,-10.99414023,-10.72944029,-7.806712916,-7.856927158,960.9157995,390.826154,893.8352241,323.5941317,107.9072781,74.51600586,110.6201169,48.7562697,842.0693295,313.1811721,92.41060411,70.56556536,43.09348874,76.03801373,49.97759839,22.79592378,22.84448522,22.72308266,20.68403812,23.69440014,93.9613931,99.65029468,70.27123285,100.0444805,74.85965057,99.79811216,63.82441947,58.31533709,101.5228422,101.2764306,102.0649724,97.40872375,85.00592668,85.94029626,85.10427519,72.33188394,87.53886145,93.83830283,101.2764306,102.0649724,90.90935827,98.22152946,72.89624049,79.89386328,85.94029626,85.10427519,79.13232368,80.21324649,101.2764306,102.0649724,85.94029626,85.10427519,898.9401177,342.5338193,103.6459997,73.70652831,47.27578561,29.92627856
38,-4.090225564,15.15746753,-0.053426487,-4.094318299,-0.899382843,-3.992830693,-1.240212568,-4.241615933,-2.14700837,-3.929420275,-3.363300871,-4.653818554,5.891957024,-6.619941761,6.031265759,-6.175491679,-4.432525988,-4.321164242,-5.799020008,-7.464230298,-9.183897789,-10.08779152,-9.272494409,-9.42413092,-6.916501115,-6.871862964,0.001298315,0.001080278,11.6044044,-11.83563563,-11.21640736,-10.95170742,-7.930361151,-7.980575393,966.9401912,401.989669,900.2361945,334.2717186,110.6201169,75.15421924,111.5821152,49.95316872,845.9941213,324.4627946,95.34014072,71.22787003,43.82535314,76.52906768,51.19924206,23.30584655,23.30584655,23.37869765,21.0480814,24.37445421,94.72459753,100.2169426,71.98838991,100.3647702,76.97105083,100.315494,66.47084883,60.10207871,101.9171153,102.0649724,102.1635452,98.0244781,86.13702232,86.65345561,85.91570591,73.4115711,87.63724698,94.72459753,102.0649724,102.1635452,93.27211364,98.44321799,73.87786232,80.45893703,86.65345561,85.91570591,80.87663314,81.76125771,102.0649724,102.1635452,86.65345561,85.91570591,904.390169,353.5747274,105.8474576,74.30371898,48.32592131,30.70950594
39,-4.187969925,15.14967532,0.056508785,-4.204253571,-0.805142975,-4.087070561,-1.138871118,-4.342957383,-2.064441459,-4.011987186,-3.360738083,-4.651255766,5.982528366,-6.710513103,6.092788704,-6.237014624,-4.468284823,-4.356923077,-5.857002858,-7.522213148,-9.294220239,-10.19811397,-9.379630006,-9.531266517,-6.971437259,-6.926799108,-0.003617443,0.005996036,11.74924925,-11.98048048,-11.37199434,-11.1072944,-8.012589267,-8.062803509,961.6778747,413.6736392,901.7879286,344.5393956,112.5442012,75.74340087,112.0754818,51.003758,851.8017709,335.7399855,98.27079305,71.89025257,44.55733472,76.9956064,52.32343047,23.86440349,23.93726414,24.18014198,21.53352103,25.12749773,95.21702813,100.660433,73.80423489,100.5126003,79.77102796,100.7097112,69.06953671,61.9139362,105.7622032,102.5332032,102.5578476,98.14763463,87.39128582,86.75182834,87.0223607,74.19692533,87.71103705,96.44824223,102.5332032,102.5578476,95.38938631,98.39395335,74.56509672,80.80292004,86.75182834,87.0223607,81.02406195,82.17904006,102.5332032,102.5578476,86.75182834,87.0223607,905.0891914,364.6510068,107.6301587,74.87641995,49.29484106,31.57074097
40,-4,15.02175325,0.205486489,-4.353231275,-0.692624974,-4.199588562,-1.004560933,-4.477267568,-1.954180014,-4.122248631,-3.37857509,-4.669092773,6.058439602,-6.786424339,6.194654564,-6.338880484,-4.508825364,-4.397463618,-5.914373214,-7.579583504,-9.44266883,-10.34656256,-9.517869486,-9.669505997,-7.024143523,-6.979505372,-0.001833499,0.004212092,11.94374374,-12.17497497,-11.57809659,-11.31339665,-8.116241583,-8.166455825,974.5792227,425.4509456,909.4550795,354.6396484,113.77777,76.06256546,112.5195312,51.78574224,858.1377325,345.9082279,100.9807462,72.25827633,45.58230501,77.68320329,53.15452137,24.5201942,24.54448468,25.10320393,22.09184522,25.92927062,95.88185948,100.783629,75.52245085,100.5865163,81.68753426,100.8329079,71.52225268,63.65293729,110.422795,103.3711524,102.8782314,98.56638091,88.32598509,87.26830856,87.85861957,75.10512343,87.85861957,98.54174818,103.3711524,102.8782314,97.28557858,98.46785043,73.33794961,81.22063906,87.26830856,87.85861957,82.05616005,83.35880814,103.3711524,102.8782314,87.26830856,87.85861957,914.0573449,375.3329406,109.0926825,75.3346817,50.17418954,32.41265662
41,-4.045112782,14.58084416,0.333915545,-4.481660331,-0.585229377,-4.306984159,-0.869807037,-4.612021464,-1.832964762,-4.243463883,-3.414249103,-4.704766786,6.184355859,-6.912340596,6.292486132,-6.436712052,-4.556538462,-4.445176716,-5.983993467,-7.649203757,-9.585844656,-10.48973839,-9.637405977,-9.789042488,-7.060227042,-7.015588891,-0.005044599,0.007423192,12.11561562,-12.34684685,-11.73368357,-11.46898363,-8.18847174,-8.238685982,974.681177,436.7568538,911.7379442,365.0519757,113.9258075,76.7255006,112.5935412,52.95895769,861.6564162,355.2866305,102.5578476,72.99439513,46.16810462,77.90423323,54.35252107,25.20037996,25.12749773,26.02646543,22.60168357,26.77980005,96.20198381,100.882187,77.26572438,100.6850721,82.99010736,101.1039468,74.02511999,65.19647767,115.1842051,104.7021752,103.5190341,98.8373459,89.26081063,87.76023087,88.76878155,75.91525659,87.80942504,101.0793065,104.7021752,103.5190341,98.76344546,98.49248294,73.60789966,81.68753426,87.76023087,88.76878155,83.03926624,84.36669715,104.7021752,103.5190341,87.76023087,88.76878155,916.0251792,385.6984866,109.6923988,75.87470966,51.15986113,33.2498907
