TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),,Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
43172.52934,-77.76178,97.76178,31.41085991,6.600734,6.638499,5.858542,5.888097,5.314206,5.30928,5.864293,5.856904,-0.456463,0.446611,0.988486,0.98356,-0.275857,0.262721,-0.417056,0.410488,0.975352,0.991772,0.177335,0.172409
43172.52936,-77.741478,97.741478,31.40433688,6.627006,6.664771,5.888098,5.917653,5.34294,5.338014,5.886459,5.87907,-0.463031,0.453179,0.995054,0.990128,-0.279141,0.266005,-0.410488,0.40392,0.972068,0.988488,0.174051,0.169125
43172.52937,-78.585274,98.585274,31.67544854,6.659024,6.696789,5.952135,5.98169,5.377422,5.372496,5.917657,5.910268,-0.466315,0.456463,1.004906,0.99998,-0.275857,0.262721,-0.415414,0.408846,0.975352,0.991772,0.174051,0.169125
43172.52938,-81.712601,101.712601,32.6802587,6.786278,6.824043,6.145888,6.175443,5.497285,5.492359,6.044089,6.0367,-0.472883,0.463031,1.024611,1.019685,-0.275857,0.262721,-0.410488,0.40392,0.967142,0.983562,0.174051,0.169125
43172.52939,-81.712601,101.712601,32.6802587,6.805982,6.843747,6.209925,6.23948,5.515347,5.510421,6.058867,6.051478,-0.482735,0.472883,1.024611,1.019685,-0.275857,0.262721,-0.42034,0.413772,0.9655,0.98192,0.174051,0.169125
43172.5294,-82.499229,102.499229,32.93300228,6.847032,6.884797,6.259184,6.288739,5.561322,5.556396,6.101558,6.094169,-0.469599,0.459747,1.021327,1.016401,-0.275857,0.262721,-0.407204,0.400636,0.962216,0.978636,0.167483,0.162557
43172.52941,-82.22245,102.22245,32.84407319,6.871661,6.909426,6.300234,6.329789,5.587594,5.582668,6.132756,6.125367,-0.472883,0.463031,1.024611,1.019685,-0.275857,0.262721,-0.42034,0.413772,0.958932,0.975352,0.170767,0.165841
43172.52943,-83.154533,103.154533,33.14355145,6.884797,6.922562,6.337999,6.367554,5.613865,5.608939,6.155743,6.148354,-0.479451,0.469599,1.021327,1.016401,-0.275857,0.262721,-0.417056,0.410488,0.952364,0.968784,0.169125,0.164199
43172.52944,-83.785561,103.785561,33.34630075,6.915995,6.95376,6.367555,6.39711,5.646704,5.641778,6.188583,6.181194,-0.486019,0.476167,1.018042,1.013116,-0.279141,0.266005,-0.417056,0.410488,0.952364,0.968784,0.167483,0.162557
43172.52945,-84.374878,104.374878,33.5356483,6.948834,6.986599,6.408604,6.438159,5.672976,5.66805,6.214855,6.207466,-0.486019,0.476167,1.018042,1.013116,-0.275857,0.262721,-0.410488,0.40392,0.94908,0.9655,0.167483,0.162557
43172.52946,-85.276505,105.276505,33.82534106,6.968538,7.006303,6.444727,6.474282,5.714025,5.709099,6.255904,6.248515,-0.469599,0.459747,1.018042,1.013116,-0.275857,0.262721,-0.403921,0.397353,0.942512,0.958932,0.167483,0.162557
43172.52947,-85.508911,105.508911,33.9000131,7.029292,7.067057,6.507123,6.536678,5.778062,5.773136,6.321583,6.314194,-0.472883,0.463031,1.014758,1.009832,-0.275857,0.262721,-0.410488,0.40392,0.935944,0.952364,0.167483,0.162557
43172.52948,-86.632141,106.632141,34.2609069,7.067057,7.104822,6.576086,6.605641,5.840456,5.83553,6.397114,6.389725,-0.479451,0.469599,1.008191,1.003265,-0.275857,0.262721,-0.410488,0.40392,0.903104,0.919524,0.164199,0.159273
43172.5295,-87.398247,107.398247,34.50705676,7.085119,7.122884,6.594148,6.623703,5.874938,5.870012,6.421744,6.414355,-0.482735,0.472883,0.998338,0.993412,-0.275857,0.262721,-0.407204,0.400636,0.863696,0.880116,0.154347,0.149421
43172.52951,-89.831635,109.831635,35.28890433,7.173786,7.211551,6.709086,6.738641,5.981666,5.97674,6.541608,6.534219,-0.469599,0.459747,0.937584,0.932658,-0.275857,0.262721,-0.410488,0.40392,0.821003,0.837423,0.147779,0.142853
43172.52952,-89.326859,109.326859,35.1267198,7.181996,7.219761,6.746851,6.776406,6.003011,5.998085,6.571164,6.563775,-0.472883,0.463031,0.87683,0.871904,-0.275857,0.262721,-0.417056,0.410488,0.788163,0.804583,0.134643,0.129717
43172.52953,-91.087074,111.087074,35.69227688,7.237823,7.275588,6.792827,6.822382,6.067048,6.062122,6.631917,6.624528,-0.472883,0.463031,0.840706,0.83578,-0.277499,0.264363,-0.410488,0.40392,0.758607,0.775027,0.124792,0.119866
43172.52954,-91.38327,111.38327,35.78744465,7.264916,7.302681,6.837981,6.867536,6.114665,6.109739,6.672966,6.665577,-0.479451,0.469599,0.791446,0.78652,-0.279141,0.266005,-0.408846,0.402278,0.722483,0.738903,0.121508,0.116582
43172.52955,-91.300064,111.300064,35.76071056,7.285441,7.323206,6.868358,6.897913,6.149147,6.144221,6.7173,6.709911,-0.479451,0.469599,0.765174,0.760248,-0.275857,0.262721,-0.410488,0.40392,0.689643,0.706063,0.111656,0.10673
43172.52957,-92.232368,112.232368,36.06025984,7.295293,7.333058,6.889704,6.919259,6.173776,6.16885,6.755065,6.747676,-0.479451,0.469599,0.738902,0.733976,-0.275857,0.262721,-0.417056,0.410488,0.630531,0.646951,0.105088,0.100162
43172.52958,-93.271942,113.271942,36.39427496,7.323207,7.360972,6.921722,6.951277,6.211541,6.206615,6.891349,6.88396,-0.466315,0.456463,0.725766,0.72084,-0.272573,0.259437,-0.407204,0.400636,0.59769,0.61411,0.101804,0.096878
43172.52959,-93.25119,113.25119,36.38760735,7.341269,7.379034,6.942247,6.971802,6.237813,6.232887,6.920905,6.913516,-0.472883,0.463031,0.709346,0.70442,-0.275857,0.262721,-0.407204,0.400636,0.571418,0.587838,0.091952,0.087026
43172.5296,-95.123085,115.123085,36.98904721,7.38396,7.421725,7.003,7.032555,6.291998,6.287072,6.984942,6.977553,-0.469599,0.459747,0.673222,0.668296,-0.275857,0.262721,-0.410488,0.40392,0.505738,0.522158,0.085384,0.080458
43172.52961,-95.233444,115.233444,37.02450556,7.40038,7.438145,7.034198,7.063753,6.341257,6.336331,7.039128,7.031739,-0.476167,0.466315,0.597689,0.592763,-0.275857,0.262721,-0.407204,0.400636,0.459762,0.476182,0.068964,0.064038
43172.52962,-95.478218,115.478218,37.10315144,7.421726,7.459491,7.073605,7.10316,6.375738,6.370812,7.076893,7.069504,-0.463031,0.453179,0.568133,0.563207,-0.279141,0.266005,-0.407204,0.400636,0.41707,0.43349,0.06568,0.060754
43172.52963,-97.228714,117.228714,37.66558581,7.482479,7.520244,7.142568,7.172123,6.451269,6.446343,7.15735,7.149961,-0.474525,0.464673,0.545145,0.540219,-0.279141,0.266005,-0.397353,0.390785,0.362883,0.379303,0.059112,0.054186
43172.52965,-96.883957,116.883957,37.55481538,7.502183,7.539948,7.16063,7.190185,6.474257,6.469331,7.186906,7.179517,-0.459747,0.449895,0.512305,0.507379,-0.279141,0.266005,-0.384217,0.377649,0.321833,0.338253,0.062396,0.05747
43172.52966,-98.278664,118.278664,38.00293474,7.535023,7.572788,7.208247,7.237802,6.533367,6.528441,7.241091,7.233702,-0.472883,0.463031,0.463045,0.458119,-0.279141,0.266005,-0.351378,0.34481,0.285709,0.302129,0.055828,0.050902
43172.52967,-99.756798,119.756798,38.4778592,7.577714,7.615479,7.270643,7.300198,6.592478,6.587552,7.303486,7.296097,-0.482735,0.472883,0.420353,0.415427,-0.275857,0.262721,-0.328391,0.321823,0.243017,0.259437,0.045976,0.04105
43172.52968,-99.64489,119.64489,38.44190316,7.592492,7.630257,7.303482,7.333037,6.61875,6.613824,7.3314,7.324011,-0.476167,0.466315,0.400649,0.395723,-0.275857,0.262721,-0.302119,0.295551,0.203609,0.220029,0.01642,0.011494
43172.52969,-100.292915,120.292915,38.65011359,7.618764,7.656529,7.319902,7.349457,6.649947,6.645021,7.360956,7.353567,-0.469599,0.459747,0.380945,0.376019,-0.275857,0.262721,-0.292268,0.2857,0.200325,0.216745,0.013136,0.00821
43172.5297,-100.292915,120.292915,38.65011359,7.6319,7.669665,7.339606,7.369161,6.679502,6.674576,7.390512,7.383123,-0.459747,0.449895,0.338253,0.333327,-0.275857,0.262721,-0.279132,0.272564,0.164201,0.180621,0.009852,0.004926
43172.52972,-101.940559,121.940559,39.17950161,7.658172,7.695937,7.380655,7.41021,6.720552,6.715626,7.429919,7.42253,-0.440044,0.430192,0.331685,0.326759,-0.275857,0.262721,-0.262713,0.256145,0.118224,0.134644,0.006568,0.001642
43172.52973,-101.28614,121.28614,38.96923678,7.672949,7.710714,7.406927,7.436482,6.758317,6.753391,7.459475,7.452086,-0.433476,0.423624,0.305413,0.300487,-0.275857,0.262721,-0.252861,0.246293,0.078816,0.095236,0.003284,0.001642
43172.52974,-102.829163,122.829163,39.46501007,7.702505,7.74027,7.447976,7.477531,6.79444,6.789514,7.492314,7.484925,-0.433476,0.423624,0.262721,0.257795,-0.275857,0.262721,-0.233157,0.226589,0.062396,0.078816,-0.009852,0.014778
43172.52975,-102.784576,122.784576,39.45068427,7.722209,7.759974,7.480816,7.510371,6.823996,6.81907,7.516944,7.509555,-0.42034,0.410488,0.239732,0.234806,-0.275857,0.262721,-0.220022,0.213454,0.042692,0.059112,-0.013136,0.018062
43172.52976,-103.328644,123.328644,39.62549332,7.733703,7.771468,7.498878,7.528433,6.848626,6.8437,7.536648,7.529259,-0.413773,0.403921,0.210176,0.20525,-0.275857,0.262721,-0.206886,0.200318,0.019704,0.036124,-0.019704,0.02463
43172.52977,-103.834526,123.834526,39.7880332,7.753407,7.791172,7.541569,7.571124,6.888033,6.883107,7.564561,7.557172,-0.387501,0.377649,0.183904,0.178978,-0.275857,0.262721,-0.200318,0.19375,-0.009852,0.006568,-0.026272,0.031198
43172.52979,-103.834526,123.834526,39.7880332,7.764901,7.802666,7.564557,7.594112,6.906095,6.901169,7.587549,7.58016,-0.387501,0.377649,0.14778,0.142854,-0.275857,0.262721,-0.190467,0.183899,-0.04926,0.03284,-0.042692,0.047618
43172.5298,-104.168243,124.168243,39.89525648,7.779678,7.817443,7.586724,7.616279,6.92744,6.922514,7.626956,7.619567,-0.371082,0.36123,0.137928,0.133002,-0.275857,0.262721,-0.167479,0.160911,-0.06568,0.04926,-0.042692,0.047618
43172.52981,-104.168243,124.168243,39.89525648,7.786246,7.824011,7.595755,7.62531,6.938934,6.934008,7.699204,7.691815,-0.367798,0.357946,0.128076,0.12315,-0.275857,0.262721,-0.157628,0.15106,-0.078816,0.062396,-0.055828,0.060754
43172.52982,-104.449661,124.449661,39.98567608,7.80595,7.843715,7.615458,7.645013,6.963563,6.958637,7.771451,7.764062,-0.354662,0.34481,0.11494,0.110014,-0.275857,0.262721,-0.144492,0.137924,-0.085384,0.068964,-0.068964,0.07389
43172.52983,-105.208481,125.208481,40.22948495,7.814981,7.852746,7.622026,7.651581,6.979983,6.975057,7.801007,7.793618,-0.357946,0.348094,0.105088,0.100162,-0.275857,0.262721,-0.137924,0.131356,-0.088668,0.072248,-0.075532,0.080458
43172.52984,-105.888504,125.888504,40.44797634,7.845358,7.883123,7.661434,7.690989,7.014464,7.009538,7.823994,7.816605,-0.348094,0.338242,0.062396,0.05747,-0.279141,0.266005,-0.131356,0.124788,-0.105088,0.088668,-0.062396,0.067322
43172.52986,-106.101501,126.101501,40.51641227,7.86342,7.901185,7.690989,7.720544,7.040736,7.03581,7.846982,7.839593,-0.341527,0.331675,0.03284,0.027914,-0.275857,0.262721,-0.119863,0.113295,-0.118224,0.101804,-0.059112,0.064038
43172.52987,-106.255775,126.255775,40.56598051,7.884766,7.922531,7.710693,7.740248,7.058798,7.053872,7.866686,7.859297,-0.338243,0.328391,0.013136,0.00821,-0.275857,0.262721,-0.105085,0.098517,-0.13136,0.11494,-0.0821,0.087026
43172.52988,-107.075958,127.075958,40.82950531,7.896259,7.934024,7.746817,7.776372,7.081785,7.076859,7.889674,7.882285,-0.321823,0.311971,-0.006568,0.011494,-0.275857,0.262721,-0.098517,0.091949,-0.177337,0.160917,-0.091952,0.096878
43172.52989,-107.040642,127.040642,40.81815827,7.901186,7.938951,7.745175,7.77473,7.098205,7.093279,7.896242,7.888853,-0.311971,0.302119,-0.022988,0.027914,-0.279141,0.266005,-0.07553,0.068962,-0.206893,0.190473,-0.095236,0.100162
43172.5299,-107.120102,127.120102,40.84368877,7.907753,7.945518,7.764058,7.793613,7.117908,7.112982,7.911019,7.90363,-0.30212,0.292268,-0.026272,0.031198,-0.282425,0.269289,-0.062394,0.055826,-0.216745,0.200325,-0.09852,0.103446
43172.52991,-107.745834,127.745834,41.04473646,7.920889,7.958654,7.784582,7.814137,7.142538,7.137612,7.930723,7.923334,-0.295552,0.2857,-0.026272,0.031198,-0.292277,0.279141,-0.049259,0.042691,-0.216745,0.200325,-0.09852,0.103446
43172.52993,-107.795494,127.795494,41.06069222,7.937309,7.975074,7.79115,7.820705,7.162242,7.157316,7.947143,7.939754,-0.292268,0.282416,-0.03284,0.037766,-0.298845,0.285709,-0.036123,0.029555,-0.226597,0.210177,-0.131359,0.136285
43172.52994,-108.304466,128.304466,41.22422493,7.96276,8.000525,7.814959,7.844514,7.178661,7.173735,7.966847,7.959458,-0.288984,0.279132,-0.04926,0.054186,-0.298845,0.285709,-0.039407,0.032839,-0.266005,0.249585,-0.147779,0.152705
43172.52995,-108.893112,128.893112,41.41335689,7.975075,8.01284,7.838768,7.868323,7.208217,7.203291,7.993118,7.985729,-0.282416,0.272564,-0.06568,0.070606,-0.305413,0.292277,-0.022987,0.016419,-0.292277,0.275857,-0.157631,0.162557
43172.52996,-109.084473,129.084473,41.47484117,7.983285,8.02105,7.84123,7.870785,7.222995,7.218069,8.004612,7.997223,-0.298836,0.288984,-0.085384,0.09031,-0.311981,0.298845,-0.022987,0.016419,-0.318549,0.302129,-0.174051,0.178977
43172.52997,-109.18512,129.18512,41.50717906,7.989853,8.027618,7.869965,7.89952,7.236131,7.231205,8.021032,8.013643,-0.288984,0.279132,-0.101804,0.10673,-0.338253,0.325117,-0.004926,0.001642,-0.334969,0.318549,-0.200323,0.205249
43172.52998,-109.470062,129.470062,41.59873092,8.001347,8.039112,7.876533,7.906088,7.250908,7.245982,8.034168,8.026779,-0.2857,0.275848,-0.111656,0.116582,-0.472897,0.459761,0.003284,0.009852,-0.354673,0.338253,-0.308695,0.313621
43172.53,-110.119415,130.119415,41.80736804,8.02105,8.058815,7.899521,7.929076,7.28539,7.280464,8.057156,8.049767,-0.282416,0.272564,-0.121508,0.126434,-0.476181,0.463045,0.013136,0.019704,-0.374377,0.357957,-0.311979,0.316905
43172.53001,-110.293335,130.293335,41.86324854,8.037471,8.075236,7.915941,7.945496,7.313303,7.308377,8.075217,8.067828,-0.272564,0.262712,-0.137928,0.142854,-0.472897,0.459761,0.022987,0.029555,-0.397365,0.380945,-0.315263,0.320189
43172.53002,-110.820625,130.820625,42.03266681,8.04568,8.083445,7.937286,7.966841,7.339575,7.334649,8.088353,8.080964,-0.275848,0.265996,-0.141212,0.146138,-0.472897,0.459761,0.029555,0.036123,-0.403933,0.387513,-0.310337,0.315263
43172.53003,-110.875366,130.875366,42.0502551,8.056354,8.094119,7.953706,7.983261,7.365846,7.36092,8.104774,8.097385,-0.272564,0.262712,-0.141212,0.146138,-0.476181,0.463045,0.036123,0.042691,-0.403933,0.387513,-0.311979,0.316905
43172.53004,-111.227188,131.227188,42.1632955,8.0621,8.099865,7.961916,7.991471,7.378982,7.374056,8.112983,8.105594,-0.275848,0.265996,-0.141212,0.146138,-0.472897,0.459761,0.042691,0.049259,-0.417069,0.400649,-0.321831,0.326757
43172.53005,-111.334892,131.334892,42.1979008,8.067026,8.104791,7.966842,7.996397,7.400328,7.395402,8.129403,8.122014,-0.272564,0.262712,-0.141212,0.146138,-0.472897,0.459761,0.049259,0.055827,-0.420353,0.403933,-0.331683,0.336609
43172.53007,-111.334892,131.334892,42.1979008,8.076878,8.114643,7.975052,8.004607,7.424957,7.420031,8.145823,8.138434,-0.265997,0.256145,-0.141212,0.146138,-0.476181,0.463045,0.057468,0.064036,-0.420353,0.403933,-0.338251,0.343177
43172.53008,-111.689148,131.689148,42.31172325,8.075236,8.113001,7.976694,8.006249,7.433167,7.428241,8.149107,8.141718,-0.275848,0.265996,-0.141212,0.146138,-0.476181,0.463045,0.062394,0.068962,-0.43349,0.41707,-0.357955,0.362881
43172.53009,-111.81076,131.81076,42.35079719,8.076878,8.114643,7.996397,8.025952,7.447945,7.443019,8.158958,8.151569,-0.279132,0.26928,-0.144496,0.149422,-0.476181,0.463045,0.068962,0.07553,-0.436774,0.420354,-0.361239,0.366165
43172.5301,-111.684952,131.684952,42.31037508,8.08673,8.124495,7.994756,8.024311,7.456155,7.451229,8.165526,8.158137,-0.275848,0.265996,-0.144496,0.149422,-0.476181,0.463045,0.090307,0.096875,-0.436774,0.420354,-0.357955,0.362881
43172.53011,-112.050674,132.050674,42.42788156,8.116285,8.15405,8.029238,8.058793,7.482426,7.4775,8.19344,8.186051,-0.265997,0.256145,-0.14778,0.152706,-0.472897,0.459761,0.085382,0.09195,-0.446626,0.430206,-0.361239,0.366165
43172.53012,-112.789635,132.789635,42.66530973,8.122853,8.160618,8.032521,8.062076,7.505414,7.500488,8.206576,8.199187,-0.265997,0.256145,-0.157632,0.162558,-0.476181,0.463045,0.088665,0.095233,-0.486034,0.469614,-0.361239,0.366165
43172.53013,-113.403664,133.403664,42.86259724,8.142557,8.180322,8.050583,8.080138,7.533328,7.528402,8.224638,8.217249,-0.269281,0.259429,-0.1642,0.169126,-0.472897,0.459761,0.095233,0.101801,-0.518874,0.502454,-0.380942,0.385868
43172.53015,-113.403664,133.403664,42.86259724,8.162261,8.200026,8.075212,8.104767,7.564525,7.559599,8.25091,8.243521,-0.279132,0.26928,-0.1642,0.169126,-0.472897,0.459761,0.111653,0.118221,-0.525442,0.509022,-0.380942,0.385868
43172.53016,-114.198021,134.198021,43.11782415,8.168829,8.206594,8.088348,8.117903,7.584229,7.579303,8.264046,8.256657,-0.265997,0.256145,-0.1642,0.169126,-0.476181,0.463045,0.124788,0.131356,-0.53201,0.51559,-0.384226,0.389152
43172.53017,-114.937645,134.937645,43.35546534,8.195101,8.232866,8.10641,8.135965,7.613784,7.608858,8.288675,8.281286,-0.262713,0.252861,-0.1642,0.169126,-0.472897,0.459761,0.128072,0.13464,-0.541862,0.525442,-0.38751,0.392436
43172.53018,-114.943825,134.943825,43.35745097,8.188533,8.226298,8.101484,8.131039,7.62692,7.621994,8.298528,8.291139,-0.265997,0.256145,-0.167484,0.17241,-0.472897,0.459761,0.131356,0.137924,-0.545146,0.528726,-0.38751,0.392436
43172.53019,-115.121941,135.121941,43.41467964,8.200027,8.237792,8.131041,8.160596,7.644981,7.640055,8.313305,8.305916,-0.269281,0.259429,-0.167484,0.17241,-0.476181,0.463045,0.128072,0.13464,-0.54843,0.53201,-0.38751,0.392436
43172.5302,-115.474205,135.474205,43.52786207,8.211521,8.249286,8.13925,8.168805,7.666327,7.661401,8.324799,8.31741,-0.272564,0.262712,-0.167484,0.17241,-0.472897,0.459761,0.124788,0.131356,-0.54843,0.53201,-0.38751,0.392436
43172.53022,-115.533134,135.533134,43.54679595,8.224657,8.262422,8.15567,8.185225,7.684389,7.679463,8.337934,8.330545,-0.265997,0.256145,-0.167484,0.17241,-0.472897,0.459761,0.137924,0.144492,-0.54843,0.53201,-0.394078,0.399004
43172.53023,-116.542473,136.542473,43.87109657,8.236151,8.273916,8.157311,8.186866,7.700809,7.695883,8.352713,8.345324,-0.269281,0.259429,-0.167484,0.17241,-0.476181,0.463045,0.137924,0.144492,-0.54843,0.53201,-0.394078,0.399004
43172.53024,-116.358391,136.358391,43.81195103,8.252571,8.290336,8.190151,8.219706,7.730364,7.725438,8.380627,8.373238,-0.265997,0.256145,-0.167484,0.17241,-0.476181,0.463045,0.13464,0.141208,-0.545146,0.528726,-0.397362,0.402288
43172.53025,-117.002441,137.002441,44.01888429,8.270633,8.308398,8.200004,8.229559,7.748425,7.743499,8.393763,8.386374,-0.275848,0.265996,-0.170768,0.175694,-0.472897,0.459761,0.13464,0.141208,-0.545146,0.528726,-0.394078,0.399004
43172.53026,-117.177467,137.177467,44.07512015,8.28541,8.323175,8.204929,8.234484,7.769772,7.764846,8.411824,8.404435,-0.275848,0.265996,-0.170768,0.175694,-0.472897,0.459761,0.13464,0.141208,-0.54843,0.53201,-0.394078,0.399004
43172.53027,-118.42363,138.42363,44.47551232,8.305114,8.342879,8.23859,8.268145,7.800969,7.796043,8.438096,8.430707,-0.272564,0.262712,-0.167484,0.17241,-0.474539,0.461403,0.141208,0.147776,-0.54843,0.53201,-0.394078,0.399004
43172.53029,-118.24176,138.24176,44.41707749,8.313324,8.351089,8.250905,8.28046,7.820673,7.815747,8.4578,8.450411,-0.265997,0.256145,-0.167484,0.17241,-0.472897,0.459761,0.141208,0.147776,-0.54843,0.53201,-0.397362,0.402288
43172.5303,-118.835045,138.835045,44.60769996,8.336312,8.374077,8.265682,8.295237,7.838734,7.833808,8.475862,8.468473,-0.265997,0.256145,-0.167484,0.17241,-0.476181,0.463045,0.147776,0.154344,-0.54843,0.53201,-0.397362,0.402288
43172.53031,-119.642204,139.642204,44.86704015,8.3593,8.397065,8.275535,8.30509,7.869932,7.865006,8.498849,8.49146,-0.265997,0.256145,-0.170768,0.175694,-0.476181,0.463045,0.157628,0.164196,-0.54843,0.53201,-0.397362,0.402288
43172.53032,-120.259544,140.259544,45.06539149,8.370793,8.408558,8.308374,8.337929,7.892919,7.887993,8.513627,8.506238,-0.282416,0.272564,-0.167484,0.17241,-0.476181,0.463045,0.141208,0.147776,-0.54843,0.53201,-0.394078,0.399004
43172.53033,-120.259544,140.259544,45.06539149,8.388035,8.4258,8.318226,8.347781,7.910981,7.906055,8.534973,8.527584,-0.269281,0.259429,-0.170768,0.175694,-0.476181,0.463045,0.147776,0.154344,-0.545146,0.528726,-0.394078,0.399004
43172.53034,-120.797653,140.797653,45.23828591,8.392139,8.429904,8.331362,8.360917,7.932327,7.927401,8.553035,8.545646,-0.265997,0.256145,-0.170768,0.175694,-0.476181,0.463045,0.15106,0.157628,-0.54843,0.53201,-0.397362,0.402288
43172.53036,-121.126076,141.126076,45.34380822,8.40856,8.446325,8.342855,8.37241,7.948746,7.94382,8.571096,8.563707,-0.256145,0.246293,-0.170768,0.175694,-0.476181,0.463045,0.157628,0.164196,-0.54843,0.53201,-0.397362,0.402288
43172.53037,-121.297134,141.297134,45.39876915,8.413486,8.451251,8.351066,8.380621,7.96024,7.955314,8.58259,8.575201,-0.259429,0.249577,-0.170768,0.175694,-0.476181,0.463045,0.157628,0.164196,-0.54843,0.53201,-0.400646,0.405572
43172.53038,-122.472443,142.472443,45.77639594,8.433189,8.470954,8.37077,8.400325,7.998005,7.993079,8.60722,8.599831,-0.272564,0.262712,-0.170768,0.175694,-0.476181,0.463045,0.164195,0.170763,-0.54843,0.53201,-0.397362,0.402288
43172.53039,-122.472443,142.472443,45.77639594,8.449609,8.487374,8.379801,8.409356,8.017709,8.012783,8.625282,8.617893,-0.272564,0.262712,-0.170768,0.175694,-0.476181,0.463045,0.167479,0.174047,-0.54843,0.53201,-0.397362,0.402288
43172.5304,-122.346642,142.346642,45.73597607,8.464387,8.502152,8.393757,8.423312,8.032487,8.027561,8.635134,8.627745,-0.275848,0.265996,-0.170768,0.175694,-0.495885,0.482749,0.167479,0.174047,-0.54843,0.53201,-0.440054,0.44498
43172.53041,-122.597816,142.597816,45.81667828,8.472597,8.510362,8.402788,8.432343,8.042338,8.037412,8.646627,8.639238,-0.267639,0.257787,-0.170768,0.175694,-0.643666,0.63053,0.174047,0.180615,-0.54843,0.53201,-0.581266,0.586192
43172.53043,-123.114288,143.114288,45.98262073,8.485733,8.523498,8.415103,8.444658,8.062042,8.057116,8.659763,8.652374,-0.265997,0.256145,-0.170768,0.175694,-0.643666,0.63053,0.169121,0.175689,-0.546788,0.530368,-0.581266,0.586192
43172.53044,-123.676453,143.676453,46.16324435,8.493943,8.531708,8.483245,8.5128,8.088314,8.083388,8.684394,8.677005,-0.272564,0.262712,-0.170768,0.175694,-0.643666,0.63053,0.180615,0.187183,-0.545146,0.528726,-0.582908,0.587834
43172.53045,-124.007523,144.007523,46.26961714,8.513647,8.551412,8.551388,8.580943,8.111301,8.106375,8.702456,8.695067,-0.272564,0.262712,-0.170768,0.175694,-0.643666,0.63053,0.174047,0.180615,-0.551714,0.535294,-0.58455,0.589476
43172.53046,-124.310791,144.310791,46.36705715,8.521856,8.559621,8.554671,8.584226,8.137573,8.132647,8.717233,8.709844,-0.275848,0.265996,-0.170768,0.175694,-0.643666,0.63053,0.187183,0.193751,-0.54843,0.53201,-0.58455,0.589476
43172.53047,-124.207275,144.207275,46.33379746,8.526783,8.564548,8.54482,8.574375,8.145783,8.140857,8.720517,8.713128,-0.275848,0.265996,-0.170768,0.175694,-0.643666,0.63053,0.187183,0.193751,-0.54843,0.53201,-0.58455,0.589476
43172.53048,-124.774292,144.774292,46.51598002,8.543202,8.580967,8.564524,8.594079,8.172054,8.167128,8.743505,8.736116,-0.269281,0.259429,-0.170768,0.175694,-0.64695,0.633814,0.190467,0.197035,-0.54843,0.53201,-0.591118,0.596044
43172.5305,-125.302689,145.302689,46.68575398,8.557981,8.595746,8.562881,8.592436,8.188475,8.183549,8.759925,8.752536,-0.269281,0.259429,-0.170768,0.175694,-0.643666,0.63053,0.188825,0.195393,-0.545146,0.528726,-0.591118,0.596044
43172.53051,-125.402229,145.402229,46.71773618,8.561264,8.599029,8.585869,8.615424,8.204894,8.199968,8.771419,8.76403,-0.269281,0.259429,-0.170768,0.175694,-0.643666,0.63053,0.188825,0.195393,-0.54843,0.53201,-0.591118,0.596044
43172.53052,-125.377068,145.377068,46.70965195,8.5744,8.612165,8.589153,8.618708,8.213104,8.208178,8.779629,8.77224,-0.279132,0.26928,-0.170768,0.175694,-0.643666,0.63053,0.193751,0.200319,-0.54843,0.53201,-0.587834,0.59276
43172.53053,-125.59845,145.59845,46.78078199,8.576042,8.613807,8.600647,8.630202,8.219672,8.214746,8.788659,8.78127,-0.265997,0.256145,-0.170768,0.175694,-0.643666,0.63053,0.200318,0.206886,-0.54843,0.53201,-0.591118,0.596044
43172.53054,-126.166794,146.166794,46.96339091,8.595746,8.633511,8.612141,8.641696,8.25087,8.245944,8.809184,8.801795,-0.262713,0.252861,-0.170768,0.175694,-0.643666,0.63053,0.198676,0.205244,-0.545146,0.528726,-0.594402,0.599328
43172.53055,-126.404282,146.404282,47.03969581,8.594104,8.631869,8.608036,8.637591,8.262363,8.257437,8.819036,8.811647,-0.262713,0.252861,-0.170768,0.175694,-0.643666,0.63053,0.213454,0.220022,-0.545146,0.528726,-0.591118,0.596044
43172.53057,-126.605133,146.605133,47.10422923,8.618734,8.656499,8.63677,8.666325,8.288635,8.283709,8.843666,8.836277,-0.265997,0.256145,-0.170768,0.175694,-0.64695,0.633814,0.200318,0.206886,-0.54843,0.53201,-0.594402,0.599328
43172.53058,-127.328423,147.328423,47.33662231,8.626944,8.664709,8.646623,8.676178,8.300129,8.295203,8.853518,8.846129,-0.269281,0.259429,-0.170768,0.175694,-0.643666,0.63053,0.213454,0.220022,-0.54843,0.53201,-0.591118,0.596044
43172.53059,-128.146835,148.146835,47.59957809,8.64829,8.686055,8.672894,8.702449,8.329684,8.324758,8.874864,8.867475,-0.269281,0.259429,-0.170768,0.175694,-0.643666,0.63053,0.213454,0.220022,-0.54843,0.53201,-0.600969,0.605895
