Extension,Load,Tensile strain,Tensile stress,Strain 1,Tensile extension,Offset strain,Tensile stress offset
3.64437,"5,639.14",0.03057,645.80212,0.00003,1.52831,,
3.64594,"5,635.93",0.03059,645.43451,0.00003,1.52928,,
3.648,"5,641.99",0.03061,646.12854,0.00003,1.53057,,
3.64962,"5,639.69",0.03063,645.86462,0.00003,1.53159,,
3.65087,"5,637.71",0.03065,645.6377,0.00003,1.53237,,
3.65287,"5,638.25",0.03067,645.70013,0.00003,1.53362,,
3.65481,"5,641.59",0.0307,646.08209,0.00003,1.53483,,
3.65619,"5,640.09",0.03071,645.91071,0.00003,1.53569,,
3.6575,"5,634.70",0.03073,645.29346,0.00003,1.53651,,
3.65969,"5,640.89",0.03076,646.00214,0.00003,1.53788,,
3.66131,"5,640.20",0.03078,645.92322,0.00003,1.53889,,
3.66262,"5,638.22",0.03079,645.69592,0.00003,1.53971,,
3.6645,"5,637.98",0.03082,645.66827,0.00003,1.54089,,
3.66644,"5,642.61",0.03084,646.19904,0.00003,1.5421,,
3.66787,"5,639.90",0.03086,645.88873,0.00003,1.543,,
3.66906,"5,635.55",0.03087,645.39099,0.00003,1.54374,,
3.67137,"5,640.88",0.0309,646.00079,0.00003,1.54518,,
3.673,"5,640.84",0.03092,645.99585,0.00003,1.5462,,
3.67437,"5,639.34",0.03094,645.82507,0.00003,1.54706,,
3.676,"5,637.26",0.03096,645.586,0.00003,1.54807,,
3.67806,"5,642.57",0.03099,646.19427,0.00003,1.54936,,
3.67969,"5,641.55",0.03101,646.07727,0.00003,1.55038,,
3.68081,"5,636.60",0.03102,645.51062,0.00003,1.55108,,
3.68294,"5,640.58",0.03105,645.96655,0.00003,1.55241,,
3.68456,"5,641.21",0.03107,646.0387,0.00003,1.55343,,
3.68612,"5,640.97",0.03109,646.0108,0.00003,1.5544,,
3.68756,"5,637.75",0.03111,645.64264,0.00003,1.5553,,
3.68981,"5,643.62",0.03113,646.31433,0.00003,1.55671,,
3.69144,"5,642.86",0.03115,646.22815,0.00003,1.55772,,
3.6925,"5,637.62",0.03117,645.62726,0.00003,1.55839,,
3.6945,"5,639.62",0.03119,645.85687,0.00003,1.55964,,
3.69625,"5,642.57",0.03121,646.19446,0.00003,1.56073,,
3.69781,"5,641.54",0.03123,646.07648,0.00003,1.56171,,
3.69925,"5,639.23",0.03125,645.81183,0.00003,1.56261,,
3.7015,"5,643.59",0.03128,646.31165,0.00003,1.56401,,
3.70312,"5,643.53",0.0313,646.30432,0.00003,1.56503,,
3.70419,"5,639.38",0.03131,645.82867,0.00003,1.56569,,
3.70606,"5,638.70",0.03134,645.75085,0.00003,1.56686,,
3.708,"5,643.75",0.03136,646.32983,0.00003,1.56807,,
3.70956,"5,642.52",0.03138,646.18823,0.00003,1.56905,,
3.71087,"5,639.16",0.0314,645.80365,0.00003,1.56987,,
3.71306,"5,642.50",0.03142,646.1864,0.00003,1.57124,,
3.71475,"5,644.09",0.03145,646.3689,0.00004,1.57229,,
3.716,"5,641.05",0.03146,646.02081,0.00004,1.57307,,
3.71762,"5,638.94",0.03148,645.77875,0.00003,1.57409,,
3.71962,"5,644.11",0.03151,646.37103,0.00003,1.57534,,
3.72125,"5,643.27",0.03153,646.27502,0.00003,1.57636,,
3.7225,"5,639.97",0.03154,645.89624,0.00003,1.57714,,
3.72462,"5,642.70",0.03157,646.20947,0.00003,1.57846,,
3.7265,"5,645.89",0.03159,646.57465,0.00003,1.57964,,
3.72775,"5,643.39",0.03161,646.28796,0.00003,1.58042,,
3.72919,"5,638.94",0.03163,645.77869,0.00003,1.58132,,
3.73131,"5,644.60",0.03165,646.42725,0.00003,1.58264,,
3.73294,"5,643.53",0.03167,646.30493,0.00003,1.58366,,
3.73425,"5,641.75",0.03169,646.10052,0.00003,1.58448,,
3.73625,"5,643.54",0.03171,646.30493,0.00003,1.58573,,
3.73812,"5,646.42",0.03174,646.63574,0.00003,1.5869,,
3.7395,"5,644.42",0.03176,646.40576,0.00003,1.58776,,
3.74081,"5,639.41",0.03177,645.83203,0.00004,1.58858,,
3.743,"5,645.51",0.0318,646.53156,0.00003,1.58995,,
3.74462,"5,645.06",0.03182,646.47974,0.00004,1.59096,,
3.74594,"5,642.08",0.03184,646.13861,0.00004,1.59179,,
3.74775,"5,642.02",0.03186,646.13184,0.00004,1.59292,,
3.74975,"5,646.97",0.03188,646.69794,0.00003,1.59417,,
3.75131,"5,645.98",0.0319,646.58502,0.00003,1.59514,,
3.75244,"5,640.02",0.03192,645.90228,0.00003,1.59585,,
3.75475,"5,645.45",0.03195,646.52454,0.00003,1.59729,,
3.75631,"5,645.23",0.03197,646.49963,0.00003,1.59827,,
3.75762,"5,642.51",0.03198,646.18732,0.00003,1.59909,,
3.75931,"5,641.99",0.032,646.12811,0.00003,1.60014,,
3.76144,"5,647.56",0.03203,646.76587,0.00004,1.60147,,
3.76312,"5,646.84",0.03205,646.68372,0.00003,1.60253,,
3.76412,"5,640.88",0.03206,646.00043,0.00003,1.60315,,
3.76625,"5,643.79",0.03209,646.33362,0.00003,1.60448,,
3.76787,"5,645.36",0.03211,646.51392,0.00003,1.6055,,
3.76937,"5,644.10",0.03213,646.37018,0.00003,1.60643,,
3.771,"5,642.18",0.03215,646.14948,0.00003,1.60745,,
3.77312,"5,646.97",0.03218,646.69788,0.00004,1.60878,,
3.77475,"5,646.58",0.0322,646.65417,0.00003,1.60979,,
3.77581,"5,641.35",0.03221,646.05444,0.00003,1.61046,,
3.77787,"5,642.96",0.03223,646.23877,0.00004,1.61175,,
3.77962,"5,645.57",0.03226,646.53802,0.00004,1.61284,,
3.78112,"5,644.39",0.03228,646.40302,0.00004,1.61378,,
3.78256,"5,641.92",0.03229,646.11957,0.00004,1.61468,,
3.78469,"5,645.91",0.03232,646.57727,0.00003,1.616,,
3.78644,"5,646.65",0.03234,646.66199,0.00003,1.6171,,
3.78756,"5,642.19",0.03236,646.15039,0.00004,1.6178,,
3.7895,"5,642.15",0.03238,646.14673,0.00004,1.61901,,
3.79131,"5,645.45",0.0324,646.52417,0.00004,1.62014,,
3.79281,"5,644.27",0.03242,646.38867,0.00004,1.62108,,
3.79419,"5,641.25",0.03244,646.04272,0.00004,1.62194,,
3.79637,"5,645.23",0.03247,646.49957,0.00004,1.62331,,
3.79819,"5,646.40",0.03249,646.63293,0.00004,1.62444,,
3.79931,"5,642.53",0.0325,646.18994,0.00004,1.62514,,
3.801,"5,639.73",0.03252,645.86902,0.00004,1.6262,,
3.80294,"5,645.57",0.03255,646.53802,0.00004,1.62741,,
3.80456,"5,644.00",0.03257,646.35797,0.00003,1.62843,,
3.80594,"5,641.89",0.03259,646.11621,0.00003,1.62928,,
3.808,"5,643.91",0.03261,646.34839,0.00003,1.63057,,
3.80975,"5,645.53",0.03263,646.5329,0.00004,1.63167,,
3.81106,"5,642.88",0.03265,646.23029,0.00004,1.63249,,
3.81256,"5,639.57",0.03267,645.85107,0.00004,1.63343,,
3.81469,"5,645.83",0.0327,646.56805,0.00003,1.63475,,
3.81625,"5,644.23",0.03271,646.38446,0.00004,1.63573,,
3.81756,"5,640.85",0.03273,645.99744,0.00004,1.63655,,
3.8195,"5,642.25",0.03276,646.15771,0.00004,1.63776,,
3.82137,"5,645.35",0.03278,646.51318,0.00004,1.63893,,
3.82281,"5,643.89",0.0328,646.34546,0.00004,1.63983,,
3.82419,"5,639.31",0.03281,645.82153,0.00004,1.64069,,
3.82644,"5,645.91",0.03284,646.57672,0.00004,1.6421,,
3.82794,"5,643.58",0.03286,646.31036,0.00004,1.64304,,
3.82925,"5,641.51",0.03288,646.073,0.00004,1.64386,,
3.83106,"5,640.68",0.0329,645.97803,0.00004,1.64499,,
3.83312,"5,646.06",0.03293,646.59381,0.00004,1.64628,,
3.83456,"5,644.38",0.03294,646.40131,0.00004,1.64718,,
3.83581,"5,638.70",0.03296,645.75177,0.00004,1.64796,,
3.838,"5,644.98",0.03299,646.47003,0.00004,1.64932,,
3.83962,"5,644.04",0.03301,646.36279,0.00004,1.65034,,
3.841,"5,642.15",0.03302,646.14667,0.00004,1.6512,,
3.84269,"5,640.96",0.03305,646.01025,0.00004,1.65225,,
3.84475,"5,646.07",0.03307,646.59534,0.00004,1.65354,,
3.84631,"5,644.97",0.03309,646.46912,0.00004,1.65452,,
3.84737,"5,638.92",0.0331,645.77667,0.00004,1.65518,,
3.84975,"5,643.95",0.03313,646.35236,0.00004,1.65667,,
3.85131,"5,644.37",0.03315,646.40002,0.00004,1.65764,,
3.85275,"5,642.60",0.03317,646.19806,0.00004,1.65854,,
3.85425,"5,640.43",0.03319,645.94879,0.00004,1.65948,,
3.85637,"5,645.35",0.03322,646.51288,0.00004,1.66081,,
3.85806,"5,645.65",0.03324,646.54688,0.00004,1.66186,,
3.85919,"5,640.49",0.03325,645.95673,0.00004,1.66257,,
3.86131,"5,643.16",0.03328,646.26147,0.00004,1.66389,,
3.863,"5,645.47",0.0333,646.52692,0.00004,1.66495,,
3.86444,"5,643.06",0.03332,646.25024,0.00004,1.66585,,
3.86581,"5,640.25",0.03333,645.92889,0.00004,1.66671,,
3.86806,"5,645.58",0.03336,646.53912,0.00004,1.66811,,
3.86981,"5,646.25",0.03338,646.61542,0.00004,1.66921,,
3.87087,"5,640.99",0.0334,646.01349,0.00004,1.66987,,
3.87281,"5,642.08",0.03342,646.13831,0.00004,1.67108,,
3.87462,"5,645.46",0.03344,646.5249,0.00004,1.67221,,
3.87619,"5,644.46",0.03346,646.41071,0.00004,1.67319,,
3.87756,"5,641.09",0.03348,646.02533,0.00004,1.67405,,
3.87969,"5,644.98",0.03351,646.47076,0.00004,1.67538,,
3.8815,"5,645.99",0.03353,646.58557,0.00004,1.67651,,
3.88256,"5,641.88",0.03354,646.1153,0.00004,1.67718,,
3.88437,"5,640.60",0.03357,645.96918,0.00004,1.67831,,
3.88637,"5,646.27",0.03359,646.61847,0.00004,1.67956,,
3.88794,"5,644.67",0.03361,646.43536,0.00004,1.68053,,
3.88925,"5,641.48",0.03363,646.07013,0.00004,1.68136,,
3.89125,"5,643.11",0.03365,646.25586,0.00004,1.68261,,
3.89312,"5,646.22",0.03368,646.61237,0.00004,1.68378,,
3.89437,"5,643.40",0.03369,646.29004,0.00004,1.68456,,
3.89594,"5,640.15",0.03371,645.91705,0.00004,1.68553,,
3.898,"5,646.17",0.03374,646.60645,0.00004,1.68682,,
3.89962,"5,644.25",0.03376,646.38715,0.00004,1.68784,,
3.90087,"5,641.80",0.03377,646.10577,0.00004,1.68862,,
3.90287,"5,643.10",0.0338,646.25464,0.00004,1.68987,,
3.90481,"5,645.97",0.03382,646.58423,0.00004,1.69108,,
3.90619,"5,644.46",0.03384,646.41052,0.00004,1.69194,,
3.9075,"5,640.43",0.03386,645.9494,0.00004,1.69276,,
3.90962,"5,645.35",0.03388,646.51288,0.00004,1.69409,,
3.91131,"5,645.13",0.0339,646.48816,0.00004,1.69514,,
3.91262,"5,643.08",0.03392,646.25275,0.00004,1.69596,,
3.91444,"5,642.54",0.03394,646.19055,0.00004,1.6971,,
3.91644,"5,646.97",0.03397,646.69794,0.00004,1.69835,,
3.91787,"5,644.97",0.03398,646.46875,0.00004,1.69925,,
3.91906,"5,639.89",0.034,645.88715,0.00004,1.69999,,
3.92131,"5,645.50",0.03403,646.52979,0.00004,1.70139,,
3.92294,"5,645.00",0.03405,646.47302,0.00004,1.70241,,
3.92437,"5,643.75",0.03407,646.33002,0.00004,1.70331,,
3.926,"5,642.03",0.03409,646.13281,0.00004,1.70432,,
3.92806,"5,647.09",0.03411,646.7124,0.00004,1.70561,,
3.92969,"5,646.48",0.03413,646.6424,0.00004,1.70663,,
3.93081,"5,640.90",0.03415,646.00299,0.00004,1.70733,,
3.933,"5,644.69",0.03417,646.43756,0.00004,1.7087,,
3.93462,"5,645.36",0.03419,646.5144,0.00004,1.70971,,
3.93612,"5,644.46",0.03421,646.41034,0.00004,1.71065,,
3.93756,"5,641.74",0.03423,646.09943,0.00004,1.71155,,
3.93981,"5,647.29",0.03426,646.73523,0.00005,1.71296,,
3.94144,"5,646.69",0.03428,646.6665,0.00004,1.71397,,
3.9425,"5,641.61",0.03429,646.08484,0.00005,1.71464,,
3.9445,"5,643.82",0.03432,646.33759,0.00005,1.71589,,
3.94625,"5,646.18",0.03434,646.6076,0.00005,1.71698,,
3.94781,"5,645.50",0.03436,646.53033,0.00004,1.71796,,
3.94925,"5,642.87",0.03438,646.22876,0.00005,1.71886,,
3.9515,"5,646.89",0.03441,646.68903,0.00005,1.72026,,
3.95312,"5,647.16",0.03443,646.72052,0.00005,1.72128,,
3.95419,"5,642.40",0.03444,646.17487,0.00005,1.72194,,
3.95606,"5,642.71",0.03446,646.21094,0.00004,1.72311,,
3.958,"5,647.16",0.03449,646.72034,0.00004,1.72432,,
3.9595,"5,646.44",0.03451,646.63757,0.00004,1.72526,,
3.96087,"5,642.77",0.03452,646.2171,0.00004,1.72612,,
3.963,"5,646.14",0.03455,646.60315,0.00005,1.72745,,
3.96475,"5,647.45",0.03457,646.75378,0.00005,1.72854,,
3.966,"5,644.22",0.03459,646.38367,0.00004,1.72932,,
3.96762,"5,642.10",0.03461,646.14087,0.00004,1.73034,,
3.96969,"5,646.95",0.03463,646.69586,0.00004,1.73163,,
3.97125,"5,645.83",0.03465,646.56818,0.00004,1.73261,,
3.9725,"5,642.54",0.03467,646.19141,0.00004,1.73339,,
3.97462,"5,644.64",0.03469,646.4314,0.00004,1.73471,,
3.9765,"5,647.81",0.03472,646.79431,0.00004,1.73589,,
3.97775,"5,645.06",0.03473,646.47986,0.00004,1.73667,,
3.97925,"5,640.62",0.03475,645.97137,0.00004,1.73761,,
3.98131,"5,646.32",0.03478,646.62445,0.00004,1.73889,,
3.98294,"5,645.13",0.0348,646.48804,0.00005,1.73991,,
3.98425,"5,642.02",0.03481,646.13184,0.00005,1.74073,,
3.98625,"5,643.66",0.03484,646.31915,0.00005,1.74198,,
3.98812,"5,647.05",0.03486,646.70697,0.00005,1.74315,,
3.9895,"5,644.67",0.03488,646.4353,0.00005,1.74401,,
3.99075,"5,639.58",0.0349,645.85162,0.00005,1.74479,,
3.993,"5,645.45",0.03492,646.5246,0.00005,1.7462,,
3.99462,"5,645.25",0.03494,646.50079,0.00005,1.74721,,
3.99594,"5,641.69",0.03496,646.09338,0.00004,1.74803,,
3.99775,"5,641.90",0.03498,646.11731,0.00004,1.74917,,
3.99975,"5,646.72",0.03501,646.6701,0.00004,1.75042,,
4.00131,"5,645.38",0.03503,646.51642,0.00004,1.75139,,
4.00237,"5,639.77",0.03504,645.87402,0.00004,1.75206,,
4.00475,"5,644.60",0.03507,646.42645,0.00004,1.75354,,
4.00631,"5,644.21",0.03509,646.3822,0.00004,1.75452,,
4.00762,"5,642.54",0.03511,646.19116,0.00005,1.75534,,
4.00931,"5,641.40",0.03513,646.06012,0.00004,1.75639,,
4.01144,"5,646.70",0.03515,646.66742,0.00005,1.75772,,
4.01312,"5,646.18",0.03518,646.60767,0.00005,1.75878,,
4.01419,"5,640.10",0.03519,645.91174,0.00005,1.75944,,
4.01625,"5,642.83",0.03521,646.22467,0.00005,1.76073,,
4.01787,"5,644.23",0.03523,646.38477,0.00005,1.76175,,
4.01937,"5,643.12",0.03525,646.2569,0.00005,1.76268,,
4.02094,"5,641.55",0.03527,646.07776,0.00005,1.76366,,
4.02312,"5,646.74",0.0353,646.67212,0.00005,1.76503,,
4.02481,"5,645.81",0.03532,646.56561,0.00004,1.76608,,
4.02587,"5,640.53",0.03533,645.96075,0.00005,1.76675,,
4.02787,"5,641.89",0.03536,646.11633,0.00005,1.768,,
4.02962,"5,644.61",0.03538,646.42847,0.00005,1.76909,,
4.03112,"5,643.91",0.0354,646.3476,0.00005,1.77003,,
4.03262,"5,641.00",0.03542,646.01465,0.00005,1.77096,,
4.03469,"5,645.06",0.03545,646.4801,0.00005,1.77225,,
4.03644,"5,645.25",0.03547,646.50079,0.00005,1.77335,,
4.03756,"5,641.40",0.03548,646.05988,0.00005,1.77405,,
4.0395,"5,641.33",0.03551,646.05237,0.00005,1.77526,,
4.04131,"5,644.85",0.03553,646.45538,0.00005,1.77639,,
4.04281,"5,642.84",0.03555,646.22528,0.00005,1.77733,,
4.04419,"5,640.01",0.03556,645.90173,0.00005,1.77819,,
4.04637,"5,644.44",0.03559,646.40839,0.00005,1.77956,,
4.04812,"5,645.40",0.03561,646.51807,0.00005,1.78065,,
4.04931,"5,641.77",0.03563,646.10284,0.00005,1.78139,,
4.051,"5,639.16",0.03565,645.80377,0.00005,1.78245,,
4.05294,"5,644.78",0.03567,646.44739,0.00005,1.78366,,
4.05456,"5,643.53",0.03569,646.30396,0.00005,1.78468,,
4.05594,"5,640.70",0.03571,645.98041,0.00005,1.78553,,
4.058,"5,643.24",0.03574,646.27106,0.00005,1.78682,,
4.05975,"5,644.75",0.03576,646.44391,0.00005,1.78792,,
4.06106,"5,641.63",0.03577,646.0871,0.00005,1.78874,,
4.06256,"5,638.18",0.03579,645.69135,0.00005,1.78968,,
4.06475,"5,645.06",0.03582,646.48016,0.00005,1.79104,,
4.06625,"5,643.22",0.03584,646.2688,0.00005,1.79198,,
4.06756,"5,639.83",0.03586,645.88037,0.00005,1.7928,,
4.0695,"5,640.94",0.03588,646.00806,0.00005,1.79401,,
4.07137,"5,644.63",0.0359,646.43048,0.00005,1.79518,,
4.07281,"5,642.84",0.03592,646.22522,0.00005,1.79608,,
4.07419,"5,637.97",0.03594,645.6673,0.00005,1.79694,,
4.07644,"5,644.48",0.03597,646.41321,0.00005,1.79835,,
4.07794,"5,642.16",0.03599,646.14734,0.00005,1.79929,,
4.07925,"5,639.83",0.036,645.8808,0.00005,1.80011,,
4.08106,"5,639.96",0.03602,645.89557,0.00005,1.80124,,
4.08312,"5,644.72",0.03605,646.44073,0.00005,1.80253,,
4.08462,"5,643.53",0.03607,646.30396,0.00005,1.80346,,
4.08581,"5,637.87",0.03608,645.65588,0.00005,1.80421,,
4.088,"5,643.22",0.03611,646.26935,0.00005,1.80557,,
4.08956,"5,642.62",0.03613,646.19971,0.00005,1.80655,,
4.091,"5,641.39",0.03615,646.05884,0.00005,1.80745,,
4.09269,"5,639.95",0.03617,645.89404,0.00005,1.8085,,
4.09475,"5,644.76",0.0362,646.44507,0.00005,1.80979,,
4.09631,"5,644.00",0.03622,646.3584,0.00005,1.81077,,
4.09737,"5,638.78",0.03623,645.76031,0.00005,1.81143,,
4.09969,"5,643.32",0.03626,646.28076,0.00005,1.81288,,
4.10131,"5,644.28",0.03628,646.39026,0.00005,1.81389,,
4.10269,"5,642.17",0.0363,646.14819,0.00005,1.81475,,
4.10425,"5,640.16",0.03631,645.91815,0.00005,1.81573,,
4.10637,"5,645.17",0.03634,646.49164,0.00005,1.81706,,
4.10806,"5,645.82",0.03636,646.56635,0.00005,1.81811,,
4.10919,"5,640.50",0.03638,645.95721,0.00005,1.81882,,
4.11131,"5,643.10",0.0364,646.25476,0.00005,1.82014,,
4.113,"5,644.96",0.03642,646.46783,0.00005,1.8212,,
4.11444,"5,643.13",0.03644,646.25824,0.00005,1.8221,,
4.11587,"5,640.45",0.03646,645.95148,0.00005,1.823,,
4.11806,"5,645.57",0.03649,646.53802,0.00005,1.82436,,
4.11981,"5,646.46",0.03651,646.64001,0.00005,1.82546,,
4.12087,"5,641.01",0.03652,646.01605,0.00005,1.82612,,
4.12281,"5,641.76",0.03655,646.10205,0.00005,1.82733,,
4.12462,"5,645.12",0.03657,646.48615,0.00005,1.82846,,
4.12619,"5,644.23",0.03659,646.38397,0.00005,1.82944,,
4.12756,"5,641.19",0.03661,646.0368,0.00005,1.8303,,
4.12969,"5,644.42",0.03663,646.40686,0.00005,1.83163,,
4.1315,"5,645.53",0.03666,646.53308,0.00005,1.83276,,
4.13256,"5,641.73",0.03667,646.09833,0.00006,1.83343,,
4.13431,"5,639.98",0.03669,645.89752,0.00005,1.83452,,
4.13631,"5,645.00",0.03672,646.47272,0.00005,1.83577,,
4.13794,"5,643.84",0.03674,646.34003,0.00005,1.83679,,
4.13925,"5,640.76",0.03675,645.98749,0.00005,1.83761,,
4.14125,"5,642.43",0.03678,646.17871,0.00006,1.83886,,
4.14312,"5,644.70",0.0368,646.43823,0.00006,1.84003,,
4.14437,"5,642.60",0.03682,646.19812,0.00006,1.84081,,
4.14594,"5,638.70",0.03684,645.75092,0.00005,1.84178,,
4.148,"5,644.75",0.03686,646.44379,0.00005,1.84307,,
4.14962,"5,642.73",0.03688,646.2132,0.00005,1.84409,,
4.15087,"5,640.08",0.0369,645.90918,0.00005,1.84487,,
4.15287,"5,641.15",0.03692,646.03192,0.00005,1.84612,,
4.15481,"5,644.25",0.03695,646.38721,0.00006,1.84733,,
4.15619,"5,642.48",0.03696,646.18445,0.00005,1.84819,,
4.15756,"5,638.04",0.03698,645.67584,0.00005,1.84905,,
4.15962,"5,642.95",0.03701,646.23816,0.00005,1.85034,,
4.16125,"5,642.76",0.03703,646.21643,0.00005,1.85136,,
4.16262,"5,640.79",0.03704,645.99048,0.00005,1.85221,,
4.16444,"5,640.48",0.03707,645.9552,0.00006,1.85335,,
4.16644,"5,644.74",0.03709,646.44318,0.00005,1.8546,,
4.16787,"5,642.72",0.03711,646.21124,0.00005,1.8555,,
4.16906,"5,638.02",0.03712,645.67279,0.00005,1.85624,,
4.17131,"5,643.21",0.03715,646.26794,0.00005,1.85764,,
4.17294,"5,643.64",0.03717,646.31702,0.00005,1.85866,,
4.17444,"5,642.09",0.03719,646.13989,0.00005,1.8596,,
4.176,"5,640.13",0.03721,645.91541,0.00006,1.86057,,
4.17806,"5,645.25",0.03724,646.50128,0.00005,1.86186,,
4.17969,"5,644.27",0.03726,646.38959,0.00005,1.86288,,
4.18081,"5,639.69",0.03727,645.86432,0.00005,1.86358,,
4.183,"5,643.89",0.0373,646.34583,0.00006,1.86495,,
4.18456,"5,644.20",0.03732,646.3808,0.00005,1.86593,,
4.18612,"5,643.43",0.03734,646.29297,0.00005,1.8669,,
4.18756,"5,641.00",0.03736,646.01453,0.00005,1.8678,,
4.18981,"5,646.05",0.03738,646.59351,0.00005,1.86921,,
4.19144,"5,645.90",0.0374,646.57635,0.00005,1.87022,,
4.1925,"5,641.45",0.03742,646.06635,0.00006,1.87089,,
4.1945,"5,642.52",0.03744,646.18878,0.00006,1.87214,,
4.19625,"5,645.74",0.03746,646.5575,0.00006,1.87323,,
4.19781,"5,644.78",0.03748,646.44751,0.00006,1.87421,,
4.19925,"5,641.89",0.0375,646.11615,0.00006,1.87511,,
4.2015,"5,647.04",0.03753,646.70593,0.00006,1.87651,,
4.20312,"5,647.12",0.03755,646.716,0.00006,1.87753,,
4.20425,"5,641.98",0.03756,646.12671,0.00006,1.87823,,
4.20606,"5,642.31",0.03759,646.16443,0.00006,1.87936,,
4.208,"5,646.79",0.03761,646.67773,0.00006,1.88057,,
4.2095,"5,645.42",0.03763,646.52069,0.00006,1.88151,,
4.21087,"5,641.78",0.03765,646.104,0.00006,1.88237,,
4.213,"5,645.93",0.03767,646.57959,0.00006,1.8837,,
4.21475,"5,647.44",0.0377,646.75159,0.00006,1.88479,,
4.216,"5,644.13",0.03771,646.37335,0.00006,1.88557,,
4.21762,"5,641.98",0.03773,646.1272,0.00006,1.88659,,
4.21969,"5,647.11",0.03776,646.71478,0.00006,1.88788,,
4.22125,"5,645.32",0.03778,646.50909,0.00006,1.88886,,
4.2225,"5,641.93",0.03779,646.12079,0.00005,1.88964,,
4.22462,"5,644.32",0.03782,646.39514,0.00005,1.89096,,
4.2265,"5,647.00",0.03784,646.7019,0.00005,1.89214,,
4.22775,"5,644.06",0.03786,646.3656,0.00006,1.89292,,
4.22919,"5,640.44",0.03788,645.95081,0.00005,1.89382,,
4.23125,"5,645.08",0.0379,646.48138,0.00005,1.89511,,
4.23294,"5,644.11",0.03792,646.37085,0.00006,1.89616,,
4.23425,"5,641.94",0.03794,646.12231,0.00006,1.89698,,
4.23625,"5,643.38",0.03796,646.28741,0.00006,1.89823,,
4.23812,"5,646.61",0.03799,646.65717,0.00006,1.8994,,
4.2395,"5,644.20",0.03801,646.38055,0.00006,1.90026,,
4.24075,"5,639.06",0.03802,645.7923,0.00006,1.90104,,
4.24306,"5,645.01",0.03805,646.47412,0.00006,1.90249,,
4.24462,"5,644.12",0.03807,646.3714,0.00006,1.90346,,
4.24594,"5,641.02",0.03809,646.01721,0.00006,1.90428,,
4.24775,"5,641.71",0.03811,646.09637,0.00006,1.90542,,
4.24981,"5,646.02",0.03813,646.58899,0.00006,1.90671,,
4.25131,"5,644.57",0.03815,646.42371,0.00005,1.90764,,
4.25244,"5,638.71",0.03817,645.75269,0.00005,1.90835,,
4.25475,"5,643.90",0.0382,646.34631,0.00006,1.90979,,
4.25625,"5,642.88",0.03821,646.23022,0.00006,1.91073,,
4.25762,"5,641.66",0.03823,646.09027,0.00006,1.91159,,
4.25931,"5,639.91",0.03825,645.88928,0.00006,1.91264,,
4.26144,"5,645.71",0.03828,646.55457,0.00006,1.91397,,
4.26312,"5,645.23",0.0383,646.49933,0.00006,1.91503,,
4.26419,"5,638.83",0.03831,645.76599,0.00006,1.91569,,
4.26625,"5,641.68",0.03834,646.09259,0.00006,1.91698,,
4.26787,"5,643.46",0.03836,646.29608,0.00006,1.918,,
4.26937,"5,642.86",0.03838,646.22748,0.00006,1.91893,,
4.271,"5,640.26",0.0384,645.93005,0.00006,1.91995,,
4.27312,"5,645.86",0.03843,646.57098,0.00005,1.92128,,
4.27481,"5,644.54",0.03845,646.41998,0.00006,1.92233,,
4.27581,"5,639.38",0.03846,645.82874,0.00006,1.92296,,
4.27787,"5,640.39",0.03848,645.94452,0.00006,1.92425,,
4.27956,"5,643.49",0.03851,646.30017,0.00006,1.9253,,
4.28112,"5,642.08",0.03853,646.13831,0.00006,1.92628,,
4.28256,"5,639.17",0.03854,645.80487,0.00006,1.92718,,
4.28475,"5,643.59",0.03857,646.31097,0.00006,1.92854,,
4.28644,"5,644.26",0.03859,646.38806,0.00006,1.9296,,
4.28756,"5,639.92",0.03861,645.89075,0.00006,1.9303,,
4.2895,"5,639.45",0.03863,645.8374,0.00006,1.93151,,
4.29125,"5,642.99",0.03865,646.24292,0.00006,1.93261,,
4.29281,"5,641.73",0.03867,646.09778,0.00006,1.93358,,
4.29425,"5,638.93",0.03869,645.77771,0.00006,1.93448,,
4.29637,"5,642.75",0.03872,646.21484,0.00006,1.93581,,
4.29819,"5,644.10",0.03874,646.37018,0.00006,1.93694,,
4.29931,"5,639.97",0.03875,645.89618,0.00006,1.93764,,
4.301,"5,637.19",0.03877,645.57855,0.00006,1.9387,,
4.30294,"5,643.15",0.0388,646.26117,0.00006,1.93991,,
4.30456,"5,641.75",0.03882,646.10083,0.00006,1.94093,,
4.30594,"5,639.48",0.03884,645.84113,0.00006,1.94178,,
4.308,"5,641.72",0.03886,646.09753,0.00005,1.94307,,
4.30975,"5,643.03",0.03888,646.24677,0.00006,1.94417,,
4.31106,"5,640.75",0.0389,645.98615,0.00006,1.94499,,
4.31256,"5,637.06",0.03892,645.56329,0.00006,1.94593,,
4.31469,"5,643.78",0.03895,646.33344,0.00006,1.94725,,
4.31625,"5,641.25",0.03896,646.04315,0.00006,1.94823,,
4.31756,"5,638.50",0.03898,645.72839,0.00006,1.94905,,
4.3195,"5,639.50",0.03901,645.84253,0.00006,1.95026,,
4.32137,"5,642.66",0.03903,646.20508,0.00006,1.95143,,
4.32281,"5,641.20",0.03905,646.03699,0.00006,1.95233,,
4.32419,"5,636.20",0.03906,645.46442,0.00006,1.95319,,
4.32644,"5,642.94",0.03909,646.23694,0.00006,1.9546,,
4.32794,"5,640.65",0.03911,645.97491,0.00006,1.95553,,
