Extension,Load,Tensile strain,Tensile stress,Strain 1,Tensile extension,Offset strain,Tensile stress offset
1.44612,"5,662.49",0.0052,648.47571,0.0052,0.25978,,
1.44775,"5,661.62",0.0052,648.3761,0.0052,0.26021,,
1.44912,"5,658.38",0.00521,648.00458,0.00521,0.2607,,
1.45131,"5,662.23",0.00523,648.44574,0.00523,0.2613,,
1.453,"5,662.23",0.00524,648.44647,0.00524,0.26188,,
1.45412,"5,657.46",0.00524,647.89978,0.00524,0.26223,,
1.45587,"5,656.43",0.00525,647.7818,0.00525,0.26271,,
1.45787,"5,661.60",0.00527,648.37366,0.00527,0.2633,,
1.45944,"5,660.24",0.00528,648.21783,0.00528,0.2638,,
1.46081,"5,656.48",0.00528,647.78735,0.00528,0.26416,,
1.46287,"5,659.66",0.00529,648.15186,0.00529,0.26468,,
1.46469,"5,661.00",0.0053,648.30542,0.0053,0.26519,,
1.46594,"5,657.33",0.00531,647.88489,0.00531,0.2656,,
1.4675,"5,653.79",0.00532,647.47913,0.00532,0.26591,,
1.46956,"5,659.73",0.00533,648.15936,0.00533,0.26653,,
1.47112,"5,657.27",0.00534,647.87744,0.00534,0.26692,,
1.47244,"5,654.00",0.00534,647.50287,0.00534,0.26722,,
1.4745,"5,655.38",0.00535,647.66101,0.00535,0.2676,,
1.47644,"5,658.21",0.00536,647.98517,0.00536,0.2681,,
1.47775,"5,654.58",0.00537,647.57013,0.00537,0.2684,,
1.47912,"5,648.65",0.00537,646.89026,0.00537,0.26861,,
1.48119,"5,654.11",0.00538,647.51562,0.00538,0.26906,,
1.48281,"5,652.94",0.00539,647.38159,0.00539,0.26942,,
1.48412,"5,649.85",0.00539,647.02771,0.00539,0.26967,,
1.48612,"5,650.91",0.0054,647.14899,0.0054,0.27002,,
1.488,"5,654.36",0.00541,647.54468,0.00541,0.27043,,
1.48944,"5,652.37",0.00541,647.31702,0.00541,0.2707,,
1.49069,"5,646.54",0.00542,646.64917,0.00542,0.27085,,
1.49294,"5,653.07",0.00543,647.39691,0.00543,0.27126,,
1.4945,"5,653.07",0.00543,647.39679,0.00543,0.27162,,
1.49587,"5,649.68",0.00544,647.00848,0.00544,0.27184,,
1.49762,"5,649.80",0.00544,647.02277,0.00544,0.27211,,
1.49969,"5,655.75",0.00545,647.70325,0.00545,0.27256,,
1.50125,"5,654.48",0.00546,647.55841,0.00546,0.27283,,
1.50231,"5,648.76",0.00546,646.9032,0.00546,0.27305,,
1.50462,"5,653.73",0.00547,647.4726,0.00547,0.27339,,
1.50612,"5,654.12",0.00547,647.51721,0.00547,0.27374,,
1.50756,"5,652.71",0.00548,647.35522,0.00548,0.274,,
1.50919,"5,651.19",0.00549,647.18103,0.00549,0.27428,,
1.51131,"5,657.12",0.00549,647.86053,0.00549,0.27472,,
1.51306,"5,657.15",0.0055,647.8642,0.0055,0.27506,,
1.51406,"5,651.61",0.0055,647.22961,0.0055,0.27522,,
1.51619,"5,653.35",0.00551,647.4295,0.00551,0.27557,,
1.51775,"5,656.01",0.00552,647.73389,0.00552,0.27595,,
1.51931,"5,655.24",0.00553,647.64514,0.00553,0.27625,,
1.52087,"5,653.32",0.00553,647.4256,0.00553,0.27652,,
1.52306,"5,658.90",0.00554,648.06396,0.00554,0.27697,,
1.52469,"5,658.65",0.00555,648.03625,0.00555,0.27728,,
1.52575,"5,653.67",0.00555,647.46515,0.00555,0.2775,,
1.52775,"5,654.01",0.00556,647.50464,0.00556,0.2778,,
1.5295,"5,658.52",0.00556,648.02148,0.00556,0.27824,,
1.53106,"5,657.43",0.00557,647.89642,0.00557,0.27856,,
1.53244,"5,654.48",0.00558,647.55792,0.00558,0.2788,,
1.53456,"5,659.06",0.00558,648.0824,0.00558,0.27921,,
1.53637,"5,660.36",0.00559,648.2323,0.00559,0.27963,,
1.5375,"5,656.57",0.0056,647.79816,0.0056,0.27987,,
1.53937,"5,655.02",0.0056,647.61975,0.0056,0.28019,,
1.54112,"5,659.88",0.00561,648.17676,0.00561,0.28069,,
1.54275,"5,658.72",0.00562,648.04358,0.00562,0.28098,,
1.54412,"5,656.01",0.00563,647.73334,0.00563,0.28128,,
1.54625,"5,659.65",0.00563,648.15076,0.00563,0.28171,,
1.54806,"5,661.94",0.00564,648.4129,0.00564,0.28217,,
1.54925,"5,658.12",0.00565,647.97467,0.00565,0.28247,,
1.55081,"5,654.76",0.00565,647.58997,0.00565,0.28273,,
1.55287,"5,660.96",0.00567,648.30035,0.00567,0.28331,,
1.5545,"5,659.74",0.00567,648.16028,0.00567,0.28364,,
1.55581,"5,657.49",0.00568,647.90308,0.00568,0.28398,,
1.55787,"5,659.59",0.00569,648.14386,0.00569,0.28441,,
1.55962,"5,661.21",0.0057,648.32928,0.0057,0.28491,,
1.561,"5,659.28",0.00571,648.10791,0.00571,0.28528,,
1.56244,"5,655.32",0.00571,647.6546,0.00571,0.28556,,
1.56462,"5,662.68",0.00572,648.49713,0.00572,0.28617,,
1.56619,"5,661.06",0.00573,648.31195,0.00573,0.28659,,
1.5675,"5,657.12",0.00574,647.86078,0.00574,0.28694,,
1.56937,"5,658.55",0.00575,648.02417,0.00575,0.28737,,
1.57131,"5,662.79",0.00576,648.50952,0.00576,0.28793,,
1.57275,"5,661.36",0.00577,648.3468,0.00577,0.28837,,
1.57406,"5,655.56",0.00577,647.68207,0.00577,0.28866,,
1.57631,"5,662.71",0.00579,648.50092,0.00579,0.28929,,
1.57781,"5,660.96",0.00579,648.30103,0.00579,0.28973,,
1.57919,"5,657.97",0.0058,647.95856,0.0058,0.29012,,
1.58087,"5,657.45",0.00581,647.8988,0.00581,0.29059,,
1.583,"5,662.96",0.00582,648.5296,0.00582,0.29122,,
1.5845,"5,661.83",0.00583,648.40027,0.00583,0.29172,,
1.58569,"5,655.65",0.00584,647.69177,0.00584,0.29204,,
1.58787,"5,660.98",0.00585,648.30334,0.00585,0.29264,,
1.5895,"5,661.24",0.00586,648.33209,0.00586,0.29323,,
1.59094,"5,659.26",0.00587,648.10577,0.00587,0.29374,,
1.59256,"5,656.92",0.00588,647.83838,0.00588,0.29419,,
1.59462,"5,662.30",0.0059,648.45422,0.0059,0.2949,,
1.59625,"5,661.41",0.00591,648.35217,0.00591,0.29554,,
1.59731,"5,655.71",0.00592,647.69873,0.00592,0.29598,,
1.59962,"5,659.31",0.00593,648.11133,0.00593,0.29666,,
1.60125,"5,660.95",0.00595,648.29962,0.00595,0.29735,,
1.60262,"5,658.10",0.00596,647.97284,0.00596,0.29792,,
1.60412,"5,655.90",0.00597,647.72076,0.00597,0.29848,,
1.60625,"5,660.28",0.00598,648.22247,0.00598,0.29924,,
1.608,"5,661.35",0.006,648.34485,0.006,0.3,,
1.60906,"5,655.26",0.00601,647.64734,0.00601,0.30052,,
1.61119,"5,657.58",0.00602,647.91327,0.00602,0.3012,,
1.61287,"5,659.92",0.00604,648.18109,0.00604,0.30201,,
1.61437,"5,657.72",0.00605,647.9292,0.00605,0.30269,,
1.61575,"5,654.66",0.00606,647.5788,0.00606,0.30324,,
1.61794,"5,658.96",0.00608,648.07159,0.00608,0.30405,,
1.61975,"5,660.88",0.0061,648.29108,0.0061,0.3049,,
1.62081,"5,654.85",0.00611,647.60046,0.00611,0.30555,,
1.62269,"5,654.73",0.00612,647.5874,0.00612,0.30621,,
1.62456,"5,659.03",0.00614,648.07941,0.00614,0.30707,,
1.62612,"5,657.52",0.00616,647.90607,0.00616,0.30786,,
1.6275,"5,654.19",0.00617,647.52472,0.00617,0.30853,,
1.62956,"5,657.50",0.00619,647.90424,0.00619,0.30936,,
1.63137,"5,658.55",0.0062,648.0246,0.0062,0.31018,,
1.6325,"5,655.60",0.00622,647.68689,0.00622,0.31092,,
1.63419,"5,653.27",0.00623,647.41949,0.00623,0.31161,,
1.63625,"5,658.92",0.00625,648.06635,0.00625,0.31253,,
1.63781,"5,657.42",0.00627,647.89551,0.00627,0.31335,,
1.63912,"5,654.19",0.00628,647.52502,0.00628,0.31402,,
1.64106,"5,655.39",0.0063,647.66211,0.0063,0.31482,,
1.643,"5,658.33",0.00631,647.99951,0.00631,0.31575,,
1.64437,"5,656.18",0.00633,647.75293,0.00633,0.31657,,
1.64581,"5,652.30",0.00635,647.30878,0.00635,0.31729,,
1.64787,"5,658.65",0.00637,648.03632,0.00637,0.31826,,
1.6495,"5,656.66",0.00638,647.8075,0.00638,0.31903,,
1.65081,"5,653.82",0.0064,647.48267,0.0064,0.31985,,
1.65275,"5,654.64",0.00641,647.57635,0.00641,0.32061,,
1.65469,"5,658.09",0.00643,647.97198,0.00643,0.32154,,
1.65612,"5,656.59",0.00645,647.80054,0.00645,0.32242,,
1.65737,"5,650.77",0.00646,647.13336,0.00646,0.32301,,
1.65956,"5,656.80",0.00648,647.82422,0.00648,0.32394,,
1.66125,"5,656.59",0.0065,647.7995,0.0065,0.32478,,
1.66256,"5,654.09",0.00651,647.51416,0.00651,0.32562,,
1.66431,"5,653.15",0.00653,647.40558,0.00653,0.32636,,
1.66631,"5,657.32",0.00655,647.88361,0.00655,0.32733,,
1.66781,"5,656.15",0.00656,647.74945,0.00656,0.32824,,
1.669,"5,650.29",0.00658,647.07843,0.00658,0.32889,,
1.67125,"5,655.40",0.0066,647.66412,0.0066,0.32976,,
1.67287,"5,656.14",0.00661,647.74817,0.00661,0.33068,,
1.67431,"5,654.32",0.00663,647.53973,0.00663,0.33144,,
1.67581,"5,651.21",0.00664,647.18353,0.00664,0.3322,,
1.67794,"5,657.04",0.00666,647.85193,0.00666,0.33314,,
1.67962,"5,656.10",0.00668,647.74384,0.00668,0.33401,,
1.68069,"5,650.45",0.00669,647.09637,0.00669,0.33466,,
1.68287,"5,653.62",0.00671,647.45984,0.00671,0.33547,,
1.68444,"5,654.23",0.00673,647.52917,0.00673,0.33635,,
1.68606,"5,654.04",0.00674,647.50769,0.00674,0.33719,,
1.6875,"5,650.49",0.00676,647.10175,0.00676,0.33787,,
1.68969,"5,655.64",0.00678,647.69104,0.00678,0.33881,,
1.69131,"5,654.68",0.00679,647.58099,0.00679,0.33963,,
1.69237,"5,648.78",0.00681,646.90601,0.00681,0.34028,,
1.69437,"5,650.12",0.00682,647.0592,0.00682,0.341,,
1.69619,"5,653.52",0.00684,647.448,0.00684,0.34185,,
1.69775,"5,652.02",0.00685,647.27704,0.00685,0.34264,,
1.69919,"5,648.38",0.00687,646.85925,0.00687,0.3433,,
1.70137,"5,652.97",0.00688,647.38586,0.00688,0.34409,,
1.703,"5,652.32",0.0069,647.31085,0.0069,0.34488,,
1.70412,"5,647.56",0.00691,646.76605,0.00691,0.34548,,
1.70594,"5,646.31",0.00692,646.6228,0.00692,0.34612,,
1.70787,"5,651.36",0.00694,647.20062,0.00694,0.34698,,
1.70944,"5,649.17",0.00695,646.95068,0.00695,0.34765,,
1.71081,"5,644.72",0.00696,646.44086,0.00696,0.34821,,
1.71287,"5,647.57",0.00698,646.76758,0.00698,0.3489,,
1.71469,"5,649.13",0.00699,646.94543,0.00699,0.34974,,
1.71594,"5,645.42",0.00701,646.52057,0.00701,0.35028,,
1.7175,"5,642.09",0.00702,646.13977,0.00702,0.35077,,
1.7195,"5,646.87",0.00703,646.68701,0.00703,0.35155,,
1.72112,"5,644.98",0.00704,646.47015,0.00704,0.3521,,
1.72244,"5,642.11",0.00705,646.14221,0.00705,0.35262,,
1.7245,"5,643.41",0.00706,646.29114,0.00706,0.3532,,
1.72637,"5,646.65",0.00708,646.66205,0.00708,0.35395,,
1.72769,"5,643.39",0.00709,646.28857,0.00709,0.35448,,
1.72906,"5,637.94",0.0071,645.66382,0.0071,0.35488,,
1.73119,"5,643.67",0.00711,646.31995,0.00711,0.3556,,
1.73281,"5,642.80",0.00712,646.22095,0.00712,0.35614,,
1.73412,"5,639.84",0.00713,645.88226,0.00713,0.35669,,
1.73612,"5,641.18",0.00715,646.03552,0.00715,0.35726,,
1.738,"5,644.50",0.00716,646.41577,0.00716,0.35795,,
1.7395,"5,642.43",0.00717,646.17792,0.00717,0.35851,,
1.74069,"5,636.42",0.00718,645.48993,0.00718,0.35889,,
1.74294,"5,642.53",0.00719,646.18982,0.00719,0.35961,,
1.74456,"5,642.58",0.0072,646.19556,0.0072,0.36019,,
1.74581,"5,638.94",0.00721,645.7785,0.00721,0.36073,,
1.74762,"5,638.61",0.00723,645.74072,0.00723,0.36126,,
1.74969,"5,644.58",0.00724,646.42413,0.00724,0.36202,,
1.75125,"5,643.33",0.00725,646.28125,0.00725,0.36266,,
1.75231,"5,637.23",0.00726,645.58313,0.00726,0.36309,,
1.75462,"5,641.83",0.00727,646.10992,0.00727,0.36374,,
1.75612,"5,642.25",0.00729,646.15723,0.00729,0.3644,,
1.75756,"5,640.55",0.0073,645.96344,0.0073,0.36497,,
1.75919,"5,638.80",0.00731,645.76263,0.00731,0.3655,,
1.76137,"5,645.23",0.00733,646.49933,0.00733,0.36634,,
1.763,"5,644.84",0.00734,646.4541,0.00734,0.36702,,
1.76406,"5,638.76",0.00735,645.75867,0.00735,0.36753,,
1.76612,"5,640.82",0.00736,645.99396,0.00736,0.36813,,
1.76781,"5,643.38",0.00738,646.28699,0.00738,0.36893,,
1.76931,"5,642.59",0.00739,646.19702,0.00739,0.36955,,
1.77087,"5,640.40",0.0074,645.94562,0.0074,0.37017,,
1.773,"5,645.82",0.00742,646.56653,0.00742,0.37093,,
1.77469,"5,644.67",0.00743,646.43506,0.00743,0.37168,,
1.77575,"5,640.09",0.00745,645.91022,0.00745,0.37225,,
1.77775,"5,640.70",0.00746,645.9801,0.00746,0.37284,,
1.7795,"5,644.37",0.00747,646.40051,0.00747,0.37365,,
1.78106,"5,643.37",0.00749,646.2865,0.00749,0.37431,,
1.78244,"5,640.16",0.0075,645.91803,0.0075,0.37488,,
1.78462,"5,644.44",0.00751,646.409,0.00751,0.37572,,
1.78637,"5,645.80",0.00753,646.56445,0.00753,0.37648,,
1.7875,"5,641.17",0.00754,646.03412,0.00754,0.37707,,
1.78937,"5,640.31",0.00755,645.93549,0.00755,0.37769,,
1.79112,"5,644.07",0.00757,646.36615,0.00757,0.37854,,
1.79275,"5,642.83",0.00758,646.22467,0.00758,0.37924,,
1.79412,"5,640.22",0.0076,645.92566,0.0076,0.37986,,
1.79625,"5,643.55",0.00761,646.30658,0.00761,0.38063,,
1.79806,"5,644.94",0.00763,646.46527,0.00763,0.3814,,
1.79925,"5,641.37",0.00764,646.05646,0.00764,0.38204,,
1.80081,"5,638.00",0.00765,645.67126,0.00765,0.38258,,
1.80287,"5,644.51",0.00767,646.41681,0.00767,0.38347,,
1.8045,"5,642.31",0.00768,646.16479,0.00768,0.38411,,
1.80581,"5,640.12",0.00769,645.91394,0.00769,0.38473,,
1.80787,"5,641.87",0.00771,646.11462,0.00771,0.38544,,
1.80962,"5,643.21",0.00772,646.26758,0.00772,0.38621,,
1.811,"5,641.17",0.00774,646.03448,0.00774,0.38687,,
1.81244,"5,636.94",0.00775,645.54974,0.00775,0.38736,,
1.81462,"5,644.40",0.00776,646.40344,0.00776,0.38824,,
1.81619,"5,642.14",0.00778,646.1452,0.00778,0.3889,,
1.81744,"5,638.57",0.00779,645.73651,0.00779,0.38949,,
1.81937,"5,639.87",0.0078,645.88544,0.0078,0.39013,,
1.82131,"5,643.20",0.00782,646.26691,0.00782,0.39094,,
1.82275,"5,642.05",0.00783,646.13434,0.00783,0.39158,,
1.82406,"5,636.89",0.00784,645.54407,0.00784,0.3921,,
1.82631,"5,643.65",0.00786,646.31805,0.00786,0.39288,,
1.82787,"5,641.42",0.00787,646.06305,0.00787,0.39353,,
1.82919,"5,638.73",0.00788,645.75519,0.00788,0.39408,,
1.83025,"5,637.48",0.00789,645.61157,0.00789,0.39448,,
1.83031,"5,637.46",0.00789,645.60889,0.00789,0.39452,,
1.8325,"5,643.52",0.00792,646.30365,0.00791,0.39589,,
1.8325,"5,631.08",0.00792,644.87878,0.00791,0.39589,,
1.8325,"5,619.97",0.00792,643.6059,0.00791,0.39589,,
1.83237,"5,611.36",0.00792,642.62024,0.00791,0.39581,,
1.83231,"5,604.88",0.00792,641.87775,0.00791,0.39577,,
1.83225,"5,599.38",0.00791,641.24817,0.00792,0.39573,,
1.83219,"5,595.03",0.00791,640.74963,0.00792,0.39569,,
1.83212,"5,590.65",0.00791,640.24902,0.00792,0.39565,,
1.832,"5,586.80",0.00791,639.80786,0.00792,0.39557,,
1.83194,"5,583.33",0.00791,639.41016,0.00792,0.39554,,
1.83187,"5,580.73",0.00791,639.11218,0.00792,0.3955,,
1.83187,"5,577.69",0.00791,638.76416,0.00792,0.3955,,
1.83181,"5,575.55",0.00791,638.51917,0.00792,0.39546,,
1.83181,"5,573.72",0.00791,638.30988,0.00792,0.39546,,
1.83181,"5,572.13",0.00791,638.12756,0.00792,0.39546,,
1.83181,"5,570.14",0.00791,637.89972,0.00792,0.39546,,
1.83181,"5,568.93",0.00791,637.76154,0.00792,0.39546,,
1.83181,"5,567.01",0.00791,637.54077,0.00792,0.39546,,
1.83181,"5,565.64",0.00791,637.38403,0.00792,0.39546,,
1.83181,"5,564.80",0.00791,637.28809,0.00792,0.39546,,
1.83181,"5,563.51",0.00791,637.14014,0.00792,0.39546,,
1.83181,"5,562.05",0.00791,636.97363,0.00792,0.39546,,
1.83181,"5,560.74",0.00791,636.82336,0.00792,0.39546,,
1.83181,"5,559.42",0.00791,636.67218,0.00792,0.39546,,
1.83181,"5,558.77",0.00791,636.59796,0.00792,0.39546,,
1.83181,"5,557.19",0.00791,636.41681,0.00792,0.39546,,
1.83181,"5,556.62",0.00791,636.35187,0.00792,0.39546,,
1.83181,"5,555.97",0.00791,636.27661,0.00792,0.39546,,
1.83181,"5,554.57",0.00791,636.11639,0.00792,0.39546,,
1.83181,"5,553.86",0.00791,636.0351,0.00792,0.39546,,
1.83175,"5,552.46",0.00791,635.87439,0.00792,0.39542,,
1.83175,"5,552.13",0.00791,635.83667,0.00792,0.39542,,
1.83175,"5,551.19",0.00791,635.72894,0.00792,0.39542,,
1.83175,"5,550.95",0.00791,635.70148,0.00792,0.39542,,
1.83175,"5,549.91",0.00791,635.58252,0.00792,0.39542,,
1.83175,"5,549.18",0.00791,635.49969,0.00792,0.39542,,
1.83175,"5,548.29",0.00791,635.39685,0.00792,0.39542,,
1.83175,"5,548.33",0.00791,635.40228,0.00792,0.39542,,
1.83175,"5,547.35",0.00791,635.28973,0.00792,0.39542,,
1.83175,"5,546.86",0.00791,635.23401,0.00792,0.39542,,
1.83175,"5,546.13",0.00791,635.15051,0.00792,0.39542,,
1.83175,"5,545.61",0.00791,635.08997,0.00792,0.39542,,
1.83175,"5,544.98",0.00791,635.01862,0.00792,0.39542,,
1.83175,"5,544.34",0.00791,634.94489,0.00792,0.39542,,
1.83175,"5,543.95",0.00791,634.8999,0.00792,0.39542,,
1.83175,"5,543.46",0.00791,634.8443,0.00792,0.39542,,
1.83175,"5,542.89",0.00791,634.77863,0.00792,0.39542,,
1.83175,"5,542.47",0.00791,634.73029,0.00792,0.39542,,
1.83175,"5,542.06",0.00791,634.68445,0.00792,0.39542,,
1.83175,"5,541.23",0.00791,634.58917,0.00792,0.39542,,
1.83175,"5,541.12",0.00791,634.57623,0.00792,0.39542,,
1.83175,"5,540.66",0.00791,634.52301,0.00792,0.39542,,
1.83175,"5,539.88",0.00791,634.43427,0.00792,0.39542,,
1.83175,"5,539.88",0.00791,634.4342,0.00792,0.39542,,
1.83175,"5,539.78",0.00791,634.42285,0.00792,0.39542,,
1.83175,"5,538.99",0.00791,634.33197,0.00792,0.39542,,
1.83175,"5,538.21",0.00791,634.24341,0.00792,0.39542,,
1.83175,"5,538.14",0.00791,634.23462,0.00792,0.39542,,
1.83175,"5,537.36",0.00791,634.146,0.00792,0.39542,,
1.83175,"5,537.33",0.00791,634.14191,0.00792,0.39542,,
1.83175,"5,537.05",0.00791,634.1106,0.00792,0.39542,,
1.83175,"5,536.72",0.00791,634.0719,0.00792,0.39542,,
1.83175,"5,536.14",0.00791,634.00604,0.00792,0.39542,,
1.83175,"5,536.13",0.00791,634.00488,0.00792,0.39542,,
1.83175,"5,535.58",0.00791,633.94183,0.00792,0.39542,,
1.83175,"5,535.28",0.00791,633.9071,0.00792,0.39542,,
1.83175,"5,534.49",0.00791,633.81738,0.00792,0.39542,,
1.83175,"5,534.31",0.00791,633.79645,0.00792,0.39542,,
1.83175,"5,534.32",0.00791,633.79767,0.00792,0.39542,,
1.83175,"5,533.51",0.00791,633.7049,0.00792,0.39542,,
1.83175,"5,533.51",0.00791,633.70514,0.00792,0.39542,,
1.83175,"5,533.23",0.00791,633.67224,0.00792,0.39542,,
1.83175,"5,532.50",0.00791,633.58905,0.00792,0.39542,,
1.83175,"5,532.16",0.00791,633.54974,0.00792,0.39542,,
1.83175,"5,531.78",0.00791,633.50641,0.00792,0.39542,,
1.83175,"5,531.99",0.00791,633.53052,0.00792,0.39542,,
1.83175,"5,531.88",0.00791,633.51819,0.00792,0.39542,,
1.83175,"5,531.03",0.00791,633.42023,0.00792,0.39542,,
1.83175,"5,531.08",0.00791,633.42627,0.00793,0.39542,,
1.83175,"5,530.64",0.00791,633.37579,0.00792,0.39542,,
1.83175,"5,530.41",0.00791,633.34937,0.00792,0.39542,,
1.83175,"5,530.37",0.00791,633.34473,0.00792,0.39542,,
1.83175,"5,530.04",0.00791,633.30719,0.00793,0.39542,,
1.83175,"5,529.44",0.00791,633.23828,0.00793,0.39542,,
1.83175,"5,529.72",0.00791,633.27014,0.00793,0.39542,,
1.83175,"5,529.10",0.00791,633.1994,0.00792,0.39542,,
1.83175,"5,528.86",0.00791,633.17206,0.00793,0.39542,,
1.83175,"5,528.98",0.00791,633.18579,0.00794,0.39542,,
1.83175,"5,528.56",0.00791,633.13763,0.00794,0.39542,,
1.83175,"5,528.42",0.00791,633.1217,0.00795,0.39542,,
1.83175,"5,527.95",0.00791,633.0683,0.00795,0.39542,,
1.83175,"5,527.81",0.00791,633.05212,0.00797,0.39542,,
1.83175,"5,527.54",0.00791,633.02136,0.00794,0.39542,,
1.83175,"5,526.73",0.00791,632.92816,0.00781,0.39542,,
1.83175,"5,525.97",0.00791,632.84076,0.00735,0.39542,,
1.83175,"5,526.47",0.00791,632.89807,0.00696,0.39542,,
1.83175,"5,526.10",0.00791,632.85565,0.00505,0.39542,,
1.83175,"5,525.80",0.00791,632.82214,0.0051,0.39542,,
1.83175,"5,525.88",0.00791,632.83069,0.00509,0.39542,,
1.83175,"5,525.35",0.00791,632.77057,0.00425,0.39542,,
1.83175,"5,525.14",0.00791,632.74567,0.00434,0.39542,,
1.83175,"5,524.52",0.00791,632.67578,0.00435,0.39542,,
1.83175,"5,525.00",0.00791,632.7301,0.00437,0.39542,,
1.83175,"5,524.22",0.00791,632.6413,0.00439,0.39542,,
1.83175,"5,523.81",0.00791,632.59412,0.0044,0.39542,,
1.83175,"5,523.53",0.00791,632.56177,0.00442,0.39542,,
1.83175,"5,523.44",0.00791,632.55157,0.00445,0.39542,,
1.83175,"5,523.52",0.00791,632.56122,0.00444,0.39542,,
1.83175,"5,523.32",0.00791,632.53772,0.00447,0.39542,,
1.83175,"5,523.01",0.00791,632.50208,0.00439,0.39542,,
1.83175,"5,522.53",0.00791,632.44714,0.00442,0.39542,,
1.83175,"5,522.05",0.00791,632.39227,0.00452,0.39542,,
1.83175,"5,522.11",0.00791,632.39935,0.00447,0.39542,,
1.83175,"5,521.68",0.00791,632.34985,0.00447,0.39542,,
1.83175,"5,522.15",0.00791,632.40399,0.00451,0.39542,,
1.83175,"5,521.33",0.00791,632.30969,0.0045,0.39542,,
1.83175,"5,521.50",0.00791,632.3291,0.00452,0.39542,,
1.83175,"5,520.73",0.00791,632.24072,0.00442,0.39542,,
1.83175,"5,520.90",0.00791,632.26056,0.00448,0.39542,,
1.83175,"5,520.50",0.00791,632.21484,0.00447,0.39542,,
1.83175,"5,520.46",0.00791,632.21033,0.00447,0.39542,,
1.83175,"5,520.19",0.00791,632.17944,0.00451,0.39542,,
1.83175,"5,520.24",0.00791,632.18536,0.00452,0.39542,,
1.83175,"5,520.23",0.00791,632.18445,0.00459,0.39542,,
1.83175,"5,519.54",0.00791,632.10461,0.00495,0.39542,,
1.83175,"5,519.69",0.00791,632.12213,0.00513,0.39542,,
1.83175,"5,518.88",0.00791,632.02948,0.00509,0.39542,,
1.83175,"5,518.57",0.00791,631.99365,0.00504,0.39542,,
1.83175,"5,517.99",0.00791,631.92719,0.00491,0.39542,,
1.83175,"5,517.34",0.00791,631.85291,0.00184,0.39542,,
1.83175,"5,517.73",0.00791,631.89777,-0.00012,0.39542,,
1.83175,"5,517.86",0.00791,631.9126,-0.00004,0.39542,,
1.83175,"5,518.31",0.00791,631.96405,0.0001,0.39542,,
1.83175,"5,518.01",0.00791,631.9295,0.00113,0.39542,,
1.83175,"5,518.32",0.00791,631.96466,0.00302,0.39542,,
1.83175,"5,518.59",0.00791,631.99603,0.00601,0.39542,,
1.83175,"5,518.41",0.00791,631.97491,0.00752,0.39542,,
1.83175,"5,517.32",0.00791,631.85114,0.01313,0.39542,,
1.83175,"5,516.24",0.00791,631.72693,0.01287,0.39542,,
1.83175,"5,515.97",0.00791,631.69629,0.01288,0.39542,,
1.83175,"5,515.48",0.00791,631.64044,0.01288,0.39542,,
1.83175,"5,515.54",0.00791,631.64709,0.01287,0.39542,,
1.83175,"5,515.31",0.00791,631.62042,0.01288,0.39542,,
1.83175,"5,515.05",0.00791,631.591,0.01287,0.39542,,
1.83175,"5,515.16",0.00791,631.60321,0.01287,0.39542,,
1.83175,"5,515.07",0.00791,631.5932,0.01287,0.39542,,
1.83175,"5,514.70",0.00791,631.55109,0.01286,0.39542,,
1.83175,"5,514.79",0.00791,631.56146,0.01287,0.39542,,
1.83175,"5,514.39",0.00791,631.51562,0.01287,0.39542,,
1.83175,"5,514.41",0.00791,631.51764,0.01287,0.39542,,
1.83175,"5,514.46",0.00791,631.52307,0.01287,0.39542,,
1.83175,"5,514.21",0.00791,631.49463,0.01287,0.39542,,
1.83175,"5,514.20",0.00791,631.49365,0.01287,0.39542,,
1.83175,"5,514.15",0.00791,631.4881,0.01287,0.39542,,
1.83175,"5,513.88",0.00791,631.45624,0.01287,0.39542,,
1.83175,"5,514.20",0.00791,631.4931,0.01287,0.39542,,
1.83175,"5,513.78",0.00791,631.44537,0.01287,0.39542,,
1.83175,"5,513.87",0.00791,631.45557,0.01287,0.39542,,
1.83175,"5,513.78",0.00791,631.4455,0.01287,0.39542,,
1.83175,"5,513.82",0.00791,631.44995,0.01287,0.39542,,
1.83175,"5,513.28",0.00791,631.38812,0.01285,0.39542,,
1.83175,"5,513.25",0.00791,631.38495,0.01282,0.39542,,
1.83175,"5,513.45",0.00791,631.40778,0.0128,0.39542,,
1.83175,"5,513.00",0.00791,631.35638,0.01276,0.39542,,
1.83175,"5,513.12",0.00791,631.3692,0.01273,0.39542,,
1.83175,"5,512.81",0.00791,631.33423,0.01273,0.39542,,
1.83175,"5,512.84",0.00791,631.33722,0.01316,0.39542,,
1.83175,"5,511.73",0.00791,631.21094,0.01238,0.39542,,
1.83175,"5,512.24",0.00791,631.26837,0.01426,0.39542,,
1.83175,"5,512.31",0.00791,631.27698,0.01825,0.39542,,
1.83175,"5,511.81",0.00791,631.21936,0.02092,0.39542,,
1.83175,"5,512.15",0.00791,631.25891,0.02559,0.39542,,
1.83175,"5,512.99",0.00791,631.35492,0.02246,0.39542,,
1.83175,"5,511.81",0.00791,631.21906,0.02692,0.39542,,
1.83175,"5,511.78",0.00791,631.21649,0.02514,0.39542,,
1.83175,"5,511.43",0.00791,631.17566,0.02611,0.39542,,
1.83175,"5,511.71",0.00791,631.20807,0.02641,0.39542,,
