Extension,Load,Tensile strain,Tensile stress,Strain 1,Tensile extension,Offset strain,Tensile stress offset
0.56412,"4,404.27",0.00227,491.823,0.00227,0.1134,0.00427,491.823
0.56569,"4,415.68",0.00227,493.09656,0.00227,0.11369,0.00427,493.09656
0.56706,"4,424.44",0.00228,494.07431,0.00228,0.11392,0.00428,494.07431
0.56869,"4,433.15",0.00228,495.04779,0.00228,0.11417,0.00428,495.04779
0.57075,"4,448.33",0.00229,496.74255,0.00229,0.1146,0.00429,496.74255
0.57244,"4,459.46",0.0023,497.98505,0.0023,0.1149,0.0043,497.98505
0.57356,"4,464.72",0.0023,498.57339,0.0023,0.11505,0.0043,498.57339
0.57587,"4,479.25",0.00231,500.19504,0.00231,0.11545,0.00431,500.19504
0.57744,"4,491.14",0.00232,501.52298,0.00232,0.11577,0.00432,501.52298
0.57887,"4,499.93",0.00232,502.50449,0.00232,0.11601,0.00432,502.50449
0.58037,"4,508.15",0.00232,503.42212,0.00232,0.11622,0.00432,503.42212
0.58256,"4,522.98",0.00233,505.07889,0.00233,0.11662,0.00433,505.07889
0.58431,"4,535.62",0.00234,506.48981,0.00234,0.117,0.00434,506.48981
0.58531,"4,540.95",0.00234,507.0853,0.00234,0.11714,0.00434,507.0853
0.58737,"4,552.91",0.00235,508.42084,0.00235,0.11747,0.00435,508.42084
0.58906,"4,566.21",0.00236,509.90564,0.00236,0.11784,0.00436,509.90564
0.59062,"4,575.61",0.00236,510.95615,0.00236,0.11806,0.00436,510.95615
0.59206,"4,583.69",0.00237,511.85773,0.00237,0.11832,0.00437,511.85773
0.59419,"4,597.99",0.00237,513.45526,0.00237,0.11872,0.00437,513.45526
0.59594,"4,609.58",0.00238,514.74878,0.00238,0.11902,0.00438,514.74878
0.597,"4,616.10",0.00238,515.47754,0.00238,0.11922,0.00438,515.47754
0.59887,"4,625.65",0.00239,516.5434,0.00239,0.11945,0.00439,516.5434
0.60081,"4,641.90",0.0024,518.35852,0.0024,0.11993,0.0044,518.35852
0.60231,"4,651.13",0.0024,519.38965,0.0024,0.12014,0.0044,519.38965
0.60369,"4,657.77",0.00241,520.13037,0.00241,0.12034,0.00441,520.13037
0.60575,"4,671.71",0.00241,521.68713,0.00241,0.12071,0.00441,521.68713
0.60756,"4,684.24",0.00242,523.08704,0.00242,0.12106,0.00442,523.08704
0.60881,"4,692.94",0.00243,524.05768,0.00243,0.12128,0.00443,524.05768
0.6105,"4,700.80",0.00243,524.93585,0.00243,0.1215,0.00443,524.93585
0.6125,"4,717.21",0.00244,526.76801,0.00244,0.12195,0.00444,526.76801
0.614,"4,725.84",0.00244,527.73163,0.00244,0.12213,0.00444,527.73163
0.61531,"4,733.21",0.00245,528.55518,0.00245,0.12235,0.00445,528.55518
0.61737,"4,745.88",0.00245,529.97003,0.00245,0.12267,0.00445,529.97003
0.61931,"4,760.05",0.00246,531.55176,0.00246,0.12308,0.00446,531.55176
0.62056,"4,768.49",0.00247,532.49475,0.00247,0.12328,0.00447,532.49475
0.62206,"4,775.28",0.00247,533.25256,0.00247,0.12346,0.00447,533.25256
0.62412,"4,790.57",0.00248,534.96057,0.00248,0.12387,0.00448,534.96057
0.62575,"4,800.69",0.00248,536.09094,0.00248,0.12413,0.00448,536.09094
0.62706,"4,809.34",0.00249,537.05676,0.00249,0.12439,0.00449,537.05676
0.62894,"4,819.70",0.00249,538.21356,0.00249,0.12466,0.00449,538.21356
0.63094,"4,834.52",0.0025,539.86835,0.0025,0.12507,0.0045,539.86835
0.63231,"4,844.81",0.00251,541.01715,0.00251,0.12534,0.00451,541.01715
0.63356,"4,850.40",0.00251,541.64197,0.00251,0.12545,0.00451,541.64197
0.63581,"4,866.43",0.00252,543.43127,0.00252,0.12594,0.00452,543.43127
0.63744,"4,876.44",0.00253,544.54944,0.00253,0.12627,0.00453,544.54944
0.63881,"4,885.28",0.00253,545.53699,0.00253,0.12648,0.00453,545.53699
0.6405,"4,893.73",0.00253,546.47986,0.00253,0.1267,0.00453,546.47986
0.6425,"4,909.02",0.00254,548.18817,0.00254,0.12714,0.00454,548.18817
0.64412,"4,920.00",0.00255,549.4137,0.00255,0.12741,0.00455,549.4137
0.64525,"4,925.04",0.00255,549.97668,0.00255,0.12759,0.00455,549.97668
0.6475,"4,940.59",0.00256,551.71307,0.00256,0.12803,0.00456,551.71307
0.64912,"4,950.83",0.00257,552.85706,0.00257,0.12827,0.00457,552.85706
0.6505,"4,960.58",0.00257,553.94507,0.00257,0.12859,0.00457,553.94507
0.65212,"4,968.92",0.00258,554.87646,0.00258,0.12878,0.00458,554.87646
0.65419,"4,984.61",0.00258,556.62921,0.00258,0.12924,0.00458,556.62921
0.65587,"4,996.26",0.00259,557.92975,0.00259,0.12957,0.00459,557.92975
0.65694,"5,000.40",0.00259,558.39209,0.00259,0.12969,0.00459,558.39209
0.65906,"5,013.67",0.0026,559.87396,0.0026,0.13011,0.0046,559.87396
0.66075,"5,026.36",0.00261,561.29102,0.00261,0.1304,0.00461,561.29102
0.66225,"5,036.56",0.00261,562.42987,0.00261,0.13071,0.00461,562.42987
0.66375,"5,043.77",0.00262,563.23541,0.00262,0.13093,0.00462,563.23541
0.66587,"5,059.47",0.00263,564.98779,0.00263,0.13135,0.00463,564.98779
0.66756,"5,069.94",0.00263,566.15704,0.00263,0.13166,0.00463,566.15704
0.66862,"5,076.16",0.00264,566.85211,0.00264,0.13185,0.00464,566.85211
0.67062,"5,087.28",0.00264,568.09375,0.00264,0.13214,0.00464,568.09375
0.67244,"5,101.60",0.00265,569.69263,0.00265,0.13255,0.00465,569.69263
0.67406,"5,111.21",0.00266,570.76624,0.00266,0.13284,0.00466,570.76624
0.67537,"5,118.48",0.00266,571.57764,0.00266,0.13301,0.00466,571.57764
0.6775,"5,132.90",0.00267,573.18866,0.00267,0.13339,0.00467,573.18866
0.67925,"5,144.75",0.00267,574.51154,0.00267,0.13372,0.00467,574.51154
0.68037,"5,151.65",0.00268,575.28204,0.00268,0.13393,0.00468,575.28204
0.68225,"5,160.99",0.00268,576.32446,0.00268,0.13421,0.00468,576.32446
0.684,"5,175.68",0.00269,577.96558,0.00269,0.13459,0.00469,577.96558
0.68575,"5,185.76",0.0027,579.09106,0.0027,0.13489,0.0047,579.09106
0.687,"5,192.91",0.0027,579.88995,0.0027,0.13509,0.0047,579.88995
0.68912,"5,205.85",0.00271,581.33459,0.00271,0.13546,0.00471,581.33459
0.69094,"5,219.28",0.00272,582.83417,0.00272,0.13583,0.00472,582.83417
0.69212,"5,226.08",0.00272,583.59332,0.00272,0.13605,0.00472,583.59332
0.69375,"5,233.53",0.00273,584.42499,0.00273,0.13625,0.00473,584.42499
0.69575,"5,249.43",0.00273,586.20129,0.00273,0.13664,0.00473,586.20129
0.69744,"5,258.57",0.00274,587.22192,0.00274,0.13696,0.00474,587.22192
0.69875,"5,266.63",0.00274,588.12201,0.00274,0.13717,0.00474,588.12201
0.70075,"5,278.64",0.00275,589.46307,0.00275,0.13752,0.00475,589.46307
0.70262,"5,292.17",0.00276,590.97382,0.00276,0.13788,0.00476,590.97382
0.70387,"5,300.25",0.00276,591.87659,0.00276,0.13814,0.00476,591.87659
0.70531,"5,306.18",0.00277,592.53845,0.00277,0.13832,0.00477,592.53845
0.7075,"5,321.28",0.00277,594.22449,0.00277,0.13875,0.00477,594.22449
0.70912,"5,331.68",0.00278,595.38556,0.00278,0.13907,0.00478,595.38556
0.71044,"5,338.98",0.00278,596.20154,0.00278,0.13925,0.00478,596.20154
0.71225,"5,349.38",0.00279,597.36292,0.00279,0.13955,0.00479,597.36292
0.71425,"5,363.98",0.0028,598.99286,0.0028,0.13995,0.0048,598.99286
0.71569,"5,373.07",0.0028,600.00812,0.0028,0.14024,0.0048,600.00812
0.717,"5,377.73",0.00281,600.52765,0.00281,0.14036,0.00481,600.52765
0.71919,"5,392.74",0.00282,602.20386,0.00282,0.14079,0.005497436,750
0.72075,"5,402.22",0.00282,603.26312,0.00282,0.14107,,
0.72206,"5,410.19",0.00283,604.15302,0.00283,0.14132,,
0.72387,"5,418.59",0.00283,605.09155,0.00283,0.14157,,
0.72594,"5,434.15",0.00284,606.82819,0.00284,0.14203,,
0.7275,"5,443.53",0.00285,607.87659,0.00285,0.14228,,
0.72856,"5,446.99",0.00285,608.26233,0.00285,0.14238,,
0.73069,"5,460.21",0.00285,609.73871,0.00285,0.14272,,
0.73237,"5,470.80",0.00286,610.92126,0.00286,0.14305,,
0.73381,"5,479.77",0.00287,611.92267,0.00287,0.14329,,
0.7355,"5,487.54",0.00287,612.79071,0.00287,0.14353,,
0.73762,"5,502.19",0.00288,614.42603,0.00288,0.14398,,
0.73919,"5,510.75",0.00288,615.38232,0.00288,0.14422,,
0.74025,"5,514.66",0.00289,615.81915,0.00289,0.14433,,
0.74237,"5,526.20",0.00289,617.10822,0.00289,0.14469,,
0.74412,"5,538.82",0.0029,618.51746,0.0029,0.145,,
0.7455,"5,545.54",0.0029,619.26794,0.0029,0.14525,,
0.74706,"5,552.00",0.00291,619.98889,0.00291,0.1455,,
0.74925,"5,565.69",0.00292,621.51764,0.00292,0.14588,,
0.75094,"5,575.59",0.00292,622.62335,0.00292,0.14618,,
0.752,"5,580.27",0.00293,623.14539,0.00293,0.1463,,
0.75394,"5,588.08",0.00293,624.01782,0.00293,0.14656,,
0.75575,"5,600.86",0.00294,625.44476,0.00294,0.14693,,
0.75731,"5,607.96",0.00294,626.23773,0.00294,0.14714,,
0.75869,"5,612.90",0.00295,626.78992,0.00295,0.14728,,
0.76094,"5,626.32",0.00295,628.28772,0.00295,0.14774,,
0.76275,"5,635.92",0.00296,629.35956,0.00296,0.148,,
0.76381,"5,640.21",0.00296,629.83923,0.00296,0.14815,,
0.76544,"5,645.17",0.00297,630.39294,0.00297,0.14832,,
0.76737,"5,658.34",0.00297,631.8634,0.00297,0.14869,,
0.769,"5,665.43",0.00298,632.65509,0.00298,0.14896,,
0.77037,"5,670.02",0.00298,633.16815,0.00298,0.14914,,
0.77256,"5,681.13",0.00299,634.40826,0.00299,0.14945,,
0.77431,"5,690.13",0.00299,635.414,0.00299,0.14971,,
0.7755,"5,694.09",0.003,635.85632,0.003,0.14989,,
0.777,"5,697.23",0.003,636.20667,0.003,0.15,,
0.77912,"5,709.74",0.00301,637.60315,0.00301,0.15032,,
0.78075,"5,715.26",0.00301,638.22028,0.00301,0.15048,,
0.782,"5,717.48",0.00301,638.46844,0.00301,0.15062,,
0.78406,"5,725.44",0.00302,639.35657,0.00302,0.15086,,
0.78594,"5,734.17",0.00302,640.33112,0.00302,0.15113,,
0.78725,"5,737.70",0.00302,640.7262,0.00302,0.15123,,
0.78869,"5,737.74",0.00303,640.73053,0.00303,0.15128,,
0.79081,"5,749.41",0.00303,642.034,0.00303,0.15165,,
0.79237,"5,752.36",0.00304,642.36298,0.00304,0.15176,,
0.79369,"5,753.97",0.00304,642.54236,0.00304,0.15185,,
0.79562,"5,760.22",0.00304,643.24072,0.00304,0.15209,,
0.79762,"5,768.48",0.00305,644.16254,0.00305,0.15235,,
0.79906,"5,770.40",0.00305,644.37689,0.00305,0.15239,,
0.80025,"5,768.14",0.00305,644.12494,0.00305,0.15238,,
0.8025,"5,779.04",0.00305,645.34247,0.00305,0.15266,,
0.80406,"5,781.00",0.00305,645.56116,0.00305,0.15274,,
0.8055,"5,782.48",0.00306,645.72644,0.00306,0.15282,,
0.80725,"5,784.50",0.00306,645.95245,0.00306,0.15285,,
0.80919,"5,791.24",0.00306,646.70453,0.00306,0.1531,,
0.81075,"5,792.94",0.00306,646.89496,0.00306,0.15318,,
0.81187,"5,790.07",0.00306,646.57349,0.00306,0.15311,,
0.81419,"5,798.58",0.00307,647.5246,0.00307,0.15335,,
0.81581,"5,801.99",0.00307,647.90485,0.00307,0.15348,,
0.81719,"5,802.03",0.00307,647.9093,0.00307,0.1535,,
0.81875,"5,803.48",0.00307,648.07141,0.00307,0.15352,,
0.82087,"5,811.41",0.00308,648.95703,0.00308,0.15375,,
0.8225,"5,813.30",0.00308,649.1676,0.00308,0.15385,,
0.82362,"5,810.55",0.00308,648.86121,0.00308,0.15375,,
0.82587,"5,817.32",0.00308,649.61743,0.00308,0.15403,,
0.82744,"5,819.81",0.00308,649.89484,0.00308,0.15409,,
0.82887,"5,820.02",0.00308,649.91882,0.00308,0.1541,,
0.83037,"5,819.04",0.00308,649.80865,0.00308,0.15413,,
0.83256,"5,826.21",0.00309,650.60962,0.00309,0.15429,,
0.83431,"5,828.92",0.00309,650.91248,0.00309,0.15443,,
0.83531,"5,823.10",0.00309,650.26227,0.00309,0.15428,,
0.83737,"5,826.27",0.00309,650.61597,0.00309,0.1543,,
0.83912,"5,829.90",0.00309,651.02161,0.00309,0.15444,,
0.84062,"5,829.84",0.00309,651.01501,0.00309,0.15452,,
0.84206,"5,827.39",0.00309,650.74121,0.00309,0.15444,,
0.84419,"5,833.05",0.00309,651.37347,0.00309,0.15455,,
0.84594,"5,834.12",0.00309,651.49353,0.00309,0.15462,,
0.847,"5,830.36",0.00309,651.07288,0.00309,0.15448,,
0.84894,"5,830.45",0.00309,651.08374,0.00309,0.15453,,
0.85087,"5,836.31",0.00309,651.73767,0.00309,0.15467,,
0.85237,"5,834.33",0.00309,651.51678,0.00309,0.15462,,
0.85369,"5,830.77",0.00309,651.11896,0.00309,0.15449,,
0.85575,"5,834.47",0.00309,651.5321,0.00309,0.15465,,
0.85762,"5,836.90",0.00309,651.8031,0.00309,0.15467,,
0.85881,"5,833.66",0.00309,651.4411,0.00309,0.15463,,
0.86056,"5,831.38",0.00309,651.18744,0.00309,0.15451,,
0.8625,"5,836.75",0.00309,651.78729,0.00309,0.15465,,
0.864,"5,833.76",0.00309,651.45312,0.00309,0.1546,,
0.86531,"5,830.77",0.00309,651.11871,0.00309,0.15452,,
0.86737,"5,832.90",0.00309,651.35724,0.00309,0.15456,,
0.86931,"5,835.92",0.00309,651.69354,0.00309,0.15465,,
0.87056,"5,832.70",0.00309,651.33429,0.00309,0.15452,,
0.872,"5,828.41",0.00309,650.85492,0.00309,0.15444,,
0.87412,"5,834.33",0.00309,651.51685,0.00309,0.1546,,
0.87575,"5,833.86",0.00309,651.46362,0.00309,0.1546,,
0.87706,"5,831.88",0.00309,651.24249,0.00309,0.15457,,
0.879,"5,832.66",0.00309,651.33051,0.00309,0.15456,,
0.88087,"5,836.09",0.00309,651.71356,0.00309,0.15475,,
0.88231,"5,835.71",0.00309,651.67059,0.00309,0.15471,,
0.88362,"5,830.50",0.00309,651.08887,0.00309,0.15458,,
0.88587,"5,837.69",0.0031,651.89209,0.0031,0.15475,,
0.8875,"5,837.64",0.0031,651.88629,0.0031,0.15482,,
0.88881,"5,835.99",0.0031,651.70215,0.0031,0.15476,,
0.8905,"5,835.28",0.0031,651.62299,0.0031,0.15475,,
0.8925,"5,840.10",0.0031,652.16089,0.0031,0.15493,,
0.89412,"5,841.10",0.0031,652.27301,0.0031,0.15499,,
0.89531,"5,834.64",0.0031,651.55096,0.0031,0.15484,,
0.8975,"5,840.45",0.0031,652.19995,0.0031,0.15505,,
0.89912,"5,839.81",0.0031,652.12878,0.0031,0.15505,,
0.9005,"5,838.39",0.0031,651.97028,0.0031,0.15503,,
0.90212,"5,836.29",0.0031,651.73486,0.0031,0.15496,,
0.90419,"5,840.66",0.0031,652.22382,0.0031,0.15516,,
0.90587,"5,839.55",0.0031,652.099,0.0031,0.15513,,
0.90694,"5,831.74",0.0031,651.22687,0.0031,0.15497,,
0.90906,"5,833.64",0.0031,651.43994,0.0031,0.15502,,
0.91075,"5,833.31",0.0031,651.40271,0.0031,0.15505,,
0.91225,"5,829.07",0.0031,650.92932,0.0031,0.15494,,
0.91375,"5,822.71",0.0031,650.21887,0.0031,0.15481,,
0.91587,"5,823.92",0.0031,650.35413,0.0031,0.15486,,
0.91756,"5,817.62",0.00309,649.65039,0.00309,0.15472,,
0.91856,"5,805.55",0.00309,648.30286,0.00309,0.15441,,
0.92062,"5,799.63",0.00309,647.64099,0.00309,0.15425,,
0.92244,"5,794.86",0.00308,647.10883,0.00308,0.15414,,
0.924,"5,786.00",0.00308,646.11969,0.00308,0.15391,,
0.92537,"5,777.97",0.00307,645.2226,0.00307,0.15369,,
0.9275,"5,779.53",0.00308,645.39709,0.00308,0.1538,,
0.92925,"5,780.47",0.00307,645.50177,0.00307,0.15375,,
0.93037,"5,776.71",0.00307,645.08197,0.00307,0.15367,,
0.93225,"5,776.42",0.00307,645.05023,0.00307,0.15365,,
0.93406,"5,782.33",0.00308,645.70923,0.00308,0.15379,,
0.93575,"5,782.87",0.00308,645.76941,0.00308,0.15383,,
0.93706,"5,780.61",0.00308,645.51794,0.00308,0.15378,,
0.93919,"5,784.56",0.00308,645.95923,0.00308,0.15386,,
0.94094,"5,788.40",0.00308,646.38696,0.00308,0.15396,,
0.94212,"5,784.90",0.00308,645.99719,0.00308,0.15386,,
0.94375,"5,782.61",0.00308,645.74078,0.00308,0.15377,,
0.94575,"5,789.32",0.00308,646.49048,0.00308,0.15399,,
0.94744,"5,788.89",0.00308,646.44257,0.00308,0.15395,,
0.94875,"5,786.69",0.00308,646.19678,0.00308,0.15388,,
0.95075,"5,788.80",0.00308,646.43256,0.00308,0.15389,,
0.95262,"5,792.40",0.00308,646.83472,0.00308,0.15401,,
0.95387,"5,789.12",0.00308,646.46802,0.00308,0.15393,,
0.95531,"5,784.85",0.00308,645.9906,0.00308,0.15382,,
0.9575,"5,791.51",0.00308,646.73511,0.00308,0.15397,,
0.95912,"5,791.15",0.00308,646.69415,0.00308,0.15396,,
0.96044,"5,787.48",0.00308,646.2851,0.00308,0.15382,,
0.96231,"5,787.87",0.00308,646.32867,0.00308,0.15388,,
0.96425,"5,792.69",0.00308,646.86682,0.00308,0.15397,,
0.96569,"5,790.50",0.00308,646.62207,0.00308,0.15393,,
0.967,"5,784.92",0.00308,645.99884,0.00308,0.15376,,
0.96919,"5,789.59",0.00308,646.52032,0.00308,0.15387,,
0.97075,"5,789.53",0.00308,646.51404,0.00308,0.15388,,
0.97206,"5,786.66",0.00308,646.19269,0.00308,0.15377,,
0.97387,"5,785.68",0.00307,646.08398,0.00307,0.15375,,
0.976,"5,791.58",0.00308,646.74207,0.00308,0.1539,,
0.9775,"5,789.45",0.00308,646.50525,0.00308,0.15383,,
0.97862,"5,782.38",0.00307,645.71503,0.00307,0.15367,,
0.98075,"5,786.72",0.00307,646.19965,0.00307,0.1537,,
0.98237,"5,786.84",0.00307,646.21289,0.00307,0.15373,,
0.98381,"5,784.91",0.00307,645.99829,0.00307,0.1537,,
0.9855,"5,782.74",0.00307,645.75513,0.00307,0.15362,,
0.98762,"5,788.53",0.00308,646.40216,0.00308,0.15381,,
0.98925,"5,786.74",0.00307,646.20233,0.00307,0.15374,,
0.99025,"5,780.71",0.00307,645.52893,0.00307,0.1536,,
0.99237,"5,782.98",0.00307,645.78259,0.00307,0.15364,,
0.99412,"5,786.11",0.00307,646.13153,0.00307,0.15373,,
0.9955,"5,783.26",0.00307,645.8139,0.00307,0.15361,,
0.99706,"5,781.08",0.00307,645.57001,0.00307,0.15356,,
0.99925,"5,786.55",0.00307,646.1814,0.00307,0.15371,,
1.00094,"5,786.63",0.00307,646.1897,0.00307,0.15373,,
1.002,"5,781.71",0.00307,645.64008,0.00307,0.15359,,
1.004,"5,781.58",0.00307,645.62616,0.00307,0.15358,,
1.00575,"5,786.26",0.00307,646.14862,0.00307,0.1537,,
1.00731,"5,784.58",0.00307,645.96088,0.00307,0.15367,,
1.00869,"5,781.39",0.00307,645.60443,0.00307,0.15355,,
1.01094,"5,786.50",0.00307,646.17535,0.00307,0.15369,,
1.01269,"5,787.76",0.00308,646.31592,0.00308,0.15376,,
1.01381,"5,782.81",0.00307,645.76276,0.00307,0.15364,,
1.0155,"5,780.82",0.00307,645.54156,0.00307,0.15355,,
1.01737,"5,786.51",0.00307,646.17615,0.00307,0.1537,,
1.019,"5,785.09",0.00307,646.01807,0.00307,0.15367,,
1.02037,"5,782.77",0.00307,645.75916,0.00307,0.15358,,
1.02256,"5,787.01",0.00307,646.23206,0.00307,0.15371,,
1.02431,"5,787.77",0.00307,646.31744,0.00307,0.1537,,
1.0255,"5,784.67",0.00307,645.97125,0.00307,0.15365,,
1.027,"5,780.44",0.00307,645.49805,0.00307,0.1535,,
1.02912,"5,787.70",0.00307,646.30975,0.00307,0.15372,,
1.02981,"5,786.49",0.00307,646.17413,0.00307,0.15373,,
1.02987,"5,786.45",0.00308,646.16949,0.00307,0.15377,,
1.03106,"5,783.65",0.00309,645.85712,0.00307,0.15451,,
1.03106,"5,768.75",0.00309,644.19318,0.00306,0.15451,,
1.03106,"5,758.97",0.00309,643.10156,0.00306,0.15451,,
1.03106,"5,751.15",0.00309,642.22766,0.00306,0.15451,,
1.03106,"5,745.48",0.00309,641.59454,0.00305,0.15451,,
1.03094,"5,741.03",0.00309,641.09741,0.00305,0.15443,,
1.03094,"5,736.96",0.00309,640.64374,0.00305,0.15443,,
1.03094,"5,733.51",0.00309,640.25793,0.00305,0.15443,,
1.03087,"5,730.74",0.00309,639.94897,0.00305,0.1544,,
1.03087,"5,728.54",0.00309,639.70337,0.00304,0.1544,,
1.03081,"5,726.19",0.00309,639.44006,0.00304,0.15436,,
1.03081,"5,724.08",0.00309,639.20483,0.00304,0.15436,,
1.03081,"5,722.14",0.00309,638.98853,0.00304,0.15436,,
1.03075,"5,720.10",0.00309,638.76093,0.00304,0.15432,,
1.03075,"5,718.26",0.00309,638.55499,0.00304,0.15432,,
1.03075,"5,717.31",0.00309,638.4491,0.00304,0.15432,,
1.03075,"5,715.47",0.00309,638.24304,0.00304,0.15432,,
1.03075,"5,714.61",0.00309,638.14722,0.00304,0.15432,,
1.03075,"5,713.00",0.00309,637.96729,0.00304,0.15432,,
1.03069,"5,712.21",0.00309,637.87939,0.00304,0.15428,,
1.03069,"5,711.04",0.00309,637.74933,0.00303,0.15428,,
1.03069,"5,709.93",0.00309,637.62457,0.00303,0.15428,,
1.03069,"5,709.27",0.00309,637.55115,0.00303,0.15428,,
1.03069,"5,708.22",0.00309,637.43347,0.00303,0.15428,,
1.03069,"5,707.10",0.00309,637.30927,0.00303,0.15428,,
1.03069,"5,706.91",0.00309,637.28796,0.00303,0.15428,,
1.03069,"5,705.68",0.00309,637.15021,0.00303,0.15428,,
1.03069,"5,705.42",0.00309,637.12158,0.00303,0.15428,,
1.03069,"5,704.36",0.00309,637.00299,0.00303,0.15428,,
1.03069,"5,703.98",0.00309,636.95984,0.00303,0.15428,,
1.03069,"5,703.23",0.00309,636.87604,0.00303,0.15428,,
1.03069,"5,702.50",0.00309,636.79517,0.00303,0.15428,,
1.03069,"5,702.38",0.00309,636.78217,0.00303,0.15428,,
1.03069,"5,701.30",0.00309,636.6615,0.00303,0.15428,,
1.03069,"5,700.36",0.00309,636.55646,0.00303,0.15428,,
1.03069,"5,700.06",0.00309,636.52271,0.00303,0.15428,,
1.03069,"5,699.52",0.00309,636.46259,0.00303,0.15428,,
1.03069,"5,699.00",0.00309,636.40454,0.00303,0.15428,,
1.03069,"5,698.51",0.00309,636.34973,0.00303,0.15428,,
1.03069,"5,697.98",0.00309,636.29083,0.00303,0.15428,,
1.03069,"5,697.49",0.00309,636.23523,0.00303,0.15428,,
1.03069,"5,696.94",0.00309,636.17456,0.00303,0.15428,,
1.03069,"5,696.63",0.00309,636.14014,0.00303,0.15428,,
1.03069,"5,695.67",0.00309,636.03265,0.00303,0.15428,,
1.03069,"5,695.45",0.00309,636.008,0.00303,0.15428,,
1.03069,"5,695.35",0.00309,635.99609,0.00303,0.15428,,
1.03069,"5,694.42",0.00309,635.89313,0.00303,0.15428,,
1.03069,"5,694.26",0.00309,635.87439,0.00303,0.15428,,
1.03069,"5,694.20",0.00309,635.86804,0.00303,0.15428,,
1.03069,"5,692.79",0.00309,635.71063,0.00303,0.15428,,
1.03069,"5,692.97",0.00309,635.73059,0.00303,0.15428,,
1.03069,"5,692.06",0.00309,635.62878,0.00302,0.15428,,
1.03069,"5,691.77",0.00309,635.59705,0.00303,0.15428,,
1.03069,"5,691.21",0.00309,635.53491,0.00303,0.15428,,
1.03069,"5,691.41",0.00309,635.55652,0.00302,0.15428,,
1.03069,"5,690.89",0.00309,635.4989,0.00302,0.15428,,
1.03069,"5,690.39",0.00309,635.44226,0.00302,0.15428,,
1.03069,"5,690.11",0.00309,635.41174,0.00302,0.15428,,
1.03069,"5,689.69",0.00309,635.36414,0.00302,0.15428,,
1.03069,"5,689.71",0.00309,635.36652,0.00302,0.15428,,
1.03069,"5,688.88",0.00309,635.27393,0.00302,0.15428,,
1.03069,"5,688.59",0.00309,635.24146,0.00302,0.15428,,
1.03069,"5,688.56",0.00309,635.23798,0.00302,0.15428,,
1.03069,"5,688.29",0.00309,635.2085,0.00302,0.15428,,
1.03069,"5,687.78",0.00309,635.151,0.00302,0.15428,,
1.03069,"5,687.85",0.00309,635.15948,0.00302,0.15428,,
1.03069,"5,687.56",0.00309,635.12714,0.00302,0.15428,,
1.03069,"5,687.59",0.00309,635.13007,0.00302,0.15428,,
1.03069,"5,687.08",0.00309,635.07324,0.00302,0.15428,,
1.03069,"5,686.51",0.00309,635.00922,0.00302,0.15428,,
1.03069,"5,686.03",0.00309,634.95563,0.00302,0.15428,,
1.03069,"5,686.10",0.00309,634.96411,0.00302,0.15428,,
1.03069,"5,685.70",0.00309,634.9187,0.00302,0.15428,,
1.03069,"5,685.40",0.00309,634.88501,0.00302,0.15428,,
1.03069,"5,685.61",0.00309,634.90875,0.00302,0.15428,,
1.03069,"5,684.80",0.00309,634.81897,0.00302,0.15428,,
1.03069,"5,684.78",0.00309,634.81659,0.00302,0.15428,,
1.03069,"5,684.67",0.00309,634.80389,0.00302,0.15428,,
1.03069,"5,684.13",0.00309,634.74353,0.00302,0.15428,,
1.03069,"5,684.01",0.00309,634.73083,0.00302,0.15428,,
1.03069,"5,683.82",0.00309,634.7088,0.00302,0.15428,,
1.03069,"5,683.63",0.00309,634.68817,0.00302,0.15428,,
1.03069,"5,683.37",0.00309,634.65894,0.00302,0.15428,,
1.03069,"5,683.44",0.00309,634.66711,0.00302,0.15428,,
1.03069,"5,683.02",0.00309,634.6203,0.00302,0.15428,,
1.03069,"5,683.07",0.00309,634.62561,0.00302,0.15428,,
1.03069,"5,682.28",0.00309,634.53766,0.00302,0.15428,,
1.03069,"5,682.40",0.00309,634.55048,0.00302,0.15428,,
1.03069,"5,681.81",0.00309,634.48462,0.00302,0.15428,,
1.03069,"5,681.71",0.00309,634.47363,0.00302,0.15428,,
1.03069,"5,681.61",0.00309,634.46234,0.00302,0.15428,,
1.03069,"5,681.41",0.00309,634.44037,0.00302,0.15428,,
1.03069,"5,681.08",0.00309,634.40302,0.00302,0.15428,,
1.03069,"5,681.20",0.00309,634.41602,0.00302,0.15428,,
1.03069,"5,680.63",0.00309,634.35327,0.00302,0.15428,,
1.03069,"5,680.35",0.00309,634.32166,0.00302,0.15428,,
1.03069,"5,680.39",0.00309,634.32617,0.00302,0.15428,,
1.03069,"5,680.10",0.00309,634.29388,0.00302,0.15428,,
1.03069,"5,680.36",0.00309,634.32257,0.00302,0.15428,,
1.03069,"5,680.05",0.00309,634.28857,0.00302,0.15428,,
1.03069,"5,679.30",0.00309,634.20447,0.00302,0.15428,,
1.03069,"5,679.36",0.00309,634.21088,0.00302,0.15428,,
1.03069,"5,679.24",0.00309,634.1972,0.00302,0.15428,,
1.03069,"5,679.54",0.00309,634.2312,0.00302,0.15428,,
1.03069,"5,679.26",0.00309,634.19946,0.00302,0.15428,,
1.03069,"5,679.01",0.00309,634.17163,0.00302,0.15428,,
1.03069,"5,678.79",0.00309,634.14783,0.00302,0.15428,,
