,Time,Time in Minutes,Pb1,Pb1-Pb2,Pb2,Pb3,Pb3-Pb4,Pb4,AHF,AHF-Extra,ACF,ACF-Extra,ACF-Extra2,FHF,FHF-Extra,FHF-Extra2,FCF,FCF-Extra
0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,14.434010999999998,0.24056684999999997,20.003381,20.000024,23.719599,20.003215,20.0,20.0,20.002451999999998,20.002451999999998,20.002024,20.002024,20.002024,20.002045000000003,20.002045000000003,20.002045000000003,20.002622,20.002622
2,28.811638000000002,0.4801939666666667,20.017287,20.001526000000002,36.734770000000005,20.017628,20.000002,20.0,20.015125,20.015125,20.011715,20.011715,20.011715,20.011293,20.011293,20.011293,20.016403,20.016403
3,43.245649,0.7207608166666667,20.029199,20.014081,57.379941,20.029916,20.000019,20.0,20.031497,20.031497,20.02369,20.02369,20.02369,20.022888000000002,20.022888000000002,20.022888000000002,20.034429,20.034429
4,57.623276000000004,0.9603879333333334,20.038206,20.060558,86.718456,20.039244,20.000078,20.0,20.048001,20.048001,20.035404999999997,20.035404999999997,20.035404999999997,20.03446,20.03446,20.03446,20.052548,20.052548
5,72.000904,1.2000150666666667,20.044852,20.176304000000002,120.06839,20.045835999999998,20.0002,20.000001,20.063442000000002,20.063442000000002,20.046148000000002,20.046148000000002,20.046148000000002,20.045182,20.045182,20.045182,20.069404000000002,20.069404000000002
6,86.434915,1.4405819166666667,20.046933,20.405658,141.62771999999998,20.046751,20.000401,20.000002,20.074279,20.074279,20.05329,20.05329,20.05329,20.052435,20.052435,20.052435,20.081184,20.081184
7,100.81254,1.680209,20.049542000000002,20.783625,160.04064,20.045946,20.000683,20.000006,20.081621,20.081621,20.057996,20.057996,20.057996,20.057325,20.057325,20.057325,20.089069,20.089069
8,115.24655,1.9207758333333333,20.056614,21.322511,180.16468999999998,20.045442,20.001036,20.000013,20.087502,20.087502,20.061839000000003,20.061839000000003,20.061839000000003,20.061405999999998,20.061405999999998,20.061405999999998,20.095322,20.095322
9,129.62418,2.160403,20.070939000000003,22.0154,210.93327999999997,20.045227,20.001447,20.000025,20.092607,20.092607,20.065235,20.065235,20.065235,20.065238,20.065238,20.065238,20.10077,20.10077
10,144.00181,2.400030166666667,20.095779999999998,22.845245000000002,232.59386,20.045218,20.001901,20.000044,20.097185,20.097185,20.068329000000002,20.068329000000002,20.068329000000002,20.069164999999998,20.069164999999998,20.069164999999998,20.105760999999998,20.105760999999998
11,158.43582,2.640597,20.134805,23.797967,259.63169,20.045322,20.002385999999998,20.000072,20.101381,20.101381,20.071185999999997,20.071185999999997,20.071185999999997,20.073514000000003,20.073514000000003,20.073514000000003,20.110557,20.110557
12,172.81345,2.8802241666666664,20.191387,24.85609,292.93367,20.045249,20.002894,20.00011,20.105054,20.105054,20.073708,20.073708,20.073708,20.078529,20.078529,20.078529,20.11512,20.11512
13,187.24746000000002,3.120791,20.270278,26.004976,315.90037,20.046255,20.003416,20.000159,20.109084,20.109084,20.076557,20.076557,20.076557,20.085297,20.085297,20.085297,20.120593,20.120593
14,201.62508,3.360418,20.373414999999998,27.228919,332.2639,20.047131,20.003947,20.000220000000002,20.113113000000002,20.113113000000002,20.079386,20.079386,20.079386,20.093939000000002,20.093939000000002,20.093939000000002,20.126839999999998,20.126839999999998
15,216.00271,3.600045166666667,20.502489,28.51319,346.18692999999996,20.046943,20.004483,20.000294,20.116257,20.116257,20.081563,20.081563,20.081563,20.104375,20.104375,20.104375,20.133069,20.133069
16,230.43672,3.840612,20.660579000000002,29.852173999999998,363.46756,20.046551,20.005022,20.00038,20.118736,20.118736,20.083306,20.083306,20.083306,20.117422,20.117422,20.117422,20.139877,20.139877
17,244.81435,4.080239166666667,20.84949,31.233119,388.7888,20.046346,20.005562,20.000479000000002,20.120908,20.120908,20.084872,20.084872,20.084872,20.133865,20.133865,20.133865,20.148267999999998,20.148267999999998
18,259.24836,4.320806,21.070935000000002,32.649692,409.40437000000003,20.046574,20.006097,20.000591,20.123109,20.123109,20.086493,20.086493,20.086493,20.154584,20.154584,20.154584,20.159304000000002,20.159304000000002
19,273.62599,4.560433166666667,21.325536,34.096015,425.50347999999997,20.047038,20.006626,20.000715,20.12538,20.12538,20.088167000000002,20.088167000000002,20.088167000000002,20.180101999999998,20.180101999999998,20.180101999999998,20.173658,20.173658
20,288.00362,4.800060333333334,21.612785000000002,35.561331,439.48748,20.047248,20.007146,20.000851,20.127451,20.127451,20.089688,20.089688,20.089688,20.210696,20.210696,20.210696,20.191498,20.191498
21,302.43762999999996,5.040627166666666,21.934042,37.042703,452.50318,20.047304,20.007659,20.000999,20.129279,20.129279,20.091036,20.091036,20.091036,20.2471,20.2471,20.2471,20.213495,20.213495
22,316.81525,5.2802541666666665,22.288711,38.535428,463.48725,20.047324,20.008164,20.001157,20.130905,20.130905,20.092242000000002,20.092242000000002,20.092242000000002,20.290014000000003,20.290014000000003,20.290014000000003,20.240384,20.240384
23,331.24926,5.520821,22.676358,40.045038,472.63527,20.047285000000002,20.008661,20.001326000000002,20.132334,20.132334,20.093308,20.093308,20.093308,20.340204,20.340204,20.340204,20.272911999999998,20.272911999999998
24,345.62689,5.7604481666666665,23.096347,41.577396,481.00657,20.047245,20.009147,20.001504999999998,20.133619,20.133619,20.094267000000002,20.094267000000002,20.094267000000002,20.398544,20.398544,20.398544,20.311807,20.311807
