TimeStamp,Time in Minutes,Load-in-bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud3-Mid,Stud3-Bottom,Stud4-Top,Stud4-Mid,Stud4-Bottom,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Mid-Left,Pb2-Mid-Mid,Pb2-Mid-Right,Pb3-Mid-Left,Pb3-Mid-Mid,Pb3-Mid-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-HF-Extra,Stud3-Top-Fire-CF,Stud3-Top-Fire-CF-Extra,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-HF-Extra,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-HF-Extra,Stud4-Top-Fire-CF,Stud4-Top-Fire-CF-Extra,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-HF-Extra,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Average-Furnace
43082.47514,21,-84.863983,30.26679774,8.258236,8.569372,8.219656,8.213917,-1.630489,-1.83574,0.390794,0.752016,-0.807855,-1.203559,707.890747,679.890503,712.078552,721.654297,719.914124,26.34828,89.452148,21.681007,69.232689,68.928017,70.47789,40.022625,40.268711,40.460403,27.826893,28.334942,28.355175,23.72123,23.511763,23.259748,21.710388,21.640289,71.678589,52.654064,43.486263,39.179348,70.45842,81.883133,56.296108,56.831608,47.584633,44.742752,70.499382,70.71312,52.795547,43.60918,40.604778,21.296913,45.100452,36.853523,32.811489,71.917366,82.999443,56.917027,57.345619,48.384029,43.632538,69.834839,68.879433,52.274605,44.081459,39.01749,68.328018,45.053337,35.749622,33.104519,68.013664,50.931572,42.885788,39.026142,736.741089,771.157593,795.070923,782.342346,708.2856446,89.452148,69.54619867,40.25057967,28.17233667,22.7686836,771.3279878
43082.47585,22,-85.120453,30.34920155,8.213082,8.571014,8.219656,8.219664,-1.632131,-1.839024,0.38751,0.791423,-0.781584,-1.274164,717.119385,692.092285,724.269958,732.69928,726.511719,26.343443,90.383911,21.667589,69.234711,69.158592,70.556007,40.626827,40.864376,41.044151,28.494505,29.025444,29.000626,24.162436,23.841534,23.627008,21.85774,21.765907,72.153679,53.664028,44.030678,39.680019,71.336411,83.059227,57.440224,58.135372,48.565907,45.433594,71.403999,71.675003,53.968655,44.141983,41.070515,21.298071,45.992111,37.387161,33.200424,72.581085,84.276787,58.105045,58.585503,48.967075,44.335548,70.455063,69.457886,53.419025,44.50597,39.59515,68.732796,45.779102,35.772228,33.379852,69.205826,52.113014,43.441357,39.544403,744.628174,777.060242,801.845703,788.949829,718.5385254,90.383911,69.64977,40.845118,28.84019167,23.050925,778.120987
43082.47655,23,-85.375603,30.43118124,8.216366,8.511904,8.20652,8.218021,-1.625563,-1.858728,0.394078,0.791423,-0.804571,-1.290583,727.421631,702.868591,731.930237,743.729065,737.577454,26.463226,92.354271,21.673372,69.187248,69.175385,70.654709,41.023243,41.343868,41.4795,29.103567,29.661068,29.589876,24.648918,24.242069,23.989529,22.019411,21.916952,72.536331,54.456444,44.50869,40.180019,72.017174,84.561234,58.34877,59.171162,49.021053,46.039642,72.090569,72.381706,54.83429,44.588905,41.411346,21.278399,46.596088,37.838268,33.493351,73.12014,85.407509,59.038685,59.48167,49.364521,44.827488,70.868446,69.876694,54.319145,44.808002,39.994648,68.999878,46.322536,35.795975,33.549866,69.737244,53.072403,43.809631,39.986916,752.139465,784.529053,807.750854,799.306091,728.7053956,92.354271,69.67244733,41.28220367,29.45150367,23.3633758,785.9313658
43082.47725,24,-85.600731,30.50351487,8.214724,8.495484,8.208162,8.204885,-1.661686,-1.86858,0.390794,0.794707,-0.817707,-1.336558,737.724854,713.588928,742.42218,754.93219,747.011047,26.758251,98.715431,21.659954,69.180756,69.215904,70.410522,41.46973,41.747307,41.919682,29.671633,30.276344,30.165712,25.098515,24.583158,24.388857,22.211353,22.069597,72.768829,55.104965,44.784214,40.535664,72.667458,86.101814,59.099983,59.984505,49.352554,46.535454,72.635239,72.943367,55.650475,44.912441,41.77161,21.275854,47.074734,38.211052,33.912918,73.511269,86.461227,59.771038,60.228252,49.764114,45.298855,71.184456,70.117088,54.996071,45.094337,40.323288,68.968315,46.766891,35.832504,33.719627,70.568535,53.930607,44.010731,40.317375,761.237549,790.971619,816.695312,805.406799,739.1358398,98.715431,69.602394,41.71223967,30.03789633,23.670296,793.5778198
43082.47795,25,-85.78746,30.5635109,8.201588,8.465929,8.198311,8.213096,-1.64855,-1.891567,0.390794,0.817694,-0.853831,-1.234757,745.156921,722.571045,752.516846,763.565796,755.024353,27.331257,105.641029,21.674297,68.917046,69.273437,70.382545,41.786602,42.154697,42.212368,30.252705,30.830015,30.722424,25.58919,25.042238,24.779041,22.411354,22.214128,73.012062,55.600994,45.070553,40.770954,73.378136,87.450447,59.810547,60.675282,49.942654,46.849007,73.153481,73.38015,56.260357,45.148468,42.033451,21.25271,47.641602,38.619015,34.252525,73.830574,87.510292,60.309719,60.873634,50.120949,45.785667,71.368858,70.065834,55.495949,45.462128,40.657066,69.262688,47.042843,36.981026,33.892105,71.391243,54.520584,44.12294,40.573856,766.523926,796.448303,823.177185,809.233582,747.7669922,105.641029,69.52434267,42.05122233,30.60171467,24.0071902,798.845749
43082.47865,26,-85.965576,30.62073957,8.204872,8.444583,8.209805,8.236904,-1.676464,-1.934259,0.390794,0.781571,-0.827559,-1.264312,753.883301,731.16156,760.194214,770.629395,763.788208,27.785944,118.194046,21.692112,68.866226,69.386253,70.440964,42.035267,42.429619,42.448685,30.758442,31.299019,31.223579,25.998529,25.507349,25.097591,22.608315,22.362572,73.254845,55.94532,45.221172,40.907108,74.405838,88.726486,60.360214,61.208382,50.321106,47.169266,73.854736,73.912018,56.815651,45.346863,42.256638,21.239519,47.944046,38.889313,34.54882,74.208267,88.629173,60.779171,61.462101,50.294479,46.120895,71.723564,70.347183,55.868408,45.800381,40.859604,69.860802,47.283012,37.487244,34.036194,72.529167,55.008446,44.307446,40.764362,772.615295,800.16803,827.200989,814.632935,755.9313356,118.194046,69.564481,42.30452367,31.09368,24.3148712,803.6543123
43082.47935,27,-86.209465,30.6991011,8.192557,8.436374,8.186817,8.221306,-1.691242,-1.970383,0.38751,0.824262,-0.845621,-1.36283,760.24176,740.60907,769.44873,778.171692,769.911072,29.043137,135.219772,21.755266,69.256645,68.773766,70.784966,42.375591,42.771423,42.7864,31.242382,31.779276,31.699286,26.431438,25.965115,25.492825,22.790218,22.557922,73.824303,56.367382,45.431103,41.075058,75.716789,89.884796,60.798916,61.737782,50.771198,47.538284,74.883766,74.823807,57.311012,45.700092,42.529263,21.244379,48.322121,39.168423,34.854172,75.093201,89.990219,61.20277,61.974857,50.489201,46.492016,72.183441,70.921486,56.324215,46.369148,41.087559,71.204369,47.552979,37.932617,34.342152,73.952072,55.490551,44.442062,40.906879,777.645447,803.307312,832.846619,818.411377,763.6764648,135.219772,69.60512567,42.64447133,31.573648,24.6475036,808.0526888
43082.48005,28,-86.433495,30.77108194,8.198304,8.419953,8.208162,8.214738,-1.773341,-2.013074,0.38751,0.791423,-0.811139,-1.375965,767.19928,748.875854,776.285522,784.198547,776.991516,30.523043,155.706863,21.791121,69.627113,70.246239,71.410263,42.798653,43.160542,43.134453,31.701349,32.231136,32.145683,26.92519,26.468063,25.854725,22.983185,22.713255,74.935005,56.735851,45.729523,41.321602,77.031555,90.399391,61.332664,62.259232,51.325336,47.97501,75.994011,76.036079,57.771652,46.176117,42.943649,21.248777,48.644295,39.43153,35.1535,76.292946,91.355682,61.422844,62.439083,50.828716,46.923424,73.307648,71.920273,56.818573,46.997608,41.437473,72.746674,47.903362,38.36824,34.684135,75.626839,56.010761,45.164326,41.217766,783.120361,807.797485,835.132751,821.796448,770.7101438,155.706863,70.42787167,43.031216,32.026056,24.9888836,811.9617613
43082.48075,29,-86.759491,30.87582446,8.175317,8.388757,8.190922,8.212275,-1.774983,-2.045914,0.389152,0.806201,-0.812781,-1.366114,772.3703,756.293274,784.535889,791.889099,783.579407,31.514761,168.838409,21.796442,70.760567,71.559975,72.546173,43.331806,43.657707,43.717121,32.092068,32.654636,32.516312,27.369692,26.780588,26.165585,23.15024,22.867178,76.262962,57.251682,46.38974,41.77956,78.340355,90.392433,61.997734,62.928566,51.900238,48.610409,77.277245,77.609306,58.309685,46.870945,43.499191,21.236279,49.071644,39.809475,35.472843,77.462296,92.535667,61.788921,62.968025,51.507977,47.476562,74.800308,73.233582,57.414608,47.676414,42.051842,73.212997,48.313084,38.826466,35.093414,76.77446,56.569046,45.835697,41.691662,788.233704,813.476074,842.541565,828.211975,777.7335938,168.838409,71.62223833,43.568878,32.42100533,25.2666566,818.1158295
43082.48145,30,-87.089241,30.98177313,8.168749,8.375621,8.181891,8.198318,-1.812749,-2.075469,0.394078,0.840682,-0.843979,-1.423582,779.099182,762.426636,788.316162,797.170715,789.471558,32.095047,176.676086,21.813559,72.155464,73.204941,74.165977,43.861778,44.281151,44.424389,32.514023,33.087124,32.92001,27.804808,27.19615,26.519888,23.309185,23.035637,77.620049,57.934761,47.211327,42.310215,79.670326,90.087128,62.855026,63.743225,52.832047,49.3372,79.022888,79.558876,58.981647,47.665565,44.16193,21.23003,49.605419,40.203217,35.861271,78.641113,93.70269,62.530796,63.651546,52.391335,48.278961,76.079712,74.615494,58.085728,48.323929,42.727398,73.458466,48.878086,39.2556,35.469418,78.811188,57.268761,46.625729,42.297276,793.341675,816.91333,846.022034,833.73761,783.2968506,176.676086,73.17546067,44.189106,32.84038567,25.5731336,822.5036623
43082.48216,31,-87.435326,31.09297024,8.167107,8.362485,8.193385,8.203244,-1.819317,-2.091889,0.38751,0.843966,-0.811139,-1.42194,785.147217,769.717041,795.719788,805.33783,797.912354,32.735012,187.569687,21.844786,73.142288,64.608543,75.115349,44.473564,44.91584,44.990139,32.951603,33.484886,33.345524,28.191223,27.607405,26.837004,23.5016,23.201069,78.929794,58.561245,48.141346,43.010582,81.194557,89.845543,63.694363,64.484619,53.650066,50.058208,81.08532,81.270889,59.749714,48.523659,44.812759,21.239519,50.248447,40.651154,36.297035,79.474953,94.851807,63.159267,64.236092,53.259575,49.214588,77.122627,75.939415,58.795486,48.513039,43.342014,75.498856,49.361588,39.817894,35.852825,80.260063,58.040348,47.401497,42.884201,800.520508,821.251404,853.434692,839.553955,790.766846,187.569687,70.95539333,44.793181,33.260671,25.8676602,828.6901398
43082.48286,32,-87.83107,31.22012279,8.147403,8.362485,8.190101,8.211453,-1.829168,-2.095173,0.38751,0.840682,-0.830843,-1.448212,789.643127,775.34552,802.971252,809.872742,801.918457,33.509827,202.447937,21.860285,73.695648,73.919174,75.684792,45.150734,45.54002,45.607944,33.388092,33.910404,33.780708,28.603472,28.022873,27.153334,23.682896,23.333441,80.129578,59.214272,48.949459,43.663605,82.542908,89.934143,64.601601,65.354912,54.442715,50.913754,83.112518,82.85144,60.515732,49.470638,45.482052,21.22818,50.84586,41.114601,36.758629,80.388092,95.941429,63.756001,64.810219,54.107105,49.981701,78.272331,77.074966,59.544533,49.267429,43.997581,76.338142,49.889164,40.29327,36.269192,82.109024,58.810757,48.14835,43.574936,803.598572,824.586853,857.069641,841.710876,795.9502196,202.447937,74.43320467,45.43289933,33.693068,26.1592032,831.7414855
43082.48356,33,-83.798363,29.92441403,8.030824,8.259041,8.071879,8.070244,-1.973663,-2.121445,0.262719,1.037716,-0.90309,-1.290583,797.7323,783.288574,810.759155,819.674072,809.92511,34.236061,218.143692,21.887115,74.21431,75.477379,76.20031,45.779102,46.167744,46.242199,33.855278,34.370045,34.204277,29.022455,28.246183,27.486599,23.828604,23.431614,81.006081,59.974403,49.736576,44.3428,83.44236,90.423843,65.343033,66.186691,55.252102,51.592072,84.794182,84.232887,61.323692,50.281391,46.106865,21.228411,51.675037,41.609211,37.226868,81.351028,97.046852,64.46714,65.69342,54.746979,50.733749,79.265701,78.13382,60.277176,50.174881,44.624706,77.351753,50.62524,40.822327,36.730568,83.398468,59.570347,48.802872,44.257809,811.321594,830.7771,864.737854,850.674988,804.2758422,218.143692,75.297333,46.063015,34.1432,26.403091,839.377884
43082.48426,34,-84.155045,30.03901596,8.024256,8.262325,8.066953,8.076812,-1.950675,-2.124729,0.262719,0.98189,-0.847263,-1.339842,800.637756,788.009583,814.170105,823.993225,815.322144,34.803894,227.038254,21.910707,74.820671,75.965599,76.942276,46.376163,46.68568,46.825027,34.29734,34.849144,34.60482,29.449543,28.535196,27.764778,23.957207,23.569733,81.376099,60.702431,50.335323,44.931469,83.819916,90.689926,66.174149,66.955376,56.053486,52.27235,85.711075,84.993088,62.039001,51.094185,46.69812,21.204342,52.345364,42.127224,37.667786,82.161858,98.012161,65.426155,66.520653,55.565678,51.38802,79.939789,79.009018,60.978642,50.842701,45.157528,77.92347,51.344501,41.255939,37.159824,84.145767,60.17012,49.459801,44.829071,814.625854,833.4328,866.984985,853.253418,808.4265626,227.038254,75.90951533,46.62895667,34.583768,26.6552914,842.0742643
43082.48496,35,-84.698448,30.21361134,7.989774,8.244264,8.030829,8.063676,-1.990083,-2.151001,0.259435,1.047568,-0.88667,-1.408805,806.559448,793.949036,820.027649,831.102539,820.451843,35.304047,235.024918,21.929905,75.34201,75.184486,77.671288,46.853756,47.163837,47.289116,34.760471,35.334885,35.031494,29.834667,29.014874,28.096241,24.132196,23.743399,82.260139,61.465916,50.979614,45.477978,84.429985,91.062614,66.935219,67.710709,56.772942,52.784512,86.741333,85.483009,62.809509,51.758675,47.137379,21.219847,53.021496,42.631172,38.152046,82.886597,99.050148,66.360283,67.401917,56.31522,52.031425,80.448517,79.642578,61.372822,51.427029,45.624699,77.993736,51.984993,41.696888,37.518478,84.531441,60.975498,50.171272,45.348221,818.840393,837.629639,872.161865,857.370667,814.418103,235.024918,76.065928,47.10223633,35.04228333,26.9642754,846.500641
43082.48567,36,-85.266571,30.39614926,7.98649,8.231128,8.037397,8.062035,-2.049194,-2.164137,0.262719,1.037716,-0.893238,-1.369398,810.830017,798.397949,823.234497,834.424011,823.547913,35.893463,243.325287,21.973156,75.73983,76.992844,79.148659,47.282108,47.656746,47.723434,35.235287,35.782501,35.475128,30.167549,29.386145,28.392654,24.293308,23.913572,82.933395,62.192177,51.63987,45.901569,84.808067,91.549133,67.679359,68.484962,57.434383,53.242008,87.204796,86.037956,63.584076,52.419727,47.580788,21.219847,53.615616,43.118347,38.621517,83.512001,100.025574,67.260162,68.298691,57.07391,52.510761,80.941841,80.069824,62.200027,52.071995,46.095547,78.669762,52.431896,42.18671,38.016472,85.321037,61.603199,50.874283,45.777744,822.40509,840.439209,874.325378,860.855774,818.0868774,243.325287,77.29377767,47.554096,35.49763867,27.2306456,849.5063628
43082.48637,37,-85.807983,30.57010494,7.970071,8.20814,8.027546,8.062035,-2.075465,-2.223248,0.243015,1.070556,-0.896522,-1.392385,812.407898,801.147217,824.573608,836.299866,825.693237,36.441944,251.616333,21.9683,76.708008,78.521614,81.42691,47.762089,48.219307,48.178181,35.666962,36.175156,35.908989,30.466364,29.836735,28.550829,24.399242,24.003382,83.478638,62.8909,52.2719,46.337471,85.560524,92.681152,68.497055,69.215904,58.113132,53.563824,87.930367,86.237152,64.370781,53.00618,48.140442,21.205498,54.275253,43.549992,39.058697,83.932114,101.255623,68.13636,69.26918,57.767384,52.958199,81.469444,80.570503,62.967129,52.714218,46.546768,80.517685,53.101009,42.719681,38.403095,85.738853,62.411724,51.456116,46.094189,825.389038,843.110046,876.38385,862.062134,820.0243652,251.616333,78.88551067,48.05319233,35.91703567,27.4513104,851.736267
43082.48707,38,-86.392883,30.75803331,7.983206,8.183511,8.007842,8.032479,-2.200256,-2.288927,0.226595,1.188776,-0.909658,-1.323423,820.837402,807.053955,831.500793,843.52478,832.052002,37.145233,259.19873,21.979864,78.796646,80.579903,83.893593,48.33997,48.888927,48.822975,36.092983,36.620148,36.318714,30.853642,30.092258,28.93881,24.604387,24.176285,83.964813,63.755329,53.136822,46.758976,86.196373,93.975822,69.443787,70.118431,59.015781,54.267601,88.354294,86.755905,65.207489,53.762199,48.663948,21.20249,54.953094,44.08894,39.516644,84.344421,102.336693,69.148521,70.249146,58.441536,53.495815,82.035591,81.071442,63.834229,53.485909,47.10368,81.409004,53.827042,43.066395,38.928246,85.980598,63.187065,52.051708,46.639301,831.286072,847.760193,882.689453,868.527283,826.9937864,259.19873,81.09004733,48.68395733,36.34394833,27.7330764,857.5657503
43082.48777,39,-86.971382,30.94390504,7.942157,8.14082,7.990602,8.034942,-2.302059,-2.400582,0.197039,1.215048,-0.962202,-1.343126,824.934937,811.12384,835.332275,847.985413,836.494019,37.965885,266.218475,22.014786,81.525856,83.065948,86.003456,48.950588,49.609032,49.663887,36.505836,37.06929,36.758629,31.23344,30.581553,29.222582,24.760815,24.336468,84.260437,64.765404,54.351559,47.272385,86.574837,94.789566,70.475876,71.200119,59.882374,54.917545,88.744644,87.152351,66.112328,54.685097,49.265171,21.199944,55.678814,44.583015,40.005341,84.705032,103.429848,70.18737,71.235924,59.291733,54.085266,82.505745,81.477051,64.549385,54.413227,47.75124,81.954773,54.676544,43.625507,39.440636,86.674782,64.08638,52.270096,47.240273,835.14447,851.880737,886.51178,870.477966,831.1740968,266.218475,83.53175333,49.40783567,36.77791833,28.0269716,861.0037383
43082.48847,40,-84.59449,30.18020964,7.807516,7.935574,7.853497,7.85843,-2.446553,-2.61404,0.009852,1.448206,-1.238054,-1.096832,829.34082,815.978027,839.438354,853.149902,839.536255,38.872463,274.12207,22.010855,83.692719,85.325294,87.940453,49.756893,50.298992,50.245064,36.855576,37.532154,37.145233,31.580093,30.878187,29.499384,24.878468,24.489935,84.801125,65.767128,55.449387,47.83691,87.060013,98.370628,71.559303,72.380806,60.706245,55.695007,88.91349,87.549965,66.997696,55.728069,49.780594,21.177958,56.205944,45.108154,40.461769,85.288559,104.28775,71.228989,72.13868,60.23431,54.650215,83.003029,81.874405,65.367683,55.293045,48.480053,82.48291,55.387077,44.276619,40.052879,86.797363,64.977829,53.18998,47.924381,839.259033,855.227539,890.565002,874.419983,835.4886716,274.12207,85.652822,50.10031633,37.17765433,28.2652134,864.8678893
43082.48918,41,-84.930641,30.28821495,7.789454,7.929006,7.846108,7.86664,-2.536862,-2.705991,-0.013136,1.487613,-1.298808,-1.128029,833.850098,820.88562,843.759827,857.713135,844.537231,39.664322,284.090942,22.054335,85.696289,87.3451,89.823112,50.351116,51.070507,50.905407,37.272243,38.006676,37.584129,31.917925,31.238026,29.861301,25.08629,24.629768,85.210602,66.804199,56.598049,48.357143,87.3321,100.629921,72.726761,73.525589,61.76627,56.308475,89.029648,87.739822,67.998886,56.816998,50.486492,21.178188,56.972767,45.801514,40.973019,85.727875,105.472099,72.281227,73.206062,61.119091,55.280449,83.475052,82.349472,66.401497,56.304878,49.185459,82.94593,55.942623,44.929882,40.529522,87.091614,65.910721,53.90044,48.610863,842.754028,859.279175,895.307007,879.839478,840.1491822,284.090942,87.62150033,50.77567667,37.621016,28.546662,869.294922
43082.48988,42,-85.289299,30.40345177,7.797664,7.92408,7.843645,7.856788,-2.67643,-2.82093,-0.039408,1.589414,-1.359561,-1.090264,838.347595,824.722839,847.455078,861.597595,848.728577,40.314419,294.367157,22.078386,87.522171,88.852501,91.596939,51.083138,51.778061,51.386219,37.673714,38.439083,37.99551,32.198147,31.475559,30.073895,25.219589,24.734053,85.615631,67.727951,57.742668,48.880344,87.661591,102.752052,73.955872,74.550606,62.756145,56.805309,89.034805,88.0355,69.008606,57.89814,51.201534,21.182354,57.703796,46.485905,41.478363,86.083443,106.707809,73.291763,74.253242,62.018143,55.759335,83.939056,82.870697,67.422966,56.873867,49.752602,83.328827,56.669312,45.626057,40.965519,87.287727,66.806885,55.123417,49.249588,848.301575,862.47467,898.610291,882.598145,844.1703368,294.367157,89.32387033,51.415806,38.03610233,28.7402486,872.9961703
43082.49059,43,-85.758987,30.55436252,7.809158,7.910945,7.853497,7.84201,-2.903023,-3.004832,-0.111655,1.763462,-1.438376,-0.991746,842.676941,830.154419,853.803589,867.887451,853.014587,41.078014,303.45816,22.112612,89.186615,90.833748,93.161446,51.83577,52.372856,52.182205,38.070248,38.9394,38.365051,32.655552,31.806089,30.416109,25.398756,24.888618,85.954613,68.703026,58.693527,49.450771,87.832848,105.244019,74.956711,75.705154,63.589458,57.479774,89.028526,88.29892,69.870651,59.09639,51.772877,21.168699,58.587975,47.393131,42.039581,86.44957,107.859314,73.904854,75.221855,63.089317,56.313644,84.336365,83.330391,68.488991,58.174236,50.388119,83.659576,57.573025,46.453777,41.379993,87.281898,67.814384,55.894722,49.898418,851.122009,867.333984,901.457886,886.444946,849.5073974,303.45816,91.060603,52.130277,38.458233,29.0330248,876.5897063
43082.49129,44,-86.269722,30.71846168,7.804232,7.905198,7.848571,7.848578,-3.100061,-3.178882,-0.236447,1.894818,-1.597648,-0.957265,847.791443,834.109314,855.669006,872.565918,858.034241,41.760254,313.685791,22.125793,90.851242,92.318352,94.59565,52.496117,53.061592,52.658344,38.492836,39.353924,38.767265,32.946796,32.144535,30.674017,25.564753,25.038317,86.317818,69.563095,59.799545,49.891647,87.966682,107.668022,76.137886,76.695473,64.654709,57.966888,89.039062,88.467743,70.885674,60.098076,52.579937,21.173328,59.516693,48.164394,42.758488,86.757919,109.221291,74.734306,76.100296,63.863144,57.01907,84.727875,83.766617,69.361412,58.876331,50.936985,83.694511,58.536541,47.340221,41.948978,87.552658,68.672798,57.171898,50.455582,856.191223,869.171631,905.249084,890.964783,853.6339844,313.685791,92.58841467,52.73868433,38.87134167,29.2736836,880.3941803
43082.492,45,-86.767441,30.87837879,7.779603,7.899451,7.840361,7.845294,-3.237987,-3.326661,-0.256151,2.003187,-1.704377,-0.906364,852.085022,838.87085,861.190918,877.757507,863.022583,42.475925,322.707825,22.182217,92.40007,93.89473,95.866798,53.127136,53.666279,53.388847,38.874512,39.831318,39.142242,33.20752,32.515167,30.904106,25.715971,25.210135,86.631081,70.578606,60.761444,50.203541,88.070694,110.800583,77.034691,77.78093,65.499863,58.678707,89.107681,88.568184,71.68351,61.281963,53.152817,21.168005,60.131294,48.940876,43.415276,87.045448,110.545578,75.873413,76.915428,64.885513,57.614147,85.100609,84.13726,70.332413,60.23027,51.484528,83.340469,59.395462,48.164848,42.697441,87.632233,69.540489,57.688969,51.048405,860.26825,874.536316,911.334045,894.895569,858.585376,322.707825,94.053866,53.39408733,39.28269067,29.5105798,885.258545
43082.4927,46,-84.351036,30.10198787,7.670412,7.823921,7.73938,7.729535,-3.487568,-3.490859,-0.456474,2.262617,-1.993366,-0.717538,856.462646,843.859253,867.338623,882.536072,868.375366,43.125153,332.716217,22.215054,93.687187,94.820793,97.062592,53.804077,54.329948,53.920925,39.290653,40.248016,39.538033,33.499302,32.901924,31.196522,25.824303,25.357252,86.922188,71.378036,61.780174,50.553051,88.174042,113.753975,77.982773,78.724365,66.462196,59.163528,89.222496,88.635452,72.570122,62.178276,53.888958,21.156664,60.921875,49.663662,44.115005,87.662491,112.021553,76.813393,77.850975,65.831421,58.298454,85.449402,84.537941,71.187141,61.332664,51.904297,83.537079,60.214111,49.126518,43.413006,87.772774,70.323013,58.674213,51.551716,864.773621,877.678589,914.855652,900.032654,863.714392,332.716217,95.19019067,54.01831667,39.692234,29.7558606,889.335129
43082.4934,47,-84.628258,30.1910593,7.662202,7.822278,7.732812,7.722147,-3.561457,-3.595946,-0.463042,2.303666,-2.042625,-0.715896,859.147644,847.319519,869.490601,884.257874,871.832275,43.833893,342.338806,22.224533,94.600822,96.466644,97.842506,54.477825,54.941845,54.523285,39.682522,40.698212,39.901611,33.822109,33.208664,31.487709,26.047842,25.511728,87.200768,72.170456,62.603226,51.144253,88.283897,116.638969,78.777176,79.572304,67.239113,59.547676,89.230347,88.683434,73.2799,63.098961,54.725376,21.153654,61.579872,50.410007,44.666397,89.535355,113.427315,77.739311,78.635521,66.744179,58.846237,85.787025,84.821953,72.034851,62.171993,52.358437,83.8759,60.965626,49.92144,44.117729,87.836662,71.126488,59.728386,52.084843,867.066711,879.873779,916.949402,900.854736,866.4095826,342.338806,96.303324,54.64765167,40.094115,30.0156104,891.186157
43082.49411,48,-85.041656,30.32388407,7.664665,7.810785,7.751695,7.71722,-3.628778,-3.618933,-0.464684,2.375912,-2.068897,-0.676489,862.277527,850.492676,871.515686,887.429199,874.154541,44.488522,353.226746,22.236326,95.56131,97.633278,98.878616,54.950619,55.400574,55.062443,40.100643,41.116646,40.281673,34.163803,33.382141,31.824654,26.207979,25.680244,87.479813,72.786507,63.46841,51.575615,88.322014,119.163727,79.579468,80.335937,68.007843,59.994606,90.586044,88.688812,73.951172,63.770798,55.579174,21.166384,62.383022,51.191837,45.298626,90.603767,114.902313,78.59166,79.428848,67.571205,59.39344,85.999199,85.08448,72.71669,62.877449,52.793747,84.260887,61.627647,50.558239,44.737995,88.093788,71.72155,60.090893,52.511211,870.324097,881.774902,920.84613,903.365967,869.1739258,353.226746,97.35773467,55.13787867,40.499654,30.2517642,894.077774
43082.49481,49,-85.478676,30.4642986,7.630183,7.802575,7.723782,7.713936,-3.681322,-3.678045,-0.472894,2.423529,-2.078748,-0.699477,864.365234,852.843872,875.746948,890.461426,876.424377,45.178818,363.264648,22.277254,96.308121,98.187904,99.452248,55.456135,55.892246,55.624386,40.45813,41.542427,40.651382,34.489613,33.561306,32.049683,26.365328,25.827068,87.763588,73.403419,64.133446,51.91782,88.535225,121.739616,80.247978,81.033836,68.801079,60.01503,91.306534,88.696884,74.521294,64.422325,56.253162,21.150415,62.979908,52.005505,45.860596,91.756065,116.196808,79.36216,80.135178,68.241592,59.711327,85.924141,85.019966,73.307648,63.191101,53.30732,84.614319,62.483932,51.284744,45.34528,88.381645,72.337395,60.496208,52.910442,873.371094,886.080627,922.346863,906.645142,871.9683714,363.264648,97.98275767,55.657589,40.88397967,30.4585996,897.1109315
