TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud3-Mid,Stud3-Bottom,Stud4-Top,Stud4-Mid,Stud4-Bottom,Pb1-Top-Right,Pb1-Top-Left,Pb1-Mid-Mid,Pb1-Bottom-Right,Pb1-Bottom-Left,Pb1-Pb2-Mid-Right,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Left,Pb2-Mid-Right,Pb2-Mid-Mid,Pb2-Mid-Left,Pb3-Mid-Right,Pb3-Mid-Mid,Pb3-Mid-Left,Pb3-Pb4-Mid-Right,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Left,Pb4-Top-Right,Pb4-Top-Left,Pb4-Mid-Mid,Pb4-Bottom-Right,Pb4-Bottom-Left,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Left-Side-Top,Left-Side-Bottom,Right-Side-Top,Right-Side-Bottom,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
17:15.0,27,-57.220406,18.38491645,7.818946,6.493902,6.231209,7.162182,0.577977,0.801295,0.627243,-0.311975,0.830845,0.801294,761.743652,767.069641,797.55835,785.294861,802.973511,152.406357,164.078766,155.765503,21.339262,75.905411,75.317841,53.322636,52.994915,53.198311,40.103146,39.635197,39.874767,31.3568,28.797012,27.877041,27.64399,25.390917,20.859215,68.490334,58.063938,54.290787,21.305939,70.94767,21.945633,59.880356,82.92466,69.318207,58.814575,55.855591,80.535591,63.085506,50.785858,21.04973,83.565742,70.565628,63.376049,59.581348,83.788116,68.185623,58.148178,54.820114,78.190651,62.194645,48.605442,44.558769,79.532463,68.412201,58.026196,55.597618,785.110535,810.402283,849.885498,842.625305,43.158955,30.151482,39.088749,28.767132,822.0059053,782.928003,154.08593,75.611626,53.171954,39.87103667,28.213152
18:15.6,28,-62.120079,19.95918138,7.815662,6.498827,6.229567,7.167108,0.604248,0.847271,0.633811,-0.311975,0.814425,0.804578,769.14978,773.495728,804.899719,791.06958,809.963379,162.607285,170.64595,164.534988,21.327923,77.7006,77.247032,54.44429,53.938713,54.26445,40.924606,40.399467,40.700939,32.210518,29.485603,28.396563,27.910166,25.655348,20.873104,69.433716,59.105148,55.330162,21.305244,71.841728,21.961823,60.968094,84.213402,70.18782,59.559574,57.025139,81.890747,63.913799,51.502338,21.056673,85.443581,71.536034,64.325958,60.534134,85.584267,69.204041,59.137257,55.90012,81.107254,63.079231,49.61129,45.321499,80.9011,69.320442,59.013535,56.613335,790.894958,814.501343,856.692444,846.700623,43.515068,30.538645,39.659771,29.20558,827.197342,789.7156372,163.5711365,77.473816,54.21581767,40.675004,28.7316396
19:16.1,29,-62.276791,20.00953295,7.815662,6.493902,6.224641,7.163825,0.637088,0.866975,0.643663,-0.305407,0.834129,0.807862,775.859558,780.211426,817.388977,796.871033,813.079712,167.752045,178.558136,171.610474,21.376518,78.684532,78.49678,55.383926,55.220829,55.369305,41.783421,41.114826,41.538109,32.889103,30.101212,28.716797,28.152126,26.020651,20.871252,70.299507,60.300518,56.400883,21.308022,72.726761,21.998365,62.081165,85.070145,71.087769,60.742596,58.04192,82.989594,64.711853,51.813904,21.052738,87.423996,72.514626,65.512405,61.669819,87.226311,70.162529,60.26865,56.981983,84.084404,63.912453,50.642162,46.171818,82.272682,70.200577,60.158226,57.619987,797.94873,819.912415,863.941711,850.483948,44.743435,30.966724,39.892284,29.047503,833.071701,796.6821412,169.6812595,78.590656,55.32468667,41.47878533,29.1759778
20:16.9,30,-62.561291,20.1009428,7.817304,6.495543,6.222999,7.167108,0.637088,0.876827,0.666651,-0.298839,0.830845,0.804578,782.876404,788.019592,821.132446,804.082275,821.812012,175.126038,190.761139,183.208176,21.363329,78.788361,79.094505,56.479347,56.216961,56.38739,42.679966,41.920364,42.419403,33.545063,30.798359,29.164454,28.427832,26.312344,20.874495,71.354317,61.365643,57.550331,21.309874,73.738831,22.014324,63.352737,85.992699,72.123688,61.938526,59.27018,84.180931,65.721199,52.895573,21.067322,89.00296,73.551323,66.72245,63.011074,88.51236,71.300606,61.228348,58.081234,85.184837,64.996422,51.531876,47.139187,83.16671,71.260323,61.073994,58.751469,804.51532,825.174866,869.977295,856.13501,45.746956,31.314152,41.454056,29.524191,838.9506228,803.5845458,179.167107,78.941433,56.36123267,42.339911,29.6496104
21:17.4,31,-62.894131,20.20788429,7.817304,6.493902,6.219715,7.160541,0.637088,0.893247,0.699491,-0.28242,0.820993,0.807862,789.648132,794.412781,828.213379,810.398376,828.542725,183.928513,204.084335,198.819626,21.341576,79.79924,79.782227,57.35955,57.091663,57.42989,43.554752,42.778912,43.313206,34.215481,31.367575,29.589645,28.695419,26.55559,20.884216,72.443016,62.083408,58.326756,21.29645,74.759811,22.021955,64.297943,87.006226,73.127747,63.06802,60.354153,85.148994,66.648766,53.944115,21.05135,89.672386,74.56694,67.712952,64.157425,89.216896,72.364021,62.086998,59.100658,87.471291,66.116135,52.630405,48.039646,84.091125,72.301369,61.931572,59.751957,809.788269,828.850403,874.84552,860.967773,46.635231,31.48152,42.178085,30.400274,843.6129913,810.2430786,191.3740695,79.7907335,57.293701,43.21562333,30.084742
22:18.2,32,-63.282593,20.33269713,7.817304,6.487334,6.213147,7.134269,0.637088,0.899815,0.725763,-0.246296,0.820993,0.811146,796.090942,799.323792,830.881653,818.235229,835.348572,193.433685,214.175079,212.511063,21.357775,80.822983,80.391891,58.232864,57.847816,58.411884,44.375435,43.633671,44.141529,34.849144,31.900509,29.971277,28.872395,26.88858,20.878893,73.332932,62.802334,59.240318,21.311029,75.819267,22.06266,65.31279,87.779503,74.194168,63.830643,61.229244,85.954384,67.732208,54.898418,21.061998,90.145668,75.530403,68.608322,65.201439,89.568321,73.422661,62.786194,59.929962,88.380302,67.189178,53.53883,48.951492,85.126595,73.338753,62.67408,60.666306,814.33313,834.302429,880.658875,866.908997,47.514999,32.433174,42.56263,30.508356,849.0508578,815.9760376,202.972374,80.607437,58.164188,44.05021167,30.496381
23:19.0,33,-63.590931,20.43176613,7.815662,6.480766,6.208221,7.12606,0.637088,0.906383,0.768455,-0.229876,0.820993,0.834134,802.933716,804.864258,837.887268,824.287964,839.997498,201.822617,224.44577,219.979675,21.389015,81.704269,80.989296,59.011513,58.710148,59.190022,45.283455,44.471298,45.067154,35.493626,32.501198,30.212767,29.142397,27.216175,20.877041,74.393311,63.467514,60.121868,21.320055,76.81675,22.082779,66.181313,88.443977,75.227448,64.413582,62.053802,86.731476,68.773994,55.859413,21.050425,90.30719,76.457405,69.479156,66.026756,89.812126,74.428886,63.543953,60.83437,89.307266,68.27227,54.504604,49.797974,86.007484,74.363106,63.419765,61.407143,819.277405,838.0271,883.905518,871.34259,48.373413,33.019138,42.220768,30.260508,853.1381533,821.9941408,210.901146,81.3467825,58.970561,44.94063567,30.9132326
24:19.6,34,-63.674362,20.45857251,7.815662,6.480766,6.204937,7.11785,0.637088,0.919519,0.775023,-0.210173,0.830845,0.850554,807.968445,808.74884,839.944519,829.464844,847.07782,207.878403,233.778397,226.410416,21.37837,83.195595,81.806572,59.590103,59.408932,59.903252,46.143528,45.297947,45.955441,36.009895,32.989376,30.478296,29.365931,27.516285,20.842083,75.314934,64.120224,60.782539,21.300154,77.860596,22.05341,66.836899,89.034355,76.239914,65.063644,62.715115,87.38253,69.78022,56.811378,21.071024,90.617233,77.375694,70.226318,66.780685,90.346222,75.420319,64.171989,61.133896,89.809433,69.271645,55.321613,50.535679,86.722061,75.411591,63.953468,61.998184,822.770996,843.64325,889.745239,876.264465,48.569748,33.206604,42.610065,30.345425,858.1059875,826.6408936,217.1444095,82.5010835,59.63409567,45.798972,31.2719566
25:20.4,35,-63.50993,20.40574051,7.817304,6.475019,6.203296,7.107998,0.637088,0.929371,0.791443,-0.203605,0.827561,0.866974,812.977844,814.217346,844.964966,834.277222,852.082703,214.94252,242.599899,233.689163,21.365875,85.405495,83.642776,60.246429,60.04129,60.507877,46.944458,46.049374,46.810326,36.52272,33.588078,30.775417,29.598833,27.788473,20.826803,76.130501,64.789154,61.359585,21.287888,78.825287,22.042309,67.373924,89.526833,77.228241,65.606728,63.214867,87.97654,70.736847,57.628078,21.050425,90.95356,78.269424,70.780487,67.319511,90.702934,75.926888,64.794983,61.869446,90.332092,70.224525,56.158051,51.135231,87.417496,76.385803,64.496277,62.570263,827.119385,845.910889,891.646118,879.139282,49.054028,33.388321,42.85107,30.694893,860.9539185,831.7040162,224.3158415,84.5241355,60.26519867,46.601386,31.6547042
26:21.0,36,-63.807453,20.50133465,7.817304,6.474198,6.193444,7.081727,0.637088,0.929371,0.804578,-0.187185,0.761881,0.86369,817.205811,819.090027,846.710449,839.872253,859.828552,223.772003,251.922974,242.027802,21.35708,88.216415,86.037064,60.791065,60.686275,61.116398,47.692013,46.817337,47.584404,37.169632,34.190098,31.240318,29.846378,28.047712,20.793465,77.053261,65.230118,61.810455,21.252249,79.827438,22.040689,67.955223,89.942665,78.284195,66.128448,64.0541,88.562584,71.718864,58.46624,21.050655,91.232933,79.287636,71.365501,67.886932,90.80323,76.840469,65.383812,62.332565,90.548355,71.201683,56.911854,51.794067,88.031242,77.461845,65.033173,63.066227,831.43988,852.804565,895.918579,883.262329,49.267654,33.854134,43.859737,31.00732,865.8563383,836.5414184,232.8999025,87.1267395,60.86457933,47.36458467,32.0988276
27:21.8,37,-60.290123,19.37121652,7.736848,6.314929,6.044026,6.855958,0.63052,0.863691,0.804578,-0.167481,0.643658,0.85548,821.817932,821.989685,849.200256,843.06665,864.67395,234.888733,261.596649,250.118484,21.364717,90.647072,88.256096,61.469055,61.426659,61.807762,48.416794,47.56044,48.356014,37.826645,34.719334,31.498255,30.146431,28.386677,20.801336,78.054825,65.415398,62.241516,21.279093,80.802841,22.060116,68.645264,90.300903,79.378944,66.715958,65.002251,89.03772,72.766144,59.336189,21.04973,91.181541,80.351608,72.020752,68.472198,91.307213,77.886101,65.859871,62.835072,91.016167,72.178741,57.652119,52.494312,88.708992,78.487152,65.52137,63.769676,834.90094,857.23938,899.311096,885.646729,49.97448,34.020645,44.592529,31.30842,869.2745363,840.1496946,242.5036085,89.451584,61.56782533,48.11108267,32.5154684
28:22.6,38,-60.406662,19.4086605,7.736848,6.323139,6.040742,6.859242,0.633804,0.870259,0.827566,-0.164197,0.643658,0.857122,826.502747,826.709656,855.24707,847.458069,869.871277,244.643173,273.90921,258.843994,21.365412,92.780167,91.215874,62.248917,62.132523,62.507702,49.095127,48.32822,48.995758,38.428379,35.336025,31.991711,30.369982,28.668066,20.782351,79.093834,65.746742,62.955696,21.275621,81.832092,22.074686,69.208519,90.698898,80.477844,67.416695,66.044899,89.468292,73.812225,60.267303,21.033295,91.356583,81.371841,72.367378,69.159714,91.475075,78.770462,66.313469,63.559418,90.833069,73.152809,58.35461,53.1875,89.280136,79.600952,66.067078,64.550957,838.77887,860.29248,903.280701,889.338562,50.640133,34.458523,45.303608,31.864758,872.9226533,845.1577638,251.7435835,91.9980205,62.29638067,48.80636833,32.9588326
29:23.5,39,-60.597801,19.47007346,7.736848,6.314929,6.042384,6.858421,0.633804,0.863691,0.860406,-0.147778,0.646942,0.857122,831.917847,831.907288,860.035034,852.331604,875.011597,253.489395,285.752991,266.480438,21.379759,94.823044,93.493591,62.915562,62.967354,63.258358,49.846504,49.080448,49.728222,38.894775,35.931591,32.35873,30.723341,28.964779,20.786518,80.121521,66.290627,63.662754,21.274466,82.748894,22.062428,69.858566,91.046455,81.402962,68.038071,66.994568,89.890625,74.813736,61.452232,21.039082,91.225525,82.354172,73.014519,69.64122,91.534096,79.934868,66.880348,64.177818,90.889839,74.022102,59.408707,53.7318,89.853844,80.610123,67.245834,65.336311,844.134033,864.48822,906.98291,893.471252,51.335934,34.663795,46.201237,32.25267,877.2691038,850.240674,259.9849165,94.1583175,63.04709133,49.55172467,33.3746432
30:24.3,40,-60.923801,19.57481726,7.738491,6.321496,6.045668,6.861705,0.623952,0.857123,0.86369,-0.15763,0.660078,0.86369,835.521301,836.840271,864.08728,856.623169,878.347778,264.711121,297.326324,276.968872,21.387396,96.692184,95.324638,63.636978,63.687637,64.000534,50.519886,49.937462,50.372101,39.342999,36.453812,32.727226,31.015348,29.321365,20.764061,81.21582,66.741936,64.2957,21.276085,83.818352,22.084629,70.361061,91.355011,82.467911,68.501755,67.805649,90.273087,75.981262,62.734844,21.034916,91.280731,83.440346,73.546402,70.282501,91.517265,81.120239,67.492607,64.991943,90.934715,75.094315,60.529423,54.542866,90.088692,81.76561,67.916939,66.048706,848.533691,870.136719,911.306274,897.533081,51.825851,34.75956,46.38974,32.227242,881.8774413,854.2839598,270.8399965,96.008411,63.77504967,50.276483,33.77215
31:25.2,41,-61.320206,19.70218219,7.736848,6.313287,6.037458,6.860063,0.482742,0.755319,0.870258,-0.013136,0.522151,0.84727,840.266968,840.736084,867.951172,861.609131,884.868774,274.640442,309.391449,286.621674,21.375593,98.143799,97.047302,64.166168,64.486412,64.670845,51.230625,50.693146,51.075241,39.800602,37.003605,33.098339,31.248344,29.611464,20.755957,82.254097,67.228142,64.883942,21.277704,84.77536,22.069366,71.058006,91.699059,83.478638,69.080246,68.69989,90.641235,77.021713,64.111702,21.039082,91.506943,84.326057,74.125481,70.886345,91.595139,82.073425,68.051506,65.687599,90.956253,76.015717,61.891426,55.289219,90.42205,82.741951,68.597801,66.73925,852.503418,872.529175,915.864197,900.483521,52.215107,35.316837,47.508217,32.525475,885.3450778,859.0864258,280.631058,97.5955505,64.44114167,50.99967067,34.1524708
32:26.1,42,-61.805782,19.85819776,7.736848,6.314929,6.024322,6.860063,0.229877,0.568131,0.876826,0.167481,0.361237,0.84727,844.276367,845.266235,872.595764,865.017944,888.146179,285.549683,319.110687,296.937012,21.37999,99.593651,98.572731,64.862206,65.132874,65.322197,51.890774,51.523308,51.707726,40.161823,37.573418,33.592197,31.548458,29.865435,20.737204,83.239258,68.313461,65.623077,21.249933,85.802261,22.075378,71.742592,92.073219,84.481499,69.574287,69.584358,91.019531,78.157982,65.233925,21.036999,91.800949,85.372116,74.727371,71.52932,91.568207,83.148575,68.920181,66.647873,90.973984,77.080109,63.070488,56.024929,90.774956,83.770424,69.134193,67.379074,855.986267,876.054199,918.366882,903.970886,52.734947,35.523087,48.42086,32.884068,888.5945585,863.0604978,291.2433475,99.083191,65.105759,51.70726933,34.5482662
33:26.9,43,-61.930706,19.89833584,7.736848,6.313287,6.016112,6.81573,0.006568,0.325115,0.84727,0.357951,0.200322,0.853838,849.356079,849.425964,876.555786,870.117798,893.912537,295.123016,329.105347,306.270447,21.388552,100.73941,99.864998,65.284111,65.862335,65.930435,52.584667,52.27528,52.373985,40.661385,38.255249,34.064781,31.813652,30.147808,20.731184,84.111053,70.16745,66.215141,21.263819,86.677696,22.092493,72.464943,92.575851,85.332466,70.235268,70.352554,91.332123,79.067421,66.47541,21.016861,91.967499,86.202866,75.383179,72.09124,91.633293,84.085075,70.121117,67.381989,90.958946,78.029762,64.403725,56.677177,91.155289,84.68084,69.413116,68.055984,860.674133,880.293396,923.514893,907.632446,53.834473,35.803509,49.258171,33.588078,893.028717,867.8736328,300.6967315,100.302204,65.69229367,52.41131067,34.988575
34:27.8,44,-62.10463,19.95421762,7.736848,6.313287,6.021039,6.805878,-0.19047,0.137928,0.794726,0.522148,-0.009852,0.843986,853.021729,853.297607,880.30957,874.901733,897.055603,304.889496,338.357697,316.472229,21.38809,101.778732,100.820518,65.957092,66.34729,66.554695,53.186825,53.105965,52.986355,41.193905,38.798458,34.649166,32.152554,30.535204,20.724237,85.000031,71.390793,66.917969,21.275391,87.605782,22.107525,73.116333,93.182327,86.300789,70.947891,71.058899,91.623192,80.059753,67.55777,21.016167,92.576752,87.113579,75.982376,72.651123,91.668983,84.951645,71.88044,68.135017,90.963661,79.029381,65.531227,57.284042,91.517487,85.580009,70.30085,68.712646,863.350769,882.8255,926.106506,911.133545,54.192642,36.20985,49.902252,34.284763,895.85408,871.7172484,310.6808625,101.299625,66.286359,53.09304833,35.4658574
35:28.6,45,-62.406792,20.05130227,7.736848,6.313287,6.016112,6.797668,-0.318544,-0.019704,0.791443,0.669926,-0.154347,0.843986,858.825745,858.140625,885.166443,878.828796,902.524536,313.293335,347.855011,325.412994,21.375824,102.610886,101.741989,66.354683,66.875198,67.175735,53.855186,53.756344,53.64579,41.647144,39.364395,35.104149,32.607002,30.826803,20.744844,85.695389,72.566765,67.507614,21.293673,88.422226,22.133886,73.609947,94.066353,87.007347,72.563179,71.68821,91.882874,80.938927,68.589066,21.002047,94.018501,87.788689,76.612686,73.199348,91.72419,85.709282,73.92746,68.719589,90.982506,79.804832,66.648994,57.764912,91.996681,86.352768,71.15625,69.207848,868.763977,888.76532,931.174988,915.168213,54.646614,36.496254,50.773678,35.022583,900.9681245,876.697229,319.3531645,102.1764375,66.801872,53.75244,35.9098986
36:29.5,46,-62.669441,20.13569139,7.736848,6.316571,6.019396,6.774681,-0.479458,-0.14778,0.794726,0.81442,-0.246298,0.843986,862.065369,862.072754,888.546448,882.758057,905.996216,322.953857,356.44989,335.320007,21.386932,103.393082,102.365784,66.827271,67.380646,67.680702,54.420879,54.417278,54.208176,42.183533,39.876816,35.661938,33.096279,31.089886,20.783278,86.365097,73.635231,68.118675,21.332552,89.364235,22.178749,74.116302,94.994278,87.8862,74.331108,72.233566,92.298599,81.87709,69.290672,21.01825,95.109787,88.520432,77.179459,73.690498,91.859085,86.352547,75.22834,69.253288,90.886925,80.576103,67.464615,58.098755,92.636475,87.230347,71.96167,69.72583,872.521545,891.085571,933.053101,917.202759,54.564922,37.089588,50.685249,35.031723,903.465744,880.2877688,329.136932,102.879433,67.29620633,54.34877767,36.3816904
37:30.4,47,-62.907597,20.21221092,7.735207,6.313287,6.016112,6.753336,-0.58126,-0.243016,0.791443,0.92279,-0.321829,0.837418,866.067017,865.886292,892.294373,885.151184,906.970337,331.640656,365.969269,344.084656,21.387396,103.779778,103.022697,67.231049,67.903503,68.082848,55.014744,54.978745,54.834965,42.552414,40.39196,36.013775,33.421959,31.407698,20.803188,87.066292,74.705666,68.578773,21.344585,90.053703,22.194012,74.521072,96.302948,88.65361,75.776978,72.476807,92.964958,82.585449,70.008087,20.987926,97.39167,89.241112,77.780708,74.074242,93.179405,86.949532,76.177261,69.517883,90.671303,81.199707,68.226593,58.351688,93.436768,87.902565,73.848694,70.125595,875.649353,892.709473,935.790283,920.622925,54.608131,37.15686,50.789692,35.381023,906.1930085,883.2738406,337.862656,103.4012375,67.73913333,54.942818,36.7575612
38:31.3,48,-59.332436,19.06351169,7.543098,6.107222,5.828929,6.500475,-0.75531,-0.472895,0.771739,1.139531,-0.66172,0.853838,868.653625,868.521057,894.237122,888.764343,909.141785,340.6922,374.861237,353.848877,21.392487,104.256149,103.552574,67.429687,68.223007,68.387794,55.542736,55.492802,55.383026,42.863777,40.893013,36.454952,33.658543,31.756126,20.799715,87.786224,75.408684,68.898468,21.378834,90.866951,22.208347,74.948883,97.68277,89.464928,76.759689,72.601227,93.784668,83.164917,70.538101,20.995564,101.759796,89.947823,78.169174,74.386597,94.898094,87.63694,76.667732,69.686661,90.704735,81.85112,68.933838,58.651531,94.409622,88.454514,75.073059,70.445885,878.037842,895.340454,938.652039,923.550659,54.653366,37.045345,50.815407,35.50185,908.8952485,885.8635864,347.2705385,103.9043615,68.013496,55.47285467,37.1252822
39:32.3,49,-60.944107,19.58134158,7.54474,6.132672,5.851917,6.502117,-0.752026,-0.456475,0.775023,1.142815,-0.587831,0.850554,872.286682,872.022522,898.985107,893.406006,913.4021,350.030762,383.188843,363.505524,21.382998,104.723839,104.102463,67.533363,68.583923,68.530632,56.015034,55.942398,55.858513,43.149426,41.341599,36.86356,34.030251,32.059074,20.830971,88.44487,76.407951,68.995399,21.38809,90.940323,22.224533,75.173973,99.264923,90.166756,77.521591,72.626282,94.762375,83.680626,71.049721,20.973804,105.136314,90.667267,78.326263,74.519058,96.865349,88.306091,76.799072,69.784698,92.123276,82.372757,69.512733,58.821087,95.483543,88.925377,75.691277,70.759453,881.466309,900.08783,942.582397,926.605225,54.848465,37.092552,50.519432,34.972084,912.6854403,890.0204834,356.768143,104.413151,68.21597267,55.93864833,37.488782
40:33.2,50,-61.080948,19.62530859,7.543098,6.129388,5.853559,6.500475,-0.752026,-0.436771,0.781591,1.142815,-0.591115,0.850554,875.503601,875.572083,901.882324,895.741943,917.307678,359.0271,391.069489,372.632996,21.389246,105.116669,104.56311,67.643311,68.871597,68.694962,56.402679,56.360188,56.238098,43.550217,41.788872,37.317848,34.237434,32.347279,20.836988,89.220261,77.299622,69.140015,21.389246,92.532524,22.221991,75.478493,101.137321,90.95536,78.108978,72.632996,95.965935,84.193916,71.551476,20.973574,107.678871,91.46273,78.425392,74.722,100.66169,88.944656,76.942947,69.874458,96.301155,83.048485,70.076355,59.130299,96.939117,89.364906,76.277954,70.85994,884.379578,903.636841,944.945435,929.352966,54.899769,37.106236,50.383156,35.081989,915.578705,893.2015258,365.830048,104.8398895,68.40329,56.333655,37.84833
41:34.1,52,-61.232582,19.6740286,7.541456,6.126104,5.848633,6.503759,-0.752026,-0.417067,0.794726,1.159235,-0.574695,0.84727,878.153076,878.545898,903.819275,898.736389,919.161133,368.347931,399.244263,382.104645,21.395725,105.600601,105.036064,67.794228,69.048004,68.859062,56.729332,56.754284,56.588608,43.974232,42.245968,37.761692,34.616936,32.653721,20.86153,90.161148,77.969795,69.316864,21.435062,93.473152,22.269392,76.011017,103.01886,91.769302,78.684082,72.723625,97.58918,84.783203,72.046707,20.980288,110.11808,92.377617,79.25988,74.909721,103.68795,89.737656,77.28933,70.141266,98.344978,83.741539,70.611511,59.680347,98.956276,90.033066,76.964432,70.9188,887.299561,906.029053,948.470093,931.57074,55.238827,37.451225,50.413616,35.094097,918.3423618,895.6831542,375.226288,105.3183325,68.567098,56.69074133,38.2505098
42:35.2,53,-61.384434,19.72281864,7.541456,6.129388,5.850275,6.498012,-0.752026,-0.413783,0.804578,1.152667,-0.581263,0.850554,882.547668,882.004028,907.957031,904.081787,923.65625,376.230011,408.573181,390.237183,21.427658,106.336784,105.620476,67.955444,69.256424,68.991814,57.053905,57.077282,56.909607,44.423706,42.646149,38.124931,34.930725,33.007919,20.887226,91.076302,78.625,69.610329,21.43807,94.321548,22.291821,76.481346,104.934471,92.534767,79.313591,72.973122,99.658272,85.339409,72.594734,20.987694,112.800255,93.284058,80.104286,75.04554,106.65583,90.514931,77.830162,70.311592,100.48304,84.483513,71.218697,60.178204,101.247513,90.654251,77.616241,71.0401,891.099731,908.733887,953.34613,935.202087,55.717724,37.211819,50.248222,35.057312,922.0954588,900.0493528,383.233597,105.97863,68.73456067,57.013598,38.626686
43:36.6,54,-61.513111,19.76416256,7.541456,6.13103,5.851917,6.498833,-0.791433,-0.426919,0.807862,1.159235,-0.574695,0.84727,885.684937,884.947815,911.114197,906.805725,927.869873,384.143738,417.553101,398.501282,21.454268,106.896965,106.267197,68.068741,69.417816,69.153671,57.35146,57.365845,57.180439,44.640568,42.936386,38.297852,35.084503,33.270233,20.932137,92.173111,79.164101,69.983467,21.46769,95.177429,22.366039,76.698608,106.324356,93.289673,79.816025,73.277885,101.405037,85.986649,73.16153,20.995564,115.430893,94.236633,80.839775,75.103714,109.828987,91.407074,78.340805,70.620239,102.968109,85.236809,71.724907,60.714996,103.002167,91.458687,78.160667,71.150879,894.11792,912.436462,956.227356,937.701599,55.665321,36.947727,50.12862,34.78104,925.1208343,903.2845094,391.32251,106.582081,68.880076,57.299248,38.8459084
44:37.5,55,-61.664303,19.81274055,7.541456,6.137598,5.850275,6.503759,-0.857113,-0.463043,0.794726,1.198642,-0.587831,0.84727,888.171448,889.003418,912.867859,910.539001,930.19165,391.491577,426.215607,406.963074,21.448021,107.839188,106.844528,68.215622,69.611893,69.34037,57.622009,57.63055,57.425842,44.936905,43.37286,38.65477,35.311813,33.442783,20.989082,93.203209,79.679283,70.411194,21.472317,95.984818,22.384768,76.923927,107.288666,94.097801,80.366158,73.620239,102.84745,86.697189,73.682442,20.99811,118.136955,95.231819,81.650764,75.111992,113.168976,92.407249,78.866463,70.878067,105.088226,86.085457,72.239609,61.235527,104.187996,92.225868,78.643799,71.218246,897.379333,912.012085,957.592651,940.412903,55.792843,36.854435,49.887131,34.549503,926.849243,906.1546752,399.2273255,107.341858,69.05596167,57.559467,39.1438262
45:38.5,56,-61.812622,19.86039545,7.543098,6.13103,5.853559,6.498833,-0.886668,-0.476179,0.791443,1.211778,-0.594399,0.843986,891.584839,891.05957,916.651917,913.784607,932.283447,398.479675,435.352478,415.228241,21.447327,108.819672,107.74128,68.316597,69.746872,69.482735,57.850063,57.870956,57.640884,45.108379,43.622787,38.947369,35.529484,33.672729,21.012232,94.284706,80.271034,70.914772,21.484348,96.762802,22.400719,77.071159,108.04451,94.900345,80.925949,73.925446,104.03363,87.374466,74.202003,21.012232,121.544754,96.236847,82.21492,75.133476,116.665337,93.467308,79.418106,71.10881,107.13089,87.010262,72.810898,62.196438,104.990005,92.993256,79.201027,71.465759,899.225891,918.799683,959.491394,942.198242,55.92868,36.620831,49.952587,34.75499,929.9288025,909.072876,406.853958,108.280476,69.182068,57.787301,39.3761496
46:39.4,57,-61.964474,19.9091855,7.543098,6.129388,5.846991,6.497191,-0.991755,-0.554995,0.786517,1.264321,-0.663362,0.850554,894.958801,894.282715,920.507141,917.495178,935.397644,407.373688,444.05542,424.765076,21.464218,110.261848,108.69841,68.442421,69.850952,69.629128,58.072472,58.097858,57.826698,45.257862,43.975136,39.26334,35.876797,33.90926,21.045563,95.225296,80.829475,71.493958,21.511189,97.583336,22.419214,77.216606,108.747276,95.778,81.541527,74.393082,105.017097,88.08773,74.704773,20.999268,125.427979,97.325539,82.748444,75.043747,120.095245,94.602844,79.997757,71.47583,109.295288,87.941574,73.388428,62.975426,105.696365,93.680229,79.615273,71.758705,902.53479,920.616394,962.24176,945.714783,55.961964,36.931305,49.880585,34.786297,932.7769318,912.5282958,416.069382,109.480129,69.30750033,57.99900933,39.656479
