TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,Stud2-Axial,Stud3-Axial,Stud4-Axial,Stud5-Axial,Stud3-Top,Stud3-Mid,Stud3-Bottom,Stud4-Top,Stud4-Mid,Stud4-Bottom,Pb1-Top-Right,Pb1-Top-Left,Pb1-Mid-Mid,Pb1-Bottom-Right,Pb1-Bottom-Left,Pb1-Pb2-Mid-Right,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Left,Pb2-Mid-Right,Pb2-Mid-Mid,Pb2-Mid-Left,Pb3-Mid-Right,Pb3-Mid-Mid,Pb3-Mid-Left,Pb3-Pb4-Mid-Right,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Left,Pb4-Top-Right,Pb4-Top-Left,Pb4-Mid-Mid,Pb4-Bottom-Right,Pb4-Bottom-Left,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Left-Side-Top,Left-Side-Bottom,Right-Side-Top,Right-Side-Bottom,Average-Furnace,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
18:16.5,88,-64.024422,20.57104679,3.735421,2.223193,10.707198,3.088501,-13.657906,-16.708832,-10.715613,14.403492,-17.411489,-10.603958,973.832825,972.709656,994.424072,986.042664,1010.981323,691.1922,665.470642,698.238342,22.356329,328.759674,332.579834,185.459183,201.537506,197.834656,90.055267,88.44622,88.299591,55.374706,54.717499,50.578545,46.879993,47.246605,22.85932,273.622437,241.495102,187.650558,23.550564,290.472992,27.518816,206.90152,346.720764,273.934601,246.370453,203.368683,299.125336,207.864227,182.697128,21.341808,418.408905,295.47522,256.115936,197.428284,405.136322,275.521851,244.470093,196.892166,328.555847,216.608887,185.272736,150.862366,316.315918,261.580261,232.101944,181.509827,974.724976,987.877136,1028.130981,1011.278442,50.840446,37.980015,50.210312,32.051743,1000.502884,987.598108,694.715271,330.669754,194.9437817,88.93369267,50.9594696
19:17.8,89,-65.306114,20.98285443,3.70094,2.191996,10.698989,3.049094,-13.657906,-16.607031,-10.64665,14.42648,-17.391785,-10.61381,976.03479,974.74585,996.748413,988.123779,1012.320496,690.084961,665.664612,695.952942,22.34523,327.488586,331.237854,188.315445,204.334183,200.715622,90.704285,89.027405,88.896896,55.859863,55.283821,50.878342,47.445587,47.612892,22.877808,274.557709,242.794479,190.366165,23.569502,292.164612,27.570129,209.579895,350.23053,274.366638,247.571793,205.730698,299.298981,207.772644,182.681274,21.363792,424.196136,297.808441,258.794037,200.687698,409.557098,276.665894,245.881409,199.412186,322.316376,215.504486,185.154114,151.945679,320.084198,262.90744,233.5672,184.185104,976.237183,989.297302,1030.391113,1013.150452,50.715252,40.951199,55.258175,32.952747,1002.269013,989.5946656,693.0189515,329.36322,197.7884167,89.542862,51.416101
20:19.2,90,-66.296249,21.3009848,3.682878,2.17886,10.702272,3.047452,-13.654622,-16.5315,-10.610527,14.446184,-17.316256,-10.617094,977.981079,976.081055,998.736328,990.309692,1013.614197,689.103333,665.847778,694.386902,22.346388,326.841675,330.098907,191.327148,206.877808,203.421738,91.288811,89.505302,89.41716,55.950043,55.582325,51.103207,47.850697,48.028572,22.887976,275.43576,243.803848,192.580948,23.591906,293.581848,27.600273,212.21199,353.653656,274.865021,248.648315,207.888168,298.510895,207.549698,182.852783,21.367031,429.447876,300.143738,260.349457,203.431747,413.402039,277.722046,247.138016,201.713928,315.309174,213.845261,184.884247,152.783066,324.873383,263.67865,234.68869,186.447556,978.241089,990.909912,1031.985962,1015.100464,50.689987,42.989708,58.960766,33.504333,1004.059357,991.3444702,691.7451175,328.470291,200.5422313,90.07042433,51.7029688
21:20.6,91,-64.578194,20.74897373,3.558091,2.062282,10.910803,2.879152,-13.657906,-16.488808,-10.610527,14.45932,-17.299835,-10.620378,979.326721,977.183105,1000.766907,992.804993,1014.937378,688.153809,666.06958,693.138,22.388466,326.146027,328.991821,194.185715,209.413284,205.93605,91.814194,89.942444,89.888382,56.238548,56.048317,51.485653,48.269245,48.524338,22.881968,276.240601,244.630081,194.014709,23.604376,294.986023,27.686325,214.440109,356.829987,275.306854,249.769928,210.008591,296.909576,207.260956,182.690598,21.361477,434.791351,302.132416,262.594055,205.884659,416.369019,278.569794,248.163406,203.502014,308.838837,212.062897,184.540726,153.493332,328.40152,264.17218,235.716614,188.33432,979.57019,992.93634,1033.895264,1017.253174,51.271217,45.32399,60.494415,33.974216,1005.913742,993.0038208,690.6459045,327.568924,203.1783497,90.54834,52.1132202
22:22.3,92,-65.646461,21.09220792,3.541671,2.042579,10.910803,2.883257,-13.657906,-16.387007,-10.567836,14.482307,-17.25386,-10.623662,980.272217,979.551636,1003.068542,994.500916,1015.848328,687.453735,666.402344,692.070312,22.354017,325.924225,328.590424,197.060547,211.967697,208.477875,92.304436,90.354744,90.361031,56.204369,56.192001,51.447773,48.525692,48.730137,22.915476,276.841614,245.580856,195.80748,23.630011,296.557739,28.090033,216.956528,359.710846,275.832428,250.643295,211.564514,295.115601,207.164474,182.905228,21.358238,439.907684,304.001526,264.585266,207.973953,419.06543,279.597107,249.140015,205.540924,302.858643,210.77478,184.210495,154.196838,332.041595,264.629639,236.701508,190.417435,981.473206,994.042053,1034.371582,1018.94873,51.374268,47.316704,61.346127,34.878853,1007.208893,994.6483278,689.7620235,327.2573245,205.835373,91.006737,52.2199944
23:23.7,93,-63.468212,20.39233652,3.387328,1.909581,11.508479,2.727272,-13.657906,-16.350883,-10.567836,14.475739,-17.23744,-10.620378,982.998413,981.299011,1004.705627,997.570251,1019.952515,687.216858,666.834778,691.126282,22.31633,326.07016,328.198792,199.898071,214.85318,211.139252,92.806664,90.733673,90.792686,56.492386,56.254963,51.491966,48.635487,48.891865,22.946211,277.664764,246.565643,197.070801,23.627932,297.996094,27.830803,219.490082,363.283264,276.436951,251.740372,213.393997,292.932526,207.137268,183.155502,21.347363,446.523529,305.898743,267.523041,209.791107,420.87677,280.486328,250.363281,207.250504,296.601807,209.591751,184.082321,154.860443,335.96817,265.185303,237.776031,192.076736,982.783936,995.422913,1038.939331,1020.867859,51.465134,48.541958,62.053356,35.414371,1009.50351,997.3051634,689.17157,327.134476,208.6301677,91.444341,52.3533334
24:25.0,94,-62.714909,20.15030026,3.172234,1.686277,11.582368,2.488369,-13.657906,-16.304907,-10.495588,14.488875,-17.178329,-10.623662,983.286621,982.068359,1007.47345,996.486145,1020.171326,687.600769,667.326477,690.424927,22.304075,326.589783,328.149933,202.656433,217.434464,213.69809,93.20546,91.109962,91.187157,56.545219,56.270477,51.502563,48.991241,49.160618,22.925877,278.363892,247.416824,198.321335,23.586363,299.305511,27.716925,221.777557,365.809174,277.111511,252.776993,214.825806,291.239319,206.955688,183.545853,21.347824,453.580536,308.006958,268.643555,212.29837,422.501282,281.656616,251.373749,208.807907,292.63559,208.917603,184.104706,155.573578,339.353882,265.826599,238.722153,193.688782,984.133484,996.914795,1037.094604,1020.710022,52.101067,49.28933,62.78978,36.613987,1009.713226,997.8971802,689.012848,327.369858,211.2629957,91.834193,52.4940236
25:26.4,95,-59.708096,19.18421124,3.137753,1.635376,11.589757,2.449783,-13.654622,-16.281919,-10.492304,14.502012,-17.168478,-10.623662,986.411072,984.141541,1009.219666,999.597534,1023.38501,688.530029,667.945068,690.020813,22.267542,326.504578,328.268585,205.471619,220.107574,216.235458,93.562988,91.447472,91.549583,56.365135,56.482269,51.832615,48.950138,49.106419,22.873186,279.01532,248.46225,199.510437,23.587055,300.659088,27.675051,223.933746,367.102173,277.83432,253.899124,216.688202,289.596069,207.248642,183.766785,21.325146,459.905518,310.201752,270.513702,214.184128,424.280273,282.636169,252.427231,210.166122,289.661194,208.73912,184.219589,156.288513,341.068054,266.351257,239.633408,195.469498,986.270142,999.688049,1039.491821,1021.663757,53.549412,49.971092,63.576454,39.516644,1011.778442,1000.550965,689.275421,327.3865815,213.938217,92.186681,52.5473152
26:27.8,96,-60.93903,19.57971034,3.122975,1.620599,11.593862,2.453067,-13.654622,-16.226093,-10.482452,14.511864,-17.138924,-10.620378,986.462463,984.917236,1010.798523,1000.437439,1024.388794,689.911621,668.482605,689.535095,22.271704,327.328888,328.15976,208.217545,222.58049,218.784622,93.914276,91.766838,91.913628,56.309597,56.575569,52.067486,49.306717,49.18388,22.86348,280.106445,249.54982,200.960739,23.559572,302.136017,27.605564,225.804855,366.806,278.811676,254.917191,218.337723,288.457123,207.274902,184.218658,21.320286,466.246399,312.187134,272.332947,216.1828,425.494781,283.568848,253.598694,211.931458,287.006927,208.50647,184.463821,157.074585,341.267212,267.278687,240.788025,197.217056,986.950623,999.479309,1041.918091,1022.880066,54.108456,50.482658,64.87162,42.066376,1012.807022,1001.400891,689.723358,327.744324,216.5275523,92.53158067,52.6886498
27:29.2,97,-62.064682,19.94138233,3.096704,1.600895,11.629985,2.435005,-13.654622,-16.160414,-10.466033,14.526642,-17.08638,-10.610526,988.420715,987.399292,1013.271301,1003.127319,1025.697754,691.941101,669.259888,689.527344,22.236095,328.136108,328.579285,211.289062,225.139969,221.69072,94.268082,92.141235,92.268517,56.839703,56.978836,52.623871,50.111919,49.540176,22.851694,281.237122,250.545303,202.708099,23.561649,303.791107,28.062433,228.192551,365.516937,279.764709,256.231293,220.423111,287.638885,207.614334,185.007538,21.315426,470.623199,314.833435,274.601227,218.743134,426.63504,284.960815,254.901428,213.871262,285.441132,208.739807,184.926895,157.951813,340.738037,268.263672,242.014023,198.941635,989.235657,1001.529663,1041.872192,1024.585815,54.777359,50.952549,66.38044,43.608047,1014.305832,1003.583276,690.7342225,328.3576965,219.3732503,92.89261133,53.218901
28:30.7,98,-63.076664,20.26653214,3.070433,1.572982,11.631627,2.43008,-13.654622,-16.084883,-10.466033,14.538136,-17.046972,-10.607242,989.436646,988.973389,1015.302002,1004.939819,1027.770142,694.287415,670.071045,689.778259,22.206728,328.977783,329.167786,214.003784,227.641464,224.252579,94.616776,92.48381,92.619858,56.999516,57.100655,52.675243,50.276878,49.641541,22.816334,282.381104,251.915192,204.238342,23.518459,305.331696,27.916145,230.393951,363.490875,280.620178,257.565186,222.280457,287.056335,207.903519,185.71344,21.28187,466.282959,317.328705,276.93399,221.106888,427.270355,286.20224,256.08374,215.578949,285.003235,209.179749,185.626053,158.874069,339.114136,268.968872,243.160385,200.582718,990.997559,1002.571716,1044.900269,1026.349976,55.11554,51.221153,67.822441,44.464725,1016.20488,1005.2844,692.032837,329.0727845,221.9659423,93.240148,53.3387666
29:32.1,99,-60.992001,19.59672992,2.957139,1.444911,11.61767,2.283946,-13.654622,-16.091452,-10.469316,14.54142,-17.033836,-10.620378,991.135803,989.726562,1016.235352,1006.604126,1029.256714,696.802307,671.043762,689.885925,22.21991,330.096924,330.003052,216.923599,230.333466,226.821899,94.925064,92.843483,92.95755,56.955009,57.152573,52.935223,50.872478,49.623707,22.808708,283.230743,253.389694,205.739761,23.529778,306.63092,28.242044,232.455353,361.319794,281.592651,258.804077,223.864792,286.929352,208.766769,186.526321,21.270994,461.492157,319.370575,278.299835,223.339005,427.076233,287.571899,257.418854,217.370926,284.897827,209.81691,186.218002,159.74646,337.083435,269.796234,244.344986,202.183563,991.478455,1004.304565,1047.016724,1027.908325,55.230503,51.585308,69.314178,45.448086,1017.677017,1006.591711,693.344116,330.049988,224.692988,93.57536567,53.507798
30:33.7,101,-62.071301,19.94350901,2.922658,1.423565,11.618491,2.283946,-13.654622,-16.029057,-10.469316,14.544703,-17.020702,-10.620378,992.407349,991.748291,1017.432495,1007.799011,1030.393188,699.89624,672.009521,690.361023,22.204185,331.261261,330.569763,219.711838,232.935806,229.30571,95.27317,93.131577,93.299324,56.891624,57.065594,53.254845,50.971722,49.630028,22.787214,284.423767,254.600891,207.425552,23.508297,307.975128,28.300911,234.748611,359.017761,282.412262,260.169769,225.599045,286.697235,209.37355,187.309143,21.248777,455.084473,320.948486,280.52771,225.56366,425.245239,288.562866,258.873657,219.154053,285.459839,210.700912,186.956772,160.714508,334.449677,270.805847,245.71347,203.835175,992.756348,1005.297668,1046.426758,1029.384033,55.010696,51.881531,70.703499,45.909718,1018.466202,1007.956067,695.1286315,330.915512,227.3177847,93.901357,53.5627626
31:35.2,102,-61.419086,19.73395233,2.85698,1.356246,11.628343,2.190355,-13.654622,-16.027414,-10.469316,14.557839,-17.007566,-10.617094,994.026306,992.879822,1019.381287,1008.742859,1032.969116,705.250366,673.347168,691.040588,22.199791,332.729126,331.816071,222.563599,235.889389,231.877686,95.620201,93.443504,93.682022,57.05368,57.202465,53.225113,51.353748,49.817387,22.766644,285.309326,256.089447,209.133041,23.495825,309.449677,28.021494,237.299271,356.98584,283.377106,262.002686,228.042374,286.63205,210.213745,188.318466,21.249702,448.79599,322.981995,283.031738,228.255859,418.979706,289.847107,260.405975,221.123795,286.684601,211.569168,187.861237,161.748779,332.451904,271.622406,247.106384,205.459747,994.898743,1005.833618,1049.533203,1030.326294,55.6507,52.087093,72.586678,46.274109,1020.147965,1009.599878,698.145477,332.2725985,230.1102247,94.24857567,53.7304786
32:36.8,103,-62.36927,20.03924645,2.830709,1.339826,11.6267,2.190355,-13.654622,-16.032339,-10.466033,14.57426,-17.014133,-10.623662,995.734253,994.87561,1020.423584,1010.200012,1034.963135,712.538757,674.435913,692.224609,22.202566,334.21756,332.249115,225.580307,238.641388,234.507996,95.953125,93.758392,94.012215,57.164032,57.225388,53.291332,51.469646,49.875393,22.753239,286.271057,257.508118,211.018219,23.492823,311.334473,28.290333,239.462494,355.356812,284.360748,263.593292,229.76088,286.995667,210.847961,189.211716,21.222857,445.471436,324.624084,285.472046,230.884933,413.091095,290.721252,262.088348,223.01059,287.633026,212.57608,188.815094,162.80336,331.233185,272.49176,248.576828,207.089142,996.599487,1008.185913,1051.268555,1031.783325,56.222584,52.318096,74.661362,46.44495,1021.95932,1011.239319,702.381683,333.2333375,232.909897,94.57457733,53.8051582
33:38.4,104,-63.209095,20.30908222,2.812648,1.331617,11.634911,2.173936,-13.654622,-16.032339,-10.466033,14.584111,-17.010849,-10.610526,997.891541,996.666565,1021.929382,1011.540161,1036.798218,722.014038,675.654846,692.743896,22.175512,335.514038,333.742981,228.636353,241.447983,237.200043,96.235497,94.056465,94.329414,56.999516,57.236401,53.523064,51.860115,50.097702,22.726429,287.247375,259.092896,212.96962,23.451941,312.858978,28.137178,241.992187,354.162048,285.52124,265.364349,231.91391,287.3685,211.574966,190.230072,21.210127,443.019348,326.110321,287.107086,233.252213,407.082916,291.532318,263.801147,225.009506,289.394806,213.705521,189.74794,163.829651,329.907166,273.246277,249.884445,208.739578,997.899902,1009.221802,1052.726562,1033.451904,56.975464,52.502876,77.316628,47.05257,1023.325043,1012.965173,707.378967,334.6285095,235.7614597,94.873792,53.9433596
34:39.9,105,-61.086468,19.62708217,2.707563,1.219964,11.682528,2.05079,-13.66119,-16.078316,-10.479169,14.6071,-17.037121,-10.610526,998.944824,997.649719,1024.829468,1013.210632,1037.930542,731.969421,676.921814,693.657837,22.205111,337.376495,334.727264,231.588348,244.27565,239.826843,96.553215,94.310318,94.640366,56.944221,57.150326,53.587917,52.127438,49.999981,22.667257,288.18457,260.623932,214.729034,23.413136,314.497009,28.303209,244.066971,353.423981,286.906555,267.131134,233.786682,287.433655,212.37291,190.997421,21.240213,441.603699,327.714783,289.543121,235.651184,403.491333,292.543762,265.379822,227.176697,290.793335,214.58284,190.73201,164.954071,329.354431,274.194855,251.268463,210.380554,999.923096,1010.196899,1054.70813,1035.350586,58.345848,52.930038,79.962837,47.279167,1025.044678,1014.513037,712.813629,336.0518795,238.5636137,95.16796633,53.9619766
35:41.3,106,-60.63113,19.48078207,2.63696,1.141151,11.731787,1.953915,-13.694029,-16.071747,-10.475884,14.620235,-17.04369,-10.607242,1001.068176,999.652222,1025.352295,1015.347595,1039.657715,742.072083,678.191528,694.638123,22.206036,339.331848,335.972626,234.880432,247.263672,242.710861,96.841515,94.650253,94.948654,56.899494,57.184036,53.757019,52.316971,50.115307,22.664022,289.178467,262.285858,216.828751,23.421682,316.493469,28.394493,245.527847,353.039703,288.486206,269.104706,236.55159,287.688721,213.198074,191.934372,21.223551,441.221802,329.673737,291.641083,238.376755,401.877838,293.544708,267.209351,229.543579,292.187592,215.499146,191.602097,166.053238,327.587646,275.309814,252.836929,212.188538,1000.970703,1012.230896,1054.437378,1036.751099,59.315533,53.120155,81.712776,47.753273,1026.097519,1016.215601,718.355103,337.652237,241.6183217,95.48014067,54.0545654
36:42.8,107,-61.71286,19.82834192,2.602479,1.124731,11.733429,1.955557,-13.779411,-16.104588,-10.482452,14.702335,-17.040405,-10.600674,1002.908081,1000.955627,1027.469238,1016.82666,1041.450073,753.313782,679.588867,695.543701,22.207886,341.460144,337.538361,238.072266,250.352509,245.568924,97.175507,94.926857,95.243279,56.89365,57.233028,53.686317,52.604496,50.240551,22.678814,290.474121,263.981873,219.00943,23.409901,318.578156,28.574968,247.316406,353.007721,290.173126,271.143341,239.236145,287.831238,213.924179,192.871246,21.223551,441.624756,331.509583,294.041565,240.90918,403.601318,294.975891,269.272095,231.955215,293.759857,216.606567,192.565094,167.163605,326.813568,276.398437,254.414612,213.916748,1002.755554,1013.671997,1056.408081,1039.078735,60.791962,53.314754,82.728073,48.113323,1027.978592,1017.921936,724.4287415,339.4992525,244.6645663,95.781881,54.1316084
37:44.4,108,-62.587997,20.10952344,2.579492,1.10667,11.731787,1.929286,-13.831954,-16.194895,-10.48902,14.787719,-17.089664,-10.608884,1004.747498,1003.775085,1028.817139,1019.025818,1043.008423,765.849731,681.132568,696.675903,22.215979,343.950958,339.037354,241.636215,253.654709,248.605011,97.487495,95.215408,95.56086,56.772041,57.04694,53.592873,52.62838,50.143063,22.692682,291.640625,265.892548,221.205322,23.432537,320.714813,28.589911,249.588303,353.045258,291.855682,273.270081,241.563599,288.289185,214.945068,193.923859,21.211054,442.891754,333.823883,296.962616,243.741623,412.158386,296.684998,271.605377,234.593964,295.309937,217.522568,193.568344,168.247269,326.629944,277.696472,256.001282,215.692627,1005.033813,1015.814453,1058.507812,1040.701538,62.902336,53.700954,83.744896,48.517334,1030.014404,1019.874793,731.262817,341.494156,247.9653117,96.087921,54.0366594
38:45.9,109,-59.828167,19.22279006,2.44321,0.955611,11.756416,1.774943,-13.933755,-16.249081,-10.551415,14.830411,-17.119219,-10.607242,1006.209045,1003.780334,1030.853271,1018.993896,1044.050415,781.770996,683.481201,697.940552,22.222221,346.636505,340.532166,245.308716,257.217285,251.551804,97.832832,95.461067,95.85556,56.751812,57.146954,53.699604,53.060917,50.448139,22.661711,292.954559,267.770538,223.228378,23.431614,323.309082,28.423233,252.585999,353.702301,293.489563,275.512787,243.978577,288.815125,215.914185,194.922089,21.208275,444.966492,336.709778,299.782135,246.483078,426.386017,299.279449,274.244934,237.135803,297.146515,218.612396,194.712433,169.389816,326.862854,278.874817,257.848877,217.585632,1005.862793,1017.383301,1059.466431,1041.7948,65.991142,53.928806,84.82576,48.830204,1031.126831,1020.777392,739.855774,343.5843355,251.3592683,96.383153,54.2214852
39:47.4,110,-61.076092,19.62374836,2.416939,0.922772,11.754774,1.742104,-13.969878,-16.249081,-10.5547,14.919079,-17.155342,-10.617094,1007.018188,1005.854431,1032.303955,1020.278992,1046.238159,798.802917,687.662659,699.272217,22.229853,349.371826,342.820465,249.211029,261.392487,254.624664,98.211304,95.775757,96.197281,56.848919,56.979961,53.756119,53.415195,50.700588,22.672112,294.227417,269.830292,225.57869,23.45656,325.738129,28.531519,254.867599,354.408112,295.758362,278.305725,246.712418,289.398193,216.648087,196.015717,21.195084,447.848114,340.549774,303.470276,250.271912,459.231415,302.633575,277.240784,239.91539,298.661652,219.967163,195.945145,170.542618,327.073914,280.434784,260.146515,219.572342,1007.424377,1017.937622,1062.311646,1042.614746,69.157478,54.074913,85.867004,49.037766,1032.572098,1022.338745,749.037567,346.0961455,255.07606,96.728114,54.3401564
40:49.0,111,-62.150097,19.96882617,2.389026,0.904711,11.813886,1.735536,-14.081532,-16.34103,-10.571119,15.027451,-17.247292,-10.607242,1008.065735,1007.439209,1033.796753,1021.383057,1047.031982,822.455566,695.126526,700.720032,22.264769,352.441711,344.837738,253.44664,265.434204,257.82608,98.602219,96.082169,96.50869,56.979961,57.122681,53.864643,53.45821,50.853981,22.654545,295.691589,272.0242,228.054611,23.451941,328.610504,28.595427,256.831421,355.381226,297.830902,280.860504,249.376877,290.243652,217.542511,196.994644,21.207813,451.104492,344.926025,307.368286,253.729477,497.432709,307.176239,280.443359,242.995468,300.519653,221.018875,197.055649,171.712204,327.563324,282.197174,262.231171,221.643478,1009.092224,1019.923401,1062.997681,1044.249268,72.19194,54.322521,86.765312,49.322975,1034.065644,1023.543347,761.587799,348.6397245,258.902308,97.06435933,54.4558952
41:50.6,112,-62.258911,20.0037881,2.331558,0.837391,11.853292,1.68792,-14.199753,-16.432981,-10.594107,15.171947,-17.30312,-10.607242,1009.781311,1008.958618,1037.219971,1022.722168,1047.922729,880.222534,708.681091,702.213257,22.257368,356.757599,347.111847,258.210388,270.149994,261.214508,99.012779,96.406609,96.864227,57.279549,57.123131,53.99387,53.667854,50.909241,22.691296,297.554901,274.196442,230.491135,23.468801,331.880035,28.692432,259.74884,356.725647,300.293976,283.616486,252.276245,291.096527,218.423019,198.148087,21.218691,456.021698,350.380768,312.22113,258.249176,575.553528,313.326447,284.151001,246.230087,303.220337,221.98317,198.295959,172.972107,328.36673,284.017548,264.36087,224.07373,1009.729797,1020.872437,1063.809204,1045.710815,74.856247,54.590351,87.434532,49.389359,1035.030563,1025.320959,791.2178955,351.934723,263.19163,97.42787167,54.594729
42:52.2,113,-63.277515,20.33106557,2.311855,0.825898,11.856577,1.691204,-14.409925,-16.580759,-10.640082,15.334504,-17.437759,-10.59739,1012.136902,1008.723938,1035.833984,1022.816895,1047.559448,924.676147,982.351013,703.699097,22.283958,361.773285,350.08963,263.708038,275.354889,265.008301,99.490974,96.77697,97.24321,57.324268,57.117287,53.99522,53.865993,51.058552,22.677427,299.833588,276.911346,233.103241,23.48012,335.207977,28.763914,261.894684,358.032715,302.781891,286.707367,255.732651,291.94397,219.495636,199.23175,21.211054,461.70874,356.700775,317.117004,262.120453,649.899475,323.064819,288.941803,250.178711,306.31662,223.427643,199.638016,174.259735,329.130096,286.303558,267.113403,226.444168,1009.097473,1023.269104,1064.201294,1044.685425,77.905121,54.908993,87.970711,49.443546,1035.313324,1025.414233,814.187622,355.9314575,268.0237427,97.83705133,54.672264
43:53.7,114,-59.676975,19.17421207,2.077057,0.637074,12.002712,1.505664,-14.803995,-16.912437,-10.732034,15.582446,-17.71361,-10.620378,1012.302795,1004.385376,1035.183228,1022.591125,1045.633545,945.960327,738.47937,705.270203,22.281416,368.539429,352.210449,271.36145,281.798096,269.790344,100.051697,97.291794,97.70504,57.515728,57.089642,54.132992,54.185665,51.166805,22.734518,302.473328,279.738922,236.118134,23.526314,340.050781,28.97282,266.204803,360.175751,306.366852,290.276764,257.891785,293.328644,221.151367,200.93187,21.226097,467.458435,363.962189,323.653534,269.94519,688.631836,336.214264,295.167786,255.478607,310.656982,225.260468,201.051743,175.693619,330.452515,289.44574,270.224915,229.516098,1006.723328,1022.861816,1061.576904,1044.747192,81.277824,55.159187,88.75518,50.059113,1033.97731,1024.019214,825.615265,360.374939,274.31663,98.34951033,54.8181664
44:55.5,115,-61.469189,19.75005043,2.058995,0.584532,12.365587,1.446554,-14.912364,-17.007671,-10.791144,15.710522,-17.798992,-10.603958,1012.164001,1001.591064,1035.246094,1022.485107,1043.845215,964.178833,658.381653,706.705322,22.297138,377.335754,355.766479,280.300232,289.852051,274.896271,100.69931,97.830589,98.168777,57.445843,57.315281,54.232262,54.266251,51.556225,22.796228,305.922302,283.338928,239.291351,23.553797,345.211578,29.400158,270.158417,362.418396,310.246521,294.238007,262.351685,294.707306,223.242966,202.849579,21.21059,474.980103,372.194855,334.240265,278.575928,694.598389,348.479431,303.612976,262.328918,315.708374,227.485474,202.910767,177.315048,332.152588,293.124054,274.026184,233.226837,1003.83197,1022.01709,1058.811768,1043.882324,85.435738,55.663296,89.717247,50.525299,1032.135788,1023.066296,835.4420775,366.5511165,281.6828513,98.89955867,54.9631724
45:57.1,116,-59.782478,19.20811018,1.880024,0.431831,12.720253,1.310272,-15.069992,-17.129177,-10.86996,15.891141,-17.930349,-10.610526,1012.297974,1000.032959,1035.897461,1023.064514,1042.486084,975.872192,409.108978,708.201843,22.307081,387.943695,359.368652,291.885651,299.756104,280.241882,101.505783,98.428696,98.726456,57.622459,57.348988,54.209751,54.453068,51.753265,22.860014,309.351562,287.15152,242.697769,23.606224,350.654724,29.802523,274.467499,365.290771,314.327667,298.758942,267.068176,296.539093,225.33725,204.815475,21.222162,484.760345,383.396301,346.049927,288.742981,688.762512,359.916351,312.854279,269.928864,320.69696,229.856705,204.869202,179.047409,334.149597,297.399384,278.55011,237.315155,1001.514832,1021.534973,1056.880859,1044.726318,89.326332,56.217186,90.713486,51.068249,1031.164246,1022.755798,842.0370175,373.6561735,290.627879,99.553645,55.0775062
46:58.7,117,-61.475811,19.75217807,1.863604,0.408844,13.069994,1.244594,-15.15209,-17.125895,-10.945491,15.999514,-17.930349,-10.620378,1012.640076,999.04126,1035.606934,1022.684631,1041.66748,981.69281,661.117615,709.401184,22.35841,398.05542,362.87204,306.542603,311.220978,285.934875,102.459808,99.01368,99.34642,58.015636,57.557072,54.365063,54.808186,52.23201,22.907158,312.796539,291.185699,246.40303,23.640404,355.977875,29.658083,279.121643,368.499756,318.917633,303.705414,272.056885,298.010223,227.049576,206.804565,21.227253,495.065613,396.649445,359.452301,300.672119,678.890137,369.888397,322.356567,278.553741,324.556458,232.090637,206.701324,180.808197,335.904694,301.922119,283.583313,242.524551,1001.019714,1022.503357,1056.618164,1044.694214,92.303986,56.932983,91.671227,51.493996,1031.208862,1022.328076,845.546997,380.46373,301.2328187,100.2733027,55.3955934
