TimeStamp,Kyowa PG 500 KUM _Load in bar_(bar),Load in kN,Load in kN-20 added,Stud1_Axial-O,Stud1_Axial-Zero,Stud1_Axial-O,Stud2_Axial-O,Stud2_Axial-Zero,Stud2_Axial,Stud3_Axial-O,Stud3_Axial-Zero,,Stud4_Axial-O,Stud4_Axial-Zero,Stud4_Axial-O,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
43:07.6,-108.893112,34.98735689,41.41335689,7.975075,8.01284,,7.838768,7.868323,,7.208217,7.203291,,7.993118,7.985729,,-0.282416,-0.272564,-0.06568,-0.070606,-0.305413,-0.292277,-0.022987,-0.016419,-0.292277,-0.275857,-0.157631,-0.162557
43:08.6,-109.084473,35.04884117,41.47484117,7.983285,8.02105,,7.84123,7.870785,,7.222995,7.218069,,8.004612,7.997223,,-0.298836,-0.288984,-0.085384,-0.09031,-0.311981,-0.298845,-0.022987,-0.016419,-0.318549,-0.302129,-0.174051,-0.178977
43:09.6,-109.18512,35.08117906,41.50717906,7.989853,8.027618,,7.869965,7.89952,,7.236131,7.231205,,8.021032,8.013643,,-0.288984,-0.279132,-0.101804,-0.10673,-0.338253,-0.325117,-0.004926,0.001642,-0.334969,-0.318549,-0.200323,-0.205249
43:10.6,-109.470062,35.17273092,41.59873092,8.001347,8.039112,,7.876533,7.906088,,7.250908,7.245982,,8.034168,8.026779,,-0.2857,-0.275848,-0.111656,-0.116582,-0.472897,-0.459761,0.003284,0.009852,-0.354673,-0.338253,-0.308695,-0.313621
43:11.6,-110.119415,35.38136804,41.80736804,8.02105,8.058815,,7.899521,7.929076,,7.28539,7.280464,,8.057156,8.049767,,-0.282416,-0.272564,-0.121508,-0.126434,-0.476181,-0.463045,0.013136,0.019704,-0.374377,-0.357957,-0.311979,-0.316905
43:12.6,-110.293335,35.43724854,41.86324854,8.037471,8.075236,,7.915941,7.945496,,7.313303,7.308377,,8.075217,8.067828,,-0.272564,-0.262712,-0.137928,-0.142854,-0.472897,-0.459761,0.022987,0.029555,-0.397365,-0.380945,-0.315263,-0.320189
43:13.6,-110.820625,35.60666681,42.03266681,8.04568,8.083445,,7.937286,7.966841,,7.339575,7.334649,,8.088353,8.080964,,-0.275848,-0.265996,-0.141212,-0.146138,-0.472897,-0.459761,0.029555,0.036123,-0.403933,-0.387513,-0.310337,-0.315263
43:14.6,-110.875366,35.6242551,42.0502551,8.056354,8.094119,,7.953706,7.983261,,7.365846,7.36092,,8.104774,8.097385,,-0.272564,-0.262712,-0.141212,-0.146138,-0.476181,-0.463045,0.036123,0.042691,-0.403933,-0.387513,-0.311979,-0.316905
43:15.6,-111.227188,35.7372955,42.1632955,8.0621,8.099865,,7.961916,7.991471,,7.378982,7.374056,,8.112983,8.105594,,-0.275848,-0.265996,-0.141212,-0.146138,-0.472897,-0.459761,0.042691,0.049259,-0.417069,-0.400649,-0.321831,-0.326757
43:16.6,-111.334892,35.7719008,42.1979008,8.067026,8.104791,,7.966842,7.996397,,7.400328,7.395402,,8.129403,8.122014,,-0.272564,-0.262712,-0.141212,-0.146138,-0.472897,-0.459761,0.049259,0.055827,-0.420353,-0.403933,-0.331683,-0.336609
43:17.6,-111.334892,35.7719008,42.1979008,8.076878,8.114643,,7.975052,8.004607,,7.424957,7.420031,,8.145823,8.138434,,-0.265997,-0.256145,-0.141212,-0.146138,-0.476181,-0.463045,0.057468,0.064036,-0.420353,-0.403933,-0.338251,-0.343177
43:18.6,-111.689148,35.88572325,42.31172325,8.075236,8.113001,,7.976694,8.006249,,7.433167,7.428241,,8.149107,8.141718,,-0.275848,-0.265996,-0.141212,-0.146138,-0.476181,-0.463045,0.062394,0.068962,-0.43349,-0.41707,-0.357955,-0.362881
43:19.6,-111.81076,35.92479719,42.35079719,8.076878,8.114643,,7.996397,8.025952,,7.447945,7.443019,,8.158958,8.151569,,-0.279132,-0.26928,-0.144496,-0.149422,-0.476181,-0.463045,0.068962,0.07553,-0.436774,-0.420354,-0.361239,-0.366165
43:20.6,-111.684952,35.88437508,42.31037508,8.08673,8.124495,,7.994756,8.024311,,7.456155,7.451229,,8.165526,8.158137,,-0.275848,-0.265996,-0.144496,-0.149422,-0.476181,-0.463045,0.090307,0.096875,-0.436774,-0.420354,-0.357955,-0.362881
43:21.6,-112.050674,36.00188156,42.42788156,8.116285,8.15405,,8.029238,8.058793,,7.482426,7.4775,,8.19344,8.186051,,-0.265997,-0.256145,-0.14778,-0.152706,-0.472897,-0.459761,0.085382,0.09195,-0.446626,-0.430206,-0.361239,-0.366165
43:22.6,-112.789635,36.23930973,42.66530973,8.122853,8.160618,,8.032521,8.062076,,7.505414,7.500488,,8.206576,8.199187,,-0.265997,-0.256145,-0.157632,-0.162558,-0.476181,-0.463045,0.088665,0.095233,-0.486034,-0.469614,-0.361239,-0.366165
43:23.6,-113.403664,36.43659724,42.86259724,8.142557,8.180322,,8.050583,8.080138,,7.533328,7.528402,,8.224638,8.217249,,-0.269281,-0.259429,-0.1642,-0.169126,-0.472897,-0.459761,0.095233,0.101801,-0.518874,-0.502454,-0.380942,-0.385868
43:24.7,-113.403664,36.43659724,42.86259724,8.162261,8.200026,,8.075212,8.104767,,7.564525,7.559599,,8.25091,8.243521,,-0.279132,-0.26928,-0.1642,-0.169126,-0.472897,-0.459761,0.111653,0.118221,-0.525442,-0.509022,-0.380942,-0.385868
43:25.7,-114.198021,36.69182415,43.11782415,8.168829,8.206594,,8.088348,8.117903,,7.584229,7.579303,,8.264046,8.256657,,-0.265997,-0.256145,-0.1642,-0.169126,-0.476181,-0.463045,0.124788,0.131356,-0.53201,-0.51559,-0.384226,-0.389152
43:26.7,-114.937645,36.92946534,43.35546534,8.195101,8.232866,,8.10641,8.135965,,7.613784,7.608858,,8.288675,8.281286,,-0.262713,-0.252861,-0.1642,-0.169126,-0.472897,-0.459761,0.128072,0.13464,-0.541862,-0.525442,-0.38751,-0.392436
43:27.7,-114.943825,36.93145097,43.35745097,8.188533,8.226298,,8.101484,8.131039,,7.62692,7.621994,,8.298528,8.291139,,-0.265997,-0.256145,-0.167484,-0.17241,-0.472897,-0.459761,0.131356,0.137924,-0.545146,-0.528726,-0.38751,-0.392436
43:28.7,-115.121941,36.98867964,43.41467964,8.200027,8.237792,,8.131041,8.160596,,7.644981,7.640055,,8.313305,8.305916,,-0.269281,-0.259429,-0.167484,-0.17241,-0.476181,-0.463045,0.128072,0.13464,-0.54843,-0.53201,-0.38751,-0.392436
43:29.7,-115.474205,37.10186207,43.52786207,8.211521,8.249286,,8.13925,8.168805,,7.666327,7.661401,,8.324799,8.31741,,-0.272564,-0.262712,-0.167484,-0.17241,-0.472897,-0.459761,0.124788,0.131356,-0.54843,-0.53201,-0.38751,-0.392436
43:30.7,-115.533134,37.12079595,43.54679595,8.224657,8.262422,,8.15567,8.185225,,7.684389,7.679463,,8.337934,8.330545,,-0.265997,-0.256145,-0.167484,-0.17241,-0.472897,-0.459761,0.137924,0.144492,-0.54843,-0.53201,-0.394078,-0.399004
43:31.7,-116.542473,37.44509657,43.87109657,8.236151,8.273916,,8.157311,8.186866,,7.700809,7.695883,,8.352713,8.345324,,-0.269281,-0.259429,-0.167484,-0.17241,-0.476181,-0.463045,0.137924,0.144492,-0.54843,-0.53201,-0.394078,-0.399004
43:32.7,-116.358391,37.38595103,43.81195103,8.252571,8.290336,,8.190151,8.219706,,7.730364,7.725438,,8.380627,8.373238,,-0.265997,-0.256145,-0.167484,-0.17241,-0.476181,-0.463045,0.13464,0.141208,-0.545146,-0.528726,-0.397362,-0.402288
43:33.7,-117.002441,37.59288429,44.01888429,8.270633,8.308398,,8.200004,8.229559,,7.748425,7.743499,,8.393763,8.386374,,-0.275848,-0.265996,-0.170768,-0.175694,-0.472897,-0.459761,0.13464,0.141208,-0.545146,-0.528726,-0.394078,-0.399004
43:34.7,-117.177467,37.64912015,44.07512015,8.28541,8.323175,,8.204929,8.234484,,7.769772,7.764846,,8.411824,8.404435,,-0.275848,-0.265996,-0.170768,-0.175694,-0.472897,-0.459761,0.13464,0.141208,-0.54843,-0.53201,-0.394078,-0.399004
43:35.7,-118.42363,38.04951232,44.47551232,8.305114,8.342879,,8.23859,8.268145,,7.800969,7.796043,,8.438096,8.430707,,-0.272564,-0.262712,-0.167484,-0.17241,-0.474539,-0.461403,0.141208,0.147776,-0.54843,-0.53201,-0.394078,-0.399004
43:36.7,-118.24176,37.99107749,44.41707749,8.313324,8.351089,,8.250905,8.28046,,7.820673,7.815747,,8.4578,8.450411,,-0.265997,-0.256145,-0.167484,-0.17241,-0.472897,-0.459761,0.141208,0.147776,-0.54843,-0.53201,-0.397362,-0.402288
43:37.7,-118.835045,38.18169996,44.60769996,8.336312,8.374077,,8.265682,8.295237,,7.838734,7.833808,,8.475862,8.468473,,-0.265997,-0.256145,-0.167484,-0.17241,-0.476181,-0.463045,0.147776,0.154344,-0.54843,-0.53201,-0.397362,-0.402288
43:38.7,-119.642204,38.44104015,44.86704015,8.3593,8.397065,,8.275535,8.30509,,7.869932,7.865006,,8.498849,8.49146,,-0.265997,-0.256145,-0.170768,-0.175694,-0.476181,-0.463045,0.157628,0.164196,-0.54843,-0.53201,-0.397362,-0.402288
43:39.7,-120.259544,38.63939149,45.06539149,8.370793,8.408558,,8.308374,8.337929,,7.892919,7.887993,,8.513627,8.506238,,-0.282416,-0.272564,-0.167484,-0.17241,-0.476181,-0.463045,0.141208,0.147776,-0.54843,-0.53201,-0.394078,-0.399004
43:40.7,-120.259544,38.63939149,45.06539149,8.388035,8.4258,,8.318226,8.347781,,7.910981,7.906055,,8.534973,8.527584,,-0.269281,-0.259429,-0.170768,-0.175694,-0.476181,-0.463045,0.147776,0.154344,-0.545146,-0.528726,-0.394078,-0.399004
43:41.7,-120.797653,38.81228591,45.23828591,8.392139,8.429904,,8.331362,8.360917,,7.932327,7.927401,,8.553035,8.545646,,-0.265997,-0.256145,-0.170768,-0.175694,-0.476181,-0.463045,0.15106,0.157628,-0.54843,-0.53201,-0.397362,-0.402288
43:42.7,-121.126076,38.91780822,45.34380822,8.40856,8.446325,,8.342855,8.37241,,7.948746,7.94382,,8.571096,8.563707,,-0.256145,-0.246293,-0.170768,-0.175694,-0.476181,-0.463045,0.157628,0.164196,-0.54843,-0.53201,-0.397362,-0.402288
43:43.7,-121.297134,38.97276915,45.39876915,8.413486,8.451251,,8.351066,8.380621,,7.96024,7.955314,,8.58259,8.575201,,-0.259429,-0.249577,-0.170768,-0.175694,-0.476181,-0.463045,0.157628,0.164196,-0.54843,-0.53201,-0.400646,-0.405572
43:44.7,-122.472443,39.35039594,45.77639594,8.433189,8.470954,,8.37077,8.400325,,7.998005,7.993079,,8.60722,8.599831,,-0.272564,-0.262712,-0.170768,-0.175694,-0.476181,-0.463045,0.164195,0.170763,-0.54843,-0.53201,-0.397362,-0.402288
43:45.8,-122.472443,39.35039594,45.77639594,8.449609,8.487374,,8.379801,8.409356,,8.017709,8.012783,,8.625282,8.617893,,-0.272564,-0.262712,-0.170768,-0.175694,-0.476181,-0.463045,0.167479,0.174047,-0.54843,-0.53201,-0.397362,-0.402288
43:46.8,-122.346642,39.30997607,45.73597607,8.464387,8.502152,,8.393757,8.423312,,8.032487,8.027561,,8.635134,8.627745,,-0.275848,-0.265996,-0.170768,-0.175694,-0.495885,-0.482749,0.167479,0.174047,-0.54843,-0.53201,-0.440054,-0.44498
43:47.8,-122.597816,39.39067828,45.81667828,8.472597,8.510362,,8.402788,8.432343,,8.042338,8.037412,,8.646627,8.639238,,-0.267639,-0.257787,-0.170768,-0.175694,-0.643666,-0.63053,0.174047,0.180615,-0.54843,-0.53201,-0.581266,-0.586192
43:48.8,-123.114288,39.55662073,45.98262073,8.485733,8.523498,,8.415103,8.444658,,8.062042,8.057116,,8.659763,8.652374,,-0.265997,-0.256145,-0.170768,-0.175694,-0.643666,-0.63053,0.169121,0.175689,-0.546788,-0.530368,-0.581266,-0.586192
43:49.8,-123.676453,39.73724435,46.16324435,8.493943,8.531708,,8.483245,8.5128,,8.088314,8.083388,,8.684394,8.677005,,-0.272564,-0.262712,-0.170768,-0.175694,-0.643666,-0.63053,0.180615,0.187183,-0.545146,-0.528726,-0.582908,-0.587834
43:50.8,-124.007523,39.84361714,46.26961714,8.513647,8.551412,,8.551388,8.580943,,8.111301,8.106375,,8.702456,8.695067,,-0.272564,-0.262712,-0.170768,-0.175694,-0.643666,-0.63053,0.174047,0.180615,-0.551714,-0.535294,-0.58455,-0.589476
43:51.8,-124.310791,39.94105715,46.36705715,8.521856,8.559621,,8.554671,8.584226,,8.137573,8.132647,,8.717233,8.709844,,-0.275848,-0.265996,-0.170768,-0.175694,-0.643666,-0.63053,0.187183,0.193751,-0.54843,-0.53201,-0.58455,-0.589476
43:52.8,-124.207275,39.90779746,46.33379746,8.526783,8.564548,,8.54482,8.574375,,8.145783,8.140857,,8.720517,8.713128,,-0.275848,-0.265996,-0.170768,-0.175694,-0.643666,-0.63053,0.187183,0.193751,-0.54843,-0.53201,-0.58455,-0.589476
43:53.8,-124.774292,40.08998002,46.51598002,8.543202,8.580967,,8.564524,8.594079,,8.172054,8.167128,,8.743505,8.736116,,-0.269281,-0.259429,-0.170768,-0.175694,-0.64695,-0.633814,0.190467,0.197035,-0.54843,-0.53201,-0.591118,-0.596044
43:54.8,-125.302689,40.25975398,46.68575398,8.557981,8.595746,,8.562881,8.592436,,8.188475,8.183549,,8.759925,8.752536,,-0.269281,-0.259429,-0.170768,-0.175694,-0.643666,-0.63053,0.188825,0.195393,-0.545146,-0.528726,-0.591118,-0.596044
43:55.8,-125.402229,40.29173618,46.71773618,8.561264,8.599029,,8.585869,8.615424,,8.204894,8.199968,,8.771419,8.76403,,-0.269281,-0.259429,-0.170768,-0.175694,-0.643666,-0.63053,0.188825,0.195393,-0.54843,-0.53201,-0.591118,-0.596044
43:56.8,-125.377068,40.28365195,46.70965195,8.5744,8.612165,,8.589153,8.618708,,8.213104,8.208178,,8.779629,8.77224,,-0.279132,-0.26928,-0.170768,-0.175694,-0.643666,-0.63053,0.193751,0.200319,-0.54843,-0.53201,-0.587834,-0.59276
43:57.8,-125.59845,40.35478199,46.78078199,8.576042,8.613807,,8.600647,8.630202,,8.219672,8.214746,,8.788659,8.78127,,-0.265997,-0.256145,-0.170768,-0.175694,-0.643666,-0.63053,0.200318,0.206886,-0.54843,-0.53201,-0.591118,-0.596044
43:58.8,-126.166794,40.53739091,46.96339091,8.595746,8.633511,,8.612141,8.641696,,8.25087,8.245944,,8.809184,8.801795,,-0.262713,-0.252861,-0.170768,-0.175694,-0.643666,-0.63053,0.198676,0.205244,-0.545146,-0.528726,-0.594402,-0.599328
43:59.8,-126.404282,40.61369581,47.03969581,8.594104,8.631869,,8.608036,8.637591,,8.262363,8.257437,,8.819036,8.811647,,-0.262713,-0.252861,-0.170768,-0.175694,-0.643666,-0.63053,0.213454,0.220022,-0.545146,-0.528726,-0.591118,-0.596044
44:00.8,-126.605133,40.67822923,47.10422923,8.618734,8.656499,,8.63677,8.666325,,8.288635,8.283709,,8.843666,8.836277,,-0.265997,-0.256145,-0.170768,-0.175694,-0.64695,-0.633814,0.200318,0.206886,-0.54843,-0.53201,-0.594402,-0.599328
44:01.8,-127.328423,40.91062231,47.33662231,8.626944,8.664709,,8.646623,8.676178,,8.300129,8.295203,,8.853518,8.846129,,-0.269281,-0.259429,-0.170768,-0.175694,-0.643666,-0.63053,0.213454,0.220022,-0.54843,-0.53201,-0.591118,-0.596044
44:02.8,-128.146835,41.17357809,47.59957809,8.64829,8.686055,,8.672894,8.702449,,8.329684,8.324758,,8.874864,8.867475,,-0.269281,-0.259429,-0.170768,-0.175694,-0.643666,-0.63053,0.213454,0.220022,-0.54843,-0.53201,-0.600969,-0.605895
44:03.8,-128.249908,41.20669544,47.63269544,8.672919,8.710684,,8.679462,8.709017,,8.355956,8.35103,,8.899493,8.892104,,-0.269281,-0.259429,-0.170768,-0.175694,-0.643666,-0.63053,0.220022,0.22659,-0.54843,-0.53201,-0.607538,-0.612464
44:04.8,-128.764618,41.37207176,47.79807176,8.677846,8.715611,,8.70245,8.732005,,8.372375,8.367449,,8.909346,8.901957,,-0.262713,-0.252861,-0.170768,-0.175694,-0.643666,-0.63053,0.223306,0.229874,-0.54843,-0.53201,-0.610821,-0.615747
44:05.8,-129.190598,41.50893914,47.93493914,8.684414,8.722179,,8.700808,8.730363,,8.392079,8.387153,,8.919197,8.911808,,-0.279132,-0.26928,-0.170768,-0.175694,-0.643666,-0.63053,0.22659,0.233158,-0.54843,-0.53201,-0.610821,-0.615747
44:06.8,-129.663818,41.66098472,48.08698472,8.712327,8.750092,,8.714765,8.74432,,8.408499,8.403573,,8.940543,8.933154,,-0.274206,-0.264354,-0.170768,-0.175694,-0.64695,-0.633814,0.239725,0.246293,-0.551714,-0.535294,-0.615747,-0.620673
44:07.8,-129.487015,41.60417792,48.03017792,8.713969,8.751734,,8.723796,8.753351,,8.410141,8.405215,,8.945469,8.93808,,-0.265997,-0.256145,-0.174052,-0.178978,-0.643666,-0.63053,0.243009,0.249577,-0.54843,-0.53201,-0.623957,-0.628883
44:08.9,-130.465683,41.91862395,48.34462395,8.733673,8.771438,,8.750068,8.779623,,8.431486,8.42656,,8.973383,8.965994,,-0.269281,-0.259429,-0.170768,-0.175694,-0.643666,-0.63053,0.243009,0.249577,-0.54843,-0.53201,-0.623957,-0.628883
44:09.9,-130.694565,41.99216373,48.41816373,8.745167,8.782932,,8.750068,8.779623,,8.446264,8.441338,,8.99637,8.988981,,-0.262713,-0.252861,-0.170768,-0.175694,-0.64695,-0.633814,0.246293,0.252861,-0.551714,-0.535294,-0.623957,-0.628883
44:10.9,-131.475235,42.24299301,48.66899301,8.764871,8.802636,,8.781265,8.81082,,8.474178,8.469252,,9.016074,9.008685,,-0.265997,-0.256145,-0.170768,-0.175694,-0.643666,-0.63053,0.249577,0.256145,-0.54843,-0.53201,-0.630525,-0.635451
44:11.9,-132.173584,42.46737254,48.89337254,8.792785,8.83055,,8.809179,8.838734,,8.503734,8.498808,,9.039062,9.031673,,-0.275848,-0.265996,-0.170768,-0.175694,-0.643666,-0.63053,0.259429,0.265997,-0.54843,-0.53201,-0.630525,-0.635451
44:12.9,-131.97316,42.40297631,48.82897631,8.791142,8.828907,,8.810821,8.840376,,8.511943,8.507017,,9.047272,9.039883,,-0.279132,-0.26928,-0.170768,-0.175694,-0.643666,-0.63053,0.259429,0.265997,-0.54843,-0.53201,-0.630525,-0.635451
44:13.9,-132.164963,42.46460261,48.89060261,8.796069,8.833834,,8.805895,8.83545,,8.520153,8.515227,,9.058766,9.051377,,-0.272564,-0.262712,-0.170768,-0.175694,-0.643666,-0.63053,0.262713,0.269281,-0.54843,-0.53201,-0.630525,-0.635451
44:14.9,-132.620972,42.6111183,49.0371183,8.819057,8.856822,,8.821494,8.851049,,8.533289,8.528363,,9.075186,9.067797,,-0.269281,-0.259429,-0.170768,-0.175694,-0.643666,-0.63053,0.275848,0.282416,-0.54843,-0.53201,-0.633809,-0.638735
44:15.9,-133.689896,42.95456358,49.38056358,8.837118,8.874883,,8.830524,8.860079,,8.556276,8.55135,,9.101458,9.094069,,-0.265997,-0.256145,-0.170768,-0.175694,-0.643666,-0.63053,0.272564,0.279132,-0.545146,-0.528726,-0.633809,-0.638735
44:16.9,-133.721024,42.96456501,49.39056501,8.846971,8.884736,,8.853513,8.883068,,8.574338,8.569412,,9.119519,9.11213,,-0.272564,-0.262712,-0.170768,-0.175694,-0.643666,-0.63053,0.2857,0.292268,-0.54843,-0.53201,-0.640377,-0.645303
44:17.9,-133.921432,43.0289561,49.4549561,8.861749,8.899514,,8.873217,8.902772,,8.595684,8.590758,,9.131013,9.123624,,-0.272564,-0.262712,-0.170768,-0.175694,-0.640382,-0.627246,0.288984,0.295552,-0.545146,-0.528726,-0.650229,-0.655155
44:18.9,-134.69812,43.27850596,49.70450596,8.884736,8.922501,,8.886353,8.915908,,8.612103,8.607177,,9.150717,9.143328,,-0.262713,-0.252861,-0.170768,-0.175694,-0.643666,-0.63053,0.298836,0.305404,-0.54843,-0.53201,-0.653513,-0.658439
44:19.9,-135.941635,43.67804733,50.10404733,8.901156,8.938921,,8.90113,8.930685,,8.644943,8.640017,,9.186841,9.179452,,-0.256145,-0.246293,-0.167484,-0.17241,-0.643666,-0.63053,0.302119,0.308687,-0.545146,-0.528726,-0.653513,-0.658439
44:20.9,-135.675018,43.59238328,50.01838328,8.915934,8.953699,,8.927402,8.956957,,8.659721,8.654795,,9.198335,9.190946,,-0.262713,-0.252861,-0.167484,-0.17241,-0.64695,-0.633814,0.311971,0.318539,-0.54843,-0.53201,-0.663365,-0.668291
44:21.9,-136.327011,43.80186863,50.22786863,8.935637,8.973402,,8.938895,8.96845,,8.677783,8.672857,,9.219681,9.212292,,-0.262713,-0.252861,-0.170768,-0.175694,-0.643666,-0.63053,0.325107,0.331675,-0.54843,-0.53201,-0.666649,-0.671575
44:22.9,-137.064651,44.03887237,50.46487237,8.958626,8.996391,,8.948748,8.978303,,8.699128,8.694202,,9.242668,9.235279,,-0.272564,-0.262712,-0.167484,-0.17241,-0.643666,-0.63053,0.328391,0.334959,-0.545146,-0.528726,-0.673217,-0.678143
44:23.9,-137.381805,44.14077395,50.56677395,8.979972,9.017737,,8.978303,9.007858,,8.735251,8.730325,,9.339545,9.332156,,-0.269281,-0.259429,-0.170768,-0.175694,-0.643666,-0.63053,0.338242,0.34481,-0.54843,-0.53201,-0.676501,-0.681427
44:24.9,-137.766968,44.26452682,50.69052682,8.996391,9.034156,,8.978303,9.007858,,8.751672,8.746746,,9.377311,9.369922,,-0.269281,-0.259429,-0.167484,-0.17241,-0.640382,-0.627246,0.338242,0.34481,-0.54843,-0.53201,-0.676501,-0.681427
44:25.9,-138.272842,44.42706413,50.85306413,9.009527,9.047292,,9.006217,9.035772,,8.769733,8.764807,,9.406867,9.399478,,-0.275848,-0.265996,-0.167484,-0.17241,-0.643666,-0.63053,0.338242,0.34481,-0.54843,-0.53201,-0.676501,-0.681427
44:26.9,-139.032333,44.67108859,51.09708859,9.025948,9.063713,,9.019353,9.048908,,8.799289,8.794363,,9.436422,9.429033,,-0.279132,-0.26928,-0.167484,-0.17241,-0.64695,-0.633814,0.328391,0.334959,-0.54843,-0.53201,-0.676501,-0.681427
44:27.9,-139.634003,44.86440516,51.29040516,9.057145,9.09491,,9.040699,9.070254,,8.825561,8.820635,,9.464336,9.456947,,-0.275848,-0.265996,-0.167484,-0.17241,-0.643666,-0.63053,0.34481,0.351378,-0.545146,-0.528726,-0.683069,-0.687995
44:28.9,-139.832642,44.92822787,51.35422787,9.071923,9.109688,,9.055476,9.085031,,8.84198,8.837054,,9.479115,9.471726,,-0.292268,-0.282416,-0.167484,-0.17241,-0.643666,-0.63053,0.338242,0.34481,-0.54843,-0.53201,-0.689637,-0.694563
44:29.9,-140.095291,45.012617,51.438617,9.088343,9.126108,,9.070254,9.099809,,8.861684,8.856758,,9.505386,9.497997,,-0.282416,-0.272564,-0.167484,-0.17241,-0.643666,-0.63053,0.341526,0.348094,-0.54843,-0.53201,-0.696205,-0.701131
44:30.9,-140.972641,45.29450955,51.72050955,9.096553,9.134318,,9.089958,9.119513,,8.892881,8.887955,,9.534942,9.527553,,-0.295552,-0.2857,-0.167484,-0.17241,-0.64695,-0.633814,0.341526,0.348094,-0.54843,-0.53201,-0.699489,-0.704415
44:31.9,-141.486252,45.45953277,51.88553277,9.126108,9.163873,,9.09981,9.129365,,8.912585,8.907659,,9.553003,9.545614,,-0.295552,-0.2857,-0.167484,-0.17241,-0.643666,-0.63053,0.341526,0.348094,-0.545146,-0.528726,-0.696205,-0.701131
44:32.9,-142.049515,45.64050917,52.06650917,9.155664,9.193429,,9.145785,9.17534,,8.947066,8.94214,,9.587485,9.580096,,-0.298836,-0.288984,-0.167484,-0.17241,-0.643666,-0.63053,0.34481,0.351378,-0.54843,-0.53201,-0.696205,-0.701131
44:33.9,-142.886688,45.90949285,52.33549285,9.183578,9.221343,,9.155638,9.185193,,8.970055,8.965129,,9.610474,9.603085,,-0.311971,-0.302119,-0.167484,-0.17241,-0.643666,-0.63053,0.338242,0.34481,-0.545146,-0.528726,-0.699489,-0.704415
44:35.0,-143.334961,46.05352297,52.47952297,9.203282,9.241047,,9.178625,9.20818,,8.996325,8.991399,,9.626893,9.619504,,-0.331675,-0.321823,-0.1642,-0.169126,-0.643666,-0.63053,0.334959,0.341527,-0.545146,-0.528726,-0.696205,-0.701131
44:36.0,-143.797592,46.20216631,52.62816631,9.221344,9.259109,,9.191761,9.221316,,9.017672,9.012746,,9.653165,9.645776,,-0.331675,-0.321823,-0.167484,-0.17241,-0.643666,-0.63053,0.34481,0.351378,-0.545146,-0.528726,-0.699489,-0.704415
44:37.0,-144.077011,46.29194363,52.71794363,9.232838,9.270603,,9.188478,9.218033,,9.034091,9.029165,,9.667943,9.660554,,-0.341527,-0.331675,-0.167484,-0.17241,-0.64695,-0.633814,0.341526,0.348094,-0.54843,-0.53201,-0.699489,-0.704415
44:38.0,-144.89476,46.55468639,52.98068639,9.24269,9.280455,,9.208181,9.237736,,9.055437,9.050511,,9.683541,9.676152,,-0.336601,-0.326749,-0.167484,-0.17241,-0.643666,-0.63053,0.351378,0.357946,-0.545146,-0.528726,-0.696205,-0.701131
44:39.0,-145.112167,46.62453926,53.05053926,9.255826,9.293591,,9.226243,9.255798,,9.080067,9.075141,,9.702425,9.695036,,-0.34481,-0.334958,-0.167484,-0.17241,-0.643666,-0.63053,0.331675,0.338243,-0.54843,-0.53201,-0.696205,-0.701131
44:40.0,-145.531967,46.759421,53.185421,9.276351,9.314116,,9.231169,9.260724,,9.101413,9.096487,,9.720487,9.713098,,-0.357946,-0.348094,-0.1642,-0.169126,-0.643666,-0.63053,0.348094,0.354662,-0.545146,-0.528726,-0.696205,-0.701131
44:41.0,-145.608337,46.78395868,53.20995868,9.293591,9.331356,,9.250873,9.280428,,9.121116,9.11619,,9.741832,9.734443,,-0.364514,-0.354662,-0.1642,-0.169126,-0.643666,-0.63053,0.341526,0.348094,-0.54843,-0.53201,-0.699489,-0.704415
44:42.0,-146.501129,47.07081275,53.49681275,9.306727,9.344492,,9.267292,9.296847,,9.139178,9.134252,,9.759894,9.752505,,-0.367798,-0.357946,-0.1642,-0.169126,-0.643666,-0.63053,0.341526,0.348094,-0.54843,-0.53201,-0.692921,-0.697847
44:43.0,-147.558594,47.41057625,53.83657625,9.337925,9.37569,,9.293564,9.323119,,9.173659,9.168733,,9.78945,9.782061,,-0.371082,-0.36123,-0.160916,-0.165842,-0.64695,-0.633814,0.34481,0.351378,-0.54843,-0.53201,-0.699489,-0.704415
44:44.0,-147.799393,47.48794497,53.91394497,9.357629,9.395394,,9.311626,9.341181,,9.196647,9.191721,,9.807511,9.800122,,-0.394069,-0.384217,-0.154348,-0.159274,-0.643666,-0.63053,0.341526,0.348094,-0.54843,-0.53201,-0.696205,-0.701131
44:45.0,-147.679764,47.44950817,53.87550817,9.375691,9.413456,,9.316552,9.346107,,9.217993,9.213067,,9.840351,9.832962,,-0.37765,-0.367798,-0.151064,-0.15599,-0.643666,-0.63053,0.338242,0.34481,-0.551714,-0.535294,-0.696205,-0.701131
44:46.0,-148.850433,47.82564412,54.25164412,9.392111,9.429876,,9.341182,9.370737,,9.234412,9.229486,,9.869907,9.862518,,-0.384217,-0.374365,-0.14778,-0.152706,-0.643666,-0.63053,0.338242,0.34481,-0.54843,-0.53201,-0.699489,-0.704415
