,Time,Time in Minutes,Pb1,Pb1-Pb2,Pb2,Pb3,Pb3-Pb4,Pb4,AHF,AHF-Extra,ACF,ACF-Extra,ACF-Extra2,FHF,FHF-Extra,FHF-Extra2,FCF,FCF-Extra
0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,14.434010999999998,0.24056684999999997,20.003381,20.000024,23.719599,20.003215,20.0,20.0,20.002451999999998,20.002451999999998,20.002024,20.002024,20.002024,20.002045000000003,20.002045000000003,20.002045000000003,20.002622,20.002622
2,28.811638000000002,0.4801939666666667,20.017287,20.001526000000002,36.734770000000005,20.017628,20.000002,20.0,20.015125,20.015125,20.011715,20.011715,20.011715,20.011293,20.011293,20.011293,20.016403,20.016403
3,43.245649,0.7207608166666667,20.029199,20.014081,57.379941,20.029916,20.000019,20.0,20.031497,20.031497,20.02369,20.02369,20.02369,20.022888000000002,20.022888000000002,20.022888000000002,20.034429,20.034429
4,57.623276000000004,0.9603879333333334,20.038206,20.060558,86.718456,20.039244,20.000078,20.0,20.048001,20.048001,20.035404999999997,20.035404999999997,20.035404999999997,20.03446,20.03446,20.03446,20.052548,20.052548
5,72.000904,1.2000150666666667,20.044852,20.176304000000002,120.06839,20.045835999999998,20.0002,20.000001,20.063442000000002,20.063442000000002,20.046148000000002,20.046148000000002,20.046148000000002,20.045182,20.045182,20.045182,20.069404000000002,20.069404000000002
6,86.434915,1.4405819166666667,20.046933,20.405658,141.62771999999998,20.046751,20.000401,20.000002,20.074279,20.074279,20.05329,20.05329,20.05329,20.052435,20.052435,20.052435,20.081184,20.081184
7,100.81254,1.680209,20.049542000000002,20.783625,160.04064,20.045946,20.000683,20.000006,20.081621,20.081621,20.057996,20.057996,20.057996,20.057325,20.057325,20.057325,20.089069,20.089069
8,115.24655,1.9207758333333333,20.056614,21.322511,180.16468999999998,20.045442,20.001036,20.000013,20.087502,20.087502,20.061839000000003,20.061839000000003,20.061839000000003,20.061405999999998,20.061405999999998,20.061405999999998,20.095322,20.095322
9,129.62418,2.160403,20.070939000000003,22.0154,210.93327999999997,20.045227,20.001447,20.000025,20.092607,20.092607,20.065235,20.065235,20.065235,20.065238,20.065238,20.065238,20.10077,20.10077
10,144.00181,2.400030166666667,20.095779,22.845245000000002,232.59364,20.045217,20.001901,20.000044,20.097185,20.097185,20.068329000000002,20.068329000000002,20.068329000000002,20.069164999999998,20.069164999999998,20.069164999999998,20.10576,20.10576
11,158.43582,2.640597,20.1348,23.797967,259.63167000000004,20.045317,20.002385999999998,20.000072,20.101378,20.101378,20.071182999999998,20.071182999999998,20.071182999999998,20.073511,20.073511,20.073511,20.110553,20.110553
12,172.81345,2.8802241666666664,20.191383,24.85609,292.93399,20.045246,20.002894,20.00011,20.10505,20.10505,20.073705,20.073705,20.073705,20.078526,20.078526,20.078526,20.115114000000002,20.115114000000002
13,187.24746000000002,3.120791,20.270273,26.004976,315.89996,20.046249,20.003416,20.000159,20.109078,20.109078,20.076552,20.076552,20.076552,20.085292000000003,20.085292000000003,20.085292000000003,20.120585000000002,20.120585000000002
14,201.62508,3.360418,20.373407,27.228919,332.26375,20.047123000000003,20.003947,20.000220000000002,20.113101999999998,20.113101999999998,20.079379,20.079379,20.079379,20.093932000000002,20.093932000000002,20.093932000000002,20.126828,20.126828
15,216.00271,3.600045166666667,20.502481,28.513189,346.187,20.046934,20.004483,20.000294,20.116244000000002,20.116244000000002,20.081554,20.081554,20.081554,20.104366,20.104366,20.104366,20.133054,20.133054
16,230.43672,3.840612,20.660579000000002,29.852173999999998,363.46752999999995,20.046549,20.005022,20.00038,20.118727,20.118727,20.083299,20.083299,20.083299,20.117417,20.117417,20.117417,20.139866,20.139866
17,244.81435,4.080239166666667,20.849496,31.233118,388.78911,20.04635,20.005561,20.000479000000002,20.120904,20.120904,20.084870000000002,20.084870000000002,20.084870000000002,20.133864000000003,20.133864000000003,20.133864000000003,20.148265,20.148265
18,259.24836,4.320806,21.070944,32.649691,409.40398,20.046583,20.006096,20.000591,20.123110999999998,20.123110999999998,20.086494000000002,20.086494000000002,20.086494000000002,20.154586,20.154586,20.154586,20.15931,20.15931
19,273.62599,4.560433166666667,21.325544,34.096014000000004,425.50339,20.047045,20.006625,20.000715,20.125385,20.125385,20.088169,20.088169,20.088169,20.180106,20.180106,20.180106,20.173666,20.173666
20,288.00362,4.800060333333334,21.612791,35.56133,439.48729000000003,20.047253,20.007146,20.000851,20.127454999999998,20.127454999999998,20.089691000000002,20.089691000000002,20.089691000000002,20.2107,20.2107,20.2107,20.191507,20.191507
21,302.43762999999996,5.040627166666666,21.934047,37.042702,452.50314000000003,20.047307999999997,20.007659,20.000999,20.129284,20.129284,20.091039000000002,20.091039000000002,20.091039000000002,20.247104,20.247104,20.247104,20.213504,20.213504
22,316.81525,5.2802541666666665,22.288716,38.535426,463.48728,20.047329,20.008164,20.001157,20.130910999999998,20.130910999999998,20.092246,20.092246,20.092246,20.290019,20.290019,20.290019,20.240395,20.240395
23,331.24926,5.520821,22.676363000000002,40.045037,472.63527,20.047289000000003,20.00866,20.001326000000002,20.132341,20.132341,20.093312,20.093312,20.093312,20.34021,20.34021,20.34021,20.272923000000002,20.272923000000002
24,345.62689,5.7604481666666665,23.096351000000002,41.577394,481.00657,20.047249,20.009147,20.001504999999998,20.133626,20.133626,20.094272,20.094272,20.094272,20.39855,20.39855,20.39855,20.311818,20.311818
