,Time,Time in Minutes,Pb1,Pb1-Pb2,Pb2,Pb3-Fire,Pb3-Amb,Pb4,Pb4-Pb5,Pb5,FHF,FHF-Extra,FHF-Extra2,FCF,FCF-Extra,AHF,AHF-Extra,ACF,ACF-Extra,ACF-Extra2
0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1,14.438273,0.24063788333333333,19.999284,20.000025,23.774888,19.997636,19.997805,19.999285999999998,20.0,20.010704999999998,20.001593,20.001593,20.001593,20.000958999999998,20.000958999999998,19.99945,19.99945,20.000726,20.000726,20.000726
2,28.830636,0.48051059999999995,20.011481,20.001552,36.817541,20.008512,20.008712,20.011689999999998,20.000003,20.021884,20.010263000000002,20.010263000000002,20.010263000000002,20.007106,20.007106,20.003548000000002,20.003548000000002,20.009316000000002,20.009316000000002,20.009316000000002
3,43.222999,0.7203833166666667,20.019558,20.014187,57.371069999999996,20.01438,20.014584,20.019904,20.000035,20.026296,20.020374,20.020374,20.020374,20.014177,20.014177,20.007995,20.007995,20.01961,20.01961,20.01961
4,57.615362,0.9602560333333333,20.025077,20.060766,86.522028,20.018378,20.018585,20.025475,20.000131,20.029476000000003,20.030023999999997,20.030023999999997,20.030023999999997,20.020820999999998,20.020820999999998,20.012238,20.012238,20.02946,20.02946,20.02946
5,72.007725,1.20012875,20.028805,20.176689,119.77638,20.020716,20.020928,20.028906,20.000316,20.029398,20.03846,20.03846,20.03846,20.026484,20.026484,20.015764,20.015764,20.038072,20.038072,20.038072
6,86.400088,1.4400014666666665,20.029298999999998,20.405538,141.24408,20.020249,20.020437,20.028114000000002,20.0006,20.025323,20.043283,20.043283,20.043283,20.029571,20.029571,20.017648,20.017648,20.04298,20.04298,20.04298
7,100.84043,1.6806738333333333,20.031499,20.783241,159.53368999999998,20.019996,20.020201999999998,20.026901000000002,20.000977,20.023626,20.046275,20.046275,20.046275,20.031441,20.031441,20.019066,20.019066,20.046001,20.046001,20.046001
8,115.23279,1.9205465,20.038467999999998,21.321610999999997,179.40102,20.020279000000002,20.020618,20.026315,20.001426000000002,20.02272,20.048816,20.048816,20.048816,20.032971,20.032971,20.020335,20.020335,20.048505,20.048505,20.048505
9,129.62515,2.1604191666666663,20.052642000000002,22.012849,209.87515,20.02078,20.021449,20.026010999999997,20.001924,20.021960999999997,20.051198,20.051198,20.051198,20.034314000000002,20.034314000000002,20.021478,20.021478,20.050714000000003,20.050714000000003,20.050714000000003
10,144.01752,2.400292,20.077328,22.842284,231.68882999999997,20.021507,20.02284,20.025928,20.002454999999998,20.021791,20.053679000000002,20.053679000000002,20.053679000000002,20.035604,20.035604,20.022601,20.022601,20.052776,20.052776,20.052776
11,158.40988000000002,2.6401646666666667,20.116124,23.792659,258.18557000000004,20.022295,20.024807,20.026061,20.003006,20.021279,20.056494,20.056494,20.056494,20.036901999999998,20.036901999999998,20.023644,20.023644,20.054762,20.054762,20.054762
12,172.80223999999998,2.880037333333333,20.172259,24.848122,291.94588999999996,20.022995,20.027389000000003,20.025987,20.003567,20.020998000000002,20.059677,20.059677,20.059677,20.038144,20.038144,20.024595,20.024595,20.056488,20.056488,20.056488
13,187.24258,3.120709666666667,20.250318,25.996005,315.31457,20.024345,20.031606,20.026782,20.004132000000002,20.02199,20.064206,20.064206,20.064206,20.039894,20.039894,20.025818,20.025818,20.058633,20.058633,20.058633
14,201.63494,3.3605823333333333,20.351836,27.218985999999997,331.58891,20.025074,20.036391000000002,20.027009,20.004697,20.020896,20.069651,20.069651,20.069651,20.041653,20.041653,20.026701,20.026701,20.060426,20.060426,20.060426
15,216.02731,3.600455166666667,20.478801,28.502727,345.39779,20.025323999999998,20.042085999999998,20.026422,20.005257999999998,20.019757000000002,20.075988,20.075988,20.075988,20.043255,20.043255,20.027297,20.027297,20.061543,20.061543,20.061543
16,230.41967000000002,3.8403278333333337,20.634024,29.838597999999998,362.17041,20.0257,20.049648,20.025907999999998,20.005812,20.019151,20.083942,20.083942,20.083942,20.045081,20.045081,20.027815,20.027815,20.062383999999998,20.062383999999998,20.062383999999998
17,244.81203,4.0802005,20.819298,31.216340999999996,387.24689,20.026321,20.059453,20.025667000000002,20.006355,20.018916,20.094139000000002,20.094139000000002,20.094139000000002,20.047445,20.047445,20.028337,20.028337,20.063177,20.063177,20.063177
18,259.20439,4.320073166666666,21.035967000000003,32.629543,407.98213,20.027323000000003,20.07186,20.025854000000002,20.006883,20.019214,20.107263,20.107263,20.107263,20.050709,20.050709,20.02897,20.02897,20.064137,20.064137,20.064137
19,273.64473,4.5607454999999995,21.284893,34.074904,424.20907,20.028466,20.086823000000003,20.026201999999998,20.007395000000002,20.019226,20.123776,20.123776,20.123776,20.055028,20.055028,20.029607000000002,20.029607000000002,20.065174,20.065174,20.065174
20,288.0371,4.800618333333333,21.565656,35.542273,438.29114000000004,20.029543,20.104274,20.026294,20.007891,20.018904,20.143789,20.143789,20.143789,20.060369,20.060369,20.030142,20.030142,20.066045000000003,20.066045000000003,20.066045000000003
21,302.42946,5.040491,21.877901,37.02053,451.34895,20.030732999999998,20.12452,20.02627,20.008370000000003,20.018646,20.167702,20.167702,20.167702,20.066947,20.066947,20.030616000000002,20.030616000000002,20.066768,20.066768,20.066768
22,316.82182,5.280363666666667,22.22185,38.509746,462.42902999999995,20.03214,20.147814999999998,20.026232,20.008834,20.018383,20.196067000000003,20.196067000000003,20.196067000000003,20.075020000000002,20.075020000000002,20.03104,20.03104,20.067381,20.067381,20.067381
