Time in Seconds,Time in Minutes,Displacement in m,,Displacement in mm
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271564,-6.271564
10574.75195,176.245866,0.006272,6.271564,-6.271564
10574.75195,176.245866,0.006272,6.271564,-6.271564
10574.75195,176.245866,0.006272,6.271564,-6.271564
10574.75195,176.245866,0.006272,6.271564,-6.271564
10574.75195,176.245866,0.006272,6.271564,-6.271564
10574.75195,176.245866,0.006272,6.271564,-6.271564
10574.75195,176.245866,0.006272,6.271564,-6.271564
10574.75195,176.245866,0.006272,6.271565,-6.271565
10574.75195,176.245866,0.006272,6.271565,-6.271565
10574.75195,176.245866,0.006272,6.271565,-6.271565
10574.75195,176.245866,0.006272,6.271565,-6.271565
10574.75195,176.245866,0.006272,6.271566,-6.271566
10574.75195,176.245866,0.006272,6.271566,-6.271566
10574.75195,176.245866,0.006272,6.271567,-6.271567
10574.75195,176.245866,0.006272,6.271567,-6.271567
10574.75195,176.245866,0.006272,6.271567,-6.271567
10574.75195,176.245866,0.006272,6.271567,-6.271567
10574.75195,176.245866,0.006272,6.271568,-6.271568
10574.75195,176.245866,0.006272,6.271568,-6.271568
10574.75195,176.245866,0.006272,6.27157,-6.27157
10574.75195,176.245866,0.006272,6.27157,-6.27157
10574.75195,176.245866,0.006272,6.271571,-6.271571
10574.75195,176.245866,0.006272,6.271571,-6.271571
10574.75195,176.245866,0.006272,6.271574,-6.271574
10574.75195,176.245866,0.006272,6.271574,-6.271574
10574.75195,176.245866,0.006272,6.271576,-6.271576
10574.75195,176.245866,0.006272,6.271576,-6.271576
10574.75195,176.245866,0.006272,6.271577,-6.271577
10574.75195,176.245866,0.006272,6.271577,-6.271577
10574.75195,176.245866,0.006272,6.271579,-6.271579
10574.75195,176.245866,0.006272,6.271579,-6.271579
10574.75195,176.245866,0.006272,6.271582,-6.271582
10574.75195,176.245866,0.006272,6.271582,-6.271582
10574.75195,176.245866,0.006272,6.271583,-6.271583
10574.75195,176.245866,0.006272,6.271583,-6.271583
10574.75195,176.245866,0.006272,6.271585,-6.271585
10574.75195,176.245866,0.006272,6.271585,-6.271585
10574.75195,176.245866,0.006272,6.271588,-6.271588
10574.75195,176.245866,0.006272,6.271588,-6.271588
10574.75195,176.245866,0.006272,6.271594,-6.271594
10574.75195,176.245866,0.006272,6.271594,-6.271594
10574.75195,176.245866,0.006272,6.271596,-6.271596
10574.75195,176.245866,0.006272,6.271596,-6.271596
10574.75195,176.245866,0.006272,6.271597,-6.271597
10574.75195,176.245866,0.006272,6.271597,-6.271597
10574.75195,176.245866,0.006272,6.271599,-6.271599
10574.75195,176.245866,0.006272,6.271599,-6.271599
10574.75195,176.245866,0.006272,6.271601,-6.271601
10574.75195,176.245866,0.006272,6.271601,-6.271601
10574.75195,176.245866,0.006272,6.271604,-6.271604
10574.75195,176.245866,0.006272,6.271604,-6.271604
10574.75195,176.245866,0.006272,6.271605,-6.271605
10574.75195,176.245866,0.006272,6.271605,-6.271605
10574.75195,176.245866,0.006272,6.271608,-6.271608
10574.75195,176.245866,0.006272,6.271608,-6.271608
10574.75195,176.245866,0.006272,6.27161,-6.27161
10574.75195,176.245866,0.006272,6.27161,-6.27161
10574.75195,176.245866,0.006272,6.271612,-6.271612
10574.75195,176.245866,0.006272,6.271612,-6.271612
10574.75195,176.245866,0.006272,6.271614,-6.271614
10574.75195,176.245866,0.006272,6.271614,-6.271614
10574.75195,176.245866,0.006272,6.271615,-6.271615
10574.75195,176.245866,0.006272,6.271615,-6.271615
10574.75195,176.245866,0.006272,6.271616,-6.271616
10574.75195,176.245866,0.006272,6.271616,-6.271616
10574.75195,176.245866,0.006272,6.271617,-6.271617
10574.75195,176.245866,0.006272,6.271617,-6.271617
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271618,-6.271618
10574.75195,176.245866,0.006272,6.271619,-6.271619
10574.75195,176.245866,0.006272,6.271619,-6.271619
10574.75195,176.245866,0.006272,6.271619,-6.271619
10574.75195,176.245866,0.006272,6.271619,-6.271619
10574.75195,176.245866,0.006272,6.271619,-6.271619
10574.75195,176.245866,0.006272,6.271619,-6.271619
10574.75195,176.245866,0.006272,6.271619,-6.271619
10574.75195,176.245866,0.006272,6.271619,-6.271619
10574.75195,176.245866,0.006272,6.27162,-6.27162
10574.75195,176.245866,0.006272,6.27162,-6.27162
10574.75195,176.245866,0.006272,6.27162,-6.27162
10574.75195,176.245866,0.006272,6.27162,-6.27162
10574.75195,176.245866,0.006272,6.271621,-6.271621
10574.75195,176.245866,0.006272,6.271621,-6.271621
10574.75195,176.245866,0.006272,6.271621,-6.271621
10574.75195,176.245866,0.006272,6.271621,-6.271621
10574.75195,176.245866,0.006272,6.271621,-6.271621
10574.75195,176.245866,0.006272,6.271621,-6.271621
10574.75195,176.245866,0.006272,6.271621,-6.271621
10574.75195,176.245866,0.006272,6.271621,-6.271621
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271622,-6.271622
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271623,-6.271623
10574.75195,176.245866,0.006272,6.271624,-6.271624
10574.75195,176.245866,0.006272,6.271624,-6.271624
10574.75195,176.245866,0.006272,6.271624,-6.271624
10574.75195,176.245866,0.006272,6.271624,-6.271624
10574.75195,176.245866,0.006272,6.271624,-6.271624
10574.75195,176.245866,0.006272,6.271624,-6.271624
10574.75195,176.245866,0.006272,6.271624,-6.271624
10574.75195,176.245866,0.006272,6.271624,-6.271624
10574.75195,176.245866,0.006272,6.271625,-6.271625
10574.75195,176.245866,0.006272,6.271625,-6.271625
10574.75195,176.245866,0.006272,6.271625,-6.271625
10574.75195,176.245866,0.006272,6.271625,-6.271625
10574.75195,176.245866,0.006272,6.271626,-6.271626
10574.75195,176.245866,0.006272,6.271626,-6.271626
10574.75195,176.245866,0.006272,6.271626,-6.271626
10574.75195,176.245866,0.006272,6.271626,-6.271626
10574.75195,176.245866,0.006272,6.271627,-6.271627
10574.75195,176.245866,0.006272,6.271627,-6.271627
10574.75195,176.245866,0.006272,6.271628,-6.271628
10574.75195,176.245866,0.006272,6.271628,-6.271628
10574.75195,176.245866,0.006272,6.271628,-6.271628
10574.75195,176.245866,0.006272,6.271628,-6.271628
10574.75195,176.245866,0.006272,6.271629,-6.271629
10574.75195,176.245866,0.006272,6.271629,-6.271629
10574.75195,176.245866,0.006272,6.27163,-6.27163
10574.75195,176.245866,0.006272,6.27163,-6.27163
10574.75195,176.245866,0.006272,6.271631,-6.271631
10574.75195,176.245866,0.006272,6.271631,-6.271631
10574.75195,176.245866,0.006272,6.271631,-6.271631
10574.75195,176.245866,0.006272,6.271631,-6.271631
10574.75195,176.245866,0.006272,6.271632,-6.271632
10574.75195,176.245866,0.006272,6.271632,-6.271632
10574.75195,176.245866,0.006272,6.271633,-6.271633
10574.75195,176.245866,0.006272,6.271633,-6.271633
10574.75195,176.245866,0.006272,6.271633,-6.271633
10574.75195,176.245866,0.006272,6.271633,-6.271633
10574.75195,176.245866,0.006272,6.271634,-6.271634
10574.75195,176.245866,0.006272,6.271634,-6.271634
10574.75195,176.245866,0.006272,6.271635,-6.271635
10574.75195,176.245866,0.006272,6.271635,-6.271635
10574.75195,176.245866,0.006272,6.271636,-6.271636
10574.75195,176.245866,0.006272,6.271636,-6.271636
10574.75195,176.245866,0.006272,6.271637,-6.271637
10574.75195,176.245866,0.006272,6.271637,-6.271637
10574.75195,176.245866,0.006272,6.271637,-6.271637
10574.75195,176.245866,0.006272,6.271637,-6.271637
10574.75195,176.245866,0.006272,6.271637,-6.271637
10574.75195,176.245866,0.006272,6.271637,-6.271637
10574.75195,176.245866,0.006272,6.271638,-6.271638
10574.75195,176.245866,0.006272,6.271638,-6.271638
10574.75195,176.245866,0.006272,6.271638,-6.271638
10574.75195,176.245866,0.006272,6.271638,-6.271638
10574.75195,176.245866,0.006272,6.271639,-6.271639
10574.75195,176.245866,0.006272,6.271639,-6.271639
10574.75195,176.245866,0.006272,6.271639,-6.271639
10574.75195,176.245866,0.006272,6.271639,-6.271639
10574.75195,176.245866,0.006272,6.27164,-6.27164
10574.75195,176.245866,0.006272,6.27164,-6.27164
10574.75195,176.245866,0.006272,6.271641,-6.271641
10574.75195,176.245866,0.006272,6.271641,-6.271641
10574.75195,176.245866,0.006272,6.271642,-6.271642
10574.75195,176.245866,0.006272,6.271642,-6.271642
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271643,-6.271643
10574.75195,176.245866,0.006272,6.271644,-6.271644
10574.75195,176.245866,0.006272,6.271644,-6.271644
10574.75195,176.245866,0.006272,6.271644,-6.271644
10574.75195,176.245866,0.006272,6.271644,-6.271644
10574.75195,176.245866,0.006272,6.271644,-6.271644
10574.75195,176.245866,0.006272,6.271644,-6.271644
10574.75195,176.245866,0.006272,6.271645,-6.271645
10574.75195,176.245866,0.006272,6.271645,-6.271645
10574.75195,176.245866,0.006272,6.271645,-6.271645
10574.75195,176.245866,0.006272,6.271645,-6.271645
10574.75195,176.245866,0.006272,6.271646,-6.271646
10574.75195,176.245866,0.006272,6.271646,-6.271646
10574.75195,176.245866,0.006272,6.271646,-6.271646
10574.75195,176.245866,0.006272,6.271646,-6.271646
10574.75195,176.245866,0.006272,6.271647,-6.271647
10574.75195,176.245866,0.006272,6.271647,-6.271647
10574.75195,176.245866,0.006272,6.271647,-6.271647
10574.75195,176.245866,0.006272,6.271647,-6.271647
10574.75195,176.245866,0.006272,6.271648,-6.271648
10574.75195,176.245866,0.006272,6.271648,-6.271648
10574.75195,176.245866,0.006272,6.271649,-6.271649
10574.75195,176.245866,0.006272,6.271649,-6.271649
10574.75195,176.245866,0.006272,6.27165,-6.27165
10574.75195,176.245866,0.006272,6.27165,-6.27165
10574.75195,176.245866,0.006272,6.27165,-6.27165
10574.75195,176.245866,0.006272,6.27165,-6.27165
10574.75195,176.245866,0.006272,6.271651,-6.271651
10574.75195,176.245866,0.006272,6.271651,-6.271651
10574.75195,176.245866,0.006272,6.271652,-6.271652
10574.75195,176.245866,0.006272,6.271652,-6.271652
10574.75195,176.245866,0.006272,6.271652,-6.271652
10574.75195,176.245866,0.006272,6.271652,-6.271652
10574.75195,176.245866,0.006272,6.271653,-6.271653
10574.75195,176.245866,0.006272,6.271653,-6.271653
10574.75195,176.245866,0.006272,6.271654,-6.271654
10574.75195,176.245866,0.006272,6.271654,-6.271654
10574.75195,176.245866,0.006272,6.271655,-6.271655
10574.75195,176.245866,0.006272,6.271655,-6.271655
10574.75195,176.245866,0.006272,6.271656,-6.271656
10574.75195,176.245866,0.006272,6.271656,-6.271656
10574.75195,176.245866,0.006272,6.271658,-6.271658
10574.75195,176.245866,0.006272,6.271658,-6.271658
10574.75195,176.245866,0.006272,6.271658,-6.271658
10574.75195,176.245866,0.006272,6.271658,-6.271658
10574.75195,176.245866,0.006272,6.27166,-6.27166
10574.75195,176.245866,0.006272,6.27166,-6.27166
10574.75195,176.245866,0.006272,6.27166,-6.27166
10574.75195,176.245866,0.006272,6.27166,-6.27166
10574.75195,176.245866,0.006272,6.271661,-6.271661
10574.75195,176.245866,0.006272,6.271661,-6.271661
10574.75195,176.245866,0.006272,6.271662,-6.271662
10574.75195,176.245866,0.006272,6.271662,-6.271662
10574.75195,176.245866,0.006272,6.271663,-6.271663
10574.75195,176.245866,0.006272,6.271663,-6.271663
10574.75195,176.245866,0.006272,6.271664,-6.271664
10574.75195,176.245866,0.006272,6.271664,-6.271664
10574.75195,176.245866,0.006272,6.271665,-6.271665
10574.75195,176.245866,0.006272,6.271665,-6.271665
10574.75195,176.245866,0.006272,6.271665,-6.271665
10574.75195,176.245866,0.006272,6.271665,-6.271665
10574.75195,176.245866,0.006272,6.271666,-6.271666
10574.75195,176.245866,0.006272,6.271666,-6.271666
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271668,-6.271668
10574.75195,176.245866,0.006272,6.271669,-6.271669
10574.75195,176.245866,0.006272,6.271669,-6.271669
10574.75195,176.245866,0.006272,6.271669,-6.271669
10574.75195,176.245866,0.006272,6.271669,-6.271669
10574.75195,176.245866,0.006272,6.271669,-6.271669
10574.75195,176.245866,0.006272,6.271669,-6.271669
10574.75195,176.245866,0.006272,6.27167,-6.27167
10574.75195,176.245866,0.006272,6.27167,-6.27167
10574.75195,176.245866,0.006272,6.27167,-6.27167
10574.75195,176.245866,0.006272,6.27167,-6.27167
10574.75195,176.245866,0.006272,6.271671,-6.271671
10574.75195,176.245866,0.006272,6.271671,-6.271671
10574.75195,176.245866,0.006272,6.271672,-6.271672
10574.75195,176.245866,0.006272,6.271672,-6.271672
10574.75195,176.245866,0.006272,6.271672,-6.271672
10574.75195,176.245866,0.006272,6.271672,-6.271672
10574.75195,176.245866,0.006272,6.271672,-6.271672
10574.75195,176.245866,0.006272,6.271672,-6.271672
10574.75195,176.245866,0.006272,6.271672,-6.271672
10574.75195,176.245866,0.006272,6.271672,-6.271672
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271673,-6.271673
10574.75195,176.245866,0.006272,6.271674,-6.271674
10574.75195,176.245866,0.006272,6.271674,-6.271674
10574.75195,176.245866,0.006272,6.271674,-6.271674
10574.75195,176.245866,0.006272,6.271674,-6.271674
10574.75195,176.245866,0.006272,6.271675,-6.271675
10574.75195,176.245866,0.006272,6.271675,-6.271675
10574.75195,176.245866,0.006272,6.271676,-6.271676
10574.75195,176.245866,0.006272,6.271676,-6.271676
10574.75195,176.245866,0.006272,6.271677,-6.271677
10574.75195,176.245866,0.006272,6.271677,-6.271677
10574.75195,176.245866,0.006272,6.271678,-6.271678
10574.75195,176.245866,0.006272,6.271678,-6.271678
10574.75195,176.245866,0.006272,6.271678,-6.271678
10574.75195,176.245866,0.006272,6.271678,-6.271678
10574.75195,176.245866,0.006272,6.271679,-6.271679
10574.75195,176.245866,0.006272,6.271679,-6.271679
10574.75195,176.245866,0.006272,6.27168,-6.27168
10574.75195,176.245866,0.006272,6.27168,-6.27168
10574.75195,176.245866,0.006272,6.271681,-6.271681
10574.75195,176.245866,0.006272,6.271681,-6.271681
10574.75195,176.245866,0.006272,6.271682,-6.271682
10574.75195,176.245866,0.006272,6.271682,-6.271682
10574.75195,176.245866,0.006272,6.271683,-6.271683
10574.75195,176.245866,0.006272,6.271683,-6.271683
10574.75195,176.245866,0.006272,6.271684,-6.271684
10574.75195,176.245866,0.006272,6.271684,-6.271684
10574.75195,176.245866,0.006272,6.271684,-6.271684
10574.75195,176.245866,0.006272,6.271684,-6.271684
10574.75195,176.245866,0.006272,6.271684,-6.271684
10574.75195,176.245866,0.006272,6.271684,-6.271684
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271685,-6.271685
10574.75195,176.245866,0.006272,6.271686,-6.271686
10574.75195,176.245866,0.006272,6.271686,-6.271686
10574.75195,176.245866,0.006272,6.271686,-6.271686
10574.75195,176.245866,0.006272,6.271686,-6.271686
10574.75195,176.245866,0.006272,6.271686,-6.271686
10574.75195,176.245866,0.006272,6.271686,-6.271686
10574.75195,176.245866,0.006272,6.271686,-6.271686
10574.75195,176.245866,0.006272,6.271686,-6.271686
10574.75195,176.245866,0.006272,6.271687,-6.271687
10574.75195,176.245866,0.006272,6.271687,-6.271687
10574.75195,176.245866,0.006272,6.271687,-6.271687
10574.75195,176.245866,0.006272,6.271687,-6.271687
10574.75195,176.245866,0.006272,6.271687,-6.271687
10574.75195,176.245866,0.006272,6.271687,-6.271687
10574.75195,176.245866,0.006272,6.271688,-6.271688
10574.75195,176.245866,0.006272,6.271688,-6.271688
10574.75195,176.245866,0.006272,6.271688,-6.271688
10574.75195,176.245866,0.006272,6.271688,-6.271688
10574.75195,176.245866,0.006272,6.271689,-6.271689
10574.75195,176.245866,0.006272,6.271689,-6.271689
10574.75195,176.245866,0.006272,6.271689,-6.271689
10574.75195,176.245866,0.006272,6.271689,-6.271689
10574.75195,176.245866,0.006272,6.27169,-6.27169
10574.75195,176.245866,0.006272,6.27169,-6.27169
10574.75195,176.245866,0.006272,6.27169,-6.27169
10574.75195,176.245866,0.006272,6.27169,-6.27169
10574.75195,176.245866,0.006272,6.27169,-6.27169
10574.75195,176.245866,0.006272,6.27169,-6.27169
10574.75195,176.245866,0.006272,6.27169,-6.27169
10574.75195,176.245866,0.006272,6.27169,-6.27169
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271691,-6.271691
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271692,-6.271692
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271693,-6.271693
10574.75195,176.245866,0.006272,6.271694,-6.271694
10574.75195,176.245866,0.006272,6.271694,-6.271694
10574.75195,176.245866,0.006272,6.271694,-6.271694
10574.75195,176.245866,0.006272,6.271694,-6.271694
10574.75195,176.245866,0.006272,6.271695,-6.271695
10574.75195,176.245866,0.006272,6.271695,-6.271695
10574.75195,176.245866,0.006272,6.271695,-6.271695
10574.75195,176.245866,0.006272,6.271695,-6.271695
10574.75195,176.245866,0.006272,6.271696,-6.271696
10574.75195,176.245866,0.006272,6.271696,-6.271696
10574.75195,176.245866,0.006272,6.271696,-6.271696
10574.75195,176.245866,0.006272,6.271696,-6.271696
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271697,-6.271697
10574.75195,176.245866,0.006272,6.271698,-6.271698
10574.75195,176.245866,0.006272,6.271698,-6.271698
10574.75195,176.245866,0.006272,6.271698,-6.271698
10574.75195,176.245866,0.006272,6.271698,-6.271698
10574.75195,176.245866,0.006272,6.271698,-6.271698
10574.75195,176.245866,0.006272,6.271698,-6.271698
10574.75195,176.245866,0.006272,6.271699,-6.271699
10574.75195,176.245866,0.006272,6.271699,-6.271699
10574.75195,176.245866,0.006272,6.271699,-6.271699
10574.75195,176.245866,0.006272,6.271699,-6.271699
10574.75195,176.245866,0.006272,6.271701,-6.271701
10574.75195,176.245866,0.006272,6.271701,-6.271701
10574.75195,176.245866,0.006272,6.271701,-6.271701
10574.75195,176.245866,0.006272,6.271701,-6.271701
10574.75195,176.245866,0.006272,6.271702,-6.271702
10574.75195,176.245866,0.006272,6.271702,-6.271702
10574.75195,176.245866,0.006272,6.271702,-6.271702
10574.75195,176.245866,0.006272,6.271702,-6.271702
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271703,-6.271703
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271704,-6.271704
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271705,-6.271705
10574.75195,176.245866,0.006272,6.271706,-6.271706
10574.75195,176.245866,0.006272,6.271706,-6.271706
10574.75195,176.245866,0.006272,6.271706,-6.271706
