Time in Seconds,Time in Minutes,Displacement in m,,Displacement in mm
10574.64844,176.244141,0.006257,6.256829,-6.256829
10574.66113,176.244352,0.006253,6.253006,-6.253006
10574.66113,176.244352,0.006253,6.253006,-6.253006
10574.66406,176.244401,0.006252,6.25206,-6.25206
10574.66406,176.244401,0.006252,6.25206,-6.25206
10574.66699,176.24445,0.006251,6.251123,-6.251123
10574.66699,176.24445,0.006251,6.251123,-6.251123
10574.6709,176.244515,0.00625,6.250197,-6.250197
10574.6709,176.244515,0.00625,6.250197,-6.250197
10574.67383,176.244564,0.006249,6.249286,-6.249286
10574.67383,176.244564,0.006249,6.249286,-6.249286
10574.67676,176.244613,0.006248,6.248393,-6.248393
10574.67676,176.244613,0.006248,6.248393,-6.248393
10574.67969,176.244661,0.006248,6.247523,-6.247523
10574.67969,176.244661,0.006248,6.247523,-6.247523
10574.68359,176.244727,0.006247,6.246687,-6.246687
10574.68359,176.244727,0.006247,6.246687,-6.246687
10574.68848,176.244808,0.006246,6.245633,-6.245633
10574.68848,176.244808,0.006246,6.245633,-6.245633
10574.68945,176.244824,0.006245,6.245386,-6.245386
10574.68945,176.244824,0.006245,6.245386,-6.245386
10574.69043,176.24484,0.006245,6.245161,-6.245161
10574.69043,176.24484,0.006245,6.245161,-6.245161
10574.69043,176.24484,0.006245,6.245106,-6.245106
10574.69043,176.24484,0.006245,6.245106,-6.245106
10574.69141,176.244857,0.006245,6.245053,-6.245053
10574.69141,176.244857,0.006245,6.245053,-6.245053
10574.69141,176.244857,0.006245,6.244995,-6.244995
10574.69141,176.244857,0.006245,6.244995,-6.244995
10574.69141,176.244857,0.006245,6.244942,-6.244942
10574.69141,176.244857,0.006245,6.244942,-6.244942
10574.69238,176.244873,0.006245,6.244895,-6.244895
10574.69238,176.244873,0.006245,6.244895,-6.244895
10574.69238,176.244873,0.006245,6.24485,-6.24485
10574.69238,176.244873,0.006245,6.24485,-6.24485
10574.69238,176.244873,0.006245,6.244839,-6.244839
10574.69238,176.244873,0.006245,6.244839,-6.244839
10574.69238,176.244873,0.006245,6.244828,-6.244828
10574.69238,176.244873,0.006245,6.244828,-6.244828
10574.69238,176.244873,0.006245,6.244812,-6.244812
10574.69238,176.244873,0.006245,6.244812,-6.244812
10574.69238,176.244873,0.006245,6.244788,-6.244788
10574.69238,176.244873,0.006245,6.244788,-6.244788
10574.69238,176.244873,0.006245,6.24478,-6.24478
10574.69238,176.244873,0.006245,6.24478,-6.24478
10574.69238,176.244873,0.006245,6.244767,-6.244767
10574.69238,176.244873,0.006245,6.244767,-6.244767
10574.69238,176.244873,0.006245,6.244764,-6.244764
10574.69238,176.244873,0.006245,6.244764,-6.244764
10574.69238,176.244873,0.006245,6.244761,-6.244761
10574.69238,176.244873,0.006245,6.244761,-6.244761
10574.69336,176.244889,0.006245,6.244756,-6.244756
10574.69336,176.244889,0.006245,6.244756,-6.244756
10574.69336,176.244889,0.006245,6.24475,-6.24475
10574.69336,176.244889,0.006245,6.24475,-6.24475
10574.69336,176.244889,0.006245,6.244739,-6.244739
10574.69336,176.244889,0.006245,6.244739,-6.244739
10574.69336,176.244889,0.006245,6.244735,-6.244735
10574.69336,176.244889,0.006245,6.244735,-6.244735
10574.69336,176.244889,0.006245,6.244733,-6.244733
10574.69336,176.244889,0.006245,6.244733,-6.244733
10574.69336,176.244889,0.006245,6.244732,-6.244732
10574.69336,176.244889,0.006245,6.244732,-6.244732
10574.69336,176.244889,0.006245,6.244728,-6.244728
10574.69336,176.244889,0.006245,6.244728,-6.244728
10574.69336,176.244889,0.006245,6.244721,-6.244721
10574.69336,176.244889,0.006245,6.244721,-6.244721
10574.69336,176.244889,0.006245,6.244712,-6.244712
10574.69336,176.244889,0.006245,6.244712,-6.244712
10574.69336,176.244889,0.006245,6.244703,-6.244703
10574.69336,176.244889,0.006245,6.244703,-6.244703
10574.69336,176.244889,0.006245,6.244693,-6.244693
10574.69336,176.244889,0.006245,6.244693,-6.244693
10574.69336,176.244889,0.006245,6.244684,-6.244684
10574.69336,176.244889,0.006245,6.244684,-6.244684
10574.69336,176.244889,0.006245,6.244672,-6.244672
10574.69336,176.244889,0.006245,6.244672,-6.244672
10574.69336,176.244889,0.006245,6.24466,-6.24466
10574.69336,176.244889,0.006245,6.24466,-6.24466
10574.69336,176.244889,0.006245,6.244657,-6.244657
10574.69336,176.244889,0.006245,6.244657,-6.244657
10574.69336,176.244889,0.006245,6.244653,-6.244653
10574.69336,176.244889,0.006245,6.244653,-6.244653
10574.69336,176.244889,0.006245,6.244646,-6.244646
10574.69336,176.244889,0.006245,6.244646,-6.244646
10574.69434,176.244906,0.006245,6.244639,-6.244639
10574.69434,176.244906,0.006245,6.244639,-6.244639
10574.69434,176.244906,0.006245,6.244633,-6.244633
10574.69434,176.244906,0.006245,6.244633,-6.244633
10574.69434,176.244906,0.006245,6.244626,-6.244626
10574.69434,176.244906,0.006245,6.244626,-6.244626
10574.69434,176.244906,0.006245,6.244625,-6.244625
10574.69434,176.244906,0.006245,6.244625,-6.244625
10574.69434,176.244906,0.006245,6.244622,-6.244622
10574.69434,176.244906,0.006245,6.244622,-6.244622
10574.69434,176.244906,0.006245,6.244621,-6.244621
10574.69434,176.244906,0.006245,6.244621,-6.244621
10574.69434,176.244906,0.006245,6.244619,-6.244619
10574.69434,176.244906,0.006245,6.244619,-6.244619
10574.69434,176.244906,0.006245,6.244617,-6.244617
10574.69434,176.244906,0.006245,6.244617,-6.244617
10574.69434,176.244906,0.006245,6.244613,-6.244613
10574.69434,176.244906,0.006245,6.244613,-6.244613
10574.69434,176.244906,0.006245,6.244611,-6.244611
10574.69434,176.244906,0.006245,6.244611,-6.244611
10574.69434,176.244906,0.006245,6.244611,-6.244611
10574.69434,176.244906,0.006245,6.244611,-6.244611
10574.69434,176.244906,0.006245,6.244609,-6.244609
10574.69434,176.244906,0.006245,6.244609,-6.244609
10574.69434,176.244906,0.006245,6.244607,-6.244607
10574.69434,176.244906,0.006245,6.244607,-6.244607
10574.69434,176.244906,0.006245,6.244604,-6.244604
10574.69434,176.244906,0.006245,6.244604,-6.244604
10574.69434,176.244906,0.006245,6.244601,-6.244601
10574.69434,176.244906,0.006245,6.244601,-6.244601
10574.69434,176.244906,0.006245,6.244597,-6.244597
10574.69434,176.244906,0.006245,6.244597,-6.244597
10574.69434,176.244906,0.006245,6.244593,-6.244593
10574.69434,176.244906,0.006245,6.244593,-6.244593
10574.69434,176.244906,0.006245,6.244589,-6.244589
10574.69434,176.244906,0.006245,6.244589,-6.244589
10574.69434,176.244906,0.006245,6.244588,-6.244588
10574.69434,176.244906,0.006245,6.244588,-6.244588
10574.69434,176.244906,0.006245,6.244586,-6.244586
10574.69434,176.244906,0.006245,6.244586,-6.244586
10574.69434,176.244906,0.006245,6.244583,-6.244583
10574.69434,176.244906,0.006245,6.244583,-6.244583
10574.69434,176.244906,0.006245,6.244578,-6.244578
10574.69434,176.244906,0.006245,6.244578,-6.244578
10574.69434,176.244906,0.006245,6.244571,-6.244571
10574.69434,176.244906,0.006245,6.244571,-6.244571
10574.69434,176.244906,0.006245,6.244564,-6.244564
10574.69434,176.244906,0.006245,6.244564,-6.244564
10574.69434,176.244906,0.006245,6.244558,-6.244558
10574.69434,176.244906,0.006245,6.244558,-6.244558
10574.69531,176.244922,0.006245,6.244551,-6.244551
10574.69531,176.244922,0.006245,6.244551,-6.244551
10574.69531,176.244922,0.006245,6.244549,-6.244549
10574.69531,176.244922,0.006245,6.244549,-6.244549
10574.69531,176.244922,0.006245,6.244548,-6.244548
10574.69531,176.244922,0.006245,6.244548,-6.244548
10574.69531,176.244922,0.006245,6.244544,-6.244544
10574.69531,176.244922,0.006245,6.244544,-6.244544
10574.69531,176.244922,0.006245,6.24454,-6.24454
10574.69531,176.244922,0.006245,6.24454,-6.24454
10574.69531,176.244922,0.006245,6.244537,-6.244537
10574.69531,176.244922,0.006245,6.244537,-6.244537
10574.69531,176.244922,0.006245,6.244534,-6.244534
10574.69531,176.244922,0.006245,6.244534,-6.244534
10574.69531,176.244922,0.006245,6.24453,-6.24453
10574.69531,176.244922,0.006245,6.24453,-6.24453
10574.69531,176.244922,0.006245,6.244528,-6.244528
10574.69531,176.244922,0.006245,6.244528,-6.244528
10574.69531,176.244922,0.006245,6.244525,-6.244525
10574.69531,176.244922,0.006245,6.244525,-6.244525
10574.69531,176.244922,0.006245,6.244522,-6.244522
10574.69531,176.244922,0.006245,6.244522,-6.244522
10574.69531,176.244922,0.006245,6.244519,-6.244519
10574.69531,176.244922,0.006245,6.244519,-6.244519
10574.69531,176.244922,0.006245,6.244514,-6.244514
10574.69531,176.244922,0.006245,6.244514,-6.244514
10574.69531,176.244922,0.006245,6.244508,-6.244508
10574.69531,176.244922,0.006245,6.244508,-6.244508
10574.69531,176.244922,0.006245,6.244501,-6.244501
10574.69531,176.244922,0.006245,6.244501,-6.244501
10574.69629,176.244938,0.006244,6.24449,-6.24449
10574.69629,176.244938,0.006244,6.24449,-6.24449
10574.69629,176.244938,0.006244,6.244481,-6.244481
10574.69629,176.244938,0.006244,6.244481,-6.244481
10574.69629,176.244938,0.006244,6.244478,-6.244478
10574.69629,176.244938,0.006244,6.244478,-6.244478
10574.69629,176.244938,0.006244,6.244472,-6.244472
10574.69629,176.244938,0.006244,6.244472,-6.244472
10574.69629,176.244938,0.006244,6.244466,-6.244466
10574.69629,176.244938,0.006244,6.244466,-6.244466
10574.69727,176.244954,0.006244,6.244466,-6.244466
10574.69727,176.244954,0.006244,6.244466,-6.244466
10574.69727,176.244954,0.006244,6.244469,-6.244469
10574.69727,176.244954,0.006244,6.244469,-6.244469
10574.69727,176.244954,0.006244,6.24448,-6.24448
10574.69727,176.244954,0.006244,6.24448,-6.24448
10574.69824,176.244971,0.006245,6.244513,-6.244513
10574.69824,176.244971,0.006245,6.244513,-6.244513
10574.69824,176.244971,0.006245,6.244522,-6.244522
10574.69824,176.244971,0.006245,6.244522,-6.244522
10574.69824,176.244971,0.006245,6.244531,-6.244531
10574.69824,176.244971,0.006245,6.244531,-6.244531
10574.69922,176.244987,0.006245,6.24455,-6.24455
10574.69922,176.244987,0.006245,6.24455,-6.24455
10574.69922,176.244987,0.006245,6.244557,-6.244557
10574.69922,176.244987,0.006245,6.244557,-6.244557
10574.69922,176.244987,0.006245,6.244568,-6.244568
10574.69922,176.244987,0.006245,6.244568,-6.244568
10574.69922,176.244987,0.006245,6.244587,-6.244587
10574.69922,176.244987,0.006245,6.244587,-6.244587
10574.69922,176.244987,0.006245,6.244619,-6.244619
10574.69922,176.244987,0.006245,6.244619,-6.244619
10574.7002,176.245003,0.006245,6.244682,-6.244682
10574.7002,176.245003,0.006245,6.244682,-6.244682
10574.7002,176.245003,0.006245,6.244755,-6.244755
10574.7002,176.245003,0.006245,6.244755,-6.244755
10574.70117,176.24502,0.006245,6.244841,-6.244841
10574.70117,176.24502,0.006245,6.244841,-6.244841
10574.70117,176.24502,0.006245,6.244876,-6.244876
10574.70117,176.24502,0.006245,6.244876,-6.244876
10574.70117,176.24502,0.006245,6.244932,-6.244932
10574.70117,176.24502,0.006245,6.244932,-6.244932
10574.70117,176.24502,0.006245,6.244989,-6.244989
10574.70117,176.24502,0.006245,6.244989,-6.244989
10574.70215,176.245036,0.006245,6.24505,-6.24505
10574.70215,176.245036,0.006245,6.24505,-6.24505
10574.70215,176.245036,0.006245,6.245114,-6.245114
10574.70215,176.245036,0.006245,6.245114,-6.245114
10574.70215,176.245036,0.006245,6.245139,-6.245139
10574.70215,176.245036,0.006245,6.245139,-6.245139
10574.70215,176.245036,0.006245,6.245177,-6.245177
10574.70215,176.245036,0.006245,6.245177,-6.245177
10574.70215,176.245036,0.006245,6.245237,-6.245237
10574.70215,176.245036,0.006245,6.245237,-6.245237
10574.70313,176.245052,0.006245,6.24533,-6.24533
10574.70313,176.245052,0.006245,6.24533,-6.24533
10574.70313,176.245052,0.006245,6.245429,-6.245429
10574.70313,176.245052,0.006245,6.245429,-6.245429
10574.70313,176.245052,0.006246,6.245537,-6.245537
10574.70313,176.245052,0.006246,6.245537,-6.245537
10574.7041,176.245068,0.006246,6.245645,-6.245645
10574.7041,176.245068,0.006246,6.245645,-6.245645
10574.7041,176.245068,0.006246,6.245826,-6.245826
10574.7041,176.245068,0.006246,6.245826,-6.245826
10574.70508,176.245085,0.006246,6.246015,-6.246015
10574.70508,176.245085,0.006246,6.246015,-6.246015
10574.70508,176.245085,0.006246,6.246213,-6.246213
10574.70508,176.245085,0.006246,6.246213,-6.246213
10574.70606,176.245101,0.006247,6.246532,-6.246532
10574.70606,176.245101,0.006247,6.246532,-6.246532
10574.70606,176.245101,0.006247,6.246653,-6.246653
10574.70606,176.245101,0.006247,6.246653,-6.246653
10574.70703,176.245117,0.006247,6.246839,-6.246839
10574.70703,176.245117,0.006247,6.246839,-6.246839
10574.70703,176.245117,0.006247,6.247133,-6.247133
10574.70703,176.245117,0.006247,6.247133,-6.247133
10574.70801,176.245133,0.006247,6.247438,-6.247438
10574.70801,176.245133,0.006247,6.247438,-6.247438
10574.70801,176.245133,0.006248,6.247751,-6.247751
10574.70801,176.245133,0.006248,6.247751,-6.247751
10574.70898,176.24515,0.006248,6.248074,-6.248074
10574.70898,176.24515,0.006248,6.248074,-6.248074
10574.70996,176.245166,0.006249,6.248575,-6.248575
10574.70996,176.245166,0.006249,6.248575,-6.248575
10574.70996,176.245166,0.006249,6.248764,-6.248764
10574.70996,176.245166,0.006249,6.248764,-6.248764
10574.70996,176.245166,0.006249,6.248835,-6.248835
10574.70996,176.245166,0.006249,6.248835,-6.248835
10574.71094,176.245182,0.006249,6.248943,-6.248943
10574.71094,176.245182,0.006249,6.248943,-6.248943
10574.71094,176.245182,0.006249,6.249106,-6.249106
10574.71094,176.245182,0.006249,6.249106,-6.249106
10574.71094,176.245182,0.006249,6.249269,-6.249269
10574.71094,176.245182,0.006249,6.249269,-6.249269
10574.71094,176.245182,0.006249,6.249432,-6.249432
10574.71094,176.245182,0.006249,6.249432,-6.249432
10574.71191,176.245199,0.00625,6.249594,-6.249594
10574.71191,176.245199,0.00625,6.249594,-6.249594
10574.71191,176.245199,0.00625,6.249844,-6.249844
10574.71191,176.245199,0.00625,6.249844,-6.249844
10574.71289,176.245215,0.00625,6.250094,-6.250094
10574.71289,176.245215,0.00625,6.250094,-6.250094
10574.71289,176.245215,0.00625,6.250347,-6.250347
10574.71289,176.245215,0.00625,6.250347,-6.250347
10574.71387,176.245231,0.006251,6.25073,-6.25073
10574.71387,176.245231,0.006251,6.25073,-6.25073
10574.71387,176.245231,0.006251,6.251115,-6.251115
10574.71387,176.245231,0.006251,6.251115,-6.251115
10574.71484,176.245247,0.006252,6.251503,-6.251503
10574.71484,176.245247,0.006252,6.251503,-6.251503
10574.71582,176.245264,0.006252,6.251892,-6.251892
10574.71582,176.245264,0.006252,6.251892,-6.251892
10574.71582,176.245264,0.006252,6.251989,-6.251989
10574.71582,176.245264,0.006252,6.251989,-6.251989
10574.71582,176.245264,0.006252,6.252132,-6.252132
10574.71582,176.245264,0.006252,6.252132,-6.252132
10574.71582,176.245264,0.006252,6.25235,-6.25235
10574.71582,176.245264,0.006252,6.25235,-6.25235
10574.7168,176.24528,0.006253,6.252679,-6.252679
10574.7168,176.24528,0.006253,6.252679,-6.252679
10574.71777,176.245296,0.006253,6.253173,-6.253173
10574.71777,176.245296,0.006253,6.253173,-6.253173
10574.71875,176.245313,0.006254,6.253918,-6.253918
10574.71875,176.245313,0.006254,6.253918,-6.253918
10574.71973,176.245329,0.006255,6.254662,-6.254662
10574.71973,176.245329,0.006255,6.254662,-6.254662
10574.7207,176.245345,0.006255,6.255404,-6.255404
10574.7207,176.245345,0.006255,6.255404,-6.255404
10574.72266,176.245378,0.006256,6.256146,-6.256146
10574.72266,176.245378,0.006256,6.256146,-6.256146
10574.72363,176.245394,0.006257,6.256885,-6.256885
10574.72363,176.245394,0.006257,6.256885,-6.256885
10574.72461,176.24541,0.006258,6.257618,-6.257618
10574.72461,176.24541,0.006258,6.257618,-6.257618
10574.72559,176.245426,0.006258,6.258349,-6.258349
10574.72559,176.245426,0.006258,6.258349,-6.258349
10574.72656,176.245443,0.006259,6.25853,-6.25853
10574.72656,176.245443,0.006259,6.25853,-6.25853
10574.72656,176.245443,0.006259,6.258711,-6.258711
10574.72656,176.245443,0.006259,6.258711,-6.258711
10574.72754,176.245459,0.006259,6.258982,-6.258982
10574.72754,176.245459,0.006259,6.258982,-6.258982
10574.72754,176.245459,0.006259,6.259385,-6.259385
10574.72754,176.245459,0.006259,6.259385,-6.259385
10574.72852,176.245475,0.00626,6.259786,-6.259786
10574.72852,176.245475,0.00626,6.259786,-6.259786
10574.72852,176.245475,0.00626,6.259886,-6.259886
10574.72852,176.245475,0.00626,6.259886,-6.259886
10574.72852,176.245475,0.00626,6.259985,-6.259985
10574.72852,176.245475,0.00626,6.259985,-6.259985
10574.72949,176.245492,0.00626,6.260134,-6.260134
10574.72949,176.245492,0.00626,6.260134,-6.260134
10574.72949,176.245492,0.00626,6.260356,-6.260356
10574.72949,176.245492,0.00626,6.260356,-6.260356
10574.72949,176.245492,0.006261,6.260688,-6.260688
10574.72949,176.245492,0.006261,6.260688,-6.260688
10574.73047,176.245508,0.006261,6.260812,-6.260812
10574.73047,176.245508,0.006261,6.260812,-6.260812
10574.73047,176.245508,0.006261,6.260998,-6.260998
10574.73047,176.245508,0.006261,6.260998,-6.260998
10574.73145,176.245524,0.006261,6.261275,-6.261275
10574.73145,176.245524,0.006261,6.261275,-6.261275
10574.73145,176.245524,0.006262,6.26155,-6.26155
10574.73145,176.245524,0.006262,6.26155,-6.26155
10574.73242,176.24554,0.006262,6.261824,-6.261824
10574.73242,176.24554,0.006262,6.261824,-6.261824
10574.73242,176.24554,0.006262,6.262096,-6.262096
10574.73242,176.24554,0.006262,6.262096,-6.262096
10574.7334,176.245557,0.006262,6.262367,-6.262367
10574.7334,176.245557,0.006262,6.262367,-6.262367
10574.7334,176.245557,0.006263,6.262636,-6.262636
10574.7334,176.245557,0.006263,6.262636,-6.262636
10574.73438,176.245573,0.006263,6.262903,-6.262903
10574.73438,176.245573,0.006263,6.262903,-6.262903
10574.73438,176.245573,0.006263,6.263168,-6.263168
10574.73438,176.245573,0.006263,6.263168,-6.263168
10574.73535,176.245589,0.006263,6.263432,-6.263432
10574.73535,176.245589,0.006263,6.263432,-6.263432
10574.73535,176.245589,0.006264,6.263695,-6.263695
10574.73535,176.245589,0.006264,6.263695,-6.263695
10574.73535,176.245589,0.006264,6.263956,-6.263956
10574.73535,176.245589,0.006264,6.263956,-6.263956
10574.73633,176.245605,0.006264,6.264217,-6.264217
10574.73633,176.245605,0.006264,6.264217,-6.264217
10574.73633,176.245605,0.006264,6.264477,-6.264477
10574.73633,176.245605,0.006264,6.264477,-6.264477
10574.73731,176.245622,0.006265,6.264735,-6.264735
10574.73731,176.245622,0.006265,6.264735,-6.264735
10574.73828,176.245638,0.006265,6.265121,-6.265121
10574.73828,176.245638,0.006265,6.265121,-6.265121
10574.73828,176.245638,0.006265,6.265264,-6.265264
10574.73828,176.245638,0.006265,6.265264,-6.265264
10574.73828,176.245638,0.006265,6.265406,-6.265406
10574.73828,176.245638,0.006265,6.265406,-6.265406
10574.73926,176.245654,0.006266,6.265547,-6.265547
10574.73926,176.245654,0.006266,6.265547,-6.265547
10574.73926,176.245654,0.006266,6.265688,-6.265688
10574.73926,176.245654,0.006266,6.265688,-6.265688
10574.73926,176.245654,0.006266,6.265827,-6.265827
10574.73926,176.245654,0.006266,6.265827,-6.265827
10574.74023,176.245671,0.006266,6.266036,-6.266036
10574.74023,176.245671,0.006266,6.266036,-6.266036
10574.74023,176.245671,0.006266,6.266243,-6.266243
10574.74023,176.245671,0.006266,6.266243,-6.266243
10574.74023,176.245671,0.006266,6.26645,-6.26645
10574.74023,176.245671,0.006266,6.26645,-6.26645
10574.74121,176.245687,0.006267,6.266655,-6.266655
10574.74121,176.245687,0.006267,6.266655,-6.266655
10574.74121,176.245687,0.006267,6.266963,-6.266963
10574.74121,176.245687,0.006267,6.266963,-6.266963
10574.74219,176.245703,0.006267,6.267269,-6.267269
10574.74219,176.245703,0.006267,6.267269,-6.267269
10574.74316,176.245719,0.006268,6.267573,-6.267573
10574.74316,176.245719,0.006268,6.267573,-6.267573
10574.74316,176.245719,0.006268,6.267872,-6.267872
10574.74316,176.245719,0.006268,6.267872,-6.267872
10574.74414,176.245736,0.006268,6.268168,-6.268168
10574.74414,176.245736,0.006268,6.268168,-6.268168
10574.74512,176.245752,0.006268,6.268464,-6.268464
10574.74512,176.245752,0.006268,6.268464,-6.268464
10574.74512,176.245752,0.006269,6.268759,-6.268759
10574.74512,176.245752,0.006269,6.268759,-6.268759
10574.74609,176.245768,0.006269,6.269192,-6.269192
10574.74609,176.245768,0.006269,6.269192,-6.269192
10574.74707,176.245785,0.00627,6.269623,-6.269623
10574.74707,176.245785,0.00627,6.269623,-6.269623
10574.74805,176.245801,0.00627,6.270046,-6.270046
10574.74805,176.245801,0.00627,6.270046,-6.270046
10574.74805,176.245801,0.00627,6.270151,-6.270151
10574.74805,176.245801,0.00627,6.270151,-6.270151
10574.74805,176.245801,0.00627,6.270256,-6.270256
10574.74805,176.245801,0.00627,6.270256,-6.270256
10574.74902,176.245817,0.00627,6.270412,-6.270412
10574.74902,176.245817,0.00627,6.270412,-6.270412
10574.74902,176.245817,0.006271,6.270646,-6.270646
10574.74902,176.245817,0.006271,6.270646,-6.270646
10574.75,176.245833,0.006271,6.270704,-6.270704
10574.75,176.245833,0.006271,6.270704,-6.270704
10574.75,176.245833,0.006271,6.270763,-6.270763
10574.75,176.245833,0.006271,6.270763,-6.270763
10574.75,176.245833,0.006271,6.270851,-6.270851
10574.75,176.245833,0.006271,6.270851,-6.270851
10574.75,176.245833,0.006271,6.270883,-6.270883
10574.75,176.245833,0.006271,6.270883,-6.270883
10574.75,176.245833,0.006271,6.270932,-6.270932
10574.75,176.245833,0.006271,6.270932,-6.270932
10574.75,176.245833,0.006271,6.271005,-6.271005
10574.75,176.245833,0.006271,6.271005,-6.271005
10574.75,176.245833,0.006271,6.271077,-6.271077
10574.75,176.245833,0.006271,6.271077,-6.271077
10574.75098,176.24585,0.006271,6.271149,-6.271149
10574.75098,176.24585,0.006271,6.271149,-6.271149
10574.75098,176.24585,0.006271,6.271222,-6.271222
10574.75098,176.24585,0.006271,6.271222,-6.271222
10574.75098,176.24585,0.006271,6.271329,-6.271329
10574.75098,176.24585,0.006271,6.271329,-6.271329
10574.75098,176.24585,0.006271,6.271434,-6.271434
10574.75098,176.24585,0.006271,6.271434,-6.271434
10574.75098,176.24585,0.006272,6.271541,-6.271541
10574.75098,176.24585,0.006272,6.271541,-6.271541
10574.75098,176.24585,0.006272,6.271542,-6.271542
10574.75098,176.24585,0.006272,6.271542,-6.271542
10574.75098,176.24585,0.006272,6.271543,-6.271543
10574.75098,176.24585,0.006272,6.271543,-6.271543
10574.75098,176.24585,0.006272,6.271544,-6.271544
10574.75098,176.24585,0.006272,6.271544,-6.271544
10574.75098,176.24585,0.006272,6.271546,-6.271546
10574.75098,176.24585,0.006272,6.271546,-6.271546
10574.75098,176.24585,0.006272,6.271546,-6.271546
10574.75098,176.24585,0.006272,6.271546,-6.271546
10574.75098,176.24585,0.006272,6.271547,-6.271547
10574.75098,176.24585,0.006272,6.271547,-6.271547
10574.75098,176.24585,0.006272,6.271548,-6.271548
10574.75098,176.24585,0.006272,6.271548,-6.271548
10574.75098,176.24585,0.006272,6.271549,-6.271549
10574.75098,176.24585,0.006272,6.271549,-6.271549
10574.75098,176.24585,0.006272,6.27155,-6.27155
10574.75098,176.24585,0.006272,6.27155,-6.27155
10574.75098,176.24585,0.006272,6.27155,-6.27155
10574.75098,176.24585,0.006272,6.27155,-6.27155
10574.75098,176.24585,0.006272,6.27155,-6.27155
10574.75098,176.24585,0.006272,6.27155,-6.27155
10574.75098,176.24585,0.006272,6.27155,-6.27155
10574.75098,176.24585,0.006272,6.27155,-6.27155
10574.75098,176.24585,0.006272,6.271551,-6.271551
10574.75098,176.24585,0.006272,6.271551,-6.271551
10574.75098,176.24585,0.006272,6.271551,-6.271551
10574.75098,176.24585,0.006272,6.271551,-6.271551
10574.75098,176.24585,0.006272,6.271551,-6.271551
10574.75098,176.24585,0.006272,6.271551,-6.271551
10574.75098,176.24585,0.006272,6.271552,-6.271552
10574.75098,176.24585,0.006272,6.271552,-6.271552
10574.75098,176.24585,0.006272,6.271552,-6.271552
10574.75098,176.24585,0.006272,6.271552,-6.271552
10574.75098,176.24585,0.006272,6.271553,-6.271553
10574.75098,176.24585,0.006272,6.271553,-6.271553
10574.75098,176.24585,0.006272,6.271554,-6.271554
10574.75098,176.24585,0.006272,6.271554,-6.271554
10574.75098,176.24585,0.006272,6.271554,-6.271554
10574.75098,176.24585,0.006272,6.271554,-6.271554
10574.75098,176.24585,0.006272,6.271554,-6.271554
10574.75098,176.24585,0.006272,6.271554,-6.271554
10574.75098,176.24585,0.006272,6.271554,-6.271554
10574.75098,176.24585,0.006272,6.271554,-6.271554
10574.75098,176.24585,0.006272,6.271555,-6.271555
10574.75098,176.24585,0.006272,6.271555,-6.271555
10574.75098,176.24585,0.006272,6.271555,-6.271555
10574.75098,176.24585,0.006272,6.271555,-6.271555
10574.75098,176.24585,0.006272,6.271556,-6.271556
10574.75098,176.24585,0.006272,6.271556,-6.271556
10574.75098,176.24585,0.006272,6.271556,-6.271556
10574.75098,176.24585,0.006272,6.271556,-6.271556
10574.75098,176.24585,0.006272,6.271557,-6.271557
10574.75098,176.24585,0.006272,6.271557,-6.271557
10574.75098,176.24585,0.006272,6.271557,-6.271557
10574.75098,176.24585,0.006272,6.271557,-6.271557
10574.75098,176.24585,0.006272,6.271558,-6.271558
10574.75098,176.24585,0.006272,6.271558,-6.271558
10574.75098,176.24585,0.006272,6.271558,-6.271558
10574.75098,176.24585,0.006272,6.271558,-6.271558
10574.75098,176.24585,0.006272,6.271559,-6.271559
10574.75098,176.24585,0.006272,6.271559,-6.271559
10574.75098,176.24585,0.006272,6.271559,-6.271559
10574.75098,176.24585,0.006272,6.271559,-6.271559
10574.75098,176.24585,0.006272,6.27156,-6.27156
10574.75098,176.24585,0.006272,6.27156,-6.27156
10574.75098,176.24585,0.006272,6.27156,-6.27156
10574.75098,176.24585,0.006272,6.27156,-6.27156
10574.75098,176.24585,0.006272,6.271561,-6.271561
10574.75098,176.24585,0.006272,6.271561,-6.271561
10574.75098,176.24585,0.006272,6.271562,-6.271562
10574.75098,176.24585,0.006272,6.271562,-6.271562
10574.75098,176.24585,0.006272,6.271562,-6.271562
10574.75098,176.24585,0.006272,6.271562,-6.271562
10574.75098,176.24585,0.006272,6.271562,-6.271562
10574.75098,176.24585,0.006272,6.271562,-6.271562
10574.75098,176.24585,0.006272,6.271562,-6.271562
10574.75098,176.24585,0.006272,6.271562,-6.271562
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75098,176.24585,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
10574.75195,176.245866,0.006272,6.271563,-6.271563
