Time in Seconds,Time in Minutes,Displacement in m-Stud1,Displacement in mm-Stud1,Displacement in m-Stud2,Displacement in mm-Stud2
5578.039551,92.967326,0.007391,-7.390875,0.006439,-6.439483
5578.039551,92.967326,0.007391,-7.390875,0.006439,-6.439483
5578.040039,92.967334,0.007391,-7.390892,0.006439,-6.439499
5578.040039,92.967334,0.007391,-7.390892,0.006439,-6.439499
5578.040039,92.967334,0.007391,-7.390896,0.00644,-6.439503
5578.040039,92.967334,0.007391,-7.390896,0.00644,-6.439503
5578.040527,92.967342,0.007391,-7.3909,0.00644,-6.439507
5578.040527,92.967342,0.007391,-7.3909,0.00644,-6.439507
5578.040527,92.967342,0.007391,-7.390906,0.00644,-6.439513
5578.040527,92.967342,0.007391,-7.390906,0.00644,-6.439513
5578.040527,92.967342,0.007391,-7.390908,0.00644,-6.439515
5578.040527,92.967342,0.007391,-7.390908,0.00644,-6.439515
5578.041016,92.96735,0.007391,-7.390913,0.00644,-6.43952
5578.041016,92.96735,0.007391,-7.390913,0.00644,-6.43952
5578.041016,92.96735,0.007391,-7.390921,0.00644,-6.439528
5578.041016,92.96735,0.007391,-7.390921,0.00644,-6.439528
5578.041504,92.967358,0.007391,-7.390935,0.00644,-6.439542
5578.041504,92.967358,0.007391,-7.390935,0.00644,-6.439542
5578.04248,92.967375,0.007391,-7.390955,0.00644,-6.439561
5578.04248,92.967375,0.007391,-7.390955,0.00644,-6.439561
5578.04248,92.967375,0.007391,-7.39096,0.00644,-6.439567
5578.04248,92.967375,0.007391,-7.39096,0.00644,-6.439567
5578.04248,92.967375,0.007391,-7.390961,0.00644,-6.439568
5578.04248,92.967375,0.007391,-7.390961,0.00644,-6.439568
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390963,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390964,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390964,0.00644,-6.43957
5578.04248,92.967375,0.007391,-7.390964,0.00644,-6.439571
5578.04248,92.967375,0.007391,-7.390964,0.00644,-6.439571
5578.04248,92.967375,0.007391,-7.390964,0.00644,-6.439571
5578.04248,92.967375,0.007391,-7.390964,0.00644,-6.439571
5578.04248,92.967375,0.007391,-7.390965,0.00644,-6.439572
5578.04248,92.967375,0.007391,-7.390965,0.00644,-6.439572
5578.04248,92.967375,0.007391,-7.390965,0.00644,-6.439572
5578.04248,92.967375,0.007391,-7.390965,0.00644,-6.439572
5578.04248,92.967375,0.007391,-7.390965,0.00644,-6.439572
5578.04248,92.967375,0.007391,-7.390965,0.00644,-6.439572
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439572
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439572
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.04248,92.967375,0.007391,-7.390966,0.00644,-6.439573
5578.042969,92.967383,0.007391,-7.390967,0.00644,-6.439574
5578.042969,92.967383,0.007391,-7.390967,0.00644,-6.439574
5578.042969,92.967383,0.007391,-7.390968,0.00644,-6.439574
5578.042969,92.967383,0.007391,-7.390968,0.00644,-6.439574
5578.042969,92.967383,0.007391,-7.390969,0.00644,-6.439575
5578.042969,92.967383,0.007391,-7.390969,0.00644,-6.439575
5578.042969,92.967383,0.007391,-7.39097,0.00644,-6.439576
5578.042969,92.967383,0.007391,-7.39097,0.00644,-6.439576
5578.042969,92.967383,0.007391,-7.390972,0.00644,-6.439579
5578.042969,92.967383,0.007391,-7.390972,0.00644,-6.439579
5578.042969,92.967383,0.007391,-7.390975,0.00644,-6.439582
5578.042969,92.967383,0.007391,-7.390975,0.00644,-6.439582
5578.043457,92.967391,0.007391,-7.390982,0.00644,-6.439588
5578.043457,92.967391,0.007391,-7.390982,0.00644,-6.439588
5578.043457,92.967391,0.007391,-7.390991,0.00644,-6.439597
5578.043457,92.967391,0.007391,-7.390991,0.00644,-6.439597
5578.043945,92.967399,0.007391,-7.391005,0.00644,-6.439612
5578.043945,92.967399,0.007391,-7.391005,0.00644,-6.439612
5578.044434,92.967407,0.007391,-7.391009,0.00644,-6.439615
5578.044434,92.967407,0.007391,-7.391009,0.00644,-6.439615
5578.044434,92.967407,0.007391,-7.391012,0.00644,-6.439619
5578.044434,92.967407,0.007391,-7.391012,0.00644,-6.439619
5578.044434,92.967407,0.007391,-7.391016,0.00644,-6.439622
5578.044434,92.967407,0.007391,-7.391016,0.00644,-6.439622
5578.044922,92.967415,0.007391,-7.39102,0.00644,-6.439626
5578.044922,92.967415,0.007391,-7.39102,0.00644,-6.439626
5578.044922,92.967415,0.007391,-7.391025,0.00644,-6.439631
5578.044922,92.967415,0.007391,-7.391025,0.00644,-6.439631
5578.04541,92.967424,0.007391,-7.391033,0.00644,-6.439639
5578.04541,92.967424,0.007391,-7.391033,0.00644,-6.439639
5578.04541,92.967424,0.007391,-7.391041,0.00644,-6.439647
5578.04541,92.967424,0.007391,-7.391041,0.00644,-6.439647
5578.045898,92.967432,0.007391,-7.391049,0.00644,-6.439655
5578.045898,92.967432,0.007391,-7.391049,0.00644,-6.439655
5578.045898,92.967432,0.007391,-7.391057,0.00644,-6.439662
5578.045898,92.967432,0.007391,-7.391057,0.00644,-6.439662
5578.046387,92.96744,0.007391,-7.391064,0.00644,-6.43967
5578.046387,92.96744,0.007391,-7.391064,0.00644,-6.43967
5578.046875,92.967448,0.007391,-7.391076,0.00644,-6.439682
5578.046875,92.967448,0.007391,-7.391076,0.00644,-6.439682
5578.047363,92.967456,0.007391,-7.391094,0.00644,-6.439699
5578.047363,92.967456,0.007391,-7.391094,0.00644,-6.439699
5578.04834,92.967472,0.007391,-7.391111,0.00644,-6.439717
5578.04834,92.967472,0.007391,-7.391111,0.00644,-6.439717
5578.048828,92.96748,0.007391,-7.391129,0.00644,-6.439734
5578.048828,92.96748,0.007391,-7.391129,0.00644,-6.439734
5578.049805,92.967497,0.007391,-7.391155,0.00644,-6.43976
5578.049805,92.967497,0.007391,-7.391155,0.00644,-6.43976
5578.050293,92.967505,0.007391,-7.391161,0.00644,-6.439766
5578.050293,92.967505,0.007391,-7.391161,0.00644,-6.439766
5578.050293,92.967505,0.007391,-7.391168,0.00644,-6.439772
5578.050293,92.967505,0.007391,-7.391168,0.00644,-6.439772
5578.050293,92.967505,0.007391,-7.39117,0.00644,-6.439775
5578.050293,92.967505,0.007391,-7.39117,0.00644,-6.439775
5578.050293,92.967505,0.007391,-7.391171,0.00644,-6.439775
5578.050293,92.967505,0.007391,-7.391171,0.00644,-6.439775
5578.050293,92.967505,0.007391,-7.391171,0.00644,-6.439776
5578.050293,92.967505,0.007391,-7.391171,0.00644,-6.439776
5578.050293,92.967505,0.007391,-7.391172,0.00644,-6.439777
5578.050293,92.967505,0.007391,-7.391172,0.00644,-6.439777
5578.050781,92.967513,0.007391,-7.391174,0.00644,-6.439778
5578.050781,92.967513,0.007391,-7.391174,0.00644,-6.439778
5578.050781,92.967513,0.007391,-7.391177,0.00644,-6.439781
5578.050781,92.967513,0.007391,-7.391177,0.00644,-6.439781
5578.050781,92.967513,0.007391,-7.39118,0.00644,-6.439785
5578.050781,92.967513,0.007391,-7.39118,0.00644,-6.439785
5578.05127,92.967521,0.007391,-7.391189,0.00644,-6.439793
5578.05127,92.967521,0.007391,-7.391189,0.00644,-6.439793
5578.051758,92.967529,0.007391,-7.391201,0.00644,-6.439805
5578.051758,92.967529,0.007391,-7.391201,0.00644,-6.439805
5578.051758,92.967529,0.007391,-7.391201,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391201,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439806
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439807
5578.051758,92.967529,0.007391,-7.391202,0.00644,-6.439807
5578.051758,92.967529,0.007391,-7.391203,0.00644,-6.439807
5578.051758,92.967529,0.007391,-7.391203,0.00644,-6.439807
5578.051758,92.967529,0.007391,-7.391203,0.00644,-6.439807
5578.051758,92.967529,0.007391,-7.391203,0.00644,-6.439807
5578.051758,92.967529,0.007391,-7.391204,0.00644,-6.439808
5578.051758,92.967529,0.007391,-7.391204,0.00644,-6.439808
5578.051758,92.967529,0.007391,-7.391205,0.00644,-6.439809
5578.051758,92.967529,0.007391,-7.391205,0.00644,-6.439809
5578.051758,92.967529,0.007391,-7.391207,0.00644,-6.439811
5578.051758,92.967529,0.007391,-7.391207,0.00644,-6.439811
5578.052246,92.967537,0.007391,-7.39121,0.00644,-6.439814
5578.052246,92.967537,0.007391,-7.39121,0.00644,-6.439814
5578.052246,92.967537,0.007391,-7.391216,0.00644,-6.439819
5578.052246,92.967537,0.007391,-7.391216,0.00644,-6.439819
5578.052246,92.967537,0.007391,-7.391217,0.00644,-6.439821
5578.052246,92.967537,0.007391,-7.391217,0.00644,-6.439821
5578.052246,92.967537,0.007391,-7.391218,0.00644,-6.439822
5578.052246,92.967537,0.007391,-7.391218,0.00644,-6.439822
5578.052246,92.967537,0.007391,-7.39122,0.00644,-6.439824
5578.052246,92.967537,0.007391,-7.39122,0.00644,-6.439824
5578.052734,92.967546,0.007391,-7.391223,0.00644,-6.439827
5578.052734,92.967546,0.007391,-7.391223,0.00644,-6.439827
5578.052734,92.967546,0.007391,-7.391227,0.00644,-6.439831
5578.052734,92.967546,0.007391,-7.391227,0.00644,-6.439831
5578.052734,92.967546,0.007391,-7.391229,0.00644,-6.439833
5578.052734,92.967546,0.007391,-7.391229,0.00644,-6.439833
5578.052734,92.967546,0.007391,-7.391229,0.00644,-6.439833
5578.052734,92.967546,0.007391,-7.391229,0.00644,-6.439833
5578.052734,92.967546,0.007391,-7.39123,0.00644,-6.439833
5578.052734,92.967546,0.007391,-7.39123,0.00644,-6.439833
5578.052734,92.967546,0.007391,-7.39123,0.00644,-6.439834
5578.052734,92.967546,0.007391,-7.39123,0.00644,-6.439834
5578.052734,92.967546,0.007391,-7.391231,0.00644,-6.439835
5578.052734,92.967546,0.007391,-7.391231,0.00644,-6.439835
5578.053223,92.967554,0.007391,-7.391233,0.00644,-6.439837
5578.053223,92.967554,0.007391,-7.391233,0.00644,-6.439837
5578.053223,92.967554,0.007391,-7.391236,0.00644,-6.439839
5578.053223,92.967554,0.007391,-7.391236,0.00644,-6.439839
5578.053223,92.967554,0.007391,-7.39124,0.00644,-6.439844
5578.053223,92.967554,0.007391,-7.39124,0.00644,-6.439844
5578.053711,92.967562,0.007391,-7.391246,0.00644,-6.43985
5578.053711,92.967562,0.007391,-7.391246,0.00644,-6.43985
5578.053711,92.967562,0.007391,-7.391255,0.00644,-6.439859
5578.053711,92.967562,0.007391,-7.391255,0.00644,-6.439859
5578.054199,92.96757,0.007391,-7.391256,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391256,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391256,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391256,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.43986
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391257,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391258,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391258,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391258,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391258,0.00644,-6.439861
5578.054199,92.96757,0.007391,-7.391258,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391258,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439862
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439863
5578.054199,92.96757,0.007391,-7.391259,0.00644,-6.439863
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439863
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439863
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439863
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439863
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439863
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439863
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439864
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439864
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439864
5578.054199,92.96757,0.007391,-7.39126,0.00644,-6.439864
5578.054199,92.96757,0.007391,-7.391262,0.00644,-6.439865
5578.054199,92.96757,0.007391,-7.391262,0.00644,-6.439865
5578.054199,92.96757,0.007391,-7.391262,0.00644,-6.439866
5578.054199,92.96757,0.007391,-7.391262,0.00644,-6.439866
5578.054199,92.96757,0.007391,-7.391264,0.00644,-6.439867
5578.054199,92.96757,0.007391,-7.391264,0.00644,-6.439867
5578.054199,92.96757,0.007391,-7.391266,0.00644,-6.439869
5578.054199,92.96757,0.007391,-7.391266,0.00644,-6.439869
5578.054688,92.967578,0.007391,-7.391268,0.00644,-6.439872
5578.054688,92.967578,0.007391,-7.391268,0.00644,-6.439872
5578.054688,92.967578,0.007391,-7.391273,0.00644,-6.439875
5578.054688,92.967578,0.007391,-7.391273,0.00644,-6.439875
5578.054688,92.967578,0.007391,-7.391274,0.00644,-6.439877
5578.054688,92.967578,0.007391,-7.391274,0.00644,-6.439877
5578.054688,92.967578,0.007391,-7.391275,0.00644,-6.439879
5578.054688,92.967578,0.007391,-7.391275,0.00644,-6.439879
5578.054688,92.967578,0.007391,-7.391276,0.00644,-6.439879
5578.054688,92.967578,0.007391,-7.391276,0.00644,-6.439879
5578.054688,92.967578,0.007391,-7.391276,0.00644,-6.43988
5578.054688,92.967578,0.007391,-7.391276,0.00644,-6.43988
5578.055176,92.967586,0.007391,-7.391277,0.00644,-6.43988
5578.055176,92.967586,0.007391,-7.391277,0.00644,-6.43988
5578.055176,92.967586,0.007391,-7.391279,0.00644,-6.439881
5578.055176,92.967586,0.007391,-7.391279,0.00644,-6.439881
5578.055176,92.967586,0.007391,-7.39128,0.00644,-6.439883
5578.055176,92.967586,0.007391,-7.39128,0.00644,-6.439883
5578.055176,92.967586,0.007391,-7.391283,0.00644,-6.439886
5578.055176,92.967586,0.007391,-7.391283,0.00644,-6.439886
5578.055176,92.967586,0.007391,-7.391287,0.00644,-6.43989
5578.055176,92.967586,0.007391,-7.391287,0.00644,-6.43989
5578.055664,92.967594,0.007391,-7.391289,0.00644,-6.439892
5578.055664,92.967594,0.007391,-7.391289,0.00644,-6.439892
5578.055664,92.967594,0.007391,-7.39129,0.00644,-6.439893
5578.055664,92.967594,0.007391,-7.39129,0.00644,-6.439893
5578.055664,92.967594,0.007391,-7.39129,0.00644,-6.439893
5578.055664,92.967594,0.007391,-7.39129,0.00644,-6.439893
5578.055664,92.967594,0.007391,-7.39129,0.00644,-6.439893
5578.055664,92.967594,0.007391,-7.39129,0.00644,-6.439893
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391291,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391292,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391292,0.00644,-6.439894
5578.055664,92.967594,0.007391,-7.391293,0.00644,-6.439895
5578.055664,92.967594,0.007391,-7.391293,0.00644,-6.439895
5578.055664,92.967594,0.007391,-7.391294,0.00644,-6.439897
5578.055664,92.967594,0.007391,-7.391294,0.00644,-6.439897
5578.055664,92.967594,0.007391,-7.391296,0.00644,-6.439898
5578.055664,92.967594,0.007391,-7.391296,0.00644,-6.439898
5578.056152,92.967603,0.007391,-7.391298,0.00644,-6.439901
5578.056152,92.967603,0.007391,-7.391298,0.00644,-6.439901
5578.056152,92.967603,0.007391,-7.391302,0.00644,-6.439905
5578.056152,92.967603,0.007391,-7.391302,0.00644,-6.439905
5578.056641,92.967611,0.007391,-7.391308,0.00644,-6.43991
5578.056641,92.967611,0.007391,-7.391308,0.00644,-6.43991
5578.056641,92.967611,0.007391,-7.391317,0.00644,-6.439919
5578.056641,92.967611,0.007391,-7.391317,0.00644,-6.439919
5578.057129,92.967619,0.007391,-7.391326,0.00644,-6.439928
5578.057129,92.967619,0.007391,-7.391326,0.00644,-6.439928
5578.057617,92.967627,0.007391,-7.391335,0.00644,-6.439936
5578.057617,92.967627,0.007391,-7.391335,0.00644,-6.439936
5578.058105,92.967635,0.007391,-7.391343,0.00644,-6.439945
5578.058105,92.967635,0.007391,-7.391343,0.00644,-6.439945
5578.058594,92.967643,0.007391,-7.391352,0.00644,-6.439954
5578.058594,92.967643,0.007391,-7.391352,0.00644,-6.439954
5578.059082,92.967651,0.007391,-7.391365,0.00644,-6.439966
5578.059082,92.967651,0.007391,-7.391365,0.00644,-6.439966
5578.059082,92.967651,0.007391,-7.391367,0.00644,-6.439968
5578.059082,92.967651,0.007391,-7.391367,0.00644,-6.439968
5578.05957,92.96766,0.007391,-7.391369,0.00644,-6.439969
5578.05957,92.96766,0.007391,-7.391369,0.00644,-6.439969
5578.05957,92.96766,0.007391,-7.391371,0.00644,-6.439972
5578.05957,92.96766,0.007391,-7.391371,0.00644,-6.439972
5578.05957,92.96766,0.007391,-7.391375,0.00644,-6.439976
5578.05957,92.96766,0.007391,-7.391375,0.00644,-6.439976
5578.05957,92.96766,0.007391,-7.391377,0.00644,-6.439977
5578.05957,92.96766,0.007391,-7.391377,0.00644,-6.439977
5578.05957,92.96766,0.007391,-7.391377,0.00644,-6.439978
5578.05957,92.96766,0.007391,-7.391377,0.00644,-6.439978
5578.05957,92.96766,0.007391,-7.391377,0.00644,-6.439978
5578.05957,92.96766,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
5578.060059,92.967668,0.007391,-7.391377,0.00644,-6.439978
