Time in Seconds,Time in Minutes,Load in N,Load in kN,Displacement in m,Displacement in mm-O,Displacement in mm
10454.50684,174.241781,18500.12109,18.500121,0.013109,13.108658,-14.199965
10454.50684,174.241781,18500.12305,18.500123,0.013109,13.108658,-14.199965
10454.50684,174.241781,18500.125,18.500125,0.013109,13.108658,-14.199965
10454.50684,174.241781,18500.125,18.500125,0.013109,13.108658,-14.199965
10454.50684,174.241781,18500.125,18.500125,0.013109,13.108658,-14.199965
10454.50684,174.241781,18500.125,18.500125,0.013109,13.108658,-14.199965
10454.50781,174.241797,18500.125,18.500125,0.013109,13.10866,-14.199967
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.10866,-14.199967
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.10866,-14.199967
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.10866,-14.199967
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.10866,-14.199967
10454.50781,174.241797,18500.125,18.500125,0.013109,13.108663,-14.19997
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108663,-14.19997
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108663,-14.19997
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108663,-14.19997
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108663,-14.19997
10454.50781,174.241797,18500.125,18.500125,0.013109,13.108668,-14.199975
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108668,-14.199975
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108668,-14.199975
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108668,-14.199975
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108668,-14.199975
10454.50781,174.241797,18500.125,18.500125,0.013109,13.108676,-14.199983
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108676,-14.199983
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108676,-14.199983
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108676,-14.199983
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108676,-14.199983
10454.50781,174.241797,18500.125,18.500125,0.013109,13.108678,-14.199985
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108678,-14.199985
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108678,-14.199985
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108678,-14.199985
10454.50781,174.241797,18500.12695,18.500127,0.013109,13.108678,-14.199985
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.10868,-14.199987
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108681,-14.199988
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108682,-14.199989
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108684,-14.199991
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108687,-14.199994
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108691,-14.199998
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108695,-14.200002
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.1087,-14.200007
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108701,-14.200008
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108701,-14.200008
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108701,-14.200008
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108701,-14.200008
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108701,-14.200008
10454.50879,174.241813,18500.12891,18.500129,0.013109,13.108701,-14.200008
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108701,-14.200008
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108701,-14.200008
10454.50879,174.241813,18500.13086,18.500131,0.013109,13.108701,-14.200008
10454.50977,174.241829,18500.13086,18.500131,0.013109,13.108702,-14.200009
10454.50977,174.241829,18500.13086,18.500131,0.013109,13.108702,-14.200009
10454.50977,174.241829,18500.13086,18.500131,0.013109,13.108702,-14.200009
10454.50977,174.241829,18500.13086,18.500131,0.013109,13.108702,-14.200009
10454.50977,174.241829,18500.13281,18.500133,0.013109,13.108702,-14.200009
10454.50977,174.241829,18500.13281,18.500133,0.013109,13.108702,-14.200009
10454.50977,174.241829,18500.13281,18.500133,0.013109,13.108702,-14.200009
10454.50977,174.241829,18500.13477,18.500135,0.013109,13.108702,-14.200009
10454.50977,174.241829,18500.13086,18.500131,0.013109,13.108704,-14.200011
10454.50977,174.241829,18500.13086,18.500131,0.013109,13.108704,-14.200011
10454.50977,174.241829,18500.13086,18.500131,0.013109,13.108704,-14.200011
10454.50977,174.241829,18500.13086,18.500131,0.013109,13.108704,-14.200011
