Time in Seconds,Time in Minutes,Load in N,Load in kN,Displacement in m,Displacement in mm-O,Displacement in mm
0,0,0,0,0,0,0
0.1,0.001667,28432.54883,28.432549,-0.00134,-1.339775,0
0.2,0.003333,28786.76563,28.786766,-0.001353,-1.352596,0.012821
0.3,0.005,28789.87695,28.789877,-0.001353,-1.353164,0.013389
0.45,0.0075,28789.96484,28.789965,-0.001353,-1.35342,0.013645
0.675,0.01125,28789.99023,28.78999,-0.001354,-1.353525,0.01375
1.0125,0.016875,28789.99805,28.789998,-0.001354,-1.353555,0.01378
1.51875,0.025312,28790,28.79,-0.001354,-1.353562,0.013787
2.278125,0.037969,28790,28.79,-0.001354,-1.353563,0.013788
3.417187,0.056953,28790,28.79,-0.001354,-1.353563,0.013788
5.125781,0.08543,28790,28.79,-0.001354,-1.353563,0.013788
5.766504,0.096108,28790,28.79,-0.001354,-1.353563,0.013788
6.727588,0.112126,28790,28.79,-0.001354,-1.353563,0.013788
8.649755,0.144163,28790,28.79,-0.001354,-1.353563,0.013788
12.494092,0.208235,28790,28.79,-0.001354,-1.353563,0.013788
20.182764,0.336379,28790,28.79,-0.001354,-1.353563,0.013788
35.560108,0.592668,28790,28.79,-0.001354,-1.353563,0.013788
66.314796,1.105247,28790,28.79,-0.001354,-1.353563,0.013788
126.314796,2.105247,28790,28.79,-0.001354,-1.353563,0.013788
186.314789,3.105246,28790,28.79,-0.001354,-1.353563,0.013788
246.314789,4.105246,28790,28.79,-0.001354,-1.353563,0.013788
306.314789,5.105246,28790,28.79,-0.001354,-1.353563,0.013788
366.314789,6.105246,28790,28.79,-0.001353,-1.3532,0.013425
426.314789,7.105246,28790,28.79,-0.00135,-1.349513,0.009738
486.314789,8.105246,28790.00195,28.790002,-0.001345,-1.344707,0.004932
546.314819,9.105247,28790.00195,28.790002,-0.001336,-1.33592,-0.003855
606.314819,10.105247,28790.00391,28.790004,-0.001321,-1.320638,-0.019137
666.314819,11.105247,28790.00391,28.790004,-0.001311,-1.310993,-0.028782
726.314819,12.105247,28790.00586,28.790006,-0.001292,-1.29186,-0.047915
786.314819,13.105247,28790.00977,28.79001,-0.001261,-1.260603,-0.079172
846.314819,14.105247,28790.00977,28.79001,-0.001228,-1.228115,-0.11166
906.314819,15.105247,28790.00977,28.79001,-0.001199,-1.198802,-0.140973
966.314819,16.105247,28790.01172,28.790012,-0.001162,-1.161933,-0.177842
1026.314819,17.105247,28790.01367,28.790014,-0.001116,-1.115685,-0.22409
1086.314819,18.105247,28790.01367,28.790014,-0.001067,-1.067148,-0.272627
1146.314819,19.105247,28790.01953,28.79002,-0.001003,-1.002613,-0.337162
1206.314819,20.105247,28790.01758,28.790018,-0.000944,-0.943633,-0.396142
1266.314819,21.105247,28790.01953,28.79002,-0.000881,-0.881123,-0.458652
1326.314819,22.105247,28790.01758,28.790018,-0.000824,-0.824315,-0.51546
