Time in Seconds,Time in Minutes,Displacement in m,Displacement in mm
3325.964600,55.432743,0.003782,3.782119
3325.964600,55.432743,0.003782,3.782119
3385.964600,56.432743,0.003797,3.796666
3385.964600,56.432743,0.003797,3.796666
3445.964600,57.432743,0.003842,3.842403
3445.964600,57.432743,0.003842,3.842403
3505.964600,58.432743,0.003898,3.898284
3505.964600,58.432743,0.003898,3.898284
3565.964600,59.432743,0.003926,3.925507
3565.964600,59.432743,0.003926,3.925507
3625.964600,60.432743,0.003987,3.986861
3625.964600,60.432743,0.003987,3.986861
3685.964600,61.432743,0.004087,4.086556
3685.964600,61.432743,0.004087,4.086556
3745.964600,62.432743,0.004156,4.155908
3745.964600,62.432743,0.004156,4.155908
3805.964600,63.432743,0.004216,4.216081
3805.964600,63.432743,0.004216,4.216081
3865.964600,64.432743,0.004320,4.319631
3865.964600,64.432743,0.004320,4.319631
3925.964600,65.432743,0.004428,4.428385
3925.964600,65.432743,0.004428,4.428385
3985.964600,66.432743,0.004595,4.594972
3985.964600,66.432743,0.004595,4.594972
4045.964600,67.432743,0.004845,4.845012
4045.964600,67.432743,0.004845,4.845012
4105.964844,68.432747,0.005103,5.103302
4105.964844,68.432747,0.005103,5.103302
4165.964844,69.432747,0.005479,5.479111
4165.964844,69.432747,0.005479,5.479111
4225.964844,70.432747,0.006015,6.015460
4225.964844,70.432747,0.006015,6.015460
4285.964844,71.432747,0.006692,6.691683
4285.964844,71.432747,0.006692,6.691683
4345.964844,72.432747,0.007520,7.520067
4345.964844,72.432747,0.007520,7.520067
4405.964844,73.432747,0.008284,8.284082
4405.964844,73.432747,0.008284,8.284082
4465.964844,74.432747,0.008961,8.960981
4465.964844,74.432747,0.008961,8.960981
4525.964844,75.432747,0.009549,9.549418
4525.964844,75.432747,0.009549,9.549418
4585.964844,76.432747,0.010053,10.052834
4585.964844,76.432747,0.010053,10.052834
4645.964844,77.432747,0.010472,10.471853
4645.964844,77.432747,0.010472,10.471853
4705.964844,78.432747,0.010807,10.807129
4705.964844,78.432747,0.010807,10.807129
4765.964844,79.432747,0.011072,11.072413
4765.964844,79.432747,0.011072,11.072413
4825.964844,80.432747,0.011288,11.288024
4825.964844,80.432747,0.011288,11.288024
4885.964844,81.432747,0.011513,11.513264
4885.964844,81.432747,0.011513,11.513264
4945.964844,82.432747,0.011730,11.729943
4945.964844,82.432747,0.011730,11.729943
5005.964844,83.432747,0.011881,11.880665
5005.964844,83.432747,0.011881,11.880665
5065.964844,84.432747,0.012042,12.042383
5065.964844,84.432747,0.012042,12.042383
5125.964844,85.432747,0.012161,12.160983
5125.964844,85.432747,0.012161,12.160983
5185.964844,86.432747,0.012241,12.241331
5185.964844,86.432747,0.012241,12.241331
5245.964844,87.432747,0.012288,12.287781
5245.964844,87.432747,0.012288,12.287781
5305.964844,88.432747,0.012375,12.374755
5305.964844,88.432747,0.012375,12.374755
5365.964844,89.432747,0.012446,12.445902
5365.964844,89.432747,0.012446,12.445902
5425.964844,90.432747,0.012464,12.463857
5425.964844,90.432747,0.012464,12.463857
5485.964844,91.432747,0.012519,12.519320
5485.964844,91.432747,0.012519,12.519320
5545.964844,92.432747,0.012596,12.596463
5545.964844,92.432747,0.012596,12.596463
5605.964844,93.432747,0.012658,12.658245
5605.964844,93.432747,0.012658,12.658245
5665.964844,94.432747,0.012740,12.740485
5665.964844,94.432747,0.012740,12.740485
5725.964844,95.432747,0.012788,12.787771
5725.964844,95.432747,0.012788,12.787771
5785.964844,96.432747,0.012823,12.823346
5785.964844,96.432747,0.012823,12.823346
5845.964844,97.432747,0.012868,12.868410
5845.964844,97.432747,0.012868,12.868410
5905.964844,98.432747,0.012882,12.881586
5905.964844,98.432747,0.012882,12.881586
5965.964844,99.432747,0.012940,12.940395
5965.964844,99.432747,0.012940,12.940395
6025.964844,100.432747,0.013020,13.020066
6025.964844,100.432747,0.013020,13.020066
6085.964844,101.432747,0.013036,13.035677
6085.964844,101.432747,0.013036,13.035677
6145.964844,102.432747,0.013059,13.058799
6145.964844,102.432747,0.013059,13.058799
6205.964844,103.432747,0.013135,13.134776
6205.964844,103.432747,0.013135,13.134776
6265.964844,104.432747,0.013222,13.221538
6265.964844,104.432747,0.013222,13.221538
6325.964844,105.432747,0.013259,13.259398
6325.964844,105.432747,0.013259,13.259398
6385.964844,106.432747,0.013299,13.299212
6385.964844,106.432747,0.013299,13.299212
6445.964844,107.432747,0.013338,13.337757
6445.964844,107.432747,0.013338,13.337757
6505.964844,108.432747,0.013337,13.336964
6505.964844,108.432747,0.013337,13.336964
6565.964844,109.432747,0.013337,13.337393
6565.964844,109.432747,0.013337,13.337393
6625.964844,110.432747,0.013340,13.340336
6625.964844,110.432747,0.013340,13.340336
6685.964844,111.432747,0.013334,13.334139
6685.964844,111.432747,0.013334,13.334139
6745.964844,112.432747,0.013376,13.376324
6745.964844,112.432747,0.013376,13.376324
6805.964844,113.432747,0.013450,13.450285
6805.964844,113.432747,0.013450,13.450285
6865.964844,114.432747,0.013449,13.449032
6865.964844,114.432747,0.013449,13.449032
6925.964844,115.432747,0.013465,13.465449
6925.964844,115.432747,0.013465,13.465449
6985.964844,116.432747,0.013499,13.499309
6985.964844,116.432747,0.013499,13.499309
7045.964844,117.432747,0.013481,13.481251
7045.964844,117.432747,0.013481,13.481251
7105.964844,118.432747,0.013503,13.502784
7105.964844,118.432747,0.013503,13.502784
7165.964844,119.432747,0.013525,13.525000
7165.964844,119.432747,0.013525,13.525000
7225.964844,120.432747,0.013552,13.552411
7225.964844,120.432747,0.013552,13.552411
7285.964844,121.432747,0.013570,13.569634
7285.964844,121.432747,0.013570,13.569634
7345.964844,122.432747,0.013583,13.583131
7345.964844,122.432747,0.013583,13.583131
7405.964844,123.432747,0.013557,13.556859
7405.964844,123.432747,0.013557,13.556859
7465.964844,124.432747,0.013554,13.553807
7465.964844,124.432747,0.013554,13.553807
7525.964844,125.432747,0.013577,13.576728
7525.964844,125.432747,0.013577,13.576728
7585.964844,126.432747,0.013556,13.555708
7585.964844,126.432747,0.013556,13.555708
7645.964844,127.432747,0.013571,13.570960
7645.964844,127.432747,0.013571,13.570960
7705.964844,128.432747,0.013555,13.554723
7705.964844,128.432747,0.013555,13.554723
7765.964844,129.432747,0.013553,13.552880
7765.964844,129.432747,0.013553,13.552880
7825.964844,130.432747,0.013578,13.578473
7825.964844,130.432747,0.013578,13.578473
7885.964844,131.432747,0.013540,13.540085
7885.964844,131.432747,0.013540,13.540085
7945.964844,132.432747,0.013548,13.548330
7945.964844,132.432747,0.013548,13.548330
8005.964844,133.432747,0.013529,13.528785
8005.964844,133.432747,0.013529,13.528785
8065.964844,134.432747,0.013494,13.494106
8065.964844,134.432747,0.013494,13.494106
8125.964844,135.432747,0.013467,13.467268
8125.964844,135.432747,0.013467,13.467268
8185.964844,136.432747,0.013431,13.430828
8185.964844,136.432747,0.013431,13.430828
8245.964844,137.432747,0.013409,13.409207
8245.964844,137.432747,0.013409,13.409207
8305.964844,138.432747,0.013403,13.403207
8305.964844,138.432747,0.013403,13.403207
8365.964844,139.432747,0.013386,13.385834
8365.964844,139.432747,0.013386,13.385834
8425.964844,140.432747,0.013326,13.326495
8425.964844,140.432747,0.013326,13.326495
8485.964844,141.432747,0.013277,13.277437
8485.964844,141.432747,0.013277,13.277437
8545.964844,142.432747,0.013219,13.219078
8545.964844,142.432747,0.013219,13.219078
8605.964844,143.432747,0.013199,13.198960
8605.964844,143.432747,0.013199,13.198960
8665.964844,144.432747,0.013147,13.146725
8665.964844,144.432747,0.013147,13.146725
8725.964844,145.432747,0.013083,13.083132
8725.964844,145.432747,0.013083,13.083132
8785.964844,146.432747,0.013058,13.058162
8785.964844,146.432747,0.013058,13.058162
8845.964844,147.432747,0.013038,13.037630
8845.964844,147.432747,0.013038,13.037630
8905.964844,148.432747,0.013021,13.020843
8905.964844,148.432747,0.013021,13.020843
8965.964844,149.432747,0.013016,13.016487
8965.964844,149.432747,0.013016,13.016487
9025.964844,150.432747,0.012982,12.981883
9025.964844,150.432747,0.012982,12.981883
9085.964844,151.432747,0.012948,12.948410
9085.964844,151.432747,0.012948,12.948410
9145.964844,152.432747,0.012924,12.924113
9145.964844,152.432747,0.012924,12.924113
9205.964844,153.432747,0.012879,12.878818
9205.964844,153.432747,0.012879,12.878818
9265.964844,154.432747,0.012878,12.877622
9265.964844,154.432747,0.012878,12.877622
9325.964844,155.432747,0.012880,12.879528
9325.964844,155.432747,0.012880,12.879528
9385.964844,156.432747,0.012893,12.893154
9385.964844,156.432747,0.012893,12.893154
9445.964844,157.432747,0.012884,12.884394
9445.964844,157.432747,0.012884,12.884394
9505.964844,158.432747,0.012859,12.858802
9505.964844,158.432747,0.012859,12.858802
9565.964844,159.432747,0.012881,12.881159
9565.964844,159.432747,0.012881,12.881159
9625.964844,160.432747,0.012898,12.898092
9625.964844,160.432747,0.012898,12.898092
9685.964844,161.432747,0.012894,12.893870
9685.964844,161.432747,0.012894,12.893870
9745.964844,162.432747,0.012892,12.891911
9745.964844,162.432747,0.012892,12.891911
9805.964844,163.432747,0.012892,12.891888
9805.964844,163.432747,0.012892,12.891888
9865.964844,164.432747,0.012885,12.884667
9865.964844,164.432747,0.012885,12.884667
9925.964844,165.432747,0.012896,12.895598
9925.964844,165.432747,0.012896,12.895598
9985.964844,166.432747,0.012911,12.910807
9985.964844,166.432747,0.012911,12.910807
10045.964844,167.432747,0.012930,12.930054
10045.964844,167.432747,0.012930,12.930054
10105.964844,168.432747,0.012971,12.970592
10105.964844,168.432747,0.012971,12.970592
10165.964844,169.432747,0.012983,12.982964
10165.964844,169.432747,0.012983,12.982964
10225.964844,170.432747,0.012992,12.992428
10225.964844,170.432747,0.012992,12.992428
10285.964844,171.432747,0.013029,13.029090
10285.964844,171.432747,0.013029,13.029090
10345.964844,172.432747,0.013058,13.058258
10345.964844,172.432747,0.013058,13.058258
10405.964844,173.432747,0.013089,13.088879
10405.964844,173.432747,0.013089,13.088879
10465.964844,174.432747,0.013166,13.166239
10465.964844,174.432747,0.013166,13.166239
10525.964844,175.432747,0.013245,13.244657
10525.964844,175.432747,0.013245,13.244657
10585.964844,176.432747,0.013233,13.233010
10585.964844,176.432747,0.013233,13.233010
10645.964844,177.432747,0.013253,13.253478
10645.964844,177.432747,0.013253,13.253478
10660.964844,177.682747,0.013280,13.279947
10660.964844,177.682747,0.013280,13.279947
10683.464844,178.057747,0.015685,15.684752
10683.464844,178.057747,0.015685,15.684752
10689.089844,178.151497,0.019357,19.357072
10689.089844,178.151497,0.019357,19.357072
10694.714844,178.245247,0.023471,23.471422
10694.714844,178.245247,0.023471,23.471422
10696.121094,178.268685,0.024594,24.594359
10696.121094,178.268685,0.024594,24.594359
10698.230469,178.303841,0.026270,26.270499
10698.230469,178.303841,0.026270,26.270499
10699.021484,178.317025,0.026928,26.928488
10699.021484,178.317025,0.026928,26.928488
10699.318359,178.321973,0.027189,27.188551
10699.318359,178.321973,0.027189,27.188551
10699.762695,178.329378,0.027595,27.595092
10699.762695,178.329378,0.027595,27.595092
10699.804688,178.330078,0.027634,27.633686
10699.804688,178.330078,0.027634,27.633686
10699.820312,178.330339,0.027648,27.648129
10699.820312,178.330339,0.027648,27.648129
10699.824219,178.330404,0.027652,27.651725
10699.824219,178.330404,0.027652,27.651725
10699.828125,178.330469,0.027655,27.655318
10699.828125,178.330469,0.027655,27.655318
10699.833984,178.330566,0.027661,27.660703
10699.833984,178.330566,0.027661,27.660703
10699.839844,178.330664,0.027666,27.666086
10699.839844,178.330664,0.027666,27.666086
10699.845703,178.330762,0.027671,27.671484
10699.845703,178.330762,0.027671,27.671484
10699.854492,178.330908,0.027680,27.679764
10699.854492,178.330908,0.027680,27.679764
10699.857422,178.330957,0.027683,27.682895
10699.857422,178.330957,0.027683,27.682895
10699.862305,178.331038,0.027688,27.687708
10699.862305,178.331038,0.027688,27.687708
10699.864258,178.331071,0.027690,27.689528
10699.864258,178.331071,0.027690,27.689528
10699.867188,178.331120,0.027692,27.692312
10699.867188,178.331120,0.027692,27.692312
10699.871094,178.331185,0.027697,27.696699
10699.871094,178.331185,0.027697,27.696699
10699.877930,178.331299,0.027704,27.704114
10699.877930,178.331299,0.027704,27.704114
10699.886719,178.331445,0.027718,27.717767
10699.886719,178.331445,0.027718,27.717767
10699.896484,178.331608,0.027734,27.733732
10699.896484,178.331608,0.027734,27.733732
10699.906250,178.331771,0.027751,27.751418
10699.906250,178.331771,0.027751,27.751418
10699.919922,178.331999,0.027780,27.780449
10699.919922,178.331999,0.027780,27.780449
10699.941406,178.332357,0.027828,27.828185
10699.941406,178.332357,0.027828,27.828185
10699.972656,178.332878,0.027906,27.905814
10699.972656,178.332878,0.027906,27.905814
10700.004883,178.333415,0.027986,27.985565
10700.004883,178.333415,0.027986,27.985565
10700.036133,178.333936,0.028065,28.064594
10700.036133,178.333936,0.028065,28.064594
10700.068359,178.334473,0.028141,28.141327
10700.068359,178.334473,0.028141,28.141327
10700.115234,178.335254,0.028256,28.256157
10700.115234,178.335254,0.028256,28.256157
10700.186523,178.336442,0.028419,28.418845
10700.186523,178.336442,0.028419,28.418845
10700.293945,178.338232,0.028656,28.655734
10700.293945,178.338232,0.028656,28.655734
10700.401367,178.340023,0.028902,28.901698
10700.401367,178.340023,0.028902,28.901698
10700.507812,178.341797,0.029182,29.182257
10700.507812,178.341797,0.029182,29.182257
10700.514648,178.341911,0.029200,29.199846
10700.514648,178.341911,0.029200,29.199846
10700.521484,178.342025,0.029218,29.217504
10700.521484,178.342025,0.029218,29.217504
10700.528320,178.342139,0.029235,29.235315
10700.528320,178.342139,0.029235,29.235315
10700.538086,178.342301,0.029262,29.262349
10700.538086,178.342301,0.029262,29.262349
10700.552734,178.342546,0.029304,29.304171
10700.552734,178.342546,0.029304,29.304171
10700.568359,178.342806,0.029348,29.348066
10700.568359,178.342806,0.029348,29.348066
10700.572266,178.342871,0.029359,29.359156
10700.572266,178.342871,0.029359,29.359156
10700.578125,178.342969,0.029376,29.376257
10700.578125,178.342969,0.029376,29.376257
10700.580078,178.343001,0.029383,29.382726
10700.580078,178.343001,0.029383,29.382726
10700.583008,178.343050,0.029393,29.392645
10700.583008,178.343050,0.029393,29.392645
10700.585938,178.343099,0.029403,29.402841
10700.585938,178.343099,0.029403,29.402841
10700.586914,178.343115,0.029405,29.405400
10700.586914,178.343115,0.029405,29.405400
10700.587891,178.343132,0.029409,29.409265
10700.587891,178.343132,0.029409,29.409265
10700.589844,178.343164,0.029415,29.414529
10700.589844,178.343164,0.029415,29.414529
10700.589844,178.343164,0.029416,29.415805
10700.589844,178.343164,0.029416,29.415805
10700.590820,178.343180,0.029417,29.417064
10700.590820,178.343180,0.029417,29.417064
10700.590820,178.343180,0.029418,29.418334
10700.590820,178.343180,0.029418,29.418334
10700.591797,178.343197,0.029420,29.419642
10700.591797,178.343197,0.029420,29.419642
10700.592773,178.343213,0.029422,29.421777
10700.592773,178.343213,0.029422,29.421777
10700.593750,178.343229,0.029426,29.425522
10700.593750,178.343229,0.029426,29.425522
10700.594727,178.343245,0.029430,29.429894
10700.594727,178.343245,0.029430,29.429894
10700.595703,178.343262,0.029435,29.434925
10700.595703,178.343262,0.029435,29.434925
10700.596680,178.343278,0.029444,29.443940
10700.596680,178.343278,0.029444,29.443940
10700.598633,178.343311,0.029460,29.460475
10700.598633,178.343311,0.029460,29.460475
10700.601562,178.343359,0.029480,29.479694
10700.601562,178.343359,0.029480,29.479694
10700.603516,178.343392,0.029501,29.501300
10700.603516,178.343392,0.029501,29.501300
10700.607422,178.343457,0.029538,29.538322
10700.607422,178.343457,0.029538,29.538322
10700.612305,178.343538,0.029602,29.602431
10700.612305,178.343538,0.029602,29.602431
10700.617188,178.343620,0.029674,29.673714
10700.617188,178.343620,0.029674,29.673714
10700.622070,178.343701,0.029751,29.751075
10700.622070,178.343701,0.029751,29.751075
10700.626953,178.343783,0.029834,29.833633
10700.626953,178.343783,0.029834,29.833633
10700.632812,178.343880,0.029921,29.920628
10700.632812,178.343880,0.029921,29.920628
10700.637695,178.343962,0.030011,30.011455
10700.637695,178.343962,0.030011,30.011455
10700.645508,178.344092,0.030155,30.154826
10700.645508,178.344092,0.030155,30.154826
10700.652344,178.344206,0.030304,30.303935
10700.652344,178.344206,0.030304,30.303935
10700.660156,178.344336,0.030458,30.457702
10700.660156,178.344336,0.030458,30.457702
10700.667969,178.344466,0.030615,30.615296
10700.667969,178.344466,0.030615,30.615296
10700.679688,178.344661,0.030858,30.858496
10700.679688,178.344661,0.030858,30.858496
10700.691406,178.344857,0.031107,31.106928
10700.691406,178.344857,0.031107,31.106928
10700.702148,178.345036,0.031359,31.359453
10700.702148,178.345036,0.031359,31.359453
10700.713867,178.345231,0.031615,31.615235
10700.713867,178.345231,0.031615,31.615235
10700.725586,178.345426,0.031874,31.873815
10700.725586,178.345426,0.031874,31.873815
10700.728516,178.345475,0.031938,31.938449
10700.728516,178.345475,0.031938,31.938449
10700.731445,178.345524,0.032003,32.003053
10700.731445,178.345524,0.032003,32.003053
10700.735352,178.345589,0.032100,32.100376
10700.735352,178.345589,0.032100,32.100376
10700.739258,178.345654,0.032198,32.198001
10700.739258,178.345654,0.032198,32.198001
10700.740234,178.345671,0.032222,32.222353
10700.740234,178.345671,0.032222,32.222353
10700.742188,178.345703,0.032259,32.258898
10700.742188,178.345703,0.032259,32.258898
10700.745117,178.345752,0.032314,32.313813
10700.745117,178.345752,0.032314,32.313813
10700.748047,178.345801,0.032397,32.397021
10700.748047,178.345801,0.032397,32.397021
10700.749023,178.345817,0.032418,32.417804
10700.749023,178.345817,0.032418,32.417804
10700.750000,178.345833,0.032439,32.438640
10700.750000,178.345833,0.032439,32.438640
10700.750977,178.345850,0.032460,32.459565
10700.750977,178.345850,0.032460,32.459565
10700.751953,178.345866,0.032491,32.491308
10700.751953,178.345866,0.032491,32.491308
10700.753906,178.345898,0.032540,32.540336
10700.753906,178.345898,0.032540,32.540336
10700.757812,178.345964,0.032619,32.619052
10700.757812,178.345964,0.032619,32.619052
10700.760742,178.346012,0.032704,32.703716
10700.760742,178.346012,0.032704,32.703716
10700.763672,178.346061,0.032794,32.794140
10700.763672,178.346061,0.032794,32.794140
10700.766602,178.346110,0.032890,32.889776
10700.766602,178.346110,0.032890,32.889776
10700.769531,178.346159,0.032990,32.989979
10700.769531,178.346159,0.032990,32.989979
10700.772461,178.346208,0.033094,33.094142
10700.772461,178.346208,0.033094,33.094142
10700.775391,178.346257,0.033202,33.201642
10700.775391,178.346257,0.033202,33.201642
10700.779297,178.346322,0.033312,33.312101
10700.779297,178.346322,0.033312,33.312101
10700.783203,178.346387,0.033483,33.483267
10700.783203,178.346387,0.033483,33.483267
10700.790039,178.346501,0.033750,33.749592
10700.790039,178.346501,0.033750,33.749592
10700.800781,178.346680,0.034164,34.163591
10700.800781,178.346680,0.034164,34.163591
10700.810547,178.346842,0.034587,34.587007
10700.810547,178.346842,0.034587,34.587007
10700.821289,178.347021,0.035016,35.016391
10700.821289,178.347021,0.035016,35.016391
10700.831055,178.347184,0.035449,35.449270
10700.831055,178.347184,0.035449,35.449270
10700.841797,178.347363,0.035884,35.883766
10700.841797,178.347363,0.035884,35.883766
10700.852539,178.347542,0.036319,36.318611
10700.852539,178.347542,0.036319,36.318611
10700.862305,178.347705,0.036752,36.752287
10700.862305,178.347705,0.036752,36.752287
10700.873047,178.347884,0.037186,37.185676
10700.873047,178.347884,0.037186,37.185676
10700.882812,178.348047,0.037617,37.617341
10700.882812,178.348047,0.037617,37.617341
10700.893555,178.348226,0.038047,38.046934
10700.893555,178.348226,0.038047,38.046934
10700.903320,178.348389,0.038474,38.473517
10700.903320,178.348389,0.038474,38.473517
10700.914062,178.348568,0.038898,38.898427
10700.914062,178.348568,0.038898,38.898427
10700.923828,178.348730,0.039320,39.320469
10700.923828,178.348730,0.039320,39.320469
10700.934570,178.348910,0.039740,39.739527
10700.934570,178.348910,0.039740,39.739527
10700.945312,178.349089,0.040155,40.155467
10700.945312,178.349089,0.040155,40.155467
10700.955078,178.349251,0.040568,40.568158
10700.955078,178.349251,0.040568,40.568158
10700.965820,178.349430,0.040977,40.977478
10700.965820,178.349430,0.040977,40.977478
10700.975586,178.349593,0.041383,41.383337
10700.975586,178.349593,0.041383,41.383337
10700.986328,178.349772,0.041786,41.785650
10700.986328,178.349772,0.041786,41.785650
10700.996094,178.349935,0.042184,42.184357
10700.996094,178.349935,0.042184,42.184357
10701.006836,178.350114,0.042579,42.578865
10701.006836,178.350114,0.042579,42.578865
10701.017578,178.350293,0.042970,42.970397
10701.017578,178.350293,0.042970,42.970397
10701.027344,178.350456,0.043358,43.358129
10701.027344,178.350456,0.043358,43.358129
10701.038086,178.350635,0.043742,43.742076
10701.038086,178.350635,0.043742,43.742076
10701.047852,178.350798,0.044122,44.122253
10701.047852,178.350798,0.044122,44.122253
10701.058594,178.350977,0.044499,44.498667
10701.058594,178.350977,0.044499,44.498667
10701.068359,178.351139,0.044871,44.871338
10701.068359,178.351139,0.044871,44.871338
10701.079102,178.351318,0.045240,45.240298
10701.079102,178.351318,0.045240,45.240298
10701.088867,178.351481,0.045606,45.605585
10701.088867,178.351481,0.045606,45.605585
10701.099609,178.351660,0.045967,45.967259
10701.099609,178.351660,0.045967,45.967259
10701.110352,178.351839,0.046325,46.325382
10701.110352,178.351839,0.046325,46.325382
10701.120117,178.352002,0.046680,46.680056
10701.120117,178.352002,0.046680,46.680056
10701.130859,178.352181,0.047031,47.031134
10701.130859,178.352181,0.047031,47.031134
10701.140625,178.352344,0.047379,47.378965
10701.140625,178.352344,0.047379,47.378965
10701.151367,178.352523,0.047724,47.723670
10701.151367,178.352523,0.047724,47.723670
10701.161133,178.352686,0.048065,48.065446
10701.161133,178.352686,0.048065,48.065446
10701.171875,178.352865,0.048404,48.404481
10701.171875,178.352865,0.048404,48.404481
