Time in Seconds,Time in Minutes,Load in N,Load in kN,Displacement in m,Displacement in mm-O,Displacement in mm
0,0,0,0,0,0,0
0.1,0.001667,22942.29102,22.942291,-0.001065,-1.064906,0
0.125,0.002083,24133.69141,24.133691,-0.001103,-1.102559,0.037653
0.15,0.0025,24348.24609,24.348246,-0.001109,-1.109196,0.04429
0.175,0.002917,24384.61719,24.384617,-0.00111,-1.110368,0.045462
0.2,0.003333,24390.75195,24.390752,-0.001111,-1.110631,0.045725
0.2375,0.003958,24392.00195,24.392002,-0.001111,-1.110773,0.045867
0.29375,0.004896,24392.36719,24.392367,-0.001111,-1.110915,0.046009
0.378125,0.006302,24392.54883,24.392549,-0.001111,-1.11108,0.046174
0.504687,0.008411,24392.66602,24.392666,-0.001111,-1.111273,0.046367
0.694531,0.011576,24392.75195,24.392752,-0.001111,-1.11149,0.046584
0.979297,0.016322,24392.82031,24.39282,-0.001112,-1.111728,0.046822
1.406445,0.023441,24392.875,24.392875,-0.001112,-1.111976,0.04707
2.047168,0.034119,24392.91992,24.39292,-0.001112,-1.112214,0.047308
3.008252,0.050138,24392.95508,24.392955,-0.001112,-1.112416,0.04751
4.449878,0.074165,24392.97852,24.392979,-0.001113,-1.112557,0.047651
6.612317,0.110205,24392.99219,24.392992,-0.001113,-1.112633,0.047727
9.855975,0.164266,24392.99805,24.392998,-0.001113,-1.112665,0.047759
14.721463,0.245358,24393,24.393,-0.001113,-1.112674,0.047768
22.019695,0.366995,24393,24.393,-0.001113,-1.112676,0.04777
32.967041,0.549451,24393,24.393,-0.001113,-1.112677,0.047771
49.388062,0.823134,24393,24.393,-0.001113,-1.112677,0.047771
74.019592,1.23366,24393,24.393,-0.001113,-1.112677,0.047771
110.966888,1.849448,24393,24.393,-0.001113,-1.112677,0.047771
170.966888,2.849448,24393,24.393,-0.001113,-1.112677,0.047771
230.966888,3.849448,24393,24.393,-0.001113,-1.112677,0.047771
290.966888,4.849448,24393,24.393,-0.001113,-1.112677,0.047771
350.966888,5.849448,24393,24.393,-0.001113,-1.112677,0.047771
410.966888,6.849448,24393.01758,24.393018,-0.001103,-1.102838,0.037932
470.966888,7.849448,24393.00391,24.393004,-0.001101,-1.101004,0.036098
530.966919,8.849449,24393.01563,24.393016,-0.001092,-1.092447,0.027541
590.966919,9.849449,24393.01953,24.39302,-0.001081,-1.081276,0.01637
650.966919,10.849449,24393.02734,24.393027,-0.001066,-1.066487,0.001581
710.966919,11.849449,24393.03906,24.393039,-0.001045,-1.044643,-0.020263
770.966919,12.849449,24393.06055,24.393061,-0.001011,-1.011075,-0.053831
830.966919,13.849449,24393.06836,24.393068,-0.000972,-0.972499,-0.092407
890.966919,14.849449,24393.06445,24.393064,-0.000935,-0.935379,-0.129527
950.966919,15.849449,24393.05664,24.393057,-0.000903,-0.902995,-0.161911
1010.966919,16.849449,24393.07617,24.393076,-0.00086,-0.859949,-0.204957
1070.966919,17.849449,24393.08984,24.39309,-0.000809,-0.808599,-0.256307
1130.966919,18.849449,24393.11133,24.393111,-0.000745,-0.745122,-0.319784
1190.966919,19.849449,24393.0918,24.393092,-0.000692,-0.691681,-0.373225
1250.966919,20.849449,24393.09961,24.3931,-0.000634,-0.634115,-0.430791
1310.966919,21.849449,24393.09961,24.3931,-0.000576,-0.575773,-0.489133
1370.966919,22.849449,24393.09375,24.393094,-0.000521,-0.521362,-0.543544
1430.966919,23.849449,24393.10938,24.393109,-0.000457,-0.456897,-0.608009
1490.966919,24.849449,24393.11914,24.393119,-0.000387,-0.38681,-0.678096
1550.966919,25.849449,24393.0957,24.393096,-0.00033,-0.329807,-0.735099
1610.966919,26.849449,24393.0918,24.393092,-0.000275,-0.275253,-0.789653
1670.966919,27.849449,24393.08984,24.39309,-0.000222,-0.221926,-0.84298
1730.966919,28.849449,24393.08594,24.393086,-0.00017,-0.170209,-0.894697
1790.966919,29.849449,24393.08789,24.393088,-0.000117,-0.117142,-0.947764
1850.966919,30.849449,24393.0918,24.393092,-0.000062,-0.06161,-1.003296
1910.966919,31.849449,24393.08008,24.39308,-0.000013,-0.013046,-1.05186
1970.966919,32.849449,24393.06641,24.393066,0.000027,0.027339,-1.092245
2030.966919,33.849449,24393.06836,24.393068,0.000069,0.068712,-1.133618
2090.966797,34.849447,24393.06055,24.393061,0.000106,0.106253,-1.171159
2150.966797,35.849447,24393.05664,24.393057,0.000142,0.141797,-1.206703
2210.966797,36.849447,24393.06445,24.393064,0.000183,0.182622,-1.247528
2270.966797,37.849447,24393.05469,24.393055,0.000216,0.216367,-1.281273
2330.966797,38.849447,24393.05078,24.393051,0.000248,0.24838,-1.313286
2390.966797,39.849447,24393.04688,24.393047,0.000278,0.277781,-1.342687
2450.966797,40.849447,24393.04102,24.393041,0.000304,0.303844,-1.36875
2510.966797,41.849447,24393.04102,24.393041,0.00033,0.329909,-1.394815
2570.966797,42.849447,24393.04492,24.393045,0.000358,0.358306,-1.423212
2630.966797,43.849447,24393.04492,24.393045,0.000387,0.386593,-1.451499
2690.966797,44.849447,24393.04102,24.393041,0.000412,0.412139,-1.477045
2750.966797,45.849447,24393.0332,24.393033,0.000433,0.43307,-1.497976
2810.966797,46.849447,24393.03125,24.393031,0.000453,0.453044,-1.51795
2870.966797,47.849447,24393.0293,24.393029,0.000472,0.471688,-1.536594
2930.966797,48.849447,24393.04688,24.393047,0.000502,0.502038,-1.566944
2990.966797,49.849447,24393.0332,24.393033,0.000524,0.523548,-1.588454
3050.966797,50.849447,24393.03125,24.393031,0.000544,0.544361,-1.609267
3110.966797,51.849447,24393.04297,24.393043,0.000573,0.572948,-1.637854
3170.966797,52.849447,24393.04102,24.393041,0.0006,0.599942,-1.664848
3230.966797,53.849447,24393.03906,24.393039,0.000626,0.626083,-1.690989
3290.966797,54.849447,24393.03711,24.393037,0.000651,0.651442,-1.716348
3350.966797,55.849447,24393.03906,24.393039,0.000677,0.677253,-1.742159
3410.966797,56.849447,24393.04102,24.393041,0.000705,0.704629,-1.769535
3470.966797,57.849447,24393.04102,24.393041,0.000732,0.732134,-1.79704
3530.966797,58.849447,24393.03711,24.393037,0.000757,0.757298,-1.822204
3590.966797,59.849447,24393.04883,24.393049,0.000791,0.790817,-1.855723
3650.966797,60.849447,24393.07617,24.393076,0.000843,0.842501,-1.907407
3710.966797,61.849447,24393.06641,24.393066,0.000889,0.888895,-1.953801
3770.966797,62.849447,24393.06445,24.393064,0.000934,0.93383,-1.998736
3830.966797,63.849447,24393.08398,24.393084,0.000993,0.992788,-2.057694
3890.966797,64.849447,24393.09961,24.3931,0.001062,1.061984,-2.12689
3950.966797,65.849447,24393.15039,24.39315,0.001167,1.166722,-2.231628
4010.966797,66.849447,24393.31641,24.393316,0.001389,1.389111,-2.454017
4070.966797,67.849447,24393.375,24.393375,0.001655,1.655071,-2.719977
4130.966797,68.849447,24393.40625,24.393406,0.001946,1.945567,-3.010473
4190.966797,69.849447,24393.41602,24.393416,0.002244,2.244402,-3.309308
4250.966797,70.849447,24393.42188,24.393422,0.002549,2.548668,-3.613574
4310.966797,71.849447,24393.4082,24.393408,0.002845,2.84523,-3.910136
4370.966797,72.849447,24393.45898,24.393459,0.00318,3.1802,-4.245106
4430.966797,73.849447,24393.39648,24.393396,0.003472,3.472033,-4.536939
4490.966797,74.849447,24393.3457,24.393346,0.003729,3.728805,-4.793711
4550.966797,75.849447,24393.31836,24.393318,0.003965,3.964964,-5.02987
4610.966797,76.849447,24393.30664,24.393307,0.004194,4.19401,-5.258916
4670.966797,77.849447,24393.2832,24.393283,0.004405,4.40512,-5.470026
4730.966797,78.849447,24393.33789,24.393338,0.00466,4.65999,-5.724896
4790.966797,79.849447,24393.25,24.39325,0.00485,4.850231,-5.915137
4850.966797,80.849447,24393.20898,24.393209,0.005011,5.011176,-6.076082
4910.966797,81.849447,24393.21094,24.393211,0.005176,5.17578,-6.240686
4970.966797,82.849447,24393.18945,24.393189,0.005324,5.324372,-6.389278
5030.966797,83.849447,24393.17773,24.393178,0.005467,5.466575,-6.531481
5090.966797,84.849447,24393.21289,24.393213,0.005637,5.636874,-6.70178
5150.966797,85.849447,24393.17773,24.393178,0.005782,5.782063,-6.846969
5210.966797,86.849447,24393.15625,24.393156,0.005912,5.912497,-6.977403
5270.966797,87.849447,24393.14063,24.393141,0.00603,6.030298,-7.095204
5330.966797,88.849447,24393.125,24.393125,0.006137,6.137215,-7.202121
5334.716797,88.911947,24393.10938,24.393109,0.006143,6.143158,-7.208064
5338.466797,88.974447,24393.10742,24.393107,0.006149,6.149062,-7.213968
5344.091797,89.068197,24393.10547,24.393105,0.006158,6.157607,-7.222513
5349.716797,89.161947,24393.10352,24.393104,0.006166,6.165975,-7.230881
5355.341797,89.255697,24393.10352,24.393104,0.006174,6.174385,-7.239291
5363.779297,89.396322,24393.10352,24.393104,0.006187,6.18711,-7.252016
5376.435547,89.607259,24393.11133,24.393111,0.006208,6.207719,-7.272625
5381.181641,89.686361,24393.11133,24.393111,0.006215,6.215472,-7.280378
5388.300781,89.805013,24393.11133,24.393111,0.006227,6.227039,-7.291945
5390.970703,89.849512,24393.10156,24.393102,0.006231,6.23114,-7.296046
5391.97168,89.866195,24392.95313,24.392953,0.006231,6.231042,-7.295948
5392.972656,89.882878,24392.74609,24.392746,0.006229,6.228678,-7.293584
5393.974121,89.899569,24392.73828,24.392738,0.006226,6.226227,-7.291133
5395.475586,89.924593,24392.80273,24.392803,0.006224,6.223552,-7.288458
5397.728027,89.962134,24392.90625,24.392906,0.006222,6.222029,-7.286935
5399.980957,89.999683,24392.96484,24.392965,0.006222,6.222004,-7.28691
5402.233398,90.037223,24393.01172,24.393012,0.006223,6.223438,-7.288344
5405.612305,90.093538,24393.02734,24.393027,0.006226,6.226178,-7.291084
5410.680176,90.178003,24393.03516,24.393035,0.006231,6.230833,-7.295739
5418.282715,90.304712,24393.04102,24.393041,0.006239,6.238517,-7.303423
5429.686035,90.494767,24393.06055,24.393061,0.006253,6.252818,-7.317724
5441.089355,90.684823,24393.0625,24.393062,0.006268,6.267653,-7.332559
5452.493164,90.874886,24393.0625,24.393062,0.006283,6.282528,-7.347434
5463.896484,91.064941,24393.06836,24.393068,0.006297,6.297437,-7.362343
5475.299805,91.254997,24393.06445,24.393064,0.006311,6.310639,-7.375545
5492.405273,91.540088,24393.0625,24.393062,0.00633,6.330192,-7.395098
5518.062988,91.967716,24393.04297,24.393043,0.006353,6.353301,-7.418207
5527.68457,92.128076,24393.01367,24.393014,0.006359,6.359117,-7.424023
5542.117188,92.36862,24393,24.393,0.006366,6.366016,-7.430922
5563.766113,92.729435,24392.95313,24.392953,0.006366,6.365901,-7.430807
5569.178223,92.819637,24392.89844,24.392898,0.006362,6.362481,-7.427387
5569.516602,92.825277,24392.89258,24.392893,0.006362,6.362241,-7.427147
5569.85498,92.830916,24392.88281,24.392883,0.006362,6.36198,-7.426886
