,TimeStamp,Time in Minutes,Kyowa PG 500 KUM -Load in bar-(bar),Load in kN,Stud2-Axial-O,Stud2-Axial,Stud3-Axial-O,Stud3-Axial,Stud4-Axial-O,Stud4-Axial,Stud5-Axial-O,Stud5-Axial,Stud3-Top-O,Stud3-Top,Stud3-Mid-O,Stud3-Mid,Stud3-Bottom-O,Stud3-Bottom,Stud4-Top-O,Stud4-Top,Stud4-Mid-O,Stud4-Mid,Stud4-Bottom-O,Stud4-Bottom,Pb1-Top-Left,Pb1-Top-Right,Pb1-Mid-Mid,Pb1-Bottom-Left,Pb1-Bottom-Right,Pb1-Pb2-Mid-Left,Pb1-Pb2-Mid-Mid,Pb1-Pb2-Mid-Right,Pb2-Top-Left,Pb2-Top-Right,Pb2-Mid-Mid,Pb2-Bottom-Left,Pb2-Bottom-Right,Pb3-Top-Left,Pb3-Top-Right,Pb3-Mid-Mid,Pb3-Bottom-Left,Pb3-Bottom-Right,Pb3-Pb4-Mid-Left,Pb3-Pb4-Mid-Mid,Pb3-Pb4-Mid-Right,Pb4-Top-Left,Pb4-Top-Right,Pb4-Mid-Mid,Pb4-Bottom-Left,Pb4-Bottom-Right,Pb4-Top of stud,Pb4-Inbetween stud,Stud2-Mid-Fire-HF,Stud2-Mid-Fire-CF,Stud2-Mid-Amb-HF,Stud2-Mid-Amb-CF,Stud3-Top-Fire-HF,Stud3-Top-Fire-CF,Stud3-Top-Amb-HF,Stud3-Top-Amb-CF,Stud3-Mid-Fire-HF,Stud3-Mid-Fire-CF,Stud3-Mid-Amb-HF,Stud3-Mid-Amb-CF,Stud3-Bottom-Fire-HF,Stud3-Bottom-Fire-CF,Stud3-Bottom-Amb-HF,Stud3-Bottom-Amb-CF,Stud4-Top-Fire-HF,Stud4-Top-Fire-CF,Stud4-Top-Amb-HF,Stud4-Top-Amb-CF,Stud4-Mid-Fire-HF,Stud4-Mid-Fire-CF,Stud4-Mid-Amb-HF,Stud4-Mid-Amb-CF,Stud4-Bottom-Fire-HF,Stud4-Bottom-Fire-CF,Stud4-Bottom-Amb-HF,Stud4-Bottom-Amb-CF,Stud5-Mid-Fire-HF,Stud5-Mid-Fire-CF,Stud5-Mid-Amb-HF,Stud5-Mid-Amb-CF,Furnace-Top-Left,Furnace-Top-Right,Furnace-Bottom-Left,Furnace-Bottom-Right,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4,Average-Furnace,Time2
3143,21:04.8,44,-107.19934099999999,34.44314826,12.82954,-0.210175,11.489654,-0.057469000000000006,12.159772,-0.159276,11.390252,0.592749,-4.042581,-5.520376000000001,-3.6747870000000002,-3.986767,-6.029396,-3.395636,-3.119773,-4.595921,-2.696145,-3.392349,-5.0852319999999995,-3.346366,-298486368.0,812.610291,846.361572,845.0145869999999,809.0780639999999,288.262115,289.266144,23.383337,21.106901,94.348961,98.977661,84.82463800000001,85.371216,58.229496,56.829136,55.814659,56.755409,66.25836899999999,45.534809,40.626602,41.216175,30.412437,21.086996,28.098540999999997,26.942919,28.685076000000002,20.361366,33.785053000000005,86.135201,73.52179,62.483031999999994,57.626278000000006,93.12484,81.764709,66.55783100000001,60.66563000000001,94.848885,76.457848,59.187778,51.803986,92.139214,60.331264000000004,46.670296,42.542656,93.598251,82.09201,64.759354,59.718959999999996,89.207024,74.660912,61.321449,54.693870999999994,83.147453,61.02598199999999,48.763344000000004,43.828678000000004,92.304886,72.564301,57.408764,51.572681,843.4481199999999,845.411865,903.945984,879.8878779999999,828.2661285,288.76412949999997,90.880619,58.77741379999999,42.45919533,29.584805199999998,868.1734617999999,1.0
3215,22:04.9,45,-107.57698799999999,34.56448624,12.831182,-0.208533,11.486369,-0.060753999999999996,12.158131,-0.160917,11.391894,0.594391,-4.154236,-5.632031,-3.7930099999999998,-4.10499,-6.022828,-3.389068,-3.172316,-4.648464,-2.830788,-3.526992,-5.088516,-3.34965,-314536256.0,816.649902,851.4147949999999,848.941162,813.768738,298.67514,298.263275,23.469263,21.102736,96.140846,100.325363,86.566322,86.845322,58.52688199999999,57.05143399999999,56.710224,57.170551,67.540527,46.681606,41.148914000000005,41.931263,30.761425,21.110142,28.453583000000002,27.274178000000003,29.143776000000003,20.360903,34.279278000000005,86.71399699999999,74.286583,63.682930000000006,58.512508,93.417007,82.48246,67.265541,60.831676,95.212265,77.067131,59.869133,52.066359999999996,92.64814799999999,60.729583999999996,47.089207,42.964523,94.147896,83.00660699999999,65.56527700000001,59.894496999999994,89.571236,75.27153,62.20989599999999,55.139614,83.391075,61.456272,49.301975,44.330788,92.814743,73.108498,56.000641,52.044044,847.0203859999999,851.560608,908.5845949999999,884.75354,832.6936493,298.46920750000004,92.46946325,59.3999236,43.25392767,29.982447999999998,872.9797822999999,1.0
3287,23:05.0,46,-108.01334399999999,34.70468743,12.82133,-0.218385,11.489654,-0.057469000000000006,12.151563000000001,-0.167485,11.391894,0.594391,-4.229767,-5.707562,-3.852122,-4.164102,-6.026112,-3.392352,-3.247848,-4.723996,-2.896468,-3.5926720000000003,-5.098368,-3.3595019999999995,-326559520.0,820.8065799999999,853.8721310000001,854.9835210000001,817.352051,308.843079,307.33691400000004,23.59075,21.132824,97.833061,101.874306,87.93283100000001,88.27246099999999,58.704533,57.258198,57.323372,56.384468000000005,68.827049,47.771584000000004,41.675537,42.614605,31.140568,21.143470999999998,28.827578999999997,27.625813,29.664972,20.373178,34.707905,87.218468,75.04016899999999,64.967072,59.683491000000004,93.61868299999999,83.227165,67.977837,61.02755,95.39768199999999,77.66413100000001,60.542213000000004,52.321251000000004,93.051857,61.117068999999994,47.503693,43.398491,94.625763,83.919128,66.33228299999999,60.046902,89.962631,75.86222099999999,63.12070500000001,55.80139200000001,83.59015699999999,61.862492,49.803616,44.850143,93.32852199999999,73.747108,56.862854000000006,52.632435,850.8626710000001,853.115601,910.599426,887.7960210000001,836.7535707999999,308.0899965,93.97816475,59.699524,44.02057533,30.3933674,875.5934298000001,1.0
3359,24:05.1,47,-108.45742,34.84736905,12.809836,-0.229879,11.486369,-0.060753999999999996,12.140068,-0.17898,11.390252,0.592749,-4.347991,-5.825786,-3.9178019999999996,-4.229782,-6.029396,-3.395636,-3.375922,-4.852069999999999,-2.9473689999999997,-3.6435730000000004,-5.098368,-3.3595019999999995,-358104064.0,827.285828,859.3724980000001,868.437683,826.194336,317.830994,315.834503,23.67897,21.137686,99.381546,103.135925,89.407738,89.86999499999999,58.991302000000005,57.453483999999996,57.87095600000001,53.739906000000005,70.151337,48.781864,42.162189,43.357890999999995,31.484270000000002,21.165459,29.216377,27.945128999999998,30.027981,20.363451,35.054344,87.709114,75.76825,65.73554200000001,60.812828,93.82869699999999,83.981163,68.71578199999999,61.255939,95.664711,78.246597,61.247864,52.595031999999996,93.395218,61.628098,47.888897,43.821422999999996,95.15226,84.79216,67.044731,60.189423,90.288567,76.67086,64.08189399999999,56.611313,83.943535,62.265736,50.263565,45.328972,93.83161199999999,74.349007,57.631221999999994,53.444023,858.8372800000001,859.2135619999999,914.946777,894.482788,845.3225863,316.8327485,95.448801,59.641397,44.76731467,30.745620199999998,881.8701017999999,1.0
3431,25:05.2,48,-108.907242,34.99189685,12.808194,-0.231521,11.476517999999999,-0.070605,12.136785,-0.182263,11.383683999999999,0.5861810000000001,-4.370978,-5.848773,-3.934222,-4.246201999999999,-6.085224,-3.451464,-3.425182,-4.901330000000001,-2.973641,-3.6698449999999996,-5.21659,-3.477724,-358266048.0,826.283508,858.3097529999999,867.1068730000001,822.783325,327.840149,324.771606,23.787271,21.133518,100.915596,104.248474,90.770248,91.537689,59.119068000000006,57.698181000000005,58.424240000000005,53.148087,71.198326,49.666595,42.648647,44.133140999999995,31.742373999999998,21.200407000000002,29.579310999999997,28.248482,30.598303,20.368546,35.41597,88.188843,76.40437299999999,65.519356,61.49866899999999,94.173058,84.717575,69.341042,61.404228,95.686966,78.75725600000001,61.95916,52.90120699999999,93.676636,61.966335,48.351948,44.261433000000004,95.825882,85.670525,67.73601500000001,60.344055000000004,90.655373,77.408592,64.931442,57.446968000000005,84.36346400000001,62.397148,50.680510999999996,45.808758000000005,94.26696,74.907265,58.399756999999994,54.271652,861.2437130000001,861.3137820000001,913.333191,890.4560550000001,843.6208648,326.3058775,96.86800175,59.9175804,45.48279433,31.116888,881.5866853,1.0
3503,26:05.3,49,-109.357941,35.13670644,12.78849,-0.251225,11.475697,-0.071426,12.128574,-0.190474,11.385326,0.587823,-4.39725,-5.875045,-3.953926,-4.265906,-6.147619000000001,-3.5138589999999996,-3.451453,-4.927601,-3.034395,-3.7305989999999998,-5.278986,-3.5401199999999995,-372943488.0,829.552673,863.6513060000001,870.955566,826.620667,337.138458,335.156525,23.867624,21.134445,102.218102,105.363022,92.63153100000001,92.91893,59.558673999999996,57.784907999999994,58.8139,52.218941,72.78068499999999,50.213696,43.118801,44.867813,32.139725,21.248545,29.846607000000002,28.563703999999998,31.059611999999998,20.368315,35.755787,88.591949,77.017685,65.211517,61.559235,94.80596899999999,85.342323,70.002937,61.60925699999999,95.548271,79.233475,62.505683999999995,53.414519999999996,93.93045,62.180515,48.78706,44.6954,96.985901,86.552429,68.436157,60.57654599999999,90.869423,78.075638,65.66295600000001,58.315075,84.69249,62.81130600000001,50.982773,46.249214,94.607559,75.502434,60.209175,55.111717000000006,862.9386599999999,862.976257,917.7976070000001,894.0512699999999,847.6950529999999,336.1474915,98.28289625,60.231421600000004,46.06677,31.473087,884.4409485,1.0
3575,27:05.5,50,-109.816368,35.28399904,12.767144,-0.272571,11.46995,-0.077173,12.122005999999999,-0.197042,11.382043,0.58454,-4.443226,-5.921021,-3.953926,-4.265906,-6.144335,-3.510575,-3.490861,-4.967009,-3.04753,-3.7437339999999995,-5.288837,-3.5499709999999998,-381292800.0,830.9688719999999,864.9074099999999,871.357605,827.957703,346.999329,346.848602,23.965981,21.171476000000002,103.398041,106.692444,94.233711,94.28875,60.010093999999995,57.917235999999995,59.276016000000006,52.264010999999996,73.98093399999999,50.437759,43.56337,45.504696,32.403625,21.280251,30.25913,28.892849,31.474413000000002,20.391706,36.080887,89.010811,77.527405,65.291054,61.25325,95.897148,85.860733,70.582413,61.951083999999994,95.510513,79.59021,63.153214,54.375191,94.11846899999999,62.561068999999996,49.236492,45.121288,99.172165,87.379395,69.158592,60.854786,91.112877,78.653198,66.279198,59.066975,85.079102,62.997623,51.244831,46.557404,94.81675,76.068748,61.51414499999999,55.88168,864.683655,864.144226,917.026794,894.6027220000001,848.7978975,346.92396549999995,99.6532365,60.689658200000004,46.50194167,31.8221808,885.1143492999998,1.0
3646,28:04.8,51,-106.537636,34.23054245,12.703107000000001,-0.336608,11.423974000000001,-0.123149,12.06782,-0.251228,11.339352,0.541849,-4.507263,-5.985058,-3.95721,-4.26919,-6.144335,-3.510575,-3.5893800000000002,-5.065528,-3.1197779999999997,-3.815982,-5.285553,-3.5466870000000004,-397640736.0,834.392883,867.8696289999999,874.020142,834.2488400000001,356.175476,357.377655,24.050707,21.158516,104.574173,107.664856,95.85511,95.379028,60.51618199999999,57.988003000000006,59.94096,52.498821,74.693138,50.528233,44.036572,45.927147,32.756077000000005,21.299459,30.579258000000003,29.147682,31.923882,20.373178,36.376453000000005,89.264214,78.02260600000001,65.504791,61.208828000000004,97.048424,86.350983,71.147751,62.300945,95.515236,79.95478100000001,63.739864000000004,55.29101899999999,94.250114,62.891125,49.654858000000004,45.569454,100.93047299999999,88.0299,69.739037,61.596019999999996,91.278038,79.254738,66.784943,59.823341000000006,85.38623,63.397797,51.618675,46.920933000000005,94.836304,76.513115,62.182311999999996,56.554435999999995,869.0319210000001,867.470947,920.629028,898.8917849999999,852.6328735,356.7765655,100.8682918,61.127420799999996,46.83065067,32.156670399999996,889.0059203,1.0
3718,29:05.0,52,-107.409683,34.51073115,12.696539,-0.34317600000000004,11.417406,-0.129717,12.049758,-0.26929000000000003,11.329499,0.531996,-4.528608999999999,-6.006404,-3.960494,-4.272474,-6.144335,-3.510575,-3.638639,-5.114787000000001,-3.136198,-3.8324019999999996,-5.2986889999999995,-3.559823,-375165408.0,831.653931,860.851379,871.0031130000001,825.284119,366.112274,367.648804,24.137966,21.146481,105.66407,108.72827099999999,97.06259200000001,96.72704300000001,60.951267,58.065284999999996,60.485214,52.828442,75.700005,50.607418,44.465405,46.251705,32.971291,21.319824,30.958008000000003,29.408426000000002,32.339946999999995,20.371094,36.570178999999996,89.720612,78.567719,65.785049,61.36115600000001,100.171074,86.937202,71.768997,63.056362,95.487137,80.202545,64.323044,55.96893299999999,94.34783900000001,63.128551,50.077393,45.993922999999995,102.695,88.754059,70.474762,62.889331999999996,91.449715,79.72940799999999,67.286812,60.35864300000001,85.822418,63.793434,51.980709000000004,47.330723,94.67002099999999,77.063553,62.763771,57.168304000000006,864.398254,863.662842,909.780701,893.9206539999999,847.1981355,366.880539,102.04549399999999,61.606042599999995,47.108176,32.4495702,882.9406127999998,1.0
3790,30:05.2,53,-108.028572,34.70958018,12.693255,-0.34646,11.399344000000001,-0.147779,12.039906,-0.279142,11.324574,0.527071,-4.548312999999999,-6.026108,-3.9522839999999997,-4.264264,-6.141051,-3.5072910000000004,-3.6780470000000003,-5.154195,-3.159185,-3.8553889999999997,-5.308541,-3.569675,-420856896.0,841.648193,874.996094,883.7296140000001,840.201172,375.63198900000003,377.696991,24.219679,21.149952,106.564545,109.791634,98.28421800000001,97.754768,61.486778,58.202763,61.229468999999995,53.233897999999996,76.488052,50.702621,44.931923,46.517357000000004,33.185547,21.344816,31.204777000000004,29.647748999999997,32.795231,20.350711999999998,36.930164000000005,90.111801,79.10994699999999,66.055649,61.655239,103.184196,87.593903,72.470543,64.27441400000001,95.496353,80.660255,65.03698,56.606815000000005,94.355476,63.480064,50.549213,46.457848,104.079216,89.519424,71.289635,64.042229,91.72845500000001,80.23925,67.965073,61.002421999999996,86.346275,64.140839,52.38728,47.770454,94.622162,77.566788,63.385017000000005,57.678185,874.2976679999999,874.585815,929.555969,907.3016359999999,860.1437683,376.66449,103.09879129999999,62.128192000000006,47.383967,32.7526936,896.435272,1.0
3862,31:05.3,54,-108.59316299999999,34.89098327,12.681761,-0.357954,11.392776,-0.154347,12.028412,-0.290636,11.319647999999999,0.522145,-4.548312999999999,-6.026108,-3.953926,-4.265906,-6.137767,-3.504007,-3.684615,-5.160762999999999,-3.185457,-3.8816610000000003,-5.308541,-3.569675,-398114272.0,834.133179,864.0342410000001,872.2372439999999,833.2225950000001,384.59481800000003,386.893036,24.321697,21.161524,107.3228,110.830025,99.27887700000001,99.078064,62.074886,58.45793199999999,61.82122,53.63610500000001,77.68113699999999,50.80368,45.404835,46.775036,33.443012,22.159094,31.610121000000003,29.901253000000004,33.193558,20.353724,37.098026000000004,90.66681700000001,79.578568,66.421654,62.036087,105.450645,88.373573,73.18905600000001,65.491348,95.417007,81.096733,65.611877,57.201115,94.352783,63.910435,51.019535,46.931793,105.27156799999999,90.18605,71.981369,64.994858,92.443398,80.693611,68.392052,61.456718,86.757919,64.491791,52.799377,48.198971,94.65969100000001,78.050575,63.942485999999995,58.193779000000006,871.23584,868.8743900000001,921.928223,901.8876949999999,850.9068148,385.743927,104.1274415,62.73425600000001,47.66118367,33.049194,890.9815369999999,1.0
3934,32:05.5,55,-109.09904499999999,35.05352316,12.665341,-0.374374,11.386209,-0.160914,12.016917,-0.302131,11.32129,0.523787,-4.571301,-6.049096,-3.95721,-4.26919,-6.141051,-3.5072910000000004,-3.720739,-5.196887,-3.205161,-3.901365,-5.315109,-3.576243,-440270432.0,844.861206,879.006592,887.6162109999999,845.681458,392.94689900000003,396.356812,24.38978,21.152035,108.028687,111.89826200000002,100.417938,100.157333,62.861752,58.79166800000001,62.459938,54.023811,79.15403,50.908566,45.864899,47.04533,33.721687,22.131805,31.743063,30.135642999999998,33.586704,20.341217,37.197224,91.276917,80.049683,66.785614,62.437065000000004,107.219727,89.30749499999999,73.964149,66.438675,95.31295,81.517349,66.27426899999999,57.752552,94.198669,64.19641899999999,51.506172,47.397427,106.36141200000002,90.981613,72.814697,65.824699,93.665627,81.288124,69.03076899999999,62.064793,87.098114,65.00762900000001,53.303943999999994,48.654011,94.716759,78.6306,64.483727,58.678031999999995,879.045532,879.064026,933.435852,911.017334,864.2913668,394.6518555,105.125555,63.458239799999994,47.93959833,33.2768642,900.640686,1.0
4005,33:04.8,56,-109.62213899999999,35.22159326,12.650563,-0.389152,11.381283,-0.16584000000000002,12.008707000000001,-0.310341,11.314722,0.517219,-4.571301,-6.049096,-3.960494,-4.272474,-6.137767,-3.504007,-3.7240230000000003,-5.200171,-3.216655,-3.9128589999999996,-5.318393,-3.5795269999999997,-466178560.0,849.4193119999999,883.965088,892.691101,850.874817,401.01547200000005,405.55456499999997,24.495473999999998,21.148563,108.784828,113.333183,101.46476,101.226105,63.788952,59.23941800000001,63.196705,54.494476,79.875557,51.06374,46.349236,47.348133000000004,33.926186,22.166956,32.182339,30.323393,33.943798,20.339132,37.425236,92.06514,80.573418,67.289276,62.91758000000001,108.98506200000001,90.189865,74.80836500000001,67.25344799999999,95.278564,81.969101,66.91662600000001,58.310134999999995,94.14654499999999,64.534599,52.008659,47.887768,107.273979,91.684914,73.481735,66.550446,94.948204,81.781723,69.622414,62.664215000000006,87.498863,65.413383,53.75206800000001,49.123585,95.22776800000001,79.173721,65.071259,59.19923000000001,883.645691,883.7316890000001,937.9539179999999,914.932068,869.2375795,403.2850185,106.202219,64.1190216,48.253703,33.560190399999996,905.0658414999999,1.0
4077,34:05.1,57,-110.16046899999999,35.39455869,12.642353,-0.397362,11.364861999999999,-0.18226099999999998,12.000497,-0.31855100000000003,11.311438,0.513935,-4.551597,-6.029392,-3.953926,-4.265906,-6.144335,-3.510575,-3.7240230000000003,-5.200171,-3.2248650000000003,-3.921069,-5.324961,-3.586095,-475430560.0,851.08844,884.871277,892.539001,853.011597,408.913208,414.38430800000003,24.579926999999998,21.154812,109.424057,114.582474,102.444023,102.04946899999999,64.735603,59.78562900000001,63.808899,54.944545999999995,80.156212,51.220253,46.841991,47.666470000000004,34.214335999999996,22.18453,32.343384,30.517305,34.330265000000004,20.333574,37.608748999999996,92.762878,81.108154,67.790649,63.363944999999994,111.043167,91.149902,75.55703000000001,68.03179899999999,94.762146,82.558136,67.52709200000001,58.81861899999999,93.631485,64.888649,52.503101,48.375896000000004,108.120949,92.414215,74.24496500000001,67.259941,95.87084200000001,82.342308,70.156708,63.156799,87.80326099999999,65.886299,54.227309999999996,49.593456,96.088684,79.710388,65.66855600000001,59.717838,885.2527470000001,885.6863400000001,940.3688960000001,916.511902,870.3775787999999,411.648758,107.1250058,64.6861778,48.576238000000004,33.8028078,906.9549712999999,1.0
4149,35:05.3,58,-106.033295,34.06849768,12.543835000000001,-0.49588000000000004,11.256492999999999,-0.29063,11.888841000000001,-0.43020699999999995,11.203068,0.405565,-4.679672,-6.157467,-4.026174,-4.338154,-6.187027,-3.553267,-3.898073,-5.3742209999999995,-3.346372,-4.042576,-5.4070599999999995,-3.668194,-497225440.0,856.029785,890.609558,898.023621,857.5775150000001,417.02090499999997,423.623383,24.672453,21.176105,110.139587,116.25724,103.249161,103.084946,65.650635,61.653893000000004,64.501205,55.406197,80.417183,51.393658,47.340672,48.000095,34.455093,22.194242000000003,32.595554,30.705677,34.630421000000005,20.334269,37.702659999999995,93.632385,81.649872,68.31794000000001,63.92321,113.299393,92.072327,76.287575,68.698769,94.641487,82.906075,68.175095,59.354599,93.415657,65.401955,52.99626899999999,48.844208,109.041855,93.051857,74.97081,67.947609,96.417847,83.044678,70.717148,63.672619,88.0494,66.305634,54.695671,50.032253000000004,97.500771,80.818062,66.222305,60.209846,889.373169,888.5578,943.431274,920.271118,875.5601197999999,420.32214400000004,108.1827335,65.5258226,48.911475,34.017881,910.4083402999998,1.0
4221,36:05.5,59,-106.799622,34.31471855,12.537267,-0.502448,11.249925,-0.297198,11.88063,-0.43841800000000003,11.1965,0.398997,-4.679672,-6.157467,-4.016322,-4.328302,-6.210014,-3.576254,-3.9243449999999998,-5.400493,-3.349656,-4.04586,-5.4234800000000005,-3.684614,-509856096.0,858.565918,892.751526,901.4055179999999,860.67572,424.997925,432.67040999999995,24.747896,21.162218,110.770233,117.826752,104.402855,103.907043,66.653244,62.632149,65.19091,55.844345,80.438896,51.580124,47.824703,48.322571,34.681164,22.211817,32.72654,30.887362,34.995163,20.315044,37.870632,94.233261,82.170364,68.850555,64.414703,115.685249,93.180534,77.016121,69.37416800000001,94.410294,83.500359,68.818993,59.893822,93.333237,65.597763,53.490189,49.329296,109.96141100000001,93.848686,75.699783,68.59623,97.24185899999999,83.656441,71.31111899999999,64.257607,88.515945,66.706551,55.129940000000005,50.494842999999996,99.258392,81.369606,66.818085,60.757629,890.4461060000001,890.8507689999999,945.9169919999999,923.2826539999999,878.3496705,428.8341675,109.22672079999998,66.1519088,49.242466,34.2321722,912.6241302999999,1.0
4292,37:04.9,60,-107.551826,34.55640169,12.527414,-0.512301,11.235968,-0.311155,11.874063,-0.444985,11.189932,0.392429,-4.676387999999999,-6.154183,-4.02289,-4.33487,-6.210014,-3.576254,-3.921061,-5.397208999999999,-3.362792,-4.058996,-5.416912,-3.6780459999999997,-532162304.0,861.1860960000001,896.6049800000001,903.8136599999999,864.150513,433.184723,441.93188499999997,24.817799,21.132824,111.588264,119.850029,105.12706000000001,104.913246,67.60367600000001,63.668808,65.881821,56.35479,79.600502,51.796997,48.326412,48.683151,34.785385,22.220602,32.998077,31.121075,35.259045,20.29026,38.07093,94.92259200000001,82.699188,69.372826,64.91149899999999,118.40718799999999,94.190804,77.69858599999999,70.002716,94.145645,84.182053,69.39945999999999,60.430679000000005,93.274849,65.941406,53.960097999999995,49.803391,110.99061599999999,94.57386,76.403702,69.275223,98.25856,84.280594,71.970848,64.829041,89.059242,67.07495899999999,55.56208,50.940144000000004,101.73793,81.893433,67.38243100000001,61.260429,895.334167,894.46051,949.335999,926.429993,881.4388123,437.558304,110.36964979999999,66.6219194,49.60218667,34.4469024,916.3901673,1.0
4364,38:05.2,61,-108.29409,34.79489112,12.515921,-0.523794,11.222011,-0.325112,11.86421,-0.454838,11.186648,0.38914499999999996,-4.679672,-6.157467,-4.02289,-4.33487,-6.23957,-3.60581,-3.934196,-5.410344,-3.36936,-4.065564,-5.436616000000001,-3.69775,-550769664.0,865.135193,900.117859,909.5969240000001,867.834534,441.362122,451.036804,24.897385,21.135601,112.36926299999999,122.146965,106.54036699999999,105.901909,68.470413,64.621323,66.59030899999999,56.845546999999996,80.486572,52.039764,48.825008000000004,49.049057,34.948322,22.249969,33.114365,31.312777,35.566936,20.285629,38.197384,95.61255600000001,83.28538499999999,69.956154,65.45483399999999,121.107475,95.40756999999999,78.49588,70.707298,93.83363299999999,85.039009,70.02935,60.953064000000005,93.38871,66.151527,54.451717,50.295609000000006,112.03968799999998,95.343513,77.12039200000001,69.94787600000001,99.58036,84.97404499999999,72.60234100000001,65.495827,89.78969599999999,67.429459,56.041568999999996,51.415981,103.874092,82.543808,67.998436,61.827053,896.96283,898.182007,951.744934,928.5191039999999,885.6711275,446.199463,111.739626,67.4028328,49.97127633,34.6279568,918.8522188,1.0
4436,39:05.5,62,-109.044304,35.03593488,12.497038,-0.5426770000000001,11.2138,-0.333323,11.855179,-0.463869,11.181723,0.38422,-4.68624,-6.164035,-4.072149,-4.384129,-6.285546,-3.651786,-3.973604,-5.449751999999999,-3.3989160000000003,-4.09512,-5.502294999999999,-3.763429,-572499840.0,869.7042849999999,904.2438960000001,914.573975,872.089783,449.74356100000006,460.07196,24.991495,21.116623,113.651207,125.175827,108.091774,107.111,69.373047,65.56886300000001,67.297783,57.356407,80.92370600000001,52.27393,49.327042,49.40855,35.189823,22.273785,33.338432,31.493440999999997,35.861046,20.281691,38.327923,96.435387,83.922035,70.561821,66.024292,124.19041399999999,96.708603,79.310013,71.445847,94.12138399999999,85.96401999999999,70.692757,61.521995999999994,93.382195,66.708794,54.933521,50.776610999999995,113.119766,96.233704,77.875809,70.618675,100.877075,85.704124,73.281693,66.12957,90.580215,67.875061,56.48024399999999,51.879501,105.771126,83.099083,68.620186,62.39468000000001,901.131775,901.29541,955.0964970000001,932.781128,890.1529847999999,454.90776050000005,113.507452,68.10396120000001,50.33650733,34.842133000000004,922.5762025,1.0
4508,40:05.7,63,-109.796066,35.27747601,12.486364,-0.553351,11.203949,-0.343174,11.84779,-0.471258,11.17187,0.374367,-4.679672,-6.157467,-4.068865,-4.380845,-6.2953980000000005,-3.661638,-3.999876,-5.476024,-3.4087669999999997,-4.104971,-5.5318510000000005,-3.792985,-592489280.0,872.62323,908.1748660000001,917.836426,875.814026,457.895447,468.86731,25.050541,21.117781,114.500534,128.561432,108.99931299999999,108.672173,70.305779,66.480339,68.033363,57.83635699999999,80.484329,52.534874,49.816032,49.769985,35.386047,22.262686,33.53614,31.635794,36.075866999999995,20.290029999999998,38.396488,95.816895,84.574898,71.14394399999999,66.552238,127.507103,97.953209,80.055275,72.150543,95.26507600000001,87.179024,71.318954,62.060085,93.30965400000001,67.13945799999999,55.415420999999995,51.24799,114.35778,97.070465,78.610237,71.293221,102.239296,86.614723,73.954758,66.72805,92.338554,68.299805,56.983105,52.315391999999996,107.53620900000001,83.854179,69.205826,62.944038,903.4230349999999,903.966675,958.708679,935.6434939999999,893.612137,463.38137850000004,115.18336299999999,68.6280334,50.70696367,35.006067200000004,925.4354707999998,1.0
4579,41:05.0,64,-109.41709099999999,35.15571134,12.460092999999999,-0.579622,11.174394,-0.372729,11.81495,-0.5040979999999999,11.152167,0.354664,-4.725647,-6.203442,-4.170669,-4.482648999999999,-6.397201,-3.7634410000000003,-4.029431,-5.505579,-3.556546,-4.25275,-5.61395,-3.8750839999999998,-609379904.0,875.203552,910.4157710000001,920.9544070000001,878.076233,466.09747300000004,477.794159,25.144409,21.142313,115.837433,132.921066,111.060616,107.35626200000002,71.203026,67.38176,68.80265,58.41346,81.374306,52.815826,50.31366,50.136745,35.479465000000005,22.286272,33.792603,31.889507000000002,36.312782,20.305548,38.693027,96.79586,85.382645,71.81755799999999,67.209106,130.800522,99.426353,80.92370600000001,72.893684,97.798859,88.356758,71.937729,62.612418999999996,93.162788,67.522163,55.90596800000001,51.720127000000005,115.784279,98.031509,79.449211,72.003075,103.49324,87.384323,74.685753,67.38601700000001,93.982109,68.874062,57.458652,52.770767000000006,109.425873,84.629326,69.882065,63.506069,905.6060789999999,906.2367550000001,961.0043949999999,937.0562130000001,896.1624908,471.94581600000004,116.7938443,69.4350404,51.08874367,35.2334768,927.4758605000001,1.0
4651,42:05.3,65,-105.374016,33.85667134,12.345153999999999,-0.694561,11.064381,-0.482742,11.698367,-0.620681,11.033945,0.236442,-4.879994,-6.357789,-4.354572,-4.666551999999999,-6.502288,-3.868528,-4.223185,-5.699333,-3.819264,-4.515468,-5.768296,-4.0294300000000005,-624758208.0,877.335632,912.5230710000001,922.049683,880.889099,474.008881,486.489258,25.232735,21.139769,117.43701899999999,137.801163,112.74968700000001,108.15713500000001,72.147858,68.238686,69.662262,58.910911999999996,83.272171,53.08681899999999,50.833003999999995,50.512440000000005,35.683403000000006,22.300838,33.819595,32.041889000000005,36.467503,20.299063,38.832386,98.55967700000001,86.219002,72.47434200000001,67.802513,134.467758,100.989502,81.8368,73.648209,101.661751,89.547241,72.731903,63.182357999999994,93.046021,67.956795,56.352768000000005,52.172737,117.38018799999999,98.931519,80.329002,72.737724,105.20156899999999,88.528503,75.430611,68.051506,95.177879,69.347977,57.910495999999995,53.216331000000004,111.108406,85.386673,70.52892299999999,64.090187,907.488831,908.235962,964.296875,940.019775,898.1993712999999,480.2490695,119.03625100000001,70.4463778,51.477421,35.3689552,930.0103608,1.0
