Time in Seconds,Time in Minutes,Displacement in m,Displacement in mm
2784.375000,46.406250,0.002909,-2.909208
2784.375000,46.406250,0.002909,-2.909208
2844.375000,47.406250,0.002946,-2.945998
2844.375000,47.406250,0.002946,-2.945998
2904.375000,48.406250,0.002962,-2.961698
2904.375000,48.406250,0.002962,-2.961698
2964.375000,49.406250,0.002990,-2.989561
2964.375000,49.406250,0.002990,-2.989561
3024.375000,50.406250,0.002998,-2.998227
3024.375000,50.406250,0.002998,-2.998227
3084.375000,51.406250,0.003022,-3.022211
3084.375000,51.406250,0.003022,-3.022211
3144.375000,52.406250,0.003057,-3.056981
3144.375000,52.406250,0.003057,-3.056981
3204.375000,53.406250,0.003066,-3.065677
3204.375000,53.406250,0.003066,-3.065677
3264.375000,54.406250,0.003080,-3.079780
3264.375000,54.406250,0.003080,-3.079780
3324.375000,55.406250,0.003118,-3.118425
3324.375000,55.406250,0.003118,-3.118425
3384.375000,56.406250,0.003180,-3.180389
3384.375000,56.406250,0.003180,-3.180389
3444.375000,57.406250,0.003221,-3.220627
3444.375000,57.406250,0.003221,-3.220627
3504.375000,58.406250,0.003237,-3.236716
3504.375000,58.406250,0.003237,-3.236716
3564.375000,59.406250,0.003274,-3.274150
3564.375000,59.406250,0.003274,-3.274150
3624.375000,60.406250,0.003325,-3.324836
3624.375000,60.406250,0.003325,-3.324836
3684.375000,61.406250,0.003377,-3.376834
3684.375000,61.406250,0.003377,-3.376834
3744.375000,62.406250,0.003449,-3.448952
3744.375000,62.406250,0.003449,-3.448952
3804.375000,63.406250,0.003516,-3.516063
3804.375000,63.406250,0.003516,-3.516063
3864.375000,64.406250,0.003591,-3.591396
3864.375000,64.406250,0.003591,-3.591396
3924.375000,65.406250,0.003712,-3.712359
3924.375000,65.406250,0.003712,-3.712359
3984.375000,66.406250,0.003881,-3.881246
3984.375000,66.406250,0.003881,-3.881246
4044.375000,67.406250,0.004069,-4.068965
4044.375000,67.406250,0.004069,-4.068965
4104.375000,68.406250,0.004289,-4.289260
4104.375000,68.406250,0.004289,-4.289260
4164.375000,69.406250,0.004642,-4.642362
4164.375000,69.406250,0.004642,-4.642362
4224.375000,70.406250,0.005089,-5.088847
4224.375000,70.406250,0.005089,-5.088847
4284.375000,71.406250,0.005624,-5.623938
4284.375000,71.406250,0.005624,-5.623938
4344.375000,72.406250,0.006226,-6.226456
4344.375000,72.406250,0.006226,-6.226456
4404.375000,73.406250,0.006886,-6.885970
4404.375000,73.406250,0.006886,-6.885970
4464.375000,74.406250,0.007330,-7.330480
4464.375000,74.406250,0.007330,-7.330480
4524.375000,75.406250,0.007675,-7.674929
4524.375000,75.406250,0.007675,-7.674929
4584.375000,76.406250,0.007944,-7.944150
4584.375000,76.406250,0.007944,-7.944150
4644.375000,77.406250,0.008206,-8.206038
4644.375000,77.406250,0.008206,-8.206038
4704.375000,78.406250,0.008482,-8.482495
4704.375000,78.406250,0.008482,-8.482495
4764.375000,79.406250,0.008753,-8.753196
4764.375000,79.406250,0.008753,-8.753196
4824.375000,80.406250,0.008937,-8.936977
4824.375000,80.406250,0.008937,-8.936977
4884.375000,81.406250,0.009052,-9.052170
4884.375000,81.406250,0.009052,-9.052170
4944.375000,82.406250,0.009139,-9.138760
4944.375000,82.406250,0.009139,-9.138760
5004.375000,83.406250,0.009216,-9.216100
5004.375000,83.406250,0.009216,-9.216100
5064.375000,84.406250,0.009297,-9.296720
5064.375000,84.406250,0.009297,-9.296720
5124.375000,85.406250,0.009383,-9.383222
5124.375000,85.406250,0.009383,-9.383222
5184.375000,86.406250,0.009448,-9.447793
5184.375000,86.406250,0.009448,-9.447793
5244.375000,87.406250,0.009528,-9.527685
5244.375000,87.406250,0.009528,-9.527685
5304.375000,88.406250,0.009616,-9.615749
5304.375000,88.406250,0.009616,-9.615749
5364.375000,89.406250,0.009693,-9.692533
5364.375000,89.406250,0.009693,-9.692533
5424.375000,90.406250,0.009758,-9.758046
5424.375000,90.406250,0.009758,-9.758046
5484.375000,91.406250,0.009798,-9.797787
5484.375000,91.406250,0.009798,-9.797787
5544.375000,92.406250,0.009843,-9.843337
5544.375000,92.406250,0.009843,-9.843337
5604.375000,93.406250,0.009886,-9.886243
5604.375000,93.406250,0.009886,-9.886243
5664.375000,94.406250,0.009965,-9.965102
5664.375000,94.406250,0.009965,-9.965102
5724.375000,95.406250,0.010028,-10.028238
5724.375000,95.406250,0.010028,-10.028238
5784.375000,96.406250,0.010102,-10.101723
5784.375000,96.406250,0.010102,-10.101723
5844.375000,97.406250,0.010208,-10.207945
5844.375000,97.406250,0.010208,-10.207945
5904.375000,98.406250,0.010271,-10.270824
5904.375000,98.406250,0.010271,-10.270824
5964.375000,99.406250,0.010297,-10.297091
5964.375000,99.406250,0.010297,-10.297091
6024.375000,100.406250,0.010346,-10.345714
6024.375000,100.406250,0.010346,-10.345714
6084.375000,101.406250,0.010360,-10.359922
6084.375000,101.406250,0.010360,-10.359922
6144.375000,102.406250,0.010390,-10.390483
6144.375000,102.406250,0.010390,-10.390483
6204.375000,103.406250,0.010453,-10.453013
6204.375000,103.406250,0.010453,-10.453013
6219.375000,103.656250,0.010454,-10.454308
6219.375000,103.656250,0.010454,-10.454308
6241.875000,104.031250,0.010443,-10.442825
6241.875000,104.031250,0.010443,-10.442825
6264.375000,104.406250,0.010430,-10.429951
6264.375000,104.406250,0.010430,-10.429951
6286.875000,104.781250,0.010424,-10.424434
6286.875000,104.781250,0.010424,-10.424434
6309.375000,105.156250,0.010424,-10.424043
6309.375000,105.156250,0.010424,-10.424043
6343.125000,105.718750,0.010435,-10.434676
6343.125000,105.718750,0.010435,-10.434676
6376.875000,106.281250,0.010437,-10.437353
6376.875000,106.281250,0.010437,-10.437353
6410.625000,106.843750,0.010432,-10.431631
6410.625000,106.843750,0.010432,-10.431631
6461.250000,107.687500,0.010442,-10.441829
6461.250000,107.687500,0.010442,-10.441829
6511.875000,108.531250,0.010459,-10.459398
6511.875000,108.531250,0.010459,-10.459398
6562.500000,109.375000,0.010511,-10.510956
6562.500000,109.375000,0.010511,-10.510956
6613.125000,110.218750,0.010589,-10.588562
6613.125000,110.218750,0.010589,-10.588562
6673.125000,111.218750,0.010600,-10.600271
6673.125000,111.218750,0.010600,-10.600271
6733.125000,112.218750,0.010615,-10.615136
6733.125000,112.218750,0.010615,-10.615136
6793.125000,113.218750,0.010632,-10.631802
6793.125000,113.218750,0.010632,-10.631802
6853.125000,114.218750,0.010622,-10.622270
6853.125000,114.218750,0.010622,-10.622270
6913.125000,115.218750,0.010687,-10.687061
6913.125000,115.218750,0.010687,-10.687061
6973.125000,116.218750,0.010728,-10.727862
6973.125000,116.218750,0.010728,-10.727862
7033.125000,117.218750,0.010730,-10.729973
7033.125000,117.218750,0.010730,-10.729973
7093.125000,118.218750,0.010691,-10.690574
7093.125000,118.218750,0.010691,-10.690574
7153.125000,119.218750,0.010707,-10.706657
7153.125000,119.218750,0.010707,-10.706657
7213.125000,120.218750,0.010711,-10.710623
7213.125000,120.218750,0.010711,-10.710623
7273.125000,121.218750,0.010662,-10.661565
7273.125000,121.218750,0.010662,-10.661565
7333.125000,122.218750,0.010685,-10.685449
7333.125000,122.218750,0.010685,-10.685449
7393.125000,123.218750,0.010634,-10.634110
7393.125000,123.218750,0.010634,-10.634110
7453.125000,124.218750,0.010564,-10.564240
7453.125000,124.218750,0.010564,-10.564240
7513.125000,125.218750,0.010543,-10.543171
7513.125000,125.218750,0.010543,-10.543171
7573.125000,126.218750,0.010508,-10.507514
7573.125000,126.218750,0.010508,-10.507514
7633.125000,127.218750,0.010468,-10.467977
7633.125000,127.218750,0.010468,-10.467977
7693.125000,128.218750,0.010516,-10.515988
7693.125000,128.218750,0.010516,-10.515988
7753.125000,129.218750,0.010451,-10.450977
7753.125000,129.218750,0.010451,-10.450977
7813.125000,130.218750,0.010427,-10.427410
7813.125000,130.218750,0.010427,-10.427410
7873.125000,131.218750,0.010477,-10.476667
7873.125000,131.218750,0.010477,-10.476667
7933.125000,132.218750,0.010445,-10.445488
7933.125000,132.218750,0.010445,-10.445488
7993.125000,133.218750,0.010474,-10.473591
7993.125000,133.218750,0.010474,-10.473591
8053.125000,134.218750,0.010463,-10.462842
8053.125000,134.218750,0.010463,-10.462842
8113.125000,135.218750,0.010433,-10.433451
8113.125000,135.218750,0.010433,-10.433451
8173.125000,136.218750,0.010435,-10.435144
8173.125000,136.218750,0.010435,-10.435144
8233.125000,137.218750,0.010437,-10.436972
8233.125000,137.218750,0.010437,-10.436972
8293.125000,138.218750,0.010423,-10.422640
8293.125000,138.218750,0.010423,-10.422640
8353.125000,139.218750,0.010359,-10.359485
8353.125000,139.218750,0.010359,-10.359485
8413.125000,140.218750,0.010333,-10.333157
8413.125000,140.218750,0.010333,-10.333157
8473.125000,141.218750,0.010331,-10.331414
8473.125000,141.218750,0.010331,-10.331414
8533.125000,142.218750,0.010321,-10.321098
8533.125000,142.218750,0.010321,-10.321098
8593.125000,143.218750,0.010257,-10.257072
8593.125000,143.218750,0.010257,-10.257072
8653.125000,144.218750,0.010243,-10.243310
8653.125000,144.218750,0.010243,-10.243310
8713.125000,145.218750,0.010188,-10.188371
8713.125000,145.218750,0.010188,-10.188371
8773.125000,146.218750,0.010186,-10.185824
8773.125000,146.218750,0.010186,-10.185824
8833.125000,147.218750,0.010180,-10.179932
8833.125000,147.218750,0.010180,-10.179932
8893.125000,148.218750,0.010180,-10.180225
8893.125000,148.218750,0.010180,-10.180225
8953.125000,149.218750,0.010182,-10.181817
8953.125000,149.218750,0.010182,-10.181817
9013.125000,150.218750,0.010166,-10.166145
9013.125000,150.218750,0.010166,-10.166145
9073.125000,151.218750,0.010108,-10.108463
9073.125000,151.218750,0.010108,-10.108463
9133.125000,152.218750,0.010114,-10.114295
9133.125000,152.218750,0.010114,-10.114295
9193.125000,153.218750,0.010122,-10.122048
9193.125000,153.218750,0.010122,-10.122048
9253.125000,154.218750,0.010120,-10.120095
9253.125000,154.218750,0.010120,-10.120095
9313.125000,155.218750,0.010082,-10.082058
9313.125000,155.218750,0.010082,-10.082058
9373.125000,156.218750,0.010101,-10.101132
9373.125000,156.218750,0.010101,-10.101132
9433.125000,157.218750,0.010133,-10.132927
9433.125000,157.218750,0.010133,-10.132927
9493.125000,158.218750,0.010166,-10.165999
9493.125000,158.218750,0.010166,-10.165999
9553.125000,159.218750,0.010201,-10.200920
9553.125000,159.218750,0.010201,-10.200920
9613.125000,160.218750,0.010237,-10.236898
9613.125000,160.218750,0.010237,-10.236898
9673.125000,161.218750,0.010265,-10.265262
9673.125000,161.218750,0.010265,-10.265262
9733.125000,162.218750,0.010290,-10.290261
9733.125000,162.218750,0.010290,-10.290261
9793.125000,163.218750,0.010335,-10.334593
9793.125000,163.218750,0.010335,-10.334593
9853.125000,164.218750,0.010279,-10.279146
9853.125000,164.218750,0.010279,-10.279146
9913.125000,165.218750,0.010264,-10.264304
9913.125000,165.218750,0.010264,-10.264304
9973.125000,166.218750,0.010269,-10.269467
9973.125000,166.218750,0.010269,-10.269467
10033.125000,167.218750,0.010293,-10.292564
10033.125000,167.218750,0.010293,-10.292564
10093.125000,168.218750,0.010235,-10.234671
10093.125000,168.218750,0.010235,-10.234671
10153.125000,169.218750,0.010293,-10.293289
10153.125000,169.218750,0.010293,-10.293289
10213.125000,170.218750,0.010307,-10.306626
10213.125000,170.218750,0.010307,-10.306626
10228.125000,170.468750,0.010308,-10.307697
10228.125000,170.468750,0.010308,-10.307697
10250.625000,170.843750,0.010309,-10.309117
10250.625000,170.843750,0.010309,-10.309117
10284.375000,171.406250,0.010315,-10.314506
10284.375000,171.406250,0.010315,-10.314506
10335.000000,172.250000,0.010325,-10.324705
10335.000000,172.250000,0.010325,-10.324705
10395.000000,173.250000,0.010337,-10.337230
10395.000000,173.250000,0.010337,-10.337230
10410.000000,173.500000,0.010338,-10.338230
10410.000000,173.500000,0.010338,-10.338230
10425.000000,173.750000,0.010339,-10.339217
10425.000000,173.750000,0.010339,-10.339217
10440.000000,174.000000,0.010340,-10.340382
10440.000000,174.000000,0.010340,-10.340382
10445.625000,174.093750,0.012742,-12.741748
10445.625000,174.093750,0.012742,-12.741748
10451.250000,174.187500,0.015183,-15.183190
10451.250000,174.187500,0.015183,-15.183190
10452.656250,174.210938,0.015852,-15.852008
10452.656250,174.210938,0.015852,-15.852008
10454.062500,174.234375,0.016387,-16.386563
10454.062500,174.234375,0.016387,-16.386563
10454.414062,174.240234,0.016523,-16.522557
10454.414062,174.240234,0.016523,-16.522557
10454.458008,174.240967,0.016535,-16.534995
10454.458008,174.240967,0.016535,-16.534995
10454.501953,174.241699,0.016547,-16.546765
10454.501953,174.241699,0.016547,-16.546765
10454.504883,174.241748,0.016548,-16.547551
10454.504883,174.241748,0.016548,-16.547551
10454.505859,174.241764,0.016548,-16.547749
10454.505859,174.241764,0.016548,-16.547749
10454.505859,174.241764,0.016548,-16.547946
10454.505859,174.241764,0.016548,-16.547946
10454.506836,174.241781,0.016548,-16.548019
10454.506836,174.241781,0.016548,-16.548019
10454.506836,174.241781,0.016548,-16.548093
10454.506836,174.241781,0.016548,-16.548093
10454.506836,174.241781,0.016548,-16.548166
10454.506836,174.241781,0.016548,-16.548166
10454.506836,174.241781,0.016548,-16.548194
10454.506836,174.241781,0.016548,-16.548194
10454.506836,174.241781,0.016548,-16.548235
10454.506836,174.241781,0.016548,-16.548235
10454.506836,174.241781,0.016548,-16.548250
10454.506836,174.241781,0.016548,-16.548250
10454.507812,174.241797,0.016548,-16.548282
10454.507812,174.241797,0.016548,-16.548282
10454.507812,174.241797,0.016548,-16.548326
10454.507812,174.241797,0.016548,-16.548326
10454.507812,174.241797,0.016548,-16.548395
10454.507812,174.241797,0.016548,-16.548395
10454.507812,174.241797,0.016548,-16.548498
10454.507812,174.241797,0.016548,-16.548498
10454.507812,174.241797,0.016549,-16.548524
10454.507812,174.241797,0.016549,-16.548524
10454.508789,174.241813,0.016549,-16.548548
10454.508789,174.241813,0.016549,-16.548548
10454.508789,174.241813,0.016549,-16.548557
10454.508789,174.241813,0.016549,-16.548557
10454.508789,174.241813,0.016549,-16.548572
10454.508789,174.241813,0.016549,-16.548572
10454.508789,174.241813,0.016549,-16.548600
10454.508789,174.241813,0.016549,-16.548600
10454.508789,174.241813,0.016549,-16.548643
10454.508789,174.241813,0.016549,-16.548643
10454.508789,174.241813,0.016549,-16.548686
10454.508789,174.241813,0.016549,-16.548686
10454.508789,174.241813,0.016549,-16.548729
10454.508789,174.241813,0.016549,-16.548729
10454.508789,174.241813,0.016549,-16.548792
10454.508789,174.241813,0.016549,-16.548792
10454.508789,174.241813,0.016549,-16.548809
10454.508789,174.241813,0.016549,-16.548809
10454.509766,174.241829,0.016549,-16.548824
10454.509766,174.241829,0.016549,-16.548824
10454.509766,174.241829,0.016549,-16.548848
10454.509766,174.241829,0.016549,-16.548848
10454.509766,174.241829,0.016549,-16.548872
10454.509766,174.241829,0.016549,-16.548872
10454.509766,174.241829,0.016549,-16.548894
10454.509766,174.241829,0.016549,-16.548894
10454.509766,174.241829,0.016549,-16.548930
10454.509766,174.241829,0.016549,-16.548930
10454.509766,174.241829,0.016549,-16.548984
10454.509766,174.241829,0.016549,-16.548984
10454.509766,174.241829,0.016549,-16.549002
10454.509766,174.241829,0.016549,-16.549002
10454.509766,174.241829,0.016549,-16.549032
10454.509766,174.241829,0.016549,-16.549032
10454.510742,174.241846,0.016549,-16.549077
10454.510742,174.241846,0.016549,-16.549077
10454.510742,174.241846,0.016549,-16.549122
10454.510742,174.241846,0.016549,-16.549122
10454.510742,174.241846,0.016549,-16.549133
10454.510742,174.241846,0.016549,-16.549133
10454.510742,174.241846,0.016549,-16.549144
10454.510742,174.241846,0.016549,-16.549144
10454.510742,174.241846,0.016549,-16.549164
10454.510742,174.241846,0.016549,-16.549164
10454.510742,174.241846,0.016549,-16.549187
10454.510742,174.241846,0.016549,-16.549187
10454.510742,174.241846,0.016549,-16.549209
10454.510742,174.241846,0.016549,-16.549209
10454.510742,174.241846,0.016549,-16.549231
10454.510742,174.241846,0.016549,-16.549231
10454.510742,174.241846,0.016549,-16.549263
10454.510742,174.241846,0.016549,-16.549263
10454.510742,174.241846,0.016549,-16.549297
10454.510742,174.241846,0.016549,-16.549297
10454.510742,174.241846,0.016549,-16.549304
10454.510742,174.241846,0.016549,-16.549304
10454.510742,174.241846,0.016549,-16.549317
10454.510742,174.241846,0.016549,-16.549317
10454.511719,174.241862,0.016549,-16.549334
10454.511719,174.241862,0.016549,-16.549334
10454.511719,174.241862,0.016549,-16.549353
10454.511719,174.241862,0.016549,-16.549353
10454.511719,174.241862,0.016549,-16.549371
10454.511719,174.241862,0.016549,-16.549371
10454.511719,174.241862,0.016549,-16.549399
10454.511719,174.241862,0.016549,-16.549399
10454.511719,174.241862,0.016549,-16.549425
10454.511719,174.241862,0.016549,-16.549425
10454.511719,174.241862,0.016549,-16.549453
10454.511719,174.241862,0.016549,-16.549453
10454.511719,174.241862,0.016549,-16.549479
10454.511719,174.241862,0.016549,-16.549479
10454.511719,174.241862,0.016550,-16.549520
10454.511719,174.241862,0.016550,-16.549520
10454.511719,174.241862,0.016550,-16.549580
10454.511719,174.241862,0.016550,-16.549580
10454.512695,174.241878,0.016550,-16.549641
10454.512695,174.241878,0.016550,-16.549641
10454.512695,174.241878,0.016550,-16.549656
10454.512695,174.241878,0.016550,-16.549656
10454.512695,174.241878,0.016550,-16.549671
10454.512695,174.241878,0.016550,-16.549671
10454.512695,174.241878,0.016550,-16.549693
10454.512695,174.241878,0.016550,-16.549693
10454.512695,174.241878,0.016550,-16.549727
10454.512695,174.241878,0.016550,-16.549727
10454.512695,174.241878,0.016550,-16.549760
10454.512695,174.241878,0.016550,-16.549760
10454.512695,174.241878,0.016550,-16.549794
10454.512695,174.241878,0.016550,-16.549794
10454.512695,174.241878,0.016550,-16.549828
10454.512695,174.241878,0.016550,-16.549828
10454.513672,174.241895,0.016550,-16.549895
10454.513672,174.241895,0.016550,-16.549895
10454.513672,174.241895,0.016550,-16.549962
10454.513672,174.241895,0.016550,-16.549962
10454.513672,174.241895,0.016550,-16.549965
10454.513672,174.241895,0.016550,-16.549965
10454.513672,174.241895,0.016550,-16.549969
10454.513672,174.241895,0.016550,-16.549969
10454.513672,174.241895,0.016550,-16.549975
10454.513672,174.241895,0.016550,-16.549975
10454.513672,174.241895,0.016550,-16.549980
10454.513672,174.241895,0.016550,-16.549980
10454.513672,174.241895,0.016550,-16.549993
10454.513672,174.241895,0.016550,-16.549993
10454.513672,174.241895,0.016550,-16.549999
10454.513672,174.241895,0.016550,-16.549999
10454.513672,174.241895,0.016550,-16.550003
10454.513672,174.241895,0.016550,-16.550003
10454.513672,174.241895,0.016550,-16.550004
10454.513672,174.241895,0.016550,-16.550004
10454.513672,174.241895,0.016550,-16.550008
10454.513672,174.241895,0.016550,-16.550008
10454.513672,174.241895,0.016550,-16.550010
10454.513672,174.241895,0.016550,-16.550010
10454.513672,174.241895,0.016550,-16.550012
10454.513672,174.241895,0.016550,-16.550012
10454.513672,174.241895,0.016550,-16.550016
10454.513672,174.241895,0.016550,-16.550016
10454.513672,174.241895,0.016550,-16.550016
10454.513672,174.241895,0.016550,-16.550016
10454.513672,174.241895,0.016550,-16.550018
10454.513672,174.241895,0.016550,-16.550018
10454.513672,174.241895,0.016550,-16.550019
10454.513672,174.241895,0.016550,-16.550019
10454.513672,174.241895,0.016550,-16.550019
10454.513672,174.241895,0.016550,-16.550019
10454.513672,174.241895,0.016550,-16.550021
10454.513672,174.241895,0.016550,-16.550021
10454.513672,174.241895,0.016550,-16.550023
10454.513672,174.241895,0.016550,-16.550023
10454.513672,174.241895,0.016550,-16.550027
10454.513672,174.241895,0.016550,-16.550027
10454.513672,174.241895,0.016550,-16.550032
10454.513672,174.241895,0.016550,-16.550032
10454.513672,174.241895,0.016550,-16.550042
10454.513672,174.241895,0.016550,-16.550042
10454.513672,174.241895,0.016550,-16.550055
10454.513672,174.241895,0.016550,-16.550055
10454.513672,174.241895,0.016550,-16.550060
10454.513672,174.241895,0.016550,-16.550060
10454.513672,174.241895,0.016550,-16.550073
10454.513672,174.241895,0.016550,-16.550073
10454.514648,174.241911,0.016550,-16.550092
10454.514648,174.241911,0.016550,-16.550092
10454.514648,174.241911,0.016550,-16.550113
10454.514648,174.241911,0.016550,-16.550113
10454.514648,174.241911,0.016550,-16.550131
10454.514648,174.241911,0.016550,-16.550131
10454.514648,174.241911,0.016550,-16.550159
10454.514648,174.241911,0.016550,-16.550159
10454.514648,174.241911,0.016550,-16.550202
10454.514648,174.241911,0.016550,-16.550202
10454.514648,174.241911,0.016550,-16.550267
10454.514648,174.241911,0.016550,-16.550267
10454.515625,174.241927,0.016550,-16.550362
10454.515625,174.241927,0.016550,-16.550362
10454.515625,174.241927,0.016550,-16.550459
10454.515625,174.241927,0.016550,-16.550459
10454.516602,174.241943,0.016551,-16.550554
10454.516602,174.241943,0.016551,-16.550554
10454.516602,174.241943,0.016551,-16.550578
10454.516602,174.241943,0.016551,-16.550578
10454.516602,174.241943,0.016551,-16.550615
10454.516602,174.241943,0.016551,-16.550615
10454.516602,174.241943,0.016551,-16.550668
10454.516602,174.241943,0.016551,-16.550668
10454.516602,174.241943,0.016551,-16.550688
10454.516602,174.241943,0.016551,-16.550688
10454.516602,174.241943,0.016551,-16.550696
10454.516602,174.241943,0.016551,-16.550696
10454.516602,174.241943,0.016551,-16.550703
10454.516602,174.241943,0.016551,-16.550703
10454.516602,174.241943,0.016551,-16.550710
10454.516602,174.241943,0.016551,-16.550710
10454.516602,174.241943,0.016551,-16.550725
10454.516602,174.241943,0.016551,-16.550725
10454.516602,174.241943,0.016551,-16.550740
10454.516602,174.241943,0.016551,-16.550740
10454.516602,174.241943,0.016551,-16.550755
10454.516602,174.241943,0.016551,-16.550755
10454.517578,174.241960,0.016551,-16.550777
