Time in Seconds,Time in Minutes,Load in N,Load in kN,Displacement in m,Displacement in mm-O,Displacement in mm
3637.309814,60.62183,28790.04688,28.790047,0.000476,0.476378,-1.767751
3697.309814,61.62183,28790.04297,28.790043,0.000512,0.511907,-1.80328
3757.309814,62.62183,28790.04297,28.790043,0.000546,0.546293,-1.837666
3817.309814,63.62183,28790.04883,28.790049,0.000587,0.586936,-1.878309
3877.309814,64.62183,28790.06055,28.790061,0.000636,0.636215,-1.927588
3937.309814,65.62183,28790.07031,28.79007,0.000695,0.694617,-1.98599
3997.309814,66.62183,28790.0957,28.790096,0.000775,0.774859,-2.066232
4057.309814,67.62183,28790.12305,28.790123,0.000878,0.877673,-2.169046
4117.30957,68.621826,28790.15039,28.79015,0.001004,1.00436,-2.295733
4177.30957,69.621826,28790.19727,28.790197,0.001171,1.171103,-2.462476
4237.30957,70.621826,28790.24023,28.79024,0.001375,1.375091,-2.666464
4297.30957,71.621826,28790.26172,28.790262,0.001598,1.598242,-2.889615
4357.30957,72.621826,28790.31055,28.790311,0.001865,1.864867,-3.15624
4417.30957,73.621826,28790.30664,28.790307,0.002129,2.128677,-3.42005
4477.30957,74.621826,28790.2832,28.790283,0.002374,2.373567,-3.66494
4537.30957,75.621826,28790.27734,28.790277,0.002615,2.614864,-3.906237
4597.30957,76.621826,28790.26953,28.79027,0.00285,2.850002,-4.141375
4657.30957,77.621826,28790.25781,28.790258,0.003077,3.076827,-4.3682
4717.30957,78.621826,28790.28711,28.790287,0.003331,3.331062,-4.622435
4732.30957,78.871826,28790.29883,28.790299,0.003397,3.397434,-4.688807
4737.93457,78.965576,28790.29102,28.790291,0.003422,3.422144,-4.713517
4746.37207,79.106201,28792.74414,28.792744,0.00378,3.779649,-5.071022
4753.444336,79.224072,28793.30859,28.793309,0.004142,4.141869,-5.433242
4760.516602,79.341943,28792.43164,28.792432,0.004478,4.47821,-5.769583
4762.284668,79.371411,28792.17578,28.792176,0.004561,4.560957,-5.85233
4764.936523,79.415609,28791.89063,28.791891,0.004675,4.67482,-5.966193
4765.931152,79.432186,28791.83008,28.79183,0.004718,4.717708,-6.009081
4767.422852,79.457048,28791.58789,28.791588,0.004776,4.776196,-6.067569
4767.982422,79.466374,28791.39258,28.791393,0.004796,4.79586,-6.087233
4768.821289,79.480355,28791.36719,28.791367,0.004825,4.824904,-6.116277
4769.13623,79.485604,28791.42773,28.791428,0.004836,4.83639,-6.127763
4769.60791,79.493465,28791.375,28.791375,0.004853,4.853298,-6.144671
4769.785156,79.496419,28791.31641,28.791316,0.004859,4.859436,-6.150809
4769.851562,79.497526,28790.61719,28.790617,0.00486,4.860286,-6.151659
4769.951172,79.499186,28789.85742,28.789857,0.004861,4.860659,-6.152032
4770.100586,79.501676,28790.13281,28.790133,0.004863,4.86283,-6.154203
4770.25,79.504167,28790.58789,28.790588,0.004866,4.866313,-6.157686
4770.398926,79.506649,28790.82617,28.790826,0.00487,4.870418,-6.161791
4770.623047,79.510384,28790.94141,28.790941,0.004877,4.87684,-6.168213
4770.958984,79.515983,28790.92969,28.79093,0.004886,4.886121,-6.177494
4771.463379,79.52439,28790.93164,28.790932,0.0049,4.899922,-6.191295
4771.652344,79.527539,28790.54297,28.790543,0.004904,4.903769,-6.195142
4771.723145,79.528719,28790.375,28.790375,0.004905,4.904851,-6.196224
4771.82959,79.530493,28790.27344,28.790273,0.004906,4.90579,-6.197163
4771.98877,79.533146,28790.38477,28.790385,0.004908,4.907615,-6.198988
4772.228027,79.537134,28790.52734,28.790527,0.004911,4.911462,-6.202835
4772.586914,79.543115,28790.63281,28.790633,0.004919,4.91853,-6.209903
4773.125,79.552083,28790.63867,28.790639,0.004929,4.929359,-6.220732
4773.663574,79.56106,28790.63477,28.790635,0.00494,4.940226,-6.231599
4774.20166,79.570028,28790.61133,28.790611,0.004951,4.950682,-6.242055
4775.009277,79.583488,28790.61133,28.790611,0.004966,4.966304,-6.257677
4776.220215,79.60367,28790.58594,28.790586,0.00499,4.98961,-6.280983
4776.674316,79.611239,28790.50195,28.790502,0.004998,4.997693,-6.289066
4776.844727,79.614079,28790.41797,28.790418,0.005,5.000451,-6.291824
4776.908691,79.615145,28790.16797,28.790168,0.005001,5.001097,-6.29247
4776.972168,79.616203,28789.74023,28.78974,0.005001,5.001043,-6.292416
4777.036133,79.617269,28789.85547,28.789855,0.005001,5.00111,-6.292483
4777.100098,79.618335,28790.11133,28.790111,0.005002,5.001553,-6.292926
4777.164062,79.619401,28789.96289,28.789963,0.005001,5.001293,-6.292666
4777.228027,79.620467,28790.00977,28.79001,0.005001,5.001168,-6.292541
4777.291504,79.621525,28790.17969,28.79018,0.005002,5.001572,-6.292945
4777.387695,79.623128,28789.92578,28.789926,0.005002,5.002084,-6.293457
4777.411621,79.623527,28789.50391,28.789504,0.005002,5.002058,-6.293431
4777.435547,79.623926,28789.0918,28.789092,0.005002,5.001816,-6.293189
4777.444336,79.624072,28788.93945,28.788939,0.005002,5.001697,-6.29307
4777.458008,79.6243,28787.92773,28.787928,0.005001,5.001366,-6.292739
4777.462891,79.624382,28786.93945,28.786939,0.005001,5.001162,-6.292535
4777.470703,79.624512,28691.61523,28.691615,0.004994,4.994486,-6.285859
4777.478027,79.624634,28698.5293,28.698529,0.004987,4.9874,-6.278773
4777.48584,79.624764,28710.38672,28.710387,0.004981,4.981028,-6.272401
4777.493164,79.624886,28701.12891,28.701129,0.004974,4.974058,-6.265431
4777.495117,79.624919,28694.20508,28.694205,0.004972,4.972219,-6.263592
4777.498047,79.624967,28676.44727,28.676447,0.004969,4.968959,-6.260332
4777.499023,79.624984,28667.7168,28.667717,0.004968,4.967649,-6.259022
4777.500488,79.625008,28654.19922,28.654199,0.004965,4.96542,-6.256793
4777.500977,79.625016,28648.64648,28.648646,0.004965,4.96454,-6.255913
4777.501953,79.625033,28640.45508,28.640455,0.004963,4.963083,-6.254456
4777.503418,79.625057,28627.4043,28.627404,0.00496,4.960346,-6.251719
4777.505371,79.62509,28605.18359,28.605184,0.004951,4.950921,-6.242294
4777.507324,79.625122,28582.79102,28.582791,0.004942,4.941782,-6.233155
4777.509766,79.625163,28566.72656,28.566727,0.004934,4.933567,-6.22494
4777.511719,79.625195,28556.79297,28.556793,0.004926,4.925858,-6.217231
4777.514648,79.625244,28551.02148,28.551021,0.004914,4.914205,-6.205578
4777.519043,79.625317,28545.66602,28.545666,0.004883,4.883458,-6.174831
4777.523926,79.625399,28551.19531,28.551195,0.004845,4.845027,-6.1364
4777.524902,79.625415,28554.83984,28.55484,0.004836,4.836359,-6.127732
4777.525879,79.625431,28559.39844,28.559398,0.004828,4.82844,-6.119813
4777.527832,79.625464,28566.46094,28.566461,0.004818,4.817605,-6.108978
4777.530273,79.625505,28575.61719,28.575617,0.004803,4.802874,-6.094247
4777.53418,79.62557,28587.12891,28.587129,0.004783,4.783269,-6.074642
4777.540039,79.625667,28598.73633,28.598736,0.004757,4.757316,-6.048689
4777.54834,79.625806,28607.73438,28.607734,0.004722,4.722411,-6.013784
4777.561523,79.626025,28612.66211,28.612662,0.004675,4.674919,-5.966292
4777.574219,79.626237,28616.4707,28.616471,0.004631,4.630588,-5.921961
4777.587402,79.626457,28618.20313,28.618203,0.004588,4.588186,-5.879559
4777.606934,79.626782,28617.70117,28.617701,0.004526,4.52583,-5.817203
4777.626465,79.627108,28615.35742,28.615357,0.004464,4.463569,-5.754942
4777.645508,79.627425,28611.0625,28.611062,0.0044,4.400474,-5.691847
4777.665039,79.627751,28605.85938,28.605859,0.004336,4.336003,-5.627376
4777.68457,79.628076,28599.47852,28.599479,0.004268,4.267539,-5.558912
4777.704102,79.628402,28593.32617,28.593326,0.004197,4.196821,-5.488194
4777.723633,79.628727,28588.07227,28.588072,0.004126,4.12566,-5.417033
4777.742676,79.629045,28578.31445,28.578314,0.004053,4.052666,-5.344039
4777.762207,79.62937,28563.23828,28.563238,0.003977,3.976815,-5.268188
4777.781738,79.629696,28561.07227,28.561072,0.0039,3.900327,-5.1917
4777.80127,79.630021,28562.02734,28.562027,0.003824,3.823736,-5.115109
4777.808594,79.630143,28562.12891,28.562129,0.003795,3.794967,-5.08634
4777.819336,79.630322,28561.76953,28.56177,0.003752,3.75181,-5.043183
4777.835938,79.630599,28561.39844,28.561398,0.003687,3.687096,-4.978469
4777.860352,79.631006,28561.20703,28.561207,0.00359,3.590065,-4.881438
4777.869629,79.63116,28561.37305,28.561373,0.003554,3.55369,-4.845063
4777.883789,79.631396,28562.24609,28.562246,0.003499,3.499333,-4.790706
4777.904297,79.631738,28563.88477,28.563885,0.003418,3.418153,-4.709526
4777.912109,79.631868,28564.56836,28.564568,0.003388,3.387771,-4.679144
4777.923828,79.632064,28565.61133,28.565611,0.003342,3.342466,-4.633839
4777.941406,79.632357,28567.22461,28.567225,0.003275,3.27503,-4.566403
4777.947754,79.632463,28567.48438,28.567484,0.00325,3.249815,-4.541188
4777.95752,79.632625,28568.0293,28.568029,0.003212,3.212187,-4.50356
4777.972656,79.632878,28569.41406,28.569414,0.003156,3.156171,-4.447544
4777.994629,79.633244,28571.97266,28.571973,0.003073,3.073078,-4.364451
4778.00293,79.633382,28572.8418,28.572842,0.003042,3.042106,-4.333479
4778.015625,79.633594,28574.39844,28.574398,0.002996,2.996055,-4.287428
4778.03418,79.633903,28576.88281,28.576883,0.002928,2.927802,-4.219175
4778.041016,79.634017,28577.56055,28.577561,0.002902,2.902314,-4.193687
4778.051758,79.634196,28578.88281,28.578883,0.002864,2.864392,-4.155765
4778.067383,79.634456,28580.90234,28.580902,0.002808,2.808106,-4.099479
4778.091309,79.634855,28583.81836,28.583818,0.002725,2.724832,-4.016205
4778.091797,79.634863,28032.00391,28.032004,0.002634,2.633567,-3.92494
4778.092285,79.634871,27922.54492,27.922545,0.002561,2.56053,-3.851903
4778.092773,79.63488,27942.73633,27.942736,0.002492,2.491581,-3.782954
4778.092773,79.63488,27995.06836,27.995068,0.002492,2.491581,-3.782954
4778.092773,79.63488,27942.73633,27.942736,0.002428,2.427756,-3.719129
4778.092773,79.63488,27995.06836,27.995068,0.002428,2.427756,-3.719129
4778.09375,79.634896,28070.83789,28.070838,0.002341,2.341312,-3.632685
4778.094727,79.634912,28151.10938,28.151109,0.002225,2.225163,-3.516536
4778.095703,79.634928,28222.4707,28.222471,0.002068,2.068237,-3.35961
4778.097168,79.634953,28266.49219,28.266492,0.001922,1.921945,-3.213318
4778.098633,79.634977,28296.06836,28.296068,0.001783,1.783058,-3.074431
4778.100098,79.635002,28318.01367,28.318014,0.00165,1.649993,-2.941366
4778.101562,79.635026,28336.05469,28.336055,0.001522,1.521856,-2.813229
4778.103027,79.63505,28351.93359,28.351934,0.001398,1.398177,-2.68955
4778.104492,79.635075,28366.58203,28.366582,0.001279,1.278675,-2.570048
4778.105957,79.635099,28380.45508,28.380455,0.001163,1.163168,-2.454541
4778.10791,79.635132,28401.17383,28.401174,0.000999,0.99879,-2.290163
4778.109863,79.635164,28420.17773,28.420178,0.000843,0.842699,-2.134072
4778.112305,79.635205,28438.55469,28.438555,0.000695,0.694625,-1.985998
4778.114258,79.635238,28456.35547,28.456355,0.000554,0.554349,-1.845722
4778.116211,79.63527,28473.58008,28.47358,0.000422,0.421556,-1.712929
4778.119629,79.635327,28498.72656,28.498727,0.000238,0.238491,-1.529864
4778.122559,79.635376,28521.73633,28.521736,0.00007,0.069976,-1.361349
4778.125977,79.635433,28543.05859,28.543059,-0.000085,-0.085286,-1.206087
4778.128906,79.635482,28561.60156,28.561602,-0.000228,-0.228331,-1.063042
4778.132324,79.635539,28577.71875,28.577719,-0.000361,-0.360756,-0.930617
4778.136719,79.635612,28594.80859,28.594809,-0.000544,-0.543541,-0.747832
4778.138672,79.635645,28595.29883,28.595299,-0.000612,-0.612176,-0.679197
4778.13916,79.635653,28594.48047,28.59448,-0.000638,-0.638016,-0.653357
4778.140137,79.635669,28593.11914,28.593119,-0.000677,-0.677065,-0.614308
4778.140625,79.635677,28592.06836,28.592068,-0.000692,-0.691766,-0.599607
4778.140625,79.635677,28591.61133,28.591611,-0.000692,-0.691766,-0.599607
4778.140625,79.635677,28592.06836,28.592068,-0.000697,-0.697284,-0.594089
4778.140625,79.635677,28591.61133,28.591611,-0.000697,-0.697284,-0.594089
4778.141113,79.635685,28590.45703,28.590457,-0.000706,-0.705619,-0.585754
4778.141113,79.635685,28589.05859,28.589059,-0.000706,-0.705619,-0.585754
4778.141113,79.635685,28581.43359,28.581434,-0.000706,-0.705619,-0.585754
4778.141113,79.635685,28590.45703,28.590457,-0.000709,-0.708789,-0.582584
4778.141113,79.635685,28589.05859,28.589059,-0.000709,-0.708789,-0.582584
4778.141113,79.635685,28581.43359,28.581434,-0.000709,-0.708789,-0.582584
4778.141113,79.635685,28590.45703,28.590457,-0.000714,-0.713918,-0.577455
4778.141113,79.635685,28589.05859,28.589059,-0.000714,-0.713918,-0.577455
4778.141113,79.635685,28581.43359,28.581434,-0.000714,-0.713918,-0.577455
4778.141602,79.635693,28549.26172,28.549262,-0.000724,-0.723607,-0.567766
4778.141602,79.635693,28535.28125,28.535281,-0.000724,-0.723607,-0.567766
4778.141602,79.635693,28514.22656,28.514227,-0.000724,-0.723607,-0.567766
4778.141602,79.635693,28486.04102,28.486041,-0.000724,-0.723607,-0.567766
4778.141602,79.635693,28549.26172,28.549262,-0.000728,-0.727514,-0.563859
4778.141602,79.635693,28535.28125,28.535281,-0.000728,-0.727514,-0.563859
4778.141602,79.635693,28514.22656,28.514227,-0.000728,-0.727514,-0.563859
4778.141602,79.635693,28486.04102,28.486041,-0.000728,-0.727514,-0.563859
4778.141602,79.635693,28549.26172,28.549262,-0.000734,-0.733893,-0.55748
4778.141602,79.635693,28535.28125,28.535281,-0.000734,-0.733893,-0.55748
4778.141602,79.635693,28514.22656,28.514227,-0.000734,-0.733893,-0.55748
4778.141602,79.635693,28486.04102,28.486041,-0.000734,-0.733893,-0.55748
4778.141602,79.635693,28549.26172,28.549262,-0.000744,-0.744413,-0.54696
4778.141602,79.635693,28535.28125,28.535281,-0.000744,-0.744413,-0.54696
4778.141602,79.635693,28514.22656,28.514227,-0.000744,-0.744413,-0.54696
4778.141602,79.635693,28486.04102,28.486041,-0.000744,-0.744413,-0.54696
4778.14209,79.635701,28455.11523,28.455115,-0.000762,-0.761515,-0.529858
4778.14209,79.635701,28427.9668,28.427967,-0.000762,-0.761515,-0.529858
4778.14209,79.635701,28455.11523,28.455115,-0.000789,-0.788552,-0.502821
4778.14209,79.635701,28427.9668,28.427967,-0.000789,-0.788552,-0.502821
4778.142578,79.63571,28408.86523,28.408865,-0.000816,-0.816497,-0.474876
4778.143066,79.635718,28392.18359,28.392184,-0.000845,-0.845296,-0.446077
4778.143066,79.635718,28385.57227,28.385572,-0.000845,-0.845296,-0.446077
4778.143066,79.635718,28376.13281,28.376133,-0.000845,-0.845296,-0.446077
4778.143066,79.635718,28392.18359,28.392184,-0.000856,-0.856213,-0.43516
4778.143066,79.635718,28385.57227,28.385572,-0.000856,-0.856213,-0.43516
4778.143066,79.635718,28376.13281,28.376133,-0.000856,-0.856213,-0.43516
4778.143066,79.635718,28392.18359,28.392184,-0.000873,-0.872872,-0.418501
4778.143066,79.635718,28385.57227,28.385572,-0.000873,-0.872872,-0.418501
4778.143066,79.635718,28376.13281,28.376133,-0.000873,-0.872872,-0.418501
4778.143555,79.635726,28372.38672,28.372387,-0.000879,-0.879156,-0.412217
4778.143555,79.635726,28365.26563,28.365266,-0.000879,-0.879156,-0.412217
4778.143555,79.635726,28361.21289,28.361213,-0.000879,-0.879156,-0.412217
4778.143555,79.635726,28351.19922,28.351199,-0.000879,-0.879156,-0.412217
4778.143555,79.635726,28336.26563,28.336266,-0.000879,-0.879156,-0.412217
4778.143555,79.635726,28316.28516,28.316285,-0.000879,-0.879156,-0.412217
4778.143555,79.635726,28279.36523,28.279365,-0.000879,-0.879156,-0.412217
4778.143555,79.635726,28264.26172,28.264262,-0.000879,-0.879156,-0.412217
4778.143555,79.635726,28372.38672,28.372387,-0.000889,-0.888698,-0.402675
4778.143555,79.635726,28365.26563,28.365266,-0.000889,-0.888698,-0.402675
4778.143555,79.635726,28361.21289,28.361213,-0.000889,-0.888698,-0.402675
4778.143555,79.635726,28351.19922,28.351199,-0.000889,-0.888698,-0.402675
4778.143555,79.635726,28336.26563,28.336266,-0.000889,-0.888698,-0.402675
4778.143555,79.635726,28316.28516,28.316285,-0.000889,-0.888698,-0.402675
4778.143555,79.635726,28279.36523,28.279365,-0.000889,-0.888698,-0.402675
4778.143555,79.635726,28264.26172,28.264262,-0.000889,-0.888698,-0.402675
4778.143555,79.635726,28372.38672,28.372387,-0.000892,-0.892294,-0.399079
4778.143555,79.635726,28365.26563,28.365266,-0.000892,-0.892294,-0.399079
4778.143555,79.635726,28361.21289,28.361213,-0.000892,-0.892294,-0.399079
4778.143555,79.635726,28351.19922,28.351199,-0.000892,-0.892294,-0.399079
4778.143555,79.635726,28336.26563,28.336266,-0.000892,-0.892294,-0.399079
4778.143555,79.635726,28316.28516,28.316285,-0.000892,-0.892294,-0.399079
4778.143555,79.635726,28279.36523,28.279365,-0.000892,-0.892294,-0.399079
4778.143555,79.635726,28264.26172,28.264262,-0.000892,-0.892294,-0.399079
4778.143555,79.635726,28372.38672,28.372387,-0.000898,-0.89779,-0.393583
4778.143555,79.635726,28365.26563,28.365266,-0.000898,-0.89779,-0.393583
4778.143555,79.635726,28361.21289,28.361213,-0.000898,-0.89779,-0.393583
4778.143555,79.635726,28351.19922,28.351199,-0.000898,-0.89779,-0.393583
4778.143555,79.635726,28336.26563,28.336266,-0.000898,-0.89779,-0.393583
4778.143555,79.635726,28316.28516,28.316285,-0.000898,-0.89779,-0.393583
4778.143555,79.635726,28279.36523,28.279365,-0.000898,-0.89779,-0.393583
4778.143555,79.635726,28264.26172,28.264262,-0.000898,-0.89779,-0.393583
4778.143555,79.635726,28372.38672,28.372387,-0.000903,-0.903445,-0.387928
4778.143555,79.635726,28365.26563,28.365266,-0.000903,-0.903445,-0.387928
4778.143555,79.635726,28361.21289,28.361213,-0.000903,-0.903445,-0.387928
4778.143555,79.635726,28351.19922,28.351199,-0.000903,-0.903445,-0.387928
4778.143555,79.635726,28336.26563,28.336266,-0.000903,-0.903445,-0.387928
4778.143555,79.635726,28316.28516,28.316285,-0.000903,-0.903445,-0.387928
4778.143555,79.635726,28279.36523,28.279365,-0.000903,-0.903445,-0.387928
4778.143555,79.635726,28264.26172,28.264262,-0.000903,-0.903445,-0.387928
4778.143555,79.635726,28372.38672,28.372387,-0.000909,-0.909327,-0.382046
4778.143555,79.635726,28365.26563,28.365266,-0.000909,-0.909327,-0.382046
4778.143555,79.635726,28361.21289,28.361213,-0.000909,-0.909327,-0.382046
4778.143555,79.635726,28351.19922,28.351199,-0.000909,-0.909327,-0.382046
4778.143555,79.635726,28336.26563,28.336266,-0.000909,-0.909327,-0.382046
4778.143555,79.635726,28316.28516,28.316285,-0.000909,-0.909327,-0.382046
4778.143555,79.635726,28279.36523,28.279365,-0.000909,-0.909327,-0.382046
4778.143555,79.635726,28264.26172,28.264262,-0.000909,-0.909327,-0.382046
4778.143555,79.635726,28372.38672,28.372387,-0.000919,-0.91879,-0.372583
4778.143555,79.635726,28365.26563,28.365266,-0.000919,-0.91879,-0.372583
4778.143555,79.635726,28361.21289,28.361213,-0.000919,-0.91879,-0.372583
4778.143555,79.635726,28351.19922,28.351199,-0.000919,-0.91879,-0.372583
4778.143555,79.635726,28336.26563,28.336266,-0.000919,-0.91879,-0.372583
4778.143555,79.635726,28316.28516,28.316285,-0.000919,-0.91879,-0.372583
4778.143555,79.635726,28279.36523,28.279365,-0.000919,-0.91879,-0.372583
4778.143555,79.635726,28264.26172,28.264262,-0.000919,-0.91879,-0.372583
4778.143555,79.635726,28372.38672,28.372387,-0.000922,-0.92243,-0.368943
4778.143555,79.635726,28365.26563,28.365266,-0.000922,-0.92243,-0.368943
4778.143555,79.635726,28361.21289,28.361213,-0.000922,-0.92243,-0.368943
4778.143555,79.635726,28351.19922,28.351199,-0.000922,-0.92243,-0.368943
4778.143555,79.635726,28336.26563,28.336266,-0.000922,-0.92243,-0.368943
4778.143555,79.635726,28316.28516,28.316285,-0.000922,-0.92243,-0.368943
4778.143555,79.635726,28279.36523,28.279365,-0.000922,-0.92243,-0.368943
4778.143555,79.635726,28264.26172,28.264262,-0.000922,-0.92243,-0.368943
4778.144043,79.635734,28240.99219,28.240992,-0.000928,-0.928112,-0.363261
4778.144043,79.635734,28207.5,28.2075,-0.000928,-0.928112,-0.363261
4778.144043,79.635734,28165.91016,28.16591,-0.000928,-0.928112,-0.363261
4778.144043,79.635734,28121.72461,28.121725,-0.000928,-0.928112,-0.363261
4778.144043,79.635734,28240.99219,28.240992,-0.000937,-0.937111,-0.354262
4778.144043,79.635734,28207.5,28.2075,-0.000937,-0.937111,-0.354262
4778.144043,79.635734,28165.91016,28.16591,-0.000937,-0.937111,-0.354262
4778.144043,79.635734,28121.72461,28.121725,-0.000937,-0.937111,-0.354262
4778.144043,79.635734,28240.99219,28.240992,-0.000951,-0.951464,-0.339909
4778.144043,79.635734,28207.5,28.2075,-0.000951,-0.951464,-0.339909
4778.144043,79.635734,28165.91016,28.16591,-0.000951,-0.951464,-0.339909
4778.144043,79.635734,28121.72461,28.121725,-0.000951,-0.951464,-0.339909
4778.144043,79.635734,28240.99219,28.240992,-0.000974,-0.974259,-0.317114
4778.144043,79.635734,28207.5,28.2075,-0.000974,-0.974259,-0.317114
4778.144043,79.635734,28165.91016,28.16591,-0.000974,-0.974259,-0.317114
4778.144043,79.635734,28121.72461,28.121725,-0.000974,-0.974259,-0.317114
4778.144531,79.635742,28090.47266,28.090473,-0.000998,-0.997866,-0.293507
4778.144531,79.635742,28067.67773,28.067678,-0.000998,-0.997866,-0.293507
4778.144531,79.635742,28050.00586,28.050006,-0.000998,-0.997866,-0.293507
